1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q1,17138.00,5271.00,76231.00,60.00,3544.00,54.00,-576.00,893.00,-263.00,242.00,0.00,72331.00,34083.00,0.00,1207.00,10573.00,13999.00,1846.00,10623.00,61678.00,2685.00,25696.00,14806.00,10890.00,1244.00,-1414.00,33467.00,24864.00,8603.00,-2687.00
2004:Q2,20160.00,5357.00,36082.00,41.00,-7698.00,141.00,257.00,353.00,-469.00,-720.00,0.00,44318.00,31219.00,0.00,-688.00,20761.00,-14267.00,-3792.00,11085.00,19115.00,-7522.00,4022.00,-5376.00,9398.00,-1856.00,-2076.00,26547.00,17673.00,8874.00,-2164.00
2004:Q3,19778.00,5526.00,123130.00,457.00,988.00,341.00,-853.00,1442.00,-248.00,412.00,0.00,120932.00,115365.00,0.00,1528.00,8567.00,4280.00,-19682.00,10874.00,121638.00,816.00,15106.00,367.00,14739.00,6934.00,15152.00,83630.00,73160.00,10470.00,12760.00
2004:Q4,23433.00,5650.00,49475.00,-318.00,-729.00,1928.00,419.00,-803.00,2312.00,-2437.00,0.00,51031.00,38474.00,0.00,424.00,12377.00,-1935.00,-3931.00,5622.00,33437.00,-1134.00,14668.00,1029.00,13639.00,-10146.00,38.00,30011.00,28347.00,1664.00,1745.00
2005:Q1,20400.00,5016.00,17390.00,56.00,7406.00,-1143.00,-393.00,63.00,-813.00,-1217.00,0.00,12288.00,-17601.00,0.00,-115.00,-75066.00,78307.00,17311.00,9452.00,-4218.00,7034.00,21984.00,6698.00,15286.00,-1890.00,-7340.00,-24006.00,-25942.00,1936.00,-6224.00
2005:Q2,24207.00,5137.00,52746.00,144.00,508.00,8622.00,792.00,-764.00,8594.00,-1265.00,0.00,44737.00,26821.00,0.00,180.00,3498.00,3274.00,4003.00,6961.00,36967.00,2193.00,5356.00,-1893.00,7249.00,1881.00,570.00,26967.00,12723.00,14244.00,3291.00
2005:Q3,29210.00,5206.00,-64577.00,-185.00,1074.00,-11712.00,25.00,-1280.00,-10457.00,201.00,0.00,-53955.00,5236.00,0.00,8066.00,6886.00,11255.00,-4519.00,-80879.00,-93432.00,452.00,12870.00,5393.00,7477.00,-3096.00,-8589.00,-95069.00,-15683.00,-79386.00,-4851.00
2005:Q4,32081.00,5243.00,45022.00,-448.00,-2595.00,-2665.00,-1280.00,-355.00,-1030.00,5011.00,0.00,45719.00,13405.00,0.00,1617.00,25780.00,-5856.00,2828.00,7945.00,15529.00,-3471.00,8020.00,-6166.00,14186.00,4992.00,-4689.00,10677.00,2501.00,8176.00,-2655.00
2006:Q1,21427.00,4896.00,30063.00,-11.00,2086.00,2146.00,1544.00,750.00,-148.00,-442.00,0.00,26284.00,15832.00,0.00,-367.00,-8211.00,6900.00,7644.00,4486.00,5618.00,1465.00,9141.00,1570.00,7571.00,5776.00,-7824.00,-2940.00,-5939.00,2999.00,-7914.00
2006:Q2,21870.00,4982.00,45631.00,415.00,120.00,1519.00,-31.00,1141.00,409.00,-3512.00,-719.00,47808.00,9776.00,0.00,-488.00,4946.00,2127.00,17622.00,13825.00,22397.00,27.00,28342.00,11962.00,16380.00,-793.00,-5542.00,363.00,-6797.00,7160.00,-6347.00
2006:Q3,25458.00,5071.00,55715.00,-632.00,2703.00,1549.00,-352.00,-529.00,2430.00,89.00,323.00,51683.00,23820.00,0.00,3826.00,5421.00,1287.00,11214.00,6115.00,33747.00,2402.00,8645.00,740.00,7905.00,-336.00,-4139.00,27175.00,17435.00,9740.00,-1581.00
2006:Q4,40200.00,5152.00,118387.00,224.00,-3926.00,1033.00,231.00,-1388.00,2190.00,965.00,39.00,120052.00,47807.00,0.00,-273.00,1081.00,16895.00,4802.00,49740.00,85351.00,-2779.00,22533.00,6592.00,15941.00,1739.00,-2277.00,66135.00,11938.00,54197.00,2013.00
2007:Q1,29842.00,6519.00,8743.00,-436.00,478.00,-2492.00,-1758.00,1365.00,-2099.00,-1660.00,-31.00,12884.00,10415.00,0.00,1158.00,45638.00,-52633.00,5857.00,2449.00,-29186.00,356.00,21794.00,4289.00,17505.00,-486.00,-12034.00,-38816.00,-26980.00,-11836.00,-14606.00
2007:Q2,22722.00,6603.00,59883.00,182.00,-1886.00,-1556.00,77.00,-986.00,-647.00,220.00,468.00,62455.00,18770.00,0.00,1942.00,13011.00,7290.00,14507.00,6935.00,36013.00,-1805.00,31048.00,4326.00,26722.00,13180.00,-9987.00,3577.00,-7781.00,11358.00,-7751.00
2007:Q3,31083.00,6695.00,87823.00,-635.00,-1282.00,4927.00,-122.00,1152.00,3897.00,439.00,4176.00,80198.00,38407.00,0.00,453.00,-12424.00,27079.00,20107.00,6576.00,53346.00,-1159.00,35765.00,11796.00,23969.00,3639.00,-8006.00,23107.00,10469.00,12638.00,-10090.00
2007:Q4,18946.00,6804.00,44330.00,169.00,103.00,21585.00,6371.00,-2814.00,18028.00,1704.00,677.00,20092.00,46411.00,0.00,1780.00,-4757.00,-39219.00,1710.00,14167.00,39994.00,90.00,40792.00,14571.00,26221.00,6173.00,1995.00,-9056.00,-30836.00,21780.00,7806.00
2008:Q1,18740.00,8824.00,67872.00,-324.00,-1809.00,1413.00,-742.00,3080.00,-925.00,-395.00,-287.00,69274.00,27355.00,0.00,-684.00,4277.00,12556.00,4912.00,20858.00,101561.00,-2014.00,34463.00,-950.00,35413.00,-3801.00,51191.00,21722.00,20817.00,905.00,43605.00
2008:Q2,16422.00,8861.00,162918.00,-39.00,467.00,23244.00,5515.00,15333.00,2396.00,1164.00,-3443.00,141525.00,71626.00,0.00,-697.00,-6499.00,44252.00,-18538.00,51381.00,179608.00,272.00,73852.00,14560.00,59292.00,19270.00,55886.00,30328.00,6817.00,23511.00,24251.00
2008:Q3,18703.00,8827.00,-97004.00,50.00,-527.00,-8384.00,1804.00,-11678.00,1490.00,-686.00,557.00,-88014.00,-2418.00,0.00,-5312.00,3649.00,-32434.00,-24107.00,-27392.00,-61367.00,-1081.00,-58803.00,-14471.00,-44332.00,7460.00,23857.00,-32800.00,-33556.00,756.00,45514.00
2008:Q4,17516.00,8540.00,187094.00,179.00,-4707.00,-4385.00,-10555.00,9177.00,-3007.00,1882.00,2012.00,192113.00,17071.00,0.00,-5800.00,-8752.00,73839.00,28663.00,87092.00,349346.00,-4199.00,34453.00,-38146.00,72599.00,-9588.00,190492.00,138188.00,68908.00,69280.00,171228.00
2009:Q1,14576.00,9078.00,10170.00,42.00,61.00,-19811.00,-2565.00,-9743.00,-7503.00,-1155.00,1685.00,29348.00,145464.00,0.00,-1455.00,-6361.00,-150756.00,-511.00,42967.00,76606.00,-17.00,-3426.00,-22779.00,19353.00,3763.00,54394.00,21892.00,32890.00,-10998.00,71934.00
2009:Q2,16694.00,8947.00,20295.00,-1039.00,5904.00,4739.00,6473.00,748.00,-2482.00,-770.00,-344.00,11805.00,-31185.00,0.00,4158.00,-13540.00,28784.00,22507.00,1081.00,11567.00,117.00,4241.00,-4268.00,8509.00,-4546.00,1313.00,10442.00,7165.00,3277.00,-981.00
2009:Q3,23661.00,8902.00,55077.00,17869.00,5149.00,739.00,-2863.00,-27.00,3629.00,283.00,774.00,30263.00,43645.00,0.00,6982.00,-4305.00,-46808.00,10441.00,20308.00,60622.00,-192.00,21145.00,3734.00,17411.00,-1200.00,20921.00,19948.00,3575.00,16373.00,20303.00
2009:Q4,30685.00,8963.00,-12328.00,-20815.00,8665.00,1560.00,1647.00,1992.00,-2079.00,-1589.00,-52.00,-97.00,8838.00,0.00,-392.00,886.00,-4369.00,-8917.00,3857.00,-46641.00,-68.00,-32260.00,5176.00,-37436.00,4242.00,-8007.00,-10548.00,-8057.00,-2491.00,-12592.00
2010:Q1,13778.00,7907.00,-15147.00,828.00,4190.00,789.00,-24.00,-1759.00,2572.00,2503.00,683.00,-24140.00,-22499.00,0.00,2735.00,-27810.00,18353.00,7796.00,-2715.00,-16723.00,449.00,-18860.00,13187.00,-32047.00,4625.00,146.00,-3083.00,-2225.00,-858.00,4295.00
2010:Q2,28442.00,7886.00,-5983.00,-5019.00,7842.00,-17443.00,-778.00,-453.00,-16212.00,1401.00,2312.00,4924.00,55925.00,0.00,3756.00,-2499.00,-13429.00,-33976.00,-4853.00,-17885.00,262.00,-29594.00,-10256.00,-19338.00,-4440.00,7134.00,8753.00,12054.00,-3301.00,8654.00
2010:Q3,22029.00,7994.00,106609.00,1178.00,9364.00,45019.00,12196.00,8026.00,24797.00,55.00,343.00,50650.00,18510.00,0.00,3863.00,-664.00,-8095.00,19467.00,17569.00,88640.00,1060.00,51110.00,665.00,50445.00,11558.00,11447.00,13465.00,1852.00,11613.00,-3934.00
2010:Q4,30346.00,8135.00,-96495.00,1736.00,-19322.00,-10508.00,2404.00,-9047.00,-3865.00,331.00,415.00,-69147.00,-18582.00,0.00,11880.00,-8509.00,-21162.00,17298.00,-50072.00,-99128.00,-1529.00,-45233.00,349.00,-45582.00,14365.00,1098.00,-67829.00,-34116.00,-33713.00,19578.00
2011:Q1,27350.00,8855.00,66037.00,1568.00,8391.00,-281.00,-3548.00,1154.00,2113.00,7988.00,44.00,48327.00,38143.00,0.00,1793.00,-15164.00,21408.00,-13763.00,15910.00,49274.00,323.00,11066.00,8890.00,2176.00,9822.00,3732.00,24331.00,16557.00,7774.00,1732.00
2011:Q2,28326.00,9079.00,58436.00,2504.00,3049.00,2305.00,-7109.00,9271.00,143.00,-2661.00,-125.00,53364.00,3205.00,0.00,2888.00,-987.00,-39116.00,64366.00,23008.00,15119.00,195.00,-46713.00,3322.00,-50035.00,58302.00,-5598.00,8933.00,6971.00,1962.00,-24070.00
2011:Q3,34744.00,9412.00,26496.00,308.00,-9042.00,4562.00,11397.00,11738.00,-18573.00,608.00,1468.00,28592.00,20264.00,0.00,7196.00,-1659.00,-13373.00,13036.00,3128.00,-17624.00,-125.00,-26921.00,-5237.00,-21684.00,6023.00,4952.00,-1553.00,8368.00,-9921.00,-18789.00
2011:Q4,40364.00,9631.00,-82235.00,-1982.00,-2218.00,-7460.00,6405.00,-10118.00,-3747.00,-1935.00,1060.00,-69700.00,14530.00,0.00,-2537.00,-2528.00,18060.00,-33023.00,-64202.00,-93243.00,28.00,-17869.00,4166.00,-22035.00,-10179.00,-215.00,-65008.00,-24947.00,-40061.00,19724.00
2012:Q1,40197.00,10110.00,-43349.00,-2383.00,-50348.00,-17215.00,-773.00,-7256.00,-9186.00,19637.00,6134.00,827.00,5561.00,-10025.00,-524.00,-6678.00,66690.00,19334.00,-73532.00,-56539.00,-96.00,21346.00,-4041.00,25387.00,-20412.00,3164.00,-60541.00,1285.00,-61826.00,16897.00
2012:Q2,30236.00,10298.00,-88027.00,7424.00,41.00,-38135.00,-27739.00,-18149.00,7753.00,114.00,1066.00,-58537.00,43562.00,2607.00,7120.00,-3400.00,-28828.00,-19450.00,-60148.00,-74901.00,-86.00,-31264.00,-163.00,-31101.00,-58780.00,-3688.00,18917.00,15862.00,3055.00,33064.00
2012:Q3,30380.00,10263.00,-23592.00,-869.00,128.00,-6432.00,905.00,-211.00,-7126.00,376.00,1451.00,-18246.00,34157.00,362.00,3240.00,-321.00,1355.00,-12185.00,-44854.00,-34665.00,119.00,12146.00,7986.00,4160.00,-5610.00,9126.00,-50446.00,-2183.00,-48263.00,9044.00
2012:Q4,61631.00,10407.00,30821.00,-4445.00,834.00,-5028.00,-2989.00,1289.00,-3328.00,-3392.00,-1326.00,44178.00,17936.00,245.00,430.00,6931.00,13041.00,-39237.00,44832.00,-32263.00,-1122.00,18040.00,2378.00,15662.00,-35362.00,-7960.00,-5859.00,-44040.00,38181.00,-11859.00
2013:Q1,29023.00,9505.00,96076.00,-3616.00,-371.00,3475.00,1282.00,3077.00,-884.00,653.00,1238.00,94697.00,27672.00,-6159.00,214.00,-16398.00,-6161.00,22454.00,73075.00,69023.00,-18.00,-10195.00,1307.00,-11502.00,4069.00,-1760.00,76927.00,15392.00,61535.00,-7536.00
2013:Q2,39088.00,9427.00,-34141.00,1903.00,-3126.00,8054.00,9266.00,-1039.00,-173.00,4750.00,287.00,-46009.00,-25208.00,12.00,-154.00,1026.00,18076.00,-36489.00,-3272.00,-66455.00,-1.00,-41782.00,-7175.00,-34607.00,4367.00,-5342.00,-23697.00,-25572.00,1875.00,-2653.00
2013:Q3,36148.00,9557.00,30706.00,-88.00,2761.00,1921.00,-1623.00,4158.00,-614.00,-10219.00,1129.00,35202.00,17541.00,193.00,406.00,173.00,-40179.00,26627.00,30441.00,-10490.00,0.00,13051.00,-1192.00,14243.00,-22466.00,-6875.00,5800.00,-3167.00,8967.00,-14605.00
2013:Q4,41826.00,9714.00,87875.00,3283.00,-2071.00,2482.00,-467.00,3370.00,-421.00,-9374.00,2403.00,91152.00,39209.00,-77.00,-2020.00,-577.00,84452.00,-29447.00,-388.00,45912.00,0.00,23147.00,-12824.00,35971.00,27794.00,-3118.00,-1911.00,4375.00,-6286.00,-9850.00
2014:Q1,35823.00,9051.00,39711.00,1626.00,-96.00,-3679.00,-103.00,-1853.00,-1723.00,-2663.00,1183.00,43340.00,44801.00,-540.00,231.00,-11487.00,24974.00,-8151.00,-6488.00,17115.00,-5.00,5146.00,-6877.00,12023.00,-1927.00,-669.00,14570.00,17547.00,-2977.00,4176.00
2014:Q2,44405.00,9237.00,69883.00,-6132.00,1919.00,6895.00,5232.00,302.00,1361.00,-8911.00,1313.00,74799.00,50191.00,464.00,585.00,-743.00,14086.00,7463.00,2753.00,42560.00,0.00,23456.00,1633.00,21823.00,-22464.00,7567.00,34001.00,26554.00,7447.00,7846.00
2014:Q3,41132.00,9455.00,-26275.00,9563.00,-1356.00,9345.00,2176.00,751.00,6418.00,-281.00,1201.00,-44747.00,27001.00,-60.00,-74.00,-1010.00,-40962.00,-3990.00,-25652.00,-58941.00,0.00,-12978.00,-9425.00,-3553.00,1728.00,-335.00,-47356.00,-22202.00,-25154.00,-989.00
2014:Q4,50506.00,9485.00,7874.00,-13946.00,-5608.00,-12742.00,-10095.00,803.00,-3450.00,981.00,1333.00,37856.00,73939.00,216.00,40.00,114.00,6706.00,-9893.00,-33266.00,-40838.00,0.00,-7630.00,-4916.00,-2714.00,6341.00,-6892.00,-32657.00,-22158.00,-10499.00,-7692.00
2015:Q1,37937.00,9759.00,-30556.00,6756.00,3237.00,-5498.00,-3604.00,3050.00,-4944.00,-2487.00,1050.00,-33614.00,-20430.00,-1384.00,280.00,-1180.00,-16778.00,8735.00,-2857.00,-52308.00,17.00,-11357.00,-6993.00,-4364.00,-2476.00,12237.00,-50729.00,-41500.00,-9229.00,6426.00
2015:Q2,52904.00,9806.00,37914.00,2204.00,1822.00,431.00,-1384.00,-1382.00,3197.00,-7233.00,1000.00,39690.00,27425.00,700.00,47.00,-2499.00,54034.00,-9193.00,-30824.00,-1313.00,22.00,3843.00,-13700.00,17543.00,-4143.00,504.00,-1539.00,11431.00,-12970.00,3871.00
2015:Q3,42782.00,9884.00,-48748.00,-9081.00,-3634.00,4489.00,4083.00,700.00,-294.00,-17426.00,1000.00,-24096.00,18452.00,199.00,231.00,-242.00,3854.00,14262.00,-60852.00,-95060.00,25.00,-11098.00,-40265.00,29167.00,-8767.00,-12601.00,-62619.00,-6218.00,-56401.00,-13414.00
2015:Q4,61746.00,9889.00,-31417.00,-7773.00,-1829.00,-20066.00,-2772.00,-6670.00,-10624.00,-13717.00,1000.00,10968.00,11070.00,-276.00,-50.00,1367.00,35360.00,-5019.00,-31484.00,-75946.00,6.00,-30741.00,-10350.00,-20391.00,-23288.00,-6598.00,-15325.00,-21390.00,6065.00,7328.00
2016:Q1,34024.00,9961.00,60193.00,465.00,859.00,-2469.00,-153.00,-1939.00,-377.00,-750.00,1000.00,61088.00,36913.00,-513.00,872.00,-3569.00,22180.00,1830.00,3375.00,36386.00,-15.00,30309.00,-75.00,30384.00,4788.00,-3960.00,5264.00,11155.00,-5891.00,256.00
2016:Q2,36555.00,10003.00,15754.00,-2642.00,183.00,2162.00,-1048.00,1380.00,1830.00,-1201.00,1000.00,16252.00,72015.00,374.00,761.00,96.00,-25723.00,16516.00,-47787.00,-18868.00,-7.00,23188.00,-983.00,24171.00,-4955.00,-6023.00,-31071.00,13932.00,-45003.00,-8071.00
