date,FU596330005.Q,FU595013005.Q,FU594090005.Q,FU593020005.Q,FU593030005.Q,FU593034005.Q,FU592051005.Q,FU594022005.Q,FU593069105.Q,FU593061105.Q,FU593061705.Q,FU223062043.Q,FU593063005.Q,FU593065005.Q,FU593064105.Q,FU593064205.Q,FU593090005.Q,FU593095005.Q,FU573074005.Q,FU593073005.Q,FU593093005.Q,FU594190005.Q,FU153050015.Q,FU594090045.Q,FU594090055.Q,FU893131573.Q,FU543150015.Q
1975:Q1,3.00,4.00,20091.00,323.00,806.00,0.00,170.00,5861.00,926.00,629.00,504.00,-194.00,3996.00,40.00,2249.00,-107.00,10749.00,0.00,365.00,9221.00,1163.00,20092.00,ND,17485.00,2606.00,ND,ND
1975:Q2,3.00,4.00,21145.00,304.00,533.00,0.00,364.00,11305.00,1179.00,6645.00,344.00,-61.00,3198.00,74.00,2441.00,-24.00,6148.00,0.00,401.00,2870.00,2877.00,21145.00,ND,17517.00,3628.00,ND,ND
1975:Q3,3.00,4.00,22225.00,232.00,335.00,0.00,467.00,4680.00,939.00,632.00,290.00,178.00,2641.00,53.00,2539.00,569.00,13350.00,0.00,-5.00,9150.00,4205.00,22226.00,ND,17839.00,4386.00,ND,ND
1975:Q4,3.00,4.00,21461.00,196.00,451.00,0.00,304.00,6452.00,619.00,591.00,694.00,1034.00,3514.00,-316.00,2707.00,90.00,11577.00,0.00,234.00,8838.00,2505.00,21462.00,ND,18285.00,3176.00,ND,ND
1976:Q1,3.00,3.00,20458.00,207.00,535.00,0.00,39.00,4665.00,826.00,997.00,767.00,253.00,1822.00,1.00,2734.00,90.00,12187.00,0.00,300.00,11840.00,47.00,20458.00,ND,18662.00,1796.00,ND,ND
1976:Q2,3.00,3.00,19372.00,107.00,619.00,0.00,-245.00,12988.00,548.00,8530.00,694.00,957.00,2259.00,80.00,2503.00,-57.00,3377.00,0.00,19.00,5576.00,-2218.00,19372.00,ND,19179.00,193.00,ND,ND
1976:Q3,3.00,4.00,21693.00,-116.00,372.00,0.00,246.00,1072.00,316.00,59.00,611.00,233.00,-147.00,-8.00,2050.00,193.00,17884.00,0.00,48.00,15671.00,2165.00,21693.00,ND,19683.00,2010.00,ND,ND
1976:Q4,3.00,4.00,22354.00,-97.00,636.00,0.00,350.00,1623.00,196.00,2206.00,119.00,-23.00,-875.00,148.00,2114.00,282.00,17298.00,0.00,98.00,14152.00,3048.00,22354.00,ND,19765.00,2589.00,ND,ND
1977:Q1,4.00,4.00,23525.00,-41.00,611.00,0.00,583.00,1180.00,186.00,-738.00,2590.00,-488.00,-370.00,-42.00,2350.00,122.00,18762.00,0.00,10.00,13521.00,5231.00,23525.00,ND,19423.00,4102.00,ND,ND
1977:Q2,4.00,4.00,21799.00,132.00,1037.00,23.00,16.00,8429.00,134.00,5402.00,748.00,756.00,1389.00,299.00,2739.00,345.00,8779.00,0.00,144.00,8628.00,7.00,21799.00,ND,19966.00,1833.00,ND,ND
1977:Q3,4.00,4.00,24838.00,147.00,869.00,30.00,468.00,10892.00,37.00,6486.00,1200.00,-72.00,3241.00,-295.00,3357.00,-200.00,9570.00,0.00,64.00,5359.00,4147.00,24838.00,ND,20970.00,3868.00,ND,ND
1977:Q4,4.00,4.00,23503.00,101.00,756.00,41.00,-86.00,7619.00,5.00,1361.00,637.00,-12.00,5628.00,430.00,3293.00,55.00,11294.00,0.00,111.00,12071.00,-888.00,23503.00,ND,22095.00,1408.00,ND,ND
1978:Q1,3.00,4.00,26909.00,161.00,1290.00,56.00,551.00,3002.00,36.00,-233.00,1354.00,-158.00,2003.00,103.00,3124.00,40.00,18582.00,0.00,92.00,13620.00,4870.00,26910.00,ND,22580.00,4329.00,ND,ND
1978:Q2,3.00,4.00,24497.00,142.00,1283.00,62.00,-132.00,10698.00,-15.00,3638.00,334.00,346.00,6395.00,252.00,3017.00,272.00,8903.00,0.00,294.00,10092.00,-1483.00,24498.00,ND,23206.00,1291.00,ND,ND
1978:Q3,3.00,5.00,26104.00,120.00,1312.00,60.00,352.00,12270.00,-162.00,5580.00,2121.00,-64.00,4795.00,220.00,3074.00,-454.00,9150.00,0.00,369.00,5983.00,2798.00,26105.00,ND,22812.00,3292.00,ND,ND
1978:Q4,3.00,5.00,25640.00,31.00,1069.00,87.00,447.00,7625.00,-11.00,2607.00,751.00,283.00,3995.00,194.00,3171.00,-351.00,13367.00,0.00,56.00,9343.00,3968.00,25641.00,ND,21442.00,4198.00,ND,ND
1979:Q1,4.00,7.00,23782.00,97.00,1460.00,141.00,318.00,3494.00,431.00,63.00,1681.00,122.00,1197.00,288.00,2972.00,600.00,14412.00,0.00,301.00,11554.00,2557.00,23785.00,ND,20008.00,3774.00,ND,ND
1979:Q2,4.00,7.00,24870.00,2.00,1047.00,188.00,237.00,12069.00,905.00,5346.00,903.00,-206.00,5121.00,172.00,3523.00,48.00,7584.00,0.00,201.00,5448.00,1935.00,24873.00,ND,20747.00,4123.00,ND,ND
1979:Q3,4.00,8.00,27612.00,-42.00,1248.00,225.00,42.00,15270.00,1396.00,8362.00,839.00,13.00,4660.00,523.00,5761.00,235.00,4350.00,0.00,323.00,3979.00,48.00,27616.00,ND,24051.00,3561.00,ND,ND
1979:Q4,4.00,8.00,34099.00,-5.00,1583.00,269.00,236.00,8345.00,1502.00,2297.00,1850.00,30.00,2666.00,453.00,5239.00,11.00,17968.00,0.00,101.00,15846.00,2021.00,34103.00,ND,29412.00,4687.00,ND,ND
1980:Q1,4.00,9.00,39787.00,-86.00,1047.00,318.00,211.00,10425.00,1225.00,563.00,1405.00,191.00,7041.00,502.00,4799.00,716.00,21855.00,0.00,44.00,19932.00,1879.00,39791.00,ND,34917.00,4870.00,ND,ND
1980:Q2,4.00,9.00,44152.00,-150.00,856.00,345.00,210.00,17016.00,1050.00,4804.00,3486.00,-76.00,7752.00,313.00,4869.00,645.00,20048.00,0.00,521.00,18147.00,1380.00,44156.00,ND,39466.00,4686.00,ND,ND
1980:Q3,4.00,9.00,46842.00,-349.00,824.00,350.00,296.00,20873.00,979.00,13165.00,1689.00,-104.00,5144.00,510.00,5681.00,577.00,18080.00,0.00,480.00,15397.00,2203.00,46846.00,ND,41569.00,5273.00,ND,ND
1980:Q4,5.00,9.00,43441.00,-271.00,1432.00,438.00,-107.00,10113.00,881.00,2833.00,2929.00,138.00,3332.00,386.00,6404.00,274.00,24772.00,0.00,325.00,25713.00,-1266.00,43445.00,ND,40064.00,3377.00,ND,ND
1981:Q1,4.00,9.00,38921.00,-50.00,1519.00,611.00,-141.00,6257.00,755.00,-102.00,3078.00,-139.00,2665.00,460.00,5406.00,-298.00,25157.00,0.00,131.00,26405.00,-1379.00,38926.00,ND,35932.00,2989.00,ND,ND
1981:Q2,4.00,10.00,37523.00,-259.00,458.00,890.00,118.00,14426.00,1501.00,4504.00,3368.00,75.00,4978.00,559.00,6377.00,-343.00,15297.00,0.00,56.00,14219.00,1022.00,37528.00,ND,32646.00,4877.00,ND,ND
1981:Q3,4.00,10.00,36112.00,-142.00,1768.00,1279.00,170.00,20768.00,1440.00,12138.00,3960.00,-136.00,3366.00,605.00,7152.00,-587.00,5099.00,0.00,-153.00,3553.00,1699.00,36118.00,ND,30196.00,5916.00,ND,ND
1981:Q4,5.00,11.00,33193.00,-264.00,1033.00,1151.00,-267.00,15611.00,1278.00,14562.00,-3385.00,-3.00,3159.00,354.00,5478.00,-594.00,10691.00,0.00,353.00,13078.00,-2740.00,33199.00,ND,29095.00,4098.00,ND,ND
1982:Q1,6.00,13.00,31168.00,-474.00,3268.00,466.00,-530.00,16866.00,-2530.00,8466.00,6690.00,-205.00,4445.00,471.00,2488.00,-6.00,8619.00,0.00,262.00,13362.00,-5005.00,31175.00,45651.00,29146.00,2022.00,7217.00,7266.00
1982:Q2,6.00,13.00,35881.00,2.00,4087.00,-1000.00,112.00,18876.00,-1368.00,10909.00,4334.00,197.00,4804.00,1709.00,2553.00,750.00,8792.00,0.00,319.00,7752.00,721.00,35888.00,52077.00,31940.00,3941.00,7217.00,8979.00
1982:Q3,6.00,12.00,43480.00,-173.00,3586.00,-959.00,808.00,26659.00,-2807.00,21467.00,5562.00,-298.00,2735.00,1416.00,2239.00,1267.00,8637.00,0.00,876.00,1337.00,6424.00,43486.00,61984.00,36604.00,6876.00,7217.00,11287.00
1982:Q4,6.00,12.00,49853.00,-165.00,4178.00,-383.00,57.00,13015.00,-2597.00,9045.00,5272.00,-419.00,1714.00,1515.00,20675.00,1862.00,9099.00,0.00,461.00,8555.00,83.00,49859.00,66763.00,41976.00,7877.00,7217.00,9693.00
1983:Q1,6.00,15.00,53360.00,75.00,5433.00,189.00,750.00,9103.00,-796.00,4601.00,2261.00,-768.00,3805.00,1496.00,8013.00,-341.00,28642.00,0.00,859.00,23332.00,4451.00,53369.00,68173.00,45789.00,7571.00,9323.00,5490.00
1983:Q2,6.00,15.00,59865.00,157.00,5965.00,351.00,1334.00,13850.00,1301.00,9543.00,2029.00,120.00,857.00,769.00,5661.00,44.00,31734.00,0.00,1008.00,21854.00,8872.00,59873.00,76257.00,49041.00,10824.00,9323.00,7069.00
1983:Q3,6.00,15.00,53494.00,274.00,-279.00,374.00,278.00,25655.00,1984.00,21424.00,2781.00,-60.00,-474.00,910.00,8057.00,941.00,17284.00,0.00,130.00,17316.00,-162.00,53502.00,69438.00,48891.00,4603.00,9323.00,6621.00
1983:Q4,7.00,16.00,49434.00,383.00,3131.00,327.00,529.00,13003.00,555.00,9147.00,4764.00,-423.00,-1040.00,57.00,5343.00,840.00,25821.00,0.00,143.00,23716.00,1962.00,49443.00,69115.00,44847.00,4587.00,9323.00,10358.00
1984:Q1,7.00,21.00,37543.00,570.00,614.00,262.00,-109.00,10159.00,2655.00,5195.00,1352.00,151.00,806.00,-157.00,-1877.00,662.00,27419.00,0.00,-382.00,31318.00,-3517.00,37557.00,58847.00,38913.00,-1370.00,12675.00,8629.00
1984:Q2,7.00,23.00,30339.00,570.00,841.00,197.00,64.00,8635.00,2868.00,5623.00,-2279.00,113.00,2310.00,-314.00,-4460.00,-255.00,25061.00,0.00,-370.00,27546.00,-2115.00,30354.00,52163.00,34015.00,-3676.00,12675.00,9149.00
1984:Q3,7.00,23.00,42999.00,200.00,6489.00,382.00,1082.00,39089.00,441.00,25211.00,3679.00,-196.00,9954.00,-302.00,6469.00,835.00,-11245.00,0.00,930.00,-17515.00,5340.00,43015.00,65346.00,31798.00,11201.00,12675.00,9672.00
1984:Q4,7.00,24.00,39424.00,-173.00,2383.00,168.00,776.00,32948.00,-2102.00,16521.00,7032.00,-534.00,12031.00,988.00,2342.00,1173.00,-1182.00,0.00,724.00,-3975.00,2069.00,39440.00,69989.00,31974.00,7450.00,12675.00,17890.00
1985:Q1,7.00,30.00,40841.00,579.00,7295.00,491.00,1278.00,6907.00,260.00,18259.00,1884.00,16.00,-13512.00,1370.00,8810.00,536.00,13575.00,0.00,848.00,6903.00,5824.00,40864.00,65915.00,33004.00,7837.00,18204.00,6870.00
1985:Q2,8.00,30.00,45574.00,792.00,6929.00,586.00,1417.00,16410.00,522.00,14630.00,1002.00,-272.00,528.00,789.00,14490.00,496.00,3665.00,0.00,957.00,-3553.00,6260.00,45596.00,75938.00,35422.00,10152.00,18204.00,12160.00
1985:Q3,8.00,29.00,36546.00,-350.00,-1236.00,224.00,259.00,24074.00,1272.00,20156.00,2792.00,-53.00,-93.00,-467.00,6545.00,382.00,7115.00,0.00,-173.00,10723.00,-3435.00,36568.00,65064.00,37017.00,-471.00,18204.00,10314.00
1985:Q4,8.00,30.00,48144.00,-685.00,-3045.00,2275.00,7818.00,30421.00,2806.00,24440.00,11626.00,-97.00,-8354.00,2643.00,9313.00,1329.00,-1925.00,0.00,4162.00,-24210.00,18123.00,48166.00,84863.00,36975.00,11169.00,18204.00,18515.00
1986:Q1,9.00,36.00,45073.00,-511.00,2188.00,497.00,797.00,17887.00,1226.00,10165.00,-1683.00,-190.00,8369.00,-63.00,-770.00,1907.00,23141.00,4008.00,0.00,21136.00,-2003.00,45100.00,69864.00,35434.00,9639.00,20437.00,4354.00
1986:Q2,9.00,33.00,36842.00,-490.00,1036.00,-104.00,1015.00,11575.00,1395.00,4296.00,-1286.00,258.00,6912.00,-1073.00,5332.00,-192.00,19743.00,2904.00,0.00,16087.00,752.00,36866.00,70468.00,35002.00,1840.00,20437.00,13189.00
1986:Q3,9.00,32.00,42461.00,-26.00,145.00,786.00,1219.00,32538.00,1765.00,15891.00,1134.00,-161.00,13909.00,-216.00,-3465.00,-278.00,11758.00,2434.00,5.00,6479.00,2840.00,42484.00,81967.00,35027.00,7434.00,20437.00,19069.00
1986:Q4,10.00,32.00,53642.00,379.00,3514.00,1022.00,1925.00,18741.00,2633.00,13390.00,-6113.00,-326.00,9157.00,-1168.00,10329.00,114.00,18786.00,4581.00,30.00,-1069.00,15244.00,53665.00,95262.00,35369.00,18273.00,20437.00,21183.00
1987:Q1,9.00,36.00,45895.00,512.00,-5720.00,236.00,754.00,11961.00,2471.00,4553.00,4114.00,-156.00,979.00,-1376.00,19809.00,3632.00,16087.00,8688.00,300.00,-3811.00,10910.00,45921.00,68281.00,35440.00,10455.00,18302.00,4084.00
1987:Q2,10.00,36.00,43047.00,512.00,-1517.00,942.00,1560.00,13072.00,3700.00,7026.00,8541.00,53.00,-6248.00,-893.00,5289.00,2494.00,21588.00,8182.00,450.00,12229.00,727.00,43073.00,66302.00,36998.00,6049.00,18302.00,4953.00
1987:Q3,11.00,37.00,59648.00,356.00,-3411.00,381.00,702.00,25016.00,2742.00,22799.00,3425.00,41.00,-3991.00,-403.00,764.00,2222.00,34021.00,8887.00,650.00,6952.00,17532.00,59675.00,85348.00,38716.00,20932.00,18302.00,7398.00
1987:Q4,11.00,39.00,49402.00,116.00,-4844.00,573.00,-437.00,29901.00,1346.00,20717.00,1857.00,161.00,5820.00,-597.00,6330.00,-1326.00,19686.00,7786.00,108.00,35324.00,-23532.00,49429.00,76325.00,40013.00,9389.00,18302.00,8621.00
1988:Q1,11.00,38.00,53474.00,208.00,937.00,715.00,-20.00,-5952.00,-2541.00,-8385.00,5917.00,-141.00,-802.00,1526.00,18615.00,-1029.00,38474.00,-66.00,-500.00,36903.00,2137.00,53501.00,87821.00,40735.00,12739.00,13813.00,20534.00
1988:Q2,12.00,39.00,50295.00,843.00,6375.00,1531.00,1346.00,16653.00,-392.00,7687.00,-112.00,75.00,9395.00,1844.00,2298.00,-635.00,20040.00,2042.00,-700.00,11944.00,6754.00,50323.00,79847.00,41683.00,8612.00,13813.00,15739.00
1988:Q3,12.00,39.00,54382.00,741.00,506.00,683.00,-634.00,34504.00,-3028.00,29248.00,2450.00,-120.00,5954.00,2663.00,3738.00,-1636.00,13817.00,-2943.00,-1250.00,6451.00,11559.00,54409.00,84700.00,42821.00,11561.00,13813.00,16505.00
1988:Q4,12.00,40.00,56602.00,685.00,4921.00,298.00,358.00,23852.00,-1618.00,17391.00,-1543.00,-89.00,9711.00,2700.00,5031.00,405.00,18352.00,2831.00,1212.00,5617.00,8692.00,56630.00,88291.00,43253.00,13349.00,13813.00,17876.00
1989:Q1,12.00,42.00,50949.00,-150.00,8582.00,1063.00,1125.00,9231.00,268.00,-11934.00,13377.00,-66.00,7586.00,493.00,-7605.00,699.00,37511.00,4200.00,1684.00,30195.00,1432.00,50978.00,77602.00,42634.00,8315.00,14235.00,12418.00
1989:Q2,12.00,42.00,51626.00,-142.00,7378.00,1433.00,479.00,30956.00,-502.00,14326.00,9631.00,-64.00,7565.00,1628.00,-2835.00,1191.00,11538.00,2404.00,1859.00,13532.00,-6257.00,51655.00,86291.00,43496.00,8130.00,14235.00,20430.00
1989:Q3,13.00,44.00,54626.00,-670.00,7523.00,359.00,1241.00,31981.00,247.00,20628.00,7316.00,-67.00,3857.00,1984.00,-1804.00,1294.00,12718.00,3186.00,1899.00,17397.00,-9764.00,54657.00,81254.00,44585.00,10041.00,14235.00,12393.00
1989:Q4,14.00,44.00,57646.00,-683.00,5925.00,1554.00,-1094.00,39774.00,-2164.00,25072.00,9376.00,-68.00,7558.00,2219.00,-7590.00,1366.00,16175.00,2514.00,1826.00,7317.00,4518.00,57676.00,90717.00,45427.00,12219.00,14235.00,18836.00
1990:Q1,13.00,42.00,55856.00,144.00,1015.00,1215.00,306.00,15842.00,306.00,-5603.00,15526.00,211.00,5402.00,-102.00,-575.00,1647.00,36364.00,4256.00,1724.00,37947.00,-7563.00,55884.00,97814.00,45336.00,10520.00,24097.00,17861.00
1990:Q2,13.00,42.00,46012.00,128.00,-3249.00,-672.00,1090.00,32600.00,1090.00,18650.00,6848.00,7.00,6005.00,931.00,1279.00,3236.00,10669.00,227.00,1264.00,17031.00,-7853.00,46040.00,100969.00,46674.00,-662.00,24097.00,30860.00
1990:Q3,14.00,42.00,62531.00,548.00,-2319.00,-180.00,53.00,27326.00,53.00,19358.00,7902.00,-241.00,254.00,503.00,4426.00,305.00,31869.00,2879.00,1374.00,28589.00,-973.00,62559.00,96384.00,47835.00,14696.00,24097.00,9756.00
1990:Q4,15.00,41.00,56137.00,153.00,-989.00,646.00,-229.00,20516.00,-229.00,19272.00,3581.00,228.00,-2336.00,1037.00,18005.00,2451.00,14547.00,2285.00,1689.00,26328.00,-15755.00,56163.00,94542.00,48279.00,7858.00,24097.00,14308.00
1991:Q1,14.00,37.00,59664.00,-693.00,4371.00,-1451.00,1173.00,12472.00,1173.00,-4073.00,13990.00,-109.00,1491.00,-1009.00,14037.00,4182.00,26582.00,3655.00,2684.00,27035.00,-6792.00,59687.00,85321.00,47592.00,12072.00,23899.00,1758.00
1991:Q2,14.00,36.00,67174.00,189.00,-269.00,595.00,3644.00,15177.00,3644.00,11169.00,-370.00,123.00,611.00,-2251.00,10565.00,3783.00,35741.00,6235.00,3464.00,17413.00,8629.00,67196.00,103066.00,48567.00,18607.00,23899.00,11993.00
1991:Q3,14.00,34.00,66386.00,-1687.00,2265.00,1604.00,5787.00,26270.00,5787.00,3107.00,2854.00,62.00,14460.00,-1034.00,7448.00,4881.00,20852.00,4579.00,3234.00,14455.00,-1416.00,66406.00,101699.00,49781.00,16605.00,23899.00,11414.00
1991:Q4,14.00,33.00,69217.00,678.00,256.00,-266.00,-236.00,21622.00,-236.00,22761.00,-8132.00,70.00,7159.00,-1556.00,18910.00,4907.00,24902.00,6292.00,2690.00,21607.00,-5687.00,69236.00,103958.00,50682.00,18535.00,23899.00,10842.00
1992:Q1,13.00,36.00,66961.00,105.00,-5471.00,99.00,255.00,11108.00,255.00,-10029.00,8781.00,-65.00,12166.00,-1696.00,-10297.00,8693.00,64165.00,3361.00,2410.00,70500.00,-12106.00,66983.00,94342.00,51075.00,15886.00,20726.00,6655.00
1992:Q2,13.00,36.00,70352.00,467.00,-4599.00,90.00,1514.00,17756.00,1514.00,15675.00,-8209.00,-20.00,8796.00,-276.00,24348.00,9424.00,21628.00,1968.00,2376.00,13786.00,3498.00,70375.00,106627.00,51912.00,18440.00,20726.00,15549.00
1992:Q3,13.00,36.00,71292.00,1969.00,-3578.00,871.00,3055.00,46793.00,3055.00,38437.00,788.00,-156.00,4669.00,-1412.00,-2945.00,1754.00,24785.00,-6061.00,2470.00,30648.00,-2272.00,71315.00,110850.00,53071.00,18221.00,20726.00,18832.00
1992:Q4,14.00,37.00,43108.00,121.00,-5349.00,250.00,1175.00,34582.00,1175.00,27996.00,-8913.00,67.00,14257.00,-729.00,4899.00,8514.00,-355.00,-18866.00,2662.00,18142.00,-2293.00,43132.00,107112.00,53373.00,-10265.00,20726.00,43278.00
1993:Q1,14.00,40.00,83484.00,-645.00,1742.00,2613.00,1476.00,5601.00,1476.00,-15478.00,7703.00,15.00,11885.00,-700.00,50559.00,7778.00,15060.00,-2617.00,2654.00,15019.00,4.00,83510.00,127897.00,52335.00,31149.00,21673.00,22740.00
1993:Q2,14.00,40.00,74009.00,318.00,718.00,2400.00,1563.00,23406.00,1563.00,15582.00,-1966.00,157.00,8070.00,-1463.00,5320.00,11345.00,30402.00,1182.00,2854.00,30903.00,-4537.00,74034.00,113720.00,53000.00,21009.00,21673.00,18038.00
1993:Q3,14.00,40.00,57246.00,-652.00,-4396.00,255.00,-7171.00,55427.00,-7171.00,38799.00,445.00,605.00,22749.00,1043.00,-2906.00,7666.00,7980.00,-6489.00,3104.00,17860.00,-6495.00,57272.00,108916.00,53736.00,3510.00,21673.00,29997.00
1993:Q4,15.00,42.00,60773.00,1219.00,-2130.00,2408.00,816.00,21746.00,816.00,10643.00,3924.00,149.00,6214.00,-2366.00,16302.00,13525.00,9253.00,1065.00,3703.00,6109.00,-1624.00,60800.00,95061.00,54022.00,6751.00,21673.00,12615.00
1994:Q1,15.00,36.00,90280.00,-1014.00,1360.00,2927.00,-1231.00,-2265.00,-1231.00,-815.00,10160.00,-655.00,-9724.00,-329.00,-3082.00,16545.00,77369.00,14578.00,3334.00,62751.00,-3294.00,90301.00,113961.00,53237.00,37043.00,21388.00,2293.00
1994:Q2,15.00,37.00,90810.00,496.00,77.00,1931.00,1124.00,30138.00,1124.00,14869.00,17380.00,129.00,-3364.00,320.00,26215.00,9915.00,20594.00,8846.00,3092.00,4630.00,4026.00,90832.00,109212.00,54300.00,36510.00,21388.00,-2986.00
1994:Q3,15.00,38.00,59991.00,1522.00,-4054.00,351.00,327.00,34030.00,327.00,18338.00,7441.00,259.00,7665.00,81.00,13281.00,10813.00,3640.00,-9887.00,2886.00,7990.00,2651.00,60013.00,99670.00,55446.00,4545.00,21388.00,18291.00
1994:Q4,15.00,39.00,51869.00,47.00,5333.00,1184.00,974.00,32879.00,974.00,23375.00,9767.00,8.00,-1245.00,-4591.00,-14040.00,39335.00,-9253.00,17021.00,2377.00,-25658.00,-2993.00,51892.00,66829.00,55993.00,-4124.00,21388.00,-6428.00
1995:Q1,16.00,41.00,52384.00,-1386.00,2792.00,1089.00,1766.00,20800.00,1766.00,2848.00,6400.00,-59.00,9845.00,394.00,-20246.00,19424.00,27751.00,-17962.00,1357.00,43213.00,1143.00,52409.00,109399.00,55201.00,-2817.00,30538.00,26477.00
1995:Q2,16.00,42.00,63570.00,-238.00,1123.00,2976.00,1809.00,16088.00,1809.00,3183.00,3494.00,78.00,7524.00,358.00,-12724.00,16994.00,37184.00,1296.00,1359.00,32673.00,1856.00,63596.00,111295.00,56035.00,7535.00,30538.00,17187.00
1995:Q3,16.00,43.00,77211.00,673.00,4005.00,1371.00,-1801.00,17158.00,-1801.00,7960.00,7603.00,243.00,3153.00,384.00,-17089.00,22089.00,50421.00,1772.00,1357.00,45537.00,1755.00,77237.00,118028.00,56568.00,20643.00,30538.00,10279.00
1995:Q4,16.00,43.00,71518.00,-714.00,2163.00,2158.00,2164.00,7603.00,2164.00,-6660.00,7740.00,456.00,3903.00,389.00,-20793.00,20055.00,58493.00,2814.00,1359.00,52850.00,1470.00,71544.00,108656.00,56242.00,15276.00,30538.00,6600.00
1996:Q1,17.00,40.00,71327.00,788.00,2619.00,3365.00,-4026.00,36103.00,-4026.00,20379.00,5958.00,441.00,13351.00,383.00,-28774.00,13368.00,47501.00,1009.00,1357.00,40429.00,4706.00,71350.00,110385.00,55300.00,16027.00,33188.00,5870.00
1996:Q2,17.00,40.00,66900.00,1332.00,2053.00,2010.00,2772.00,31131.00,2772.00,19805.00,1025.00,-974.00,8503.00,393.00,-29921.00,13506.00,43624.00,2392.00,1357.00,35240.00,4635.00,66923.00,104221.00,55202.00,11698.00,33188.00,4133.00
1996:Q3,17.00,42.00,68994.00,1527.00,789.00,3215.00,416.00,-9895.00,416.00,1665.00,-10495.00,-801.00,-680.00,400.00,5232.00,12774.00,54536.00,4871.00,1358.00,44124.00,4183.00,69019.00,105166.00,56172.00,12822.00,33188.00,2984.00
1996:Q4,17.00,44.00,69327.00,278.00,1046.00,4879.00,2472.00,27122.00,2472.00,23818.00,-2949.00,65.00,3716.00,336.00,-15283.00,17021.00,31456.00,-3519.00,1356.00,26615.00,7004.00,69354.00,130969.00,56997.00,12330.00,33188.00,28454.00
1997:Q1,19.00,44.00,69065.00,-1573.00,4937.00,5943.00,-1115.00,21089.00,-1114.00,-10333.00,11885.00,1490.00,19161.00,475.00,-37849.00,23488.00,53670.00,-5348.00,2425.00,55453.00,1140.00,69090.00,109932.00,56766.00,12299.00,37942.00,2925.00
1997:Q2,19.00,44.00,79417.00,3747.00,291.00,3105.00,5302.00,35381.00,5302.00,13983.00,1119.00,8.00,14969.00,489.00,-38173.00,16394.00,52881.00,8295.00,1449.00,38853.00,4284.00,79442.00,131286.00,58358.00,21059.00,37942.00,13927.00
1997:Q3,19.00,46.00,77583.00,-1489.00,248.00,8805.00,-125.00,41780.00,-123.00,24759.00,4792.00,408.00,11944.00,527.00,-29516.00,16754.00,40599.00,4784.00,1449.00,31608.00,2758.00,77610.00,122729.00,59681.00,17902.00,37942.00,7204.00
1997:Q4,19.00,47.00,91300.00,-1467.00,5625.00,-896.00,-2463.00,46028.00,-2461.00,21882.00,6862.00,-964.00,20709.00,179.00,-33425.00,28987.00,48732.00,6338.00,3064.00,33458.00,5872.00,91328.00,114417.00,60035.00,31265.00,37942.00,-14825.00
1998:Q1,21.00,51.00,101088.00,1025.00,6804.00,1028.00,8708.00,2667.00,8715.00,-20860.00,2505.00,577.00,11730.00,1097.00,-18282.00,17154.00,80887.00,5115.00,4357.00,68383.00,3032.00,101119.00,160109.00,58935.00,42153.00,47865.00,11156.00
1998:Q2,21.00,54.00,94092.00,603.00,8335.00,998.00,-712.00,21515.00,-697.00,10309.00,2930.00,147.00,8826.00,2053.00,-18084.00,22882.00,56502.00,-5663.00,4500.00,54653.00,3012.00,94125.00,164207.00,59867.00,34225.00,47865.00,22250.00
1998:Q3,21.00,54.00,95297.00,-207.00,7172.00,1545.00,2743.00,27169.00,2774.00,5353.00,4152.00,-76.00,14966.00,960.00,-27547.00,38273.00,45189.00,-5300.00,4547.00,43422.00,2520.00,95330.00,157336.00,61074.00,34223.00,47865.00,14174.00
1998:Q4,22.00,55.00,96048.00,2374.00,6952.00,1763.00,-670.00,40436.00,-617.00,28755.00,-8408.00,1101.00,19605.00,486.00,9656.00,8268.00,26783.00,7499.00,-523.00,18867.00,940.00,96081.00,139056.00,61880.00,34168.00,47865.00,-4857.00
1999:Q1,22.00,52.00,64036.00,-2642.00,-8798.00,5120.00,4672.00,25055.00,4334.00,-9613.00,15943.00,1284.00,13107.00,836.00,-81220.00,31180.00,89833.00,2264.00,-3114.00,85794.00,4889.00,64067.00,109204.00,61352.00,2684.00,54916.00,-9748.00
1999:Q2,23.00,52.00,74219.00,2278.00,-8941.00,3528.00,38.00,43398.00,603.00,20786.00,11248.00,-1295.00,12056.00,1629.00,-43200.00,16157.00,59332.00,671.00,-3966.00,57034.00,5593.00,74248.00,125443.00,62659.00,11560.00,54916.00,-3692.00
1999:Q3,24.00,52.00,85249.00,250.00,-11092.00,6360.00,-1239.00,46083.00,-1040.00,13418.00,4014.00,-119.00,29810.00,340.00,-47341.00,38709.00,53179.00,7257.00,-5037.00,46047.00,4912.00,85277.00,125245.00,63571.00,21678.00,54916.00,-14920.00
1999:Q4,24.00,53.00,82614.00,739.00,-10633.00,1017.00,1316.00,70791.00,1584.00,22324.00,28406.00,-78.00,18555.00,2285.00,-6623.00,-2654.00,26376.00,-10713.00,-6253.00,38454.00,4888.00,82643.00,147495.00,63436.00,19178.00,54916.00,9965.00
2000:Q1,25.00,51.00,84252.00,2221.00,-2131.00,-170.00,4080.00,-5561.00,4419.00,-15494.00,-1264.00,-144.00,6922.00,-1174.00,35436.00,12501.00,39050.00,-1565.00,-2014.00,44223.00,-1594.00,84278.00,143928.00,62600.00,21652.00,57152.00,2524.00
