date,FU596330005.Q,FU595013005.Q,FU594090005.Q,FU593020005.Q,FU593030005.Q,FU593034005.Q,FU592051005.Q,FU594022005.Q,FU593069105.Q,FU593061105.Q,FU593061705.Q,FU223062043.Q,FU593063005.Q,FU593065005.Q,FU593064105.Q,FU593064205.Q,FU593090005.Q,FU593095005.Q,FU573074005.Q,FU593073005.Q,FU593093005.Q,FU594190005.Q,FU153050015.Q,FU594090045.Q,FU594090055.Q,FU893131573.Q,FU543150015.Q
1961:Q4,1.00,1.00,5672.00,33.00,59.00,0.00,9.00,758.00,0.00,-61.00,47.00,-67.00,839.00,172.00,1434.00,0.00,3207.00,0.00,43.00,3129.00,35.00,5672.00,ND,4627.00,1045.00,ND,ND
1962:Q1,1.00,1.00,5517.00,25.00,62.00,0.00,14.00,966.00,0.00,269.00,98.00,-88.00,687.00,168.00,1332.00,32.00,2918.00,0.00,9.00,2797.00,112.00,5517.00,ND,4450.00,1067.00,ND,ND
1962:Q2,1.00,1.00,5430.00,19.00,63.00,0.00,17.00,1724.00,0.00,942.00,39.00,-117.00,860.00,163.00,1331.00,78.00,2035.00,0.00,-63.00,1882.00,216.00,5430.00,ND,4462.00,968.00,ND,ND
1962:Q3,1.00,1.00,5471.00,16.00,67.00,0.00,17.00,638.00,0.00,130.00,34.00,-128.00,602.00,162.00,1192.00,51.00,3328.00,0.00,30.00,3171.00,127.00,5471.00,ND,4552.00,919.00,ND,ND
1962:Q4,1.00,1.00,5729.00,17.00,68.00,0.00,14.00,877.00,0.00,127.00,-12.00,-126.00,888.00,169.00,1374.00,18.00,3192.00,0.00,52.00,3065.00,75.00,5729.00,ND,4673.00,1056.00,ND,ND
1963:Q1,0.00,2.00,5822.00,18.00,72.00,0.00,11.00,846.00,0.00,177.00,1.00,-122.00,790.00,170.00,1264.00,4.00,3437.00,0.00,35.00,3347.00,55.00,5823.00,ND,4737.00,1085.00,ND,ND
1963:Q2,0.00,2.00,6106.00,16.00,74.00,0.00,5.00,2015.00,0.00,1254.00,-4.00,-129.00,894.00,167.00,1549.00,-15.00,2295.00,0.00,31.00,2244.00,20.00,6107.00,ND,4974.00,1132.00,ND,ND
1963:Q3,0.00,2.00,6405.00,18.00,77.00,0.00,8.00,995.00,0.00,133.00,12.00,-127.00,977.00,176.00,1539.00,-11.00,3603.00,0.00,30.00,3536.00,37.00,6406.00,ND,5206.00,1199.00,ND,ND
1963:Q4,0.00,2.00,6645.00,20.00,80.00,0.00,16.00,864.00,0.00,86.00,-11.00,-122.00,911.00,201.00,1689.00,7.00,3768.00,0.00,31.00,3622.00,115.00,6646.00,ND,5364.00,1281.00,ND,ND
1964:Q1,1.00,2.00,6890.00,29.00,83.00,0.00,26.00,1271.00,0.00,516.00,10.00,-110.00,855.00,241.00,1700.00,14.00,3526.00,0.00,45.00,3295.00,186.00,6891.00,ND,5451.00,1439.00,ND,ND
1964:Q2,1.00,2.00,7121.00,48.00,86.00,0.00,36.00,2009.00,0.00,954.00,21.00,-105.00,1139.00,255.00,1765.00,37.00,2885.00,0.00,38.00,2565.00,282.00,7122.00,ND,5604.00,1517.00,ND,ND
1964:Q3,1.00,2.00,7424.00,7.00,89.00,0.00,36.00,954.00,0.00,256.00,-17.00,-98.00,813.00,249.00,1798.00,33.00,4258.00,0.00,36.00,3927.00,295.00,7425.00,ND,5842.00,1582.00,ND,ND
1964:Q4,1.00,2.00,7727.00,33.00,93.00,0.00,30.00,1115.00,0.00,79.00,127.00,-91.00,1000.00,271.00,1868.00,38.00,4279.00,0.00,35.00,4014.00,230.00,7728.00,ND,6055.00,1672.00,ND,ND
1965:Q1,0.00,2.00,7822.00,-140.00,97.00,0.00,23.00,1410.00,0.00,652.00,-79.00,-80.00,917.00,292.00,2088.00,12.00,4040.00,0.00,32.00,3835.00,173.00,7824.00,ND,6160.00,1662.00,ND,ND
1965:Q2,0.00,2.00,8072.00,-24.00,100.00,0.00,17.00,1964.00,0.00,1043.00,6.00,-72.00,987.00,424.00,2068.00,19.00,3504.00,0.00,6.00,3350.00,148.00,8074.00,ND,6510.00,1562.00,ND,ND
1965:Q3,0.00,2.00,8565.00,33.00,104.00,0.00,17.00,722.00,0.00,-313.00,131.00,-64.00,968.00,301.00,2291.00,-12.00,5109.00,0.00,70.00,4958.00,81.00,8567.00,ND,6908.00,1657.00,ND,ND
1965:Q4,0.00,2.00,9120.00,186.00,108.00,0.00,22.00,777.00,0.00,-120.00,30.00,-59.00,926.00,266.00,2359.00,-1.00,5403.00,0.00,46.00,5205.00,152.00,9122.00,ND,7270.00,1850.00,ND,ND
1966:Q1,1.00,3.00,9463.00,24.00,113.00,0.00,26.00,1853.00,0.00,122.00,21.00,-46.00,1756.00,313.00,2295.00,17.00,4822.00,0.00,23.00,4588.00,211.00,9465.00,ND,7458.00,2005.00,ND,ND
1966:Q2,1.00,3.00,9729.00,-156.00,117.00,0.00,29.00,2002.00,0.00,720.00,130.00,-36.00,1188.00,290.00,2501.00,27.00,4919.00,0.00,-3.00,4655.00,267.00,9731.00,ND,7859.00,1870.00,ND,ND
1966:Q3,1.00,3.00,10000.00,-58.00,120.00,0.00,31.00,1393.00,0.00,194.00,16.00,-30.00,1213.00,320.00,2279.00,57.00,5858.00,0.00,-34.00,5580.00,312.00,10002.00,ND,8210.00,1790.00,ND,ND
1966:Q4,1.00,3.00,10302.00,58.00,147.00,0.00,32.00,1207.00,0.00,-56.00,-15.00,-32.00,1310.00,373.00,2469.00,0.00,6016.00,0.00,60.00,5734.00,222.00,10304.00,ND,8410.00,1892.00,ND,ND
1967:Q1,1.00,3.00,10416.00,105.00,121.00,0.00,33.00,682.00,0.00,-523.00,3.00,-20.00,1222.00,245.00,2827.00,-20.00,6423.00,0.00,104.00,6126.00,193.00,10418.00,ND,8382.00,2034.00,ND,ND
1967:Q2,1.00,3.00,10721.00,23.00,160.00,0.00,36.00,1761.00,0.00,815.00,33.00,-19.00,932.00,151.00,3019.00,14.00,5557.00,0.00,27.00,5238.00,292.00,10723.00,ND,8619.00,2102.00,ND,ND
1967:Q3,1.00,3.00,11182.00,9.00,199.00,0.00,35.00,1122.00,0.00,-339.00,-13.00,-18.00,1492.00,161.00,3085.00,0.00,6571.00,0.00,71.00,6253.00,247.00,11184.00,ND,8875.00,2307.00,ND,ND
1967:Q4,1.00,3.00,11399.00,-66.00,277.00,0.00,32.00,1293.00,0.00,95.00,1.00,-18.00,1215.00,102.00,3147.00,25.00,6589.00,0.00,19.00,6300.00,270.00,11401.00,ND,9080.00,2319.00,ND,ND
1968:Q1,1.00,4.00,11555.00,39.00,69.00,0.00,30.00,1207.00,0.00,316.00,-6.00,31.00,866.00,153.00,2996.00,78.00,6983.00,0.00,-27.00,6715.00,295.00,11558.00,ND,9254.00,2301.00,ND,ND
1968:Q2,1.00,4.00,12020.00,117.00,134.00,0.00,28.00,2064.00,0.00,1144.00,291.00,-65.00,694.00,80.00,3450.00,-33.00,6180.00,0.00,123.00,5932.00,125.00,12023.00,ND,9627.00,2393.00,ND,ND
1968:Q3,1.00,4.00,12828.00,59.00,253.00,0.00,26.00,938.00,0.00,-167.00,132.00,12.00,961.00,27.00,3683.00,8.00,7834.00,0.00,55.00,7596.00,183.00,12831.00,ND,10241.00,2587.00,ND,ND
1968:Q4,1.00,4.00,13579.00,-20.00,279.00,0.00,26.00,1205.00,0.00,171.00,268.00,-2.00,768.00,83.00,4028.00,30.00,7948.00,0.00,50.00,7713.00,185.00,13582.00,ND,10856.00,2723.00,ND,ND
1969:Q1,1.00,5.00,13875.00,110.00,-59.00,0.00,26.00,896.00,0.00,157.00,63.00,4.00,672.00,76.00,3904.00,67.00,8855.00,0.00,-4.00,8629.00,230.00,13878.00,ND,11248.00,2627.00,ND,ND
1969:Q2,1.00,5.00,14589.00,-178.00,332.00,0.00,24.00,1906.00,0.00,812.00,63.00,-18.00,1049.00,39.00,3921.00,69.00,8476.00,0.00,7.00,8262.00,207.00,14593.00,ND,11959.00,2630.00,ND,ND
1969:Q3,1.00,5.00,15296.00,9.00,248.00,0.00,23.00,1994.00,0.00,154.00,169.00,-20.00,1691.00,140.00,3713.00,43.00,9126.00,0.00,-2.00,8912.00,216.00,15300.00,ND,12574.00,2722.00,ND,ND
1969:Q4,1.00,5.00,15638.00,0.00,168.00,0.00,26.00,986.00,0.00,-264.00,72.00,-17.00,1195.00,107.00,4273.00,50.00,10028.00,0.00,38.00,9800.00,190.00,15642.00,ND,12917.00,2721.00,ND,ND
1970:Q1,1.00,5.00,13431.00,-68.00,185.00,0.00,26.00,1251.00,0.00,-166.00,-4.00,-23.00,1444.00,89.00,1611.00,27.00,10310.00,0.00,10.00,10072.00,228.00,13434.00,ND,12863.00,568.00,ND,ND
1970:Q2,1.00,5.00,13754.00,-41.00,291.00,0.00,28.00,2673.00,0.00,1472.00,99.00,-149.00,1251.00,141.00,1486.00,201.00,8975.00,0.00,-160.00,8732.00,403.00,13757.00,ND,13158.00,596.00,ND,ND
1970:Q3,1.00,5.00,14029.00,78.00,191.00,0.00,28.00,2391.00,0.00,399.00,223.00,-26.00,1795.00,-39.00,1415.00,-54.00,10019.00,0.00,170.00,9767.00,82.00,14032.00,ND,13413.00,616.00,ND,ND
1970:Q4,1.00,5.00,14230.00,192.00,262.00,0.00,29.00,1922.00,0.00,284.00,-97.00,-101.00,1836.00,109.00,2191.00,2.00,9523.00,0.00,128.00,9257.00,138.00,14233.00,ND,13525.00,705.00,ND,ND
1971:Q1,2.00,6.00,13927.00,57.00,272.00,0.00,31.00,424.00,0.00,109.00,-222.00,8.00,529.00,8.00,2603.00,-26.00,10558.00,0.00,146.00,10284.00,128.00,13930.00,ND,13390.00,537.00,ND,ND
1971:Q2,2.00,6.00,14461.00,74.00,145.00,0.00,31.00,1793.00,0.00,1145.00,-180.00,2.00,826.00,-15.00,3123.00,82.00,9228.00,0.00,25.00,8945.00,258.00,14464.00,ND,13804.00,657.00,ND,ND
1971:Q3,2.00,6.00,15170.00,67.00,262.00,0.00,34.00,446.00,0.00,219.00,45.00,8.00,174.00,-138.00,3416.00,105.00,10978.00,0.00,68.00,10680.00,230.00,15173.00,ND,14374.00,796.00,ND,ND
1971:Q4,2.00,6.00,15876.00,161.00,211.00,0.00,35.00,1960.00,0.00,163.00,112.00,102.00,1583.00,0.00,2960.00,35.00,10514.00,0.00,102.00,10192.00,220.00,15879.00,ND,14917.00,959.00,ND,ND
1972:Q1,2.00,6.00,17128.00,263.00,134.00,0.00,153.00,1830.00,308.00,70.00,376.00,77.00,999.00,-305.00,3410.00,50.00,11593.00,0.00,151.00,10222.00,1220.00,17132.00,ND,15301.00,1827.00,ND,ND
1972:Q2,2.00,7.00,18385.00,102.00,302.00,0.00,233.00,4825.00,486.00,2135.00,481.00,237.00,1486.00,-251.00,4347.00,102.00,8725.00,0.00,76.00,6628.00,2021.00,18389.00,ND,15739.00,2646.00,ND,ND
1972:Q3,2.00,7.00,18982.00,82.00,366.00,0.00,241.00,3814.00,528.00,362.00,678.00,-343.00,2589.00,-185.00,4402.00,98.00,10164.00,0.00,111.00,7992.00,2061.00,18986.00,ND,16146.00,2836.00,ND,ND
1972:Q4,2.00,7.00,18263.00,257.00,482.00,0.00,182.00,3367.00,433.00,1383.00,498.00,-94.00,1147.00,-7.00,3593.00,10.00,10379.00,0.00,185.00,8749.00,1445.00,18268.00,ND,16183.00,2080.00,ND,ND
1973:Q1,2.00,7.00,17667.00,-56.00,493.00,0.00,130.00,3213.00,349.00,252.00,699.00,-407.00,2320.00,-52.00,3026.00,244.00,10669.00,0.00,-27.00,9496.00,1200.00,17671.00,ND,15817.00,1850.00,ND,ND
1973:Q2,2.00,7.00,17322.00,179.00,466.00,0.00,88.00,4839.00,278.00,2374.00,386.00,-86.00,1887.00,114.00,1840.00,207.00,9589.00,0.00,-61.00,8794.00,856.00,17326.00,ND,16076.00,1246.00,ND,ND
1973:Q3,2.00,7.00,17784.00,260.00,679.00,0.00,79.00,3280.00,295.00,-36.00,540.00,114.00,2367.00,-11.00,1240.00,-79.00,12336.00,0.00,192.00,11626.00,518.00,17789.00,ND,16572.00,1212.00,ND,ND
1973:Q4,2.00,7.00,18417.00,59.00,487.00,0.00,103.00,2380.00,402.00,454.00,718.00,41.00,765.00,268.00,1375.00,238.00,13507.00,0.00,-129.00,12590.00,1046.00,18422.00,ND,17120.00,1297.00,ND,ND
1974:Q1,2.00,5.00,18595.00,-36.00,504.00,0.00,115.00,2105.00,475.00,-324.00,543.00,154.00,1257.00,153.00,1239.00,134.00,14381.00,0.00,94.00,13341.00,946.00,18598.00,ND,17328.00,1267.00,ND,ND
1974:Q2,3.00,5.00,19315.00,182.00,725.00,0.00,120.00,7005.00,515.00,4648.00,340.00,-401.00,1903.00,37.00,585.00,187.00,10474.00,0.00,-73.00,9401.00,1146.00,19317.00,ND,17964.00,1351.00,ND,ND
1974:Q3,3.00,5.00,20226.00,218.00,648.00,0.00,129.00,4083.00,601.00,166.00,503.00,-196.00,3009.00,84.00,481.00,501.00,14082.00,0.00,-259.00,12914.00,1427.00,20228.00,ND,18305.00,1921.00,ND,ND
1974:Q4,3.00,5.00,20155.00,257.00,796.00,0.00,147.00,4153.00,733.00,506.00,976.00,-265.00,2203.00,283.00,2045.00,-31.00,12505.00,0.00,211.00,11187.00,1107.00,20158.00,ND,18142.00,2013.00,ND,ND
