1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q3,3915636.00,2688616.00,280961.00,622295.00,1785360.00,557055.00,560783.00,463628.00,33013.00,332746.00,55298.00,42571.00,97156.00,80813.00,-1124.00,15154.00,2313.00,-3728.00,-3836.00,108.00,-143101.00,535714.00,678815.00,813066.00,639179.00,256589.00,382590.00,173887.00,75505.00,98382.00,63879.00,202838.00,138959.00,3979515.00,-1921.00,66.00,-406.00,2261.00,0.00
2011:Q4,3946363.00,2706964.00,287461.00,625264.00,1794240.00,598792.00,575630.00,475733.00,33160.00,340331.00,58298.00,43945.00,99897.00,83074.00,-1560.00,15606.00,2777.00,23162.00,19277.00,3885.00,-149537.00,535244.00,684782.00,790144.00,631166.00,250257.00,380909.00,158978.00,73762.00,85216.00,67959.00,200728.00,132769.00,4014322.00,-1876.00,-72.00,-258.00,2208.00,-3.00
2012:Q1,3974047.00,2739058.00,294693.00,633904.00,1810461.00,615195.00,598835.00,492882.00,35002.00,353356.00,57603.00,46921.00,105953.00,87892.00,413.00,16736.00,913.00,16360.00,15543.00,816.00,-153679.00,542393.00,696072.00,773474.00,632705.00,248603.00,384102.00,140769.00,71306.00,69463.00,62803.00,202436.00,139633.00,4036851.00,-1930.00,95.00,-352.00,2238.00,-52.00
2012:Q2,4031338.00,2752087.00,295396.00,633904.00,1822787.00,633693.00,611380.00,504041.00,34877.00,360246.00,61254.00,47664.00,107339.00,89219.00,-292.00,16796.00,1616.00,22313.00,21756.00,558.00,-145227.00,549951.00,695178.00,790785.00,633562.00,250872.00,382690.00,157223.00,71781.00,85442.00,57857.00,196618.00,138761.00,4089195.00,-1955.00,14.00,-327.00,2268.00,0.00
2012:Q3,4078406.00,2768401.00,298545.00,637639.00,1832217.00,632482.00,613965.00,502930.00,34448.00,358975.00,61578.00,47930.00,111034.00,92438.00,-113.00,17229.00,1480.00,18517.00,20966.00,-2449.00,-133795.00,552339.00,686134.00,811319.00,644126.00,260588.00,383538.00,167193.00,72457.00,94736.00,59258.00,201214.00,141957.00,4137664.00,-1981.00,35.00,-352.00,2297.00,0.00
2012:Q4,4071464.00,2791082.00,303227.00,641772.00,1846084.00,630334.00,625731.00,507810.00,33084.00,361889.00,63288.00,49550.00,117922.00,98364.00,179.00,18094.00,1286.00,4603.00,7499.00,-2896.00,-132961.00,553500.00,686461.00,783008.00,633757.00,247771.00,385986.00,149251.00,69147.00,80104.00,57656.00,201246.00,143590.00,4129120.00,-2006.00,627.00,-948.00,2327.00,0.00
2013:Q1,4100062.00,2814164.00,309592.00,647315.00,1857257.00,654397.00,638490.00,514566.00,35689.00,368146.00,60504.00,50227.00,123924.00,103252.00,-10043.00,19135.00,11581.00,15907.00,12877.00,3030.00,-129878.00,560553.00,690431.00,761379.00,628470.00,239750.00,388720.00,132910.00,66992.00,65917.00,56691.00,203168.00,146478.00,4156753.00,-1997.00,211.00,-476.00,2262.00,0.00
2013:Q2,4137673.00,2821135.00,309298.00,641613.00,1870225.00,664533.00,648397.00,519264.00,34453.00,371202.00,63581.00,50028.00,129133.00,107705.00,966.00,19829.00,633.00,16136.00,12547.00,3589.00,-128680.00,563264.00,691944.00,780684.00,631330.00,241773.00,389557.00,149354.00,66719.00,82635.00,61165.00,206722.00,145558.00,4198837.00,-1991.00,451.00,-716.00,2256.00,0.00
2013:Q3,4208639.00,2844776.00,310358.00,648305.00,1886113.00,687708.00,656331.00,523551.00,34207.00,374575.00,64933.00,49836.00,132780.00,110821.00,3196.00,20325.00,-1562.00,31377.00,24942.00,6435.00,-123226.00,568527.00,691752.00,799381.00,636692.00,245208.00,391485.00,162689.00,68380.00,94309.00,63061.00,206568.00,143507.00,4271700.00,-1984.00,671.00,-934.00,2248.00,0.00
2013:Q4,4245142.00,2881100.00,312445.00,655595.00,1913060.00,699657.00,670671.00,536970.00,33457.00,384630.00,67722.00,51162.00,133701.00,111618.00,-2700.00,20457.00,4326.00,28986.00,23231.00,5755.00,-110221.00,584265.00,694486.00,774607.00,627234.00,234288.00,392946.00,147372.00,66347.00,81025.00,63345.00,209086.00,145742.00,4308487.00,-1976.00,56.00,-319.00,2238.00,0.00
2014:Q1,4239492.00,2909015.00,314081.00,661115.00,1933819.00,693494.00,684650.00,548618.00,33044.00,394149.00,69767.00,51658.00,136031.00,112986.00,2512.00,21325.00,-791.00,8844.00,8199.00,645.00,-127096.00,584763.00,711859.00,764080.00,633871.00,238144.00,395727.00,130209.00,64543.00,65666.00,62904.00,209943.00,147040.00,4302396.00,-1996.00,102.00,-312.00,2226.00,-20.00
2014:Q2,4321147.00,2950140.00,322305.00,669542.00,1958293.00,715404.00,699172.00,558869.00,33484.00,402102.00,69260.00,54024.00,140303.00,116569.00,-3282.00,21958.00,5058.00,16233.00,14060.00,2173.00,-128909.00,597091.00,725999.00,784512.00,634086.00,235579.00,398507.00,150426.00,66239.00,84187.00,60676.00,212054.00,151378.00,4381823.00,-1995.00,223.00,-453.00,2225.00,0.00
2014:Q3,4413641.00,2985252.00,327116.00,672804.00,1985332.00,734952.00,715892.00,571883.00,34742.00,411170.00,70232.00,55739.00,144010.00,119678.00,306.00,22512.00,1515.00,19060.00,16676.00,2383.00,-121405.00,598670.00,720075.00,814842.00,651453.00,248927.00,402526.00,163389.00,66827.00,96562.00,65298.00,217184.00,151886.00,4478938.00,-2003.00,1387.00,-1618.00,2234.00,0.00
2014:Q4,4418823.00,3018960.00,331295.00,672231.00,2015434.00,742604.00,721292.00,571585.00,35772.00,410890.00,68626.00,56298.00,149707.00,124537.00,-118.00,23269.00,2018.00,21313.00,18943.00,2369.00,-131379.00,594760.00,726139.00,788638.00,638144.00,233299.00,404846.00,150494.00,65321.00,85173.00,59210.00,212907.00,153697.00,4478033.00,-2020.00,88.00,-320.00,2252.00,0.00
2015:Q1,4430168.00,3024726.00,332762.00,656402.00,2035562.00,761161.00,728916.00,574388.00,36291.00,409655.00,70191.00,58251.00,154528.00,128411.00,-760.00,24149.00,2728.00,32246.00,27552.00,4694.00,-133665.00,571946.00,705611.00,777946.00,643914.00,239990.00,403924.00,134033.00,64227.00,69806.00,54271.00,202285.00,148014.00,4484439.00,-2040.00,-85.00,-156.00,2281.00,0.00
2015:Q2,4499422.00,3060042.00,338324.00,664341.00,2057377.00,762467.00,736179.00,576233.00,37143.00,410783.00,69680.00,58628.00,159946.00,133000.00,-108.00,24910.00,2144.00,26289.00,22830.00,3459.00,-127235.00,574648.00,701883.00,804148.00,648122.00,238510.00,409612.00,156026.00,65392.00,90633.00,50944.00,206925.00,155981.00,4550366.00,-2056.00,30123.00,-30366.00,2299.00,0.00
2015:Q3,4556678.00,3089224.00,341173.00,669587.00,2078464.00,768024.00,748824.00,582868.00,36672.00,414882.00,70607.00,60706.00,165957.00,138124.00,6719.00,25727.00,-4613.00,19199.00,16655.00,2544.00,-130846.00,564782.00,695628.00,830277.00,661108.00,248094.00,413014.00,169169.00,65946.00,103223.00,47650.00,204305.00,156655.00,4604329.00,-2062.00,-57.00,-187.00,2306.00,0.00
2015:Q4,4550379.00,3109692.00,342949.00,666584.00,2100159.00,764971.00,749308.00,577829.00,35660.00,411025.00,70198.00,60947.00,171479.00,142790.00,2442.00,26532.00,-285.00,15663.00,14119.00,1544.00,-130225.00,552937.00,683162.00,805942.00,651765.00,237149.00,414617.00,154176.00,65681.00,88496.00,52840.00,199625.00,146785.00,4603219.00,-2059.00,-82.00,-161.00,2302.00,0.00
2016:Q1,4556352.00,3124489.00,341662.00,660507.00,2122320.00,759193.00,748708.00,573112.00,35753.00,407889.00,68858.00,60613.00,175596.00,147053.00,1557.00,27321.00,-334.00,10485.00,10201.00,284.00,-126847.00,544738.00,671585.00,799517.00,657845.00,244352.00,413493.00,141672.00,65897.00,75775.00,43135.00,201755.00,158620.00,4599486.00,-2052.00,-144.00,-99.00,2295.00,0.00
2016:Q2,4607310.00,3173766.00,347606.00,673898.00,2152262.00,743409.00,748058.00,573501.00,36351.00,408737.00,67986.00,60427.00,174558.00,147644.00,-2631.00,27433.00,2112.00,-4649.00,-1988.00,-2661.00,-123886.00,551695.00,675581.00,814021.00,657426.00,240160.00,417266.00,156595.00,66468.00,90127.00,49005.00,206923.00,157918.00,4656315.00,-2048.00,7998.00,-8272.00,2290.00,31.00
