1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q2,183870.00,109310.00,16204.00,40192.00,52914.00,31762.00,29620.00,20845.00,1452.00,14789.00,3744.00,859.00,8776.00,6544.00,252.00,1980.00,0.00,2142.00,1482.00,660.00,1864.00,9784.00,7920.00,40934.00,28946.00,16475.00,12471.00,11988.00,6564.00,5424.00,1410.00,2048.00,638.00,185280.00,-247.00,-113.00,39.00,321.00,0.00
1965:Q3,188473.00,111606.00,16675.00,41017.00,53914.00,32809.00,30486.00,21672.00,1486.00,15462.00,3848.00,875.00,8815.00,6602.00,243.00,1970.00,0.00,2323.00,1693.00,630.00,1225.00,9233.00,8008.00,42834.00,29735.00,16916.00,12819.00,13099.00,6800.00,6299.00,1313.00,1972.00,659.00,189787.00,-249.00,-204.00,129.00,325.00,0.00
1965:Q4,193427.00,115093.00,17282.00,42636.00,55175.00,33438.00,31542.00,22661.00,1519.00,16240.00,4012.00,891.00,8881.00,6653.00,244.00,1984.00,0.00,1896.00,1314.00,582.00,1378.00,9865.00,8487.00,43519.00,31211.00,18095.00,13116.00,12308.00,6764.00,5544.00,1197.00,1880.00,684.00,194624.00,-253.00,-232.00,156.00,329.00,0.00
1966:Q1,197322.00,117696.00,18078.00,43524.00,56095.00,36049.00,32581.00,23595.00,1533.00,17135.00,4032.00,895.00,8987.00,6720.00,241.00,2026.00,0.00,3468.00,2819.00,649.00,1104.00,9852.00,8748.00,42472.00,30701.00,17189.00,13512.00,11771.00,7251.00,4520.00,1250.00,1950.00,700.00,198571.00,-260.00,-332.00,254.00,338.00,0.00
1966:Q2,202359.00,118964.00,17430.00,44309.00,57225.00,35875.00,32796.00,24206.00,1537.00,17697.00,4075.00,897.00,8591.00,6426.00,228.00,1937.00,0.00,3079.00,2951.00,128.00,1308.00,10368.00,9060.00,46212.00,32961.00,19080.00,13881.00,13251.00,7185.00,6066.00,1263.00,1984.00,721.00,203622.00,-263.00,-216.00,137.00,342.00,-1.00
1966:Q3,206668.00,121245.00,18081.00,44943.00,58221.00,35798.00,32835.00,24580.00,1539.00,18019.00,4121.00,901.00,8255.00,6183.00,227.00,1844.00,0.00,2963.00,2630.00,333.00,551.00,10094.00,9543.00,49074.00,34540.00,20254.00,14286.00,14534.00,7779.00,6755.00,1242.00,2018.00,776.00,207909.00,-265.00,-264.00,184.00,345.00,0.00
1966:Q4,208688.00,122691.00,18157.00,45099.00,59435.00,36464.00,32338.00,24791.00,1545.00,18198.00,4135.00,913.00,7547.00,5680.00,212.00,1655.00,0.00,4126.00,3593.00,533.00,899.00,10606.00,9707.00,48634.00,34624.00,19932.00,14692.00,14010.00,7873.00,6137.00,1316.00,2120.00,804.00,210003.00,-266.00,-149.00,69.00,346.00,0.00
1967:Q1,209535.00,123768.00,17776.00,45594.00,60398.00,35702.00,31847.00,24499.00,1534.00,18000.00,4045.00,921.00,7347.00,5568.00,211.00,1569.00,0.00,3856.00,2965.00,891.00,1141.00,10999.00,9858.00,48924.00,35814.00,20846.00,14968.00,13110.00,7968.00,5142.00,1305.00,2113.00,808.00,210840.00,-262.00,-92.00,13.00,341.00,1.00
1967:Q2,213776.00,126049.00,18621.00,46006.00,61423.00,34373.00,32788.00,24574.00,1538.00,18076.00,4006.00,955.00,8214.00,6257.00,215.00,1742.00,0.00,1585.00,927.00,658.00,1130.00,10885.00,9755.00,52223.00,37707.00,22387.00,15320.00,14516.00,7738.00,6778.00,1270.00,2080.00,810.00,215046.00,-263.00,53.00,-133.00,343.00,0.00
1967:Q3,217271.00,127859.00,18675.00,46444.00,62740.00,35709.00,33393.00,24697.00,1535.00,18185.00,3975.00,1003.00,8697.00,6616.00,207.00,1875.00,0.00,2316.00,1887.00,428.00,724.00,10610.00,9886.00,52979.00,37502.00,21682.00,15820.00,15477.00,8194.00,7283.00,1422.00,2233.00,811.00,218693.00,-266.00,-320.00,240.00,347.00,0.00
1967:Q4,221148.00,129735.00,18910.00,46966.00,63859.00,36914.00,34805.00,25436.00,1560.00,18764.00,4022.00,1091.00,9369.00,7077.00,191.00,2101.00,0.00,2108.00,1997.00,111.00,560.00,10973.00,10413.00,53939.00,39382.00,23105.00,16277.00,14557.00,8039.00,6518.00,1396.00,2257.00,861.00,222544.00,-270.00,269.00,-351.00,351.00,0.00
1968:Q1,225871.00,134216.00,20215.00,48384.00,65618.00,38072.00,35963.00,26396.00,1588.00,19531.00,4070.00,1207.00,9567.00,7136.00,144.00,2283.00,4.00,2110.00,1203.00,906.00,275.00,11375.00,11100.00,53308.00,39903.00,23022.00,16881.00,13405.00,7811.00,5594.00,1454.00,2379.00,925.00,227325.00,-286.00,441.00,-528.00,372.00,0.00
1968:Q2,235462.00,137648.00,20771.00,49443.00,67435.00,39736.00,36215.00,26324.00,1567.00,19522.00,3983.00,1253.00,9891.00,7291.00,109.00,2484.00,6.00,3521.00,2173.00,1347.00,486.00,11840.00,11354.00,57593.00,42339.00,24969.00,17370.00,15254.00,7838.00,7416.00,1500.00,2497.00,997.00,236962.00,-281.00,139.00,-225.00,366.00,0.00
1968:Q3,238040.00,141682.00,21886.00,50711.00,69085.00,38921.00,37001.00,26902.00,1598.00,19977.00,4024.00,1303.00,10099.00,7347.00,99.00,2645.00,8.00,1920.00,1613.00,307.00,322.00,12382.00,12060.00,57116.00,41285.00,23355.00,17930.00,15831.00,7783.00,8048.00,1563.00,2597.00,1034.00,239603.00,-269.00,142.00,-224.00,351.00,0.00
1968:Q4,243104.00,143907.00,21957.00,51252.00,70699.00,40189.00,38688.00,28045.00,1678.00,20799.00,4212.00,1356.00,10643.00,7657.00,94.00,2880.00,12.00,1502.00,1711.00,-210.00,267.00,12310.00,12043.00,58741.00,43996.00,25465.00,18531.00,14745.00,7674.00,7071.00,1568.00,2629.00,1061.00,244672.00,-250.00,-137.00,61.00,325.00,0.00
1969:Q1,246958.00,146953.00,22503.00,52209.00,72242.00,43097.00,40225.00,28998.00,1763.00,21486.00,4379.00,1370.00,11227.00,7982.00,113.00,3114.00,17.00,2872.00,2135.00,737.00,43.00,10994.00,10951.00,56865.00,42652.00,23543.00,19109.00,14213.00,8107.00,6106.00,1584.00,2771.00,1188.00,248542.00,-209.00,-74.00,10.00,273.00,0.00
1969:Q2,254158.00,149793.00,22612.00,53054.00,74127.00,43180.00,40875.00,29592.00,1822.00,21912.00,4488.00,1371.00,11283.00,7930.00,151.00,3201.00,1.00,2306.00,1720.00,586.00,311.00,13479.00,13168.00,60874.00,45574.00,25813.00,19761.00,15300.00,7586.00,7714.00,1540.00,2884.00,1343.00,255698.00,-190.00,-102.00,44.00,248.00,0.00
1969:Q3,259018.00,152372.00,22657.00,53997.00,75718.00,44392.00,41843.00,30603.00,1899.00,22586.00,4721.00,1397.00,11241.00,7828.00,155.00,3254.00,4.00,2549.00,2452.00,96.00,244.00,13335.00,13091.00,62010.00,46104.00,25662.00,20442.00,15906.00,7770.00,8136.00,1487.00,3015.00,1528.00,260505.00,-178.00,-84.00,30.00,232.00,0.00
1969:Q4,259751.00,155372.00,22711.00,54936.00,77725.00,42894.00,41448.00,30822.00,1922.00,22689.00,4819.00,1393.00,10626.00,7332.00,154.00,3133.00,8.00,1447.00,1644.00,-197.00,833.00,14115.00,13282.00,60651.00,46530.00,25405.00,21125.00,14121.00,7260.00,6861.00,1504.00,3110.00,1605.00,261255.00,-175.00,-72.00,19.00,228.00,0.00
1970:Q1,261335.00,158144.00,22403.00,56121.00,79621.00,42028.00,41573.00,30949.00,1930.00,22904.00,4723.00,1393.00,10623.00,7286.00,151.00,3184.00,2.00,456.00,67.00,389.00,849.00,14228.00,13379.00,60314.00,46683.00,24741.00,21942.00,13631.00,7685.00,5946.00,1572.00,3218.00,1646.00,262907.00,-184.00,-32.00,-24.00,239.00,0.00
1970:Q2,268650.00,160633.00,22752.00,56637.00,81244.00,42863.00,41593.00,31252.00,1954.00,23053.00,4822.00,1424.00,10341.00,7062.00,148.00,3129.00,3.00,1270.00,1027.00,243.00,1346.00,15147.00,13801.00,63807.00,48764.00,26131.00,22633.00,15043.00,7622.00,7421.00,1659.00,3294.00,1635.00,270309.00,-198.00,20.00,-80.00,257.00,0.00
1970:Q3,272707.00,163620.00,23003.00,57429.00,83189.00,43476.00,42205.00,31563.00,1982.00,23188.00,4914.00,1479.00,10642.00,7260.00,144.00,3228.00,10.00,1271.00,1483.00,-212.00,961.00,15069.00,14108.00,64651.00,48670.00,25264.00,23406.00,15981.00,7480.00,8501.00,1646.00,3256.00,1610.00,274353.00,-218.00,-35.00,-31.00,284.00,0.00
1970:Q4,273198.00,165295.00,21832.00,58619.00,84844.00,41688.00,42684.00,30880.00,1952.00,22556.00,4863.00,1510.00,11805.00,8076.00,158.00,3564.00,6.00,-996.00,-152.00,-844.00,792.00,15265.00,14472.00,65423.00,50286.00,26156.00,24130.00,15137.00,7670.00,7467.00,1516.00,3065.00,1549.00,274714.00,-244.00,61.00,-135.00,318.00,0.00
1971:Q1,282636.00,170051.00,24513.00,58957.00,86581.00,47374.00,44311.00,31571.00,2013.00,22998.00,4928.00,1632.00,12740.00,8762.00,173.00,3799.00,5.00,3064.00,2126.00,938.00,1106.00,15769.00,14663.00,64106.00,50695.00,25676.00,25019.00,13411.00,6910.00,6501.00,1854.00,3321.00,1468.00,284490.00,-286.00,497.00,-584.00,373.00,0.00
1971:Q2,290957.00,173563.00,25247.00,59708.00,88607.00,49333.00,46614.00,32370.00,2102.00,23428.00,5119.00,1722.00,14244.00,9826.00,187.00,4222.00,9.00,2719.00,1500.00,1219.00,-48.00,15776.00,15824.00,68110.00,53232.00,27489.00,25743.00,14878.00,6899.00,7979.00,1994.00,3519.00,1525.00,292951.00,-309.00,-140.00,46.00,402.00,0.00
1971:Q3,295547.00,176664.00,25861.00,60106.00,90697.00,50514.00,47967.00,32797.00,2190.00,23712.00,5143.00,1751.00,15170.00,10461.00,199.00,4502.00,8.00,2547.00,1734.00,813.00,-22.00,16348.00,16371.00,68392.00,52673.00,26217.00,26456.00,15719.00,7222.00,8497.00,1815.00,3488.00,1673.00,297362.00,-324.00,-157.00,58.00,422.00,0.00
1971:Q4,298626.00,180714.00,26826.00,60899.00,92989.00,49604.00,49677.00,33679.00,2333.00,24471.00,5114.00,1762.00,15999.00,10983.00,213.00,4791.00,12.00,-74.00,404.00,-478.00,-414.00,15071.00,15485.00,68723.00,54222.00,27229.00,26993.00,14501.00,6767.00,7734.00,1932.00,3683.00,1751.00,300558.00,-331.00,-141.00,40.00,431.00,0.00
1972:Q1,307137.00,185030.00,27676.00,61760.00,95594.00,53242.00,52435.00,35146.00,2546.00,25586.00,5261.00,1753.00,17289.00,11780.00,226.00,5266.00,17.00,807.00,784.00,23.00,-884.00,17160.00,18043.00,69750.00,55967.00,28110.00,27857.00,13783.00,7120.00,6663.00,2044.00,3798.00,1754.00,309181.00,-319.00,-161.00,64.00,415.00,0.00
1972:Q2,318108.00,189654.00,28516.00,63576.00,97562.00,56700.00,53700.00,35994.00,2666.00,26338.00,5242.00,1749.00,17706.00,12038.00,222.00,5418.00,28.00,3000.00,2162.00,838.00,-1064.00,16788.00,17852.00,72819.00,57224.00,28721.00,28503.00,15595.00,7695.00,7900.00,2029.00,3937.00,1908.00,320137.00,-318.00,-159.00,63.00,414.00,0.00
1972:Q3,324529.00,194280.00,29398.00,65021.00,99861.00,58273.00,54844.00,36754.00,2723.00,26911.00,5338.00,1782.00,18090.00,12335.00,241.00,5494.00,21.00,3429.00,2742.00,687.00,-660.00,17863.00,18523.00,72636.00,56830.00,27602.00,29228.00,15806.00,7072.00,8734.00,2230.00,4171.00,1941.00,326758.00,-317.00,-5.00,-92.00,413.00,0.00
1972:Q4,332674.00,200470.00,30855.00,67014.00,102601.00,59928.00,58056.00,38742.00,2809.00,28244.00,5769.00,1920.00,19314.00,13298.00,242.00,5747.00,28.00,1873.00,1892.00,-19.00,-765.00,19032.00,19798.00,73042.00,57534.00,27739.00,29795.00,15508.00,7462.00,8046.00,2256.00,4373.00,2117.00,334930.00,-318.00,652.00,-749.00,414.00,0.00
1973:Q1,343938.00,206613.00,32953.00,68864.00,104796.00,63579.00,60941.00,40710.00,2819.00,29478.00,6300.00,2113.00,20231.00,14140.00,253.00,5812.00,26.00,2638.00,3132.00,-495.00,-350.00,20990.00,21340.00,74097.00,58688.00,28186.00,30502.00,15409.00,8168.00,7241.00,2668.00,5070.00,2403.00,346605.00,-322.00,1210.00,-1308.00,420.00,0.00
1973:Q2,354936.00,210511.00,32824.00,70347.00,107340.00,67050.00,62498.00,42821.00,2842.00,30853.00,6808.00,2317.00,19677.00,13896.00,243.00,5508.00,30.00,4552.00,2920.00,1631.00,614.00,22981.00,22367.00,76762.00,60047.00,28776.00,31271.00,16715.00,8106.00,8609.00,2907.00,5606.00,2699.00,357842.00,-327.00,189.00,-288.00,426.00,0.00
1973:Q3,360176.00,215119.00,32700.00,72479.00,109940.00,66084.00,63644.00,44161.00,2826.00,31851.00,7003.00,2482.00,19483.00,13858.00,251.00,5365.00,10.00,2440.00,1587.00,854.00,1610.00,24394.00,22785.00,77363.00,60258.00,28186.00,32072.00,17105.00,7680.00,9425.00,3469.00,6308.00,2839.00,363645.00,-333.00,1100.00,-1201.00,434.00,0.00
1973:Q4,369490.00,218895.00,32051.00,74419.00,112426.00,70214.00,63966.00,45036.00,2795.00,32769.00,6854.00,2619.00,18931.00,13503.00,248.00,5179.00,2.00,6248.00,4830.00,1418.00,2238.00,26905.00,24667.00,78143.00,61731.00,28765.00,32966.00,16412.00,7698.00,8714.00,3576.00,6557.00,2982.00,373065.00,-340.00,305.00,-408.00,443.00,0.00
1974:Q1,372320.00,223439.00,31663.00,77213.00,114564.00,67091.00,63961.00,45852.00,2779.00,33605.00,6719.00,2749.00,18110.00,12896.00,216.00,4971.00,27.00,3130.00,3452.00,-322.00,1599.00,29177.00,27579.00,80191.00,63647.00,29499.00,34148.00,16544.00,8298.00,8246.00,4267.00,7418.00,3151.00,376586.00,-349.00,835.00,-941.00,455.00,0.00
1974:Q2,384023.00,230572.00,32646.00,79504.00,118422.00,69348.00,64994.00,47205.00,2802.00,34867.00,6631.00,2906.00,17789.00,12768.00,213.00,4789.00,19.00,4354.00,3630.00,724.00,-679.00,31667.00,32346.00,84782.00,65401.00,29991.00,35410.00,19381.00,8839.00,10542.00,4099.00,7582.00,3483.00,388123.00,-357.00,3377.00,-3485.00,465.00,0.00
1974:Q3,391825.00,237766.00,34081.00,81917.00,121768.00,67753.00,66359.00,48622.00,2833.00,36005.00,6724.00,3060.00,17737.00,12956.00,186.00,4575.00,21.00,1395.00,1251.00,143.00,-1743.00,31660.00,33403.00,88050.00,67527.00,30760.00,36767.00,20523.00,9106.00,11417.00,3819.00,7616.00,3796.00,395645.00,-364.00,-164.00,54.00,474.00,0.00
1974:Q4,400650.00,240217.00,31787.00,82727.00,125703.00,70334.00,65223.00,49392.00,2835.00,36372.00,7019.00,3166.00,15831.00,11847.00,179.00,3809.00,-4.00,5112.00,6313.00,-1202.00,8.00,34146.00,34138.00,90091.00,70377.00,32216.00,38161.00,19714.00,9419.00,10295.00,3335.00,7205.00,3870.00,403985.00,-370.00,1190.00,-1302.00,482.00,0.00
1975:Q1,402415.00,246769.00,32947.00,84052.00,129771.00,61077.00,63584.00,48285.00,2738.00,35396.00,7010.00,3142.00,15299.00,11808.00,145.00,3333.00,14.00,-2507.00,-3700.00,1193.00,4120.00,35342.00,31222.00,90449.00,72032.00,32338.00,39694.00,18417.00,9399.00,9018.00,2849.00,6731.00,3882.00,405264.00,-377.00,80.00,-193.00,490.00,0.00
1975:Q2,415410.00,253956.00,34173.00,86212.00,133570.00,60820.00,64309.00,48319.00,2712.00,35294.00,7138.00,3176.00,15990.00,12652.00,122.00,3197.00,19.00,-3489.00,-3749.00,260.00,5396.00,34207.00,28811.00,95239.00,74340.00,33227.00,41113.00,20899.00,9261.00,11638.00,2914.00,6632.00,3718.00,418324.00,-377.00,38.00,-152.00,491.00,0.00
1975:Q3,430585.00,262397.00,36697.00,88991.00,136710.00,66298.00,66645.00,49452.00,2752.00,36069.00,7364.00,3267.00,17193.00,13847.00,124.00,3217.00,5.00,-347.00,-468.00,121.00,3011.00,33525.00,30514.00,98879.00,75409.00,33312.00,42097.00,23470.00,10438.00,13032.00,3250.00,7022.00,3773.00,433834.00,-373.00,-50.00,-63.00,486.00,0.00
1975:Q4,440509.00,269631.00,38348.00,89915.00,141368.00,69059.00,68972.00,50721.00,2803.00,37046.00,7521.00,3352.00,18251.00,14841.00,112.00,3279.00,19.00,87.00,-432.00,519.00,3450.00,35633.00,32183.00,98369.00,76759.00,34048.00,42711.00,21610.00,10749.00,10861.00,3992.00,7639.00,3647.00,444501.00,-366.00,-86.00,-25.00,477.00,0.00
1976:Q1,452670.00,278075.00,40824.00,91859.00,145392.00,76160.00,72487.00,52377.00,2880.00,38468.00,7584.00,3445.00,20110.00,16398.00,128.00,3580.00,5.00,3673.00,3379.00,294.00,1163.00,35897.00,34735.00,97273.00,77280.00,33988.00,43292.00,19993.00,10885.00,9108.00,3937.00,7846.00,3910.00,456607.00,-353.00,103.00,-210.00,461.00,0.00
1976:Q2,464796.00,282991.00,41475.00,93268.00,148249.00,80576.00,74964.00,53753.00,2950.00,39506.00,7798.00,3499.00,21212.00,17321.00,145.00,3742.00,4.00,5612.00,5384.00,228.00,-124.00,36655.00,36779.00,101353.00,78729.00,34821.00,43908.00,22624.00,10901.00,11723.00,4161.00,8064.00,3902.00,468957.00,-342.00,646.00,-750.00,445.00,0.00
1976:Q3,474915.00,290336.00,42461.00,95152.00,152723.00,82077.00,76876.00,55657.00,3057.00,40968.00,8068.00,3564.00,21219.00,17329.00,171.00,3712.00,6.00,5202.00,4218.00,984.00,-1018.00,37944.00,38962.00,103520.00,78995.00,34433.00,44562.00,24525.00,11409.00,13116.00,4280.00,8139.00,3859.00,479195.00,-329.00,985.00,-1084.00,428.00,0.00
1976:Q4,485210.00,298770.00,43864.00,97402.00,157505.00,84412.00,81783.00,57561.00,3176.00,42490.00,8293.00,3602.00,24222.00,19848.00,158.00,4203.00,13.00,2630.00,2973.00,-343.00,-1651.00,39019.00,40670.00,103679.00,81180.00,35762.00,45418.00,22499.00,11554.00,10945.00,4469.00,8315.00,3846.00,489680.00,-317.00,247.00,-343.00,413.00,0.00
1977:Q1,494984.00,307642.00,45983.00,99117.00,162543.00,90078.00,86373.00,60819.00,3380.00,45215.00,8529.00,3695.00,25554.00,21000.00,169.00,4400.00,-15.00,3706.00,3580.00,125.00,-5270.00,38839.00,44108.00,102534.00,82392.00,35821.00,46571.00,20142.00,11915.00,8227.00,5191.00,8945.00,3754.00,500175.00,-301.00,-127.00,36.00,392.00,0.00
1977:Q2,515537.00,314636.00,47306.00,100926.00,166404.00,97426.00,92559.00,63437.00,3521.00,47250.00,8875.00,3791.00,29121.00,23933.00,208.00,5005.00,-25.00,4867.00,3247.00,1620.00,-5284.00,40477.00,45760.00,108759.00,84955.00,37343.00,47612.00,23804.00,12387.00,11417.00,5187.00,9238.00,4051.00,520724.00,-296.00,145.00,-234.00,385.00,0.00
1977:Q3,532949.00,322427.00,48498.00,102477.00,171452.00,103534.00,95813.00,65817.00,3615.00,49030.00,9246.00,3927.00,29996.00,24589.00,244.00,5180.00,-17.00,7721.00,5991.00,1730.00,-5145.00,40581.00,45726.00,112133.00,86569.00,37733.00,48836.00,25564.00,12511.00,13053.00,5221.00,9533.00,4311.00,538170.00,-297.00,777.00,-866.00,386.00,0.00
1977:Q4,542481.00,331968.00,50176.00,105901.00,175892.00,105575.00,99545.00,68986.00,3713.00,51282.00,9818.00,4174.00,30559.00,24958.00,276.00,5338.00,-13.00,6030.00,3367.00,2664.00,-7396.00,39452.00,46848.00,112334.00,88686.00,38700.00,49986.00,23648.00,12385.00,11263.00,4692.00,9484.00,4792.00,547174.00,-304.00,265.00,-357.00,395.00,0.00
1978:Q1,549041.00,339440.00,49543.00,107769.00,182129.00,108699.00,102335.00,70605.00,3683.00,52632.00,9890.00,4400.00,31730.00,25837.00,252.00,5645.00,-3.00,6363.00,5811.00,553.00,-9671.00,41150.00,50821.00,110573.00,89865.00,38855.00,51010.00,20708.00,12557.00,8151.00,5523.00,10618.00,5095.00,554564.00,-317.00,-123.00,21.00,418.00,0.00
1978:Q2,584499.00,353823.00,54047.00,111203.00,188573.00,117646.00,111582.00,77337.00,3909.00,57354.00,11131.00,4943.00,34244.00,27709.00,266.00,6273.00,-4.00,6064.00,5342.00,722.00,-5656.00,46554.00,52210.00,118686.00,92339.00,40502.00,51837.00,26347.00,13490.00,12857.00,4687.00,10646.00,5959.00,589186.00,-332.00,691.00,-797.00,438.00,0.00
1978:Q3,602368.00,361562.00,54186.00,113906.00,193471.00,123091.00,116850.00,81275.00,3979.00,60058.00,11936.00,5302.00,35575.00,28522.00,273.00,6784.00,-4.00,6242.00,4092.00,2150.00,-5940.00,47826.00,53766.00,123655.00,93844.00,40891.00,52953.00,29811.00,14087.00,15724.00,5223.00,11560.00,6337.00,607590.00,-345.00,-374.00,263.00,456.00,0.00
1978:Q4,620662.00,371349.00,55575.00,117341.00,198433.00,128940.00,121818.00,85358.00,4046.00,62903.00,12751.00,5658.00,36460.00,28852.00,306.00,7311.00,-9.00,7122.00,6671.00,450.00,-4100.00,51354.00,55454.00,124473.00,95773.00,41717.00,54056.00,28700.00,14608.00,14092.00,6148.00,13428.00,7280.00,626809.00,-356.00,12.00,-126.00,471.00,0.00
1979:Q1,629185.00,380246.00,55819.00,121148.00,203279.00,131453.00,125490.00,89175.00,4091.00,65523.00,13583.00,5978.00,36315.00,28265.00,328.00,7725.00,-3.00,5963.00,4491.00,1472.00,-4540.00,52917.00,57457.00,122026.00,97894.00,42319.00,55575.00,24132.00,14505.00,9627.00,6420.00,14405.00,7985.00,635605.00,-369.00,524.00,-636.00,481.00,0.00
1979:Q2,649175.00,390387.00,55525.00,125017.00,209845.00,134824.00,127973.00,91067.00,4082.00,66770.00,13994.00,6223.00,36906.00,28386.00,353.00,8169.00,-2.00,6850.00,5520.00,1330.00,-5548.00,55227.00,60774.00,129512.00,100287.00,43933.00,56354.00,29225.00,15041.00,14184.00,7363.00,16027.00,8664.00,656538.00,-378.00,-52.00,-63.00,493.00,0.00
1979:Q3,670737.00,403996.00,57733.00,130587.00,215676.00,136406.00,133374.00,95752.00,4235.00,70089.00,14711.00,6717.00,37622.00,28746.00,361.00,8517.00,-2.00,3033.00,1354.00,1678.00,-5757.00,58570.00,64327.00,136092.00,101963.00,43895.00,58068.00,34129.00,16252.00,17877.00,9024.00,18353.00,9330.00,679761.00,-388.00,565.00,-683.00,505.00,0.00
1979:Q4,683042.00,414866.00,57262.00,134847.00,222757.00,136970.00,134832.00,97834.00,4318.00,71650.00,14769.00,7097.00,36998.00,28234.00,342.00,8425.00,-2.00,2138.00,1867.00,272.00,-6700.00,63416.00,70117.00,137907.00,105293.00,45842.00,59451.00,32614.00,15946.00,16668.00,9125.00,19537.00,10412.00,692167.00,-398.00,1347.00,-1468.00,519.00,0.00
1980:Q1,694469.00,426630.00,58014.00,139987.00,228630.00,138641.00,136166.00,101123.00,4504.00,74510.00,14471.00,7638.00,35043.00,26830.00,317.00,7899.00,-3.00,2475.00,2376.00,98.00,-8951.00,67127.00,76078.00,138149.00,108553.00,47520.00,61033.00,29596.00,16993.00,12603.00,9497.00,20894.00,11396.00,703966.00,-410.00,538.00,-658.00,530.00,0.00
1980:Q2,700302.00,427229.00,52979.00,141478.00,232772.00,129823.00,127885.00,98669.00,4391.00,72850.00,13764.00,7664.00,29216.00,22319.00,328.00,6573.00,-3.00,1938.00,2858.00,-921.00,-3802.00,69347.00,73150.00,147053.00,113205.00,50660.00,62545.00,33848.00,17259.00,16589.00,8953.00,19906.00,10953.00,709255.00,-420.00,-310.00,188.00,542.00,0.00
1980:Q3,718597.00,441920.00,56341.00,144125.00,241454.00,123768.00,132232.00,101430.00,4467.00,74763.00,14190.00,8010.00,30803.00,23525.00,317.00,6963.00,-3.00,-8464.00,-5078.00,-3386.00,1368.00,71168.00,69800.00,151541.00,114609.00,50671.00,63938.00,36932.00,17675.00,19257.00,8604.00,18717.00,10114.00,727201.00,-427.00,350.00,-475.00,551.00,0.00
1980:Q4,749139.00,458839.00,59058.00,147813.00,251968.00,137869.00,140148.00,105689.00,4557.00,77450.00,15287.00,8395.00,34459.00,26283.00,294.00,7883.00,-1.00,-2280.00,-788.00,-1492.00,-1671.00,73129.00,74800.00,154103.00,118527.00,53260.00,65267.00,35576.00,18326.00,17250.00,7132.00,19576.00,12444.00,756271.00,-431.00,2998.00,-3123.00,556.00,0.00
1981:Q1,778354.00,472678.00,61512.00,153511.00,257655.00,154846.00,145157.00,110757.00,4622.00,81029.00,16354.00,8752.00,34400.00,26055.00,319.00,8025.00,1.00,9689.00,7421.00,2267.00,-3564.00,76367.00,79931.00,154395.00,122057.00,54951.00,67106.00,32338.00,18778.00,13560.00,7851.00,21435.00,13584.00,786205.00,-441.00,-172.00,51.00,562.00,0.00
1981:Q2,792096.00,480481.00,60234.00,155712.00,264535.00,152460.00,149532.00,115715.00,4770.00,84105.00,17695.00,9146.00,33816.00,25591.00,308.00,7915.00,2.00,2928.00,601.00,2327.00,-3377.00,77114.00,80491.00,162533.00,125929.00,57475.00,68454.00,36604.00,19890.00,16714.00,7503.00,22437.00,14933.00,799599.00,-441.00,1209.00,-1330.00,562.00,0.00
1981:Q3,819174.00,490311.00,62982.00,157282.00,270048.00,163074.00,152084.00,120527.00,5017.00,87173.00,18748.00,9589.00,31557.00,23944.00,316.00,7294.00,3.00,10990.00,7559.00,3431.00,-1890.00,75584.00,77474.00,167679.00,127907.00,58249.00,69658.00,39772.00,20546.00,19226.00,8174.00,23977.00,15804.00,827347.00,-440.00,3143.00,-3264.00,561.00,0.00
1981:Q4,821324.00,494035.00,59211.00,158925.00,275899.00,160849.00,154647.00,125939.00,5414.00,90480.00,19898.00,10146.00,28709.00,21947.00,304.00,6454.00,4.00,6202.00,4296.00,1906.00,-3688.00,76174.00,79862.00,170129.00,131496.00,60625.00,70871.00,38633.00,21215.00,17418.00,9407.00,24176.00,14768.00,830731.00,-440.00,863.00,-983.00,561.00,0.00
1982:Q1,814503.00,503599.00,61609.00,159963.00,282026.00,147079.00,152446.00,125021.00,5669.00,90280.00,18806.00,10266.00,27425.00,21260.00,255.00,5906.00,5.00,-5367.00,-6231.00,865.00,-4069.00,73301.00,77369.00,167894.00,134016.00,61629.00,72387.00,33878.00,21123.00,12755.00,8998.00,24581.00,15583.00,823501.00,-470.00,796.00,-883.00,557.00,0.00
1982:Q2,832759.00,510273.00,62307.00,159681.00,288286.00,148406.00,149447.00,122518.00,5817.00,88405.00,17997.00,10298.00,26930.00,21061.00,251.00,5611.00,7.00,-1042.00,-1947.00,905.00,-1097.00,73682.00,74779.00,175177.00,135987.00,62185.00,73802.00,39190.00,22539.00,16651.00,10232.00,26796.00,16564.00,842991.00,-468.00,170.00,-257.00,555.00,0.00
