1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q1,1541804.00,498286.00,497378.00,486.00,422.00,7171.00,1036347.00,1541804.00,1513239.00,476892.00,1036347.00,1513239.00,28565.00
1995:Q2,1560854.00,509201.00,508251.00,513.00,437.00,8508.00,1043145.00,1560854.00,1530063.00,486918.00,1043145.00,1530063.00,30791.00
1995:Q3,1579899.00,524567.00,523567.00,545.00,455.00,9946.00,1045386.00,1579899.00,1547003.00,501617.00,1045386.00,1547003.00,32896.00
1995:Q4,1598900.00,520981.00,519909.00,589.00,483.00,11459.00,1066460.00,1598900.00,1563884.00,506332.00,1057552.00,1563884.00,35016.00
1996:Q1,1617771.00,535038.00,533884.00,639.00,515.00,13121.00,1069612.00,1617771.00,1580462.00,510850.00,1069612.00,1580462.00,37309.00
1996:Q2,1636847.00,547514.00,546354.00,643.00,517.00,14964.00,1074369.00,1636847.00,1597019.00,522650.00,1074369.00,1597019.00,39828.00
1996:Q3,1655448.00,561108.00,559902.00,671.00,535.00,16362.00,1077978.00,1655448.00,1613766.00,535788.00,1077978.00,1613766.00,41682.00
1996:Q4,1675445.00,587508.00,586289.00,679.00,540.00,18778.00,1069159.00,1675445.00,1630551.00,561392.00,1069159.00,1630551.00,44894.00
1997:Q1,1693588.00,577893.00,576664.00,685.00,544.00,20177.00,1095518.00,1693588.00,1647055.00,551537.00,1095518.00,1647055.00,46533.00
1997:Q2,1715847.00,588223.00,586979.00,694.00,550.00,24842.00,1102782.00,1715847.00,1663822.00,561040.00,1102782.00,1663822.00,52025.00
1997:Q3,1735961.00,603749.00,602479.00,710.00,560.00,27943.00,1104269.00,1735961.00,1680871.00,576602.00,1104269.00,1680871.00,55090.00
1997:Q4,1755997.00,629717.00,628384.00,749.00,584.00,29946.00,1096334.00,1755997.00,1698027.00,601693.00,1096334.00,1698027.00,57970.00
1998:Q1,1778519.00,618803.00,617405.00,789.00,609.00,35224.00,1124492.00,1778519.00,1714961.00,590469.00,1124492.00,1714961.00,63558.00
1998:Q2,1798949.00,630427.00,628989.00,814.00,624.00,37848.00,1130674.00,1798949.00,1732206.00,601532.00,1130674.00,1732206.00,66743.00
1998:Q3,1813360.00,645419.00,643873.00,881.00,665.00,34445.00,1133496.00,1813360.00,1749772.00,616276.00,1133496.00,1749772.00,63588.00
1998:Q4,1841191.00,673669.00,671993.00,959.00,717.00,42960.00,1124562.00,1841191.00,1767473.00,642911.00,1124562.00,1767473.00,73718.00
1999:Q1,1861820.00,663330.00,661609.00,986.00,735.00,46203.00,1152287.00,1861820.00,1784841.00,632554.00,1152287.00,1784841.00,76979.00
1999:Q2,1885082.00,674527.00,672791.00,995.00,741.00,50782.00,1159773.00,1885082.00,1802509.00,642736.00,1159773.00,1802509.00,82573.00
1999:Q3,1901237.00,689776.00,688064.00,981.00,731.00,48476.00,1162985.00,1901237.00,1820453.00,657468.00,1162985.00,1820453.00,80784.00
1999:Q4,1928757.00,717423.00,715783.00,936.00,704.00,56909.00,1154425.00,1928757.00,1838458.00,684033.00,1154425.00,1838458.00,90299.00
2000:Q1,1949911.00,706095.00,704552.00,875.00,668.00,60405.00,1183411.00,1949911.00,1856361.00,672950.00,1183411.00,1856361.00,93550.00
2000:Q2,1968153.00,717098.00,715577.00,861.00,660.00,60060.00,1190995.00,1968153.00,1874324.00,683329.00,1190995.00,1874324.00,93829.00
2000:Q3,1987766.00,731845.00,730291.00,882.00,672.00,60715.00,1195206.00,1987766.00,1892569.00,697363.00,1195206.00,1892569.00,95197.00
2000:Q4,2002957.00,740399.00,738674.00,994.00,731.00,56576.00,1205982.00,2002957.00,1910917.00,704935.00,1205982.00,1910917.00,92040.00
2001:Q1,2016438.00,751376.00,748875.00,1504.00,997.00,49059.00,1216003.00,2016438.00,1929277.00,713274.00,1216003.00,1929277.00,87161.00
2001:Q2,2040403.00,764690.00,761947.00,1663.00,1080.00,52733.00,1222980.00,2040403.00,1947895.00,724915.00,1222980.00,1947895.00,92508.00
2001:Q3,2053027.00,780748.00,776980.00,2337.00,1431.00,43796.00,1228483.00,2053027.00,1966716.00,738233.00,1228483.00,1966716.00,86311.00
2001:Q4,2079603.00,810784.00,806535.00,2639.00,1610.00,49091.00,1219728.00,2079603.00,1985498.00,765770.00,1219728.00,1985498.00,94105.00
2002:Q1,2100726.00,800419.00,796229.00,2602.00,1588.00,50618.00,1249689.00,2100726.00,2003426.00,753737.00,1249689.00,2003426.00,97300.00
2002:Q2,2114550.00,810829.00,806345.00,2787.00,1697.00,44660.00,1259061.00,2114550.00,2021632.00,762571.00,1259061.00,2021632.00,92918.00
2002:Q3,2130492.00,826561.00,821084.00,3411.00,2066.00,37343.00,1266588.00,2130492.00,2041703.00,775115.00,1266588.00,2041703.00,88789.00
2002:Q4,2163220.00,848536.00,840845.00,4750.00,2941.00,45690.00,1268994.00,2163220.00,2069078.00,800084.00,1268994.00,2069078.00,94142.00
2003:Q1,2193873.00,783425.00,772914.00,6478.00,4033.00,50261.00,1360187.00,2193873.00,2097522.00,786855.00,1310667.00,2097522.00,96351.00
2003:Q2,2225028.00,844425.00,833884.00,6496.00,4045.00,60997.00,1319606.00,2225028.00,2119475.00,799869.00,1319606.00,2119475.00,105553.00
2003:Q3,2251461.00,854397.00,844443.00,6094.00,3860.00,66686.00,1330378.00,2251461.00,2141340.00,810962.00,1330378.00,2141340.00,110121.00
2003:Q4,2283240.00,880108.00,870794.00,5656.00,3658.00,79159.00,1323973.00,2283240.00,2163117.00,839144.00,1323973.00,2163117.00,120123.00
2004:Q1,2308501.00,866535.00,857316.00,5564.00,3655.00,83918.00,1358048.00,2308501.00,2183720.00,825672.00,1358048.00,2183720.00,124781.00
2004:Q2,2332655.00,876272.00,867191.00,5447.00,3634.00,86038.00,1370345.00,2332655.00,2204009.00,833664.00,1370345.00,2204009.00,128646.00
2004:Q3,2355578.00,894656.00,884717.00,5942.00,3997.00,85014.00,1375908.00,2355578.00,2224094.00,848186.00,1375908.00,2224094.00,131484.00
2004:Q4,2389041.00,926126.00,916388.00,5753.00,3985.00,97719.00,1365196.00,2389041.00,2246411.00,881215.00,1365196.00,2246411.00,142630.00
2005:Q1,2412256.00,916579.00,906914.00,5654.00,4011.00,98056.00,1397621.00,2412256.00,2266428.00,868807.00,1397621.00,2266428.00,145828.00
2005:Q2,2438574.00,915141.00,905334.00,5693.00,4114.00,100409.00,1423024.00,2438574.00,2287718.00,864694.00,1423024.00,2287718.00,150856.00
2005:Q3,2468395.00,931663.00,921309.00,5941.00,4413.00,106376.00,1430356.00,2468395.00,2309605.00,879249.00,1430356.00,2309605.00,158790.00
2005:Q4,2494827.00,961180.00,951019.00,5797.00,4364.00,110850.00,1422797.00,2494827.00,2330929.00,908132.00,1422797.00,2330929.00,163898.00
2006:Q1,2524950.00,948339.00,938355.00,5672.00,4312.00,119383.00,1457228.00,2524950.00,2351663.00,894435.00,1457228.00,2351663.00,173287.00
2006:Q2,2546963.00,957416.00,947583.00,5559.00,4274.00,116577.00,1472970.00,2546963.00,2371266.00,898296.00,1472970.00,2371266.00,175697.00
2006:Q3,2576231.00,974650.00,964364.00,5796.00,4490.00,123175.00,1478406.00,2576231.00,2392263.00,913857.00,1478406.00,2392263.00,183968.00
2006:Q4,2609639.00,1005707.00,995314.00,5575.00,4818.00,135602.00,1468330.00,2609639.00,2413450.00,945120.00,1468330.00,2413450.00,196189.00
2007:Q1,2635519.00,994041.00,983510.00,5385.00,5146.00,137879.00,1503599.00,2635519.00,2433193.00,929594.00,1503599.00,2433193.00,202326.00
2007:Q2,2667762.00,984396.00,973880.00,5097.00,5419.00,148891.00,1534475.00,2667762.00,2454277.00,919802.00,1534475.00,2454277.00,213485.00
2007:Q3,2693997.00,1005577.00,994185.00,5198.00,6194.00,149495.00,1538925.00,2693997.00,2474823.00,935898.00,1538925.00,2474823.00,219174.00
2007:Q4,2714043.00,1051596.00,1039896.00,5410.00,6290.00,145693.00,1516754.00,2714043.00,2494684.00,977930.00,1516754.00,2494684.00,219359.00
2008:Q1,2724462.00,1046772.00,1033481.00,6440.00,6851.00,125062.00,1552628.00,2724462.00,2513253.00,960625.00,1552628.00,2513253.00,211209.00
2008:Q2,2746468.00,1055647.00,1042540.00,6355.00,6752.00,124068.00,1566753.00,2746468.00,2533310.00,966557.00,1566753.00,2533310.00,213158.00
2008:Q3,2757918.00,1080402.00,1068263.00,6063.00,6076.00,108944.00,1568572.00,2757918.00,2552284.00,983712.00,1568572.00,2552284.00,205634.00
2008:Q4,2758368.00,1138848.00,1127900.00,5173.00,5775.00,83696.00,1535824.00,2758368.00,2568900.00,1033076.00,1535824.00,2568900.00,189468.00
2009:Q1,2782353.00,1121182.00,1110448.00,4949.00,5785.00,72661.00,1588510.00,2782353.00,2597841.00,1009331.00,1588510.00,2597841.00,184512.00
2009:Q2,2830945.00,1126167.00,1115398.00,4880.00,5889.00,89968.00,1614810.00,2830945.00,2629465.00,1014655.00,1614810.00,2629465.00,201480.00
2009:Q3,2880353.00,1142867.00,1131970.00,5000.00,5897.00,107661.00,1629825.00,2880353.00,2661621.00,1031796.00,1629825.00,2661621.00,218732.00
2009:Q4,2922573.00,1208189.00,1197253.00,5199.00,5737.00,116812.00,1597572.00,2922573.00,2692922.00,1095350.00,1597572.00,2692922.00,229651.00
2010:Q1,2980827.00,1192893.00,1182020.00,5289.00,5584.00,125314.00,1662620.00,2980827.00,2741700.00,1079080.00,1662620.00,2741700.00,239127.00
2010:Q2,3019566.00,1201156.00,1190194.00,5489.00,5473.00,110677.00,1707733.00,3019566.00,2789120.00,1081387.00,1707733.00,2789120.00,230446.00
2010:Q3,3087473.00,1222715.00,1210776.00,6153.00,5786.00,123414.00,1741344.00,3087473.00,2840133.00,1098789.00,1741344.00,2840133.00,247340.00
2010:Q4,3156437.00,1284758.00,1273046.00,5805.00,5907.00,140915.00,1730764.00,3156437.00,2891855.00,1161091.00,1730764.00,2891855.00,264582.00
2011:Q1,3189948.00,1274523.00,1262724.00,5665.00,6134.00,148903.00,1766522.00,3189948.00,2913665.00,1147143.00,1766522.00,2913665.00,276283.00
2011:Q2,3216738.00,1087409.00,1074766.00,5975.00,6668.00,149380.00,1979949.00,3216738.00,2935295.00,1060043.00,1875252.00,2935295.00,281443.00
2011:Q3,3218930.00,1307586.00,1294215.00,6228.00,7143.00,120951.00,1790393.00,3218930.00,2955410.00,1165017.00,1790393.00,2955410.00,263520.00
2011:Q4,3263652.00,1381077.00,1367227.00,6530.00,7320.00,134367.00,1748208.00,3263652.00,2978383.00,1230175.00,1748208.00,2978383.00,285269.00
2012:Q1,3305972.00,1364252.00,1349637.00,7027.00,7588.00,153113.00,1788607.00,3305972.00,3001242.00,1214397.00,1786845.00,3001242.00,304730.00
2012:Q2,3325253.00,1376447.00,1360867.00,7636.00,7944.00,146304.00,1802502.00,3325253.00,3022216.00,1219714.00,1802502.00,3022216.00,303037.00
2012:Q3,3359423.00,1401305.00,1384294.00,7986.00,9025.00,153274.00,1804844.00,3359423.00,3044316.00,1239472.00,1804844.00,3044316.00,315107.00
2012:Q4,3382322.00,1436880.00,1419765.00,8078.00,9037.00,148121.00,1797321.00,3382322.00,3066081.00,1269986.00,1796095.00,3066081.00,316241.00
2013:Q1,3421301.00,1444826.00,1428839.00,7516.00,8471.00,167769.00,1808706.00,3421301.00,3088104.00,1281964.00,1806140.00,3088104.00,333197.00
2013:Q2,3449591.00,1346559.00,1331502.00,7044.00,8013.00,173820.00,1929212.00,3449591.00,3109850.00,1194664.00,1915186.00,3109850.00,339741.00
2013:Q3,3488852.00,1234409.00,1219856.00,6592.00,7961.00,184513.00,2069930.00,3488852.00,3132207.00,1178008.00,1954199.00,3132207.00,356645.00
2013:Q4,3536606.00,1544730.00,1530615.00,6387.00,7728.00,206183.00,1785693.00,3536606.00,3155270.00,1369577.00,1785693.00,3155270.00,381336.00
2014:Q1,3565684.00,1533676.00,1521062.00,5667.00,6947.00,211822.00,1820186.00,3565684.00,3176867.00,1356681.00,1820186.00,3176867.00,388817.00
2014:Q2,3600245.00,1538841.00,1525951.00,5843.00,7047.00,221807.00,1839597.00,3600245.00,3199247.00,1359650.00,1839597.00,3199247.00,400998.00
2014:Q3,3630886.00,1564022.00,1550686.00,5732.00,7604.00,223995.00,1842869.00,3630886.00,3221313.00,1378444.00,1842869.00,3221313.00,409573.00
2014:Q4,3656147.00,1631216.00,1617656.00,5872.00,7688.00,218686.00,1806245.00,3656147.00,3244234.00,1437989.00,1806245.00,3244234.00,411913.00
2015:Q1,3687256.00,1522999.00,1509318.00,5990.00,7691.00,226324.00,1937933.00,3687256.00,3265824.00,1388812.00,1877012.00,3265824.00,421432.00
2015:Q2,3713089.00,1395554.00,1381716.00,6087.00,7751.00,225859.00,2091676.00,3713089.00,3288103.00,1323983.00,1964120.00,3288103.00,424986.00
2015:Q3,3720587.00,1303790.00,1289347.00,6000.00,8443.00,206225.00,2210572.00,3720587.00,3310069.00,1299413.00,2010656.00,3310069.00,410518.00
2015:Q4,3764014.00,1723373.00,1708931.00,6056.00,8386.00,218967.00,1821674.00,3764014.00,3333805.00,1512131.00,1821674.00,3333805.00,430209.00
2016:Q1,3791463.00,1714665.00,1700163.00,6126.00,8376.00,216623.00,1860175.00,3791463.00,3357191.00,1497016.00,1860175.00,3357191.00,434272.00
2016:Q2,3821397.00,1718654.00,1703845.00,6328.00,8481.00,219289.00,1883454.00,3821397.00,3380678.00,1497224.00,1883454.00,3380678.00,440719.00
