1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q4,293141.00,42102.00,147590.00,13056.00,3624.00,16249.00,70616.00,-96.00,280018.00,216225.00,41660.00,0.00,21865.00,268.00,13123.00,26427.00,-14556.00,54106.00,55118.00,55428.00,1882.00,-2192.00,51708.00,364.00,5112.00,0.00,6716.00,27996.00,0.00,12060.00,19656.00,-3720.00,0.00,3312.00,0.00,0.00,5636.00,2480.00,92.00,53900.00,45192.00,3220.00,41972.00,20.00,4984.00,3704.00,-1012.00
1979:Q1,296267.00,42034.00,150585.00,13692.00,3768.00,18215.00,68229.00,-256.00,287612.00,222300.00,42384.00,0.00,22628.00,300.00,8655.00,27181.00,-15632.00,51468.00,54464.00,51487.00,1923.00,1054.00,51132.00,-924.00,2068.00,0.00,6500.00,34196.00,0.00,23320.00,14000.00,-3124.00,0.00,4400.00,0.00,0.00,1796.00,2856.00,240.00,50078.00,30048.00,400.00,29648.00,60.00,4888.00,15082.00,-2996.00
1979:Q2,300238.00,42063.00,152557.00,13792.00,3856.00,19531.00,68886.00,-447.00,292454.00,225415.00,43504.00,0.00,23211.00,324.00,7784.00,28114.00,-15016.00,50914.00,60022.00,56946.00,1970.00,1106.00,38472.00,-1524.00,-1988.00,0.00,16868.00,13016.00,0.00,-716.00,14036.00,-304.00,0.00,5436.00,0.00,0.00,4024.00,2488.00,152.00,37366.00,25676.00,-1096.00,26772.00,668.00,5188.00,5834.00,-9108.00
1979:Q3,310236.00,45392.00,155558.00,13608.00,3932.00,20784.00,71612.00,-650.00,300944.00,232274.00,44520.00,0.00,23810.00,340.00,9292.00,29121.00,-16356.00,54769.00,57660.00,60710.00,2020.00,-5070.00,42192.00,740.00,-1088.00,0.00,10112.00,18072.00,0.00,3020.00,14828.00,224.00,0.00,6776.00,0.00,0.00,4524.00,2884.00,172.00,47262.00,27748.00,3476.00,24272.00,-388.00,5432.00,14470.00,-2891.00
1979:Q4,316349.00,46639.00,158968.00,13180.00,3964.00,21982.00,72441.00,-825.00,309281.00,237804.00,46856.00,0.00,24277.00,344.00,7068.00,30170.00,-17868.00,55106.00,60157.00,64280.00,2075.00,-6198.00,34436.00,180.00,-7468.00,0.00,5012.00,19484.00,0.00,-18504.00,36584.00,1404.00,0.00,9224.00,0.00,0.00,5220.00,3120.00,-336.00,40634.00,22204.00,1128.00,21076.00,444.00,5648.00,12338.00,-5051.00
1980:Q1,325092.00,46552.00,161901.00,16068.00,3608.00,24347.00,73581.00,-965.00,318220.00,244134.00,49092.00,0.00,24646.00,348.00,6872.00,31285.00,-18396.00,56553.00,61168.00,67456.00,2120.00,-8408.00,20648.00,-1272.00,-988.00,0.00,8928.00,-3236.00,0.00,-13724.00,9496.00,992.00,0.00,8104.00,0.00,0.00,1660.00,7368.00,84.00,29056.00,22144.00,1708.00,20436.00,208.00,5868.00,836.00,-4615.00
1980:Q2,326640.00,48001.00,163344.00,12756.00,2916.00,25563.00,75246.00,-1186.00,324676.00,250182.00,48960.00,0.00,25186.00,348.00,1964.00,32466.00,-18768.00,53198.00,64429.00,65731.00,2166.00,-3468.00,17568.00,-1104.00,-2724.00,0.00,13948.00,-2516.00,0.00,1792.00,-5580.00,1272.00,0.00,10048.00,0.00,0.00,88.00,48.00,-220.00,21036.00,20524.00,324.00,20200.00,260.00,5856.00,-5604.00,-11231.00
1980:Q3,338659.00,49406.00,168150.00,13952.00,3812.00,26877.00,78008.00,-1546.00,334407.00,255751.00,52424.00,0.00,25876.00,356.00,4252.00,33780.00,-18248.00,56280.00,70819.00,64088.00,2203.00,4528.00,41932.00,344.00,-5076.00,0.00,11012.00,18784.00,0.00,22040.00,-3476.00,220.00,0.00,11040.00,0.00,0.00,2852.00,3080.00,-104.00,37404.00,21612.00,1236.00,20376.00,1436.00,5856.00,8500.00,-14539.00
1980:Q4,350901.00,51605.00,173273.00,15088.00,3952.00,28293.00,80633.00,-1943.00,342474.00,261068.00,54328.00,0.00,26714.00,364.00,8427.00,35032.00,-18984.00,62443.00,56275.00,65520.00,2223.00,-11468.00,26280.00,-396.00,920.00,0.00,-13024.00,20752.00,0.00,21340.00,1016.00,-1604.00,0.00,9936.00,0.00,0.00,6416.00,1700.00,-24.00,37748.00,20896.00,3680.00,17216.00,1792.00,5984.00,9076.00,6168.00
1981:Q1,360512.00,52535.00,180182.00,16816.00,3744.00,29937.00,79690.00,-2392.00,352099.00,268422.00,55600.00,0.00,27697.00,380.00,8413.00,36264.00,-18396.00,63073.00,59711.00,71023.00,2248.00,-13560.00,29952.00,-3584.00,-2060.00,0.00,552.00,20152.00,0.00,17316.00,3372.00,-536.00,0.00,8788.00,0.00,0.00,5060.00,648.00,396.00,43512.00,26520.00,8260.00,18260.00,908.00,6340.00,9744.00,3362.00
1981:Q2,364885.00,53673.00,183668.00,15164.00,3828.00,31358.00,79833.00,-2639.00,360301.00,273817.00,57372.00,0.00,28716.00,396.00,4584.00,37382.00,-18116.00,60082.00,83571.00,65789.00,2246.00,15536.00,35896.00,-1576.00,1800.00,0.00,-3336.00,31184.00,0.00,23576.00,8256.00,-648.00,0.00,8956.00,0.00,0.00,2140.00,-3468.00,196.00,20360.00,15328.00,-3292.00,18620.00,3028.00,6232.00,-4228.00,-23489.00
1981:Q3,370835.00,55488.00,188322.00,15656.00,3908.00,32673.00,77498.00,-2710.00,366540.00,278632.00,57704.00,0.00,29796.00,408.00,4295.00,38371.00,-17212.00,59878.00,64007.00,64055.00,2244.00,-2292.00,39032.00,-820.00,728.00,0.00,4056.00,28888.00,0.00,13536.00,14500.00,852.00,0.00,7016.00,0.00,0.00,208.00,-1292.00,248.00,41324.00,33132.00,1528.00,31604.00,-404.00,6264.00,2332.00,-4129.00
1981:Q4,371797.00,56764.00,190688.00,14132.00,3960.00,33884.00,74861.00,-2492.00,372542.00,283484.00,57684.00,0.00,30950.00,424.00,-745.00,39337.00,-17408.00,56000.00,42690.00,66799.00,2242.00,-26351.00,15416.00,84.00,8488.00,0.00,-14616.00,17728.00,0.00,5544.00,11328.00,856.00,0.00,5968.00,0.00,0.00,1928.00,-3656.00,-508.00,41767.00,30548.00,-1944.00,32492.00,1420.00,6452.00,3347.00,13310.00
1982:Q1,377737.00,57302.00,193929.00,14140.00,4012.00,35222.00,75184.00,-2052.00,381214.00,289547.00,59036.00,0.00,32187.00,444.00,-3477.00,40160.00,-16300.00,52983.00,45549.00,65326.00,2228.00,-22005.00,27688.00,-2156.00,9956.00,0.00,-7060.00,24232.00,0.00,35684.00,-13288.00,1836.00,0.00,4536.00,0.00,0.00,-1444.00,-308.00,-68.00,49693.00,42248.00,7896.00,34352.00,976.00,6476.00,-7.00,7434.00
1982:Q2,386008.00,58066.00,198298.00,14268.00,4036.00,36270.00,76854.00,-1784.00,390157.00,295209.00,61016.00,0.00,33480.00,452.00,-4149.00,41037.00,-17132.00,54020.00,55112.00,66276.00,2221.00,-13385.00,39676.00,-3072.00,2808.00,0.00,6216.00,26988.00,0.00,33028.00,-6052.00,12.00,0.00,4084.00,0.00,0.00,1988.00,728.00,-64.00,53061.00,41476.00,8760.00,32716.00,2152.00,6608.00,2825.00,-1092.00
1982:Q3,391547.00,60412.00,201721.00,14380.00,4056.00,37252.00,75279.00,-1553.00,397141.00,299726.00,62144.00,0.00,34811.00,460.00,-5594.00,41728.00,-17220.00,53354.00,51575.00,67177.00,2211.00,-17813.00,38832.00,1904.00,6396.00,0.00,5004.00,14924.00,0.00,-7780.00,22688.00,16.00,0.00,5632.00,0.00,0.00,1616.00,3064.00,292.00,56645.00,38572.00,8672.00,29900.00,188.00,6736.00,11149.00,1779.00
1982:Q4,397281.00,60808.00,205960.00,13348.00,4068.00,38140.00,76186.00,-1229.00,404466.00,305173.00,62592.00,0.00,36241.00,460.00,-7185.00,42099.00,-17132.00,52046.00,43349.00,69193.00,2197.00,-28041.00,22192.00,-2896.00,-3848.00,0.00,5540.00,11040.00,0.00,10896.00,1032.00,-888.00,0.00,6704.00,0.00,0.00,3232.00,2616.00,-196.00,50233.00,40716.00,1596.00,39120.00,552.00,6904.00,2061.00,8697.00
1983:Q1,404106.00,61335.00,209600.00,12784.00,4036.00,39532.00,77675.00,-856.00,414869.00,310912.00,65772.00,0.00,37729.00,456.00,-10763.00,42403.00,-18628.00,50268.00,57673.00,67781.00,2180.00,-12288.00,34552.00,1380.00,-9388.00,0.00,9724.00,29212.00,0.00,26432.00,1608.00,672.00,500.00,6428.00,0.00,0.00,-2672.00,72.00,-204.00,46840.00,42184.00,-740.00,42924.00,968.00,6960.00,-3272.00,-7405.00
1983:Q2,419972.00,64271.00,215983.00,15664.00,4056.00,40693.00,79773.00,-468.00,420741.00,314917.00,66332.00,0.00,39044.00,448.00,-769.00,42609.00,-16828.00,58668.00,55256.00,67249.00,2191.00,-14184.00,59704.00,-1632.00,-6192.00,0.00,19620.00,32764.00,0.00,31552.00,1900.00,-1188.00,500.00,7480.00,0.00,0.00,1828.00,4700.00,1136.00,73888.00,61624.00,3572.00,58052.00,1268.00,7000.00,3996.00,3412.00
1983:Q3,432829.00,68090.00,222042.00,17392.00,4148.00,42021.00,79280.00,-144.00,426609.00,318822.00,67196.00,0.00,40151.00,440.00,6220.00,42936.00,-18320.00,67476.00,60433.00,70334.00,2227.00,-12128.00,54856.00,700.00,-2244.00,0.00,29492.00,14164.00,0.00,14996.00,-2840.00,1008.00,1000.00,7568.00,0.00,0.00,712.00,4060.00,404.00,66984.00,37132.00,-7888.00,45020.00,1412.00,7220.00,21220.00,7043.00
1983:Q4,442486.00,70724.00,227967.00,17744.00,4320.00,43526.00,78211.00,-6.00,432068.00,322252.00,68324.00,0.00,41068.00,424.00,10418.00,43243.00,-18064.00,71725.00,53482.00,69943.00,2294.00,-18755.00,35932.00,-3168.00,-7216.00,0.00,7480.00,21448.00,0.00,18824.00,-1172.00,1796.00,2000.00,10068.00,0.00,0.00,6128.00,2136.00,-944.00,54687.00,43964.00,-868.00,44832.00,788.00,7276.00,2659.00,18243.00
1984:Q1,461019.00,73286.00,234672.00,20068.00,4520.00,44919.00,83067.00,487.00,441901.00,329728.00,69912.00,0.00,41849.00,412.00,19118.00,43645.00,-18936.00,81699.00,83989.00,73320.00,2393.00,8276.00,60796.00,20228.00,-19716.00,0.00,15664.00,29728.00,0.00,18268.00,6340.00,1996.00,3124.00,9664.00,0.00,0.00,2768.00,1864.00,596.00,52520.00,47200.00,-6288.00,53488.00,-748.00,7520.00,-1452.00,-2290.00
1984:Q2,473564.00,75848.00,240280.00,19860.00,4672.00,46687.00,85263.00,954.00,449889.00,336168.00,70636.00,0.00,42693.00,392.00,23675.00,44152.00,-19552.00,87379.00,94230.00,76079.00,2502.00,15649.00,67748.00,-4652.00,4888.00,0.00,13676.00,32860.00,0.00,27056.00,272.00,1156.00,4376.00,11132.00,0.00,0.00,5300.00,1036.00,3508.00,52099.00,54552.00,-8340.00,62892.00,1148.00,7728.00,-11329.00,-6851.00
1984:Q3,477028.00,76770.00,244724.00,17544.00,4752.00,48556.00,83204.00,1478.00,458777.00,343492.00,71300.00,0.00,43609.00,376.00,18251.00,44684.00,-20376.00,83311.00,104418.00,79713.00,2615.00,22090.00,92096.00,1096.00,9532.00,0.00,33068.00,35232.00,0.00,16016.00,14836.00,-244.00,4624.00,9636.00,0.00,0.00,1400.00,-1252.00,3384.00,70006.00,68984.00,2704.00,66280.00,3764.00,7972.00,-10714.00,-21107.00
1984:Q4,490872.00,78188.00,250216.00,17724.00,4764.00,50535.00,87122.00,2323.00,468218.00,350454.00,72828.00,0.00,44576.00,360.00,22654.00,45173.00,-21404.00,89231.00,93426.00,81242.00,2734.00,9450.00,50496.00,3452.00,6212.00,0.00,19420.00,7576.00,0.00,5740.00,-3376.00,1336.00,3876.00,10508.00,0.00,0.00,2972.00,2228.00,-1872.00,41046.00,8400.00,-2700.00,11100.00,26800.00,8132.00,-2286.00,-4195.00
1985:Q1,502569.00,79267.00,254683.00,19964.00,4724.00,53368.00,87874.00,2689.00,479945.00,359208.00,74888.00,0.00,45506.00,343.00,22624.00,45890.00,-19430.00,87944.00,91131.00,83130.00,2852.00,5149.00,127664.00,3304.00,5280.00,0.00,21704.00,86160.00,0.00,42988.00,41260.00,-1464.00,3376.00,8224.00,0.00,0.00,700.00,3976.00,-1684.00,122515.00,93364.00,-2620.00,95984.00,9860.00,8360.00,10931.00,-3187.00
1985:Q2,512113.00,80942.00,260049.00,19628.00,4760.00,55006.00,88751.00,2977.00,490320.00,367043.00,76320.00,0.00,46627.00,330.00,21793.00,46512.00,-21921.00,90226.00,120453.00,87641.00,2987.00,29825.00,126460.00,-1752.00,1080.00,0.00,34672.00,76484.00,0.00,59032.00,16324.00,-1996.00,3124.00,8544.00,0.00,0.00,2964.00,2808.00,1660.00,96635.00,100396.00,8888.00,91508.00,13044.00,8692.00,-25497.00,-30227.00
1985:Q3,522223.00,81497.00,265063.00,20920.00,4896.00,56480.00,90241.00,3126.00,502739.00,376503.00,78068.00,0.00,47847.00,321.00,19484.00,47191.00,-22670.00,89345.00,110738.00,89376.00,3130.00,18232.00,111396.00,3596.00,11808.00,0.00,25592.00,49084.00,0.00,34620.00,7612.00,3976.00,2876.00,10400.00,0.00,0.00,1204.00,5092.00,4620.00,93164.00,84780.00,6712.00,78068.00,4672.00,8884.00,-5172.00,-21393.00
1985:Q4,530748.00,83734.00,268529.00,20476.00,5164.00,57593.00,92325.00,2927.00,513605.00,384473.00,79764.00,0.00,49054.00,314.00,17143.00,47980.00,-23895.00,89018.00,107291.00,89240.00,3283.00,14768.00,352264.00,-864.00,9936.00,0.00,2056.00,295380.00,0.00,234068.00,56848.00,1840.00,2624.00,12064.00,0.00,0.00,10232.00,4092.00,19368.00,337496.00,343032.00,-4168.00,347200.00,5140.00,9060.00,-19736.00,-18273.00
1986:Q1,548331.00,84479.00,273003.00,21384.00,5488.00,58684.00,102486.00,2807.00,522774.00,390439.00,81568.00,0.00,50450.00,317.00,25557.00,48765.00,-22598.00,96920.00,116066.00,93989.00,3449.00,18628.00,31452.00,7336.00,-5224.00,0.00,1004.00,15308.00,0.00,20600.00,-8472.00,868.00,2312.00,18448.00,0.00,0.00,-8124.00,1676.00,1028.00,12824.00,12104.00,428.00,11676.00,2488.00,9352.00,-11120.00,-19146.00
1986:Q2,550095.00,85012.00,276559.00,22048.00,5792.00,59030.00,99034.00,2620.00,530676.00,395236.00,83624.00,0.00,51505.00,311.00,19419.00,49767.00,-23558.00,92744.00,77765.00,96092.00,3603.00,-21930.00,121556.00,8232.00,204.00,0.00,5032.00,88636.00,0.00,114828.00,-29184.00,1056.00,1936.00,11508.00,0.00,0.00,1104.00,1920.00,4920.00,143486.00,134784.00,29952.00,104832.00,2432.00,9452.00,-3182.00,14979.00
1986:Q3,562130.00,87494.00,282339.00,22376.00,6116.00,59056.00,102258.00,2491.00,539870.00,401943.00,85272.00,0.00,52352.00,303.00,22260.00,50730.00,-24394.00,97384.00,146341.00,98227.00,3753.00,44361.00,82872.00,-6444.00,10364.00,0.00,23344.00,38440.00,0.00,9308.00,26416.00,904.00,1812.00,8184.00,344.00,0.00,3432.00,1952.00,3256.00,38511.00,50428.00,-25584.00,76012.00,-204.00,9616.00,-21329.00,-48957.00
1986:Q4,566617.00,91835.00,286799.00,24836.00,6432.00,59066.00,95367.00,2282.00,552129.00,411941.00,86912.00,0.00,52983.00,293.00,14488.00,51844.00,-21522.00,87854.00,150451.00,96492.00,3891.00,50068.00,106008.00,680.00,4060.00,0.00,-9984.00,91404.00,0.00,83492.00,5560.00,412.00,1940.00,9052.00,520.00,0.00,7320.00,5388.00,-2432.00,55940.00,93732.00,-5300.00,99032.00,1032.00,9636.00,-48460.00,-62597.00
1987:Q1,567214.00,92391.00,291907.00,22679.00,6732.00,58555.00,92676.00,2274.00,560159.00,418286.00,88308.00,0.00,53296.00,269.00,7055.00,52708.00,-22006.00,81769.00,108392.00,100126.00,4044.00,4222.00,110440.00,-2140.00,10708.00,0.00,10784.00,76784.00,0.00,118000.00,-43396.00,116.00,2064.00,13724.00,416.00,0.00,2364.00,-1653.00,-547.00,106218.00,131268.00,668.00,130600.00,-764.00,9856.00,-34142.00,-26623.00
1987:Q2,588556.00,101458.00,298533.00,24519.00,7036.00,58505.00,96111.00,2394.00,569038.00,425302.00,89948.00,0.00,53521.00,267.00,19518.00,53661.00,-22883.00,96062.00,113049.00,100557.00,4143.00,8349.00,60140.00,-596.00,8448.00,0.00,14072.00,20764.00,0.00,12856.00,5712.00,8.00,2188.00,11452.00,492.00,0.00,920.00,2947.00,1641.00,51791.00,74732.00,-13724.00,88456.00,-7564.00,9972.00,-25349.00,-16987.00
1987:Q3,587741.00,94123.00,305966.00,24825.00,7344.00,58494.00,94352.00,2637.00,576232.00,430773.00,91556.00,0.00,53629.00,274.00,11509.00,54620.00,-22234.00,88363.00,104894.00,102967.00,4214.00,-2287.00,81708.00,-4068.00,2452.00,0.00,21860.00,49132.00,344.00,23880.00,23104.00,-260.00,2064.00,3896.00,328.00,0.00,3708.00,869.00,3531.00,83995.00,79788.00,-2128.00,81916.00,692.00,10184.00,-6669.00,-16531.00
1987:Q4,596290.00,98428.00,310014.00,23582.00,7716.00,58585.00,94606.00,3359.00,586075.00,439030.00,93092.00,0.00,53663.00,290.00,10215.00,55424.00,-22193.00,87832.00,106389.00,105124.00,4262.00,-2997.00,86878.00,3868.00,6792.00,0.00,1008.00,49884.00,532.00,12860.00,35512.00,-704.00,1684.00,5696.00,892.00,0.00,8076.00,-230.00,10892.00,89875.00,85432.00,11872.00,73560.00,-1800.00,10344.00,-4101.00,-18557.00
1988:Q1,610438.00,99411.00,315524.00,23424.00,8016.00,59524.00,100790.00,3749.00,596056.00,446906.00,95288.00,0.00,53542.00,320.00,14382.00,56409.00,-22400.00,93191.00,74788.00,106101.00,4240.00,-35553.00,24556.00,3712.00,968.00,0.00,-11068.00,27624.00,592.00,39896.00,-13452.00,-664.00,1252.00,5356.00,248.00,0.00,2640.00,636.00,-5560.00,60109.00,42700.00,2544.00,40156.00,-2832.00,10456.00,9785.00,18403.00
1988:Q2,619849.00,97227.00,323271.00,25223.00,8292.00,60434.00,101209.00,4193.00,606505.00,454760.00,97324.00,0.00,54075.00,346.00,13344.00,57280.00,-23304.00,93928.00,82626.00,110633.00,4290.00,-32297.00,31492.00,5660.00,-7648.00,0.00,16240.00,3800.00,532.00,-18748.00,21420.00,-156.00,752.00,2712.00,636.00,0.00,3484.00,3771.00,2837.00,63789.00,51852.00,1600.00,50252.00,-3560.00,10768.00,4729.00,11302.00
1988:Q3,638397.00,104140.00,327395.00,27305.00,8508.00,61810.00,104647.00,4592.00,617177.00,461982.00,99508.00,0.00,55322.00,365.00,21220.00,58253.00,-23878.00,103351.00,100737.00,110641.00,4365.00,-14269.00,45888.00,1188.00,2404.00,0.00,2300.00,33204.00,436.00,-23212.00,54884.00,344.00,752.00,1016.00,1220.00,220.00,1160.00,4769.00,-1593.00,60157.00,49624.00,-3276.00,52900.00,-2800.00,10884.00,2449.00,2614.00
1988:Q4,650727.00,107598.00,332358.00,28176.00,8692.00,63012.00,105892.00,4999.00,631723.00,472102.00,101884.00,0.00,57360.00,377.00,19004.00,59190.00,-22782.00,100976.00,92786.00,114273.00,4469.00,-25956.00,73532.00,1364.00,-3620.00,0.00,-11528.00,59364.00,312.00,28584.00,28416.00,808.00,1244.00,6716.00,1500.00,152.00,11812.00,5392.00,2380.00,99488.00,70668.00,6980.00,63688.00,-4000.00,11120.00,21700.00,8190.00
1989:Q1,668428.00,113385.00,340281.00,27812.00,8760.00,65028.00,107758.00,5404.00,649916.00,484917.00,104248.00,0.00,60373.00,378.00,18512.00,60161.00,-23621.00,102294.00,125162.00,114415.00,4601.00,6146.00,57549.00,-3783.00,-3865.00,0.00,31912.00,20374.00,436.00,-29974.00,47256.00,904.00,1752.00,6308.00,1256.00,444.00,2924.00,3375.00,-1396.00,51402.00,30018.00,4280.00,25739.00,1504.00,11388.00,8492.00,-22868.00
1989:Q2,680064.00,118249.00,348136.00,24247.00,8860.00,66279.00,108702.00,5591.00,666435.00,496411.00,107328.00,0.00,62319.00,377.00,13629.00,61302.00,-23407.00,98338.00,150284.00,117849.00,4771.00,27664.00,74702.00,1892.00,-983.00,0.00,9460.00,44855.00,816.00,3531.00,37620.00,636.00,2252.00,7488.00,912.00,1092.00,3844.00,3837.00,2305.00,47038.00,34371.00,2934.00,31437.00,108.00,11716.00,843.00,-51946.00
1989:Q3,687969.00,114509.00,353804.00,22801.00,9020.00,67139.00,115031.00,5665.00,680753.00,506070.00,110996.00,0.00,63312.00,375.00,7216.00,62434.00,-22389.00,92039.00,114109.00,120009.00,4971.00,-10871.00,73428.00,431.00,-8240.00,0.00,13532.00,50955.00,1064.00,12595.00,34652.00,392.00,2252.00,5148.00,612.00,1604.00,1668.00,4007.00,3711.00,84299.00,50293.00,560.00,49733.00,-2408.00,11868.00,24546.00,-22070.00
1989:Q4,686675.00,112413.00,354283.00,22096.00,9256.00,67789.00,115075.00,5763.00,696329.00,517903.00,114820.00,0.00,63232.00,374.00,-9654.00,63568.00,-24179.00,78093.00,87272.00,124582.00,5193.00,-42503.00,74201.00,2880.00,1968.00,0.00,9680.00,40420.00,1188.00,33172.00,4136.00,180.00,1744.00,6312.00,1488.00,2340.00,5504.00,2761.00,848.00,116704.00,75733.00,5454.00,70279.00,-124.00,12220.00,28875.00,-9179.00
1990:Q1,714175.00,119335.00,369086.00,21420.00,9532.00,67967.00,121164.00,5671.00,711664.00,530697.00,118760.00,0.00,61839.00,368.00,2511.00,64773.00,-25363.00,92647.00,134766.00,130713.00,5505.00,-1452.00,90255.00,-1370.00,-9631.00,0.00,1444.00,91218.00,1564.00,130734.00,-42552.00,220.00,1252.00,4912.00,2060.00,3044.00,-1788.00,-1075.00,1440.00,91706.00,72603.00,3035.00,69568.00,1000.00,12636.00,5467.00,-42119.00
1990:Q2,721588.00,122553.00,368737.00,22111.00,9856.00,68188.00,124594.00,5549.00,724981.00,539139.00,124164.00,0.00,61309.00,369.00,-3393.00,66071.00,-24270.00,86948.00,111293.00,129938.00,5692.00,-24337.00,38756.00,-190.00,1898.00,0.00,12644.00,9366.00,2184.00,6038.00,-124.00,516.00,752.00,4936.00,864.00,2704.00,2952.00,-1019.00,4601.00,63094.00,40791.00,1557.00,39234.00,600.00,12652.00,9051.00,-24345.00
1990:Q3,735279.00,123722.00,375747.00,22978.00,10216.00,69443.00,127711.00,5462.00,743182.00,551002.00,130260.00,0.00,61545.00,375.00,-7903.00,67473.00,-24754.00,84324.00,93427.00,131407.00,5823.00,-43803.00,26663.00,-1335.00,-8501.00,0.00,1580.00,21172.00,2720.00,17444.00,-660.00,916.00,752.00,4704.00,4012.00,5352.00,5768.00,-358.00,-5732.00,70465.00,22050.00,3654.00,18396.00,1600.00,12900.00,33915.00,-9103.00
1990:Q4,747269.00,124626.00,382742.00,23436.00,10536.00,68274.00,132076.00,5579.00,764293.00,563879.00,137436.00,0.00,62594.00,384.00,-17024.00,68474.00,-25573.00,77023.00,79817.00,136594.00,5899.00,-62676.00,41788.00,-2214.00,4073.00,0.00,7256.00,14424.00,3156.00,11656.00,-3048.00,1416.00,1244.00,6464.00,152.00,2716.00,2864.00,329.00,5724.00,104464.00,49271.00,3533.00,45738.00,312.00,13444.00,41437.00,-2794.00
1991:Q1,754948.00,121197.00,384567.00,23784.00,10988.00,68059.00,140604.00,5749.00,775820.00,569276.00,141472.00,0.00,64667.00,405.00,-20872.00,69446.00,-26079.00,74653.00,88991.00,135041.00,5847.00,-51897.00,4915.00,3764.00,-34457.00,0.00,-8396.00,39520.00,3720.00,25372.00,7488.00,1252.00,1688.00,5440.00,-1464.00,1196.00,-6120.00,2211.00,3220.00,56812.00,49388.00,4580.00,44808.00,-272.00,13436.00,-5740.00,-14338.00
1991:Q2,769366.00,124526.00,390279.00,23420.00,11420.00,67592.00,146392.00,5737.00,794410.00,575224.00,152180.00,0.00,66593.00,413.00,-25044.00,70512.00,-26213.00,71681.00,88868.00,135829.00,5853.00,-52814.00,51041.00,8065.00,4465.00,0.00,19876.00,2879.00,4404.00,-7637.00,3632.00,416.00,2064.00,2152.00,1724.00,4664.00,4160.00,1980.00,1076.00,103856.00,62651.00,8401.00,54250.00,-708.00,13520.00,28393.00,-17187.00
1991:Q3,787879.00,126101.00,399339.00,23731.00,11832.00,67087.00,154122.00,5667.00,810919.00,583374.00,158628.00,0.00,68501.00,416.00,-23040.00,71409.00,-25689.00,74058.00,93429.00,138102.00,5849.00,-50522.00,102391.00,11210.00,-2789.00,0.00,3880.00,84246.00,5344.00,62278.00,14808.00,-372.00,2188.00,3368.00,268.00,3056.00,4280.00,599.00,-5727.00,152913.00,99469.00,10221.00,89248.00,1592.00,13768.00,38084.00,-19371.00
1991:Q4,805860.00,129420.00,407119.00,23629.00,12236.00,66242.00,161519.00,5695.00,837287.00,592646.00,173788.00,0.00,70439.00,414.00,-31427.00,72102.00,-25239.00,65914.00,15978.00,140206.00,5841.00,-130069.00,81329.00,2848.00,-11531.00,0.00,11324.00,48231.00,6532.00,19919.00,20840.00,-1120.00,2060.00,3072.00,-356.00,2300.00,7280.00,2238.00,15923.00,211397.00,151740.00,4282.00,147458.00,840.00,13992.00,44825.00,49936.00
1992:Q1,815406.00,127470.00,412607.00,25193.00,12608.00,65998.00,166057.00,5473.00,846826.00,603497.00,170544.00,0.00,72386.00,399.00,-31420.00,72695.00,-25913.00,67188.00,124416.00,144791.00,5868.00,-26243.00,23375.00,2137.00,-9199.00,0.00,-10616.00,51439.00,6592.00,102687.00,-58280.00,-1372.00,1812.00,-36.00,2000.00,5876.00,-2820.00,-251.00,-15156.00,49618.00,-1389.00,-25036.00,23647.00,156.00,14284.00,36567.00,-57228.00
1992:Q2,832093.00,136898.00,418002.00,24742.00,12972.00,64340.00,169565.00,5574.00,868094.00,615395.00,178632.00,0.00,73675.00,392.00,-36001.00,73723.00,-27301.00,65023.00,88231.00,141088.00,5856.00,-58713.00,10268.00,215.00,-8405.00,0.00,26248.00,-28211.00,5532.00,-109931.00,73888.00,-1136.00,3436.00,724.00,1712.00,5716.00,5636.00,445.00,6188.00,68981.00,21847.00,1696.00,20151.00,-200.00,14324.00,33010.00,-23208.00
1992:Q3,842922.00,136698.00,424049.00,23177.00,13308.00,63355.00,176457.00,5878.00,886035.00,625533.00,185824.00,0.00,74294.00,384.00,-43113.00,74566.00,-26789.00,58242.00,70843.00,137220.00,5843.00,-72220.00,10990.00,1711.00,1401.00,0.00,-668.00,13233.00,4624.00,-17327.00,23520.00,-996.00,3412.00,-552.00,828.00,4472.00,3208.00,-683.00,-11960.00,83210.00,56340.00,33450.00,22890.00,-200.00,14348.00,12722.00,-12601.00
