date,FL892150005.Q,FL712151003.Q,FL762150005.Q,FL762152005.Q,FL762151005.Q,FL752150005.Q,FL752152005.Q,FL752151005.Q,FL472150053.Q,FL512151003.Q,FL542151073.Q,FL402150005.Q,FL642151073.Q,FL662151003.Q,FL732151003.Q,FL262151003.Q,FL892050005.Q,FL102051003.Q,FL212051003.Q,FL712051000.Q,FL762050005.Q,FL762052005.Q,FL762051005.Q,FL752050005.Q,FL752052005.Q,FL752051005.Q,FL472050053.Q,FL472052053.Q,FL472051053.Q,FL512051003.Q,FL542051073.Q,FL572051005.Q,FL222051043.Q,FL632051000.Q,FL652051003.Q,FL402050005.Q,FL402052033.Q,FL662051003.Q,FL732051003.Q,FL502051003.Q,FL262051003.Q,FL902050005.Q,FL072052006.Q,FL712151103.Q,FL632051103.Q,FL792051115.Q
1997:Q3,1599463.00,0.00,397302.00,ND,ND,81498.00,ND,ND,1586.00,0.00,0.00,0.00,20152.00,1098341.00,584.00,0.00,1640060.00,4004.00,152625.00,13918.00,188910.00,ND,ND,50298.00,ND,ND,3835.00,ND,ND,0.00,0.00,27468.00,32148.00,126978.00,23623.00,102582.00,0.00,814683.00,672.00,0.00,98316.00,-40597.00,5.54,0.00,0.00,0.00
1997:Q4,1597151.00,0.00,414905.00,ND,ND,93800.00,ND,ND,1318.00,0.00,0.00,0.00,24905.00,1060896.00,1327.00,0.00,1603927.00,4562.00,151373.00,23840.00,187893.00,ND,ND,66382.00,ND,ND,3462.00,ND,ND,0.00,0.00,28537.00,28616.00,128900.00,24497.00,90378.00,0.00,773165.00,1499.00,0.00,90823.00,-6776.00,5.50,0.00,0.00,0.00
1998:Q1,1714880.00,0.00,432492.00,ND,ND,108242.00,ND,ND,1234.00,0.00,0.00,0.00,29989.00,1141532.00,1391.00,0.00,1711486.00,3717.00,160000.00,8296.00,215509.00,ND,ND,58519.00,ND,ND,9762.00,ND,ND,0.00,0.00,28934.00,36927.00,138677.00,23125.00,86711.00,0.00,828640.00,462.00,0.00,112207.00,3394.00,5.49,0.00,0.00,0.00
1998:Q2,1714441.00,0.00,396905.00,ND,ND,128833.00,ND,ND,563.00,0.00,0.00,0.00,28103.00,1154988.00,5049.00,0.00,1723850.00,2491.00,154000.00,20546.00,204332.00,ND,ND,70984.00,ND,ND,10132.00,ND,ND,0.00,0.00,29310.00,35839.00,146448.00,25921.00,80024.00,0.00,838291.00,346.00,0.00,105186.00,-9409.00,5.56,0.00,0.00,0.00
1998:Q3,1753505.00,0.00,427783.00,ND,ND,147680.00,ND,ND,289.00,0.00,0.00,0.00,24855.00,1147679.00,5219.00,0.00,1717453.00,3252.00,152079.00,14234.00,229426.00,ND,ND,87978.00,ND,ND,6241.00,ND,ND,0.00,0.00,29583.00,38309.00,165068.00,27795.00,79108.00,0.00,793020.00,324.00,0.00,91036.00,36052.00,5.51,0.00,0.00,0.00
1998:Q4,1591879.00,0.00,469626.00,ND,ND,115221.00,ND,ND,301.00,0.00,0.00,0.00,15133.00,985457.00,6141.00,0.00,1586869.00,4208.00,155552.00,30376.00,245906.00,ND,ND,74149.00,ND,ND,6828.00,ND,ND,0.00,0.00,29690.00,37532.00,141711.00,24858.00,77007.00,0.00,681271.00,5788.00,0.00,71993.00,5010.00,4.68,0.00,0.00,0.00
1999:Q1,1622027.00,0.00,475041.00,ND,ND,116263.00,ND,ND,750.00,0.00,0.00,0.00,16138.00,1009463.00,4372.00,0.00,1575227.00,4775.00,155072.00,18336.00,217889.00,ND,ND,70797.00,ND,ND,7340.00,ND,ND,0.00,0.00,30857.00,41037.00,140678.00,26040.00,70429.00,0.00,701566.00,4085.00,0.00,86326.00,46800.00,4.81,0.00,0.00,0.00
1999:Q2,1610436.00,0.00,487113.00,ND,ND,117044.00,ND,ND,1105.00,0.00,0.00,0.00,16323.00,984322.00,4529.00,0.00,1566242.00,3434.00,153653.00,14279.00,218665.00,ND,ND,69932.00,ND,ND,7134.00,ND,ND,0.00,0.00,31023.00,40909.00,142795.00,27498.00,68251.00,0.00,701006.00,4405.00,0.00,83258.00,44194.00,4.76,0.00,0.00,0.00
1999:Q3,1603090.00,0.00,473556.00,ND,ND,104578.00,ND,ND,705.00,0.00,0.00,0.00,15765.00,1003400.00,5086.00,0.00,1564127.00,6089.00,152094.00,22063.00,194399.00,ND,ND,65532.00,ND,ND,4635.00,ND,ND,0.00,0.00,31434.00,39259.00,141824.00,26902.00,69738.00,0.00,722563.00,5231.00,0.00,82364.00,38963.00,5.22,0.00,0.00,0.00
1999:Q4,1655006.00,0.00,497699.00,ND,ND,96290.00,ND,ND,1276.00,0.00,0.00,0.00,14875.00,1037512.00,7354.00,0.00,1717008.00,5793.00,153061.00,140640.00,198196.00,ND,ND,61557.00,ND,ND,9272.00,ND,ND,0.00,0.00,31634.00,40375.00,143975.00,29287.00,89730.00,0.00,726688.00,6857.00,0.00,79943.00,-62002.00,5.30,0.00,0.00,0.00
2000:Q1,1729936.00,0.00,528294.00,ND,ND,99305.00,ND,ND,303.00,0.00,0.00,0.00,12573.00,1084020.00,5441.00,0.00,1653272.00,7995.00,151373.00,23745.00,216180.00,ND,ND,75513.00,ND,ND,9618.00,ND,ND,0.00,0.00,30689.00,45400.00,162665.00,30244.00,90592.00,0.00,728626.00,4735.00,0.00,75897.00,76664.00,5.85,0.00,0.00,0.00
2000:Q2,1777625.00,0.00,527424.00,ND,ND,123874.00,ND,ND,1735.00,0.00,0.00,0.00,12261.00,1106944.00,5387.00,0.00,1682605.00,5943.00,148326.00,26930.00,202061.00,ND,ND,88061.00,ND,ND,2830.00,ND,ND,0.00,0.00,29423.00,45179.00,174297.00,35474.00,80851.00,0.00,751545.00,4220.00,0.00,87465.00,95020.00,6.53,0.00,0.00,0.00
2000:Q3,1809499.00,0.00,516277.00,ND,ND,136438.00,ND,ND,877.00,0.00,0.00,0.00,12828.00,1137895.00,5184.00,0.00,1673583.00,5763.00,146236.00,17320.00,194309.00,ND,ND,99808.00,ND,ND,7835.00,ND,ND,0.00,0.00,28061.00,41857.00,179165.00,37436.00,83691.00,0.00,735559.00,4128.00,0.00,92415.00,135916.00,6.52,0.00,0.00,0.00
2000:Q4,1883290.00,0.00,514216.00,ND,ND,156117.00,ND,ND,392.00,0.00,0.00,0.00,12361.00,1194356.00,5848.00,0.00,1809851.00,4204.00,142753.00,43375.00,240728.00,ND,ND,107130.00,ND,ND,4001.00,ND,ND,0.00,0.00,26532.00,39836.00,187441.00,36499.00,80584.00,55263.00,798457.00,6978.00,0.00,91333.00,73439.00,6.40,0.00,0.00,0.00
2001:Q1,2123314.00,0.00,534064.00,ND,ND,167744.00,ND,ND,1056.00,765.00,2650.00,104.00,13589.00,1263615.00,5644.00,134083.00,1961861.00,3349.00,139738.00,21995.00,272166.00,ND,ND,119658.00,ND,ND,10844.00,ND,ND,2078.00,1521.00,21600.00,36015.00,214649.00,30272.00,100072.00,63633.00,853403.00,5018.00,0.00,129483.00,161453.00,5.31,0.00,0.00,0.00
2001:Q2,2148251.00,0.00,533538.00,ND,ND,144593.00,ND,ND,691.00,707.00,2396.00,230.00,15661.00,1314999.00,5743.00,129693.00,1953622.00,3196.00,138489.00,23250.00,270434.00,ND,ND,92154.00,ND,ND,8347.00,ND,ND,2363.00,3186.00,20325.00,38694.00,218307.00,28019.00,92994.00,48957.00,882604.00,5001.00,0.00,126259.00,194629.00,3.97,0.00,0.00,0.00
2001:Q3,2194089.00,0.00,551297.00,ND,ND,131988.00,ND,ND,66.00,350.00,2827.00,254.00,18187.00,1370856.00,6121.00,112143.00,1986900.00,3496.00,133722.00,47880.00,299461.00,ND,ND,83083.00,ND,ND,7921.00,ND,ND,1446.00,1785.00,19021.00,36372.00,228886.00,27387.00,91413.00,54870.00,888072.00,5193.00,0.00,111762.00,207189.00,3.07,0.00,0.00,0.00
2001:Q4,2214102.00,0.00,538443.00,ND,ND,143687.00,ND,ND,1634.00,1655.00,1279.00,800.00,21552.00,1362191.00,4882.00,137979.00,2055772.00,3980.00,131894.00,50250.00,278725.00,ND,ND,95970.00,ND,ND,2492.00,ND,ND,1743.00,1360.00,17674.00,33951.00,239318.00,25828.00,105467.00,48394.00,909954.00,6095.00,0.00,151071.00,158330.00,1.82,0.00,0.00,0.00
2002:Q1,2247407.00,0.00,545018.00,ND,ND,117412.00,ND,ND,308.00,1195.00,15874.00,2290.00,27694.00,1409490.00,4927.00,123199.00,2047616.00,2673.00,127707.00,29500.00,284034.00,ND,ND,82759.00,ND,ND,7270.00,ND,ND,2653.00,6932.00,18624.00,32430.00,243606.00,29615.00,94032.00,53735.00,949294.00,3937.00,0.00,132550.00,199791.00,1.73,0.00,0.00,0.00
2002:Q2,2413948.00,0.00,538976.00,ND,ND,140477.00,ND,ND,366.00,1350.00,17305.00,1704.00,32191.00,1516532.00,6263.00,158784.00,2118086.00,5667.00,123382.00,32000.00,280656.00,ND,ND,90352.00,ND,ND,2359.00,ND,ND,2641.00,8933.00,18685.00,28708.00,260460.00,25205.00,81616.00,48802.00,986128.00,5248.00,0.00,166046.00,295862.00,1.75,0.00,0.00,0.00
2002:Q3,2491802.00,0.00,558570.00,ND,ND,167583.00,ND,ND,546.00,1784.00,14892.00,1500.00,36926.00,1538119.00,5314.00,166568.00,2248193.00,5282.00,118432.00,21750.00,298813.00,ND,ND,98922.00,ND,ND,5036.00,ND,ND,2796.00,11169.00,18989.00,28337.00,257677.00,23595.00,90166.00,51514.00,1050004.00,4053.00,0.00,213172.00,243609.00,1.75,0.00,0.00,0.00
2002:Q4,2503955.00,21091.00,582211.00,ND,ND,191590.00,ND,ND,623.00,941.00,13887.00,1699.00,36180.00,1487519.00,6629.00,161585.00,2237411.00,6171.00,115552.00,39500.00,284374.00,ND,ND,114186.00,ND,ND,2301.00,ND,ND,2681.00,4787.00,19021.00,27056.00,285285.00,25827.00,98260.00,46681.00,1016817.00,5459.00,0.00,190134.00,266544.00,1.24,0.00,0.00,0.00
2003:Q1,2604412.00,19418.00,611386.00,ND,ND,241972.00,87573.00,154399.00,611.00,3458.00,19696.00,1900.00,33230.00,1477932.00,12773.00,182036.00,2427869.00,5717.00,115478.00,31750.00,323880.00,ND,ND,136369.00,32601.00,103768.00,5035.00,ND,ND,3386.00,12267.00,19439.00,25808.00,268065.00,25825.00,82001.00,42781.00,987076.00,6607.00,0.00,379166.00,176543.00,1.25,0.00,0.00,0.00
2003:Q2,2794300.00,22080.00,654343.00,ND,ND,252927.00,71130.00,181797.00,1002.00,6309.00,19774.00,2200.00,38302.00,1575031.00,16489.00,205843.00,2547571.00,6221.00,119044.00,31750.00,338929.00,ND,ND,136767.00,40107.00,96660.00,3735.00,ND,ND,3628.00,9841.00,19817.00,25137.00,263614.00,27139.00,93704.00,41198.00,1081286.00,7721.00,0.00,379238.00,246729.00,1.22,0.00,0.00,0.00
2003:Q3,2748202.00,24983.00,599795.00,ND,ND,231458.00,70196.00,161262.00,1782.00,3112.00,22839.00,2700.00,38326.00,1575534.00,8801.00,238872.00,2494984.00,7241.00,116854.00,37500.00,329701.00,ND,ND,149984.00,45261.00,104723.00,5159.00,ND,ND,3554.00,8596.00,20096.00,24017.00,231787.00,27144.00,76516.00,39629.00,1020545.00,6624.00,0.00,429666.00,253218.00,1.01,0.00,0.00,0.00
2003:Q4,2778199.00,25652.00,575710.00,ND,ND,207868.00,57479.00,150389.00,3139.00,2134.00,14680.00,6373.00,41634.00,1653056.00,8085.00,239868.00,2535016.00,5986.00,117058.00,43750.00,291307.00,ND,ND,142209.00,30456.00,111753.00,2872.00,ND,ND,3234.00,2251.00,20459.00,23446.00,257492.00,31045.00,78769.00,36729.00,1035966.00,6004.00,0.00,473168.00,243183.00,0.98,0.00,0.00,0.00
2004:Q1,2992298.00,21701.00,615338.00,ND,ND,239350.00,73273.00,166077.00,632.00,1224.00,15327.00,2700.00,51894.00,1756239.00,10770.00,277123.00,2778514.00,5183.00,117115.00,27500.00,311066.00,ND,ND,172312.00,28499.00,143813.00,4476.00,ND,ND,3453.00,3869.00,20693.00,22910.00,273174.00,48156.00,87245.00,40954.00,1125794.00,9548.00,0.00,546020.00,213784.00,1.00,0.00,0.00,0.00
2004:Q2,3070682.00,19228.00,634207.00,ND,ND,250442.00,58288.00,192154.00,1220.00,2598.00,17509.00,2700.00,58281.00,1802454.00,3248.00,278795.00,2922262.00,4829.00,121146.00,33500.00,308451.00,ND,ND,168995.00,19214.00,149781.00,3305.00,ND,ND,3554.00,3681.00,21236.00,21359.00,261100.00,30399.00,90650.00,40927.00,1269228.00,1850.00,0.00,578979.00,148420.00,1.03,0.00,0.00,0.00
2004:Q3,3378368.00,25693.00,661241.00,ND,ND,243214.00,60673.00,182541.00,2229.00,1297.00,16826.00,2700.00,62046.00,2020283.00,4064.00,338775.00,3111670.00,5719.00,121643.00,29250.00,330643.00,ND,ND,173565.00,20087.00,153478.00,4066.00,ND,ND,4019.00,3247.00,21488.00,16607.00,262122.00,31302.00,92787.00,60315.00,1372586.00,2838.00,0.00,639788.00,266698.00,1.61,0.00,0.00,0.00
2004:Q4,3288315.00,30783.00,612455.00,ND,ND,210416.00,57785.00,152631.00,2941.00,1156.00,13481.00,5179.00,70300.00,1950572.00,2930.00,388102.00,3020684.00,6422.00,123760.00,33000.00,327130.00,ND,ND,130410.00,22959.00,107451.00,4521.00,ND,ND,2024.00,3824.00,21011.00,15833.00,238814.00,36910.00,96346.00,54597.00,1314909.00,2109.00,0.00,663661.00,267631.00,2.16,0.00,0.00,0.00
2005:Q1,3481640.00,24106.00,614941.00,ND,ND,204198.00,61937.00,142261.00,522.00,1862.00,19935.00,4077.00,72024.00,2142962.00,9964.00,387049.00,3151016.00,6190.00,124282.00,31000.00,325144.00,ND,ND,144472.00,18462.00,126010.00,5586.00,ND,ND,2402.00,10832.00,21901.00,13737.00,256797.00,41111.00,98428.00,61723.00,1389900.00,9515.00,0.00,669719.00,330624.00,2.63,0.00,0.00,0.00
2005:Q2,3684465.00,26183.00,637427.00,ND,ND,218277.00,58679.00,159598.00,2307.00,1768.00,19903.00,3333.00,75141.00,2248693.00,12157.00,439276.00,3219153.00,8459.00,124398.00,34500.00,277144.00,ND,ND,162900.00,23762.00,139138.00,3378.00,ND,ND,2999.00,8696.00,21894.00,12800.00,299129.00,40042.00,93942.00,60827.00,1432068.00,10023.00,0.00,686781.00,465312.00,3.04,0.00,0.00,0.00
2005:Q3,3860174.00,26920.00,667781.00,ND,ND,231958.00,70454.00,161504.00,4489.00,1173.00,20717.00,2367.00,80612.00,2372700.00,12609.00,438848.00,3410990.00,11692.00,128623.00,25750.00,308776.00,ND,ND,167998.00,20012.00,147986.00,6872.00,ND,ND,2529.00,6037.00,21905.00,8613.00,308696.00,39407.00,112749.00,81739.00,1515538.00,11097.00,0.00,734708.00,449184.00,3.62,0.00,0.00,0.00
2005:Q4,3760529.00,30505.00,654006.00,ND,ND,252480.00,71215.00,181265.00,3978.00,1305.00,20925.00,3299.00,83486.00,2320420.00,9138.00,380987.00,3363983.00,14560.00,130198.00,46750.00,306251.00,ND,ND,169201.00,34100.00,135101.00,6725.00,ND,ND,2663.00,2839.00,22079.00,6958.00,352601.00,37653.00,110294.00,80557.00,1441689.00,8502.00,0.00,705020.00,396546.00,4.16,0.00,0.00,0.00
2006:Q1,4052655.00,26540.00,689246.00,ND,ND,239707.00,76057.00,163650.00,1911.00,1294.00,24061.00,2395.00,84559.00,2451964.00,10603.00,520375.00,3709272.00,10103.00,129297.00,26750.00,335247.00,ND,ND,176567.00,31987.00,144580.00,9220.00,ND,ND,2127.00,2104.00,22436.00,5088.00,347000.00,46132.00,118708.00,84619.00,1475444.00,10588.00,0.00,992461.00,343383.00,4.59,0.00,0.00,0.00
2006:Q2,4131178.00,29164.00,722252.00,ND,ND,246473.00,76199.00,170274.00,4857.00,1259.00,23457.00,2397.00,93613.00,2484115.00,10630.00,512961.00,3683918.00,12154.00,130683.00,31250.00,293712.00,ND,ND,192637.00,24700.00,167937.00,6760.00,ND,ND,1655.00,1967.00,22640.00,2727.00,358816.00,46550.00,111372.00,73449.00,1481833.00,10708.00,0.00,978454.00,447260.00,4.99,0.00,0.00,0.00
2006:Q3,4504355.00,31155.00,780152.00,ND,ND,288228.00,90188.00,198040.00,5811.00,1340.00,20358.00,2200.00,98359.00,2713889.00,13032.00,549831.00,3951481.00,12668.00,134247.00,21500.00,376849.00,ND,ND,208260.00,28783.00,179477.00,6132.00,ND,ND,2924.00,2185.00,22864.00,2878.00,376385.00,48472.00,118792.00,77300.00,1560711.00,13411.00,0.00,1043203.00,552874.00,5.25,0.00,0.00,0.00
2006:Q4,4432733.00,29615.00,680932.00,ND,ND,309811.00,86347.00,223464.00,4892.00,1198.00,21242.00,2900.00,97890.00,2707100.00,10253.00,566900.00,3844677.00,15533.00,136040.00,40750.00,377384.00,ND,ND,228440.00,23092.00,205348.00,5130.00,ND,ND,1920.00,2762.00,3484.00,3032.00,403457.00,45383.00,119622.00,77056.00,1426501.00,9485.00,0.00,1025754.00,588056.00,5.24,0.00,0.00,0.00
2007:Q1,4868612.00,37283.00,703874.00,ND,ND,320046.00,107176.00,212870.00,394.00,572.00,17864.00,3400.00,104036.00,3031200.00,10609.00,639334.00,4224935.00,13914.00,139117.00,33250.00,416783.00,ND,ND,229605.00,16835.00,212770.00,10248.00,ND,ND,2874.00,2154.00,3543.00,3188.00,396303.00,44765.00,154513.00,98214.00,1588288.00,9963.00,0.00,1176427.00,643677.00,5.26,0.00,0.00,0.00
2007:Q2,4954954.00,32349.00,717885.00,ND,ND,329344.00,112124.00,217220.00,1593.00,819.00,18403.00,3112.00,106330.00,3040040.00,8804.00,696275.00,4312532.00,8695.00,140397.00,25250.00,392304.00,ND,ND,243772.00,33419.00,210353.00,6857.00,ND,ND,3610.00,3014.00,3603.00,3345.00,435374.00,42772.00,148511.00,100372.00,1631506.00,8077.00,0.00,1215445.00,642422.00,5.25,0.00,0.00,0.00
2007:Q3,5012825.00,35689.00,720940.00,ND,ND,295731.00,82643.00,213088.00,3052.00,627.00,19162.00,3045.00,85612.00,3132240.00,7645.00,709082.00,4422791.00,7643.00,141738.00,44750.00,470237.00,ND,ND,253065.00,33699.00,219366.00,7986.00,ND,ND,4092.00,3113.00,3663.00,3264.00,539867.00,44483.00,125863.00,98195.00,1621607.00,6795.00,0.00,1144625.00,590034.00,4.94,0.00,0.00,0.00
2007:Q4,4848269.00,43985.00,736917.00,ND,ND,288352.00,70748.00,217604.00,2945.00,515.00,20178.00,2269.00,91702.00,2972596.00,7735.00,681075.00,4486344.00,8050.00,142291.00,46500.00,520177.00,ND,ND,245611.00,20916.00,224695.00,2547.00,ND,ND,3612.00,2978.00,3723.00,3184.00,618354.00,46014.00,144128.00,85818.00,1593897.00,6898.00,0.00,1098380.00,361925.00,4.24,0.00,0.00,0.00
2008:Q1,5166959.00,44101.00,725096.00,ND,ND,309096.00,111465.00,197631.00,1671.00,2208.00,21343.00,1911.00,89859.00,3109008.00,5721.00,856945.00,4647393.00,7100.00,141481.00,76000.00,537692.00,ND,ND,204552.00,31733.00,172819.00,4033.00,ND,ND,1877.00,3285.00,3480.00,3110.00,603934.00,45908.00,133015.00,92601.00,1687891.00,5089.00,0.00,1188946.00,519566.00,2.61,0.00,0.00,0.00
2008:Q2,4803722.00,43822.00,740906.00,ND,ND,268010.00,94175.00,173835.00,1537.00,2425.00,23505.00,1643.00,91623.00,2878762.00,5993.00,745496.00,4461278.00,8056.00,138175.00,114500.00,549897.00,ND,ND,166197.00,22327.00,143870.00,1986.00,ND,ND,2914.00,3411.00,3237.00,3033.00,528965.00,51905.00,143254.00,89354.00,1693690.00,5556.00,0.00,1046502.00,342444.00,2.00,0.00,0.00,0.00
2008:Q3,4841898.00,77937.00,765084.00,ND,ND,230100.00,90894.00,139206.00,2693.00,1847.00,21470.00,3079.00,89575.00,2936749.00,4912.00,708452.00,4471060.00,5300.00,132943.00,83000.00,579694.00,ND,ND,165386.00,33774.00,131612.00,61.00,ND,ND,2684.00,3902.00,2995.00,3054.00,605118.00,46523.00,139677.00,94331.00,1778442.00,5029.00,0.00,917252.00,370838.00,1.81,0.00,0.00,0.00
2008:Q4,3553991.00,88352.00,727174.00,ND,ND,131673.00,32564.00,99109.00,723.00,2369.00,12905.00,1277.00,79364.00,2107189.00,713.00,402252.00,3436646.00,7178.00,129830.00,80000.00,575071.00,ND,ND,68081.00,6444.00,61637.00,134.00,ND,ND,4405.00,8314.00,2752.00,3056.00,554862.00,35257.00,115791.00,40299.00,1288380.00,322.00,0.00,563213.00,117345.00,0.16,0.00,0.00,0.00
2009:Q1,3521097.00,70590.00,691166.00,ND,ND,170788.00,47491.00,123297.00,204.00,774.00,13214.00,1212.00,79258.00,1972935.00,696.00,520260.00,3457418.00,7469.00,125860.00,0.00,489499.00,ND,ND,92945.00,11631.00,81314.00,120.00,ND,ND,4396.00,13010.00,2791.00,3025.00,578141.00,24354.00,160574.00,63402.00,1353304.00,28494.00,100.00,573336.00,63679.00,0.18,0.00,0.00,0.00
2009:Q2,3481933.00,72669.00,684614.00,ND,ND,216105.00,57929.00,158176.00,223.00,717.00,10867.00,1200.00,81975.00,1934789.00,813.00,477961.00,3166081.00,7904.00,125884.00,0.00,403761.00,ND,ND,88623.00,9853.00,78770.00,94.00,ND,ND,5328.00,11228.00,2830.00,2958.00,499161.00,29459.00,103428.00,57731.00,1306277.00,34398.00,100.00,544648.00,315852.00,0.21,0.00,0.00,0.00
2009:Q3,3527669.00,68913.00,651872.00,ND,ND,212742.00,45897.00,166845.00,66.00,683.00,14256.00,1312.00,89127.00,1958487.00,621.00,529590.00,3142654.00,8997.00,127298.00,0.00,333783.00,ND,ND,74722.00,4169.00,70553.00,101.00,ND,ND,6133.00,12032.00,2868.00,2929.00,505468.00,37039.00,117586.00,64814.00,1348320.00,39547.00,100.00,525731.00,385015.00,0.15,0.00,0.00,0.00
2009:Q4,3175565.00,77732.00,532142.00,ND,ND,195196.00,109743.00,85453.00,0.00,632.00,12434.00,1200.00,90480.00,1810404.00,553.00,454792.00,2869890.00,7852.00,126738.00,0.00,266888.00,ND,ND,68175.00,4097.00,64078.00,139.00,ND,ND,4527.00,10660.00,2907.00,2898.00,489612.00,43372.00,123336.00,54597.00,1185046.00,48212.00,103.00,489425.00,305675.00,0.12,0.00,0.00,0.00
2010:Q1,3515919.00,57766.00,557453.00,ND,ND,222046.00,45491.00,176555.00,0.00,472.00,9151.00,1380.00,88913.00,2029430.00,1002.00,548306.00,3164951.00,8996.00,125449.00,0.00,255946.00,ND,ND,73649.00,6022.00,67627.00,88.00,ND,ND,8276.00,11907.00,2848.00,2866.00,448018.00,42183.00,177803.00,78966.00,1409996.00,52402.00,104.00,544420.00,350968.00,0.16,0.00,0.00,0.00
2010:Q2,3595074.00,67223.00,521214.00,ND,ND,245035.00,47219.00,197816.00,0.00,649.00,9848.00,1342.00,94388.00,2029815.00,1264.00,624296.00,3235877.00,9221.00,123669.00,0.00,255110.00,ND,ND,81954.00,3515.00,78439.00,113.00,ND,ND,6065.00,11568.00,2789.00,2835.00,472781.00,31337.00,165174.00,69982.00,1494231.00,60244.00,105.00,518681.00,359197.00,0.18,0.00,0.00,0.00
2010:Q3,3624897.00,63810.00,532772.00,ND,ND,258088.00,31022.00,227066.00,0.00,528.00,10971.00,1385.00,102040.00,1972256.00,2324.00,680723.00,3303704.00,11547.00,125068.00,0.00,264024.00,ND,ND,102852.00,3046.00,99806.00,0.00,ND,ND,5879.00,11568.00,2730.00,3024.00,503691.00,35737.00,165135.00,75162.00,1419807.00,69608.00,106.00,582928.00,321193.00,0.19,0.00,0.00,0.00
2010:Q4,3597894.00,59703.00,484036.00,ND,ND,250010.00,34006.00,216004.00,0.00,1455.00,10258.00,1252.00,120385.00,2006272.00,795.00,663728.00,3256742.00,12127.00,125769.00,0.00,267630.00,ND,ND,88440.00,2258.00,86182.00,2.00,2.00,0.00,3801.00,11627.00,2671.00,3220.00,489035.00,40555.00,151208.00,75855.00,1428487.00,50286.00,107.00,581777.00,341152.00,0.18,0.00,0.00,0.00
2011:Q1,3692430.00,62171.00,444254.00,ND,ND,252430.00,39902.00,212528.00,0.00,3293.00,12762.00,1225.00,160811.00,2087152.00,1118.00,667214.00,3325341.00,12639.00,123328.00,0.00,222747.00,ND,ND,90221.00,3741.00,86480.00,0.00,0.00,0.00,3113.00,8380.00,2680.00,3419.00,446396.00,65471.00,157476.00,80811.00,1488070.00,58677.00,108.00,642616.00,367089.00,0.14,0.00,0.00,0.00
2011:Q2,3754903.00,70309.00,427981.00,ND,ND,242825.00,33680.00,209145.00,0.00,3349.00,12522.00,1200.00,187103.00,2077502.00,1313.00,730799.00,3379577.00,12827.00,121372.00,0.00,224863.00,ND,ND,90366.00,3758.00,86608.00,18845.00,18845.00,0.00,2720.00,8710.00,2689.00,3630.00,463963.00,71212.00,116317.00,54871.00,1505538.00,61726.00,109.00,674690.00,375326.00,0.09,0.00,0.00,0.00
2011:Q3,3885321.00,84123.00,423209.00,ND,ND,297423.00,31351.00,266072.00,0.00,3236.00,11530.00,1200.00,210856.00,2105050.00,1188.00,747506.00,3555886.00,11878.00,121455.00,0.00,252385.00,ND,ND,124034.00,4485.00,119549.00,10909.00,10909.00,0.00,2538.00,9096.00,2698.00,3487.00,502478.00,77475.00,115474.00,55941.00,1649834.00,52684.00,110.00,619351.00,329435.00,0.08,0.00,0.00,0.00
2011:Q4,3883208.00,99900.00,402499.00,ND,ND,304400.00,24109.00,280291.00,0.00,3126.00,12108.00,400.00,218106.00,2076730.00,1216.00,764723.00,3508092.00,12576.00,121225.00,0.00,242589.00,ND,ND,120110.00,3730.00,116380.00,15893.00,15893.00,0.00,2438.00,6576.00,2707.00,3330.00,500699.00,55555.00,112262.00,41139.00,1583056.00,50466.00,111.00,678499.00,375116.00,0.07,0.00,0.00,0.00
2012:Q1,3953768.00,96671.00,379514.00,70604.00,308910.00,326731.00,31867.00,294864.00,0.00,3053.00,14148.00,0.00,261577.00,2108585.00,1138.00,762351.00,3428269.00,13910.00,121073.00,0.00,229180.00,47280.00,181900.00,152431.00,6992.00,145439.00,20859.00,20809.00,50.00,2209.00,9363.00,2628.00,3171.00,508527.00,60500.00,107156.00,47323.00,1550051.00,233.00,112.00,646866.00,525499.00,0.13,0.00,0.00,0.00
2012:Q2,4034101.00,85478.00,400260.00,70677.00,329583.00,328650.00,24755.00,303895.00,0.00,1897.00,14862.00,153.00,281849.00,2143688.00,1052.00,776212.00,3515570.00,13817.00,122226.00,0.00,244427.00,53799.00,190628.00,173212.00,4640.00,168572.00,12940.00,12940.00,0.00,1566.00,9534.00,2550.00,3023.00,525688.00,64473.00,138878.00,47072.00,1575758.00,274.00,113.00,627091.00,518531.00,0.16,0.00,0.00,0.00
2012:Q3,4077141.00,92743.00,381876.00,76578.00,305298.00,314915.00,24023.00,290892.00,0.00,1806.00,16394.00,0.00,321850.00,2164911.00,1171.00,781475.00,3655776.00,11159.00,124327.00,0.00,284454.00,53888.00,230566.00,182785.00,4205.00,178580.00,8580.00,8505.00,75.00,1659.00,9991.00,2471.00,3041.00,523338.00,69142.00,174945.00,51326.00,1608449.00,402.00,114.00,650919.00,421365.00,0.14,0.00,0.00,0.00
2012:Q4,4127813.00,107188.00,349900.00,69383.00,280517.00,325021.00,21464.00,303557.00,0.00,2100.00,14373.00,0.00,320553.00,2207900.00,49.00,800729.00,3729144.00,9696.00,125501.00,0.00,302673.00,58087.00,244586.00,178272.00,2950.00,175322.00,9657.00,9582.00,75.00,1670.00,8680.00,2393.00,3057.00,554802.00,61869.00,150830.00,44010.00,1638171.00,10493.00,115.00,671265.00,398669.00,0.16,0.00,0.00,0.00
