date,FL892150005.Q,FL712151003.Q,FL762150005.Q,FL762152005.Q,FL762151005.Q,FL752150005.Q,FL752152005.Q,FL752151005.Q,FL472150053.Q,FL512151003.Q,FL542151073.Q,FL402150005.Q,FL642151073.Q,FL662151003.Q,FL732151003.Q,FL262151003.Q,FL892050005.Q,FL102051003.Q,FL212051003.Q,FL712051000.Q,FL762050005.Q,FL762052005.Q,FL762051005.Q,FL752050005.Q,FL752052005.Q,FL752051005.Q,FL472050053.Q,FL472052053.Q,FL472051053.Q,FL512051003.Q,FL542051073.Q,FL572051005.Q,FL222051043.Q,FL632051000.Q,FL652051003.Q,FL402050005.Q,FL402052033.Q,FL662051003.Q,FL732051003.Q,FL502051003.Q,FL262051003.Q,FL902050005.Q,FL072052006.Q,FL712151103.Q,FL632051103.Q,FL792051115.Q
1963:Q2,1096.00,0.00,1087.00,ND,ND,9.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1760.00,0.00,0.00,220.00,850.00,ND,ND,16.00,ND,ND,0.00,ND,ND,0.00,0.00,385.00,0.00,0.00,289.00,0.00,0.00,0.00,0.00,0.00,0.00,-664.00,2.99,0.00,0.00,0.00
1963:Q3,1854.00,0.00,1849.00,ND,ND,5.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3375.00,0.00,1004.00,120.00,1554.00,ND,ND,18.00,ND,ND,0.00,ND,ND,0.00,0.00,393.00,0.00,0.00,286.00,0.00,0.00,0.00,0.00,0.00,0.00,-1521.00,3.48,0.00,0.00,0.00
1963:Q4,1022.00,0.00,1012.00,ND,ND,10.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062.00,0.00,-745.00,103.00,970.00,ND,ND,18.00,ND,ND,0.00,ND,ND,0.00,0.00,409.00,0.00,0.00,307.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,3.38,0.00,0.00,0.00
1964:Q1,2425.00,0.00,2411.00,ND,ND,14.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2290.00,68.00,-943.00,280.00,2133.00,ND,ND,18.00,ND,ND,0.00,ND,ND,0.00,0.00,435.00,0.00,0.00,290.00,9.00,0.00,0.00,0.00,0.00,0.00,135.00,3.43,0.00,0.00,0.00
1964:Q2,1533.00,0.00,1515.00,ND,ND,18.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2540.00,169.00,0.00,360.00,1172.00,ND,ND,18.00,ND,ND,0.00,ND,ND,0.00,0.00,471.00,0.00,0.00,334.00,16.00,0.00,0.00,0.00,0.00,0.00,-1007.00,3.50,0.00,0.00,0.00
1964:Q3,2017.00,0.00,2000.00,ND,ND,17.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3678.00,135.00,344.00,440.00,1955.00,ND,ND,14.00,ND,ND,0.00,ND,ND,0.00,0.00,507.00,0.00,0.00,263.00,20.00,0.00,0.00,0.00,0.00,0.00,-1661.00,3.45,0.00,0.00,0.00
1964:Q4,1914.00,0.00,1892.00,ND,ND,22.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1374.00,309.00,-1758.00,573.00,1331.00,ND,ND,74.00,ND,ND,0.00,ND,ND,0.00,0.00,537.00,0.00,0.00,281.00,27.00,0.00,0.00,0.00,0.00,0.00,540.00,3.85,0.00,0.00,0.00
1965:Q1,2689.00,0.00,2671.00,ND,ND,18.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3032.00,280.00,-848.00,550.00,2048.00,ND,ND,32.00,ND,ND,0.00,ND,ND,0.00,0.00,560.00,0.00,0.00,387.00,23.00,0.00,0.00,0.00,0.00,0.00,-343.00,4.04,0.00,0.00,0.00
1965:Q2,2290.00,0.00,2277.00,ND,ND,13.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3236.00,198.00,0.00,450.00,1540.00,ND,ND,47.00,ND,ND,0.00,ND,ND,0.00,0.00,577.00,0.00,0.00,405.00,19.00,0.00,0.00,0.00,0.00,0.00,-946.00,4.04,0.00,0.00,0.00
1965:Q3,3221.00,0.00,3208.00,ND,ND,13.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4560.00,336.00,539.00,350.00,2246.00,ND,ND,49.00,ND,ND,0.00,ND,ND,0.00,0.00,594.00,0.00,0.00,438.00,8.00,0.00,0.00,0.00,0.00,0.00,-1339.00,4.01,0.00,0.00,0.00
1965:Q4,2458.00,0.00,2438.00,ND,ND,20.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3520.00,593.00,-708.00,402.00,2063.00,ND,ND,58.00,ND,ND,0.00,ND,ND,0.00,0.00,616.00,0.00,0.00,496.00,0.00,0.00,0.00,0.00,0.00,0.00,-1062.00,4.32,0.00,0.00,0.00
1966:Q1,2416.00,0.00,2400.00,ND,ND,16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3902.00,512.00,-265.00,400.00,2060.00,ND,ND,48.00,ND,ND,0.00,ND,ND,0.00,0.00,642.00,0.00,0.00,493.00,12.00,0.00,0.00,0.00,0.00,0.00,-1486.00,4.65,0.00,0.00,0.00
1966:Q2,2364.00,0.00,2352.00,ND,ND,12.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4340.00,439.00,0.00,500.00,2059.00,ND,ND,66.00,ND,ND,0.00,ND,ND,0.00,0.00,671.00,0.00,0.00,583.00,22.00,0.00,0.00,0.00,0.00,0.00,-1976.00,5.17,0.00,0.00,0.00
1966:Q3,2624.00,0.00,2600.00,ND,ND,24.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6568.00,481.00,1708.00,500.00,2300.00,ND,ND,46.00,ND,ND,0.00,ND,ND,0.00,0.00,702.00,0.00,0.00,794.00,37.00,0.00,0.00,0.00,0.00,0.00,-3944.00,5.40,0.00,0.00,0.00
1966:Q4,2858.00,0.00,2824.00,ND,ND,34.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6534.00,895.00,805.00,785.00,2461.00,ND,ND,38.00,ND,ND,0.00,ND,ND,0.00,0.00,734.00,0.00,0.00,767.00,49.00,0.00,0.00,0.00,0.00,0.00,-3676.00,5.40,0.00,0.00,0.00
1967:Q1,3633.00,0.00,3600.00,ND,ND,33.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5930.00,568.00,20.00,600.00,3200.00,ND,ND,11.00,ND,ND,0.00,ND,ND,0.00,0.00,767.00,0.00,0.00,733.00,31.00,0.00,0.00,0.00,0.00,0.00,-2297.00,4.53,0.00,0.00,0.00
1967:Q2,4444.00,0.00,4411.00,ND,ND,33.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689.00,667.00,0.00,500.00,3874.00,ND,ND,24.00,ND,ND,0.00,ND,ND,0.00,0.00,803.00,0.00,0.00,801.00,20.00,0.00,0.00,0.00,0.00,0.00,-2245.00,3.98,0.00,0.00,0.00
1967:Q3,4730.00,0.00,4700.00,ND,ND,30.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7528.00,605.00,959.00,400.00,3900.00,ND,ND,31.00,ND,ND,0.00,ND,ND,0.00,0.00,838.00,0.00,0.00,775.00,20.00,0.00,0.00,0.00,0.00,0.00,-2798.00,3.99,0.00,0.00,0.00
1967:Q4,5006.00,0.00,4979.00,ND,ND,27.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6860.00,670.00,256.00,259.00,3919.00,ND,ND,63.00,ND,ND,0.00,ND,ND,0.00,0.00,870.00,0.00,0.00,823.00,0.00,0.00,0.00,0.00,0.00,0.00,-1854.00,4.51,0.00,0.00,0.00
1968:Q1,5731.00,0.00,5700.00,ND,ND,31.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8616.00,1103.00,869.00,0.00,4317.00,ND,ND,49.00,ND,ND,0.00,ND,ND,0.00,0.00,900.00,0.00,0.00,1376.00,2.00,0.00,0.00,0.00,0.00,0.00,-2885.00,5.05,0.00,0.00,0.00
1968:Q2,6565.00,0.00,6530.00,ND,ND,35.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8054.00,1067.00,200.00,0.00,4685.00,ND,ND,51.00,ND,ND,0.00,ND,ND,0.00,0.00,928.00,0.00,0.00,1113.00,10.00,0.00,0.00,0.00,0.00,0.00,-1489.00,6.07,0.00,0.00,0.00
1968:Q3,7041.00,0.00,7000.00,ND,ND,41.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10218.00,1021.00,1369.00,0.00,5647.00,ND,ND,48.00,ND,ND,0.00,ND,ND,0.00,0.00,954.00,0.00,0.00,1171.00,8.00,0.00,0.00,0.00,0.00,0.00,-3177.00,5.78,0.00,0.00,0.00
1968:Q4,7515.00,0.00,7467.00,ND,ND,48.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8550.00,1121.00,-1273.00,0.00,6632.00,ND,ND,56.00,ND,ND,0.00,ND,ND,0.00,0.00,980.00,0.00,0.00,1022.00,12.00,0.00,0.00,0.00,0.00,0.00,-1035.00,6.02,0.00,0.00,0.00
1969:Q1,9360.00,0.00,9300.00,ND,ND,60.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11550.00,2202.00,-160.00,0.00,7010.00,ND,ND,66.00,ND,ND,0.00,ND,ND,0.00,0.00,1006.00,0.00,0.00,1380.00,46.00,0.00,0.00,0.00,0.00,0.00,-2190.00,6.79,0.00,0.00,0.00
1969:Q2,11215.00,0.00,11144.00,ND,ND,71.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13255.00,1946.00,1300.00,0.00,7308.00,ND,ND,92.00,ND,ND,0.00,ND,ND,0.00,0.00,1030.00,0.00,0.00,1489.00,90.00,0.00,0.00,0.00,0.00,0.00,-2040.00,8.90,0.00,0.00,0.00
1969:Q3,13077.00,0.00,13000.00,ND,ND,77.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19359.00,2868.00,4858.00,0.00,8683.00,ND,ND,83.00,ND,ND,0.00,ND,ND,0.00,0.00,1053.00,0.00,0.00,1692.00,122.00,0.00,0.00,0.00,0.00,0.00,-6282.00,9.15,0.00,0.00,0.00
1969:Q4,14777.00,0.00,14690.00,ND,ND,87.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18967.00,3311.00,2599.00,0.00,10107.00,ND,ND,92.00,ND,ND,0.00,ND,ND,0.00,0.00,1079.00,0.00,0.00,1586.00,193.00,0.00,0.00,0.00,0.00,0.00,-4190.00,8.97,0.00,0.00,0.00
1970:Q1,15278.00,0.00,15200.00,ND,ND,78.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19873.00,3762.00,2010.00,0.00,10893.00,ND,ND,118.00,ND,ND,0.00,ND,ND,0.00,0.00,1105.00,0.00,0.00,1785.00,200.00,0.00,0.00,0.00,0.00,0.00,-4595.00,7.76,0.00,0.00,0.00
1970:Q2,15746.00,0.00,15666.00,ND,ND,80.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15368.00,1259.00,0.00,0.00,11412.00,ND,ND,160.00,ND,ND,0.00,ND,ND,0.00,0.00,1133.00,0.00,0.00,917.00,487.00,0.00,0.00,0.00,0.00,0.00,378.00,7.60,0.00,0.00,0.00
1970:Q3,16179.00,0.00,16100.00,ND,ND,79.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19215.00,63.00,1073.00,0.00,14007.00,ND,ND,123.00,ND,ND,0.00,ND,ND,0.00,0.00,1161.00,0.00,0.00,1886.00,902.00,0.00,0.00,0.00,0.00,0.00,-3036.00,6.29,0.00,0.00,0.00
1970:Q4,16722.00,0.00,16615.00,ND,ND,107.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18958.00,234.00,-1416.00,0.00,16468.00,ND,ND,116.00,ND,ND,0.00,ND,ND,0.00,0.00,1190.00,0.00,0.00,1400.00,966.00,0.00,0.00,0.00,0.00,0.00,-2236.00,4.90,0.00,0.00,0.00
1971:Q1,18603.00,0.00,18500.00,ND,ND,103.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19822.00,1318.00,-1819.00,350.00,17143.00,ND,ND,152.00,ND,ND,0.00,ND,ND,0.00,0.00,1221.00,0.00,0.00,1218.00,239.00,0.00,0.00,0.00,0.00,0.00,-1219.00,3.71,0.00,0.00,0.00
1971:Q2,20520.00,0.00,20406.00,ND,ND,114.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20239.00,6.00,0.00,650.00,16677.00,ND,ND,264.00,ND,ND,0.00,ND,ND,0.00,0.00,1252.00,0.00,0.00,1097.00,293.00,0.00,0.00,0.00,0.00,0.00,281.00,4.91,0.00,0.00,0.00
1971:Q3,22511.00,0.00,22300.00,ND,ND,211.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25843.00,1063.00,1901.00,950.00,18797.00,ND,ND,215.00,ND,ND,0.00,ND,ND,0.00,0.00,1286.00,0.00,0.00,1027.00,604.00,0.00,0.00,0.00,0.00,0.00,-3332.00,5.55,0.00,0.00,0.00
1971:Q4,24732.00,0.00,24214.00,ND,ND,518.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25772.00,1077.00,-863.00,1504.00,20927.00,ND,ND,152.00,ND,ND,0.00,ND,ND,0.00,0.00,1321.00,0.00,0.00,1302.00,352.00,0.00,0.00,0.00,0.00,0.00,-1040.00,4.14,0.00,0.00,0.00
1972:Q1,28371.00,0.00,27505.00,ND,ND,866.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29158.00,2565.00,-63.00,1110.00,22077.00,ND,ND,301.00,ND,ND,0.00,ND,ND,0.00,0.00,1474.00,0.00,0.00,1347.00,347.00,0.00,0.00,0.00,0.00,0.00,-787.00,3.83,0.00,0.00,0.00
1972:Q2,31366.00,0.00,30701.00,ND,ND,665.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30167.00,3111.00,0.00,690.00,21923.00,ND,ND,393.00,ND,ND,0.00,ND,ND,0.00,0.00,1707.00,0.00,0.00,1223.00,1120.00,0.00,0.00,0.00,0.00,0.00,1199.00,4.46,0.00,0.00,0.00
1972:Q3,33308.00,0.00,32215.00,ND,ND,1093.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34378.00,2103.00,2314.00,370.00,24990.00,ND,ND,344.00,ND,ND,0.00,ND,ND,0.00,0.00,1948.00,0.00,0.00,1342.00,967.00,0.00,0.00,0.00,0.00,0.00,-1070.00,4.87,0.00,0.00,0.00
1972:Q4,34930.00,0.00,34102.00,ND,ND,828.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33840.00,2688.00,-952.00,147.00,27459.00,ND,ND,443.00,ND,ND,0.00,ND,ND,0.00,0.00,2130.00,0.00,0.00,1173.00,752.00,0.00,0.00,0.00,0.00,0.00,1090.00,5.33,0.00,0.00,0.00
1973:Q1,40862.00,0.00,39487.00,ND,ND,1375.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41655.00,6514.00,-346.00,90.00,29596.00,ND,ND,480.00,ND,ND,0.00,ND,ND,0.00,0.00,2260.00,0.00,0.00,1647.00,1214.00,0.00,0.00,0.00,0.00,200.00,-793.00,7.09,0.00,0.00,0.00
1973:Q2,44333.00,0.00,42602.00,ND,ND,1731.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43163.00,6345.00,0.00,100.00,29555.00,ND,ND,771.00,ND,ND,0.00,ND,ND,0.00,0.00,2348.00,0.00,0.00,1801.00,1943.00,0.00,0.00,0.00,0.00,300.00,1170.00,8.49,0.00,0.00,0.00
1973:Q3,47738.00,0.00,45825.00,ND,ND,1913.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49901.00,9501.00,1706.00,110.00,30700.00,ND,ND,684.00,ND,ND,0.00,ND,ND,0.00,0.00,2427.00,0.00,0.00,1980.00,2393.00,0.00,0.00,0.00,0.00,400.00,-2163.00,10.78,0.00,0.00,0.00
1973:Q4,50921.00,0.00,48661.00,ND,ND,2260.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53272.00,11262.00,497.00,100.00,32929.00,ND,ND,750.00,ND,ND,0.00,ND,ND,0.00,0.00,2530.00,0.00,0.00,1671.00,3033.00,0.00,0.00,0.00,0.00,500.00,-2351.00,9.95,0.00,0.00,0.00
1974:Q1,55599.00,0.00,53450.00,ND,ND,2149.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61977.00,12472.00,2748.00,400.00,38537.00,ND,ND,1184.00,ND,ND,0.00,ND,ND,0.00,0.00,2645.00,0.00,9.00,1757.00,1625.00,0.00,0.00,0.00,0.00,600.00,-6378.00,9.35,0.00,0.00,0.00
1974:Q2,61542.00,0.00,58877.00,ND,ND,2665.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59853.00,10046.00,0.00,700.00,40897.00,ND,ND,1026.00,ND,ND,0.00,ND,ND,0.00,0.00,2765.00,0.00,19.00,1871.00,1954.00,0.00,0.00,0.00,0.00,575.00,1689.00,11.93,0.00,0.00,0.00
1974:Q3,63110.00,0.00,60250.00,ND,ND,2860.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64880.00,8630.00,3331.00,1000.00,43203.00,ND,ND,1274.00,ND,ND,0.00,ND,ND,0.00,0.00,2894.00,0.00,50.00,1693.00,2255.00,0.00,0.00,0.00,0.00,550.00,-1770.00,11.34,0.00,0.00,0.00
1974:Q4,64751.00,0.00,61615.00,ND,ND,3136.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59671.00,5485.00,-1259.00,1374.00,46102.00,ND,ND,840.00,ND,ND,0.00,ND,ND,0.00,0.00,3041.00,0.00,92.00,1407.00,2064.00,0.00,0.00,0.00,0.00,525.00,5080.00,8.53,0.00,0.00,0.00
1975:Q1,66266.00,0.00,62400.00,ND,ND,3066.00,ND,ND,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,60177.00,1453.00,953.00,1400.00,47897.00,ND,ND,1116.00,ND,ND,0.00,ND,ND,0.00,0.00,3211.00,0.00,146.00,1543.00,1458.00,0.00,500.00,0.00,0.00,500.00,6089.00,5.54,0.00,0.00,0.00
1975:Q2,67862.00,0.00,63060.00,ND,ND,3202.00,ND,ND,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,61217.00,794.00,0.00,1500.00,49326.00,ND,ND,912.00,ND,ND,0.00,ND,ND,0.00,0.00,3575.00,0.00,154.00,1345.00,2136.00,0.00,1000.00,0.00,0.00,475.00,6645.00,5.55,0.00,0.00,0.00
1975:Q3,60366.00,0.00,55203.00,ND,ND,2863.00,ND,ND,0.00,0.00,0.00,0.00,0.00,2300.00,0.00,0.00,52795.00,813.00,1946.00,1600.00,38664.00,ND,ND,1325.00,ND,ND,0.00,ND,ND,0.00,0.00,4042.00,0.00,154.00,1076.00,1213.00,0.00,1500.00,0.00,0.00,462.00,7571.00,6.24,0.00,0.00,0.00
1975:Q4,60935.00,0.00,54623.00,ND,ND,3312.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,0.00,54815.00,1189.00,-2080.00,1720.00,42773.00,ND,ND,1150.00,ND,ND,0.00,ND,ND,0.00,0.00,4346.00,0.00,149.00,1341.00,1777.00,0.00,2000.00,0.00,0.00,450.00,6120.00,5.20,0.00,0.00,0.00
1976:Q1,65948.00,0.00,58864.00,ND,ND,3161.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3923.00,0.00,0.00,57791.00,3107.00,-1515.00,3090.00,41457.00,ND,ND,1399.00,ND,ND,0.00,ND,ND,0.00,0.00,4385.00,0.00,146.00,723.00,2083.00,0.00,2491.00,0.00,0.00,425.00,8157.00,4.84,0.00,0.00,0.00
1976:Q2,69156.00,0.00,61368.00,ND,ND,3135.00,ND,ND,0.00,0.00,0.00,0.00,0.00,4653.00,0.00,0.00,58339.00,1329.00,0.00,4814.00,40489.00,ND,ND,1359.00,ND,ND,0.00,ND,ND,0.00,0.00,4140.00,0.00,146.00,742.00,1702.00,0.00,3206.00,0.00,0.00,412.00,10817.00,5.48,0.00,0.00,0.00
1976:Q3,78250.00,0.00,66053.00,ND,ND,3201.00,ND,ND,0.00,0.00,0.00,0.00,0.00,8996.00,0.00,0.00,62248.00,1961.00,572.00,5733.00,42415.00,ND,ND,1234.00,ND,ND,0.00,ND,ND,0.00,0.00,4386.00,0.00,136.00,570.00,1310.00,0.00,3531.00,0.00,0.00,400.00,16002.00,5.25,0.00,0.00,0.00
1976:Q4,84978.00,0.00,72472.00,ND,ND,3787.00,ND,ND,0.00,0.00,0.00,0.00,0.00,8719.00,0.00,0.00,71159.00,1459.00,-1875.00,4826.00,51826.00,ND,ND,1445.00,ND,ND,0.00,ND,ND,0.00,0.00,4736.00,0.00,138.00,823.00,2062.00,0.00,5344.00,0.00,0.00,375.00,13819.00,4.65,0.00,0.00,0.00
1977:Q1,90371.00,0.00,76210.00,ND,ND,3709.00,ND,ND,0.00,0.00,0.00,0.00,0.00,10452.00,0.00,0.00,70324.00,1701.00,-1354.00,620.00,52181.00,ND,ND,1474.00,ND,ND,0.00,ND,ND,0.00,0.00,5319.00,0.00,136.00,790.00,2596.00,0.00,6511.00,0.00,0.00,350.00,20047.00,4.69,0.00,0.00,0.00
1977:Q2,95190.00,0.00,79278.00,ND,ND,3940.00,ND,ND,0.00,0.00,0.00,0.00,0.00,11972.00,0.00,0.00,76697.00,1848.00,0.00,5264.00,50015.00,ND,ND,1689.00,ND,ND,0.00,ND,ND,0.00,0.00,5335.00,0.00,151.00,1167.00,3404.00,0.00,7487.00,0.00,0.00,337.00,18493.00,5.39,0.00,0.00,0.00
1977:Q3,100781.00,0.00,83857.00,ND,ND,3997.00,ND,ND,0.00,0.00,0.00,0.00,0.00,12927.00,0.00,0.00,79957.00,2167.00,715.00,3098.00,50973.00,ND,ND,2376.00,ND,ND,0.00,ND,ND,0.00,0.00,5803.00,0.00,158.00,1360.00,3122.00,0.00,9860.00,0.00,0.00,325.00,20824.00,6.14,0.00,0.00,0.00
1977:Q4,102149.00,0.00,87514.00,ND,ND,4711.00,ND,ND,0.00,0.00,0.00,0.00,0.00,9924.00,0.00,0.00,84474.00,2115.00,-1970.00,3306.00,58890.00,ND,ND,2229.00,ND,ND,0.00,ND,ND,0.00,0.00,5717.00,0.00,268.00,1335.00,2218.00,0.00,10066.00,0.00,0.00,300.00,17675.00,6.56,0.00,0.00,0.00
1978:Q1,115836.00,0.00,94364.00,ND,ND,4609.00,ND,ND,0.00,0.00,0.00,0.00,0.00,16863.00,0.00,0.00,85180.00,2376.00,-1382.00,2721.00,55542.00,ND,ND,2148.00,ND,ND,0.00,ND,ND,0.00,0.00,6268.00,0.00,224.00,1788.00,3680.00,0.00,10815.00,0.00,0.00,1000.00,30656.00,6.79,0.00,0.00,0.00
1978:Q2,116775.00,0.00,95327.00,ND,ND,5096.00,ND,ND,0.00,0.00,0.00,0.00,0.00,16352.00,0.00,0.00,88027.00,2272.00,0.00,3666.00,54357.00,ND,ND,2457.00,ND,ND,0.00,ND,ND,0.00,0.00,6136.00,0.00,297.00,1815.00,3511.00,0.00,11882.00,0.00,0.00,1634.00,28748.00,7.60,0.00,0.00,0.00
1978:Q3,119629.00,0.00,97781.00,ND,ND,5368.00,ND,ND,0.00,0.00,0.00,0.00,0.00,16480.00,0.00,0.00,87665.00,2038.00,479.00,3614.00,51869.00,ND,ND,2816.00,ND,ND,0.00,ND,ND,0.00,0.00,6488.00,0.00,335.00,1429.00,3759.00,0.00,13175.00,0.00,0.00,1663.00,31964.00,8.45,0.00,0.00,0.00
1978:Q4,116893.00,0.00,98095.00,ND,ND,7364.00,ND,ND,0.00,0.00,0.00,0.00,0.00,11434.00,0.00,0.00,99430.00,2509.00,2158.00,1804.00,58530.00,ND,ND,3066.00,ND,ND,0.00,ND,ND,0.00,0.00,6935.00,0.00,348.00,1883.00,3641.00,0.00,16130.00,0.00,0.00,2426.00,17463.00,10.03,0.00,0.00,0.00
1979:Q1,139684.00,0.00,112724.00,ND,ND,6545.00,ND,ND,0.00,0.00,0.00,0.00,0.00,20415.00,0.00,0.00,107776.00,3434.00,3783.00,2252.00,60968.00,ND,ND,3438.00,ND,ND,0.00,ND,ND,0.00,0.00,7253.00,0.00,409.00,1842.00,5863.00,0.00,16338.00,0.00,0.00,2196.00,31908.00,10.09,0.00,0.00,0.00
1979:Q2,156438.00,0.00,120255.00,ND,ND,7013.00,ND,ND,0.00,0.00,0.00,0.00,0.00,29170.00,0.00,0.00,124446.00,2949.00,8000.00,5531.00,65650.00,ND,ND,3543.00,ND,ND,0.00,ND,ND,0.00,0.00,7490.00,0.00,757.00,1844.00,4692.00,0.00,20791.00,0.00,0.00,3199.00,31992.00,10.29,0.00,0.00,0.00
1979:Q3,160416.00,0.00,123611.00,ND,ND,8621.00,ND,ND,0.00,0.00,0.00,0.00,0.00,28184.00,0.00,0.00,133484.00,2685.00,10528.00,3014.00,72885.00,ND,ND,3910.00,ND,ND,0.00,ND,ND,0.00,0.00,7532.00,0.00,1250.00,1925.00,3527.00,0.00,22972.00,0.00,0.00,3256.00,26932.00,11.43,0.00,0.00,0.00
1979:Q4,148162.00,0.00,119932.00,ND,ND,9929.00,ND,ND,0.00,0.00,0.00,0.00,0.00,18301.00,0.00,0.00,141717.00,3116.00,11781.00,2364.00,73108.00,ND,ND,4402.00,ND,ND,0.00,ND,ND,0.00,0.00,7768.00,0.00,2412.00,1808.00,4205.00,0.00,26640.00,0.00,0.00,4113.00,6445.00,13.78,0.00,0.00,0.00
1980:Q1,152080.00,0.00,118619.00,ND,ND,11074.00,ND,ND,0.00,0.00,0.00,0.00,0.00,22387.00,0.00,0.00,132989.00,2334.00,14013.00,1174.00,70972.00,ND,ND,4883.00,ND,ND,158.00,ND,ND,0.00,0.00,7979.00,0.00,2634.00,1936.00,3760.00,0.00,19397.00,0.00,0.00,3749.00,19091.00,17.19,0.00,0.00,0.00
1980:Q2,172214.00,0.00,132789.00,ND,ND,11669.00,ND,ND,0.00,0.00,0.00,0.00,0.00,27756.00,0.00,0.00,155608.00,3023.00,17500.00,867.00,79116.00,ND,ND,5534.00,ND,ND,332.00,ND,ND,0.00,0.00,8189.00,0.00,3721.00,1710.00,7158.00,0.00,24212.00,0.00,0.00,4246.00,16606.00,9.47,0.00,0.00,0.00
1980:Q3,175436.00,0.00,141782.00,ND,ND,9111.00,ND,ND,0.00,0.00,0.00,0.00,0.00,24543.00,0.00,0.00,160267.00,3443.00,20253.00,2063.00,83434.00,ND,ND,5769.00,ND,ND,488.00,ND,ND,0.00,0.00,8485.00,0.00,2908.00,2157.00,4716.00,0.00,22023.00,0.00,0.00,4528.00,15169.00,10.87,0.00,0.00,0.00
