date,FU893161705.Q,FU313161705.Q,FU403161705.Q,FU413065005.Q,FU893061705.Q,FU153061705.Q,FU103061703.Q,FU313061703.Q,FU213061703.Q,FU713061705.Q,FU763061705.Q,FU753061703.Q,FU743061703.Q,FU473061705.Q,FU513061703.Q,FU543061705.Q,FU573061705.Q,FU343061705.Q,FU223061743.Q,FU633061700.Q,FU653061703.Q,FU403061705.Q,FU673061703.Q,FU643061773.Q,FU663061703.Q,FU733061703.Q,FU263061705.Q
1961:Q3,322.00,-220.00,498.00,44.00,322.00,20.00,15.00,24.00,358.00,0.00,-59.00,0.00,0.00,0.00,-88.00,22.00,11.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,866.00,559.00,261.00,46.00,866.00,348.00,0.00,-2.00,46.00,0.00,550.00,0.00,0.00,0.00,-130.00,7.00,28.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,698.00,299.00,377.00,22.00,698.00,-25.00,-10.00,3.00,14.00,0.00,389.00,0.00,0.00,0.00,134.00,11.00,44.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1962:Q2,414.00,53.00,337.00,24.00,414.00,-157.00,-54.00,-30.00,83.00,0.00,311.00,0.00,0.00,0.00,143.00,-6.00,21.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00
1962:Q3,-10.00,-599.00,552.00,37.00,-10.00,-124.00,124.00,-3.00,91.00,0.00,-266.00,0.00,0.00,0.00,23.00,27.00,-3.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1962:Q4,1078.00,790.00,248.00,40.00,1078.00,-51.00,-33.00,-5.00,159.00,0.00,1074.00,0.00,0.00,0.00,-101.00,-37.00,-27.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1963:Q1,-624.00,201.00,-865.00,40.00,-624.00,-226.00,-345.00,10.00,-297.00,0.00,0.00,0.00,0.00,1.00,153.00,-5.00,9.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1963:Q2,697.00,-250.00,905.00,42.00,697.00,-9.00,384.00,49.00,55.00,0.00,65.00,0.00,0.00,1.00,23.00,18.00,2.00,0.00,-6.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,83.00
1963:Q3,133.00,-553.00,672.00,14.00,133.00,0.00,85.00,-18.00,-175.00,0.00,232.00,0.00,0.00,1.00,-97.00,3.00,42.00,0.00,-30.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,84.00
1963:Q4,1271.00,431.00,824.00,16.00,1271.00,0.00,209.00,-12.00,952.00,0.00,137.00,0.00,0.00,2.00,-115.00,18.00,-7.00,0.00,-4.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,84.00
1964:Q1,-676.00,-131.00,-571.00,26.00,-676.00,0.00,-283.00,-8.00,-120.00,0.00,-503.00,0.00,0.00,2.00,151.00,-18.00,16.00,0.00,-6.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,84.00
1964:Q2,890.00,128.00,732.00,30.00,890.00,0.00,39.00,-7.00,294.00,0.00,261.00,0.00,0.00,2.00,171.00,15.00,-13.00,0.00,34.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,84.00
1964:Q3,-56.00,-187.00,110.00,21.00,-56.00,0.00,-212.00,6.00,172.00,0.00,43.00,0.00,0.00,3.00,-148.00,3.00,-11.00,0.00,-6.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,84.00
1964:Q4,1209.00,1045.00,142.00,22.00,1209.00,245.00,-152.00,-8.00,184.00,0.00,842.00,0.00,0.00,3.00,-117.00,-10.00,115.00,0.00,12.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,84.00
1965:Q1,257.00,86.00,119.00,52.00,257.00,-224.00,78.00,6.00,66.00,0.00,255.00,0.00,0.00,3.00,58.00,7.00,-74.00,0.00,-5.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,84.00
1965:Q2,890.00,-342.00,1178.00,54.00,890.00,597.00,-19.00,7.00,80.00,0.00,-70.00,0.00,0.00,1.00,180.00,15.00,1.00,0.00,5.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,84.00
1965:Q3,860.00,302.00,491.00,67.00,860.00,291.00,195.00,22.00,-39.00,0.00,198.00,0.00,0.00,4.00,-55.00,28.00,27.00,0.00,104.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,84.00
1965:Q4,595.00,402.00,121.00,72.00,595.00,223.00,-16.00,-2.00,61.00,0.00,251.00,0.00,0.00,11.00,-35.00,-12.00,23.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1966:Q1,1484.00,440.00,964.00,80.00,1484.00,711.00,-22.00,22.00,-2.00,0.00,342.00,0.00,0.00,20.00,261.00,24.00,11.00,0.00,10.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,84.00
1966:Q2,4173.00,1519.00,2570.00,84.00,4173.00,3103.00,166.00,39.00,-235.00,0.00,526.00,0.00,0.00,29.00,260.00,41.00,10.00,0.00,120.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,84.00
1966:Q3,158.00,-707.00,731.00,134.00,158.00,778.00,-275.00,441.00,-256.00,0.00,-760.00,0.00,0.00,31.00,89.00,9.00,-33.00,0.00,49.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,84.00
1966:Q4,1043.00,103.00,793.00,147.00,1043.00,126.00,-80.00,808.00,-246.00,0.00,287.00,0.00,0.00,25.00,64.00,-5.00,4.00,0.00,-19.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,84.00
1967:Q1,984.00,1464.00,-646.00,166.00,984.00,-13.00,-234.00,414.00,-287.00,0.00,746.00,0.00,0.00,21.00,236.00,1.00,-14.00,0.00,17.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,84.00
1967:Q2,1146.00,1611.00,-645.00,180.00,1146.00,-121.00,-107.00,-32.00,52.00,1.00,1158.00,0.00,0.00,18.00,40.00,5.00,-42.00,0.00,75.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,84.00
1967:Q3,-223.00,-181.00,-203.00,161.00,-223.00,-91.00,-2.00,-392.00,180.00,-1.00,242.00,0.00,0.00,18.00,-248.00,-4.00,-28.00,0.00,15.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,84.00
1967:Q4,2368.00,1261.00,940.00,167.00,2368.00,640.00,321.00,-78.00,445.00,0.00,1083.00,0.00,0.00,21.00,-127.00,-8.00,-25.00,0.00,26.00,0.00,0.00,-14.00,0.00,0.00,0.00,0.00,84.00
1968:Q1,1650.00,357.00,1112.00,181.00,1650.00,-595.00,179.00,-16.00,1091.00,0.00,805.00,0.00,0.00,30.00,38.00,36.00,21.00,0.00,-27.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,84.00
1968:Q2,2505.00,921.00,1394.00,190.00,2505.00,805.00,149.00,407.00,636.00,0.00,-57.00,0.00,0.00,35.00,156.00,-14.00,21.00,0.00,270.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,84.00
1968:Q3,1259.00,1019.00,155.00,85.00,1259.00,-493.00,31.00,-17.00,918.00,0.00,536.00,0.00,0.00,37.00,20.00,11.00,22.00,0.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1968:Q4,1513.00,863.00,568.00,82.00,1513.00,138.00,70.00,-240.00,761.00,0.00,334.00,0.00,0.00,35.00,29.00,31.00,-4.00,0.00,272.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,84.00
1969:Q1,1451.00,212.00,1149.00,90.00,1451.00,-139.00,336.00,-299.00,1049.00,5.00,198.00,0.00,0.00,33.00,91.00,23.00,36.00,0.00,27.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,84.00
1969:Q2,1907.00,-509.00,2331.00,85.00,1907.00,2002.00,-169.00,-630.00,402.00,-5.00,346.00,0.00,0.00,29.00,-244.00,28.00,35.00,0.00,28.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,84.00
1969:Q3,1281.00,-1664.00,2697.00,248.00,1281.00,1226.00,-32.00,-118.00,-1.00,36.00,-520.00,0.00,0.00,34.00,376.00,37.00,82.00,0.00,87.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,84.00
1969:Q4,2801.00,-343.00,2889.00,255.00,2801.00,2096.00,107.00,-250.00,-99.00,-36.00,797.00,0.00,0.00,50.00,-28.00,8.00,58.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
1970:Q1,3476.00,-452.00,3633.00,295.00,3476.00,2890.00,-200.00,16.00,-453.00,43.00,897.00,0.00,0.00,67.00,69.00,58.00,-30.00,0.00,26.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,94.00
1970:Q2,1272.00,-486.00,1544.00,214.00,1272.00,787.00,10.00,-3.00,-422.00,-43.00,571.00,0.00,0.00,85.00,99.00,-3.00,82.00,0.00,17.00,0.00,0.00,-2.00,0.00,0.00,0.00,0.00,94.00
1970:Q3,1913.00,-99.00,1593.00,419.00,1913.00,753.00,-322.00,-4.00,-475.00,80.00,1580.00,0.00,0.00,87.00,-145.00,43.00,256.00,0.00,-33.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,86.00
1970:Q4,2166.00,79.00,1464.00,623.00,2166.00,208.00,45.00,-106.00,-982.00,-80.00,3020.00,0.00,0.00,73.00,-10.00,44.00,-12.00,0.00,-85.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,50.00
1971:Q1,-536.00,-707.00,-1031.00,1202.00,-536.00,-992.00,-160.00,0.00,-1143.00,185.00,1520.00,0.00,0.00,55.00,76.00,7.00,-145.00,0.00,-77.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,128.00
1971:Q2,456.00,-235.00,-924.00,1615.00,456.00,-1839.00,-120.00,-7.00,-732.00,-185.00,3404.00,0.00,0.00,34.00,120.00,0.00,-166.00,0.00,-14.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,-49.00
1971:Q3,2067.00,-441.00,1711.00,797.00,2067.00,825.00,-27.00,0.00,-151.00,99.00,1077.00,0.00,0.00,42.00,57.00,74.00,-3.00,0.00,48.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,27.00
1971:Q4,2866.00,333.00,1386.00,1147.00,2866.00,678.00,9.00,25.00,-146.00,386.00,1759.00,0.00,0.00,79.00,16.00,14.00,16.00,0.00,96.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-67.00
1972:Q1,1542.00,86.00,430.00,1026.00,1542.00,-1784.00,-88.00,-21.00,231.00,273.00,2103.00,70.00,0.00,117.00,153.00,89.00,252.00,0.00,124.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,18.00
1972:Q2,2625.00,-15.00,1434.00,1206.00,2625.00,-1163.00,-15.00,-1.00,962.00,308.00,1475.00,70.00,0.00,158.00,204.00,-17.00,349.00,0.00,132.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,155.00
1972:Q3,2197.00,462.00,668.00,1067.00,2197.00,-725.00,167.00,0.00,688.00,-45.00,1017.00,70.00,0.00,162.00,161.00,51.00,534.00,0.00,144.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,-35.00
1972:Q4,2944.00,366.00,989.00,1589.00,2944.00,-2060.00,61.00,5.00,1440.00,290.00,2710.00,-7.00,0.00,130.00,-127.00,-15.00,337.00,0.00,161.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,7.00
1973:Q1,3021.00,261.00,2004.00,756.00,3021.00,-361.00,61.00,5.00,1366.00,8.00,976.00,84.00,0.00,-2.00,163.00,29.00,520.00,0.00,179.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-8.00
1973:Q2,6076.00,-417.00,5038.00,1455.00,6076.00,-65.00,159.00,-7.00,1718.00,100.00,3451.00,48.00,0.00,75.00,28.00,51.00,190.00,0.00,196.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,64.00
1973:Q3,6971.00,442.00,6087.00,442.00,6971.00,1009.00,403.00,-2.00,1786.00,216.00,2730.00,74.00,0.00,70.00,-87.00,94.00,180.00,0.00,360.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,135.00
1973:Q4,4293.00,144.00,3166.00,983.00,4293.00,-1149.00,376.00,2.00,1763.00,302.00,2458.00,-15.00,0.00,75.00,-82.00,-25.00,224.00,0.00,494.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,-139.00
1974:Q1,2066.00,357.00,40.00,1669.00,2066.00,-2594.00,295.00,2.00,1635.00,10.00,1627.00,109.00,0.00,71.00,142.00,48.00,60.00,0.00,483.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,187.00
1974:Q2,5908.00,-29.00,5514.00,423.00,5908.00,1232.00,277.00,-8.00,1241.00,881.00,1385.00,31.00,0.00,57.00,329.00,5.00,12.00,0.00,328.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,139.00
1974:Q3,8919.00,-208.00,7657.00,1470.00,8919.00,5605.00,473.00,0.00,578.00,1006.00,568.00,-45.00,0.00,72.00,159.00,52.00,247.00,0.00,256.00,0.00,0.00,-2.00,0.00,0.00,0.00,0.00,-50.00
