date,FU893161705.Q,FU313161705.Q,FU403161705.Q,FU413065005.Q,FU893061705.Q,FU153061705.Q,FU103061703.Q,FU313061703.Q,FU213061703.Q,FU713061705.Q,FU763061705.Q,FU753061703.Q,FU743061703.Q,FU473061705.Q,FU513061703.Q,FU543061705.Q,FU573061705.Q,FU343061705.Q,FU223061743.Q,FU633061700.Q,FU653061703.Q,FU403061705.Q,FU673061703.Q,FU643061773.Q,FU663061703.Q,FU733061703.Q,FU263061705.Q
1974:Q4,4062.00,-250.00,3391.00,921.00,4062.00,2159.00,-127.00,0.00,-368.00,868.00,1180.00,45.00,0.00,117.00,-260.00,76.00,794.00,0.00,182.00,0.00,0.00,139.00,0.00,0.00,0.00,0.00,-743.00
1975:Q1,2302.00,-293.00,-367.00,2962.00,2302.00,-1291.00,197.00,0.00,283.00,342.00,1921.00,-223.00,0.00,164.00,283.00,45.00,368.00,0.00,136.00,0.00,0.00,-65.00,0.00,0.00,0.00,0.00,142.00
1975:Q2,1084.00,-49.00,-50.00,1183.00,1084.00,-2760.00,-444.00,0.00,1283.00,-198.00,2779.00,-48.00,0.00,215.00,-49.00,69.00,227.00,0.00,117.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,-122.00
1975:Q3,2107.00,-9.00,934.00,1182.00,2107.00,-1088.00,-71.00,0.00,896.00,769.00,1558.00,-54.00,0.00,222.00,-85.00,103.00,81.00,0.00,209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-433.00
1975:Q4,3549.00,-2.00,1825.00,1726.00,3549.00,-97.00,-220.00,0.00,-300.00,457.00,1488.00,54.00,0.00,185.00,473.00,137.00,485.00,0.00,209.00,0.00,0.00,25.00,0.00,0.00,0.00,330.00,323.00
1976:Q1,2945.00,56.00,248.00,2641.00,2945.00,-1097.00,-176.00,0.00,183.00,535.00,2065.00,-15.00,0.00,144.00,272.00,223.00,485.00,0.00,282.00,0.00,0.00,-54.00,0.00,0.00,0.00,22.00,76.00
1976:Q2,3443.00,42.00,527.00,2874.00,3443.00,631.00,-59.00,0.00,340.00,198.00,806.00,55.00,0.00,118.00,313.00,6.00,375.00,0.00,319.00,0.00,0.00,8.00,0.00,0.00,0.00,22.00,311.00
1976:Q3,4558.00,285.00,1315.00,2958.00,4558.00,-601.00,-11.00,0.00,1016.00,-76.00,2935.00,-69.00,0.00,105.00,134.00,442.00,191.00,0.00,420.00,0.00,0.00,-22.00,0.00,0.00,0.00,22.00,72.00
1976:Q4,3675.00,-404.00,370.00,3709.00,3675.00,3460.00,-150.00,0.00,614.00,65.00,-888.00,23.00,0.00,105.00,-162.00,228.00,-442.00,0.00,561.00,0.00,0.00,99.00,0.00,0.00,0.00,56.00,106.00
1977:Q1,5448.00,-154.00,877.00,4725.00,5448.00,-4193.00,-79.00,0.00,3591.00,-104.00,2667.00,-67.00,0.00,101.00,452.00,229.00,1014.00,0.00,1576.00,0.00,0.00,94.00,0.00,0.00,0.00,54.00,113.00
1977:Q2,5037.00,-78.00,2553.00,2562.00,5037.00,89.00,-107.00,0.00,880.00,733.00,1868.00,-18.00,0.00,90.00,15.00,138.00,541.00,0.00,207.00,0.00,0.00,-182.00,0.00,0.00,0.00,66.00,717.00
1977:Q3,5285.00,-498.00,1351.00,4432.00,5285.00,325.00,-307.00,0.00,1572.00,-53.00,1414.00,-8.00,0.00,89.00,-101.00,355.00,980.00,0.00,220.00,0.00,0.00,-25.00,0.00,0.00,0.00,88.00,736.00
1977:Q4,6523.00,-43.00,2175.00,4391.00,6523.00,428.00,297.00,0.00,303.00,634.00,2063.00,-21.00,0.00,97.00,161.00,962.00,-109.00,0.00,746.00,0.00,0.00,-258.00,0.00,0.00,0.00,77.00,1143.00
1978:Q1,6810.00,-323.00,4424.00,2709.00,6810.00,192.00,225.00,0.00,1710.00,-75.00,2404.00,31.00,0.00,117.00,-24.00,603.00,-29.00,0.00,1383.00,0.00,0.00,126.00,0.00,0.00,0.00,-77.00,224.00
1978:Q2,9660.00,-97.00,6658.00,3099.00,9660.00,-112.00,461.00,0.00,4625.00,239.00,2668.00,89.00,0.00,-61.00,163.00,290.00,-49.00,0.00,383.00,200.00,0.00,427.00,0.00,0.00,0.00,-66.00,403.00
1978:Q3,8581.00,-552.00,5989.00,3144.00,8581.00,48.00,-579.00,0.00,1541.00,-218.00,4267.00,11.00,0.00,-71.00,-212.00,936.00,1551.00,0.00,570.00,200.00,0.00,-282.00,0.00,0.00,0.00,-66.00,885.00
1978:Q4,10287.00,-363.00,5998.00,4652.00,10287.00,607.00,-6.00,0.00,4914.00,-54.00,3116.00,67.00,0.00,-119.00,574.00,712.00,-1293.00,0.00,2044.00,200.00,0.00,-162.00,0.00,0.00,0.00,-74.00,-239.00
1979:Q1,10360.00,-628.00,6088.00,4900.00,10360.00,1448.00,591.00,0.00,3500.00,-432.00,2244.00,-40.00,0.00,-169.00,237.00,578.00,1214.00,0.00,467.00,600.00,0.00,32.00,0.00,0.00,0.00,96.00,-6.00
1979:Q2,9637.00,-447.00,5205.00,4879.00,9637.00,-322.00,66.00,0.00,3509.00,297.00,3343.00,-10.00,0.00,-221.00,231.00,867.00,839.00,0.00,64.00,633.00,0.00,120.00,0.00,0.00,0.00,110.00,111.00
1979:Q3,11144.00,-76.00,4417.00,6803.00,11144.00,1073.00,-860.00,0.00,3707.00,463.00,2948.00,35.00,0.00,-214.00,319.00,1035.00,1270.00,0.00,-431.00,1252.00,0.00,45.00,0.00,0.00,0.00,110.00,392.00
1979:Q4,14883.00,-132.00,8546.00,6469.00,14883.00,-968.00,-770.00,0.00,9146.00,-8.00,4062.00,36.00,0.00,-364.00,297.00,358.00,555.00,0.00,1295.00,935.00,0.00,212.00,0.00,0.00,0.00,49.00,48.00
1980:Q1,13885.00,-64.00,8773.00,5176.00,13885.00,6544.00,133.00,0.00,2374.00,-5.00,2832.00,-53.00,0.00,-533.00,-62.00,489.00,784.00,0.00,621.00,-413.00,0.00,8.00,0.00,0.00,0.00,17.00,1149.00
1980:Q2,8454.00,-189.00,4581.00,4062.00,8454.00,-1550.00,36.00,0.00,-1395.00,664.00,4465.00,-23.00,0.00,714.00,-73.00,-131.00,1684.00,0.00,1802.00,2118.00,0.00,97.00,0.00,0.00,0.00,0.00,46.00
1980:Q3,7431.00,-112.00,1868.00,5675.00,7431.00,-680.00,-290.00,0.00,-869.00,-93.00,6319.00,-1.00,0.00,471.00,-61.00,564.00,1420.00,0.00,269.00,-326.00,0.00,59.00,0.00,0.00,0.00,22.00,627.00
1980:Q4,13322.00,-128.00,9182.00,4268.00,13322.00,1846.00,526.00,0.00,254.00,-43.00,6374.00,36.00,0.00,18.00,403.00,841.00,1898.00,0.00,1031.00,-645.00,0.00,59.00,0.00,0.00,0.00,1.00,723.00
1981:Q1,6704.00,-54.00,3457.00,3301.00,6704.00,-4382.00,38.00,0.00,843.00,-17.00,3751.00,58.00,0.00,123.00,118.00,1112.00,1960.00,0.00,1118.00,1591.00,0.00,-145.00,0.00,0.00,0.00,-45.00,581.00
1981:Q2,13447.00,-159.00,10015.00,3591.00,13447.00,-17.00,1621.00,0.00,2064.00,-28.00,2978.00,13.00,0.00,-55.00,209.00,1411.00,2621.00,0.00,747.00,1058.00,0.00,183.00,0.00,0.00,0.00,-13.00,655.00
1981:Q3,16778.00,-62.00,13321.00,3519.00,16778.00,-723.00,611.00,0.00,3625.00,-33.00,5748.00,194.00,0.00,-329.00,292.00,655.00,2787.00,0.00,1173.00,2252.00,0.00,-118.00,0.00,0.00,0.00,13.00,631.00
1981:Q4,8262.00,-66.00,3712.00,4616.00,8262.00,1060.00,1304.00,0.00,2832.00,464.00,4687.00,-64.00,0.00,530.00,185.00,-29.00,-5514.00,0.00,2129.00,715.00,0.00,238.00,0.00,0.00,0.00,35.00,-310.00
1982:Q1,9827.00,-598.00,1783.00,8642.00,9827.00,-774.00,-1970.00,0.00,-3322.00,-112.00,8615.00,-10.00,0.00,400.00,316.00,864.00,3703.00,0.00,2987.00,-481.00,0.00,-108.00,0.00,0.00,0.00,-211.00,-70.00
1982:Q2,18097.00,-21.00,8795.00,9323.00,18097.00,-152.00,28.00,0.00,-1513.00,-11.00,9742.00,2.00,0.00,271.00,364.00,1117.00,3678.00,0.00,656.00,3398.00,0.00,208.00,0.00,0.00,0.00,-219.00,528.00
1982:Q3,19331.00,-42.00,6093.00,13280.00,19331.00,-1927.00,-1331.00,0.00,5672.00,-53.00,8856.00,15.00,0.00,-416.00,407.00,1033.00,2116.00,0.00,3446.00,1850.00,0.00,-35.00,0.00,0.00,0.00,87.00,-389.00
1982:Q4,16467.00,-92.00,-1729.00,18288.00,16467.00,-314.00,816.00,0.00,258.00,-12.00,11634.00,-8.00,0.00,674.00,446.00,1327.00,2301.00,0.00,2971.00,-3165.00,0.00,-119.00,0.00,0.00,0.00,88.00,-430.00
1983:Q1,14854.00,36.00,-3180.00,17998.00,14854.00,-862.00,-492.00,0.00,402.00,-22.00,15311.00,-34.00,0.00,-135.00,495.00,685.00,1232.00,0.00,1029.00,-2213.00,349.00,-469.00,0.00,0.00,0.00,11.00,-433.00
1983:Q2,16977.00,-43.00,476.00,16544.00,16977.00,-202.00,923.00,0.00,475.00,-25.00,8264.00,-32.00,0.00,2094.00,556.00,946.00,1212.00,0.00,817.00,1332.00,509.00,96.00,0.00,0.00,0.00,5.00,7.00
1983:Q3,19364.00,-24.00,911.00,18477.00,19364.00,1695.00,-612.00,0.00,-710.00,-153.00,9983.00,94.00,0.00,1012.00,577.00,1886.00,2531.00,0.00,250.00,931.00,352.00,-236.00,1789.00,0.00,0.00,182.00,-207.00
1983:Q4,16460.00,-9.00,3200.00,13269.00,16460.00,717.00,1046.00,0.00,-293.00,-92.00,3262.00,31.00,0.00,-1234.00,557.00,3712.00,1918.00,0.00,2846.00,1353.00,443.00,177.00,1206.00,0.00,0.00,196.00,615.00
1984:Q1,16629.00,-37.00,5543.00,11123.00,16629.00,1265.00,-1639.00,0.00,1585.00,-87.00,6005.00,-45.00,0.00,118.00,773.00,2231.00,412.00,0.00,940.00,2354.00,705.00,-292.00,1755.00,690.00,0.00,-86.00,-55.00
1984:Q2,16814.00,-12.00,9045.00,7781.00,16814.00,1472.00,743.00,0.00,68.00,-57.00,8654.00,-4.00,0.00,416.00,793.00,2444.00,-888.00,0.00,-1391.00,904.00,868.00,221.00,1750.00,689.00,0.00,-50.00,182.00
1984:Q3,24643.00,-7.00,12456.00,12194.00,24643.00,2943.00,424.00,0.00,3709.00,-8.00,4290.00,157.00,0.00,-34.00,892.00,2685.00,2988.00,0.00,691.00,1440.00,1074.00,329.00,1750.00,687.00,0.00,160.00,466.00
1984:Q4,16824.00,-11.00,3386.00,13449.00,16824.00,7506.00,1604.00,0.00,-844.00,-104.00,-3387.00,-159.00,0.00,-903.00,754.00,3647.00,3216.00,0.00,3816.00,-1111.00,1021.00,-30.00,549.00,506.00,0.00,164.00,579.00
1985:Q1,18954.00,-14.00,3922.00,15046.00,18954.00,-5920.00,-1136.00,0.00,10315.00,-17.00,-706.00,-16.00,0.00,275.00,1550.00,3028.00,1697.00,0.00,187.00,643.00,4031.00,-475.00,3828.00,8.00,1220.00,122.00,320.00
1985:Q2,25852.00,-9.00,8804.00,17057.00,25852.00,13494.00,-681.00,0.00,4081.00,-69.00,-6979.00,9.00,0.00,392.00,2194.00,2963.00,3656.00,0.00,-2654.00,2097.00,2844.00,678.00,1684.00,11.00,1220.00,138.00,774.00
1985:Q3,25832.00,-6.00,3596.00,22242.00,25832.00,-4911.00,31.00,0.00,1903.00,-76.00,6560.00,118.00,0.00,573.00,1971.00,4707.00,2077.00,0.00,715.00,2259.00,4082.00,222.00,2751.00,12.00,1220.00,346.00,1272.00
1985:Q4,28797.00,2.00,4263.00,24532.00,28797.00,-10303.00,484.00,0.00,14212.00,0.00,-1215.00,371.00,0.00,-108.00,2530.00,1800.00,15058.00,0.00,-3432.00,-3868.00,9193.00,-351.00,724.00,160.00,1220.00,354.00,1968.00
1986:Q1,25427.00,-54.00,-1242.00,26723.00,25427.00,-3315.00,150.00,0.00,-2118.00,-40.00,11024.00,504.00,0.00,397.00,663.00,4132.00,1540.00,0.00,-3223.00,-990.00,6680.00,-420.00,6866.00,1242.00,1220.00,-200.00,1315.00
1986:Q2,39235.00,2.00,4748.00,34485.00,39235.00,3339.00,351.00,0.00,-7296.00,-50.00,24687.00,495.00,0.00,284.00,-99.00,2385.00,-2409.00,0.00,1123.00,-2297.00,9945.00,-191.00,4627.00,1242.00,1220.00,-169.00,2048.00
1986:Q3,53140.00,394.00,5922.00,46824.00,53140.00,863.00,1232.00,0.00,6604.00,-90.00,22836.00,300.00,0.00,719.00,-354.00,835.00,-747.00,0.00,1881.00,370.00,10970.00,21.00,3678.00,1242.00,1220.00,76.00,1484.00
1986:Q4,61531.00,49.00,5787.00,55695.00,61531.00,1177.00,-3390.00,0.00,1390.00,-218.00,24225.00,211.00,0.00,391.00,-105.00,3256.00,-6355.00,0.00,242.00,-75.00,8133.00,-9.00,28180.00,1242.00,1220.00,-103.00,2119.00
1987:Q1,40196.00,986.00,-4634.00,43844.00,40196.00,-3596.00,-86.00,0.00,-10849.00,-110.00,13442.00,-5.00,0.00,877.00,19.00,2780.00,2344.00,0.00,1770.00,1543.00,12691.00,20.00,15725.00,1615.00,1148.00,157.00,711.00
1987:Q2,46635.00,-467.00,7395.00,39707.00,46635.00,-706.00,732.00,0.00,1428.00,-36.00,22571.00,333.00,0.00,894.00,12.00,1988.00,7147.00,0.00,1394.00,-809.00,890.00,-20.00,6778.00,1615.00,1292.00,109.00,1023.00
1987:Q3,39670.00,-226.00,7954.00,31942.00,39670.00,2092.00,30.00,0.00,5776.00,-60.00,15535.00,623.00,0.00,-1095.00,16.00,2910.00,1809.00,0.00,1616.00,2557.00,-1791.00,-35.00,5411.00,1615.00,1220.00,1.00,1440.00
1987:Q4,43042.00,1243.00,19489.00,22310.00,43042.00,7099.00,-388.00,0.00,8878.00,-70.00,19950.00,292.00,0.00,-656.00,31.00,-644.00,1823.00,0.00,34.00,8565.00,-6905.00,-39.00,332.00,1615.00,1220.00,43.00,1862.00
1988:Q1,18629.00,-123.00,10305.00,8447.00,18629.00,-2811.00,1054.00,0.00,-3363.00,0.00,3540.00,151.00,289.00,-1333.00,25.00,1646.00,8551.00,0.00,-2634.00,2775.00,-1339.00,349.00,9949.00,633.00,1220.00,-215.00,142.00
1988:Q2,23768.00,1931.00,4363.00,17474.00,23768.00,-5157.00,2405.00,0.00,5355.00,0.00,13946.00,298.00,35.00,-402.00,1.00,2495.00,647.00,0.00,-759.00,-7771.00,1900.00,-75.00,6372.00,633.00,1220.00,-25.00,2650.00
1988:Q3,41651.00,5224.00,10605.00,25822.00,41651.00,4210.00,-189.00,0.00,13721.00,0.00,14369.00,318.00,42.00,190.00,43.00,1558.00,2461.00,0.00,-11.00,-1117.00,-1152.00,0.00,3852.00,633.00,1220.00,42.00,1461.00
1988:Q4,54162.00,10402.00,19610.00,24150.00,54162.00,21728.00,104.00,0.00,7104.00,0.00,17320.00,323.00,57.00,-116.00,154.00,3021.00,2667.00,0.00,-4210.00,-2411.00,-1278.00,-61.00,5187.00,633.00,1220.00,240.00,2480.00
1989:Q1,41097.00,-294.00,16219.00,25172.00,41097.00,-4025.00,1670.00,0.00,11814.00,-774.00,8317.00,675.00,79.00,-176.00,570.00,5800.00,10804.00,0.00,2573.00,-4373.00,-155.00,-18.00,2860.00,218.00,1220.00,-16.00,4034.00
1989:Q2,29976.00,1283.00,4670.00,24023.00,29976.00,-7279.00,-602.00,0.00,9405.00,-125.00,8593.00,381.00,104.00,-121.00,792.00,7944.00,3623.00,0.00,6008.00,3268.00,-3425.00,249.00,-2067.00,217.00,1220.00,-22.00,1813.00
1989:Q3,35747.00,1775.00,1443.00,32529.00,35747.00,10869.00,-526.00,0.00,8663.00,-99.00,-5350.00,-793.00,101.00,-269.00,972.00,6381.00,3851.00,0.00,3465.00,-828.00,2039.00,813.00,2122.00,218.00,1220.00,-85.00,2983.00
1989:Q4,44290.00,-1145.00,2898.00,42537.00,44290.00,24620.00,2606.00,0.00,1034.00,-30.00,-5678.00,37.00,70.00,-317.00,1110.00,4989.00,5566.00,0.00,3810.00,4500.00,-39.00,4879.00,-10946.00,217.00,1220.00,391.00,6251.00
1990:Q1,44534.00,7393.00,1525.00,35616.00,44534.00,3602.00,-2124.00,0.00,-10638.00,-1.00,12256.00,680.00,40.00,3306.00,1237.00,4030.00,12515.00,0.00,3011.00,1093.00,4443.00,1746.00,6041.00,-275.00,1220.00,183.00,2169.00
1990:Q2,43280.00,1343.00,2904.00,39033.00,43280.00,15413.00,-1754.00,0.00,-31.00,-78.00,3119.00,292.00,13.00,1961.00,1350.00,3881.00,4977.00,0.00,1871.00,6989.00,680.00,1382.00,790.00,-275.00,1704.00,-473.00,1469.00
1990:Q3,37441.00,-330.00,3436.00,34335.00,37441.00,9865.00,-2406.00,0.00,-165.00,-69.00,4257.00,347.00,6.00,1694.00,1555.00,6469.00,2732.00,0.00,5170.00,1274.00,895.00,1050.00,1447.00,-275.00,4161.00,-33.00,-533.00
1990:Q4,50359.00,-253.00,9284.00,41328.00,50359.00,6743.00,399.00,0.00,-762.00,-35.00,9920.00,612.00,19.00,1212.00,1851.00,5825.00,1985.00,0.00,1596.00,6849.00,1645.00,1443.00,-4194.00,-275.00,12528.00,-147.00,3145.00
1991:Q1,27724.00,-6000.00,3278.00,30446.00,27724.00,-11999.00,-412.00,0.00,1872.00,0.00,828.00,789.00,11.00,1857.00,2361.00,7951.00,13906.00,0.00,84.00,2466.00,8450.00,-772.00,-1785.00,24.00,1277.00,-3.00,819.00
1991:Q2,26756.00,-1550.00,-7371.00,35677.00,26756.00,3631.00,2082.00,0.00,908.00,-129.00,-3437.00,718.00,-16.00,1647.00,3051.00,16581.00,-2086.00,0.00,1716.00,-3326.00,6186.00,1088.00,-7252.00,24.00,3826.00,206.00,1338.00
1991:Q3,35271.00,-7198.00,5140.00,37329.00,35271.00,3957.00,-1605.00,0.00,3702.00,-59.00,-1598.00,340.00,15.00,1756.00,2879.00,3283.00,2934.00,20.00,-100.00,4769.00,7032.00,5508.00,-7084.00,24.00,5536.00,-336.00,4298.00
1991:Q4,42293.00,954.00,8162.00,33177.00,42293.00,-925.00,1762.00,0.00,5210.00,-110.00,9885.00,2151.00,106.00,-99.00,1844.00,15320.00,-1644.00,25.00,-6513.00,209.00,12863.00,5299.00,-6900.00,24.00,-623.00,638.00,3771.00
1992:Q1,23280.00,-2791.00,2833.00,23238.00,23280.00,14002.00,2760.00,0.00,-14570.00,-84.00,4960.00,569.00,213.00,2868.00,854.00,7479.00,11376.00,35.00,-2630.00,-1443.00,-8206.00,5522.00,-6494.00,-69.00,3588.00,-629.00,3179.00
1992:Q2,51910.00,97.00,12553.00,39260.00,51910.00,-12581.00,-145.00,0.00,18472.00,-250.00,12200.00,1812.00,333.00,2108.00,-92.00,5205.00,-2064.00,27.00,-6172.00,4307.00,12892.00,5231.00,-4649.00,-120.00,8897.00,-177.00,6676.00
1992:Q3,43842.00,2257.00,16925.00,24660.00,43842.00,15410.00,735.00,0.00,5880.00,-176.00,7767.00,227.00,337.00,2282.00,-351.00,8898.00,1947.00,41.00,-1200.00,7019.00,5469.00,-143.00,-7756.00,-250.00,-4461.00,725.00,1442.00
1992:Q4,37462.00,667.00,8395.00,28400.00,37462.00,1073.00,123.00,0.00,2395.00,-121.00,12000.00,325.00,223.00,1801.00,75.00,7240.00,-673.00,35.00,-8275.00,3903.00,21750.00,2108.00,-4061.00,-250.00,-9072.00,-115.00,6978.00
1993:Q1,36607.00,790.00,8068.00,27749.00,36607.00,-13537.00,6582.00,0.00,-13332.00,-290.00,15627.00,2952.00,126.00,3235.00,364.00,6324.00,14690.00,34.00,-7021.00,-4195.00,12003.00,-1639.00,5663.00,-100.00,7319.00,-16.00,1818.00
1993:Q2,19688.00,1020.00,17164.00,1504.00,19688.00,-32988.00,-3547.00,0.00,4832.00,-91.00,10900.00,952.00,46.00,803.00,511.00,9881.00,-1355.00,51.00,-662.00,5515.00,5684.00,1682.00,3291.00,-100.00,5100.00,223.00,8960.00
1993:Q3,75236.00,4058.00,41923.00,29255.00,75236.00,-4768.00,5604.00,0.00,14074.00,-228.00,8296.00,1033.00,16.00,1941.00,534.00,7656.00,-1690.00,64.00,2071.00,9794.00,437.00,5051.00,7999.00,-900.00,8400.00,89.00,9763.00
1993:Q4,41549.00,1931.00,13407.00,26211.00,41549.00,-19214.00,1835.00,0.00,-5469.00,-166.00,5587.00,2460.00,38.00,1711.00,433.00,5945.00,2229.00,48.00,1647.00,2391.00,18701.00,13465.00,6639.00,800.00,-13000.00,601.00,14868.00
1994:Q1,82199.00,-326.00,39994.00,42531.00,82199.00,57182.00,3355.00,0.00,-6872.00,-411.00,-78.00,3608.00,97.00,3655.00,328.00,6004.00,5310.00,58.00,4792.00,720.00,-20760.00,11618.00,11185.00,-1600.00,-2200.00,261.00,5947.00
1994:Q2,70928.00,1179.00,36628.00,33121.00,70928.00,22882.00,2487.00,0.00,4513.00,-307.00,4560.00,-295.00,100.00,407.00,328.00,-1697.00,12938.00,16.00,4426.00,2632.00,-1670.00,11802.00,6378.00,-1600.00,-3300.00,383.00,5945.00
1994:Q3,61238.00,724.00,37998.00,22516.00,61238.00,16767.00,-10001.00,0.00,11315.00,-114.00,10231.00,-824.00,100.00,1221.00,328.00,834.00,14046.00,19.00,-6624.00,2677.00,-2609.00,21957.00,4409.00,-1600.00,-5300.00,489.00,3917.00
1994:Q4,77948.00,-1419.00,62253.00,17114.00,77948.00,29822.00,4975.00,0.00,2637.00,-169.00,-284.00,-940.00,171.00,-757.00,327.00,6176.00,8288.00,-3.00,1482.00,4219.00,1579.00,19375.00,1201.00,-1600.00,-5000.00,604.00,5845.00
1995:Q1,23273.00,-307.00,15739.00,7841.00,23273.00,-27328.00,1167.00,0.00,19300.00,-229.00,1114.00,8210.00,-2.00,10.00,626.00,8016.00,1591.00,16.00,4793.00,-2320.00,-1335.00,5344.00,170.00,-300.00,0.00,-733.00,5163.00
1995:Q2,51335.00,402.00,31781.00,19152.00,51335.00,5507.00,3264.00,0.00,-5600.00,-312.00,7447.00,4870.00,18.00,2819.00,562.00,1827.00,65.00,27.00,3402.00,13428.00,-13112.00,22764.00,4215.00,-300.00,-3000.00,-189.00,3633.00
1995:Q3,53263.00,102.00,25529.00,27632.00,53263.00,21120.00,-3523.00,0.00,-28100.00,-201.00,17351.00,55.00,42.00,-508.00,538.00,3474.00,-554.00,32.00,8125.00,-6861.00,11929.00,5040.00,13025.00,-300.00,4000.00,236.00,8343.00
1995:Q4,77898.00,1283.00,32914.00,43701.00,77898.00,26689.00,2638.00,0.00,-20700.00,-261.00,2114.00,1123.00,1196.00,2554.00,650.00,-4582.00,770.00,44.00,6926.00,9434.00,9297.00,26887.00,3410.00,700.00,8000.00,524.00,485.00
1996:Q1,36685.00,-580.00,7901.00,29364.00,36685.00,-5195.00,-2568.00,0.00,-900.00,-108.00,1253.00,1823.00,-28.00,2123.00,112.00,-3762.00,-205.00,50.00,6113.00,5363.00,14716.00,17676.00,2901.00,700.00,-4000.00,62.00,559.00
1996:Q2,75832.00,562.00,31660.00,43610.00,75832.00,56049.00,2027.00,0.00,-1177.00,-138.00,2461.00,1394.00,-289.00,2283.00,-548.00,-4494.00,38.00,4.00,983.00,-6607.00,6486.00,13929.00,-672.00,700.00,-1800.00,87.00,5116.00
1996:Q3,54928.00,-768.00,20037.00,35659.00,54928.00,35461.00,3046.00,0.00,-11616.00,-79.00,-5898.00,2882.00,476.00,11.00,357.00,7786.00,-5346.00,28.00,-5177.00,5795.00,6061.00,14313.00,-2593.00,728.00,-1700.00,-134.00,10527.00
1996:Q4,62358.00,-824.00,30838.00,32344.00,62358.00,19503.00,2554.00,0.00,-21596.00,-84.00,8949.00,6335.00,74.00,531.00,2915.00,1670.00,-6542.00,8.00,3585.00,6787.00,1419.00,19885.00,-4220.00,1070.00,8700.00,244.00,10571.00
1997:Q1,26666.00,-355.00,-1630.00,28651.00,26666.00,6547.00,-9208.00,0.00,-7295.00,-231.00,9262.00,5050.00,874.00,1200.00,-327.00,-992.00,1738.00,6.00,10141.00,-9555.00,1916.00,15280.00,-6479.00,12.00,-1393.00,-376.00,10496.00
1997:Q2,71942.00,61.00,49719.00,22162.00,71942.00,14791.00,-7449.00,0.00,12662.00,-498.00,12803.00,2695.00,-72.00,1476.00,535.00,2524.00,1075.00,9.00,35.00,883.00,1114.00,22604.00,-1816.00,1189.00,-63.00,666.00,6779.00
1997:Q3,39904.00,-230.00,11567.00,28567.00,39904.00,5835.00,-3429.00,0.00,-11344.00,-571.00,7700.00,2853.00,400.00,220.00,660.00,3269.00,1966.00,16.00,2810.00,-5011.00,3703.00,17264.00,-9587.00,2411.00,12647.00,-863.00,8955.00
1997:Q4,75055.00,437.00,39412.00,35206.00,75055.00,36160.00,-423.00,0.00,5202.00,-240.00,29856.00,1876.00,846.00,-2538.00,798.00,-20833.00,1425.00,39.00,5398.00,7891.00,6351.00,12459.00,-3861.00,5377.00,-15959.00,1148.00,4083.00
1998:Q1,56398.00,-608.00,35745.00,21261.00,56398.00,-35150.00,-688.00,0.00,-5210.00,-60.00,10484.00,5049.00,685.00,2155.00,761.00,-380.00,-645.00,40.00,3110.00,-616.00,11302.00,32314.00,-1505.00,1996.00,17451.00,3100.00,12205.00
1998:Q2,103172.00,-360.00,41698.00,61834.00,103172.00,33984.00,-247.00,0.00,22274.00,-99.00,-8283.00,3217.00,558.00,2724.00,-94.00,-1622.00,-5020.00,25.00,7925.00,-2217.00,34.00,28621.00,156.00,-2121.00,19054.00,-2804.00,7107.00
1998:Q3,140371.00,-103.00,73616.00,66858.00,140371.00,61037.00,1252.00,0.00,8008.00,-123.00,32206.00,-4579.00,495.00,1091.00,-281.00,-1804.00,-2694.00,67.00,6779.00,28907.00,-9613.00,39739.00,12208.00,-2761.00,-25413.00,617.00,-4767.00
1998:Q4,173623.00,3046.00,127855.00,42722.00,173623.00,25692.00,2321.00,0.00,13595.00,-65.00,35743.00,1553.00,2165.00,1355.00,-1538.00,-1687.00,-9770.00,78.00,1284.00,51880.00,-2045.00,57767.00,14357.00,-5182.00,-10602.00,215.00,-3493.00
1999:Q1,141991.00,-383.00,48333.00,94041.00,141991.00,5037.00,715.00,0.00,10422.00,-27.00,13240.00,2583.00,391.00,4859.00,1009.00,4168.00,8914.00,27.00,7002.00,-2798.00,15339.00,56174.00,17796.00,1796.00,-18048.00,-537.00,13929.00
1999:Q2,147481.00,150.00,76699.00,70632.00,147481.00,32734.00,39.00,0.00,9874.00,-52.00,7789.00,-5350.00,1078.00,2563.00,2636.00,2374.00,9413.00,9.00,1826.00,-12490.00,18299.00,48704.00,14944.00,-40.00,1844.00,-1962.00,13249.00
1999:Q3,165460.00,8.00,101877.00,63575.00,165460.00,30514.00,1082.00,0.00,10119.00,-21.00,10855.00,5049.00,1509.00,-358.00,1161.00,1156.00,6121.00,-14.00,-2093.00,5889.00,5331.00,40546.00,8674.00,-267.00,22576.00,-167.00,17798.00
1999:Q4,138198.00,8.00,91876.00,46314.00,138198.00,7005.00,-29.00,0.00,13820.00,-57.00,961.00,2632.00,350.00,-4142.00,1058.00,-186.00,12268.00,-45.00,16183.00,29090.00,6572.00,27487.00,-42.00,-3242.00,8656.00,1389.00,18470.00
2000:Q1,55725.00,-516.00,26273.00,29968.00,55725.00,-9382.00,2789.00,0.00,11052.00,-31.00,13852.00,-660.00,210.00,4144.00,1973.00,3981.00,3319.00,-61.00,-4522.00,-17697.00,-4787.00,28803.00,7735.00,-107.00,-15666.00,-607.00,31387.00
