date,FU653164205.Q,FU653164205.Q,FU153064205.Q,FU103064203.Q,FU213064203.Q,FU763064203.Q,FU473064205.Q,FU513064203.Q,FU543064205.Q,FU573064205.Q,FU223064205.Q,FU263064203.Q
1965:Q1,568.00,568.00,535.00,12.00,0.00,0.00,0.00,0.00,9.00,12.00,0.00,0.00
1965:Q2,299.00,299.00,247.00,27.00,0.00,0.00,0.00,0.00,6.00,19.00,0.00,0.00
1965:Q3,723.00,723.00,739.00,2.00,0.00,0.00,0.00,0.00,-6.00,-12.00,0.00,0.00
1965:Q4,560.00,560.00,552.00,10.00,0.00,0.00,0.00,0.00,-1.00,-1.00,0.00,0.00
1966:Q1,1048.00,1048.00,1002.00,25.00,0.00,0.00,0.00,0.00,4.00,17.00,0.00,0.00
1966:Q2,644.00,644.00,574.00,34.00,0.00,0.00,0.00,0.00,9.00,27.00,0.00,0.00
1966:Q3,284.00,284.00,140.00,67.00,0.00,0.00,0.00,0.00,20.00,57.00,0.00,0.00
1966:Q4,506.00,506.00,490.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1967:Q1,518.00,518.00,542.00,0.00,0.00,0.00,0.00,0.00,-4.00,-20.00,0.00,0.00
1967:Q2,291.00,291.00,224.00,43.00,0.00,0.00,0.00,0.00,10.00,14.00,0.00,0.00
1967:Q3,349.00,349.00,318.00,27.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
1967:Q4,-63.00,-63.00,-155.00,54.00,0.00,0.00,0.00,0.00,13.00,25.00,0.00,0.00
1968:Q1,1064.00,1064.00,831.00,126.00,0.00,0.00,0.00,0.00,29.00,78.00,0.00,0.00
1968:Q2,426.00,426.00,491.00,-13.00,0.00,0.00,0.00,0.00,-19.00,-33.00,0.00,0.00
1968:Q3,593.00,593.00,550.00,32.00,0.00,0.00,0.00,0.00,3.00,8.00,0.00,0.00
1968:Q4,429.00,429.00,333.00,33.00,0.00,0.00,0.00,0.00,33.00,30.00,0.00,0.00
1969:Q1,1089.00,1089.00,889.00,56.00,0.00,0.00,0.00,0.00,77.00,67.00,0.00,0.00
1969:Q2,813.00,813.00,613.00,25.00,0.00,0.00,0.00,0.00,106.00,69.00,0.00,0.00
1969:Q3,911.00,911.00,787.00,-19.00,0.00,0.00,0.00,0.00,100.00,43.00,0.00,0.00
1969:Q4,518.00,518.00,377.00,-7.00,0.00,0.00,0.00,0.00,98.00,50.00,0.00,0.00
1970:Q1,471.00,471.00,377.00,-21.00,0.00,0.00,0.00,0.00,88.00,27.00,0.00,0.00
1970:Q2,464.00,464.00,-158.00,139.00,0.00,0.00,0.00,0.00,282.00,201.00,0.00,0.00
1970:Q3,547.00,547.00,690.00,-91.00,0.00,0.00,0.00,0.00,2.00,-54.00,0.00,0.00
1970:Q4,93.00,93.00,151.00,-49.00,0.00,0.00,0.00,0.00,-11.00,2.00,0.00,0.00
1971:Q1,152.00,152.00,349.00,-67.00,0.00,0.00,0.00,0.00,-104.00,-26.00,0.00,0.00
1971:Q2,-2.00,-2.00,-24.00,11.00,0.00,0.00,0.00,0.00,-71.00,82.00,0.00,0.00
1971:Q3,-317.00,-317.00,-368.00,25.00,0.00,0.00,0.00,0.00,-79.00,105.00,0.00,0.00
1971:Q4,284.00,284.00,373.00,-19.00,0.00,0.00,0.00,0.00,-105.00,35.00,0.00,0.00
1972:Q1,-124.00,-124.00,-74.00,-10.00,0.00,0.00,0.00,0.00,-90.00,50.00,0.00,0.00
1972:Q2,-555.00,-555.00,-584.00,15.00,0.00,0.00,0.00,0.00,-88.00,102.00,0.00,0.00
1972:Q3,-183.00,-183.00,-218.00,15.00,0.00,0.00,0.00,0.00,-78.00,98.00,0.00,0.00
1972:Q4,-599.00,-599.00,-534.00,-21.00,0.00,0.00,0.00,0.00,-54.00,10.00,0.00,0.00
1973:Q1,-372.00,-372.00,-756.00,98.00,0.00,0.00,0.00,0.00,42.00,244.00,0.00,0.00
1973:Q2,-248.00,-248.00,-622.00,86.00,0.00,0.00,0.00,0.00,81.00,207.00,0.00,0.00
1973:Q3,-118.00,-118.00,-20.00,-46.00,0.00,0.00,0.00,0.00,27.00,-79.00,0.00,0.00
1973:Q4,-390.00,-390.00,-823.00,97.00,0.00,0.00,0.00,0.00,98.00,238.00,0.00,0.00
1974:Q1,-106.00,-106.00,-363.00,53.00,0.00,0.00,0.00,0.00,70.00,134.00,0.00,0.00
1974:Q2,-24.00,-24.00,-399.00,86.00,0.00,0.00,0.00,0.00,102.00,187.00,0.00,0.00
1974:Q3,-51.00,-51.00,-969.00,218.00,0.00,0.00,0.00,0.00,199.00,501.00,0.00,0.00
1974:Q4,232.00,232.00,330.00,-47.00,0.00,0.00,0.00,0.00,-20.00,-31.00,0.00,0.00
1975:Q1,211.00,211.00,492.00,-96.00,0.00,0.00,0.00,0.00,-78.00,-107.00,0.00,0.00
1975:Q2,-130.00,-130.00,51.00,-77.00,0.00,0.00,0.00,0.00,-80.00,-24.00,0.00,0.00
1975:Q3,-237.00,-237.00,-991.00,126.00,0.00,0.00,0.00,0.00,59.00,569.00,0.00,0.00
1975:Q4,-202.00,-202.00,-223.00,-27.00,0.00,0.00,0.00,0.00,-42.00,90.00,0.00,0.00
1976:Q1,-812.00,-812.00,-771.00,-67.00,0.00,0.00,0.00,0.00,-64.00,90.00,0.00,0.00
1976:Q2,-965.00,-965.00,-898.00,10.00,0.00,0.00,0.00,0.00,-20.00,-57.00,0.00,0.00
1976:Q3,-698.00,-698.00,-926.00,34.00,0.00,0.00,0.00,0.00,1.00,193.00,0.00,0.00
1976:Q4,-47.00,-47.00,-309.00,-9.00,0.00,0.00,0.00,0.00,-11.00,282.00,0.00,0.00
1977:Q1,-723.00,-723.00,-931.00,43.00,0.00,0.00,0.00,0.00,43.00,122.00,0.00,0.00
1977:Q2,838.00,838.00,611.00,-93.00,0.00,0.00,0.00,0.00,-25.00,345.00,0.00,0.00
1977:Q3,569.00,569.00,784.00,-36.00,0.00,0.00,0.00,0.00,21.00,-200.00,0.00,0.00
1977:Q4,-22.00,-22.00,-48.00,-43.00,0.00,0.00,0.00,0.00,14.00,55.00,0.00,0.00
1978:Q1,305.00,305.00,263.00,-25.00,0.00,0.00,0.00,0.00,27.00,40.00,0.00,0.00
1978:Q2,-438.00,-438.00,-569.00,-108.00,0.00,0.00,0.00,0.00,-33.00,272.00,0.00,0.00
1978:Q3,-507.00,-507.00,52.00,-82.00,0.00,0.00,0.00,0.00,-23.00,-454.00,0.00,0.00
1978:Q4,-235.00,-235.00,16.00,39.00,0.00,0.00,0.00,0.00,61.00,-351.00,0.00,0.00
1979:Q1,-184.00,-184.00,-848.00,42.00,0.00,0.00,0.00,0.00,22.00,600.00,0.00,0.00
1979:Q2,68.00,68.00,-127.00,103.00,0.00,0.00,0.00,0.00,44.00,48.00,0.00,0.00
1979:Q3,-361.00,-361.00,-720.00,95.00,0.00,0.00,0.00,0.00,29.00,235.00,0.00,0.00
1979:Q4,-356.00,-356.00,-528.00,110.00,0.00,0.00,0.00,0.00,51.00,11.00,0.00,0.00
1980:Q1,-796.00,-796.00,-1859.00,216.00,0.00,0.00,0.00,0.00,131.00,506.00,210.00,0.00
1980:Q2,1094.00,1094.00,437.00,33.00,0.00,0.00,0.00,0.00,-21.00,831.00,-186.00,0.00
1980:Q3,973.00,973.00,428.00,-1.00,0.00,0.00,0.00,0.00,-31.00,368.00,209.00,0.00
1980:Q4,731.00,731.00,404.00,25.00,0.00,0.00,0.00,0.00,28.00,76.00,198.00,0.00
1981:Q1,767.00,767.00,902.00,65.00,0.00,0.00,0.00,0.00,98.00,-297.00,-1.00,0.00
1981:Q2,795.00,795.00,1099.00,-30.00,0.00,0.00,0.00,0.00,69.00,-401.00,58.00,0.00
1981:Q3,699.00,699.00,930.00,134.00,0.00,0.00,0.00,0.00,222.00,-915.00,328.00,0.00
1981:Q4,1196.00,1196.00,1561.00,87.00,0.00,0.00,0.00,0.00,142.00,-743.00,149.00,0.00
1982:Q1,1327.00,1327.00,600.00,356.00,0.00,0.00,0.00,0.00,377.00,-79.00,73.00,0.00
1982:Q2,1517.00,1517.00,-1.00,367.00,0.00,0.00,0.00,0.00,401.00,637.00,113.00,0.00
1982:Q3,2972.00,2972.00,1239.00,243.00,0.00,0.00,0.00,0.00,223.00,1080.00,187.00,0.00
1982:Q4,3672.00,3672.00,1649.00,147.00,0.00,0.00,0.00,0.00,14.00,1724.00,138.00,0.00
1983:Q1,6282.00,6282.00,6504.00,184.00,0.00,0.00,0.00,0.00,-65.00,-228.00,-113.00,0.00
1983:Q2,8186.00,8186.00,8395.00,35.00,0.00,0.00,0.00,0.00,-288.00,-32.00,76.00,0.00
1983:Q3,5395.00,5395.00,4116.00,409.00,0.00,0.00,0.00,0.00,-71.00,618.00,323.00,0.00
1983:Q4,5166.00,5166.00,3718.00,568.00,0.00,0.00,0.00,0.00,40.00,576.00,264.00,0.00
1984:Q1,6924.00,6924.00,5278.00,819.00,0.00,0.00,0.00,0.00,165.00,307.00,355.00,0.00
1984:Q2,4945.00,4945.00,4433.00,710.00,0.00,0.00,0.00,0.00,57.00,-183.00,-72.00,0.00
1984:Q3,7775.00,7775.00,6458.00,493.00,0.00,0.00,0.00,0.00,-11.00,703.00,132.00,0.00
1984:Q4,5483.00,5483.00,3246.00,825.00,0.00,0.00,0.00,0.00,239.00,911.00,262.00,0.00
1985:Q1,12564.00,12564.00,10533.00,1061.00,0.00,0.00,0.00,0.00,434.00,429.00,107.00,0.00
1985:Q2,19683.00,19683.00,17451.00,1177.00,0.00,0.00,0.00,0.00,559.00,409.00,87.00,0.00
1985:Q3,20175.00,20175.00,17524.00,1504.00,0.00,0.00,0.00,0.00,765.00,288.00,94.00,0.00
1985:Q4,29512.00,29512.00,28915.00,-75.00,0.00,0.00,0.00,0.00,-657.00,1240.00,89.00,0.00
1986:Q1,38702.00,38702.00,32990.00,908.00,0.00,0.00,0.00,0.00,2897.00,1214.00,693.00,0.00
1986:Q2,36113.00,36113.00,32632.00,1170.00,0.00,0.00,0.00,0.00,2503.00,477.00,-669.00,0.00
1986:Q3,32830.00,32830.00,30319.00,1059.00,0.00,0.00,0.00,0.00,1730.00,485.00,-763.00,0.00
1986:Q4,37995.00,37995.00,34153.00,620.00,0.00,0.00,0.00,0.00,3108.00,406.00,-292.00,0.00
1987:Q1,51141.00,51141.00,49351.00,-317.00,0.00,0.00,0.00,0.00,-1525.00,1373.00,2259.00,0.00
1987:Q2,12165.00,12165.00,11983.00,-1388.00,0.00,0.00,0.00,0.00,-924.00,906.00,1588.00,0.00
1987:Q3,2068.00,2068.00,1439.00,-537.00,0.00,0.00,0.00,0.00,-1056.00,718.00,1504.00,0.00
1987:Q4,-15677.00,-15677.00,-15161.00,-438.00,0.00,0.00,-48.00,0.00,1296.00,-399.00,-927.00,0.00
1988:Q1,1329.00,1329.00,3122.00,-1103.00,0.00,0.00,-118.00,0.00,457.00,-616.00,-413.00,0.00
1988:Q2,337.00,337.00,104.00,-839.00,0.00,0.00,-79.00,0.00,1786.00,-324.00,-311.00,0.00
1988:Q3,-5482.00,-5482.00,-4386.00,-431.00,55.00,0.00,-123.00,0.00,1039.00,-593.00,-1043.00,0.00
1988:Q4,-2099.00,-2099.00,-2497.00,-361.00,38.00,0.00,-144.00,0.00,460.00,849.00,-444.00,0.00
1989:Q1,-981.00,-981.00,-1175.00,-360.00,111.00,-10.00,-89.00,0.00,-157.00,977.00,-278.00,0.00
1989:Q2,6771.00,6771.00,6924.00,-360.00,273.00,-50.00,-143.00,0.00,-1064.00,1193.00,-2.00,0.00
1989:Q3,8609.00,8609.00,8205.00,-360.00,401.00,11.00,-43.00,0.00,-899.00,1253.00,41.00,0.00
1989:Q4,14903.00,14903.00,12992.00,-360.00,585.00,-96.00,-21.00,0.00,437.00,1687.00,-321.00,0.00
1990:Q1,11266.00,11266.00,7434.00,-247.00,761.00,-229.00,128.00,0.00,1772.00,1745.00,-98.00,0.00
1990:Q2,16324.00,16324.00,10597.00,-247.00,676.00,16.00,40.00,0.00,2006.00,2259.00,977.00,0.00
1990:Q3,3380.00,3380.00,-938.00,-247.00,1338.00,31.00,121.00,0.00,2770.00,1137.00,-832.00,0.00
1990:Q4,11884.00,11884.00,11772.00,-246.00,679.00,-89.00,-30.00,0.00,-2653.00,1721.00,730.00,0.00
1991:Q1,20351.00,20351.00,9155.00,602.00,299.00,584.00,183.00,0.00,5346.00,2583.00,1599.00,0.00
1991:Q2,28473.00,28473.00,21190.00,602.00,1166.00,170.00,284.00,0.00,1278.00,2835.00,948.00,0.00
1991:Q3,36967.00,36967.00,26583.00,602.00,764.00,823.00,252.00,0.00,283.00,3051.00,1830.00,2779.00
1991:Q4,44724.00,44724.00,33801.00,603.00,575.00,261.00,377.00,0.00,1548.00,3445.00,1462.00,2652.00
1992:Q1,50379.00,50379.00,31222.00,1259.00,1469.00,717.00,576.00,0.00,3434.00,7448.00,1245.00,3009.00
1992:Q2,50542.00,50542.00,31875.00,1259.00,1429.00,-467.00,524.00,0.00,3741.00,7917.00,1507.00,2757.00
1992:Q3,50055.00,50055.00,40568.00,1259.00,1118.00,363.00,230.00,0.00,2113.00,1357.00,397.00,2650.00
1992:Q4,51112.00,51112.00,37043.00,1259.00,584.00,-997.00,30.00,0.00,2180.00,6368.00,2146.00,2499.00
1993:Q1,67198.00,67198.00,48188.00,1701.00,996.00,386.00,168.00,0.00,5717.00,6269.00,1509.00,2264.00
1993:Q2,68572.00,68572.00,45008.00,1701.00,1578.00,-375.00,214.00,0.00,6779.00,9700.00,1645.00,2322.00
1993:Q3,71852.00,71852.00,49583.00,1701.00,1037.00,384.00,-297.00,0.00,9710.00,7061.00,605.00,2068.00
1993:Q4,72541.00,72541.00,45029.00,1700.00,1462.00,138.00,-291.00,0.00,8324.00,11382.00,2143.00,2654.00
1994:Q1,51425.00,51425.00,20731.00,521.00,2692.00,-901.00,-463.00,85.00,8016.00,15240.00,1305.00,4199.00
1994:Q2,30122.00,30122.00,7680.00,521.00,2203.00,-658.00,-304.00,84.00,7294.00,8571.00,1344.00,3387.00
1994:Q3,29401.00,29401.00,11218.00,521.00,907.00,-294.00,-468.00,84.00,4843.00,8038.00,2775.00,1777.00
1994:Q4,3349.00,3349.00,-46983.00,521.00,2372.00,-29.00,-331.00,84.00,4433.00,24450.00,14885.00,3947.00
1995:Q1,23941.00,23941.00,-2885.00,1162.00,-190.00,118.00,-27.00,63.00,4182.00,15396.00,4028.00,2094.00
1995:Q2,33044.00,33044.00,3732.00,1162.00,-632.00,322.00,4.00,63.00,9192.00,15592.00,1402.00,2207.00
1995:Q3,49377.00,49377.00,18513.00,1162.00,-1942.00,133.00,-130.00,63.00,6897.00,19829.00,2260.00,2592.00
1995:Q4,62481.00,62481.00,29993.00,1162.00,-864.00,-257.00,-32.00,62.00,9304.00,17421.00,2634.00,3058.00
1996:Q1,88965.00,88965.00,59439.00,2182.00,-1022.00,140.00,-68.00,68.00,11169.00,13197.00,171.00,3689.00
1996:Q2,76147.00,76147.00,42995.00,2182.00,1950.00,-152.00,-29.00,67.00,12376.00,13059.00,447.00,3252.00
1996:Q3,52227.00,52227.00,23530.00,2182.00,486.00,-85.00,-218.00,67.00,10831.00,12488.00,286.00,2660.00
1996:Q4,67748.00,67748.00,36934.00,2541.00,-2051.00,384.00,-293.00,67.00,10267.00,14212.00,2809.00,2878.00
1997:Q1,71438.00,71438.00,32703.00,432.00,-570.00,-274.00,-14.00,109.00,12099.00,18763.00,4725.00,3465.00
1997:Q2,70888.00,70888.00,47759.00,432.00,-8372.00,1219.00,-271.00,108.00,11700.00,11678.00,4716.00,1919.00
1997:Q3,92377.00,92377.00,65245.00,432.00,-6552.00,-382.00,-181.00,108.00,14114.00,14289.00,2465.00,2839.00
1997:Q4,95749.00,95749.00,52416.00,432.00,-2713.00,204.00,-76.00,108.00,12037.00,21055.00,7932.00,4354.00
1998:Q1,101270.00,101270.00,71932.00,3644.00,-6475.00,-2001.00,146.00,83.00,14305.00,11729.00,5425.00,2482.00
1998:Q2,96960.00,96960.00,47376.00,3644.00,1917.00,-178.00,360.00,83.00,17002.00,19153.00,3729.00,3874.00
1998:Q3,43905.00,43905.00,-13078.00,3644.00,-2329.00,927.00,273.00,82.00,10880.00,27927.00,10346.00,5233.00
1998:Q4,59702.00,59702.00,43319.00,3644.00,-6343.00,846.00,111.00,82.00,9563.00,3811.00,4457.00,212.00
1999:Q1,61562.00,61562.00,14800.00,2462.00,-1322.00,793.00,39.00,15.00,10998.00,21030.00,10150.00,2597.00
1999:Q2,74466.00,74466.00,43869.00,2462.00,-2918.00,208.00,-102.00,15.00,12759.00,13470.00,2687.00,2016.00
1999:Q3,39720.00,39720.00,-16283.00,2462.00,1917.00,42.00,254.00,15.00,8769.00,29837.00,8872.00,3835.00
1999:Q4,64004.00,64004.00,54850.00,2462.00,-5797.00,1294.00,-2032.00,15.00,16591.00,1440.00,-4094.00,-725.00
2000:Q1,108073.00,108073.00,70287.00,83.00,-1603.00,1319.00,90.00,107.00,22406.00,15244.00,-2743.00,2883.00
2000:Q2,72664.00,72664.00,13899.00,83.00,813.00,-67.00,-854.00,107.00,16538.00,31835.00,13066.00,-2756.00
2000:Q3,60921.00,60921.00,7033.00,83.00,-528.00,-81.00,-85.00,108.00,13088.00,30995.00,13223.00,-2915.00
2000:Q4,53493.00,53493.00,-13836.00,83.00,2524.00,1343.00,180.00,108.00,10853.00,28866.00,27918.00,-4546.00
2001:Q1,43396.00,43396.00,16064.00,1076.00,3152.00,3401.00,4.00,92.00,1768.00,2745.00,21051.00,-5957.00
2001:Q2,76105.00,76105.00,70881.00,1076.00,-2521.00,-539.00,1476.00,91.00,12801.00,-2419.00,-3401.00,-1340.00
2001:Q3,9224.00,9224.00,-31155.00,1076.00,3705.00,923.00,-23.00,91.00,-2693.00,30688.00,15668.00,-9056.00
2001:Q4,62770.00,62770.00,42518.00,1076.00,-3920.00,3977.00,334.00,-758.00,9705.00,12019.00,-2032.00,-149.00
2002:Q1,102672.00,102672.00,56807.00,-44.00,-1160.00,612.00,-801.00,-20.00,11431.00,31201.00,6089.00,-1443.00
2002:Q2,49379.00,49379.00,30107.00,-44.00,2481.00,-1586.00,1207.00,-20.00,3120.00,15009.00,6678.00,-7573.00
2002:Q3,-2886.00,-2886.00,-29589.00,-44.00,3340.00,-1652.00,302.00,-20.00,-11173.00,20288.00,16291.00,-629.00
2002:Q4,33830.00,33830.00,19899.00,-44.00,-2542.00,4336.00,-443.00,-20.00,5189.00,10121.00,-2962.00,296.00
2003:Q1,47850.00,47850.00,33938.00,1448.00,833.00,-4748.00,1056.00,312.00,1656.00,-1372.00,14205.00,522.00
2003:Q2,95935.00,95935.00,88728.00,1448.00,-3130.00,594.00,-619.00,312.00,13317.00,4365.00,-10917.00,1837.00
2003:Q3,56454.00,56454.00,29972.00,1448.00,168.00,-2453.00,-484.00,312.00,14746.00,7520.00,57.00,5168.00
2003:Q4,82513.00,82513.00,60136.00,1448.00,473.00,433.00,-558.00,312.00,18721.00,5086.00,-8731.00,5193.00
2004:Q1,123223.00,123223.00,74770.00,-317.00,446.00,-1176.00,-65.00,247.00,17613.00,23793.00,1472.00,6440.00
2004:Q2,27280.00,27280.00,-20724.00,-317.00,1348.00,-4.00,-302.00,247.00,12562.00,25873.00,3922.00,4675.00
2004:Q3,48734.00,48734.00,13705.00,-317.00,585.00,-739.00,-397.00,247.00,9076.00,18132.00,9259.00,-817.00
