date,FA266905005.Q,FA266903001.Q,FA266904101.Q,FA266400101.Q,FA266900005.Q,FA266903011.Q,FA266904001.Q,FA266400201.Q,FA265440005.Q,FA266000105.Q,FA265090005.Q,FA265420005.Q,FA265000005.Q,FA264090005.Q,FA263011205.Q,FA313111303.Q,FA264016005.Q,FA263020005.Q,FA263030005.Q,FA263034003.Q,FA262051003.Q,FA264022005.Q,FA263069103.Q,FA263061105.Q,FA263061110.Q,FA263061120.Q,FA263061705.Q,FA263062003.Q,FA263063005.Q,FA263069500.Q,FA263064105.Q,FA263064203.Q,FA263070003.Q,FA263092001.Q,FA264190005.Q,FA263111005.Q,FA263191005.Q,FA262151003.Q,FA264122005.Q,FA263169105.Q,FA263163005.Q,FA264123005.Q,FA263168005.Q,FA263169005.Q,FA263164103.Q,FA263170003.Q,FA263192005.Q,FA263190005.Q,FA313092803.Q,FA263191103.Q,FA263194735.Q,FA267005005.Q,FA266903005.Q,FA266904005.Q,FA266400101.Q,FA266400201.Q,FA266000005.Q
1959:Q3,28425.00,22868.00,1549.00,4008.00,27845.00,23466.00,4379.00,0.00,0.00,580.00,3976.00,0.00,3976.00,4492.00,668.00,0.00,-484.00,-304.00,-844.00,0.00,0.00,4804.00,-60.00,4724.00,0.00,4724.00,0.00,0.00,140.00,0.00,348.00,0.00,56.00,248.00,516.00,-104.00,32.00,0.00,520.00,0.00,520.00,320.00,288.00,32.00,-476.00,16.00,896.00,-688.00,0.00,-688.00,0.00,-3396.00,598.00,2830.00,4008.00,0.00,-580.00
1959:Q4,28632.00,22504.00,1648.00,4480.00,27756.00,23078.00,4678.00,0.00,0.00,876.00,1736.00,0.00,1736.00,2940.00,288.00,0.00,184.00,376.00,-1192.00,0.00,0.00,2552.00,112.00,2900.00,0.00,2900.00,0.00,0.00,-460.00,0.00,528.00,0.00,92.00,112.00,1204.00,-352.00,-52.00,0.00,436.00,0.00,436.00,-264.00,720.00,-984.00,-436.00,200.00,1676.00,-4.00,0.00,-4.00,0.00,-860.00,574.00,3030.00,4480.00,0.00,-876.00
1960:Q1,29050.00,23288.00,1842.00,3920.00,30774.00,26005.00,4769.00,0.00,0.00,-1724.00,-2443.00,1.00,-2444.00,1656.00,200.00,0.00,968.00,-2256.00,-400.00,0.00,0.00,1544.00,1304.00,108.00,0.00,108.00,0.00,0.00,132.00,0.00,548.00,0.00,696.00,356.00,4100.00,-436.00,-44.00,0.00,1116.00,0.00,1116.00,296.00,-480.00,776.00,-52.00,0.00,2656.00,564.00,0.00,564.00,0.00,719.00,2717.00,2927.00,3920.00,0.00,1724.00
1960:Q2,29919.00,23455.00,1788.00,4676.00,32406.00,27614.00,4792.00,0.00,0.00,-2487.00,-1916.00,0.00,-1916.00,3484.00,376.00,0.00,1456.00,1188.00,512.00,0.00,0.00,-408.00,-168.00,-364.00,0.00,-364.00,0.00,0.00,124.00,0.00,344.00,0.00,-392.00,408.00,5400.00,-324.00,76.00,0.00,500.00,0.00,500.00,1176.00,-164.00,1340.00,164.00,544.00,2344.00,920.00,320.00,600.00,0.00,-571.00,4159.00,3004.00,4676.00,0.00,2487.00
1960:Q3,28281.00,22879.00,1770.00,3632.00,31978.00,27044.00,4934.00,0.00,0.00,-3697.00,1076.00,0.00,1076.00,5912.00,2552.00,0.00,960.00,-148.00,876.00,0.00,0.00,1384.00,772.00,532.00,0.00,532.00,0.00,0.00,80.00,0.00,-60.00,0.00,-24.00,372.00,4836.00,-408.00,204.00,0.00,304.00,0.00,304.00,1144.00,136.00,1008.00,140.00,56.00,3016.00,380.00,0.00,380.00,0.00,-4773.00,4165.00,3164.00,3632.00,0.00,3697.00
1960:Q4,27795.00,21742.00,1701.00,4352.00,32573.00,27516.00,5057.00,0.00,0.00,-4778.00,-2564.00,0.00,-2564.00,6336.00,3684.00,0.00,-72.00,1144.00,148.00,0.00,0.00,1096.00,228.00,888.00,0.00,888.00,0.00,0.00,-20.00,0.00,-20.00,0.00,232.00,124.00,8900.00,-600.00,-224.00,0.00,388.00,0.00,388.00,2192.00,1104.00,1088.00,92.00,2444.00,3744.00,864.00,296.00,568.00,0.00,-2214.00,5774.00,3356.00,4352.00,0.00,4778.00
1961:Q1,27422.00,21658.00,1724.00,4040.00,32755.00,27455.00,5300.00,0.00,0.00,-5333.00,-1166.00,-2.00,-1164.00,4144.00,1484.00,0.00,1052.00,2080.00,-1584.00,0.00,0.00,176.00,208.00,-64.00,0.00,-64.00,0.00,0.00,32.00,0.00,384.00,0.00,280.00,272.00,5308.00,0.00,164.00,0.00,340.00,0.00,340.00,2240.00,28.00,2212.00,200.00,-1040.00,3096.00,308.00,0.00,308.00,0.00,-4167.00,5797.00,3576.00,4040.00,0.00,5333.00
1961:Q2,28556.00,21899.00,1741.00,4916.00,32573.00,27432.00,5141.00,0.00,0.00,-4017.00,-3969.00,-1.00,-3968.00,408.00,-680.00,0.00,1320.00,-496.00,660.00,0.00,0.00,-1452.00,-84.00,-1388.00,0.00,-1388.00,0.00,0.00,20.00,0.00,588.00,0.00,124.00,344.00,4376.00,600.00,96.00,0.00,692.00,0.00,692.00,-652.00,768.00,-1420.00,292.00,732.00,2204.00,412.00,0.00,412.00,0.00,-48.00,5533.00,3400.00,4916.00,0.00,4017.00
1961:Q3,28792.00,23326.00,1814.00,3652.00,32551.00,27235.00,5316.00,0.00,0.00,-3759.00,-2381.00,-1.00,-2380.00,5760.00,584.00,0.00,36.00,904.00,1100.00,0.00,0.00,2784.00,476.00,2344.00,0.00,2344.00,0.00,0.00,-36.00,0.00,48.00,0.00,72.00,232.00,8140.00,1436.00,100.00,0.00,268.00,0.00,268.00,2496.00,204.00,2292.00,228.00,608.00,2948.00,56.00,0.00,56.00,0.00,-1378.00,3909.00,3502.00,3652.00,0.00,3759.00
1961:Q4,30011.00,23870.00,1873.00,4268.00,33756.00,28286.00,5470.00,0.00,0.00,-3745.00,-3294.00,-2.00,-3292.00,3232.00,2040.00,0.00,-1900.00,1416.00,32.00,0.00,0.00,308.00,-324.00,644.00,0.00,644.00,0.00,0.00,-12.00,0.00,272.00,0.00,668.00,396.00,6524.00,-1032.00,-8.00,0.00,448.00,0.00,448.00,3092.00,1880.00,1212.00,580.00,124.00,2368.00,952.00,684.00,268.00,0.00,-451.00,4416.00,3597.00,4268.00,0.00,3745.00
1962:Q1,30617.00,24314.00,1803.00,4500.00,33668.00,28264.00,5404.00,0.00,0.00,-3051.00,-1780.00,0.00,-1780.00,4728.00,1216.00,0.00,1048.00,1132.00,-28.00,0.00,0.00,852.00,96.00,-48.00,0.00,-48.00,336.00,0.00,468.00,0.00,112.00,0.00,40.00,356.00,6508.00,-492.00,-8.00,0.00,804.00,0.00,804.00,2836.00,1556.00,1280.00,-20.00,1016.00,2180.00,192.00,0.00,192.00,0.00,-1271.00,3950.00,3601.00,4500.00,0.00,3051.00
1962:Q2,31747.00,24884.00,1839.00,5024.00,36515.00,30684.00,5831.00,0.00,0.00,-4768.00,-3663.00,1.00,-3664.00,2756.00,464.00,0.00,52.00,156.00,348.00,0.00,0.00,1768.00,-268.00,1780.00,0.00,1780.00,340.00,0.00,-84.00,0.00,108.00,0.00,-660.00,520.00,6420.00,1120.00,128.00,0.00,1260.00,0.00,1260.00,656.00,60.00,596.00,-28.00,-184.00,2864.00,604.00,0.00,604.00,0.00,-1105.00,5800.00,3992.00,5024.00,0.00,4768.00
1962:Q3,30729.00,25111.00,1858.00,3760.00,34859.00,28950.00,5909.00,0.00,0.00,-4130.00,1062.00,2.00,1060.00,3176.00,1780.00,0.00,-96.00,-2236.00,552.00,0.00,0.00,2640.00,-96.00,2600.00,0.00,2600.00,336.00,0.00,-200.00,0.00,108.00,0.00,192.00,236.00,2116.00,-1740.00,-76.00,0.00,376.00,0.00,376.00,-840.00,-180.00,-660.00,-28.00,880.00,3244.00,300.00,0.00,300.00,0.00,-5192.00,3839.00,4051.00,3760.00,0.00,4130.00
1962:Q4,31733.00,25550.00,1887.00,4296.00,34981.00,28364.00,6617.00,0.00,0.00,-3248.00,-1119.00,1.00,-1120.00,3780.00,100.00,0.00,-1428.00,1488.00,1120.00,0.00,0.00,1672.00,376.00,1044.00,0.00,1044.00,336.00,0.00,-84.00,0.00,108.00,0.00,448.00,272.00,4900.00,-1460.00,-544.00,0.00,1536.00,0.00,1536.00,1724.00,216.00,1508.00,-24.00,180.00,3116.00,372.00,488.00,-116.00,0.00,-2129.00,2814.00,4730.00,4296.00,0.00,3248.00
1963:Q1,31609.00,25185.00,1912.00,4512.00,35487.00,29068.00,6419.00,0.00,0.00,-3878.00,-3484.00,0.00,-3484.00,4016.00,444.00,0.00,2328.00,-1276.00,1572.00,0.00,0.00,576.00,-68.00,476.00,0.00,476.00,336.00,0.00,-168.00,0.00,224.00,0.00,-12.00,160.00,7500.00,316.00,152.00,0.00,1976.00,0.00,1976.00,1080.00,-688.00,1768.00,112.00,-256.00,3920.00,200.00,0.00,200.00,0.00,-394.00,3883.00,4507.00,4512.00,0.00,3878.00
1963:Q2,33452.00,25890.00,2010.00,5552.00,38770.00,32423.00,6347.00,0.00,0.00,-5318.00,-3104.00,0.00,-3104.00,5688.00,464.00,0.00,-544.00,1344.00,548.00,0.00,0.00,3004.00,228.00,2212.00,0.00,2212.00,332.00,0.00,232.00,0.00,224.00,0.00,216.00,432.00,8792.00,-28.00,484.00,0.00,2028.00,0.00,2028.00,3120.00,496.00,2624.00,116.00,-1488.00,3496.00,1064.00,0.00,1064.00,0.00,-2214.00,6533.00,4337.00,5552.00,0.00,5318.00
1963:Q3,32535.00,26704.00,2103.00,3728.00,37160.00,30619.00,6541.00,0.00,0.00,-4625.00,-288.00,0.00,-288.00,3884.00,784.00,0.00,156.00,-324.00,756.00,0.00,0.00,1352.00,564.00,472.00,0.00,472.00,336.00,0.00,-20.00,0.00,224.00,0.00,516.00,420.00,4172.00,-124.00,-260.00,0.00,284.00,0.00,284.00,956.00,652.00,304.00,116.00,192.00,2884.00,124.00,0.00,124.00,0.00,-4337.00,3915.00,4438.00,3728.00,0.00,4625.00
1963:Q4,33036.00,26764.00,2188.00,4084.00,39000.00,32187.00,6813.00,0.00,0.00,-5964.00,-5422.00,2.00,-5424.00,1496.00,152.00,0.00,-932.00,1320.00,528.00,0.00,0.00,-548.00,-524.00,-544.00,0.00,-544.00,336.00,0.00,184.00,0.00,228.00,0.00,836.00,-88.00,6920.00,172.00,-1212.00,0.00,-316.00,0.00,-316.00,3760.00,1952.00,1808.00,104.00,132.00,3632.00,648.00,248.00,400.00,0.00,-542.00,5423.00,4625.00,4084.00,0.00,5964.00
1964:Q1,33288.00,26978.00,2230.00,4080.00,41529.00,34241.00,7288.00,0.00,0.00,-8241.00,-6139.00,1.00,-6140.00,1696.00,184.00,0.00,956.00,296.00,1080.00,0.00,0.00,-1516.00,580.00,-2556.00,0.00,-2556.00,336.00,0.00,124.00,0.00,-292.00,0.00,640.00,348.00,7836.00,388.00,544.00,0.00,-444.00,0.00,-444.00,3532.00,1452.00,2080.00,364.00,436.00,3288.00,-272.00,0.00,-272.00,0.00,-2102.00,7263.00,5058.00,4080.00,0.00,8241.00
1964:Q2,35223.00,27726.00,2293.00,5204.00,41964.00,34796.00,7168.00,0.00,0.00,-6741.00,-4236.00,0.00,-4236.00,2428.00,-292.00,0.00,-724.00,1404.00,1360.00,0.00,0.00,420.00,456.00,-508.00,0.00,-508.00,336.00,0.00,136.00,0.00,-80.00,0.00,-96.00,436.00,6664.00,-1504.00,368.00,0.00,608.00,0.00,608.00,3064.00,904.00,2160.00,216.00,124.00,3880.00,-92.00,200.00,-292.00,0.00,-2505.00,7070.00,4875.00,5204.00,0.00,6741.00
1964:Q3,34598.00,28429.00,2305.00,3864.00,42159.00,34806.00,7353.00,0.00,0.00,-7561.00,-2186.00,2.00,-2188.00,5768.00,-80.00,0.00,1152.00,912.00,1260.00,0.00,0.00,2692.00,-172.00,2196.00,0.00,2196.00,336.00,0.00,332.00,0.00,-452.00,0.00,60.00,224.00,7956.00,-360.00,224.00,0.00,-176.00,0.00,-176.00,3144.00,1568.00,1576.00,168.00,976.00,4068.00,-88.00,0.00,-88.00,0.00,-5375.00,6377.00,5048.00,3864.00,0.00,7561.00
1964:Q4,36053.00,29285.00,2448.00,4320.00,43379.00,36233.00,7146.00,0.00,0.00,-7326.00,-5684.00,0.00,-5684.00,7092.00,688.00,0.00,552.00,1224.00,1320.00,0.00,0.00,2464.00,-132.00,2020.00,0.00,2020.00,336.00,0.00,240.00,0.00,-344.00,0.00,908.00,280.00,12776.00,1292.00,-724.00,0.00,1880.00,0.00,1880.00,4004.00,1992.00,2012.00,96.00,1456.00,3796.00,976.00,248.00,728.00,0.00,-1642.00,6948.00,4698.00,4320.00,0.00,7326.00
1965:Q1,35234.00,28457.00,2489.00,4288.00,40982.00,33058.00,7924.00,0.00,0.00,-5748.00,-6099.00,1.00,-6100.00,5120.00,3332.00,0.00,2680.00,-972.00,616.00,0.00,0.00,-1664.00,1060.00,-3132.00,0.00,-3132.00,336.00,0.00,72.00,0.00,156.00,0.00,236.00,736.00,11220.00,-40.00,-256.00,0.00,360.00,0.00,360.00,5580.00,3692.00,1888.00,432.00,-716.00,6424.00,-564.00,0.00,-564.00,0.00,351.00,4601.00,5435.00,4288.00,0.00,5748.00
1965:Q2,40289.00,31679.00,2550.00,6060.00,47327.00,39136.00,8191.00,0.00,0.00,-7038.00,-5277.00,-1.00,-5276.00,2660.00,2360.00,0.00,692.00,-104.00,736.00,0.00,0.00,-1180.00,-104.00,-1008.00,0.00,-1008.00,336.00,0.00,-404.00,0.00,-560.00,0.00,800.00,-84.00,7936.00,2088.00,-844.00,0.00,280.00,0.00,280.00,628.00,-1584.00,2212.00,308.00,100.00,5000.00,376.00,0.00,376.00,0.00,-1761.00,7457.00,5641.00,6060.00,0.00,7038.00
1965:Q3,38869.00,32030.00,2635.00,4204.00,44819.00,36931.00,7888.00,0.00,0.00,-5950.00,-3068.00,0.00,-3068.00,2624.00,496.00,0.00,-624.00,1080.00,424.00,0.00,0.00,1484.00,324.00,884.00,0.00,884.00,336.00,0.00,-60.00,0.00,-848.00,0.00,24.00,588.00,5692.00,332.00,280.00,0.00,568.00,0.00,568.00,-148.00,-12.00,-136.00,268.00,-184.00,4120.00,456.00,0.00,456.00,0.00,-2882.00,4901.00,5253.00,4204.00,0.00,5950.00
1965:Q4,41086.00,33948.00,2734.00,4404.00,46981.00,39460.00,7521.00,0.00,0.00,-5895.00,-4056.00,0.00,-4056.00,3096.00,476.00,0.00,-2296.00,1020.00,488.00,0.00,0.00,3268.00,168.00,2196.00,0.00,2196.00,336.00,0.00,568.00,0.00,-348.00,0.00,72.00,416.00,7152.00,-608.00,-428.00,0.00,632.00,0.00,632.00,2384.00,260.00,2124.00,188.00,688.00,4500.00,-204.00,0.00,-204.00,0.00,-1839.00,5512.00,4787.00,4404.00,0.00,5895.00
1966:Q1,42523.00,34990.00,2801.00,4732.00,47206.00,39407.00,7799.00,0.00,0.00,-4683.00,-5596.00,0.00,-5596.00,644.00,272.00,0.00,824.00,340.00,840.00,0.00,0.00,-2252.00,56.00,-3468.00,0.00,-3468.00,336.00,0.00,824.00,0.00,-132.00,0.00,180.00,572.00,6240.00,-1424.00,412.00,0.00,1436.00,0.00,1436.00,1056.00,-740.00,1796.00,312.00,352.00,4460.00,-364.00,0.00,-364.00,0.00,913.00,4417.00,4998.00,4732.00,0.00,4683.00
1966:Q2,45492.00,36240.00,2884.00,6368.00,49408.00,41472.00,7936.00,0.00,0.00,-3916.00,-4682.00,-2.00,-4680.00,4212.00,836.00,0.00,484.00,476.00,824.00,0.00,0.00,940.00,500.00,-2220.00,0.00,-2220.00,336.00,0.00,2324.00,0.00,-244.00,0.00,364.00,532.00,8892.00,564.00,132.00,0.00,540.00,0.00,540.00,1688.00,-116.00,1804.00,-80.00,196.00,5492.00,360.00,0.00,360.00,0.00,766.00,5232.00,5052.00,6368.00,0.00,3916.00
1966:Q3,45726.00,38171.00,3103.00,4452.00,48446.00,40376.00,8070.00,0.00,0.00,-2720.00,936.00,0.00,936.00,7924.00,692.00,0.00,5628.00,620.00,-124.00,0.00,0.00,496.00,1068.00,-1540.00,0.00,-1540.00,336.00,0.00,632.00,0.00,-204.00,0.00,964.00,-148.00,6988.00,364.00,60.00,0.00,428.00,0.00,428.00,-36.00,128.00,-164.00,32.00,332.00,5256.00,552.00,40.00,512.00,0.00,-3656.00,2205.00,4967.00,4452.00,0.00,2720.00
1966:Q4,46990.00,38829.00,3217.00,4944.00,50905.00,42425.00,8480.00,0.00,0.00,-3915.00,-2453.00,-1.00,-2452.00,7548.00,484.00,0.00,4516.00,1428.00,-212.00,0.00,0.00,320.00,-704.00,-388.00,0.00,-388.00,336.00,0.00,1076.00,0.00,-640.00,0.00,904.00,748.00,10000.00,508.00,-188.00,0.00,536.00,0.00,536.00,2404.00,528.00,1876.00,-324.00,488.00,6464.00,112.00,-440.00,552.00,0.00,-1462.00,3596.00,5263.00,4944.00,0.00,3915.00
1967:Q1,48076.00,39432.00,3232.00,5412.00,52448.00,43995.00,8453.00,0.00,0.00,-4372.00,-2546.00,2.00,-2548.00,3068.00,204.00,0.00,-2768.00,-380.00,1756.00,0.00,0.00,2472.00,64.00,1420.00,0.00,1420.00,336.00,0.00,652.00,0.00,-120.00,0.00,1228.00,676.00,5616.00,-3904.00,264.00,0.00,1156.00,0.00,1156.00,4160.00,-420.00,4580.00,-96.00,924.00,4744.00,-1632.00,132.00,-1764.00,0.00,-1826.00,4563.00,5221.00,5412.00,0.00,4372.00
1967:Q2,48303.00,39020.00,3239.00,6044.00,51859.00,43540.00,8319.00,0.00,0.00,-3556.00,-5691.00,1.00,-5692.00,3900.00,60.00,0.00,-1384.00,-36.00,1524.00,0.00,0.00,1524.00,24.00,120.00,0.00,120.00,336.00,0.00,1044.00,0.00,272.00,0.00,1244.00,696.00,9592.00,1736.00,-432.00,0.00,948.00,0.00,948.00,2168.00,-1404.00,3572.00,96.00,544.00,3856.00,676.00,168.00,508.00,0.00,2135.00,4520.00,5080.00,6044.00,0.00,3556.00
1967:Q3,48193.00,39543.00,3242.00,5408.00,51370.00,42439.00,8931.00,0.00,0.00,-3177.00,1029.00,1.00,1028.00,12332.00,368.00,0.00,4760.00,1304.00,816.00,0.00,0.00,2924.00,-316.00,1940.00,0.00,1940.00,336.00,0.00,964.00,0.00,1116.00,0.00,536.00,508.00,11304.00,1868.00,-64.00,0.00,1556.00,0.00,1556.00,2036.00,532.00,1504.00,120.00,204.00,5436.00,148.00,308.00,-160.00,0.00,-4206.00,2896.00,5689.00,5408.00,0.00,3177.00
1967:Q4,50091.00,41653.00,3442.00,4996.00,52918.00,43892.00,9026.00,0.00,0.00,-2827.00,-755.00,1.00,-756.00,14844.00,4048.00,0.00,1656.00,1360.00,968.00,0.00,0.00,4184.00,368.00,4868.00,0.00,4868.00,336.00,0.00,-1388.00,0.00,1524.00,0.00,192.00,912.00,15600.00,4772.00,568.00,0.00,1204.00,0.00,1204.00,1812.00,-184.00,1996.00,248.00,1068.00,5188.00,740.00,164.00,576.00,0.00,-2072.00,2239.00,5584.00,4996.00,0.00,2827.00
1968:Q1,53358.00,44399.00,3699.00,5260.00,55014.00,45498.00,9516.00,0.00,0.00,-1656.00,-25.00,-1.00,-24.00,10612.00,5448.00,0.00,3364.00,56.00,-1220.00,0.00,0.00,-640.00,460.00,-3620.00,0.00,-3620.00,336.00,0.00,2184.00,0.00,1236.00,0.00,900.00,1468.00,10636.00,1800.00,1208.00,0.00,1212.00,0.00,1212.00,2440.00,-820.00,3260.00,584.00,-164.00,3924.00,-368.00,152.00,-520.00,0.00,-1631.00,1099.00,5817.00,5260.00,0.00,1656.00
1968:Q2,55127.00,45416.00,3987.00,5724.00,57345.00,47358.00,9987.00,0.00,0.00,-2218.00,-4048.00,0.00,-4048.00,6904.00,88.00,0.00,5356.00,92.00,-1252.00,0.00,0.00,-2124.00,452.00,-5256.00,0.00,-5256.00,336.00,0.00,2344.00,0.00,2144.00,0.00,2068.00,532.00,10952.00,636.00,1568.00,0.00,240.00,0.00,240.00,1340.00,-292.00,1632.00,892.00,1000.00,4688.00,588.00,180.00,408.00,0.00,1830.00,1942.00,6000.00,5724.00,0.00,2218.00
1968:Q3,58446.00,48241.00,4137.00,6068.00,59918.00,49529.00,10389.00,0.00,0.00,-1472.00,2960.00,0.00,2960.00,15016.00,-296.00,0.00,4340.00,1404.00,676.00,0.00,0.00,5508.00,208.00,2304.00,0.00,2304.00,336.00,0.00,2660.00,0.00,1836.00,0.00,956.00,592.00,12056.00,1988.00,332.00,0.00,936.00,0.00,936.00,1868.00,20.00,1848.00,336.00,240.00,6292.00,64.00,68.00,-4.00,0.00,-4432.00,1288.00,6252.00,6068.00,0.00,1472.00
1968:Q4,58972.00,48171.00,4245.00,6556.00,59754.00,49238.00,10516.00,0.00,0.00,-782.00,-1332.00,0.00,-1332.00,12084.00,-548.00,0.00,-4480.00,1848.00,716.00,0.00,0.00,7532.00,1196.00,3924.00,0.00,3924.00,336.00,0.00,2076.00,0.00,3172.00,0.00,3204.00,640.00,13416.00,3756.00,-980.00,0.00,1948.00,0.00,1948.00,956.00,-504.00,1460.00,128.00,1360.00,6272.00,-24.00,112.00,-136.00,0.00,550.00,1067.00,6271.00,6556.00,0.00,782.00
1969:Q1,53453.00,43803.00,4750.00,4900.00,55058.00,43974.00,11084.00,0.00,-4.00,-1601.00,5764.00,0.00,5764.00,16000.00,224.00,0.00,15180.00,-128.00,-884.00,0.00,0.00,-2520.00,180.00,-5580.00,0.00,-5580.00,336.00,0.00,2544.00,0.00,3008.00,0.00,-316.00,1436.00,10236.00,404.00,1076.00,0.00,1268.00,0.00,1268.00,1960.00,-456.00,2416.00,196.00,-60.00,6224.00,-832.00,88.00,-920.00,0.00,-7365.00,171.00,6334.00,4900.00,0.00,1605.00
1969:Q2,64804.00,52671.00,5373.00,6760.00,65449.00,53915.00,11534.00,0.00,0.00,-645.00,4272.00,0.00,4272.00,17336.00,-1268.00,0.00,15604.00,448.00,-1020.00,0.00,0.00,1108.00,2220.00,-2300.00,0.00,-2300.00,336.00,0.00,852.00,0.00,608.00,0.00,788.00,1068.00,13064.00,-72.00,-188.00,0.00,820.00,0.00,820.00,3512.00,-12.00,3524.00,1172.00,556.00,6652.00,612.00,220.00,392.00,0.00,-4917.00,1244.00,6161.00,6760.00,0.00,645.00
1969:Q3,63948.00,52364.00,6112.00,5472.00,65400.00,53340.00,12060.00,0.00,-4.00,-1448.00,8316.00,0.00,8316.00,19492.00,-44.00,0.00,4984.00,1252.00,460.00,0.00,0.00,10720.00,1672.00,7804.00,0.00,7804.00,336.00,0.00,908.00,0.00,676.00,0.00,400.00,1044.00,11176.00,2700.00,-764.00,0.00,1660.00,0.00,1660.00,608.00,-1184.00,1792.00,524.00,-180.00,6192.00,436.00,200.00,236.00,0.00,-9764.00,976.00,5948.00,5472.00,0.00,1452.00
1969:Q4,66183.00,53126.00,6421.00,6636.00,68897.00,56459.00,12438.00,0.00,0.00,-2714.00,11944.00,0.00,11944.00,18072.00,-2780.00,0.00,13312.00,1696.00,6964.00,0.00,0.00,-7076.00,-96.00,-9272.00,0.00,-9272.00,336.00,0.00,1956.00,0.00,1968.00,0.00,2484.00,1504.00,6128.00,-2176.00,-1780.00,0.00,364.00,0.00,364.00,2548.00,596.00,1952.00,192.00,2048.00,4768.00,164.00,228.00,-64.00,0.00,-14658.00,3333.00,6017.00,6636.00,0.00,2714.00
1970:Q1,65994.00,53517.00,6585.00,5892.00,69785.00,56913.00,12872.00,0.00,0.00,-3791.00,-2508.00,0.00,-2508.00,11268.00,-176.00,3468.00,-5208.00,588.00,872.00,0.00,0.00,9368.00,328.00,7104.00,0.00,7104.00,376.00,0.00,1560.00,0.00,-344.00,0.00,332.00,2368.00,13776.00,1368.00,-4.00,0.00,1128.00,0.00,1128.00,1560.00,92.00,1468.00,96.00,1612.00,7832.00,184.00,264.00,-80.00,0.00,-1283.00,3396.00,6287.00,5892.00,0.00,3791.00
1970:Q2,68538.00,55204.00,6538.00,6796.00,73764.00,60589.00,13175.00,0.00,-4.00,-5222.00,2808.00,0.00,2808.00,10132.00,56.00,0.00,-2724.00,364.00,424.00,0.00,0.00,10732.00,1800.00,6684.00,0.00,6684.00,376.00,0.00,1872.00,0.00,-376.00,0.00,808.00,848.00,7324.00,-4044.00,192.00,0.00,-232.00,0.00,-232.00,1988.00,-420.00,2408.00,-88.00,584.00,8576.00,348.00,200.00,148.00,0.00,-8030.00,5385.00,6637.00,6796.00,0.00,5226.00
1970:Q3,69807.00,56431.00,6440.00,6936.00,73298.00,60274.00,13024.00,0.00,-4.00,-3487.00,1768.00,0.00,1768.00,9944.00,1580.00,0.00,-5292.00,1348.00,-4320.00,0.00,0.00,12060.00,-572.00,10952.00,0.00,10952.00,344.00,0.00,1336.00,0.00,1544.00,0.00,1596.00,1428.00,8176.00,-1624.00,-316.00,0.00,1584.00,0.00,1584.00,632.00,168.00,464.00,484.00,528.00,6872.00,16.00,192.00,-176.00,0.00,-5255.00,3843.00,6584.00,6936.00,0.00,3491.00
1970:Q4,70934.00,57889.00,6197.00,6848.00,73319.00,61058.00,12261.00,0.00,-12.00,-2373.00,-980.00,0.00,-980.00,8724.00,1688.00,0.00,-12328.00,1640.00,-3632.00,0.00,0.00,15024.00,392.00,13228.00,0.00,13228.00,200.00,0.00,1204.00,0.00,1964.00,0.00,3156.00,1212.00,9704.00,-2472.00,-1372.00,0.00,1016.00,0.00,1016.00,3556.00,-660.00,4216.00,316.00,1132.00,7080.00,448.00,276.00,172.00,0.00,-1393.00,3169.00,6064.00,6848.00,0.00,2385.00
1971:Q1,72019.00,58652.00,5871.00,7496.00,76359.00,63074.00,13285.00,0.00,-12.00,-4328.00,-664.00,0.00,-664.00,13172.00,436.00,2868.00,-12604.00,-716.00,260.00,0.00,0.00,21924.00,-420.00,19908.00,0.00,19908.00,512.00,0.00,1924.00,0.00,312.00,0.00,-92.00,784.00,13836.00,-168.00,1136.00,0.00,1128.00,0.00,1128.00,2728.00,-672.00,3400.00,504.00,556.00,8132.00,-180.00,140.00,-320.00,0.00,-3664.00,4422.00,7414.00,7496.00,0.00,4340.00
1971:Q2,77106.00,63295.00,6099.00,7712.00,77177.00,63103.00,14074.00,0.00,-12.00,-59.00,13724.00,0.00,13724.00,24972.00,1824.00,0.00,-5316.00,-428.00,276.00,0.00,0.00,28940.00,-344.00,28684.00,16388.00,12296.00,-196.00,0.00,796.00,0.00,-12.00,0.00,-872.00,560.00,11248.00,-1528.00,80.00,0.00,1072.00,0.00,1072.00,2912.00,392.00,2520.00,400.00,636.00,7796.00,-120.00,196.00,-316.00,0.00,-13783.00,-192.00,7975.00,7712.00,0.00,71.00
1971:Q3,79690.00,65482.00,6692.00,7516.00,79345.00,65393.00,13952.00,0.00,-16.00,361.00,31844.00,0.00,31844.00,44116.00,1200.00,0.00,1792.00,340.00,404.00,0.00,0.00,41928.00,592.00,39724.00,28056.00,11668.00,108.00,0.00,1504.00,0.00,920.00,0.00,-1296.00,-1172.00,12272.00,-4308.00,548.00,0.00,1248.00,0.00,1248.00,4624.00,3492.00,1132.00,136.00,420.00,9232.00,372.00,396.00,-24.00,0.00,-31483.00,-89.00,7260.00,7516.00,0.00,-345.00
