1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q3,328.00,328.00,32.00,32.00,728.00,12.00,196.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,-636.00,3000.00,2000.00,10364.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,864.00,864.00,44.00,44.00,540.00,20.00,196.00,0.00,324.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,472.00,1000.00,0.00,5472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,608.00,608.00,20.00,20.00,380.00,8.00,160.00,0.00,212.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,1356.00,3000.00,2000.00,12356.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,476.00,476.00,28.00,28.00,40.00,12.00,124.00,0.00,-96.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,1008.00,2000.00,0.00,11008.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,800.00,800.00,20.00,20.00,244.00,16.00,124.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,12644.00,-8928.00,0.00,11716.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,732.00,732.00,60.00,60.00,768.00,36.00,628.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,11640.00,3276.00,-2000.00,18916.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,620.00,620.00,64.00,64.00,740.00,24.00,228.00,0.00,488.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,2096.00,1904.00,0.00,8000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,1456.00,1456.00,56.00,56.00,296.00,16.00,232.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,3600.00,0.00,0.00,3556.00,444.00,400.00,8000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,1380.00,1380.00,24.00,24.00,252.00,8.00,144.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,4400.00,0.00,0.00,3504.00,496.00,-400.00,8000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,952.00,952.00,72.00,72.00,636.00,28.00,508.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,6160.00,0.00,0.00,4120.00,364.00,400.00,11044.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,740.00,740.00,28.00,28.00,1468.00,20.00,304.00,0.00,1144.00,0.00,0.00,0.00,0.00,0.00,5440.00,0.00,0.00,-712.00,228.00,0.00,4956.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,908.00,908.00,40.00,40.00,312.00,20.00,200.00,0.00,92.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,1904.00,2096.00,0.00,8000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,972.00,972.00,64.00,64.00,192.00,8.00,72.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,3096.00,904.00,0.00,8000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,860.00,860.00,52.00,52.00,816.00,32.00,508.00,0.00,276.00,0.00,0.00,0.00,0.00,0.00,12192.00,0.00,0.00,-2604.00,2176.00,400.00,12164.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,1168.00,1168.00,76.00,76.00,2116.00,28.00,316.00,0.00,1772.00,0.00,0.00,0.00,0.00,0.00,3008.00,0.00,0.00,-212.00,2640.00,400.00,5836.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,568.00,568.00,32.00,32.00,800.00,16.00,464.00,0.00,320.00,0.00,0.00,0.00,0.00,0.00,9160.00,0.00,0.00,8504.00,-6504.00,-5160.00,6000.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,768.00,768.00,24.00,24.00,828.00,20.00,380.00,0.00,428.00,0.00,0.00,0.00,0.00,0.00,3856.00,0.00,0.00,1504.00,496.00,144.00,6000.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,964.00,964.00,64.00,64.00,1148.00,24.00,344.00,0.00,780.00,0.00,0.00,0.00,0.00,0.00,7076.00,0.00,0.00,3288.00,1360.00,660.00,12384.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,652.00,652.00,140.00,140.00,1672.00,24.00,248.00,0.00,1400.00,0.00,0.00,0.00,0.00,0.00,2368.00,0.00,0.00,-2264.00,4816.00,2696.00,7616.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,584.00,584.00,52.00,52.00,1040.00,44.00,488.00,0.00,508.00,0.00,0.00,0.00,0.00,0.00,1692.00,0.00,0.00,176.00,3024.00,3108.00,8000.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,532.00,532.00,36.00,36.00,1060.00,24.00,356.00,0.00,680.00,0.00,0.00,0.00,0.00,0.00,8596.00,0.00,0.00,7232.00,-2432.00,-3396.00,10000.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,440.00,440.00,40.00,40.00,2432.00,40.00,864.00,0.00,1528.00,0.00,0.00,0.00,0.00,0.00,12308.00,0.00,0.00,4332.00,-1344.00,-5652.00,9644.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,864.00,864.00,56.00,56.00,-664.00,64.00,560.00,0.00,-1288.00,0.00,0.00,0.00,0.00,0.00,2776.00,0.00,0.00,-2776.00,6588.00,3768.00,10356.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,684.00,684.00,40.00,40.00,1128.00,36.00,500.00,0.00,592.00,0.00,0.00,0.00,0.00,0.00,9392.00,0.00,0.00,3248.00,752.00,-1392.00,12000.00,1100.00,1100.00,2000.00,34700.00,36700.00,0.00,0.00,0.00
1980:Q3,1148.00,1148.00,60.00,60.00,624.00,20.00,364.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,6372.00,0.00,0.00,2928.00,1072.00,1628.00,12000.00,1100.00,1100.00,2156.00,720.00,2876.00,0.00,0.00,0.00
1980:Q4,484.00,484.00,76.00,76.00,1640.00,56.00,1084.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,432.00,0.00,0.00,5128.00,5916.00,4460.00,15936.00,1100.00,1100.00,-2684.00,-896.00,-3580.00,0.00,0.00,0.00
1981:Q1,780.00,780.00,96.00,96.00,1192.00,40.00,400.00,0.00,752.00,0.00,0.00,0.00,0.00,0.00,11492.00,0.00,0.00,-23416.00,3572.00,416.00,-7936.00,1100.00,1100.00,2696.00,3564.00,6260.00,0.00,0.00,0.00
1981:Q2,1292.00,1292.00,76.00,76.00,1556.00,60.00,616.00,0.00,880.00,0.00,0.00,0.00,0.00,0.00,11668.00,0.00,0.00,-5840.00,9356.00,9056.00,24240.00,1100.00,1100.00,-7164.00,8280.00,1116.00,0.00,0.00,0.00
1981:Q3,1264.00,1264.00,44.00,44.00,1120.00,48.00,616.00,0.00,456.00,0.00,0.00,0.00,0.00,0.00,6644.00,0.00,0.00,-11444.00,14328.00,14232.00,23760.00,1100.00,1100.00,708.00,10900.00,11608.00,0.00,0.00,0.00
1981:Q4,1232.00,1232.00,84.00,84.00,1656.00,56.00,1020.00,0.00,580.00,0.00,0.00,0.00,0.00,0.00,20488.00,0.00,0.00,4912.00,3176.00,864.00,29440.00,1100.00,1100.00,-1368.00,-40456.00,-41824.00,0.00,0.00,0.00
1982:Q1,852.00,852.00,80.00,80.00,1044.00,68.00,756.00,0.00,220.00,0.00,0.00,0.00,0.00,0.00,-7492.00,0.00,0.00,-3284.00,9596.00,9740.00,8560.00,1100.00,1100.00,3344.00,1116.00,4460.00,0.00,0.00,0.00
1982:Q2,1140.00,1140.00,116.00,116.00,708.00,0.00,-172.00,0.00,880.00,0.00,0.00,0.00,0.00,0.00,-14980.00,0.00,0.00,-9712.00,15028.00,19668.00,10004.00,1100.00,1100.00,6388.00,2132.00,8520.00,0.00,0.00,0.00
1982:Q3,1028.00,1028.00,56.00,56.00,340.00,16.00,356.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,49392.00,0.00,0.00,26492.00,-15408.00,-20480.00,39996.00,1100.00,1100.00,6892.00,2296.00,9188.00,0.00,0.00,0.00
1982:Q4,1008.00,1008.00,72.00,72.00,1340.00,40.00,600.00,0.00,700.00,0.00,0.00,0.00,0.00,0.00,28988.00,0.00,0.00,11328.00,-1876.00,-220.00,38220.00,1100.00,1100.00,-9048.00,400.00,-8648.00,0.00,0.00,0.00
1983:Q1,1660.00,1660.00,136.00,136.00,-92.00,4.00,96.00,0.00,-192.00,0.00,0.00,0.00,0.00,0.00,-17128.00,0.00,0.00,3616.00,6532.00,8760.00,1780.00,1100.00,1100.00,-3176.00,-404.00,-3580.00,0.00,0.00,0.00
1983:Q2,900.00,900.00,112.00,112.00,300.00,4.00,-92.00,0.00,388.00,0.00,0.00,0.00,0.00,0.00,-2004.00,0.00,0.00,2848.00,576.00,1460.00,2880.00,1100.00,1100.00,2372.00,1600.00,3972.00,0.00,0.00,0.00
1983:Q3,1396.00,1396.00,100.00,100.00,-100.00,12.00,140.00,0.00,-252.00,0.00,0.00,0.00,0.00,0.00,34460.00,0.00,0.00,3128.00,2648.00,884.00,41120.00,1100.00,1100.00,-1028.00,268.00,-760.00,0.00,0.00,0.00
1983:Q4,1520.00,1520.00,76.00,76.00,708.00,16.00,132.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,33956.00,0.00,0.00,6708.00,5608.00,1444.00,47716.00,1100.00,1100.00,10592.00,2548.00,13140.00,0.00,0.00,0.00
1984:Q1,1296.00,1296.00,136.00,136.00,904.00,4.00,24.00,0.00,876.00,0.00,0.00,0.00,0.00,0.00,-22912.00,0.00,0.00,2344.00,8140.00,8712.00,-3716.00,1100.00,1100.00,-360.00,3076.00,2716.00,0.00,0.00,0.00
1984:Q2,1244.00,1244.00,168.00,168.00,868.00,8.00,32.00,0.00,828.00,0.00,0.00,0.00,0.00,0.00,-18420.00,0.00,0.00,6664.00,8888.00,10160.00,7292.00,1100.00,1100.00,-17524.00,-6276.00,-23800.00,0.00,0.00,0.00
1984:Q3,1504.00,1504.00,224.00,224.00,636.00,8.00,152.00,0.00,476.00,0.00,0.00,0.00,0.00,0.00,68216.00,0.00,0.00,17672.00,-9624.00,-19556.00,56708.00,1100.00,1100.00,21020.00,7572.00,28592.00,0.00,0.00,0.00
1984:Q4,1660.00,1660.00,116.00,116.00,1140.00,-12.00,112.00,0.00,1040.00,0.00,0.00,0.00,0.00,0.00,46356.00,0.00,0.00,6496.00,2724.00,3028.00,58604.00,1100.00,1100.00,-1796.00,-1060.00,-2856.00,0.00,0.00,0.00
1985:Q1,1340.00,1340.00,244.00,244.00,1456.00,16.00,64.00,0.00,1376.00,0.00,0.00,0.00,0.00,0.00,-1940.00,0.00,0.00,7748.00,7432.00,4156.00,17396.00,1192.00,1192.00,7080.00,5136.00,12216.00,0.00,0.00,0.00
1985:Q2,1360.00,1360.00,136.00,136.00,848.00,-28.00,-484.00,0.00,1360.00,0.00,0.00,0.00,0.00,0.00,10532.00,0.00,0.00,17180.00,-2808.00,-2752.00,22152.00,8056.00,8056.00,-1348.00,2468.00,1120.00,0.00,0.00,0.00
1985:Q3,1344.00,1344.00,128.00,128.00,400.00,-32.00,-420.00,0.00,852.00,0.00,0.00,0.00,0.00,0.00,37448.00,0.00,0.00,24444.00,-14816.00,-11228.00,35848.00,-952.00,-952.00,-2356.00,23472.00,21116.00,0.00,0.00,0.00
1985:Q4,1160.00,1160.00,112.00,112.00,500.00,-28.00,-336.00,0.00,864.00,0.00,0.00,0.00,0.00,0.00,14492.00,0.00,0.00,2004.00,10640.00,11840.00,38976.00,10632.00,10632.00,5448.00,2948.00,8396.00,0.00,0.00,0.00
1986:Q1,832.00,832.00,160.00,160.00,632.00,-64.00,-800.00,0.00,1496.00,0.00,0.00,0.00,0.00,0.00,39176.00,0.00,0.00,18052.00,-17296.00,-20908.00,19024.00,-6996.00,-6996.00,11652.00,5252.00,16904.00,0.00,0.00,0.00
1986:Q2,1576.00,1576.00,-56.00,-56.00,980.00,12.00,84.00,0.00,884.00,0.00,0.00,0.00,0.00,0.00,11632.00,0.00,0.00,-3048.00,3780.00,4724.00,17088.00,17404.00,17404.00,-26924.00,39052.00,12128.00,0.00,0.00,0.00
1986:Q3,2860.00,2860.00,168.00,168.00,240.00,-52.00,-784.00,0.00,1076.00,0.00,0.00,0.00,0.00,0.00,5144.00,0.00,0.00,17212.00,1160.00,6240.00,29756.00,-3064.00,-3064.00,22464.00,-19376.00,3088.00,0.00,0.00,0.00
1986:Q4,660.00,660.00,100.00,100.00,272.00,-56.00,-904.00,0.00,1232.00,0.00,0.00,0.00,0.00,0.00,16100.00,0.00,0.00,904.00,12660.00,4832.00,34496.00,932.00,932.00,9492.00,-11484.00,-1992.00,0.00,0.00,0.00
1987:Q1,756.00,756.00,168.00,168.00,1652.00,-68.00,-820.00,0.00,2540.00,0.00,0.00,0.00,0.00,0.00,10936.00,0.00,0.00,92.00,8880.00,12776.00,32684.00,1296.00,1296.00,2080.00,1416.00,3496.00,0.00,0.00,0.00
1987:Q2,1128.00,1128.00,180.00,180.00,1192.00,-28.00,-368.00,0.00,1588.00,0.00,0.00,0.00,0.00,0.00,26688.00,0.00,0.00,23088.00,-14164.00,-11952.00,23660.00,-18200.00,-18200.00,14236.00,2668.00,16904.00,0.00,0.00,0.00
1987:Q3,1628.00,1628.00,192.00,192.00,500.00,-40.00,-584.00,0.00,1124.00,0.00,0.00,0.00,0.00,0.00,13804.00,0.00,0.00,-29832.00,38136.00,12984.00,35092.00,-3000.00,-3000.00,7704.00,-7544.00,160.00,0.00,0.00,0.00
1987:Q4,1332.00,1332.00,152.00,152.00,1832.00,12.00,-112.00,0.00,1932.00,0.00,0.00,0.00,0.00,0.00,41460.00,0.00,0.00,-14484.00,13224.00,-27668.00,12532.00,-5000.00,-5000.00,4872.00,12896.00,17768.00,0.00,0.00,0.00
1988:Q1,1116.00,1116.00,192.00,192.00,2060.00,-36.00,-296.00,0.00,2392.00,0.00,0.00,0.00,0.00,0.00,-4668.00,0.00,0.00,-47684.00,48116.00,7980.00,3744.00,-1332.00,-1332.00,18592.00,14448.00,33040.00,0.00,0.00,0.00
1988:Q2,1192.00,1192.00,60.00,60.00,1352.00,4.00,44.00,0.00,1304.00,0.00,0.00,0.00,0.00,0.00,31304.00,0.00,0.00,-6104.00,10444.00,284.00,35928.00,-2128.00,-2128.00,16900.00,6260.00,23160.00,0.00,0.00,0.00
1988:Q3,1300.00,1300.00,-52.00,-52.00,2164.00,40.00,400.00,0.00,1724.00,0.00,0.00,0.00,0.00,0.00,30672.00,0.00,0.00,-10464.00,5164.00,144.00,25516.00,-3636.00,-3636.00,10628.00,9248.00,19876.00,0.00,0.00,0.00
1988:Q4,1648.00,1648.00,64.00,64.00,2280.00,20.00,96.00,0.00,2164.00,0.00,0.00,0.00,0.00,0.00,34760.00,0.00,0.00,-14224.00,16804.00,-15380.00,21960.00,-4948.00,-4948.00,5072.00,-2932.00,2140.00,0.00,0.00,0.00
1989:Q1,1044.00,1044.00,72.00,72.00,752.00,-116.00,-1364.00,0.00,2232.00,0.00,0.00,0.00,0.00,0.00,-1204.00,0.00,0.00,4556.00,-7164.00,21132.00,17320.00,6572.00,6572.00,15548.00,9352.00,24900.00,0.00,0.00,0.00
1989:Q2,1028.00,1028.00,56.00,56.00,-1452.00,-132.00,-1584.00,0.00,264.00,0.00,0.00,0.00,0.00,0.00,34676.00,0.00,0.00,-2636.00,12556.00,-14080.00,30516.00,-1032.00,-1032.00,-5600.00,3492.00,-2108.00,0.00,0.00,0.00
1989:Q3,1260.00,1260.00,212.00,212.00,-184.00,-16.00,-276.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,1928.00,0.00,0.00,-9568.00,20224.00,-9620.00,2964.00,-3752.00,-3752.00,-8824.00,1620.00,-7204.00,0.00,0.00,0.00
1989:Q4,1364.00,1364.00,180.00,180.00,-1496.00,4.00,272.00,0.00,-1772.00,0.00,0.00,0.00,0.00,0.00,6152.00,0.00,0.00,-144.00,6508.00,-4604.00,7912.00,-56.00,-56.00,9320.00,-15076.00,-5756.00,0.00,0.00,0.00
1990:Q1,1296.00,1296.00,280.00,280.00,-4988.00,-16.00,-284.00,0.00,-4688.00,0.00,0.00,0.00,0.00,0.00,25552.00,0.00,0.00,-10264.00,-10892.00,-572.00,3824.00,26756.00,26756.00,-11328.00,6048.00,-5280.00,0.00,0.00,0.00
1990:Q2,1228.00,1228.00,124.00,124.00,-2064.00,-12.00,-288.00,0.00,-1764.00,0.00,0.00,0.00,0.00,0.00,9628.00,0.00,0.00,-5140.00,-11316.00,-5684.00,-12512.00,-3756.00,-3756.00,-9600.00,12172.00,2572.00,0.00,0.00,0.00
1990:Q3,1844.00,1844.00,220.00,220.00,-1924.00,-8.00,-292.00,0.00,-1628.00,4.00,0.00,0.00,0.00,0.00,43976.00,0.00,0.00,20092.00,-41112.00,-4072.00,18884.00,14664.00,14664.00,23332.00,-8452.00,14880.00,0.00,0.00,0.00
1990:Q4,848.00,848.00,96.00,96.00,-1148.00,4.00,-104.00,0.00,-1056.00,4.00,0.00,4.00,0.00,0.00,-9800.00,0.00,0.00,-21244.00,-10540.00,8644.00,-32940.00,-15500.00,-15500.00,-9772.00,11996.00,2224.00,0.00,0.00,0.00
1991:Q1,1132.00,1132.00,312.00,312.00,-1296.00,-8.00,-292.00,0.00,-1000.00,4.00,0.00,0.00,0.00,0.00,31076.00,0.00,0.00,-28012.00,7180.00,2128.00,12372.00,5724.00,5724.00,-3944.00,5704.00,1760.00,0.00,0.00,0.00
1991:Q2,1700.00,1700.00,176.00,176.00,-368.00,20.00,232.00,0.00,-624.00,4.00,0.00,0.00,0.00,0.00,8168.00,0.00,0.00,2940.00,-12680.00,5480.00,3908.00,3500.00,3500.00,-16392.00,7556.00,-8836.00,0.00,0.00,0.00
1991:Q3,1364.00,1364.00,80.00,80.00,-12.00,20.00,232.00,0.00,-272.00,8.00,0.00,0.00,0.00,0.00,5948.00,0.00,0.00,4268.00,-11064.00,2148.00,1300.00,5084.00,5084.00,7344.00,14112.00,21456.00,0.00,0.00,0.00
1991:Q4,1820.00,1820.00,348.00,348.00,-1144.00,32.00,560.00,0.00,-1744.00,8.00,0.00,0.00,0.00,0.00,13008.00,0.00,0.00,-4828.00,-6528.00,13120.00,14772.00,-5748.00,-5748.00,11052.00,15416.00,26468.00,0.00,0.00,0.00
1992:Q1,1256.00,1256.00,372.00,372.00,-604.00,-16.00,-280.00,0.00,-344.00,8.00,0.00,28.00,0.00,0.00,12992.00,0.00,0.00,-2452.00,1876.00,18216.00,30632.00,4728.00,4728.00,1820.00,20820.00,22640.00,0.00,0.00,0.00
1992:Q2,1224.00,1224.00,348.00,348.00,-1304.00,-36.00,-364.00,0.00,-976.00,8.00,0.00,64.00,0.00,0.00,49472.00,0.00,0.00,-1220.00,-11344.00,-16976.00,19932.00,-1612.00,-1612.00,15440.00,12388.00,27828.00,0.00,0.00,0.00
1992:Q3,1524.00,1524.00,580.00,580.00,1284.00,28.00,372.00,0.00,872.00,12.00,0.00,0.00,0.00,0.00,35976.00,0.00,0.00,-5296.00,11520.00,-8616.00,33584.00,-7024.00,-7024.00,632.00,25128.00,25760.00,0.00,0.00,0.00
1992:Q4,1704.00,1704.00,308.00,308.00,-64.00,8.00,-8.00,0.00,-84.00,20.00,0.00,0.00,0.00,0.00,48916.00,0.00,0.00,8888.00,-12600.00,-15932.00,29272.00,11788.00,11788.00,-2408.00,18368.00,15960.00,0.00,0.00,0.00
1993:Q1,892.00,892.00,532.00,532.00,1232.00,16.00,416.00,0.00,756.00,20.00,0.00,24.00,0.00,0.00,34136.00,0.00,0.00,29976.00,-23464.00,23560.00,64208.00,-17676.00,-17676.00,-36420.00,24828.00,-11592.00,0.00,0.00,0.00
