1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q1,4052.00,4052.00,4052.00,7259.00,6353.00,906.00,-3208.00,-1152.00,31.00,0.00,0.00,50.00,50.00,0.00,-280.00,0.00,-280.00,-1129.00,176.00,165.00,11.00,0.00,2056.00,1902.00,238.00,410.00,1254.00,-2270.00,0.00,4.00,0.00,2420.00
1968:Q2,4128.00,4128.00,4128.00,7814.00,6467.00,1347.00,-3686.00,224.00,43.00,0.00,0.00,50.00,50.00,0.00,85.00,0.00,85.00,-157.00,203.00,171.00,32.00,0.00,3910.00,3875.00,864.00,311.00,2700.00,161.00,0.00,4.00,0.00,-130.00
1968:Q3,4213.00,4213.00,4213.00,6976.00,6669.00,307.00,-2764.00,671.00,44.00,0.00,0.00,50.00,50.00,0.00,-145.00,0.00,-145.00,527.00,195.00,187.00,8.00,0.00,3435.00,2300.00,-50.00,-38.00,2388.00,592.00,0.00,5.00,0.00,538.00
1968:Q4,4304.00,4304.00,4304.00,6882.00,7092.00,-210.00,-2579.00,63.00,37.00,0.00,0.00,50.00,50.00,0.00,320.00,0.00,320.00,-608.00,264.00,208.00,56.00,0.00,2642.00,2894.00,411.00,112.00,2371.00,-588.00,0.00,5.00,0.00,331.00
1969:Q1,4407.00,4407.00,4407.00,8230.00,7493.00,737.00,-3823.00,603.00,27.00,0.00,0.00,50.00,50.00,0.00,-322.00,0.00,-322.00,602.00,246.00,232.00,14.00,0.00,4426.00,3071.00,869.00,575.00,1627.00,225.00,0.00,5.00,0.00,1125.00
1969:Q2,4503.00,4503.00,4503.00,8274.00,7688.00,586.00,-3771.00,582.00,20.00,0.00,0.00,50.00,50.00,0.00,137.00,100.00,37.00,88.00,287.00,258.00,29.00,0.00,4353.00,5126.00,1030.00,567.00,3529.00,428.00,0.00,5.00,0.00,-1206.00
1969:Q3,4594.00,4594.00,4594.00,8072.00,7975.00,96.00,-3478.00,720.00,16.00,0.00,0.00,50.00,50.00,0.00,18.00,100.00,-82.00,360.00,276.00,267.00,9.00,0.00,4198.00,3825.00,591.00,162.00,3072.00,526.00,0.00,6.00,0.00,-159.00
1969:Q4,4681.00,4681.00,4681.00,7754.00,7952.00,-197.00,-3074.00,70.00,16.00,0.00,0.00,50.00,50.00,0.00,327.00,100.00,227.00,-595.00,272.00,260.00,12.00,0.00,3144.00,3296.00,257.00,248.00,2791.00,-537.00,0.00,6.00,0.00,379.00
1970:Q1,4766.00,4766.00,4766.00,8296.00,7908.00,389.00,-3530.00,585.00,28.00,200.00,0.00,50.00,50.00,0.00,-198.00,100.00,-298.00,221.00,284.00,270.00,14.00,0.00,4115.00,-6813.00,-39.00,731.00,-7505.00,21.00,0.00,8.00,7623.00,3277.00
1970:Q2,4856.00,4856.00,4856.00,8194.00,7950.00,243.00,-3338.00,465.00,27.00,400.00,0.00,50.00,50.00,0.00,164.00,100.00,64.00,-471.00,295.00,277.00,18.00,0.00,3803.00,4946.00,616.00,595.00,3735.00,195.00,0.00,8.00,140.00,-1486.00
1970:Q3,4956.00,4956.00,4956.00,7930.00,8142.00,-212.00,-2974.00,516.00,26.00,400.00,0.00,50.00,50.00,0.00,202.00,100.00,102.00,-442.00,280.00,274.00,6.00,0.00,3490.00,4670.00,71.00,15.00,4584.00,-40.00,0.00,8.00,342.00,-1491.00
1970:Q4,5063.00,5063.00,5063.00,7583.00,8427.00,-844.00,-2520.00,316.00,28.00,400.00,0.00,50.00,50.00,0.00,349.00,100.00,249.00,-795.00,284.00,260.00,24.00,0.00,2836.00,3864.00,-235.00,167.00,3932.00,-854.00,0.00,8.00,476.00,-658.00
1971:Q1,5181.00,5181.00,5181.00,9665.00,8727.00,938.00,-4484.00,3400.00,28.00,400.00,0.00,50.00,50.00,0.00,-98.00,275.00,-373.00,1710.00,1310.00,293.00,17.00,1000.00,7884.00,4137.00,549.00,789.00,2799.00,1652.00,0.00,3.00,754.00,1338.00
1971:Q2,5294.00,5294.00,5294.00,10559.00,9340.00,1219.00,-5265.00,2002.00,27.00,400.00,0.00,50.00,50.00,0.00,385.00,300.00,85.00,-181.00,1321.00,301.00,20.00,1000.00,7267.00,7630.00,945.00,602.00,6083.00,-511.00,311.00,4.00,404.00,-572.00
1971:Q3,5410.00,5410.00,5410.00,10458.00,9646.00,813.00,-5048.00,2460.00,34.00,400.00,0.00,60.00,60.00,0.00,266.00,300.00,-34.00,378.00,1322.00,316.00,6.00,1000.00,7508.00,5347.00,107.00,-232.00,5472.00,-165.00,363.00,4.00,685.00,1275.00
1971:Q4,5524.00,5524.00,5524.00,9427.00,9905.00,-478.00,-3903.00,1962.00,48.00,400.00,0.00,40.00,40.00,0.00,505.00,300.00,205.00,-407.00,1376.00,340.00,36.00,1000.00,5865.00,5455.00,574.00,17.00,4864.00,-773.00,363.00,4.00,1052.00,-235.00
1972:Q1,5640.00,5640.00,5640.00,10550.00,10527.00,23.00,-4910.00,2355.00,60.00,400.00,0.00,50.00,50.00,0.00,-41.00,300.00,-341.00,513.00,1373.00,363.00,10.00,1000.00,7265.00,4765.00,425.00,545.00,3795.00,225.00,363.00,5.00,920.00,986.00
1972:Q2,5759.00,5759.00,5759.00,11498.00,10660.00,838.00,-5739.00,2654.00,78.00,400.00,0.00,50.00,50.00,0.00,311.00,275.00,36.00,188.00,1627.00,392.00,35.00,1200.00,8393.00,10219.00,1363.00,449.00,8407.00,534.00,363.00,5.00,285.00,-3013.00
1972:Q3,5885.00,5885.00,5885.00,11518.00,10831.00,687.00,-5634.00,2931.00,76.00,400.00,0.00,50.00,50.00,0.00,239.00,275.00,-36.00,562.00,1604.00,397.00,7.00,1200.00,8565.00,7014.00,-85.00,48.00,7051.00,702.00,363.00,5.00,503.00,-23.00
1972:Q4,6016.00,6016.00,6016.00,11497.00,11516.00,-19.00,-5480.00,2046.00,54.00,400.00,0.00,50.00,50.00,0.00,534.00,275.00,259.00,-616.00,1624.00,379.00,45.00,1200.00,7526.00,9386.00,1053.00,156.00,8177.00,-316.00,363.00,6.00,976.00,-2889.00
1973:Q1,6161.00,6161.00,6161.00,11617.00,12112.00,-495.00,-5456.00,3020.00,129.00,406.00,0.00,33.00,33.00,0.00,-169.00,170.00,-339.00,470.00,2151.00,367.00,28.00,1756.00,8476.00,8908.00,1572.00,2418.00,4918.00,458.00,364.00,26.00,968.00,-2248.00
1973:Q2,6325.00,6325.00,6325.00,13947.00,12316.00,1631.00,-7622.00,2164.00,136.00,405.00,0.00,28.00,28.00,0.00,212.00,129.00,83.00,513.00,870.00,347.00,62.00,461.00,9786.00,8575.00,2122.00,772.00,5681.00,898.00,369.00,39.00,133.00,-228.00
1973:Q3,6518.00,6518.00,6518.00,13221.00,12368.00,854.00,-6704.00,1919.00,149.00,402.00,0.00,15.00,15.00,0.00,-75.00,31.00,-106.00,623.00,805.00,344.00,52.00,409.00,8623.00,1825.00,1957.00,270.00,-402.00,936.00,377.00,31.00,627.00,4827.00
1973:Q4,6734.00,6734.00,6734.00,13450.00,12032.00,1418.00,-6716.00,1974.00,147.00,400.00,0.00,7.00,7.00,0.00,124.00,-45.00,169.00,710.00,586.00,357.00,28.00,201.00,8690.00,-1360.00,2015.00,238.00,-3613.00,1066.00,386.00,36.00,1559.00,7002.00
1974:Q1,6995.00,6995.00,6995.00,11367.00,11690.00,-322.00,-4373.00,2588.00,441.00,522.00,0.00,16.00,16.00,0.00,-247.00,69.00,-316.00,1454.00,402.00,373.00,23.00,6.00,6961.00,8128.00,2241.00,969.00,4918.00,2264.00,434.00,38.00,1077.00,-4981.00
1974:Q2,7253.00,7253.00,7253.00,12144.00,11420.00,724.00,-4891.00,2233.00,241.00,470.00,0.00,15.00,15.00,0.00,97.00,52.00,45.00,1092.00,318.00,388.00,105.00,-175.00,7124.00,12003.00,2844.00,1007.00,8152.00,1638.00,417.00,38.00,858.00,-7830.00
1974:Q3,7524.00,7524.00,7524.00,11442.00,11299.00,143.00,-3918.00,450.00,-154.00,341.00,0.00,12.00,12.00,0.00,-114.00,12.00,-126.00,189.00,176.00,380.00,49.00,-253.00,4368.00,10453.00,2076.00,949.00,7428.00,154.00,372.00,39.00,1603.00,-8253.00
1974:Q4,7808.00,7808.00,7808.00,9626.00,10828.00,-1202.00,-1818.00,-534.00,-436.00,238.00,0.00,12.00,12.00,0.00,18.00,-25.00,43.00,-533.00,167.00,347.00,49.00,-229.00,1284.00,6523.00,1141.00,654.00,4728.00,-951.00,337.00,39.00,2040.00,-6704.00
1975:Q1,8129.00,8129.00,8129.00,11535.00,10342.00,1193.00,-3406.00,115.00,-30.00,93.00,0.00,-10.00,-10.00,0.00,-553.00,-115.00,-438.00,405.00,210.00,436.00,40.00,-266.00,3521.00,5501.00,910.00,626.00,3965.00,367.00,302.00,-5.00,781.00,-3424.00
1975:Q2,8383.00,8383.00,8383.00,10594.00,10334.00,260.00,-2212.00,552.00,55.00,87.00,0.00,-2.00,-2.00,0.00,-68.00,-82.00,14.00,369.00,111.00,453.00,31.00,-373.00,2764.00,7109.00,993.00,1651.00,4465.00,442.00,287.00,-5.00,1.00,-5070.00
1975:Q3,8591.00,8591.00,8591.00,10702.00,10581.00,121.00,-2111.00,637.00,220.00,69.00,0.00,17.00,17.00,0.00,-133.00,-6.00,-127.00,279.00,185.00,471.00,31.00,-317.00,2748.00,4331.00,891.00,863.00,2577.00,381.00,249.00,-5.00,395.00,-2603.00
1975:Q4,8756.00,8756.00,8756.00,11319.00,10800.00,519.00,-2563.00,1387.00,336.00,55.00,0.00,31.00,31.00,0.00,198.00,62.00,136.00,210.00,557.00,501.00,157.00,-101.00,3950.00,3413.00,676.00,919.00,1818.00,122.00,219.00,-6.00,1853.00,-1650.00
1976:Q1,8896.00,8896.00,8896.00,11458.00,11163.00,294.00,-2561.00,958.00,276.00,118.00,0.00,-25.00,-25.00,0.00,-255.00,74.00,-329.00,-9.00,853.00,692.00,57.00,104.00,3519.00,8007.00,973.00,1157.00,5877.00,617.00,292.00,4.00,-291.00,-5110.00
1976:Q2,9048.00,9048.00,9048.00,11768.00,11540.00,228.00,-2720.00,2046.00,357.00,211.00,0.00,9.00,9.00,0.00,175.00,136.00,39.00,124.00,1170.00,823.00,58.00,289.00,4766.00,7695.00,1914.00,1486.00,4295.00,944.00,293.00,4.00,124.00,-4294.00
1976:Q3,9231.00,9231.00,9231.00,12764.00,11780.00,984.00,-3533.00,3006.00,568.00,442.00,0.00,94.00,94.00,0.00,157.00,279.00,-122.00,457.00,1288.00,871.00,36.00,381.00,6539.00,7304.00,1311.00,1565.00,4428.00,745.00,297.00,4.00,458.00,-2269.00
1976:Q4,9445.00,9445.00,9445.00,12153.00,12496.00,-343.00,-2707.00,4247.00,746.00,631.00,0.00,163.00,163.00,0.00,635.00,410.00,225.00,726.00,1346.00,839.00,127.00,380.00,6954.00,6479.00,1260.00,760.00,4459.00,696.00,301.00,3.00,955.00,-1480.00
1977:Q1,9712.00,9712.00,9712.00,13054.00,12929.00,125.00,-3342.00,2452.00,537.00,461.00,0.00,171.00,171.00,0.00,-150.00,169.00,-319.00,29.00,1404.00,905.00,76.00,423.00,5794.00,10540.00,1544.00,2798.00,6198.00,1556.00,280.00,-4.00,289.00,-6866.00
1977:Q2,9977.00,9977.00,9977.00,15499.00,13880.00,1620.00,-5523.00,3915.00,596.00,540.00,0.00,192.00,192.00,0.00,133.00,237.00,-104.00,948.00,1506.00,950.00,50.00,506.00,9438.00,12722.00,3019.00,1507.00,8196.00,1225.00,276.00,-4.00,-959.00,-3822.00
1977:Q3,10258.00,10258.00,10258.00,16155.00,14425.00,1730.00,-5898.00,4819.00,725.00,738.00,0.00,245.00,245.00,0.00,190.00,402.00,-212.00,1395.00,1526.00,993.00,18.00,515.00,10717.00,10017.00,2160.00,1113.00,6744.00,673.00,268.00,-4.00,207.00,-445.00
1977:Q4,10553.00,10553.00,10553.00,17819.00,15156.00,2664.00,-7267.00,6072.00,824.00,898.00,0.00,289.00,289.00,0.00,701.00,550.00,151.00,1755.00,1605.00,1031.00,127.00,447.00,13339.00,9450.00,1599.00,1014.00,6837.00,145.00,262.00,-5.00,410.00,3077.00
1978:Q1,10887.00,10887.00,10887.00,16088.00,15536.00,553.00,-5201.00,4754.00,798.00,538.00,0.00,320.00,320.00,0.00,-17.00,497.00,-514.00,1583.00,1532.00,1066.00,79.00,387.00,9955.00,10753.00,2421.00,2085.00,6247.00,534.00,94.00,33.00,1531.00,-2990.00
1978:Q2,11229.00,11229.00,11229.00,18126.00,17404.00,722.00,-6898.00,5294.00,808.00,662.00,0.00,269.00,269.00,0.00,421.00,557.00,-136.00,1554.00,1580.00,1130.00,116.00,334.00,12192.00,16649.00,4933.00,3465.00,8251.00,902.00,165.00,40.00,597.00,-6161.00
1978:Q3,11597.00,11597.00,11597.00,20870.00,18720.00,2150.00,-9273.00,5554.00,825.00,972.00,0.00,142.00,142.00,0.00,566.00,710.00,-144.00,1481.00,1568.00,1144.00,95.00,329.00,14827.00,16411.00,4645.00,2855.00,8911.00,1110.00,340.00,48.00,177.00,-3259.00
1978:Q4,11994.00,11994.00,11994.00,20512.00,20062.00,450.00,-8518.00,6191.00,842.00,1223.00,0.00,41.00,41.00,0.00,1096.00,841.00,255.00,1424.00,1565.00,1107.00,86.00,372.00,14709.00,14583.00,3524.00,2104.00,8955.00,1039.00,481.00,55.00,935.00,-2384.00
1979:Q1,12429.00,12429.00,12429.00,22779.00,21308.00,1472.00,-10350.00,5545.00,754.00,1479.00,0.00,8.00,8.00,0.00,350.00,856.00,-506.00,1403.00,1551.00,1071.00,62.00,418.00,15895.00,12633.00,3287.00,2363.00,6983.00,1920.00,566.00,107.00,1989.00,-1320.00
1979:Q2,12868.00,12868.00,12868.00,23493.00,22163.00,1330.00,-10625.00,5759.00,743.00,1462.00,0.00,-33.00,-33.00,0.00,700.00,801.00,-101.00,1255.00,1632.00,1041.00,122.00,469.00,16384.00,25132.00,5131.00,4902.00,15099.00,2167.00,624.00,107.00,410.00,-12055.00
1979:Q3,13318.00,13318.00,13318.00,24906.00,23227.00,1678.00,-11587.00,5013.00,706.00,1419.00,0.00,-135.00,-135.00,0.00,536.00,666.00,-130.00,887.00,1600.00,1055.00,89.00,456.00,16600.00,20447.00,4334.00,2044.00,14069.00,2160.00,769.00,107.00,806.00,-7688.00
1979:Q4,13781.00,13781.00,13781.00,23465.00,23194.00,272.00,-9685.00,4869.00,681.00,1387.00,0.00,-219.00,-219.00,0.00,726.00,564.00,162.00,591.00,1703.00,1108.00,216.00,379.00,14554.00,15601.00,2980.00,3021.00,9600.00,2015.00,885.00,107.00,3732.00,-7787.00
1980:Q1,14262.00,14262.00,14262.00,22468.00,22370.00,98.00,-8207.00,1337.00,758.00,268.00,0.00,-170.00,-170.00,0.00,-696.00,-222.00,-474.00,488.00,689.00,950.00,140.00,-401.00,9544.00,17455.00,460.00,3724.00,13271.00,1718.00,1075.00,285.00,1561.00,-12551.00
1980:Q2,14740.00,14740.00,14740.00,19416.00,20337.00,-921.00,-4676.00,575.00,737.00,457.00,0.00,-126.00,-126.00,0.00,-196.00,-12.00,-184.00,526.00,-823.00,936.00,125.00,-1884.00,5251.00,16290.00,642.00,2444.00,13204.00,1515.00,898.00,266.00,2453.00,-16171.00
1980:Q3,15223.00,15223.00,15223.00,17767.00,21153.00,-3386.00,-2545.00,3164.00,683.00,929.00,0.00,-16.00,-16.00,0.00,436.00,511.00,-75.00,623.00,509.00,909.00,91.00,-491.00,5709.00,15395.00,692.00,1933.00,12770.00,1419.00,457.00,319.00,1263.00,-13144.00
1980:Q4,15709.00,15709.00,15709.00,21678.00,23170.00,-1492.00,-5969.00,8591.00,652.00,1308.00,0.00,71.00,71.00,0.00,939.00,939.00,0.00,701.00,4920.00,875.00,271.00,3774.00,14560.00,14048.00,1105.00,2023.00,10920.00,1044.00,103.00,331.00,1501.00,-2466.00
1981:Q1,16204.00,16204.00,16204.00,26647.00,24379.00,2267.00,-10443.00,7660.00,488.00,439.00,0.00,164.00,164.00,0.00,1614.00,1689.00,-75.00,539.00,4416.00,801.00,100.00,3515.00,18103.00,18094.00,1899.00,4342.00,11853.00,1506.00,-292.00,322.00,-1381.00,-146.00
1981:Q2,16683.00,16683.00,16683.00,27937.00,25610.00,2327.00,-11254.00,7873.00,530.00,311.00,0.00,172.00,172.00,0.00,1800.00,1825.00,-25.00,777.00,4283.00,739.00,154.00,3390.00,19127.00,18596.00,4868.00,4627.00,9101.00,2256.00,-333.00,325.00,-1365.00,-352.00
1981:Q3,17151.00,17151.00,17151.00,29473.00,26042.00,3431.00,-12323.00,8293.00,615.00,295.00,0.00,191.00,191.00,0.00,2167.00,2167.00,0.00,1372.00,3653.00,734.00,154.00,2765.00,20616.00,13707.00,3440.00,2040.00,8227.00,1433.00,-437.00,356.00,575.00,4982.00
1981:Q4,17608.00,17608.00,17608.00,28258.00,26352.00,1906.00,-10649.00,9013.00,688.00,424.00,0.00,207.00,207.00,0.00,2416.00,2441.00,-25.00,1848.00,3430.00,785.00,255.00,2390.00,19662.00,14320.00,1196.00,106.00,13018.00,852.00,-522.00,535.00,864.00,3613.00
1982:Q1,18075.00,18075.00,18075.00,25577.00,24712.00,865.00,-7501.00,1771.00,320.00,511.00,0.00,-218.00,-218.00,0.00,1529.00,1529.00,0.00,1693.00,-2064.00,879.00,189.00,-3132.00,9272.00,11625.00,-1275.00,665.00,12235.00,664.00,30.00,226.00,7113.00,-10385.00
1982:Q2,18414.00,18414.00,18414.00,24513.00,23608.00,905.00,-6099.00,2278.00,571.00,558.00,0.00,-135.00,-135.00,0.00,1354.00,1379.00,-25.00,1870.00,-1940.00,1110.00,-43.00,-3007.00,8377.00,18635.00,-592.00,2534.00,16693.00,2436.00,167.00,256.00,6910.00,-20026.00
1982:Q3,18644.00,18644.00,18644.00,24566.00,22514.00,2052.00,-5922.00,3617.00,1182.00,623.00,0.00,69.00,69.00,0.00,1005.00,1005.00,0.00,2112.00,-1374.00,919.00,89.00,-2382.00,9539.00,17079.00,-1881.00,1012.00,17948.00,1367.00,509.00,359.00,6989.00,-16764.00
1982:Q4,18765.00,18765.00,18765.00,22799.00,22242.00,557.00,-4034.00,4071.00,1673.00,708.00,0.00,230.00,230.00,0.00,709.00,709.00,0.00,2306.00,-1555.00,302.00,150.00,-2007.00,8105.00,10538.00,-2811.00,-946.00,14295.00,-40.00,785.00,395.00,7564.00,-11136.00
1983:Q1,18809.00,18809.00,18809.00,20391.00,22413.00,-2022.00,-1582.00,6523.00,1992.00,809.00,0.00,743.00,743.00,0.00,548.00,548.00,0.00,1956.00,475.00,-514.00,24.00,965.00,8105.00,18112.00,-551.00,764.00,17899.00,-1704.00,503.00,615.00,2766.00,-12187.00
1983:Q2,18860.00,18860.00,18860.00,20034.00,22971.00,-2936.00,-1174.00,5990.00,2048.00,928.00,0.00,724.00,724.00,0.00,765.00,765.00,0.00,1913.00,-388.00,-1455.00,-23.00,1090.00,7164.00,17115.00,1385.00,1530.00,14200.00,915.00,486.00,279.00,3417.00,-15048.00
1983:Q3,18948.00,18948.00,18948.00,17118.00,24281.00,-7164.00,1830.00,7291.00,2175.00,959.00,0.00,675.00,675.00,0.00,1300.00,1300.00,0.00,1805.00,377.00,-1373.00,35.00,1715.00,5461.00,16975.00,579.00,696.00,15700.00,450.00,444.00,339.00,3010.00,-15757.00
1983:Q4,19070.00,19070.00,19070.00,23832.00,25475.00,-1643.00,-4762.00,9107.00,2270.00,904.00,0.00,637.00,637.00,0.00,1731.00,1731.00,0.00,1721.00,1844.00,-280.00,33.00,2091.00,13869.00,19123.00,708.00,592.00,17823.00,267.00,413.00,59.00,3429.00,-9422.00
1984:Q1,19269.00,19269.00,19269.00,28773.00,26732.00,2041.00,-9504.00,13070.00,931.00,833.00,0.00,116.00,116.00,0.00,2467.00,2467.00,0.00,1990.00,6733.00,8577.00,6.00,-1850.00,22574.00,26255.00,3954.00,1964.00,20337.00,-69.00,107.00,450.00,3157.00,-7326.00
1984:Q2,19446.00,19446.00,19446.00,29988.00,27973.00,2015.00,-10541.00,4870.00,1045.00,748.00,0.00,16.00,16.00,0.00,2480.00,2480.00,0.00,1883.00,-1302.00,664.00,8.00,-1974.00,15411.00,32164.00,6155.00,802.00,25207.00,1856.00,171.00,282.00,418.00,-19479.00
1984:Q3,19639.00,19639.00,19639.00,31017.00,28704.00,2313.00,-11378.00,4273.00,1383.00,808.00,0.00,-235.00,-235.00,0.00,2513.00,2513.00,0.00,1615.00,-1811.00,751.00,38.00,-2600.00,15651.00,28955.00,5050.00,973.00,22932.00,1738.00,331.00,83.00,3331.00,-18787.00
1984:Q4,19848.00,19848.00,19848.00,31093.00,29443.00,1650.00,-11244.00,4324.00,1686.00,1011.00,0.00,-439.00,-439.00,0.00,2546.00,2546.00,0.00,1401.00,-1881.00,1065.00,28.00,-2974.00,15568.00,26290.00,2611.00,-93.00,23772.00,1320.00,461.00,252.00,2673.00,-15427.00
1985:Q1,20114.00,20114.00,20114.00,32367.00,30438.00,1930.00,-12253.00,8017.00,2312.00,1270.00,0.00,-13.00,-13.00,0.00,1698.00,1698.00,0.00,1364.00,1386.00,2002.00,16.00,-632.00,20270.00,24209.00,200.00,-77.00,24086.00,87.00,624.00,356.00,5978.00,-10984.00
1985:Q2,20361.00,20361.00,20361.00,31954.00,30766.00,1188.00,-11594.00,8202.00,2607.00,1586.00,0.00,20.00,20.00,0.00,1484.00,1484.00,0.00,1269.00,1236.00,1863.00,-121.00,-506.00,19796.00,29074.00,3018.00,464.00,25592.00,2071.00,719.00,-90.00,4276.00,-16254.00
1985:Q3,20629.00,20629.00,20629.00,32661.00,31023.00,1638.00,-12033.00,8874.00,3298.00,1533.00,0.00,100.00,100.00,0.00,954.00,954.00,0.00,1031.00,1958.00,1945.00,-105.00,118.00,20907.00,13187.00,426.00,155.00,12606.00,933.00,956.00,40.00,14370.00,-8580.00
1985:Q4,20914.00,20914.00,20914.00,33905.00,32548.00,1357.00,-12991.00,8803.00,6014.00,1111.00,0.00,166.00,166.00,0.00,536.00,536.00,0.00,841.00,135.00,-275.00,-84.00,494.00,21794.00,3930.00,-1592.00,-2500.00,8022.00,-4362.00,1146.00,331.00,4525.00,16224.00
1986:Q1,21264.00,21264.00,21264.00,32608.00,31675.00,934.00,-11344.00,7314.00,1396.00,780.00,0.00,671.00,671.00,0.00,-165.00,-165.00,0.00,2248.00,2384.00,1850.00,-200.00,734.00,18658.00,18023.00,-452.00,73.00,18402.00,640.00,240.00,216.00,3353.00,-3814.00
1986:Q2,21564.00,21564.00,21564.00,31563.00,32135.00,-572.00,-9999.00,8189.00,575.00,538.00,60.00,583.00,583.00,0.00,1273.00,1273.00,0.00,2257.00,2903.00,2022.00,21.00,860.00,18188.00,21685.00,1216.00,814.00,19655.00,-3519.00,312.00,189.00,922.00,-1400.00
1986:Q3,21855.00,21855.00,21855.00,31425.00,32195.00,-770.00,-9570.00,7508.00,234.00,306.00,26.00,522.00,522.00,0.00,1168.00,1168.00,0.00,2061.00,3191.00,1903.00,-196.00,1484.00,17078.00,15740.00,528.00,-1708.00,16920.00,-1052.00,489.00,131.00,1452.00,318.00
1986:Q4,22137.00,22137.00,22137.00,31723.00,32270.00,-547.00,-9586.00,3074.00,375.00,84.00,19.00,241.00,241.00,0.00,-1583.00,-1583.00,0.00,1458.00,2480.00,846.00,-226.00,1860.00,12660.00,11699.00,-698.00,-8.00,12405.00,1819.00,632.00,576.00,2755.00,-4821.00
1987:Q1,22451.00,22451.00,22451.00,31174.00,32498.00,-1324.00,-8723.00,-327.00,244.00,-294.00,-7.00,-51.00,-51.00,0.00,-1726.00,-1726.00,0.00,691.00,816.00,-390.00,-205.00,1411.00,8396.00,16315.00,-42.00,-349.00,16706.00,3478.00,190.00,120.00,-4463.00,-7244.00
1987:Q2,22746.00,22746.00,22746.00,30613.00,32747.00,-2134.00,-7867.00,-4106.00,194.00,-831.00,-54.00,-355.00,-355.00,0.00,-2512.00,-2512.00,0.00,-239.00,-309.00,-1754.00,-92.00,1537.00,3761.00,14509.00,4408.00,867.00,9234.00,-1113.00,21.00,164.00,-544.00,-9276.00
1987:Q3,23062.00,23062.00,23062.00,32330.00,33186.00,-855.00,-9269.00,-3047.00,192.00,-747.00,-49.00,-394.00,-394.00,0.00,-2086.00,-2086.00,0.00,-107.00,144.00,-1871.00,-146.00,2161.00,6222.00,13706.00,3226.00,176.00,10304.00,803.00,62.00,109.00,-2153.00,-6305.00
1987:Q4,23398.00,23398.00,23398.00,33267.00,33210.00,57.00,-9869.00,2059.00,235.00,-46.00,1.00,-172.00,-172.00,0.00,-443.00,-443.00,0.00,1085.00,1399.00,-1110.00,-28.00,2537.00,11928.00,13506.00,1100.00,1114.00,11292.00,1891.00,309.00,207.00,718.00,-4703.00
1988:Q1,23797.00,23797.00,23797.00,32094.00,32855.00,-762.00,-8297.00,12901.00,1573.00,2268.00,757.00,-3.00,-3.00,0.00,2276.00,2276.00,0.00,2264.00,3766.00,-321.00,-74.00,4161.00,21198.00,18554.00,1424.00,-222.00,17352.00,3786.00,518.00,207.00,4345.00,-6213.00
1988:Q2,24154.00,24154.00,24154.00,31197.00,33623.00,-2426.00,-7044.00,15247.00,1414.00,2046.00,683.00,101.00,101.00,0.00,3531.00,3531.00,0.00,3423.00,4049.00,2.00,11.00,4036.00,22291.00,25435.00,3986.00,1743.00,19706.00,-2296.00,682.00,174.00,4345.00,-6049.00
1988:Q3,24513.00,24513.00,24513.00,31535.00,33764.00,-2229.00,-7022.00,13249.00,826.00,1171.00,390.00,182.00,182.00,0.00,3362.00,3362.00,0.00,3590.00,3728.00,217.00,100.00,3411.00,20271.00,24929.00,2423.00,3115.00,19391.00,-444.00,809.00,149.00,4346.00,-9518.00
1988:Q4,24871.00,24871.00,24871.00,30307.00,34354.00,-4047.00,-5436.00,9544.00,764.00,1082.00,362.00,239.00,239.00,0.00,768.00,768.00,0.00,2765.00,3564.00,504.00,24.00,3036.00,14980.00,15166.00,1458.00,-5251.00,18958.00,6003.00,901.00,315.00,4345.00,-11750.00
1989:Q1,25284.00,25284.00,25284.00,36584.00,34379.00,2205.00,-11300.00,5515.00,581.00,771.00,257.00,337.00,337.00,0.00,-1215.00,-1215.00,0.00,2170.00,2614.00,1353.00,-341.00,1602.00,16815.00,11158.00,1463.00,2425.00,7270.00,1245.00,1091.00,528.00,5218.00,-2425.00
1989:Q2,25607.00,25607.00,25607.00,35915.00,34759.00,1156.00,-10308.00,1290.00,-151.00,-333.00,-112.00,474.00,474.00,0.00,-3567.00,-3567.00,0.00,1804.00,3175.00,2094.00,-396.00,1477.00,11598.00,15146.00,5336.00,1555.00,8255.00,-231.00,1382.00,517.00,5218.00,-10434.00
1989:Q3,25900.00,26172.00,26172.00,33926.00,35023.00,-1097.00,-7754.00,-199.00,-157.00,-334.00,-111.00,476.00,476.00,0.00,-3974.00,-3974.00,0.00,1513.00,2388.00,1604.00,-69.00,853.00,7555.00,11752.00,3890.00,-1423.00,9285.00,1422.00,1309.00,82.00,5218.00,-12228.00
