1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q1,5879.00,3696.00,143.00,700.00,1757.00,285.00,75.00,0.00,0.00,736.00,148.00,148.00,-1178.00,-295.00,847.00,-2320.00,190.00,190.00,0.00,448.00,-3.00,451.00,1105.00,1105.00,0.00,0.00,0.00,0.00,0.00,-19.00,0.00,-12.00,-7.00,0.00,0.00,0.00,3348.00,3013.00,335.00,1874.00,1874.00,-3438.00,-3438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,15245.00,2081.00,123.00,455.00,2177.00,-1843.00,100.00,0.00,0.00,1069.00,250.00,250.00,86.00,22.00,336.00,-228.00,200.00,200.00,0.00,612.00,3.00,609.00,3996.00,3996.00,0.00,0.00,0.00,0.00,0.00,1082.00,0.00,62.00,1020.00,0.00,0.00,0.00,2675.00,2408.00,268.00,2549.00,2549.00,1692.00,1692.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,10861.00,4467.00,330.00,650.00,2174.00,-3.00,55.00,0.00,0.00,1261.00,369.00,369.00,-1869.00,-468.00,232.00,-2569.00,200.00,200.00,0.00,635.00,1.00,634.00,3884.00,3884.00,0.00,0.00,0.00,0.00,0.00,777.00,0.00,58.00,719.00,0.00,0.00,0.00,-383.00,-345.00,-38.00,1781.00,1781.00,1468.00,1468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,18075.00,2342.00,216.00,125.00,1230.00,5.00,170.00,0.00,0.00,596.00,-511.00,-511.00,2546.00,440.00,1039.00,1947.00,228.00,228.00,0.00,901.00,5.00,896.00,3512.00,3512.00,0.00,0.00,0.00,0.00,0.00,308.00,0.00,15.00,293.00,0.00,0.00,0.00,5814.00,5233.00,581.00,-3586.00,-3586.00,6081.00,6081.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,714.00,2125.00,70.00,299.00,673.00,15.00,115.00,0.00,0.00,953.00,440.00,440.00,216.00,60.00,40.00,236.00,-128.00,-128.00,0.00,1030.00,11.00,1019.00,-789.00,-789.00,0.00,0.00,0.00,0.00,0.00,1347.00,0.00,68.00,1279.00,0.00,0.00,0.00,4105.00,3695.00,411.00,-819.00,-819.00,-6873.00,-6873.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,22344.00,4980.00,426.00,523.00,2965.00,167.00,110.00,0.00,0.00,789.00,537.00,537.00,1554.00,390.00,227.00,1717.00,-100.00,-100.00,0.00,982.00,8.00,974.00,3190.00,3190.00,0.00,0.00,0.00,0.00,0.00,1616.00,0.00,98.00,1518.00,0.00,0.00,0.00,4186.00,3767.00,419.00,2632.00,2632.00,2377.00,2377.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,14248.00,3089.00,316.00,390.00,1635.00,-97.00,135.00,0.00,0.00,710.00,581.00,581.00,3009.00,740.00,865.00,2884.00,-100.00,-100.00,0.00,932.00,10.00,922.00,3525.00,3525.00,0.00,0.00,0.00,0.00,0.00,570.00,0.00,40.00,530.00,0.00,0.00,0.00,-1214.00,-1093.00,-121.00,1291.00,1291.00,1825.00,1825.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,18177.00,2448.00,260.00,231.00,849.00,111.00,230.00,0.00,0.00,767.00,429.00,429.00,1238.00,320.00,2802.00,-1244.00,630.00,630.00,0.00,1774.00,10.00,1764.00,3242.00,3242.00,0.00,0.00,0.00,0.00,0.00,1923.00,0.00,55.00,1868.00,0.00,0.00,0.00,3041.00,2737.00,304.00,-2791.00,-2791.00,5923.00,5923.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,11074.00,4294.00,202.00,353.00,1929.00,52.00,280.00,0.00,0.00,1478.00,564.00,564.00,2733.00,690.00,1902.00,1521.00,-130.00,-130.00,0.00,2098.00,28.00,2070.00,2284.00,2284.00,0.00,0.00,0.00,0.00,0.00,1791.00,0.00,109.00,1682.00,0.00,0.00,0.00,1131.00,1018.00,113.00,1277.00,1277.00,-5658.00,-5658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,13950.00,4438.00,49.00,540.00,2380.00,65.00,395.00,0.00,0.00,1009.00,2116.00,2116.00,2492.00,587.00,847.00,2232.00,-100.00,-100.00,0.00,2522.00,40.00,2482.00,-1758.00,-1758.00,0.00,0.00,0.00,0.00,0.00,145.00,0.00,111.00,34.00,0.00,0.00,0.00,299.00,269.00,30.00,-115.00,-115.00,3324.00,3324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,10941.00,3968.00,702.00,413.00,1213.00,359.00,165.00,0.00,0.00,1116.00,-305.00,-305.00,21.00,521.00,-515.00,1057.00,-100.00,-100.00,0.00,834.00,5.00,829.00,1797.00,1797.00,0.00,0.00,0.00,0.00,0.00,941.00,0.00,9.00,932.00,0.00,0.00,0.00,-2119.00,-1907.00,-212.00,1352.00,1352.00,4031.00,4031.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,24537.00,3325.00,61.00,365.00,1069.00,448.00,375.00,0.00,0.00,1007.00,-761.00,-761.00,592.00,-311.00,1000.00,-719.00,-197.00,-197.00,0.00,1214.00,9.00,1205.00,4802.00,4802.00,0.00,0.00,0.00,0.00,0.00,428.00,0.00,-70.00,498.00,0.00,0.00,0.00,4555.00,4100.00,456.00,4765.00,4765.00,6125.00,6125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,7115.00,6318.00,413.00,272.00,3289.00,227.00,675.00,0.00,0.00,1442.00,3210.00,3210.00,3753.00,635.00,2489.00,1899.00,97.00,97.00,0.00,1746.00,-54.00,1800.00,212.00,212.00,0.00,0.00,0.00,0.00,0.00,1072.00,0.00,79.00,993.00,0.00,0.00,0.00,597.00,537.00,60.00,-2930.00,-2930.00,-7595.00,-7595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,23330.00,5799.00,396.00,537.00,3122.00,757.00,5.00,0.00,0.00,982.00,365.00,365.00,985.00,492.00,-1367.00,2844.00,467.00,467.00,0.00,1741.00,13.00,1728.00,6920.00,6920.00,0.00,0.00,0.00,0.00,0.00,985.00,0.00,157.00,828.00,0.00,0.00,0.00,6767.00,6090.00,677.00,372.00,372.00,-1563.00,-1563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,17153.00,3975.00,238.00,502.00,1460.00,-101.00,900.00,0.00,0.00,976.00,2699.00,2699.00,1673.00,236.00,1726.00,183.00,483.00,483.00,0.00,2205.00,102.00,2103.00,8252.00,8252.00,0.00,0.00,0.00,0.00,0.00,765.00,0.00,60.00,705.00,0.00,0.00,0.00,-1250.00,-1125.00,-125.00,-1111.00,-1111.00,-774.00,-774.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,25158.00,2864.00,468.00,152.00,868.00,355.00,300.00,0.00,0.00,721.00,4624.00,4624.00,1835.00,1685.00,1524.00,1996.00,442.00,442.00,0.00,1662.00,-2.00,1664.00,847.00,847.00,0.00,0.00,0.00,0.00,0.00,-1346.00,0.00,-132.00,-1214.00,0.00,0.00,0.00,4520.00,4068.00,452.00,1955.00,1955.00,6070.00,6070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,-1575.00,2619.00,195.00,207.00,950.00,244.00,400.00,0.00,0.00,623.00,1253.00,1253.00,380.00,371.00,-415.00,1166.00,-592.00,-592.00,0.00,1299.00,-8.00,1307.00,968.00,968.00,0.00,0.00,0.00,0.00,0.00,-373.00,0.00,-35.00,-338.00,0.00,0.00,0.00,528.00,475.00,53.00,-3773.00,-3773.00,-4255.00,-4255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,17279.00,4382.00,524.00,274.00,1832.00,538.00,0.00,0.00,0.00,1214.00,614.00,614.00,3077.00,247.00,819.00,2505.00,-572.00,-572.00,0.00,1350.00,-7.00,1357.00,3236.00,3236.00,0.00,0.00,0.00,0.00,0.00,690.00,0.00,122.00,568.00,0.00,0.00,0.00,1337.00,1203.00,134.00,-151.00,-151.00,3069.00,3069.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,8713.00,5273.00,657.00,840.00,1489.00,47.00,0.00,0.00,0.00,2240.00,2831.00,2831.00,68.00,-132.00,-2285.00,2221.00,72.00,72.00,0.00,1046.00,-7.00,1053.00,-1756.00,-1756.00,0.00,0.00,0.00,0.00,0.00,-421.00,0.00,21.00,-442.00,0.00,0.00,0.00,-348.00,-313.00,-35.00,1699.00,1699.00,381.00,381.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,12747.00,1599.00,264.00,-9.00,519.00,138.00,0.00,0.00,0.00,687.00,46.00,46.00,3445.00,279.00,1099.00,2625.00,53.00,53.00,0.00,526.00,-12.00,538.00,-1641.00,-1641.00,0.00,0.00,0.00,0.00,0.00,-1539.00,0.00,-151.00,-1388.00,0.00,0.00,0.00,-773.00,-696.00,-77.00,4993.00,4993.00,5759.00,5759.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,-10507.00,1671.00,140.00,-64.00,620.00,242.00,0.00,0.00,0.00,733.00,1355.00,1355.00,-4169.00,-685.00,-1977.00,-2877.00,-453.00,-453.00,0.00,454.00,-12.00,466.00,-5985.00,-5985.00,0.00,0.00,0.00,0.00,0.00,414.00,24.00,-74.00,13.00,451.00,0.00,0.00,1305.00,1175.00,131.00,952.00,952.00,-5366.00,-5366.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,17226.00,3037.00,122.00,386.00,1229.00,317.00,0.00,0.00,0.00,983.00,1940.00,1940.00,3516.00,123.00,3901.00,-262.00,-360.00,-360.00,0.00,270.00,-14.00,284.00,-1223.00,-1223.00,0.00,0.00,0.00,0.00,0.00,934.00,40.00,64.00,94.00,736.00,0.00,0.00,2065.00,1859.00,207.00,6015.00,6015.00,909.00,909.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,9374.00,1900.00,316.00,-279.00,614.00,353.00,0.00,0.00,0.00,896.00,546.00,546.00,1850.00,2015.00,3150.00,715.00,210.00,210.00,0.00,139.00,-10.00,149.00,-931.00,-931.00,0.00,0.00,0.00,0.00,0.00,792.00,42.00,1.00,-9.00,758.00,0.00,0.00,913.00,822.00,91.00,1023.00,1023.00,917.00,917.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,19758.00,1191.00,184.00,-485.00,320.00,197.00,0.00,0.00,0.00,975.00,1905.00,1905.00,3420.00,783.00,1901.00,2302.00,276.00,276.00,0.00,193.00,-10.00,203.00,1091.00,1091.00,0.00,0.00,0.00,0.00,0.00,-41.00,27.00,-84.00,-502.00,518.00,0.00,0.00,7744.00,6970.00,774.00,396.00,396.00,2800.00,2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,6359.00,1925.00,-77.00,-59.00,671.00,-187.00,0.00,0.00,0.00,1577.00,5933.00,5933.00,-1681.00,747.00,-766.00,-168.00,-426.00,-426.00,0.00,106.00,-15.00,121.00,-1345.00,-1345.00,0.00,0.00,0.00,0.00,0.00,963.00,16.00,-22.00,658.00,311.00,0.00,0.00,6352.00,5717.00,635.00,-2454.00,-2454.00,-3761.00,-3761.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q2,29210.00,2459.00,177.00,143.00,865.00,287.00,0.00,0.00,0.00,987.00,7503.00,7503.00,4982.00,2021.00,634.00,6369.00,-330.00,-330.00,0.00,131.00,-10.00,141.00,8251.00,8251.00,0.00,0.00,0.00,0.00,0.00,-222.00,7.00,49.00,-417.00,139.00,0.00,0.00,3536.00,3182.00,354.00,934.00,934.00,-55.00,-55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q3,14804.00,4160.00,456.00,1055.00,806.00,941.00,0.00,0.00,0.00,902.00,3804.00,3804.00,-4789.00,3149.00,2347.00,-3987.00,430.00,430.00,0.00,107.00,-7.00,114.00,7146.00,7146.00,0.00,0.00,0.00,0.00,0.00,204.00,4.00,36.00,72.00,92.00,0.00,0.00,954.00,859.00,95.00,-2242.00,-2242.00,1881.00,1881.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q4,32288.00,7782.00,44.00,135.00,684.00,6700.00,0.00,0.00,0.00,219.00,5538.00,5538.00,-1359.00,690.00,576.00,-1245.00,397.00,397.00,0.00,53.00,-13.00,66.00,1616.00,1616.00,0.00,0.00,0.00,0.00,0.00,-1834.00,10.00,-161.00,-1850.00,167.00,0.00,0.00,10727.00,9654.00,1073.00,1419.00,1419.00,7259.00,7259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,1210.00,6262.00,1385.00,1484.00,413.00,2465.00,0.00,0.00,0.00,515.00,-351.00,-351.00,-2987.00,-445.00,-1979.00,-1453.00,3.00,3.00,0.00,-37.00,-12.00,-25.00,70.00,70.00,0.00,0.00,0.00,0.00,0.00,-848.00,12.00,-76.00,-1003.00,219.00,0.00,0.00,5130.00,4617.00,513.00,-1220.00,-1220.00,-4367.00,-4367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,25484.00,6000.00,1315.00,-539.00,1035.00,3261.00,0.00,0.00,0.00,928.00,782.00,782.00,-3908.00,629.00,609.00,-3888.00,115.00,115.00,0.00,-55.00,-3.00,-52.00,4938.00,4938.00,0.00,0.00,0.00,0.00,0.00,-587.00,15.00,2.00,-848.00,244.00,0.00,0.00,2768.00,2491.00,277.00,6264.00,6264.00,8538.00,8538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,10096.00,6499.00,4944.00,-951.00,919.00,1168.00,300.00,0.00,0.00,119.00,2509.00,2509.00,-794.00,433.00,869.00,-1230.00,-415.00,-415.00,0.00,-87.00,-10.00,-77.00,6116.00,6116.00,0.00,0.00,0.00,0.00,0.00,-183.00,14.00,-33.00,-411.00,247.00,0.00,0.00,-3526.00,-3173.00,-353.00,2090.00,2090.00,-2546.00,-2546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q4,45743.00,-2592.00,-644.00,-2571.00,-1521.00,1285.00,785.00,0.00,0.00,74.00,4413.00,4413.00,-3383.00,995.00,-1608.00,-780.00,-373.00,-373.00,0.00,38.00,20.00,18.00,3090.00,3090.00,0.00,0.00,0.00,0.00,0.00,-2300.00,10.00,-170.00,-2367.00,227.00,0.00,0.00,13878.00,12490.00,1388.00,11731.00,11731.00,20246.00,20246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q1,11330.00,3121.00,1200.00,508.00,481.00,622.00,115.00,0.00,0.00,195.00,995.00,995.00,-2375.00,49.00,-1965.00,-361.00,-127.00,-127.00,0.00,19.00,20.00,-1.00,-1604.00,-1604.00,0.00,0.00,0.00,0.00,0.00,-1034.00,11.00,-85.00,-1159.00,199.00,0.00,0.00,7513.00,6762.00,751.00,2149.00,2149.00,2624.00,2624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,13671.00,3676.00,1100.00,1180.00,692.00,608.00,289.00,0.00,0.00,-193.00,8105.00,8105.00,-1819.00,-109.00,100.00,-2028.00,23.00,23.00,0.00,41.00,40.00,1.00,7609.00,7609.00,0.00,0.00,0.00,0.00,0.00,81.00,8.00,0.00,-94.00,167.00,0.00,0.00,2156.00,1940.00,216.00,-6.00,-6.00,-6086.00,-6086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,17882.00,2727.00,1100.00,93.00,204.00,-51.00,-433.00,0.00,0.00,1814.00,11365.00,11365.00,-1458.00,2642.00,2501.00,-1317.00,561.00,561.00,0.00,25.00,49.00,-24.00,4196.00,4196.00,0.00,0.00,0.00,0.00,0.00,-1069.00,10.00,-46.00,-1213.00,180.00,0.00,0.00,-6990.00,-6291.00,-699.00,2679.00,2679.00,3204.00,3204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,32601.00,-543.00,967.00,-259.00,-871.00,258.00,-336.00,0.00,0.00,-302.00,1131.00,1131.00,-1600.00,-900.00,-830.00,-1670.00,1014.00,1014.00,0.00,-227.00,63.00,-290.00,9609.00,9609.00,0.00,0.00,0.00,0.00,0.00,-210.00,13.00,-33.00,-430.00,240.00,0.00,0.00,12932.00,11639.00,1293.00,1908.00,1908.00,9487.00,9487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,-6491.00,-2442.00,-1052.00,98.00,-356.00,-191.00,-720.00,0.00,0.00,-221.00,-2020.00,-2020.00,236.00,514.00,61.00,689.00,513.00,513.00,0.00,-268.00,76.00,-344.00,-1885.00,-1885.00,0.00,0.00,0.00,0.00,0.00,-775.00,-34.00,-91.00,-824.00,174.00,0.00,0.00,8311.00,7480.00,831.00,-3862.00,-3862.00,-4813.00,-4813.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,26122.00,686.00,2901.00,-236.00,-27.00,-1891.00,-30.00,0.00,0.00,-31.00,4120.00,4120.00,-1051.00,5223.00,2375.00,1797.00,44.00,44.00,0.00,-88.00,88.00,-176.00,7575.00,7575.00,0.00,0.00,0.00,0.00,0.00,1199.00,190.00,14.00,215.00,780.00,0.00,0.00,6788.00,6109.00,679.00,3322.00,3322.00,-1696.00,-1696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q3,9888.00,-710.00,-612.00,477.00,-48.00,173.00,0.00,0.00,0.00,-700.00,2710.00,2710.00,-2033.00,926.00,1357.00,-2464.00,-480.00,-480.00,0.00,244.00,102.00,142.00,5755.00,5755.00,0.00,0.00,0.00,0.00,0.00,460.00,29.00,-5.00,240.00,196.00,0.00,0.00,-157.00,-141.00,-16.00,2506.00,2506.00,667.00,667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q4,-1945.00,-483.00,2054.00,-222.00,-487.00,-450.00,0.00,0.00,0.00,-1378.00,-4355.00,-4355.00,1802.00,-191.00,653.00,958.00,470.00,470.00,0.00,63.00,114.00,-51.00,12968.00,12968.00,0.00,0.00,0.00,0.00,0.00,-252.00,-114.00,-29.00,-332.00,223.00,0.00,0.00,19328.00,17395.00,1933.00,-18306.00,-18306.00,-12989.00,-12989.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,17211.00,-884.00,769.00,-622.00,-1827.00,-708.00,0.00,0.00,0.00,1504.00,14035.00,14035.00,-4073.00,-973.00,-963.00,-4083.00,1553.00,1553.00,0.00,-1179.00,-695.00,-484.00,-3552.00,-3552.00,0.00,0.00,0.00,0.00,0.00,82.00,-230.00,-90.00,453.00,-51.00,0.00,0.00,11524.00,10372.00,1152.00,-1172.00,-1172.00,1850.00,1850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q2,16319.00,-391.00,43.00,-629.00,540.00,-890.00,0.00,0.00,0.00,545.00,2068.00,2068.00,93.00,893.00,636.00,350.00,-226.00,-226.00,0.00,530.00,20.00,510.00,5329.00,5329.00,0.00,0.00,0.00,0.00,0.00,759.00,-36.00,49.00,780.00,-34.00,0.00,0.00,4227.00,3804.00,423.00,606.00,606.00,2431.00,2431.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q3,18356.00,2720.00,2557.00,188.00,2928.00,-700.00,0.00,0.00,0.00,-2253.00,7786.00,7786.00,631.00,-931.00,575.00,-875.00,11.00,11.00,0.00,326.00,13.00,313.00,6727.00,6727.00,0.00,0.00,0.00,0.00,0.00,377.00,332.00,26.00,177.00,-158.00,0.00,0.00,96.00,86.00,10.00,900.00,900.00,-287.00,-287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q4,12729.00,-9210.00,500.00,-276.00,-4634.00,-1000.00,0.00,0.00,0.00,-3800.00,-1982.00,-1982.00,281.00,1750.00,-203.00,2234.00,-1592.00,-1592.00,0.00,276.00,5.00,271.00,11219.00,11219.00,0.00,0.00,0.00,0.00,0.00,-2163.00,-75.00,-157.00,-1895.00,-36.00,0.00,0.00,12785.00,11507.00,1279.00,1375.00,1375.00,-10.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q1,27946.00,510.00,2.00,-143.00,1424.00,376.00,0.00,0.00,0.00,-1149.00,13796.00,13796.00,-1362.00,-3744.00,-921.00,-4185.00,1553.00,1553.00,0.00,776.00,-2.00,778.00,11002.00,11002.00,0.00,0.00,0.00,0.00,0.00,229.00,-43.00,-20.00,225.00,67.00,216.00,216.00,7764.00,6988.00,776.00,-4168.00,-4168.00,1374.00,1374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q2,26719.00,355.00,314.00,-10.00,-59.00,27.00,0.00,0.00,0.00,83.00,7426.00,7426.00,-1035.00,2626.00,2445.00,-854.00,-711.00,-711.00,0.00,939.00,-6.00,945.00,-1909.00,-1909.00,0.00,0.00,0.00,0.00,0.00,460.00,-129.00,-25.00,879.00,-265.00,2.00,2.00,7346.00,6611.00,735.00,5303.00,5303.00,5917.00,5917.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q3,-24410.00,-2792.00,132.00,-240.00,-1143.00,-602.00,0.00,0.00,0.00,-939.00,-2595.00,-2595.00,-1275.00,1959.00,1037.00,-353.00,2039.00,2039.00,0.00,642.00,-8.00,650.00,-10764.00,-10764.00,0.00,0.00,0.00,0.00,0.00,479.00,115.00,56.00,91.00,217.00,109.00,109.00,-3712.00,-3341.00,-371.00,-347.00,-347.00,-8153.00,-8153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q4,17229.00,-338.00,52.00,66.00,-138.00,-31.00,0.00,0.00,0.00,-287.00,3741.00,3741.00,-1522.00,2215.00,620.00,73.00,-1275.00,-1275.00,0.00,821.00,-9.00,830.00,-9313.00,-9313.00,0.00,0.00,0.00,0.00,0.00,1207.00,10.00,139.00,544.00,514.00,294.00,294.00,12098.00,10888.00,1210.00,-1754.00,-1754.00,11055.00,11055.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q1,13201.00,2639.00,694.00,128.00,1249.00,250.00,0.00,0.00,0.00,318.00,22511.00,22511.00,-1301.00,-4297.00,-2944.00,-2654.00,506.00,506.00,0.00,3662.00,-7.00,3669.00,-8945.00,-8945.00,0.00,0.00,0.00,0.00,0.00,366.00,300.00,-1.00,-82.00,149.00,178.00,178.00,2990.00,2691.00,299.00,-563.00,-563.00,-4545.00,-4545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q2,11191.00,-578.00,806.00,-51.00,-2026.00,150.00,0.00,0.00,0.00,543.00,7102.00,7102.00,-1978.00,-513.00,-2007.00,-484.00,-308.00,-308.00,0.00,2030.00,-6.00,2036.00,-6557.00,-6557.00,0.00,0.00,0.00,0.00,0.00,986.00,186.00,13.00,287.00,500.00,54.00,54.00,11240.00,10116.00,1124.00,-1955.00,-1955.00,1668.00,1668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q3,3787.00,1532.00,822.00,204.00,263.00,400.00,0.00,0.00,0.00,-157.00,16574.00,16574.00,501.00,-2390.00,-1133.00,-756.00,-1325.00,-1325.00,0.00,-2507.00,-4.00,-2503.00,-8409.00,-8409.00,0.00,0.00,0.00,0.00,0.00,538.00,20.00,15.00,185.00,318.00,833.00,833.00,-1232.00,-1109.00,-123.00,-3300.00,-3300.00,2972.00,2972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q4,17684.00,-5507.00,658.00,-1039.00,-628.00,78.00,-120.00,0.00,0.00,-4456.00,3874.00,3874.00,-1315.00,1459.00,-538.00,682.00,894.00,894.00,0.00,914.00,-7.00,921.00,-783.00,-783.00,0.00,0.00,0.00,0.00,0.00,-341.00,-239.00,14.00,86.00,-202.00,2540.00,2540.00,4371.00,3934.00,437.00,2087.00,2087.00,9491.00,9491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q1,-35745.00,175.00,141.00,-157.00,1224.00,-68.00,0.00,0.00,0.00,-965.00,-14076.00,-14076.00,-1853.00,-5320.00,-4837.00,-2336.00,-921.00,-921.00,0.00,3245.00,-5.00,3250.00,-10099.00,-10099.00,0.00,0.00,0.00,0.00,0.00,-730.00,-137.00,17.00,-217.00,-393.00,-46.00,-46.00,-2689.00,-2420.00,-269.00,-1942.00,-1942.00,-1489.00,-1489.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q2,-20411.00,-1283.00,-52.00,-331.00,-604.00,-177.00,0.00,0.00,0.00,-119.00,-7315.00,-7315.00,-2343.00,869.00,843.00,-2317.00,-891.00,-891.00,0.00,577.00,-2.00,579.00,-12262.00,-12262.00,0.00,0.00,0.00,0.00,0.00,1840.00,49.00,78.00,1551.00,162.00,457.00,457.00,1486.00,1337.00,149.00,695.00,695.00,-2241.00,-2241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q3,-2122.00,-3409.00,1170.00,-216.00,-702.00,398.00,0.00,0.00,0.00,-4059.00,-8511.00,-8511.00,439.00,-211.00,-188.00,416.00,-185.00,-185.00,0.00,1281.00,1.00,1280.00,-10797.00,-10797.00,0.00,0.00,0.00,0.00,0.00,829.00,164.00,53.00,625.00,-13.00,772.00,772.00,-1340.00,-1206.00,-134.00,7497.00,7497.00,11513.00,11513.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q4,9589.00,-416.00,990.00,-192.00,-1136.00,210.00,-30.00,0.00,0.00,-258.00,-17441.00,-17441.00,-842.00,-946.00,-1675.00,-113.00,105.00,105.00,0.00,-314.00,-7.00,-307.00,-4880.00,-4880.00,0.00,0.00,0.00,0.00,0.00,1998.00,300.00,-15.00,698.00,1015.00,1296.00,1296.00,-1805.00,-1625.00,-181.00,10007.00,10007.00,22827.00,22827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q1,-23530.00,32.00,271.00,-42.00,-183.00,39.00,0.00,0.00,0.00,-53.00,6799.00,6799.00,-374.00,-3237.00,-3182.00,-429.00,-224.00,-224.00,0.00,539.00,-4.00,543.00,-2790.00,-2791.00,0.00,0.00,1.00,0.00,0.00,241.00,-323.00,-41.00,672.00,-67.00,-459.00,-459.00,-3211.00,-2890.00,-321.00,-3839.00,-3839.00,-17007.00,-17007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q2,13770.00,-160.00,300.00,-63.00,-274.00,-50.00,0.00,0.00,0.00,-73.00,-4560.00,-4560.00,-536.00,242.00,-450.00,156.00,-397.00,-397.00,0.00,1068.00,-12.00,1080.00,584.00,581.00,0.00,0.00,3.00,0.00,0.00,207.00,1.00,58.00,88.00,60.00,1337.00,1337.00,2434.00,2191.00,243.00,5105.00,5105.00,8446.00,8446.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
