1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1962:Q3,435.00,133.00,78.00,14.00,56.00,52.00,34.00,0.00,0.00,-101.00,0.00,0.00,-49.00,-12.00,3.00,-64.00,0.00,0.00,0.00,139.00,10.00,129.00,279.00,279.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.00,6.00,0.00,0.00,0.00,-478.00,-430.00,-48.00,304.00,304.00,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,1481.00,524.00,46.00,28.00,7.00,206.00,55.00,0.00,0.00,182.00,0.00,0.00,295.00,74.00,161.00,208.00,0.00,0.00,0.00,120.00,10.00,110.00,433.00,433.00,0.00,0.00,0.00,0.00,0.00,-122.00,0.00,-3.00,-119.00,0.00,0.00,0.00,424.00,382.00,42.00,259.00,259.00,-526.00,-526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,76.00,722.00,62.00,-35.00,247.00,61.00,-26.00,0.00,0.00,413.00,0.00,0.00,-49.00,-12.00,-80.00,19.00,0.00,0.00,0.00,124.00,10.00,114.00,-965.00,-965.00,0.00,0.00,0.00,0.00,0.00,191.00,0.00,6.00,185.00,0.00,0.00,0.00,584.00,526.00,58.00,81.00,81.00,-600.00,-600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,3383.00,442.00,43.00,40.00,-58.00,21.00,-63.00,0.00,0.00,459.00,0.00,0.00,87.00,21.00,-86.00,194.00,0.00,0.00,0.00,135.00,11.00,124.00,756.00,756.00,0.00,0.00,0.00,0.00,0.00,228.00,0.00,13.00,215.00,0.00,0.00,0.00,380.00,342.00,38.00,778.00,778.00,556.00,556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,1143.00,225.00,56.00,10.00,20.00,102.00,0.00,0.00,0.00,37.00,0.00,0.00,9.00,3.00,-24.00,36.00,0.00,0.00,0.00,104.00,9.00,95.00,754.00,754.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,3.00,56.00,0.00,0.00,0.00,-395.00,-356.00,-40.00,470.00,470.00,-86.00,-86.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,2316.00,496.00,42.00,37.00,124.00,49.00,0.00,0.00,0.00,244.00,0.00,0.00,145.00,36.00,-43.00,224.00,0.00,0.00,0.00,97.00,9.00,88.00,760.00,760.00,0.00,0.00,0.00,0.00,0.00,-114.00,0.00,-8.00,-106.00,0.00,0.00,0.00,846.00,761.00,85.00,202.00,202.00,-152.00,-152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,2206.00,684.00,73.00,34.00,248.00,-4.00,0.00,0.00,0.00,333.00,0.00,0.00,170.00,42.00,32.00,180.00,0.00,0.00,0.00,132.00,10.00,122.00,-616.00,-616.00,0.00,0.00,0.00,0.00,0.00,114.00,0.00,9.00,105.00,0.00,0.00,0.00,856.00,770.00,86.00,-169.00,-169.00,993.00,993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,1109.00,689.00,35.00,22.00,62.00,75.00,4.00,0.00,0.00,491.00,0.00,0.00,37.00,10.00,3.00,44.00,0.00,0.00,0.00,144.00,10.00,134.00,601.00,601.00,0.00,0.00,0.00,0.00,0.00,208.00,0.00,12.00,196.00,0.00,0.00,0.00,643.00,579.00,64.00,1.00,1.00,-1224.00,-1224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,1468.00,785.00,67.00,50.00,27.00,98.00,130.00,0.00,0.00,413.00,0.00,0.00,21.00,5.00,50.00,-24.00,0.00,0.00,0.00,127.00,9.00,118.00,68.00,68.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00,64.00,0.00,0.00,0.00,-243.00,-219.00,-24.00,-163.00,-163.00,804.00,804.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,766.00,637.00,49.00,97.00,89.00,92.00,-3.00,0.00,0.00,313.00,0.00,0.00,168.00,42.00,3.00,207.00,0.00,0.00,0.00,121.00,10.00,111.00,488.00,488.00,0.00,0.00,0.00,0.00,0.00,-120.00,0.00,-11.00,-109.00,0.00,0.00,0.00,334.00,301.00,33.00,-154.00,-154.00,-750.00,-750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,1249.00,777.00,64.00,95.00,165.00,59.00,-104.00,0.00,0.00,498.00,0.00,0.00,-48.00,-12.00,-29.00,-31.00,0.00,0.00,0.00,139.00,10.00,129.00,-578.00,-578.00,0.00,0.00,0.00,0.00,0.00,182.00,0.00,7.00,175.00,0.00,0.00,0.00,760.00,684.00,76.00,-38.00,-38.00,67.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,2779.00,779.00,46.00,58.00,42.00,132.00,-27.00,0.00,0.00,528.00,0.00,0.00,24.00,6.00,15.00,15.00,0.00,0.00,0.00,160.00,10.00,150.00,839.00,839.00,0.00,0.00,0.00,0.00,0.00,230.00,0.00,15.00,215.00,0.00,0.00,0.00,643.00,579.00,64.00,20.00,20.00,78.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,228.00,442.00,78.00,49.00,11.00,64.00,129.00,0.00,0.00,111.00,0.00,0.00,-33.00,-8.00,110.00,-151.00,0.00,0.00,0.00,153.00,11.00,142.00,216.00,216.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,3.00,45.00,0.00,0.00,0.00,-548.00,-493.00,-55.00,-172.00,-172.00,130.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,3107.00,886.00,47.00,97.00,25.00,58.00,207.00,0.00,0.00,452.00,0.00,0.00,63.00,15.00,-22.00,100.00,0.00,0.00,0.00,128.00,11.00,117.00,195.00,195.00,0.00,0.00,0.00,0.00,0.00,-94.00,0.00,-9.00,-85.00,0.00,0.00,0.00,1110.00,999.00,111.00,566.00,566.00,238.00,238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,1753.00,962.00,107.00,167.00,338.00,46.00,-98.00,0.00,0.00,402.00,0.00,0.00,-4.00,0.00,-48.00,44.00,0.00,0.00,0.00,195.00,12.00,183.00,-310.00,-310.00,0.00,0.00,0.00,0.00,0.00,274.00,0.00,10.00,264.00,0.00,0.00,0.00,819.00,737.00,82.00,151.00,151.00,-334.00,-334.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,3077.00,423.00,117.00,49.00,-97.00,87.00,-238.00,0.00,0.00,505.00,0.00,0.00,26.00,6.00,102.00,-70.00,0.00,0.00,0.00,324.00,12.00,312.00,1096.00,1096.00,0.00,0.00,0.00,0.00,0.00,325.00,0.00,15.00,310.00,0.00,0.00,0.00,372.00,335.00,37.00,166.00,166.00,339.00,339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,725.00,1160.00,206.00,53.00,42.00,297.00,401.00,0.00,0.00,161.00,0.00,0.00,-40.00,-10.00,159.00,-209.00,0.00,0.00,0.00,497.00,13.00,484.00,392.00,392.00,0.00,0.00,0.00,0.00,0.00,105.00,0.00,1.00,104.00,0.00,0.00,0.00,-1233.00,-1110.00,-123.00,-398.00,-398.00,252.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,1829.00,276.00,52.00,98.00,-84.00,197.00,-298.00,0.00,0.00,311.00,0.00,0.00,186.00,47.00,49.00,184.00,0.00,0.00,0.00,473.00,13.00,460.00,-240.00,-240.00,0.00,0.00,0.00,0.00,0.00,-62.00,0.00,-4.00,-58.00,0.00,0.00,0.00,1116.00,1004.00,112.00,45.00,45.00,-12.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,2140.00,1394.00,84.00,88.00,205.00,10.00,-47.00,0.00,0.00,1054.00,0.00,0.00,81.00,20.00,13.00,88.00,0.00,0.00,0.00,292.00,13.00,279.00,-1760.00,-1760.00,0.00,0.00,0.00,0.00,0.00,318.00,0.00,12.00,306.00,0.00,0.00,0.00,439.00,395.00,44.00,529.00,529.00,827.00,827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,1381.00,712.00,60.00,74.00,109.00,50.00,-56.00,0.00,0.00,475.00,0.00,0.00,342.00,85.00,27.00,400.00,0.00,0.00,0.00,287.00,13.00,274.00,-873.00,-873.00,0.00,0.00,0.00,0.00,0.00,312.00,0.00,20.00,292.00,0.00,0.00,0.00,-525.00,-473.00,-53.00,504.00,504.00,537.00,537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,1803.00,1116.00,102.00,-38.00,-20.00,106.00,497.00,0.00,0.00,469.00,0.00,0.00,12.00,3.00,114.00,-99.00,0.00,0.00,0.00,203.00,13.00,190.00,-180.00,-180.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,1.00,63.00,0.00,0.00,0.00,-631.00,-568.00,-63.00,939.00,939.00,277.00,277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,3218.00,370.00,83.00,76.00,221.00,9.00,-461.00,0.00,0.00,442.00,0.00,0.00,137.00,34.00,87.00,84.00,0.00,0.00,0.00,210.00,11.00,199.00,264.00,264.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,-7.00,17.00,0.00,0.00,0.00,368.00,331.00,37.00,1242.00,1242.00,583.00,583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,1510.00,1144.00,114.00,87.00,26.00,57.00,26.00,0.00,0.00,834.00,0.00,0.00,15.00,4.00,41.00,-22.00,0.00,0.00,0.00,288.00,11.00,277.00,-117.00,-117.00,0.00,0.00,0.00,0.00,0.00,295.00,0.00,15.00,280.00,0.00,0.00,0.00,1042.00,938.00,104.00,-571.00,-571.00,-590.00,-590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,6940.00,819.00,45.00,48.00,54.00,95.00,-6.00,0.00,0.00,583.00,0.00,0.00,-40.00,-10.00,145.00,-195.00,0.00,0.00,0.00,371.00,10.00,361.00,620.00,620.00,0.00,0.00,0.00,0.00,0.00,182.00,0.00,17.00,165.00,0.00,0.00,0.00,924.00,832.00,92.00,1921.00,1921.00,2153.00,2153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,2540.00,1005.00,121.00,5.00,91.00,43.00,238.00,0.00,0.00,507.00,0.00,0.00,33.00,8.00,92.00,-51.00,0.00,0.00,0.00,358.00,13.00,345.00,137.00,137.00,0.00,0.00,0.00,0.00,0.00,-74.00,0.00,-5.00,-69.00,0.00,0.00,0.00,-603.00,-543.00,-60.00,245.00,245.00,1431.00,1431.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,3022.00,663.00,147.00,23.00,104.00,115.00,-11.00,0.00,0.00,285.00,0.00,0.00,80.00,21.00,-8.00,109.00,0.00,0.00,0.00,273.00,9.00,264.00,233.00,233.00,0.00,0.00,0.00,0.00,0.00,-89.00,0.00,-10.00,-79.00,0.00,0.00,0.00,870.00,783.00,87.00,1246.00,1246.00,-275.00,-275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,-2441.00,874.00,123.00,40.00,178.00,137.00,-283.00,0.00,0.00,679.00,0.00,0.00,29.00,7.00,113.00,-77.00,350.00,350.00,0.00,433.00,14.00,419.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,353.00,0.00,13.00,340.00,0.00,0.00,0.00,570.00,513.00,57.00,-1734.00,-1734.00,-3395.00,-3395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,7836.00,736.00,31.00,30.00,32.00,75.00,0.00,0.00,0.00,568.00,0.00,0.00,333.00,83.00,126.00,290.00,1312.00,1312.00,0.00,657.00,21.00,636.00,1082.00,1082.00,0.00,0.00,0.00,0.00,0.00,365.00,0.00,21.00,344.00,0.00,0.00,0.00,1910.00,1719.00,191.00,-430.00,-430.00,1788.00,1788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,1815.00,868.00,128.00,13.00,123.00,66.00,0.00,0.00,0.00,538.00,0.00,0.00,282.00,70.00,446.00,-94.00,2196.00,2196.00,0.00,851.00,30.00,821.00,1527.00,1527.00,0.00,0.00,0.00,0.00,0.00,-35.00,0.00,0.00,-35.00,0.00,0.00,0.00,739.00,665.00,74.00,-1625.00,-1625.00,-3058.00,-3058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,7763.00,903.00,98.00,34.00,-18.00,468.00,0.00,0.00,0.00,321.00,0.00,0.00,175.00,44.00,23.00,196.00,88.00,88.00,0.00,663.00,20.00,643.00,1349.00,1349.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,2.00,91.00,0.00,0.00,0.00,1750.00,1575.00,175.00,260.00,260.00,2438.00,2438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,3531.00,792.00,118.00,67.00,209.00,-41.00,0.00,0.00,0.00,439.00,0.00,0.00,-79.00,-20.00,27.00,-126.00,2891.00,2891.00,0.00,743.00,24.00,719.00,456.00,456.00,0.00,0.00,0.00,0.00,0.00,477.00,0.00,17.00,460.00,0.00,0.00,0.00,618.00,556.00,62.00,-1178.00,-1178.00,-1169.00,-1169.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,3997.00,552.00,74.00,89.00,162.00,-126.00,0.00,0.00,0.00,353.00,0.00,0.00,496.00,125.00,377.00,244.00,1246.00,1246.00,0.00,668.00,21.00,647.00,491.00,491.00,0.00,0.00,0.00,0.00,0.00,362.00,0.00,24.00,338.00,0.00,0.00,0.00,951.00,856.00,95.00,-766.00,-766.00,-128.00,-128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,-1378.00,721.00,62.00,50.00,67.00,194.00,0.00,0.00,0.00,348.00,0.00,0.00,-100.00,-25.00,106.00,-231.00,-2855.00,-2855.00,0.00,529.00,17.00,512.00,289.00,289.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,-1.00,10.00,0.00,0.00,0.00,-617.00,-555.00,-62.00,263.00,263.00,408.00,408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,1596.00,456.00,39.00,87.00,80.00,50.00,0.00,0.00,0.00,200.00,0.00,0.00,968.00,242.00,298.00,912.00,-2274.00,-2274.00,0.00,368.00,7.00,361.00,90.00,90.00,0.00,0.00,0.00,0.00,0.00,149.00,0.00,2.00,147.00,0.00,0.00,0.00,-598.00,-538.00,-60.00,393.00,393.00,1802.00,1802.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,1517.00,1214.00,197.00,75.00,141.00,93.00,0.00,0.00,0.00,708.00,0.00,0.00,92.00,23.00,30.00,85.00,-96.00,-96.00,0.00,236.00,4.00,232.00,-925.00,-925.00,0.00,0.00,0.00,0.00,0.00,529.00,0.00,23.00,506.00,0.00,0.00,0.00,1416.00,1274.00,142.00,114.00,114.00,-1086.00,-1086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,1101.00,912.00,65.00,80.00,149.00,-68.00,0.00,0.00,0.00,686.00,0.00,0.00,378.00,94.00,532.00,-60.00,200.00,200.00,0.00,237.00,2.00,235.00,-2449.00,-2449.00,0.00,0.00,0.00,0.00,0.00,417.00,0.00,29.00,388.00,0.00,0.00,0.00,654.00,589.00,65.00,857.00,857.00,-199.00,-199.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,587.00,580.00,32.00,9.00,65.00,249.00,0.00,0.00,0.00,225.00,0.00,0.00,402.00,101.00,444.00,59.00,-98.00,-98.00,0.00,285.00,4.00,281.00,396.00,396.00,0.00,0.00,0.00,0.00,0.00,-230.00,0.00,-3.00,-227.00,0.00,0.00,0.00,-703.00,-633.00,-70.00,626.00,626.00,-772.00,-772.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,3651.00,468.00,66.00,65.00,47.00,91.00,0.00,0.00,0.00,199.00,0.00,0.00,-207.00,-52.00,-477.00,218.00,-120.00,-120.00,0.00,255.00,2.00,253.00,299.00,299.00,0.00,0.00,0.00,0.00,0.00,-38.00,0.00,-10.00,-28.00,0.00,0.00,0.00,-23.00,-21.00,-2.00,979.00,979.00,2090.00,2090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,1445.00,737.00,174.00,4.00,-74.00,267.00,0.00,0.00,0.00,366.00,0.00,0.00,77.00,19.00,-44.00,140.00,-68.00,-68.00,0.00,202.00,0.00,202.00,-1944.00,-1944.00,0.00,0.00,0.00,0.00,0.00,478.00,0.00,15.00,463.00,0.00,0.00,0.00,1563.00,1407.00,156.00,1882.00,1882.00,-1501.00,-1501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,1747.00,166.00,43.00,31.00,110.00,-303.00,0.00,0.00,0.00,285.00,0.00,0.00,-733.00,-183.00,11.00,-927.00,-476.00,-476.00,0.00,257.00,2.00,255.00,83.00,83.00,0.00,0.00,0.00,0.00,0.00,281.00,0.00,19.00,262.00,0.00,0.00,0.00,768.00,691.00,77.00,1354.00,1354.00,230.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,-489.00,970.00,210.00,54.00,158.00,126.00,0.00,0.00,0.00,422.00,0.00,0.00,-373.00,-94.00,49.00,-516.00,-32.00,-32.00,0.00,258.00,9.00,249.00,661.00,661.00,0.00,0.00,0.00,0.00,0.00,-70.00,0.00,-9.00,-61.00,0.00,0.00,0.00,-489.00,-440.00,-49.00,394.00,394.00,-1714.00,-1714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,7250.00,657.00,-42.00,155.00,-100.00,255.00,0.00,0.00,0.00,389.00,0.00,0.00,236.00,60.00,37.00,259.00,334.00,334.00,0.00,233.00,1.00,232.00,1243.00,1243.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,3.00,20.00,0.00,0.00,0.00,2363.00,2127.00,236.00,91.00,91.00,2010.00,2010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,2959.00,2327.00,85.00,166.00,1349.00,167.00,0.00,0.00,0.00,560.00,189.00,189.00,-31.00,-8.00,-295.00,256.00,563.00,563.00,0.00,283.00,2.00,281.00,441.00,441.00,0.00,0.00,0.00,0.00,0.00,901.00,0.00,10.00,891.00,0.00,0.00,0.00,1778.00,1600.00,178.00,-1084.00,-1084.00,-2400.00,-2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,5973.00,433.00,14.00,35.00,244.00,-242.00,0.00,0.00,0.00,382.00,-23.00,-23.00,303.00,75.00,-124.00,502.00,359.00,359.00,0.00,431.00,2.00,429.00,2725.00,2725.00,0.00,0.00,0.00,0.00,0.00,388.00,0.00,33.00,355.00,0.00,0.00,0.00,1731.00,1558.00,173.00,-1556.00,-1556.00,1107.00,1107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,5476.00,1015.00,0.00,45.00,93.00,416.00,0.00,0.00,0.00,461.00,-142.00,-142.00,746.00,187.00,1199.00,-266.00,1117.00,1117.00,0.00,896.00,12.00,884.00,3153.00,3153.00,0.00,0.00,0.00,0.00,0.00,224.00,0.00,18.00,206.00,0.00,0.00,0.00,-288.00,-259.00,-29.00,-664.00,-664.00,-768.00,-768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,6002.00,647.00,111.00,124.00,202.00,-55.00,0.00,0.00,0.00,265.00,8.00,8.00,578.00,144.00,284.00,438.00,-337.00,-337.00,0.00,611.00,9.00,602.00,849.00,849.00,0.00,0.00,0.00,0.00,0.00,-132.00,0.00,6.00,-138.00,0.00,0.00,0.00,1741.00,1567.00,174.00,-1032.00,-1032.00,2925.00,2925.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,91.00,-1492.00,94.00,-91.00,-63.00,58.00,0.00,0.00,0.00,-1490.00,19.00,19.00,1019.00,255.00,280.00,994.00,604.00,604.00,0.00,446.00,2.00,444.00,-152.00,-152.00,0.00,0.00,0.00,0.00,0.00,888.00,0.00,20.00,868.00,0.00,0.00,0.00,1644.00,1480.00,164.00,-647.00,-647.00,-2493.00,-2493.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,10410.00,647.00,196.00,54.00,363.00,-193.00,0.00,0.00,0.00,227.00,67.00,67.00,2406.00,602.00,559.00,2449.00,468.00,468.00,0.00,671.00,9.00,662.00,2647.00,2647.00,0.00,0.00,0.00,0.00,0.00,624.00,0.00,49.00,575.00,0.00,0.00,0.00,692.00,623.00,69.00,-469.00,-469.00,2055.00,2055.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,9417.00,1380.00,232.00,218.00,150.00,392.00,110.00,0.00,0.00,278.00,26.00,26.00,2289.00,572.00,888.00,1973.00,-143.00,-143.00,0.00,887.00,17.00,870.00,3130.00,3130.00,0.00,0.00,0.00,0.00,0.00,736.00,0.00,30.00,706.00,0.00,0.00,0.00,932.00,839.00,93.00,-301.00,-301.00,-91.00,-91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,9565.00,3082.00,-11.00,1355.00,112.00,419.00,585.00,0.00,0.00,622.00,109.00,109.00,1959.00,490.00,784.00,1665.00,-13.00,-13.00,0.00,695.00,8.00,687.00,1032.00,1032.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,15.00,385.00,0.00,0.00,0.00,1571.00,1414.00,157.00,-149.00,-149.00,389.00,389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,-995.00,2011.00,191.00,54.00,447.00,96.00,258.00,0.00,0.00,965.00,37.00,37.00,197.00,49.00,142.00,104.00,-224.00,-224.00,0.00,464.00,0.00,464.00,-3640.00,-3640.00,0.00,0.00,0.00,0.00,0.00,129.00,0.00,14.00,115.00,0.00,0.00,0.00,635.00,572.00,64.00,-2.00,-2.00,-651.00,-651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,2640.00,1986.00,170.00,-9.00,784.00,-10.00,294.00,0.00,0.00,757.00,-52.00,-52.00,-792.00,-198.00,-290.00,-700.00,-10.00,-10.00,0.00,387.00,5.00,382.00,-1361.00,-1361.00,0.00,0.00,0.00,0.00,0.00,840.00,0.00,64.00,776.00,0.00,0.00,0.00,908.00,817.00,91.00,128.00,128.00,804.00,804.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,714.00,1670.00,135.00,90.00,698.00,115.00,161.00,0.00,0.00,471.00,11.00,11.00,-760.00,-190.00,-380.00,-570.00,-171.00,-171.00,0.00,396.00,5.00,391.00,679.00,679.00,0.00,0.00,0.00,0.00,0.00,108.00,0.00,15.00,93.00,0.00,0.00,0.00,717.00,645.00,72.00,321.00,321.00,-2067.00,-2067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,8593.00,1233.00,46.00,123.00,307.00,-12.00,151.00,0.00,0.00,618.00,76.00,76.00,1550.00,387.00,861.00,1076.00,-1096.00,-1096.00,0.00,371.00,3.00,368.00,363.00,363.00,0.00,0.00,0.00,0.00,0.00,474.00,0.00,8.00,466.00,0.00,0.00,0.00,1457.00,1311.00,146.00,575.00,575.00,3203.00,3203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,7750.00,2756.00,123.00,355.00,309.00,1259.00,-25.00,0.00,0.00,735.00,-35.00,-35.00,139.00,35.00,165.00,9.00,1945.00,1945.00,0.00,289.00,-7.00,296.00,-2088.00,-2088.00,0.00,0.00,0.00,0.00,0.00,626.00,0.00,43.00,583.00,0.00,0.00,0.00,2654.00,2389.00,265.00,1354.00,1354.00,75.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,3950.00,-437.00,115.00,-314.00,334.00,-1307.00,0.00,0.00,0.00,735.00,87.00,87.00,705.00,177.00,497.00,385.00,100.00,100.00,0.00,378.00,5.00,373.00,-483.00,-483.00,0.00,0.00,0.00,0.00,0.00,1004.00,0.00,59.00,945.00,0.00,0.00,0.00,2071.00,1864.00,207.00,1264.00,1264.00,-916.00,-916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,5628.00,3570.00,249.00,97.00,1075.00,1237.00,-44.00,0.00,0.00,956.00,116.00,116.00,-147.00,-37.00,144.00,-328.00,100.00,100.00,0.00,361.00,3.00,358.00,788.00,788.00,0.00,0.00,0.00,0.00,0.00,446.00,0.00,29.00,417.00,0.00,0.00,0.00,725.00,653.00,73.00,422.00,422.00,-716.00,-716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,13222.00,1628.00,-13.00,59.00,234.00,847.00,-318.00,0.00,0.00,819.00,2.00,2.00,2339.00,585.00,1779.00,1145.00,81.00,81.00,0.00,340.00,0.00,340.00,-200.00,-200.00,0.00,0.00,0.00,0.00,0.00,193.00,0.00,-20.00,213.00,0.00,0.00,0.00,3130.00,2817.00,313.00,865.00,865.00,4259.00,4259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,316.00,1195.00,188.00,134.00,696.00,342.00,-1172.00,0.00,0.00,1007.00,147.00,147.00,137.00,34.00,-261.00,432.00,-81.00,-81.00,0.00,414.00,0.00,414.00,-1400.00,-1400.00,0.00,0.00,0.00,0.00,0.00,1832.00,0.00,91.00,1741.00,0.00,0.00,0.00,3605.00,3245.00,361.00,426.00,426.00,-5993.00,-5993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,7865.00,-444.00,45.00,27.00,1010.00,-2041.00,20.00,0.00,0.00,495.00,-48.00,-48.00,597.00,149.00,370.00,376.00,100.00,100.00,0.00,456.00,-5.00,461.00,1255.00,1255.00,0.00,0.00,0.00,0.00,0.00,172.00,0.00,45.00,127.00,0.00,0.00,0.00,3700.00,3330.00,370.00,1088.00,1088.00,840.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,3434.00,3263.00,182.00,119.00,819.00,1216.00,80.00,0.00,0.00,847.00,-46.00,-46.00,-98.00,-25.00,-602.00,479.00,0.00,0.00,0.00,438.00,6.00,432.00,1337.00,1337.00,0.00,0.00,0.00,0.00,0.00,237.00,0.00,35.00,202.00,0.00,0.00,0.00,924.00,832.00,92.00,-43.00,-43.00,-2553.00,-2553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,18921.00,1665.00,84.00,-221.00,601.00,688.00,5.00,0.00,0.00,508.00,97.00,97.00,1869.00,468.00,1770.00,567.00,10.00,10.00,0.00,418.00,3.00,415.00,3119.00,3119.00,0.00,0.00,0.00,0.00,0.00,-165.00,0.00,-51.00,-114.00,0.00,0.00,0.00,5268.00,4741.00,527.00,546.00,546.00,5626.00,5626.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
