1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q4,11.00,29.00,32301.00,301.00,907.00,1926.00,60.00,7022.00,1098.00,-45.00,746.00,5223.00,554.00,-2544.00,12011.00,12064.00,2367.00,1136.00,510.00,8051.00,32319.00,15357.00,16944.00
2008:Q1,13.00,16.00,22212.00,-1416.00,-1196.00,1643.00,-243.00,-203.00,-1592.00,1017.00,-778.00,1150.00,-2003.00,-14429.00,14437.00,25622.00,-10331.00,3684.00,32175.00,94.00,22216.00,14629.00,7583.00
2008:Q2,13.00,17.00,31942.00,-1416.00,-1196.00,1284.00,-243.00,-205.00,-1593.00,1017.00,-778.00,1149.00,-2001.00,-14429.00,18283.00,31865.00,-3622.00,3684.00,31709.00,94.00,31946.00,14163.00,17779.00
2008:Q3,13.00,17.00,19464.00,-1417.00,-1196.00,1499.00,-242.00,-203.00,-1592.00,1018.00,-778.00,1149.00,-2002.00,-14429.00,14053.00,23401.00,-12131.00,3684.00,31754.00,94.00,19468.00,14208.00,5256.00
2008:Q4,13.00,16.00,18222.00,-1416.00,-1196.00,2187.00,-243.00,-204.00,-1592.00,1017.00,-779.00,1150.00,-2003.00,-14429.00,14900.00,20626.00,-15151.00,3686.00,31997.00,94.00,18225.00,14453.00,3769.00
2009:Q1,12.00,9.00,40971.00,-642.00,767.00,-2160.00,39.00,2644.00,598.00,7803.00,-1566.00,-4191.00,-612.00,-20995.00,22720.00,39210.00,15343.00,-2152.00,19059.00,6960.00,40968.00,14461.00,26510.00
2009:Q2,12.00,9.00,53201.00,-642.00,767.00,-2775.00,39.00,2645.00,599.00,7802.00,-1565.00,-4191.00,-612.00,-20995.00,24675.00,50099.00,25964.00,-2151.00,19325.00,6961.00,53197.00,14728.00,38473.00
2009:Q3,12.00,8.00,52128.00,-643.00,766.00,-2804.00,38.00,2644.00,599.00,7803.00,-1567.00,-4191.00,-612.00,-20995.00,23701.00,50033.00,26114.00,-2151.00,19109.00,6961.00,52123.00,14512.00,37616.00
2009:Q4,12.00,8.00,46142.00,-642.00,767.00,-2653.00,39.00,2645.00,599.00,7803.00,-1566.00,-4191.00,-611.00,-20995.00,23386.00,44206.00,21141.00,-2151.00,18256.00,6960.00,46137.00,13659.00,32483.00
2010:Q1,12.00,7.00,50784.00,533.00,-98.00,-2730.00,-59.00,29050.00,-346.00,7444.00,1650.00,20302.00,694.00,5403.00,15191.00,2800.00,1151.00,3846.00,-5737.00,3539.00,50779.00,12391.00,38393.00
2010:Q2,12.00,8.00,38263.00,532.00,-97.00,-2663.00,-59.00,29050.00,-346.00,7443.00,1650.00,20303.00,694.00,5403.00,12223.00,-6820.00,-7826.00,3845.00,-6378.00,3539.00,38259.00,11747.00,26516.00
2010:Q3,12.00,8.00,51273.00,533.00,-98.00,-2697.00,-59.00,29051.00,-346.00,7444.00,1651.00,20302.00,694.00,5403.00,13620.00,4826.00,3974.00,3847.00,-6533.00,3538.00,51269.00,11594.00,39679.00
2010:Q4,12.00,8.00,51061.00,532.00,-97.00,-2742.00,-59.00,29050.00,-346.00,7444.00,1650.00,20302.00,693.00,5403.00,14337.00,3944.00,2866.00,3845.00,-6306.00,3539.00,51057.00,11817.00,39244.00
2011:Q1,12.00,7.00,34477.00,1373.00,440.00,4158.00,9.00,18756.00,587.00,9601.00,-2364.00,10932.00,-1153.00,-20660.00,14197.00,17357.00,9542.00,740.00,-3776.00,10851.00,34472.00,11922.00,22555.00
2011:Q2,12.00,7.00,30742.00,1372.00,441.00,4226.00,9.00,18757.00,589.00,9600.00,-2364.00,10932.00,-1153.00,-20660.00,13402.00,14348.00,6268.00,740.00,-3511.00,10851.00,30737.00,12186.00,18556.00
2011:Q3,12.00,8.00,16857.00,1372.00,441.00,4498.00,9.00,18758.00,588.00,9602.00,-2364.00,10932.00,-1153.00,-20660.00,10401.00,3191.00,-4555.00,740.00,-3844.00,10850.00,16853.00,11853.00,5004.00
2011:Q4,12.00,8.00,34369.00,1373.00,440.00,4166.00,9.00,18756.00,587.00,9601.00,-2364.00,10932.00,-1153.00,-20660.00,14160.00,17278.00,10713.00,740.00,-5026.00,10851.00,34365.00,10672.00,23697.00
2012:Q1,11.00,21.00,39241.00,-490.00,-942.00,-4366.00,-79.00,35712.00,-1159.00,15866.00,485.00,20520.00,299.00,-5925.00,7343.00,7689.00,-315.00,-3081.00,2552.00,8533.00,39251.00,8837.00,30404.00
2012:Q2,11.00,22.00,34313.00,-488.00,-940.00,-4149.00,-78.00,35713.00,-1159.00,15867.00,484.00,20521.00,298.00,-5925.00,5550.00,4332.00,-1619.00,-3080.00,499.00,8532.00,34323.00,6786.00,27527.00
2012:Q3,11.00,22.00,38050.00,-490.00,-942.00,-4169.00,-79.00,35714.00,-1160.00,15867.00,486.00,20521.00,300.00,-5925.00,5755.00,7886.00,4124.00,-3081.00,-1691.00,8533.00,38060.00,4597.00,33453.00
2012:Q4,12.00,22.00,32011.00,-489.00,-941.00,-4135.00,-78.00,35712.00,-1159.00,15866.00,484.00,20521.00,299.00,-5925.00,4910.00,2658.00,1181.00,-3079.00,-3977.00,8533.00,32021.00,2311.00,29700.00
2013:Q1,10.00,4.00,30244.00,-98.00,1172.00,3044.00,105.00,22442.00,1348.00,-498.00,-1452.00,23044.00,-175.00,-51930.00,31713.00,23971.00,-11720.00,-619.00,29421.00,6889.00,30238.00,207.00,30037.00
2013:Q2,10.00,4.00,37656.00,-96.00,1173.00,3247.00,105.00,22442.00,1348.00,-498.00,-1453.00,23045.00,-174.00,-51930.00,30476.00,32413.00,-1491.00,-617.00,27632.00,6889.00,37650.00,-1581.00,39237.00
2013:Q3,11.00,4.00,40595.00,-97.00,1173.00,3217.00,105.00,22443.00,1349.00,-498.00,-1452.00,23044.00,-175.00,-51930.00,30978.00,34881.00,2386.00,-618.00,26223.00,6890.00,40589.00,-2988.00,43583.00
2013:Q4,11.00,4.00,39890.00,-97.00,1172.00,3068.00,105.00,22441.00,1349.00,-499.00,-1453.00,23044.00,-174.00,-51930.00,30720.00,34585.00,3031.00,-618.00,25283.00,6889.00,39884.00,-3931.00,43821.00
2014:Q1,10.00,6.00,-7911.00,813.00,476.00,233.00,47.00,5404.00,499.00,-1063.00,-603.00,6571.00,415.00,-45977.00,10290.00,20388.00,-7373.00,-716.00,22008.00,6469.00,-7915.00,-4441.00,-3470.00
2014:Q2,10.00,6.00,-48.00,814.00,476.00,225.00,46.00,5406.00,501.00,-1062.00,-604.00,6571.00,415.00,-45977.00,9881.00,28666.00,1370.00,-717.00,21545.00,6468.00,-52.00,-4902.00,4854.00
2014:Q3,10.00,6.00,-5173.00,813.00,477.00,249.00,46.00,5408.00,501.00,-1062.00,-602.00,6571.00,415.00,-45977.00,9024.00,24372.00,-2506.00,-716.00,21125.00,6469.00,-5177.00,-5322.00,149.00
2014:Q4,10.00,6.00,-449.00,814.00,476.00,184.00,46.00,5403.00,499.00,-1063.00,-604.00,6571.00,415.00,-45977.00,11355.00,26835.00,405.00,-716.00,20677.00,6469.00,-453.00,-5773.00,5324.00
2015:Q1,10.00,7.00,35433.00,-494.00,469.00,-7872.00,-75.00,12001.00,1328.00,10152.00,-6306.00,6827.00,-1358.00,-27737.00,17669.00,42830.00,4127.00,-1396.00,17358.00,22741.00,35430.00,-6297.00,41730.00
2015:Q2,10.00,7.00,14433.00,293.00,205.00,910.00,-54.00,8549.00,321.00,3111.00,-1636.00,6753.00,-662.00,-34001.00,18969.00,20224.00,-2899.00,-963.00,17510.00,6576.00,14430.00,-7364.00,21797.00
2015:Q3,10.00,7.00,-3119.00,620.00,334.00,2518.00,-74.00,13668.00,740.00,4821.00,-301.00,8408.00,-413.00,-24799.00,-12435.00,17462.00,-5597.00,-1092.00,17230.00,6921.00,-3122.00,-8955.00,5836.00
2015:Q4,11.00,7.00,18587.00,595.00,320.00,-143.00,-45.00,11210.00,697.00,3424.00,-470.00,7559.00,-321.00,-26049.00,9975.00,23045.00,749.00,-868.00,14801.00,8363.00,18583.00,-11104.00,29691.00
2016:Q1,10.00,7.00,44818.00,625.00,472.00,2201.00,15.00,7011.00,737.00,1074.00,-337.00,5537.00,101.00,-11224.00,37450.00,8167.00,1959.00,-263.00,-191.00,6661.00,44814.00,-11105.00,55922.00
2016:Q2,11.00,7.00,9532.00,716.00,463.00,547.00,6.00,8894.00,787.00,2714.00,-993.00,6386.00,-35.00,-21098.00,3536.00,16503.00,1352.00,-506.00,5659.00,9998.00,9528.00,-11104.00,20636.00
2016:Q3,11.00,7.00,7647.00,448.00,300.00,521.00,-6.00,6589.00,495.00,1649.00,-595.00,5040.00,-99.00,-18568.00,6516.00,11946.00,2279.00,-572.00,4363.00,5876.00,7643.00,-11105.00,18751.00
