1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q1,1.00,1.00,1251.00,2.00,19.00,0.00,2.00,277.00,0.00,16.00,-2.00,263.00,11.00,235.00,0.00,705.00,0.00,8.00,691.00,6.00,1251.00,1078.00,173.00
1954:Q2,1.00,1.00,1162.00,-5.00,19.00,0.00,2.00,292.00,0.00,-8.00,0.00,300.00,10.00,249.00,0.00,595.00,0.00,6.00,583.00,6.00,1162.00,984.00,178.00
1954:Q3,1.00,1.00,1127.00,-5.00,20.00,0.00,2.00,333.00,0.00,3.00,-7.00,337.00,11.00,260.00,0.00,506.00,0.00,8.00,488.00,10.00,1127.00,932.00,195.00
1954:Q4,1.00,1.00,1149.00,-1.00,20.00,0.00,3.00,386.00,0.00,28.00,-2.00,360.00,14.00,272.00,0.00,455.00,0.00,11.00,426.00,18.00,1149.00,925.00,224.00
1955:Q1,0.00,1.00,1176.00,10.00,21.00,0.00,5.00,375.00,0.00,60.00,2.00,313.00,17.00,285.00,0.00,463.00,0.00,13.00,418.00,32.00,1177.00,926.00,250.00
1955:Q2,0.00,1.00,1247.00,18.00,23.00,0.00,7.00,362.00,0.00,104.00,2.00,256.00,19.00,322.00,0.00,496.00,0.00,22.00,439.00,35.00,1248.00,957.00,290.00
1955:Q3,0.00,1.00,1283.00,19.00,23.00,0.00,7.00,302.00,0.00,97.00,2.00,203.00,22.00,364.00,0.00,546.00,0.00,21.00,480.00,45.00,1284.00,961.00,322.00
1955:Q4,0.00,1.00,1263.00,11.00,24.00,0.00,7.00,216.00,0.00,36.00,6.00,174.00,25.00,404.00,0.00,576.00,0.00,15.00,509.00,52.00,1264.00,933.00,330.00
1956:Q1,1.00,1.00,1278.00,4.00,24.00,0.00,8.00,244.00,0.00,-23.00,16.00,251.00,28.00,446.00,0.00,524.00,0.00,16.00,453.00,55.00,1279.00,914.00,364.00
1956:Q2,1.00,1.00,1356.00,-2.00,26.00,0.00,10.00,300.00,0.00,-54.00,1.00,353.00,32.00,453.00,0.00,537.00,0.00,6.00,456.00,75.00,1357.00,970.00,386.00
1956:Q3,1.00,1.00,1535.00,-3.00,27.00,0.00,8.00,393.00,0.00,-78.00,7.00,464.00,34.00,462.00,0.00,614.00,0.00,7.00,534.00,73.00,1536.00,1137.00,398.00
1956:Q4,1.00,1.00,1802.00,1.00,28.00,0.00,8.00,492.00,0.00,-66.00,4.00,554.00,34.00,486.00,0.00,753.00,0.00,15.00,687.00,51.00,1803.00,1379.00,423.00
1957:Q1,1.00,1.00,1999.00,9.00,29.00,0.00,6.00,491.00,0.00,-74.00,18.00,547.00,33.00,493.00,0.00,938.00,0.00,9.00,883.00,46.00,1999.00,1582.00,417.00
1957:Q2,1.00,1.00,2179.00,15.00,30.00,0.00,5.00,436.00,0.00,-73.00,7.00,502.00,32.00,538.00,0.00,1123.00,0.00,22.00,1079.00,22.00,2179.00,1749.00,430.00
1957:Q3,1.00,1.00,2167.00,15.00,31.00,0.00,5.00,379.00,0.00,-69.00,10.00,438.00,33.00,537.00,0.00,1167.00,0.00,3.00,1128.00,36.00,2167.00,1752.00,415.00
1957:Q4,1.00,1.00,1975.00,12.00,32.00,0.00,4.00,332.00,0.00,-74.00,31.00,375.00,36.00,545.00,0.00,1014.00,0.00,5.00,972.00,37.00,1975.00,1575.00,400.00
1958:Q1,1.00,1.00,1729.00,9.00,34.00,0.00,5.00,344.00,0.00,-50.00,29.00,365.00,36.00,578.00,0.00,723.00,0.00,15.00,685.00,23.00,1729.00,1310.00,419.00
1958:Q2,1.00,1.00,1588.00,7.00,35.00,0.00,3.00,360.00,0.00,21.00,-31.00,370.00,36.00,625.00,0.00,522.00,0.00,21.00,489.00,12.00,1588.00,1134.00,454.00
1958:Q3,1.00,1.00,1603.00,6.00,36.00,0.00,4.00,385.00,0.00,-1.00,5.00,381.00,40.00,688.00,0.00,444.00,0.00,26.00,408.00,10.00,1603.00,1095.00,508.00
1958:Q4,1.00,1.00,1768.00,8.00,38.00,0.00,6.00,409.00,0.00,20.00,0.00,389.00,47.00,764.00,0.00,496.00,0.00,29.00,447.00,20.00,1768.00,1194.00,574.00
1959:Q1,1.00,1.00,1916.00,9.00,39.00,0.00,7.00,260.00,0.00,25.00,21.00,214.00,54.00,825.00,0.00,722.00,0.00,15.00,664.00,43.00,1916.00,1333.00,583.00
1959:Q2,1.00,1.00,2154.00,11.00,40.00,0.00,7.00,393.00,0.00,47.00,35.00,311.00,60.00,919.00,0.00,724.00,0.00,26.00,655.00,43.00,2154.00,1496.00,658.00
1959:Q3,1.00,1.00,2230.00,11.00,42.00,0.00,9.00,357.00,0.00,64.00,16.00,277.00,65.00,841.00,0.00,905.00,0.00,10.00,832.00,63.00,2230.00,1560.00,670.00
1959:Q4,1.00,1.00,2214.00,8.00,44.00,0.00,8.00,477.00,0.00,32.00,4.00,441.00,68.00,943.00,0.00,666.00,0.00,27.00,588.00,51.00,2214.00,1484.00,730.00
1960:Q1,1.00,1.00,2016.00,3.00,45.00,0.00,10.00,332.00,0.00,-82.00,77.00,337.00,74.00,942.00,0.00,610.00,0.00,2.00,527.00,81.00,2016.00,1318.00,698.00
1960:Q2,1.00,1.00,1868.00,-2.00,48.00,0.00,10.00,279.00,0.00,-80.00,36.00,323.00,82.00,997.00,0.00,454.00,0.00,23.00,359.00,72.00,1868.00,1145.00,723.00
1960:Q3,1.00,1.00,1736.00,0.00,49.00,0.00,11.00,353.00,0.00,-49.00,-2.00,404.00,82.00,953.00,0.00,288.00,0.00,1.00,195.00,92.00,1736.00,1006.00,730.00
1960:Q4,1.00,1.00,1711.00,10.00,50.00,0.00,9.00,521.00,0.00,-4.00,-25.00,550.00,74.00,1081.00,0.00,-35.00,0.00,40.00,-120.00,45.00,1711.00,894.00,817.00
1961:Q1,1.00,1.00,1617.00,22.00,53.00,0.00,9.00,130.00,0.00,3.00,-8.00,135.00,68.00,1198.00,0.00,137.00,0.00,44.00,63.00,30.00,1617.00,785.00,832.00
1961:Q2,1.00,1.00,1621.00,33.00,55.00,0.00,7.00,398.00,0.00,22.00,-20.00,396.00,61.00,1222.00,0.00,-156.00,0.00,17.00,-220.00,47.00,1621.00,703.00,918.00
1961:Q3,1.00,1.00,1525.00,34.00,57.00,0.00,7.00,272.00,0.00,2.00,11.00,259.00,61.00,1283.00,0.00,-190.00,0.00,23.00,-255.00,42.00,1525.00,593.00,932.00
1961:Q4,1.00,1.00,1501.00,25.00,59.00,0.00,9.00,415.00,0.00,-6.00,28.00,393.00,69.00,1391.00,0.00,-468.00,0.00,43.00,-546.00,35.00,1501.00,456.00,1045.00
1962:Q1,1.00,1.00,1391.00,17.00,62.00,0.00,14.00,274.00,0.00,-4.00,44.00,234.00,74.00,1286.00,32.00,-369.00,0.00,9.00,-490.00,112.00,1391.00,324.00,1067.00
1962:Q2,1.00,1.00,1212.00,10.00,63.00,0.00,17.00,452.00,0.00,38.00,21.00,393.00,79.00,1282.00,78.00,-770.00,0.00,-63.00,-923.00,216.00,1212.00,244.00,968.00
1962:Q3,1.00,1.00,1151.00,8.00,67.00,0.00,17.00,200.00,0.00,65.00,-3.00,138.00,81.00,1141.00,51.00,-415.00,0.00,30.00,-572.00,127.00,1151.00,232.00,919.00
1962:Q4,1.00,1.00,1345.00,12.00,68.00,0.00,14.00,503.00,0.00,76.00,-27.00,454.00,82.00,1323.00,18.00,-676.00,0.00,52.00,-803.00,75.00,1345.00,289.00,1056.00
1963:Q1,0.00,1.00,1465.00,14.00,72.00,0.00,11.00,380.00,0.00,28.00,9.00,343.00,81.00,1214.00,4.00,-311.00,0.00,35.00,-401.00,55.00,1466.00,380.00,1085.00
1963:Q2,0.00,1.00,1632.00,14.00,74.00,0.00,5.00,432.00,0.00,27.00,2.00,403.00,78.00,1500.00,-15.00,-456.00,0.00,31.00,-507.00,20.00,1633.00,500.00,1132.00
1963:Q3,0.00,1.00,1811.00,17.00,77.00,0.00,8.00,447.00,0.00,-15.00,42.00,420.00,84.00,1487.00,-11.00,-298.00,0.00,30.00,-365.00,37.00,1812.00,612.00,1199.00
1963:Q4,0.00,1.00,1980.00,21.00,80.00,0.00,16.00,325.00,0.00,39.00,-7.00,293.00,101.00,1631.00,7.00,-201.00,0.00,31.00,-347.00,115.00,1981.00,699.00,1281.00
1964:Q1,1.00,1.00,2206.00,29.00,83.00,0.00,26.00,447.00,0.00,193.00,16.00,238.00,137.00,1638.00,14.00,-168.00,0.00,45.00,-399.00,186.00,2207.00,767.00,1439.00
1964:Q2,1.00,1.00,2362.00,48.00,86.00,0.00,36.00,371.00,0.00,-207.00,-13.00,591.00,149.00,1699.00,37.00,-64.00,0.00,38.00,-384.00,282.00,2363.00,845.00,1517.00
1964:Q3,1.00,1.00,2528.00,7.00,89.00,0.00,36.00,291.00,0.00,-4.00,-11.00,306.00,134.00,1728.00,33.00,210.00,0.00,36.00,-121.00,295.00,2529.00,946.00,1582.00
1964:Q4,1.00,1.00,2735.00,35.00,93.00,0.00,30.00,680.00,0.00,54.00,115.00,511.00,138.00,1793.00,38.00,-72.00,0.00,35.00,-337.00,230.00,2736.00,1063.00,1672.00
1965:Q1,0.00,2.00,2840.00,-140.00,97.00,0.00,23.00,540.00,0.00,194.00,-74.00,420.00,141.00,2008.00,12.00,159.00,0.00,32.00,-47.00,173.00,2841.00,1178.00,1662.00
1965:Q2,0.00,2.00,2925.00,-24.00,100.00,0.00,17.00,259.00,0.00,-200.00,1.00,458.00,256.00,1985.00,19.00,313.00,0.00,6.00,159.00,148.00,2926.00,1363.00,1562.00
1965:Q3,0.00,2.00,3244.00,32.00,104.00,0.00,17.00,137.00,0.00,-252.00,27.00,362.00,123.00,2201.00,-12.00,642.00,0.00,70.00,491.00,81.00,3245.00,1587.00,1657.00
1965:Q4,0.00,2.00,3675.00,181.00,108.00,0.00,22.00,362.00,0.00,82.00,23.00,257.00,87.00,2260.00,-1.00,656.00,0.00,46.00,458.00,152.00,3676.00,1825.00,1850.00
1966:Q1,1.00,2.00,4018.00,16.00,113.00,0.00,26.00,988.00,0.00,-60.00,11.00,1037.00,123.00,2185.00,17.00,550.00,0.00,23.00,316.00,211.00,4020.00,2013.00,2005.00
1966:Q2,1.00,2.00,4111.00,-166.00,117.00,0.00,29.00,330.00,0.00,-102.00,10.00,422.00,83.00,2382.00,27.00,1309.00,0.00,-3.00,1045.00,267.00,4113.00,2241.00,1870.00
1966:Q3,1.00,2.00,4215.00,-72.00,120.00,0.00,31.00,397.00,0.00,-26.00,-33.00,456.00,119.00,2152.00,57.00,1411.00,0.00,-34.00,1133.00,312.00,4217.00,2425.00,1790.00
1966:Q4,1.00,2.00,4419.00,39.00,147.00,0.00,32.00,570.00,0.00,-47.00,4.00,613.00,201.00,2337.00,0.00,1093.00,0.00,60.00,811.00,222.00,4421.00,2527.00,1892.00
1967:Q1,1.00,3.00,4561.00,66.00,121.00,0.00,33.00,246.00,0.00,-156.00,-14.00,416.00,80.00,2682.00,-20.00,1353.00,0.00,104.00,1056.00,193.00,4563.00,2527.00,2034.00
1967:Q2,1.00,3.00,4681.00,15.00,143.00,0.00,36.00,-32.00,0.00,-149.00,-42.00,159.00,-15.00,2875.00,14.00,1645.00,0.00,27.00,1326.00,292.00,4683.00,2579.00,2102.00
1967:Q3,1.00,3.00,4924.00,43.00,147.00,0.00,35.00,358.00,0.00,-32.00,-28.00,418.00,83.00,2895.00,0.00,1363.00,0.00,71.00,1045.00,247.00,4926.00,2617.00,2307.00
1967:Q4,1.00,3.00,4958.00,12.00,185.00,0.00,32.00,126.00,0.00,20.00,-25.00,131.00,24.00,2956.00,25.00,1598.00,0.00,19.00,1309.00,270.00,4960.00,2639.00,2319.00
1968:Q1,1.00,3.00,4991.00,-23.00,122.00,0.00,30.00,624.00,0.00,220.00,21.00,383.00,8.00,2726.00,78.00,1426.00,0.00,-27.00,1158.00,295.00,4993.00,2690.00,2301.00
1968:Q2,1.00,3.00,5265.00,79.00,167.00,0.00,28.00,14.00,0.00,-26.00,21.00,19.00,-41.00,3157.00,-33.00,1894.00,0.00,123.00,1646.00,125.00,5267.00,2872.00,2393.00
1968:Q3,1.00,3.00,5820.00,33.00,182.00,0.00,26.00,188.00,0.00,-61.00,22.00,227.00,21.00,3362.00,8.00,2000.00,0.00,55.00,1762.00,183.00,5822.00,3233.00,2587.00
1968:Q4,1.00,3.00,6401.00,32.00,195.00,0.00,26.00,251.00,0.00,239.00,-4.00,16.00,-4.00,3595.00,30.00,2276.00,0.00,50.00,2041.00,185.00,6403.00,3678.00,2723.00
1969:Q1,1.00,4.00,6669.00,-10.00,119.00,0.00,26.00,-27.00,0.00,101.00,36.00,-164.00,12.00,3602.00,67.00,2880.00,0.00,-4.00,2654.00,230.00,6672.00,4042.00,2627.00
1969:Q2,1.00,4.00,7072.00,4.00,241.00,0.00,24.00,-158.00,0.00,-269.00,35.00,76.00,-10.00,3391.00,69.00,3511.00,0.00,7.00,3297.00,207.00,7075.00,4442.00,2630.00
1969:Q3,1.00,4.00,7384.00,-5.00,180.00,0.00,23.00,589.00,0.00,-32.00,82.00,539.00,65.00,3283.00,43.00,3206.00,0.00,-2.00,2992.00,216.00,7387.00,4662.00,2722.00
1969:Q4,1.00,4.00,7338.00,20.00,209.00,0.00,26.00,244.00,0.00,24.00,58.00,162.00,82.00,3747.00,50.00,2960.00,0.00,38.00,2732.00,190.00,7341.00,4617.00,2721.00
1970:Q1,1.00,4.00,4893.00,5.00,217.00,0.00,26.00,253.00,0.00,-102.00,-30.00,385.00,14.00,1137.00,27.00,3214.00,0.00,10.00,2976.00,228.00,4896.00,4325.00,568.00
1970:Q2,1.00,4.00,4694.00,-111.00,220.00,0.00,28.00,118.00,0.00,-97.00,82.00,133.00,-17.00,925.00,201.00,3330.00,0.00,-160.00,3087.00,403.00,4697.00,4098.00,596.00
1970:Q3,1.00,4.00,4460.00,110.00,233.00,0.00,28.00,922.00,0.00,168.00,256.00,498.00,-20.00,1035.00,-54.00,2206.00,0.00,170.00,1954.00,82.00,4463.00,3844.00,616.00
1970:Q4,1.00,4.00,4288.00,78.00,216.00,0.00,29.00,774.00,0.00,-28.00,-12.00,814.00,-22.00,1469.00,2.00,1742.00,0.00,128.00,1476.00,138.00,4291.00,3583.00,705.00
1971:Q1,2.00,5.00,3871.00,93.00,252.00,0.00,31.00,-700.00,0.00,135.00,-145.00,-690.00,-91.00,1911.00,-26.00,2401.00,0.00,146.00,2127.00,128.00,3874.00,3334.00,537.00
1971:Q2,2.00,5.00,3982.00,6.00,198.00,0.00,31.00,-822.00,0.00,-258.00,-166.00,-398.00,-166.00,2360.00,82.00,2293.00,0.00,25.00,2010.00,258.00,3985.00,3325.00,657.00
1971:Q3,2.00,5.00,4275.00,37.00,268.00,0.00,34.00,-424.00,0.00,43.00,-3.00,-464.00,-146.00,2455.00,105.00,1946.00,0.00,68.00,1648.00,230.00,4278.00,3479.00,796.00
1971:Q4,2.00,5.00,4693.00,63.00,237.00,0.00,35.00,820.00,0.00,81.00,16.00,723.00,-110.00,2191.00,35.00,1422.00,0.00,102.00,1100.00,220.00,4696.00,3734.00,959.00
1972:Q1,2.00,6.00,5809.00,108.00,243.00,0.00,153.00,852.00,308.00,415.00,252.00,-123.00,-326.00,2897.00,50.00,1832.00,0.00,151.00,461.00,1220.00,5813.00,3982.00,1827.00
1972:Q2,2.00,6.00,6848.00,58.00,308.00,0.00,233.00,1631.00,486.00,-89.00,349.00,885.00,-199.00,3443.00,102.00,1272.00,0.00,76.00,-825.00,2021.00,6852.00,4202.00,2646.00
1972:Q3,2.00,6.00,7146.00,106.00,334.00,0.00,241.00,2467.00,528.00,172.00,534.00,1233.00,-268.00,3292.00,98.00,876.00,0.00,111.00,-1296.00,2061.00,7150.00,4310.00,2836.00
1972:Q4,2.00,6.00,6300.00,213.00,356.00,0.00,182.00,1523.00,433.00,758.00,337.00,-5.00,-137.00,2443.00,10.00,1710.00,0.00,185.00,80.00,1445.00,6304.00,4220.00,2080.00
1973:Q1,2.00,6.00,5864.00,99.00,380.00,0.00,130.00,2168.00,349.00,344.00,520.00,955.00,-214.00,1679.00,244.00,1378.00,0.00,-27.00,205.00,1200.00,5868.00,4014.00,1850.00
1973:Q2,2.00,6.00,5294.00,127.00,341.00,0.00,88.00,1238.00,278.00,286.00,190.00,484.00,-75.00,1000.00,207.00,2368.00,0.00,-61.00,1573.00,856.00,5298.00,4048.00,1246.00
1973:Q3,2.00,6.00,5517.00,324.00,448.00,0.00,79.00,2110.00,295.00,700.00,180.00,935.00,-78.00,679.00,-79.00,2034.00,0.00,192.00,1324.00,518.00,5521.00,4305.00,1212.00
1973:Q4,2.00,6.00,6016.00,115.00,347.00,0.00,103.00,1049.00,402.00,668.00,224.00,-245.00,15.00,712.00,238.00,3437.00,0.00,-129.00,2520.00,1046.00,6020.00,4719.00,1297.00
1974:Q1,2.00,4.00,6307.00,149.00,417.00,0.00,115.00,1226.00,475.00,730.00,60.00,-39.00,17.00,504.00,134.00,3745.00,0.00,94.00,2705.00,946.00,6309.00,5040.00,1267.00
1974:Q2,2.00,4.00,6703.00,236.00,429.00,0.00,120.00,1533.00,515.00,803.00,12.00,203.00,-16.00,47.00,187.00,4167.00,0.00,-73.00,3094.00,1146.00,6705.00,5352.00,1351.00
1974:Q3,2.00,4.00,7253.00,253.00,458.00,0.00,129.00,3019.00,601.00,1323.00,247.00,848.00,-9.00,217.00,501.00,2685.00,0.00,-259.00,1517.00,1427.00,7255.00,5332.00,1921.00
1974:Q4,2.00,4.00,6944.00,273.00,626.00,0.00,147.00,3115.00,733.00,324.00,794.00,1264.00,4.00,1013.00,-31.00,1797.00,0.00,211.00,479.00,1107.00,6946.00,4931.00,2013.00
1975:Q1,2.00,3.00,6959.00,260.00,538.00,0.00,170.00,4462.00,926.00,1064.00,368.00,2104.00,37.00,1842.00,-107.00,-243.00,0.00,365.00,-1771.00,1163.00,6960.00,4353.00,2606.00
1975:Q2,3.00,3.00,7716.00,289.00,656.00,0.00,364.00,3829.00,1179.00,893.00,227.00,1530.00,-31.00,1942.00,-24.00,691.00,0.00,401.00,-2588.00,2877.00,7716.00,4088.00,3628.00
1975:Q3,3.00,3.00,8588.00,268.00,681.00,0.00,467.00,3885.00,939.00,1380.00,81.00,1485.00,-12.00,1812.00,569.00,918.00,0.00,-5.00,-3282.00,4205.00,8589.00,4202.00,4386.00
1975:Q4,3.00,3.00,7844.00,217.00,622.00,0.00,304.00,3387.00,619.00,500.00,485.00,1783.00,17.00,1952.00,90.00,1255.00,0.00,234.00,-1484.00,2505.00,7845.00,4668.00,3176.00
1976:Q1,2.00,3.00,7027.00,217.00,641.00,0.00,39.00,3061.00,826.00,1217.00,485.00,533.00,0.00,2202.00,90.00,777.00,0.00,300.00,430.00,47.00,7027.00,5231.00,1796.00
1976:Q2,2.00,3.00,5930.00,87.00,551.00,0.00,-245.00,2999.00,548.00,1598.00,375.00,478.00,0.00,1674.00,-57.00,921.00,0.00,19.00,3120.00,-2218.00,5930.00,5737.00,193.00
1976:Q3,3.00,3.00,7980.00,-85.00,450.00,0.00,246.00,160.00,316.00,1160.00,191.00,-1507.00,-10.00,1226.00,193.00,5800.00,0.00,48.00,3587.00,2165.00,7980.00,5970.00,2010.00
1976:Q4,3.00,3.00,8384.00,-109.00,543.00,0.00,350.00,287.00,196.00,1704.00,-442.00,-1171.00,41.00,1183.00,282.00,5807.00,0.00,98.00,2661.00,3048.00,8384.00,5795.00,2589.00
1977:Q1,3.00,3.00,9504.00,-11.00,661.00,0.00,583.00,871.00,186.00,-202.00,1014.00,-127.00,6.00,1542.00,122.00,5730.00,0.00,10.00,489.00,5231.00,9504.00,5402.00,4102.00
1977:Q2,3.00,3.00,7184.00,68.00,734.00,23.00,16.00,3886.00,134.00,2084.00,541.00,1127.00,119.00,1931.00,345.00,62.00,0.00,144.00,-90.00,7.00,7184.00,5351.00,1833.00
1977:Q3,3.00,3.00,9561.00,127.00,787.00,30.00,468.00,1463.00,37.00,123.00,980.00,323.00,-53.00,2335.00,-200.00,4604.00,0.00,64.00,393.00,4147.00,9561.00,5693.00,3868.00
1977:Q4,3.00,3.00,7695.00,141.00,823.00,41.00,-86.00,4109.00,5.00,1228.00,-109.00,2985.00,11.00,2253.00,55.00,348.00,0.00,111.00,1125.00,-888.00,7695.00,6287.00,1408.00
1978:Q1,2.00,3.00,10940.00,109.00,948.00,56.00,551.00,979.00,36.00,169.00,-29.00,803.00,62.00,2483.00,40.00,5712.00,0.00,92.00,750.00,4870.00,10941.00,6611.00,4329.00
1978:Q2,2.00,4.00,7883.00,87.00,998.00,62.00,-132.00,4753.00,-15.00,708.00,-49.00,4109.00,88.00,2385.00,272.00,-630.00,0.00,294.00,559.00,-1483.00,7884.00,6592.00,1291.00
1978:Q3,2.00,4.00,8902.00,88.00,919.00,60.00,352.00,2587.00,-162.00,-1096.00,1551.00,2294.00,59.00,2358.00,-454.00,2933.00,0.00,369.00,-235.00,2798.00,8903.00,5610.00,3292.00
1978:Q4,3.00,4.00,8115.00,65.00,1151.00,87.00,447.00,2015.00,-11.00,2090.00,-1293.00,1229.00,15.00,2531.00,-351.00,2155.00,0.00,56.00,-1869.00,3968.00,8116.00,3917.00,4198.00
1979:Q1,3.00,6.00,6395.00,23.00,1067.00,141.00,318.00,3240.00,431.00,548.00,1214.00,1047.00,77.00,2704.00,600.00,-1775.00,0.00,301.00,-4633.00,2557.00,6398.00,2621.00,3774.00
1979:Q2,3.00,6.00,7102.00,-18.00,950.00,188.00,237.00,6192.00,905.00,1201.00,839.00,3247.00,-48.00,2776.00,48.00,-3223.00,0.00,201.00,-5359.00,1935.00,7105.00,2979.00,4123.00
1979:Q3,3.00,6.00,9503.00,-47.00,1037.00,225.00,42.00,6737.00,1396.00,841.00,1270.00,3230.00,218.00,3746.00,235.00,-2690.00,0.00,323.00,-3061.00,48.00,9506.00,5942.00,3561.00
1979:Q4,3.00,6.00,15866.00,-87.00,1180.00,269.00,236.00,5463.00,1502.00,226.00,555.00,3180.00,171.00,4121.00,11.00,4502.00,0.00,101.00,2380.00,2021.00,15869.00,11179.00,4687.00
1980:Q1,3.00,7.00,21416.00,-136.00,936.00,318.00,211.00,7081.00,1225.00,1208.00,784.00,3864.00,52.00,3903.00,506.00,8545.00,0.00,44.00,6640.00,1861.00,21419.00,16756.00,4660.00
1980:Q2,3.00,7.00,26019.00,-198.00,869.00,345.00,210.00,8344.00,1050.00,2184.00,1684.00,3426.00,72.00,3990.00,831.00,11556.00,0.00,521.00,9672.00,1363.00,26022.00,21147.00,4872.00
1980:Q3,3.00,7.00,27892.00,-274.00,821.00,350.00,296.00,7538.00,979.00,1182.00,1420.00,3957.00,208.00,4378.00,368.00,14207.00,0.00,480.00,11542.00,2185.00,27895.00,22828.00,5064.00
1980:Q4,4.00,7.00,24220.00,-285.00,1307.00,438.00,-107.00,7211.00,881.00,1646.00,1898.00,2786.00,93.00,4150.00,76.00,11337.00,0.00,325.00,12295.00,-1283.00,24223.00,21041.00,3179.00
1981:Q1,3.00,7.00,20004.00,-231.00,1096.00,611.00,-141.00,5808.00,755.00,1137.00,1960.00,1956.00,184.00,4298.00,-297.00,8676.00,0.00,131.00,9942.00,-1397.00,20008.00,17014.00,2990.00
1981:Q2,3.00,8.00,18019.00,-191.00,804.00,890.00,118.00,6430.00,1501.00,1191.00,2621.00,1117.00,123.00,4245.00,-401.00,6001.00,0.00,56.00,4940.00,1005.00,18023.00,13200.00,4819.00
1981:Q3,3.00,8.00,15817.00,-169.00,1233.00,1279.00,170.00,5839.00,1440.00,212.00,2787.00,1400.00,7.00,4477.00,-915.00,3896.00,0.00,-153.00,2368.00,1681.00,15822.00,10229.00,5588.00
1981:Q4,4.00,9.00,12790.00,-145.00,1516.00,1151.00,-267.00,8824.00,1278.00,11929.00,-5514.00,1131.00,35.00,4323.00,-743.00,-1904.00,0.00,353.00,501.00,-2758.00,12795.00,8841.00,3949.00
1982:Q1,4.00,11.00,11008.00,-502.00,3109.00,466.00,-530.00,13746.00,-2530.00,9351.00,3703.00,3222.00,0.00,1000.00,-79.00,-6203.00,0.00,262.00,-1430.00,-5035.00,11014.00,9059.00,1949.00
1982:Q2,4.00,10.00,15168.00,-106.00,3449.00,-1000.00,112.00,10705.00,-1368.00,6005.00,3678.00,2390.00,1473.00,2000.00,637.00,-2102.00,0.00,319.00,-3111.00,690.00,15174.00,11340.00,3828.00
1982:Q3,4.00,10.00,22138.00,-249.00,3113.00,-959.00,808.00,8779.00,-2807.00,5864.00,2116.00,3606.00,975.00,3000.00,1080.00,5591.00,0.00,876.00,-1679.00,6393.00,22143.00,15449.00,6689.00
1982:Q4,5.00,10.00,28189.00,-310.00,3269.00,-383.00,57.00,9650.00,-2597.00,7267.00,2301.00,2679.00,1409.00,15929.00,1724.00,-3156.00,0.00,461.00,-3669.00,52.00,28194.00,20450.00,7739.00
1983:Q1,5.00,13.00,32020.00,-146.00,4075.00,189.00,586.00,8827.00,-960.00,4558.00,1232.00,3997.00,1286.00,3102.00,-228.00,14329.00,0.00,859.00,9054.00,4416.00,32028.00,24336.00,7684.00
1983:Q2,5.00,12.00,37669.00,133.00,5558.00,351.00,1092.00,7025.00,1059.00,3322.00,1212.00,1432.00,653.00,2346.00,-32.00,20543.00,0.00,1008.00,10715.00,8820.00,37676.00,26921.00,10748.00
1983:Q3,5.00,12.00,30345.00,339.00,173.00,374.00,-11.00,14603.00,1695.00,6053.00,2531.00,4324.00,860.00,1636.00,618.00,11753.00,0.00,130.00,11856.00,-233.00,30352.00,26065.00,4280.00
1983:Q4,5.00,13.00,25867.00,144.00,1651.00,327.00,224.00,9363.00,250.00,4228.00,1918.00,2967.00,-445.00,2.00,576.00,14025.00,0.00,143.00,12007.00,1875.00,25875.00,21544.00,4323.00
1984:Q1,5.00,17.00,13674.00,347.00,-705.00,262.00,-430.00,5747.00,2334.00,1691.00,412.00,1310.00,-232.00,-3657.00,307.00,12035.00,0.00,-382.00,15899.00,-3482.00,13686.00,15399.00,-1725.00
1984:Q2,5.00,18.00,6460.00,403.00,-148.00,197.00,-272.00,-5895.00,2532.00,-2900.00,-888.00,-4639.00,-523.00,-4918.00,-183.00,17799.00,0.00,-370.00,20249.00,-2080.00,6473.00,10064.00,-3604.00
1984:Q3,5.00,19.00,18253.00,-13.00,4855.00,382.00,699.00,17855.00,58.00,6640.00,2988.00,8169.00,-328.00,3700.00,703.00,-9601.00,0.00,930.00,-15888.00,5357.00,18266.00,7184.00,11069.00
1984:Q4,5.00,19.00,14181.00,-169.00,3150.00,168.00,316.00,20907.00,-2562.00,9640.00,3216.00,10613.00,694.00,76.00,911.00,-11872.00,0.00,724.00,-14718.00,2122.00,14195.00,6993.00,7188.00
1985:Q1,5.00,25.00,15951.00,239.00,5170.00,491.00,739.00,-1016.00,-279.00,3750.00,1697.00,-6184.00,1306.00,3543.00,429.00,5050.00,0.00,848.00,-1606.00,5807.00,15970.00,8221.00,7730.00
1985:Q2,6.00,25.00,20056.00,245.00,6400.00,586.00,800.00,6874.00,-95.00,7286.00,3656.00,-3973.00,763.00,4622.00,409.00,-643.00,0.00,957.00,-7842.00,6242.00,20075.00,9991.00,10065.00
1985:Q3,6.00,24.00,10309.00,40.00,-771.00,224.00,-405.00,1654.00,608.00,3534.00,2077.00,-4565.00,-443.00,2449.00,288.00,7273.00,0.00,-173.00,10917.00,-3471.00,10328.00,10874.00,-565.00
1985:Q4,6.00,25.00,21435.00,-540.00,-2223.00,848.00,7138.00,11290.00,2126.00,5578.00,15058.00,-11472.00,2655.00,-26.00,1240.00,1053.00,0.00,4162.00,-21182.00,18073.00,21454.00,10355.00,11080.00
