date,FA263192005.Q,FA263192101.Q,FA263192113.Q,FA263192125.Q,FA263192193.Q,FA263192305.Q,FA263192313.Q,FA263092313.Q,FA103092005.Q,FA263192193.Q,FA763092000.Q,FA513092003.Q,FA543092073.Q,FA613092003.Q,FA663092003.Q,FA103192005.Q,FA263092193.Q,FA115114005.Q,FA753192003.Q,FA513192003.Q,FA543192073.Q,FA613192003.Q,FA663192003.Q,FA503192003.Q,FA263092001.Q,FA263092101.Q,FA263092113.Q,FA263092125.Q,FA263092193.Q,FA263092303.Q,FA263092323.Q,FA263192323.Q,FA263192035.Q,FA263192101.Q,FA263192345.Q,FA263192313.Q,FA263192323.Q,FA263092035.Q,FA263092101.Q,FA263092345.Q,FA263092313.Q,FA263092323.Q
1987:Q3,30432.00,29200.00,6136.00,23064.00,4912.00,1236.00,-972.00,-6948.00,27928.00,4912.00,884.00,1024.00,136.00,448.00,12.00,78908.00,-1148.00,436.00,3724.00,1028.00,532.00,-4720.00,1364.00,1780.00,83052.00,34844.00,32460.00,2384.00,-1148.00,48208.00,53728.00,5520.00,33748.00,29200.00,4548.00,-972.00,5520.00,81624.00,34844.00,46780.00,-6948.00,53728.00
1987:Q4,44856.00,39912.00,12948.00,26964.00,4688.00,4944.00,3328.00,-5360.00,42720.00,4688.00,-1660.00,1192.00,-8.00,-3972.00,6584.00,51376.00,-1112.00,828.00,3580.00,1252.00,-800.00,-232.00,-48.00,8964.00,64920.00,51400.00,56484.00,-5084.00,-1112.00,13520.00,17008.00,3488.00,46728.00,39912.00,6816.00,3328.00,3488.00,63048.00,51400.00,11648.00,-5360.00,17008.00
1988:Q1,14300.00,6088.00,-6976.00,13064.00,3864.00,8208.00,8928.00,-5136.00,8520.00,3864.00,-944.00,3936.00,340.00,3904.00,-1456.00,39348.00,-916.00,828.00,4672.00,660.00,1000.00,3040.00,2576.00,-18424.00,33700.00,45340.00,41128.00,4212.00,-916.00,-11640.00,-13828.00,-2188.00,12828.00,6088.00,6740.00,8928.00,-2188.00,26376.00,45340.00,-18964.00,-5136.00,-13828.00
1988:Q2,2868.00,5168.00,-9608.00,14776.00,3748.00,-2300.00,1008.00,-4200.00,1712.00,3748.00,-1088.00,1864.00,-156.00,1324.00,-788.00,75756.00,-848.00,696.00,1048.00,576.00,-1232.00,272.00,-6720.00,-15532.00,54864.00,44260.00,46092.00,-1832.00,-848.00,10604.00,12248.00,1644.00,7820.00,5168.00,2652.00,1008.00,1644.00,52308.00,44260.00,8048.00,-4200.00,12248.00
1988:Q3,30080.00,30616.00,1784.00,28832.00,3872.00,-536.00,1908.00,1364.00,25516.00,3872.00,92.00,2300.00,372.00,2152.00,-352.00,62948.00,-800.00,596.00,-396.00,764.00,1848.00,-1676.00,7308.00,-16276.00,55116.00,36164.00,35456.00,708.00,-800.00,18952.00,25608.00,6656.00,39180.00,30616.00,8564.00,1908.00,6656.00,63136.00,36164.00,26972.00,1364.00,25608.00
1988:Q4,17260.00,3484.00,-11852.00,15336.00,4232.00,13776.00,4740.00,-20196.00,11580.00,4232.00,1644.00,2812.00,-504.00,1816.00,-88.00,101276.00,-780.00,1260.00,5624.00,2832.00,3424.00,-3780.00,324.00,-23700.00,87260.00,58928.00,57508.00,1420.00,-780.00,28332.00,47084.00,18752.00,26976.00,3484.00,23492.00,4740.00,18752.00,85816.00,58928.00,26888.00,-20196.00,47084.00
1989:Q1,51192.00,32120.00,11772.00,20348.00,5208.00,19076.00,28380.00,11960.00,45089.00,5208.00,-233.00,2132.00,-396.00,4408.00,192.00,60598.00,-888.00,2112.00,3980.00,1144.00,3624.00,12744.00,-1728.00,-8142.00,74332.00,13792.00,26932.00,-13140.00,-888.00,60540.00,53848.00,-6692.00,53808.00,32120.00,21688.00,28380.00,-6692.00,79600.00,13792.00,65808.00,11960.00,53848.00
1989:Q2,23772.00,23104.00,-1328.00,24432.00,5712.00,668.00,18904.00,11268.00,4299.00,5712.00,977.00,1772.00,-392.00,18112.00,-996.00,37093.00,-828.00,2068.00,300.00,1448.00,-184.00,14376.00,1696.00,4503.00,61300.00,41204.00,42636.00,-1432.00,-828.00,20096.00,11600.00,-8496.00,33512.00,23104.00,10408.00,18904.00,-8496.00,64072.00,41204.00,22868.00,11268.00,11600.00
1989:Q3,29028.00,26140.00,4420.00,21720.00,6104.00,2888.00,16652.00,7976.00,12830.00,6104.00,1086.00,2256.00,-708.00,13560.00,4.00,57165.00,-704.00,328.00,2272.00,2888.00,1656.00,-16176.00,-276.00,-1781.00,46076.00,49112.00,54724.00,-5612.00,-704.00,-3036.00,16220.00,19256.00,62048.00,26140.00,35908.00,16652.00,19256.00,73308.00,49112.00,24196.00,7976.00,16220.00
1989:Q4,51276.00,18368.00,10712.00,7656.00,6348.00,32908.00,34248.00,-7068.00,42050.00,6348.00,-1006.00,400.00,1052.00,7928.00,852.00,94608.00,-524.00,964.00,2768.00,3464.00,700.00,17768.00,5828.00,-34720.00,91380.00,70488.00,82816.00,-12328.00,-524.00,20892.00,22800.00,1908.00,54524.00,18368.00,36156.00,34248.00,1908.00,86220.00,70488.00,15732.00,-7068.00,22800.00
1990:Q1,38776.00,35124.00,7364.00,27760.00,6372.00,3652.00,288.00,-6152.00,48034.00,6372.00,1334.00,2704.00,320.00,-14052.00,436.00,39990.00,-184.00,844.00,2696.00,1216.00,1616.00,-3392.00,236.00,19890.00,63096.00,52196.00,64196.00,-12000.00,-184.00,10900.00,22300.00,11400.00,46812.00,35124.00,11688.00,288.00,11400.00,68344.00,52196.00,16148.00,-6152.00,22300.00
1990:Q2,15568.00,20668.00,-5248.00,25916.00,6332.00,-5100.00,-1968.00,100.00,18412.00,6332.00,724.00,-768.00,-56.00,-2828.00,84.00,33240.00,16.00,1240.00,3236.00,908.00,-784.00,3528.00,584.00,13140.00,55092.00,42348.00,53528.00,-11180.00,16.00,12744.00,25204.00,12460.00,31160.00,20668.00,10492.00,-1968.00,12460.00,67652.00,42348.00,25304.00,100.00,25204.00
1990:Q3,71464.00,50336.00,24800.00,25536.00,6176.00,21128.00,40196.00,18940.00,57430.00,6176.00,-1314.00,2036.00,1580.00,11312.00,420.00,84332.00,172.00,340.00,628.00,1200.00,60.00,-10168.00,260.00,-43396.00,33256.00,32068.00,41268.00,-9200.00,172.00,1188.00,27152.00,25964.00,116496.00,50336.00,66160.00,40196.00,25964.00,78160.00,32068.00,46092.00,18940.00,27152.00
1990:Q4,5252.00,39364.00,8040.00,31324.00,5924.00,-34112.00,-952.00,21452.00,18700.00,5924.00,36.00,1520.00,504.00,-15844.00,336.00,78827.00,284.00,484.00,-2856.00,6500.00,6720.00,-3912.00,-652.00,-42567.00,42544.00,42020.00,65968.00,-23948.00,284.00,524.00,7364.00,6840.00,45252.00,39364.00,5888.00,-952.00,6840.00,70836.00,42020.00,28816.00,21452.00,7364.00
1991:Q1,66732.00,48116.00,19100.00,29016.00,5428.00,18616.00,9624.00,468.00,41378.00,5428.00,2014.00,928.00,604.00,21568.00,240.00,25374.00,284.00,-688.00,1792.00,9328.00,1108.00,-11204.00,5620.00,-15030.00,16300.00,38880.00,58588.00,-19708.00,284.00,-22580.00,-8772.00,13808.00,71548.00,48116.00,23432.00,9624.00,13808.00,30576.00,38880.00,-8304.00,468.00,-8772.00
1991:Q2,3692.00,25872.00,1908.00,23964.00,5200.00,-22180.00,5072.00,26024.00,21864.00,5200.00,-2716.00,152.00,-44.00,-15964.00,400.00,4762.00,344.00,32.00,-648.00,808.00,428.00,36796.00,1648.00,9686.00,53512.00,17112.00,34756.00,-17644.00,344.00,36400.00,11356.00,-25044.00,5900.00,25872.00,-19972.00,5072.00,-25044.00,54492.00,17112.00,37380.00,26024.00,11356.00
1991:Q3,34300.00,38728.00,18956.00,19772.00,5072.00,-4428.00,19908.00,21212.00,31209.00,5072.00,299.00,-1224.00,-652.00,3948.00,720.00,-23020.00,400.00,128.00,992.00,2392.00,5180.00,-23184.00,1188.00,30912.00,-5412.00,17248.00,30588.00,-13340.00,400.00,-22660.00,8652.00,31312.00,89948.00,38728.00,51220.00,19908.00,31312.00,47112.00,17248.00,29864.00,21212.00,8652.00
1991:Q4,51744.00,52104.00,30764.00,21340.00,5072.00,-360.00,-41672.00,-41516.00,57873.00,5072.00,-3469.00,-1108.00,2300.00,-4336.00,484.00,-12451.00,456.00,412.00,8300.00,1316.00,-2788.00,2604.00,-332.00,31223.00,28284.00,36756.00,59312.00,-22556.00,456.00,-8472.00,10720.00,19192.00,29624.00,52104.00,-22480.00,-41672.00,19192.00,5960.00,36756.00,-30796.00,-41516.00,10720.00
1992:Q1,78964.00,49108.00,29552.00,19556.00,5280.00,29860.00,30144.00,-3524.00,53336.00,5280.00,2372.00,1980.00,696.00,19784.00,796.00,19178.00,544.00,76.00,2448.00,408.00,1272.00,2696.00,740.00,-18474.00,8344.00,15700.00,32012.00,-16312.00,544.00,-7356.00,1148.00,8504.00,87756.00,49108.00,38648.00,30144.00,8504.00,13324.00,15700.00,-2376.00,-3524.00,1148.00
1992:Q2,37260.00,35128.00,9460.00,25668.00,5472.00,2136.00,15588.00,9648.00,38727.00,5472.00,1661.00,1120.00,744.00,-6044.00,1052.00,15582.00,588.00,284.00,1988.00,724.00,1908.00,1664.00,616.00,898.00,23664.00,12568.00,21812.00,-9244.00,588.00,11096.00,20400.00,9304.00,60020.00,35128.00,24892.00,15588.00,9304.00,42616.00,12568.00,30048.00,9648.00,20400.00
1992:Q3,16820.00,22456.00,1600.00,20856.00,5720.00,-5636.00,11396.00,13224.00,31384.00,5720.00,1376.00,-15168.00,-148.00,-840.00,216.00,-9052.00,624.00,128.00,708.00,-244.00,-700.00,2888.00,84.00,17780.00,11592.00,18132.00,26740.00,-8608.00,624.00,-6540.00,8792.00,15332.00,49184.00,22456.00,26728.00,11396.00,15332.00,40148.00,18132.00,22016.00,13224.00,8792.00
1992:Q4,44768.00,39544.00,17976.00,21568.00,6004.00,5224.00,-13352.00,-22388.00,36385.00,6004.00,2707.00,1088.00,4.00,2020.00,2564.00,1220.00,648.00,-20.00,5532.00,1116.00,2388.00,-468.00,-1348.00,27272.00,35692.00,33696.00,45976.00,-12280.00,648.00,1996.00,13864.00,11868.00,38060.00,39544.00,-1484.00,-13352.00,11868.00,25172.00,33696.00,-8524.00,-22388.00,13864.00
1993:Q1,59928.00,45640.00,10948.00,34692.00,6388.00,14288.00,30240.00,15952.00,64586.00,6388.00,1250.00,3136.00,344.00,-10300.00,912.00,32307.00,560.00,56.00,412.00,1020.00,-4280.00,-7872.00,16544.00,-5947.00,32240.00,15116.00,33888.00,-18772.00,560.00,17124.00,21880.00,4756.00,80636.00,45640.00,34996.00,30240.00,4756.00,52948.00,15116.00,37832.00,15952.00,21880.00
1993:Q2,93056.00,60164.00,26172.00,33992.00,6640.00,32892.00,52248.00,19356.00,54377.00,6640.00,1075.00,2096.00,-972.00,33700.00,2780.00,20839.00,628.00,-264.00,4912.00,192.00,2632.00,11264.00,16544.00,-10575.00,45544.00,15032.00,20680.00,-5648.00,628.00,30512.00,20728.00,-9784.00,102628.00,60164.00,42464.00,52248.00,-9784.00,55116.00,15032.00,40084.00,19356.00,20728.00
1993:Q3,52616.00,65048.00,26676.00,38372.00,6832.00,-12432.00,27848.00,40280.00,56170.00,6832.00,2578.00,2452.00,-180.00,-8432.00,28.00,-18493.00,736.00,216.00,80.00,616.00,1336.00,4564.00,16544.00,41889.00,46752.00,21676.00,27268.00,-5592.00,736.00,25076.00,27220.00,2144.00,95040.00,65048.00,29992.00,27848.00,2144.00,89176.00,21676.00,67500.00,40280.00,27220.00
1993:Q4,130204.00,74280.00,34464.00,39816.00,6952.00,55920.00,-4284.00,-60208.00,56520.00,6952.00,3080.00,3412.00,228.00,66624.00,340.00,46719.00,872.00,116.00,3228.00,844.00,1232.00,20400.00,16544.00,-8171.00,80912.00,38628.00,36864.00,1764.00,872.00,42284.00,25180.00,-17104.00,52892.00,74280.00,-21388.00,-4284.00,-17104.00,3600.00,38628.00,-35028.00,-60208.00,25180.00
1994:Q1,114216.00,53852.00,31692.00,22160.00,6968.00,60364.00,64780.00,4416.00,104069.00,6968.00,2339.00,-2792.00,396.00,9988.00,216.00,26741.00,1400.00,232.00,1708.00,2076.00,2004.00,-928.00,896.00,-9197.00,23532.00,26988.00,31248.00,-4260.00,1400.00,-3456.00,-600.00,2856.00,121488.00,53852.00,67636.00,64780.00,2856.00,30804.00,26988.00,3816.00,4416.00,-600.00
1994:Q2,59724.00,57668.00,24544.00,33124.00,6960.00,2060.00,7440.00,5384.00,58131.00,6960.00,3053.00,308.00,1040.00,-3244.00,436.00,15120.00,1300.00,-52.00,784.00,1368.00,112.00,1968.00,896.00,2872.00,23068.00,19632.00,16500.00,3132.00,1300.00,3436.00,-1232.00,-4668.00,60440.00,57668.00,2772.00,7440.00,-4668.00,23784.00,19632.00,4152.00,5384.00,-1232.00
1994:Q3,69264.00,59800.00,27264.00,32536.00,6908.00,9464.00,25336.00,15872.00,65353.00,6908.00,3179.00,1400.00,-468.00,-436.00,236.00,60242.00,968.00,-164.00,3524.00,1968.00,1156.00,448.00,896.00,-13234.00,54836.00,44044.00,32616.00,11428.00,968.00,10792.00,8792.00,-2000.00,83136.00,59800.00,23336.00,25336.00,-2000.00,68708.00,44044.00,24664.00,15872.00,8792.00
1994:Q4,77468.00,87336.00,51136.00,36200.00,6828.00,-9868.00,3468.00,13336.00,86471.00,6828.00,1745.00,7732.00,1380.00,-3352.00,-16508.00,82165.00,436.00,144.00,7752.00,1816.00,532.00,44.00,896.00,-10301.00,83048.00,77712.00,68480.00,9232.00,436.00,5336.00,9424.00,4088.00,94892.00,87336.00,7556.00,3468.00,4088.00,100472.00,77712.00,22760.00,13336.00,9424.00
1995:Q1,77300.00,72600.00,24412.00,48188.00,6660.00,4700.00,15712.00,11012.00,70828.00,6660.00,-420.00,2288.00,100.00,5136.00,-632.00,38558.00,-984.00,-156.00,6360.00,536.00,900.00,-4416.00,1924.00,-4010.00,39696.00,52496.00,43380.00,9116.00,-984.00,-12800.00,-10092.00,2708.00,91020.00,72600.00,18420.00,15712.00,2708.00,53416.00,52496.00,920.00,11012.00,-10092.00
1995:Q2,60312.00,57500.00,4328.00,53172.00,6624.00,2812.00,14940.00,12128.00,55958.00,6624.00,2066.00,-104.00,1044.00,1100.00,248.00,54366.00,-1272.00,-132.00,928.00,5532.00,704.00,-1772.00,1924.00,-13998.00,47552.00,38024.00,29348.00,8676.00,-1272.00,9528.00,3064.00,-6464.00,65976.00,57500.00,8476.00,14940.00,-6464.00,53216.00,38024.00,15192.00,12128.00,3064.00
1995:Q3,87092.00,82512.00,28608.00,53904.00,6656.00,4576.00,9472.00,4892.00,79564.00,6656.00,2940.00,4004.00,-468.00,488.00,564.00,62039.00,-1140.00,-36.00,11440.00,1384.00,1476.00,3956.00,1924.00,-15127.00,67056.00,58664.00,50384.00,8280.00,-1140.00,8392.00,8916.00,524.00,92508.00,82512.00,9996.00,9472.00,524.00,72472.00,58664.00,13808.00,4892.00,8916.00
1995:Q4,170296.00,164956.00,104588.00,60368.00,6764.00,5336.00,17660.00,12320.00,154938.00,6764.00,1990.00,9072.00,960.00,3160.00,176.00,64501.00,-588.00,84.00,7756.00,400.00,4300.00,5540.00,1924.00,-7705.00,76800.00,76076.00,68448.00,7628.00,-588.00,724.00,8768.00,8044.00,190660.00,164956.00,25704.00,17660.00,8044.00,97164.00,76076.00,21088.00,12320.00,8768.00
1996:Q1,95032.00,103208.00,47540.00,55668.00,7004.00,-8172.00,-13548.00,-5372.00,88332.00,7004.00,2116.00,2176.00,872.00,5648.00,-4112.00,44027.00,1148.00,812.00,256.00,4200.00,776.00,2876.00,3592.00,57533.00,114072.00,78736.00,71528.00,7208.00,1148.00,35336.00,41752.00,6416.00,96076.00,103208.00,-7132.00,-13548.00,6416.00,115116.00,78736.00,36380.00,-5372.00,41752.00
1996:Q2,60384.00,59092.00,9420.00,49672.00,7264.00,1292.00,3680.00,2388.00,50818.00,7264.00,818.00,2536.00,732.00,4656.00,824.00,114197.00,1904.00,-216.00,-7896.00,3136.00,424.00,4284.00,3592.00,-52781.00,64740.00,51024.00,40216.00,10808.00,1904.00,13716.00,20680.00,6964.00,69736.00,59092.00,10644.00,3680.00,6964.00,74092.00,51024.00,23068.00,2388.00,20680.00
1996:Q3,92516.00,75548.00,23116.00,52432.00,7588.00,16968.00,9968.00,-7000.00,76946.00,7588.00,5234.00,3332.00,1012.00,3356.00,2636.00,39356.00,2432.00,80.00,2568.00,1812.00,1740.00,-6916.00,3592.00,18800.00,61032.00,58372.00,48400.00,9972.00,2432.00,2660.00,18944.00,16284.00,101800.00,75548.00,26252.00,9968.00,16284.00,70316.00,58372.00,11944.00,-7000.00,18944.00
1996:Q4,119592.00,91036.00,30052.00,60984.00,7976.00,28556.00,55712.00,27156.00,91080.00,7976.00,5744.00,6236.00,740.00,15724.00,68.00,88531.00,2704.00,480.00,4532.00,13792.00,1112.00,5908.00,3592.00,-11783.00,106164.00,100824.00,94792.00,6032.00,2704.00,5340.00,3068.00,-2272.00,144476.00,91036.00,53440.00,55712.00,-2272.00,131048.00,100824.00,30224.00,27156.00,3068.00
1997:Q1,118180.00,113496.00,50908.00,62588.00,8244.00,4680.00,5432.00,748.00,103081.00,8244.00,1835.00,7032.00,2956.00,1692.00,1584.00,98986.00,2064.00,444.00,5528.00,804.00,3380.00,7784.00,5860.00,-8282.00,114504.00,68288.00,46260.00,22028.00,2064.00,46216.00,40208.00,-6008.00,112920.00,113496.00,-576.00,5432.00,-6008.00,109244.00,68288.00,40956.00,748.00,40208.00
1997:Q2,99536.00,94580.00,35280.00,59300.00,8720.00,4952.00,15156.00,10200.00,80662.00,8720.00,4102.00,6556.00,492.00,6708.00,1016.00,139044.00,2080.00,76.00,13288.00,3524.00,14768.00,-3224.00,5860.00,-80736.00,92600.00,59296.00,44640.00,14656.00,2080.00,33304.00,38492.00,5188.00,114924.00,94580.00,20344.00,15156.00,5188.00,107988.00,59296.00,48692.00,10200.00,38492.00
1997:Q3,84868.00,83260.00,20956.00,62304.00,9276.00,1608.00,11392.00,9784.00,74195.00,9276.00,4377.00,6824.00,-600.00,1856.00,-1784.00,115883.00,2204.00,940.00,6860.00,12068.00,4008.00,-14848.00,5860.00,-59311.00,71460.00,69008.00,48776.00,20232.00,2204.00,2452.00,27720.00,25268.00,119920.00,83260.00,36660.00,11392.00,25268.00,106512.00,69008.00,37504.00,9784.00,27720.00
1997:Q4,116640.00,103888.00,56024.00,47864.00,9896.00,12756.00,36000.00,23248.00,79154.00,9896.00,1498.00,3960.00,4468.00,25612.00,1948.00,42112.00,2468.00,580.00,5096.00,7356.00,5772.00,15144.00,5860.00,61916.00,143836.00,101268.00,98320.00,2948.00,2468.00,42568.00,40332.00,-2236.00,137652.00,103888.00,33764.00,36000.00,-2236.00,164848.00,101268.00,63580.00,23248.00,40332.00
1998:Q1,167376.00,141596.00,92296.00,49300.00,10500.00,25780.00,26288.00,508.00,175501.00,10500.00,5611.00,-1512.00,2568.00,-17060.00,2268.00,88259.00,3744.00,20.00,-100.00,2300.00,1024.00,-3292.00,-584.00,-8591.00,79036.00,61748.00,55684.00,6064.00,3744.00,17288.00,12836.00,-4452.00,163432.00,141596.00,21836.00,26288.00,-4452.00,75092.00,61748.00,13344.00,508.00,12836.00
1998:Q2,178756.00,119052.00,64372.00,54680.00,11236.00,59704.00,61684.00,1980.00,147061.00,11236.00,3035.00,8556.00,3576.00,15496.00,1032.00,124508.00,4372.00,8.00,800.00,1532.00,2992.00,7888.00,-584.00,-55580.00,81564.00,57524.00,47816.00,9708.00,4372.00,24040.00,21200.00,-2840.00,177896.00,119052.00,58844.00,61684.00,-2840.00,80704.00,57524.00,23180.00,1980.00,21200.00
1998:Q3,81916.00,93220.00,61988.00,31232.00,12020.00,-11304.00,15792.00,27096.00,74275.00,12020.00,-3991.00,4900.00,-2812.00,7988.00,1556.00,58602.00,4932.00,-324.00,18396.00,1360.00,1112.00,-4524.00,-584.00,19922.00,93960.00,68244.00,67780.00,464.00,4932.00,25716.00,28136.00,2420.00,111432.00,93220.00,18212.00,15792.00,2420.00,123476.00,68244.00,55232.00,27096.00,28136.00
1998:Q4,142532.00,112576.00,71132.00,41444.00,12804.00,29960.00,69392.00,39436.00,119895.00,12804.00,3289.00,15628.00,-380.00,-4464.00,8564.00,308183.00,5396.00,900.00,2736.00,64.00,5700.00,13832.00,-584.00,130789.00,461620.00,412220.00,417084.00,-4864.00,5396.00,49400.00,113684.00,64284.00,246252.00,112576.00,133676.00,69392.00,64284.00,565340.00,412220.00,153120.00,39436.00,113684.00
1999:Q1,273992.00,159224.00,122076.00,37148.00,14412.00,114768.00,135508.00,20740.00,237941.00,14412.00,4379.00,10276.00,1472.00,11616.00,8308.00,41991.00,5568.00,1144.00,-1168.00,3908.00,2892.00,-18504.00,5204.00,79569.00,115036.00,42392.00,61928.00,-19536.00,5568.00,72644.00,81244.00,8600.00,303332.00,159224.00,144108.00,135508.00,8600.00,144376.00,42392.00,101984.00,20740.00,81244.00
1999:Q2,200760.00,136780.00,72884.00,63896.00,15308.00,63980.00,76728.00,12748.00,173574.00,15308.00,2898.00,4056.00,1960.00,9576.00,8696.00,401662.00,5908.00,360.00,58124.00,15436.00,39216.00,16912.00,5204.00,26122.00,563036.00,517776.00,517976.00,-200.00,5908.00,45260.00,52044.00,6784.00,220292.00,136780.00,83512.00,76728.00,6784.00,582568.00,517776.00,64792.00,12748.00,52044.00
1999:Q3,256248.00,202820.00,137032.00,65788.00,15996.00,53428.00,89032.00,35604.00,227025.00,15996.00,2891.00,11060.00,2624.00,5064.00,7584.00,124602.00,6236.00,724.00,1772.00,25064.00,1284.00,9596.00,5204.00,34786.00,203032.00,133244.00,110044.00,23200.00,6236.00,69784.00,71408.00,1624.00,293476.00,202820.00,90656.00,89032.00,1624.00,240256.00,133244.00,107012.00,35604.00,71408.00
1999:Q4,168740.00,153892.00,63724.00,90168.00,16456.00,14848.00,28288.00,13440.00,164312.00,16456.00,1608.00,2972.00,-236.00,7692.00,-7608.00,164177.00,6560.00,348.00,19160.00,816.00,3516.00,19792.00,5204.00,63663.00,276676.00,209352.00,196300.00,13052.00,6560.00,67324.00,61164.00,-6160.00,176020.00,153892.00,22128.00,28288.00,-6160.00,283956.00,209352.00,74604.00,13440.00,61164.00
2000:Q1,139736.00,178324.00,83136.00,95188.00,16584.00,-38588.00,-7220.00,31368.00,114850.00,16584.00,6254.00,2920.00,3272.00,1912.00,10528.00,145960.00,7008.00,-1108.00,3960.00,4704.00,7860.00,-12020.00,3116.00,55904.00,208376.00,181768.00,164684.00,17084.00,7008.00,26608.00,60596.00,33988.00,205092.00,178324.00,26768.00,-7220.00,33988.00,273732.00,181768.00,91964.00,31368.00,60596.00
2000:Q2,208116.00,211884.00,117108.00,94776.00,16664.00,-3768.00,-4120.00,-352.00,181541.00,16664.00,5555.00,9724.00,1720.00,-1828.00,11404.00,339088.00,7232.00,1116.00,1012.00,6924.00,12816.00,1704.00,3116.00,900.00,366676.00,323412.00,321024.00,2388.00,7232.00,43264.00,56224.00,12960.00,220724.00,211884.00,8840.00,-4120.00,12960.00,379284.00,323412.00,55872.00,-352.00,56224.00
2000:Q3,158472.00,128976.00,35648.00,93328.00,16616.00,29496.00,14884.00,-14612.00,122124.00,16616.00,18716.00,4760.00,1744.00,2236.00,8892.00,258468.00,7376.00,88.00,5556.00,9272.00,45380.00,-2880.00,3116.00,916.00,319916.00,144668.00,155476.00,-10808.00,7376.00,175248.00,176352.00,1104.00,144964.00,128976.00,15988.00,14884.00,1104.00,306408.00,144668.00,161740.00,-14612.00,176352.00
2000:Q4,130532.00,167400.00,76268.00,91132.00,16480.00,-36868.00,-25684.00,11184.00,133449.00,16480.00,12939.00,368.00,-2348.00,-4888.00,-8988.00,254412.00,7452.00,-188.00,12576.00,6416.00,54436.00,56888.00,3116.00,2480.00,390136.00,387680.00,397380.00,-9700.00,7452.00,2456.00,41984.00,39528.00,181244.00,167400.00,13844.00,-25684.00,39528.00,440848.00,387680.00,53168.00,11184.00,41984.00
2001:Q1,141524.00,123044.00,49100.00,73944.00,16992.00,18480.00,52368.00,33888.00,133254.00,16992.00,642.00,2968.00,2464.00,1280.00,916.00,180596.00,7188.00,-452.00,-1144.00,16660.00,9968.00,21700.00,5556.00,3696.00,236580.00,118596.00,134804.00,-16208.00,7188.00,117984.00,51992.00,-65992.00,109420.00,123044.00,-13624.00,52368.00,-65992.00,204476.00,118596.00,85880.00,33888.00,51992.00
2001:Q2,107132.00,120248.00,47580.00,72668.00,17260.00,-13116.00,8052.00,21168.00,105521.00,17260.00,2867.00,-1144.00,-44.00,1296.00,-1364.00,208332.00,7340.00,-68.00,16152.00,-8936.00,10180.00,5576.00,5556.00,560.00,237352.00,193772.00,210084.00,-16312.00,7340.00,43580.00,55016.00,11436.00,139736.00,120248.00,19488.00,8052.00,11436.00,269956.00,193772.00,76184.00,21168.00,55016.00
2001:Q3,177308.00,153648.00,85112.00,68536.00,17608.00,23660.00,20904.00,-2756.00,119951.00,17608.00,4453.00,-20.00,824.00,-1100.00,53200.00,66500.00,7636.00,572.00,1296.00,5104.00,5188.00,-29484.00,5556.00,400.00,55132.00,14724.00,40288.00,-25564.00,7636.00,40408.00,45020.00,4612.00,179164.00,153648.00,25516.00,20904.00,4612.00,56988.00,14724.00,42264.00,-2756.00,45020.00
2001:Q4,143428.00,125952.00,61976.00,63976.00,18044.00,17476.00,12264.00,-5212.00,136402.00,18044.00,-602.00,-7584.00,2048.00,-4016.00,17180.00,109988.00,8076.00,-200.00,9408.00,-536.00,-11904.00,26884.00,5556.00,-176.00,139020.00,101116.00,178428.00,-77312.00,8076.00,37904.00,58564.00,20660.00,158876.00,125952.00,32924.00,12264.00,20660.00,154468.00,101116.00,53352.00,-5212.00,58564.00
2002:Q1,192620.00,158172.00,79000.00,79172.00,18760.00,34448.00,27148.00,-7300.00,152316.00,18760.00,144.00,19848.00,564.00,2884.00,16864.00,91080.00,9144.00,200.00,4244.00,1196.00,6120.00,-1748.00,-3600.00,448.00,97940.00,74500.00,84912.00,-10412.00,9144.00,23436.00,48748.00,25312.00,210632.00,158172.00,52460.00,27148.00,25312.00,115948.00,74500.00,41448.00,-7300.00,48748.00
2002:Q2,144652.00,106544.00,15520.00,91024.00,19284.00,38108.00,59324.00,21216.00,118860.00,19284.00,1884.00,6288.00,7832.00,-588.00,10376.00,17044.00,9732.00,220.00,2640.00,11572.00,1872.00,-632.00,-3600.00,-340.00,28776.00,122648.00,109076.00,13572.00,9732.00,-93876.00,-40472.00,53404.00,219272.00,106544.00,112728.00,59324.00,53404.00,103392.00,122648.00,-19256.00,21216.00,-40472.00
2002:Q3,132660.00,133216.00,46392.00,86824.00,19776.00,-556.00,15568.00,16124.00,115736.00,19776.00,5188.00,-888.00,1588.00,468.00,10568.00,45464.00,10216.00,128.00,852.00,524.00,3024.00,9148.00,-3600.00,176.00,55716.00,115092.00,92788.00,22304.00,10216.00,-59376.00,-54208.00,5168.00,153952.00,133216.00,20736.00,15568.00,5168.00,77008.00,115092.00,-38084.00,16124.00,-54208.00
2002:Q4,147916.00,113988.00,29916.00,84072.00,20232.00,33928.00,55960.00,22032.00,137520.00,20232.00,4980.00,19684.00,1548.00,436.00,-16252.00,143944.00,10568.00,940.00,688.00,17480.00,3816.00,-6532.00,-3600.00,-1684.00,155052.00,115464.00,134596.00,-19132.00,10568.00,39588.00,4016.00,-35572.00,134376.00,113988.00,20388.00,55960.00,-35572.00,141512.00,115464.00,26048.00,22032.00,4016.00
