1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q4,18434043.00,34827.00,821571.00,924181.00,540057.00,12576.00,202237.00,67864.00,91874.00,14323.00,28176.00,110751.00,63692.00,47059.00,165874.00,2835022.00,3759184.00,9027763.00,19521428.00,4164936.00,116309.00,513466.00,3535161.00,6116970.00,1530186.00,1179668.00,3407116.00,2254223.00,151398.00,2236799.00,4597103.00
2012:Q1,18640921.00,32101.00,784262.00,940078.00,585867.00,13910.00,179214.00,58278.00,81111.00,10400.00,29425.00,108641.00,62620.00,46021.00,178667.00,2903456.00,3815478.00,9099247.00,19738925.00,4263629.00,127585.00,514548.00,3621496.00,6101720.00,1548916.00,1165591.00,3387213.00,2260689.00,163675.00,2251222.00,4697990.00
2012:Q2,18879922.00,28517.00,786517.00,940033.00,571040.00,13817.00,185122.00,57578.00,91497.00,11028.00,25019.00,107998.00,61547.00,46451.00,172205.00,2948119.00,3904218.00,9222336.00,19990718.00,4328450.00,132082.00,524493.00,3671875.00,6132011.00,1596842.00,1162195.00,3372974.00,2291686.00,163822.00,2319849.00,4754901.00
2012:Q3,19112303.00,32825.00,817389.00,953807.00,577508.00,11159.00,195439.00,60035.00,95849.00,12144.00,27411.00,107460.00,60469.00,46991.00,177962.00,2967776.00,4056086.00,9214892.00,20287244.00,4428477.00,136004.00,523163.00,3769310.00,6194750.00,1622581.00,1204995.00,3367174.00,2315976.00,166615.00,2371779.00,4809648.00
2012:Q4,19314678.00,35380.00,835296.00,967539.00,600132.00,9696.00,194000.00,59497.00,92359.00,13146.00,28998.00,107429.00,59393.00,48036.00,179575.00,2892155.00,4134652.00,9358824.00,20579798.00,4517631.00,130330.00,526482.00,3860819.00,6284028.00,1680135.00,1217426.00,3386467.00,2330493.00,161320.00,2406125.00,4880201.00
2013:Q1,19700680.00,54285.00,842189.00,967756.00,594774.00,9240.00,169426.00,56201.00,85435.00,5651.00,22139.00,101741.00,60026.00,41715.00,188845.00,3038419.00,4092764.00,9641241.00,20793019.00,4607368.00,140087.00,528951.00,3938330.00,6279824.00,1680888.00,1217065.00,3381871.00,2360342.00,168524.00,2432852.00,4944109.00
2013:Q2,20041859.00,63748.00,825893.00,981251.00,591005.00,8630.00,175183.00,52607.00,90845.00,7268.00,24463.00,102766.00,60663.00,42103.00,190563.00,3167187.00,4188866.00,9746767.00,20977584.00,4661100.00,147247.00,533439.00,3980414.00,6370620.00,1715346.00,1256799.00,3398475.00,2406562.00,157033.00,2468801.00,4913469.00
2013:Q3,20357405.00,63635.00,871743.00,1014024.00,619931.00,12500.00,176459.00,50332.00,91711.00,7370.00,27046.00,103868.00,61303.00,42565.00,199527.00,3229426.00,4313096.00,9753196.00,21202971.00,4788405.00,171169.00,529512.00,4087724.00,6409004.00,1732934.00,1247507.00,3428563.00,2444274.00,159446.00,2513330.00,4888513.00
2013:Q4,20791480.00,77511.00,910761.00,1014893.00,641851.00,8744.00,181336.00,52886.00,93981.00,8941.00,25528.00,105375.00,61944.00,43431.00,211023.00,3202573.00,4389539.00,10047874.00,21465694.00,4811609.00,144511.00,529733.00,4137365.00,6477242.00,1776149.00,1249730.00,3451363.00,2465853.00,155416.00,2587325.00,4968249.00
2014:Q1,21083826.00,68487.00,938661.00,998950.00,588874.00,11320.00,195914.00,56926.00,100603.00,12978.00,25407.00,105176.00,62329.00,42847.00,217617.00,3277659.00,4417276.00,10263892.00,21831936.00,4918688.00,180154.00,528915.00,4209619.00,6542542.00,1786434.00,1282848.00,3473260.00,2502960.00,163566.00,2566484.00,5137697.00
2014:Q2,21480055.00,79957.00,966038.00,1036001.00,584481.00,13558.00,193187.00,51617.00,100835.00,14886.00,25849.00,106352.00,62720.00,43632.00,228576.00,3358302.00,4534670.00,10378933.00,22198411.00,4985756.00,185778.00,528749.00,4271229.00,6625870.00,1846402.00,1269137.00,3510331.00,2553546.00,160346.00,2635327.00,5237566.00
2014:Q3,21837964.00,73642.00,1014082.00,1006706.00,603121.00,21071.00,191272.00,52284.00,100004.00,14439.00,24545.00,107565.00,63116.00,44449.00,228838.00,3382262.00,4588913.00,10620492.00,22579249.00,5055341.00,207060.00,526823.00,4321458.00,6731419.00,1866685.00,1311452.00,3553282.00,2580899.00,169819.00,2718329.00,5323442.00
2014:Q4,22247809.00,69695.00,1043996.00,1012606.00,643862.00,21672.00,194570.00,56549.00,98876.00,13893.00,25252.00,107883.00,63513.00,44370.00,234535.00,3327864.00,4615590.00,10975536.00,23020363.00,5120598.00,181963.00,529634.00,4409001.00,6856655.00,1933032.00,1322114.00,3601509.00,2626114.00,160871.00,2750836.00,5505290.00
2015:Q1,22521557.00,52051.00,1013052.00,1030886.00,632181.00,22284.00,189768.00,57538.00,92247.00,11395.00,28588.00,107708.00,64521.00,43187.00,241106.00,3388286.00,4651898.00,11192337.00,23298511.00,5244385.00,188237.00,535220.00,4520928.00,6957604.00,1975183.00,1338591.00,3643830.00,2633576.00,176216.00,2853871.00,5432859.00
2015:Q2,22895203.00,57966.00,1075945.00,1005008.00,634716.00,23905.00,185384.00,56790.00,90454.00,10446.00,27694.00,110434.00,65645.00,44789.00,242138.00,3445513.00,4714230.00,11399964.00,23609459.00,5396418.00,177495.00,544442.00,4674481.00,7067207.00,2025374.00,1335781.00,3706052.00,2673922.00,175080.00,2914448.00,5382384.00
2015:Q3,23071229.00,49831.00,1079848.00,1014085.00,648405.00,26967.00,181637.00,54901.00,90233.00,10121.00,26382.00,111634.00,66589.00,45045.00,228266.00,3433979.00,4724582.00,11571995.00,23846355.00,5500653.00,201196.00,544826.00,4754631.00,7113125.00,2042075.00,1310099.00,3760951.00,2650646.00,176438.00,2957441.00,5448052.00
2015:Q4,23475495.00,48808.00,1070632.00,1009899.00,668523.00,27694.00,192014.00,54778.00,97018.00,11923.00,28295.00,111489.00,67908.00,43581.00,235719.00,3354198.00,4807171.00,11949348.00,24197859.00,5527029.00,176548.00,543117.00,4807364.00,7252484.00,2110748.00,1296893.00,3844843.00,2636438.00,162538.00,2976539.00,5642831.00
2016:Q1,23774580.00,38190.00,1077731.00,1014693.00,667858.00,24523.00,201191.00,55065.00,106443.00,14723.00,24960.00,110732.00,69014.00,41718.00,238066.00,3398981.00,4903898.00,12098717.00,24505084.00,5671574.00,185460.00,546933.00,4939181.00,7390200.00,2172659.00,1327639.00,3889902.00,2627008.00,162422.00,3024211.00,5629669.00
2016:Q2,24194461.00,49803.00,1134179.00,1025940.00,671714.00,23280.00,198605.00,59020.00,97271.00,16345.00,25969.00,112018.00,70083.00,41935.00,244051.00,3513861.00,4970822.00,12250188.00,24838860.00,5756362.00,186852.00,557509.00,5012001.00,7457395.00,2202070.00,1296573.00,3958752.00,2702385.00,154940.00,3155395.00,5612383.00
2016:Q3,24594243.00,59662.00,1180409.00,1075564.00,671249.00,23428.00,228336.00,61548.00,103253.00,18043.00,45492.00,113285.00,71104.00,42181.00,254501.00,3565314.00,5069588.00,12352907.00,25104925.00,5835620.00,177917.00,560285.00,5097418.00,7572116.00,2226029.00,1317377.00,4028710.00,2755923.00,174486.00,3225779.00,5541001.00
