1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,1530.00,2988.00,22817.00,1300.00,2651.00,0.00,8385.00,-3112.00,-1830.00,2439.00,-322.00,11210.00,2227.00,1016.00,1211.00,-5972.00,10853.00,-587.00,3960.00,1.00,810.00,3149.00,41812.00,0.00,-1189.00,-178.00,12667.00,22871.00,-392.00,13609.00,-5576.00,0.00,2258.00,1442.00,-10627.00,1351.00,17537.00
2001:Q1,524.00,3042.00,103079.00,12881.00,6325.00,1346.00,28045.00,-14412.00,-903.00,5778.00,-38.00,37620.00,210.00,1201.00,-991.00,1812.00,1768.00,616.00,50076.00,-21.00,-837.00,50934.00,61674.00,2650.00,-1695.00,-597.00,27405.00,50129.00,12476.00,2492.00,-31186.00,13.00,3178.00,-2827.00,-20954.00,-10596.00,-43923.00
2001:Q2,635.00,2974.00,54196.00,6441.00,-2357.00,1665.00,31989.00,-960.00,-1037.00,4644.00,-79.00,29421.00,2572.00,385.00,2187.00,955.00,12801.00,-11.00,141.00,-108.00,-262.00,511.00,55939.00,-254.00,-1260.00,24.00,23987.00,4754.00,731.00,2545.00,25412.00,25.00,6070.00,5348.00,8573.00,5396.00,-596.00
2001:Q3,1045.00,2917.00,64198.00,5613.00,7855.00,-1401.00,39897.00,6883.00,-976.00,4769.00,-28.00,29249.00,3476.00,1482.00,1994.00,3352.00,-2693.00,206.00,7893.00,26.00,803.00,7064.00,60046.00,431.00,-2727.00,865.00,6016.00,63544.00,430.00,1297.00,-9810.00,-34.00,3016.00,4501.00,-32246.00,14953.00,-6024.00
2001:Q4,1509.00,2825.00,4688.00,6952.00,-2147.00,-425.00,16557.00,-18522.00,4311.00,3566.00,-345.00,27547.00,3563.00,-180.00,3743.00,-11036.00,9705.00,512.00,-18993.00,14.00,-147.00,-18860.00,30370.00,-1548.00,4810.00,346.00,17955.00,-26307.00,3991.00,-2976.00,34099.00,-1371.00,3051.00,-484.00,23754.00,9149.00,24366.00
2002:Q1,2374.00,2904.00,70610.00,-1774.00,1602.00,5572.00,59340.00,-1109.00,7847.00,19490.00,383.00,32729.00,865.00,499.00,366.00,5506.00,11431.00,141.00,-12073.00,26.00,319.00,-12418.00,69092.00,14595.00,-1855.00,597.00,22300.00,-13103.00,541.00,1530.00,44487.00,-524.00,7674.00,1128.00,20711.00,15498.00,-2048.00
2002:Q2,2722.00,2898.00,62155.00,-461.00,2757.00,2001.00,39143.00,1049.00,6454.00,14407.00,164.00,17069.00,1950.00,229.00,1721.00,3896.00,3120.00,1958.00,7791.00,61.00,-130.00,7860.00,70239.00,1431.00,-2288.00,309.00,24631.00,45956.00,935.00,468.00,-1203.00,1988.00,5605.00,5935.00,-21368.00,6637.00,7909.00
2002:Q3,2292.00,2923.00,80548.00,9059.00,4722.00,2236.00,63675.00,1538.00,8780.00,20659.00,376.00,32322.00,1482.00,664.00,818.00,-766.00,-11173.00,397.00,10916.00,34.00,722.00,10160.00,70388.00,-2413.00,-2300.00,493.00,17333.00,51641.00,2291.00,756.00,2587.00,992.00,3968.00,2450.00,-31549.00,26726.00,-10791.00
2002:Q4,1900.00,2862.00,52008.00,-8420.00,-3486.00,-6382.00,61595.00,2017.00,9050.00,25664.00,264.00,24600.00,4864.00,768.00,4096.00,4698.00,5189.00,387.00,-6437.00,98.00,-25.00,-6510.00,13147.00,-1005.00,-45.00,624.00,-3100.00,39350.00,6487.00,954.00,-30118.00,1498.00,2707.00,701.00,13288.00,-48312.00,-39823.00
2003:Q1,1453.00,2889.00,96078.00,8543.00,2213.00,7480.00,52239.00,-7191.00,500.00,6686.00,1536.00,50708.00,831.00,-354.00,1185.00,1804.00,1656.00,-24.00,21336.00,81.00,692.00,20563.00,94573.00,5809.00,-1620.00,1108.00,18049.00,18214.00,-29427.00,7.00,82433.00,667.00,5385.00,2836.00,-1622.00,75167.00,-2941.00
2003:Q2,766.00,2940.00,76527.00,604.00,-4080.00,-2426.00,53690.00,-3150.00,-1787.00,6363.00,1635.00,50629.00,3538.00,391.00,3147.00,2038.00,13317.00,366.00,9480.00,192.00,340.00,8948.00,66115.00,78.00,-931.00,369.00,14999.00,-6805.00,33.00,-1735.00,60107.00,1588.00,6899.00,2598.00,30212.00,18810.00,-12586.00
2003:Q3,642.00,3044.00,42256.00,2356.00,845.00,-1245.00,31194.00,334.00,-1092.00,1832.00,1339.00,28781.00,2519.00,-398.00,2917.00,749.00,14746.00,197.00,-9105.00,242.00,15.00,-9362.00,35478.00,3065.00,-1540.00,786.00,18597.00,2382.00,280.00,-488.00,12396.00,359.00,4234.00,7081.00,14057.00,-13335.00,-9180.00
2003:Q4,1446.00,3105.00,19893.00,507.00,-10318.00,-6345.00,20637.00,-7804.00,-6287.00,2132.00,1434.00,31162.00,3976.00,245.00,3731.00,-6155.00,18721.00,341.00,-1471.00,137.00,-104.00,-1504.00,19403.00,-8159.00,144.00,625.00,6702.00,3062.00,543.00,-2948.00,19434.00,1207.00,4767.00,1392.00,31737.00,-19669.00,-2149.00
2004:Q1,3409.00,3202.00,86861.00,-958.00,2878.00,1618.00,41708.00,-989.00,1525.00,2738.00,920.00,37514.00,1561.00,241.00,1320.00,150.00,17613.00,-182.00,22473.00,59.00,-64.00,22478.00,88122.00,647.00,-1065.00,-91.00,-1168.00,32172.00,2979.00,68.00,54580.00,1207.00,7422.00,2851.00,-4502.00,47602.00,1467.00
2004:Q2,3951.00,3257.00,55892.00,5143.00,2081.00,-188.00,33438.00,-3298.00,-204.00,1764.00,929.00,34247.00,2848.00,1020.00,1828.00,847.00,12562.00,948.00,-1787.00,24.00,772.00,-2583.00,41772.00,2182.00,-8179.00,676.00,10211.00,24199.00,-1511.00,13864.00,330.00,-688.00,5357.00,-67.00,6262.00,-10534.00,-13426.00
2004:Q3,4385.00,3360.00,54015.00,700.00,3356.00,-434.00,35666.00,-363.00,594.00,1431.00,922.00,33082.00,5032.00,1300.00,3732.00,32.00,9076.00,887.00,-300.00,6.00,332.00,-638.00,45805.00,-683.00,-4567.00,24.00,9307.00,40431.00,-102.00,3933.00,-2538.00,1528.00,3175.00,3067.00,-8290.00,-2018.00,-7185.00
2004:Q4,4520.00,3437.00,43130.00,1132.00,-5360.00,577.00,25911.00,-5774.00,-595.00,335.00,987.00,30958.00,6385.00,949.00,5436.00,-7672.00,17724.00,151.00,4282.00,468.00,466.00,3348.00,33827.00,-3345.00,-3480.00,2424.00,7003.00,13805.00,1330.00,2944.00,13146.00,424.00,3611.00,5595.00,24379.00,-20863.00,-8220.00
2005:Q1,4366.00,3082.00,73102.00,-6123.00,3256.00,7008.00,47108.00,-5572.00,3585.00,10339.00,1086.00,37670.00,2188.00,520.00,1668.00,5873.00,5354.00,364.00,8074.00,-51.00,288.00,7837.00,64737.00,6454.00,-3448.00,-402.00,3590.00,30057.00,-494.00,532.00,28448.00,-115.00,7410.00,1707.00,598.00,18848.00,-7081.00
2005:Q2,4063.00,3155.00,32590.00,5237.00,-4211.00,-2136.00,20447.00,-768.00,3586.00,1387.00,543.00,15699.00,5168.00,1802.00,3366.00,1606.00,8878.00,593.00,-2992.00,-46.00,725.00,-3671.00,33967.00,-32.00,-1258.00,565.00,-1077.00,31844.00,-784.00,1100.00,3609.00,180.00,2477.00,1100.00,2044.00,-2192.00,2285.00
2005:Q3,3145.00,3199.00,49281.00,1186.00,1427.00,-2659.00,28885.00,2230.00,4185.00,2142.00,607.00,19721.00,3060.00,587.00,2473.00,4888.00,2159.00,1539.00,8796.00,-2.00,-724.00,9522.00,38590.00,814.00,-1401.00,95.00,6853.00,3767.00,-848.00,1246.00,28064.00,8066.00,2637.00,4655.00,6766.00,5940.00,-10746.00
2005:Q4,2967.00,3219.00,8490.00,-5834.00,-4345.00,-3198.00,12788.00,1140.00,3394.00,-1443.00,337.00,9360.00,6718.00,2120.00,4598.00,1934.00,3674.00,-1104.00,-2143.00,-15.00,650.00,-2778.00,7205.00,208.00,-1860.00,123.00,-8.00,26787.00,-365.00,-2526.00,-15154.00,1617.00,2570.00,1996.00,6836.00,-28173.00,-1538.00
2006:Q1,1817.00,3100.00,53604.00,2106.00,2551.00,-735.00,28337.00,1747.00,-489.00,6594.00,1239.00,19246.00,4990.00,1911.00,3079.00,-4313.00,17002.00,-587.00,4253.00,3.00,200.00,4050.00,54801.00,3136.00,-5780.00,704.00,19803.00,5327.00,1498.00,1640.00,28473.00,-367.00,3813.00,6806.00,1383.00,16838.00,-86.00
2006:Q2,2385.00,3155.00,43819.00,596.00,7175.00,-137.00,14945.00,478.00,-792.00,-721.00,1602.00,14378.00,10307.00,3166.00,7141.00,-6792.00,13909.00,-87.00,3903.00,-86.00,171.00,3818.00,33652.00,-604.00,-7312.00,330.00,2932.00,28675.00,-1740.00,9992.00,1379.00,-488.00,2632.00,4060.00,-3204.00,-1621.00,-10937.00
2006:Q3,1716.00,3211.00,50148.00,562.00,4921.00,218.00,6653.00,1647.00,-785.00,-6318.00,-604.00,12713.00,7299.00,2583.00,4716.00,-3587.00,13139.00,816.00,20127.00,18.00,47.00,20062.00,39173.00,-3099.00,-3252.00,617.00,14358.00,9033.00,619.00,3153.00,17744.00,3826.00,1447.00,2582.00,653.00,9236.00,-12471.00
2006:Q4,1538.00,3263.00,23237.00,5046.00,2193.00,577.00,-15082.00,616.00,-4976.00,-7626.00,408.00,-3504.00,5553.00,2161.00,3392.00,-14306.00,23430.00,661.00,15165.00,119.00,150.00,14896.00,29342.00,884.00,-3678.00,1107.00,15931.00,-3012.00,3953.00,-425.00,14582.00,-273.00,4090.00,1318.00,2597.00,6850.00,4380.00
2007:Q1,-982.00,3306.00,41853.00,2946.00,1343.00,-608.00,19183.00,3301.00,-3953.00,2151.00,1212.00,16472.00,6171.00,3521.00,2650.00,-4082.00,13990.00,1567.00,1343.00,63.00,549.00,731.00,36026.00,-3378.00,-5205.00,1241.00,4224.00,3496.00,-688.00,-409.00,36745.00,1158.00,3221.00,4641.00,7029.00,20696.00,-10115.00
2007:Q2,301.00,3352.00,49044.00,-2183.00,1534.00,860.00,13321.00,2711.00,-4280.00,1438.00,1222.00,12230.00,10135.00,4247.00,5888.00,-7270.00,22805.00,1104.00,8738.00,137.00,30.00,8571.00,42928.00,539.00,-5391.00,3152.00,6655.00,10662.00,-1440.00,2472.00,26279.00,1942.00,9004.00,1681.00,14885.00,-1233.00,-9167.00
2007:Q3,2580.00,3396.00,45607.00,6579.00,951.00,99.00,15464.00,2021.00,-3465.00,2099.00,989.00,13820.00,8435.00,3454.00,4981.00,-5597.00,15862.00,1610.00,2204.00,250.00,467.00,1487.00,40637.00,759.00,-7419.00,6029.00,2501.00,2716.00,-290.00,-553.00,36894.00,453.00,2373.00,6433.00,7177.00,20458.00,-5787.00
2007:Q4,3732.00,3451.00,40964.00,-5047.00,2851.00,-135.00,-6298.00,5597.00,-5378.00,-1773.00,963.00,-5707.00,10864.00,2011.00,8853.00,-11230.00,26746.00,1515.00,21698.00,150.00,-3.00,21551.00,23727.00,1016.00,-12619.00,3302.00,9694.00,21988.00,229.00,-2503.00,2620.00,1780.00,-1225.00,2790.00,2673.00,-3398.00,-16957.00
2008:Q1,-10096.00,3473.00,59413.00,4735.00,12783.00,307.00,15328.00,2665.00,6951.00,975.00,1420.00,3317.00,9602.00,4871.00,4731.00,7339.00,-1980.00,1835.00,9464.00,112.00,1332.00,8020.00,46625.00,1165.00,-7998.00,2905.00,9502.00,26125.00,-1889.00,3910.00,12905.00,-684.00,4807.00,10675.00,-18847.00,16954.00,-26358.00
2008:Q2,-2742.00,3482.00,33235.00,8745.00,2326.00,126.00,18898.00,-397.00,14046.00,-8669.00,2495.00,11423.00,9596.00,4109.00,5487.00,-9921.00,11653.00,753.00,-8941.00,183.00,398.00,-9522.00,31433.00,2162.00,-2517.00,1297.00,9299.00,-570.00,-3379.00,-1973.00,27114.00,-697.00,7993.00,1116.00,-1096.00,19798.00,-8026.00
2008:Q3,-21890.00,3461.00,31424.00,2035.00,2391.00,491.00,-3099.00,-6070.00,-595.00,9982.00,530.00,-6946.00,12759.00,8265.00,4494.00,13856.00,-9746.00,1606.00,11131.00,267.00,-176.00,11040.00,10777.00,-2035.00,-2059.00,8622.00,27776.00,67415.00,-4717.00,1481.00,-85706.00,-5312.00,-12973.00,3902.00,-22753.00,-48570.00,-45998.00
2008:Q4,-10222.00,3336.00,103228.00,8967.00,18862.00,4412.00,660.00,-440.00,3340.00,4392.00,754.00,-7386.00,4579.00,3032.00,1547.00,13202.00,-9390.00,426.00,61510.00,349.00,1632.00,59529.00,67227.00,-8565.00,1892.00,10801.00,25248.00,35972.00,-2155.00,9095.00,-5061.00,-5800.00,-6024.00,1891.00,-31860.00,36732.00,-49559.00
2009:Q1,973.00,3443.00,9567.00,-12535.00,2780.00,4696.00,27114.00,3342.00,7464.00,-568.00,2669.00,14207.00,-9431.00,-5555.00,-3876.00,-2408.00,-1030.00,-585.00,966.00,29.00,-513.00,1450.00,-16156.00,309.00,-1726.00,356.00,17377.00,-6936.00,2707.00,1674.00,-29917.00,-1455.00,-11809.00,2253.00,11833.00,-30739.00,-28192.00
2009:Q2,3542.00,3378.00,8545.00,-4629.00,-7133.00,-1782.00,27328.00,5281.00,5637.00,3923.00,6604.00,5883.00,-7587.00,-4060.00,-3527.00,2494.00,18788.00,2078.00,-21012.00,18.00,-1664.00,-19366.00,2.00,-2347.00,2117.00,-2025.00,-3487.00,-11231.00,629.00,6705.00,9641.00,4158.00,-7760.00,1476.00,38717.00,-26950.00,-8379.00
2009:Q3,5363.00,3352.00,30550.00,-1556.00,-8387.00,804.00,30537.00,824.00,2269.00,686.00,4552.00,22206.00,-6990.00,-4440.00,-2550.00,-3674.00,11685.00,1239.00,6892.00,-77.00,-389.00,7358.00,30721.00,3389.00,-227.00,-2671.00,-4358.00,-20987.00,-345.00,4357.00,51563.00,6982.00,-7696.00,5689.00,37771.00,8817.00,2183.00
2009:Q4,3159.00,3365.00,2960.00,-13423.00,-8778.00,-1372.00,42264.00,2871.00,5780.00,3770.00,7433.00,22410.00,-4905.00,1467.00,-6372.00,4044.00,13802.00,-1084.00,-27588.00,-257.00,-2362.00,-24969.00,-2490.00,-1822.00,-1113.00,520.00,7980.00,4386.00,559.00,-1644.00,-11356.00,-392.00,-6865.00,-993.00,25700.00,-28806.00,-5656.00
2010:Q1,5628.00,2845.00,52023.00,-2979.00,-7278.00,1247.00,36480.00,-14715.00,7076.00,96.00,11615.00,32408.00,-5634.00,-917.00,-4717.00,3286.00,14091.00,761.00,12049.00,2.00,2505.00,9542.00,29781.00,-3283.00,-1893.00,-465.00,-378.00,16569.00,1350.00,1320.00,16561.00,2735.00,-929.00,2049.00,5654.00,7052.00,-19460.00
2010:Q2,4146.00,2846.00,58120.00,10059.00,-3515.00,-339.00,32146.00,3830.00,3629.00,1466.00,6014.00,17207.00,-3451.00,56.00,-3507.00,2467.00,16258.00,998.00,3497.00,9.00,894.00,2594.00,59362.00,697.00,-3337.00,-1232.00,4415.00,45385.00,434.00,767.00,12233.00,3756.00,-6104.00,5565.00,-15753.00,24769.00,2542.00
2010:Q3,5087.00,2893.00,52522.00,1717.00,-5270.00,0.00,53013.00,6915.00,6602.00,707.00,11702.00,27087.00,1040.00,697.00,343.00,1093.00,12849.00,331.00,-12251.00,52.00,-2903.00,-9400.00,42204.00,1123.00,1961.00,-234.00,10496.00,22302.00,1965.00,2244.00,2347.00,3863.00,-1765.00,7219.00,13692.00,-20662.00,-8123.00
2010:Q4,1309.00,2946.00,-7495.00,-7806.00,-4203.00,59.00,18922.00,-4978.00,3031.00,1988.00,5096.00,13785.00,-770.00,-38.00,-732.00,2458.00,19008.00,-226.00,-34937.00,-64.00,2149.00,-37022.00,13989.00,-713.00,-1522.00,-125.00,-2306.00,16657.00,-148.00,1959.00,187.00,11880.00,-851.00,2282.00,10651.00,-23775.00,19847.00
2011:Q1,-560.00,2940.00,40048.00,-4633.00,-1823.00,-3247.00,33469.00,-857.00,2860.00,-393.00,2560.00,29299.00,-236.00,-985.00,749.00,1676.00,2424.00,33.00,12385.00,55.00,373.00,11957.00,33311.00,2504.00,-2175.00,821.00,11605.00,8723.00,1406.00,-4477.00,14904.00,1793.00,-1794.00,2902.00,13248.00,-1245.00,-10237.00
2011:Q2,784.00,3010.00,32243.00,1199.00,-1373.00,330.00,13085.00,-1346.00,1647.00,-1871.00,1715.00,12940.00,7144.00,2611.00,4533.00,2887.00,2205.00,1085.00,5681.00,-208.00,480.00,5409.00,33427.00,-240.00,-2880.00,44.00,14065.00,16535.00,-869.00,2488.00,4284.00,2888.00,-2464.00,2683.00,4230.00,-3053.00,-1041.00
2011:Q3,1019.00,3121.00,87239.00,9527.00,1366.00,386.00,25089.00,4808.00,4563.00,-1039.00,1809.00,14948.00,10013.00,4150.00,5863.00,-3042.00,-1374.00,1349.00,43925.00,1.00,-1246.00,45170.00,91010.00,-992.00,-3991.00,320.00,33444.00,60845.00,-1494.00,-6604.00,9482.00,7196.00,-4568.00,6720.00,-21857.00,21991.00,1669.00
2011:Q4,5980.00,3192.00,20711.00,-3963.00,10365.00,-2520.00,4990.00,-14700.00,5676.00,-2629.00,1944.00,14699.00,5956.00,2102.00,3854.00,13051.00,8216.00,871.00,-16255.00,-591.00,-73.00,-15591.00,-5812.00,578.00,-2492.00,312.00,17696.00,-2652.00,7325.00,3220.00,-29799.00,-2537.00,371.00,2458.00,16716.00,-46807.00,-23736.00
2012:Q1,3876.00,3454.00,22047.00,-834.00,-5584.00,2787.00,29840.00,744.00,1988.00,-1894.00,3340.00,25662.00,2203.00,-1975.00,4178.00,-3811.00,684.00,2043.00,-5281.00,-30.00,1830.00,-7081.00,14564.00,2040.00,-2876.00,1211.00,-6436.00,37398.00,-4029.00,-1362.00,-11382.00,-524.00,-1159.00,-48.00,1008.00,-10659.00,-7061.00
2012:Q2,2559.00,3516.00,-21434.00,3227.00,2218.00,171.00,-44258.00,4821.00,-5434.00,-12255.00,0.00,-31390.00,4914.00,1046.00,3868.00,-461.00,2514.00,1097.00,9144.00,44.00,1859.00,7241.00,-23451.00,714.00,-2971.00,3412.00,-16878.00,-12809.00,4317.00,1456.00,-692.00,7120.00,2633.00,-3764.00,-7111.00,430.00,-2974.00
2012:Q3,3009.00,3506.00,36902.00,-2566.00,-2361.00,457.00,30689.00,3848.00,1738.00,-1493.00,2647.00,23949.00,4166.00,1199.00,2967.00,1080.00,-2844.00,647.00,7634.00,4.00,403.00,7227.00,37390.00,1532.00,-1907.00,-92.00,829.00,4787.00,-568.00,1889.00,30920.00,3240.00,1137.00,4762.00,7592.00,14189.00,-9.00
2012:Q4,3977.00,3561.00,31146.00,2783.00,-841.00,-1311.00,19797.00,5112.00,2196.00,-2933.00,2066.00,13356.00,2458.00,1549.00,909.00,671.00,-117.00,2118.00,5588.00,19.00,-3460.00,9029.00,31328.00,-2021.00,-2161.00,-1292.00,3084.00,18837.00,-5843.00,260.00,20464.00,430.00,-2988.00,-2707.00,720.00,25009.00,598.00
2013:Q1,-2234.00,3854.00,7269.00,-44.00,-10527.00,-3578.00,17806.00,-4182.00,-4314.00,-317.00,3084.00,23535.00,-633.00,-821.00,188.00,-5523.00,-4337.00,-556.00,14661.00,-106.00,1012.00,13755.00,11017.00,7945.00,-1655.00,972.00,-195.00,16895.00,122.00,2087.00,-15154.00,214.00,1135.00,-1455.00,-18925.00,3877.00,-2340.00
2013:Q2,-897.00,3827.00,16648.00,-10836.00,-173.00,781.00,19898.00,400.00,-2092.00,-131.00,2773.00,18948.00,6175.00,1716.00,4459.00,-2045.00,-5200.00,1075.00,6973.00,7.00,1903.00,5063.00,15645.00,569.00,-2426.00,1207.00,5003.00,7251.00,-1899.00,1458.00,4482.00,-154.00,-6784.00,-301.00,-3131.00,14852.00,-5726.00
2013:Q3,1659.00,3873.00,14754.00,8086.00,2223.00,250.00,13513.00,4848.00,-1772.00,-1908.00,2359.00,9986.00,9038.00,878.00,8160.00,-9295.00,-7719.00,866.00,-2208.00,122.00,-1002.00,-1328.00,12093.00,-370.00,-2668.00,-889.00,7125.00,3109.00,1022.00,1496.00,3268.00,406.00,-1005.00,3611.00,5660.00,-5404.00,-4876.00
2013:Q4,2966.00,3941.00,47141.00,-6433.00,-3042.00,-3017.00,41493.00,6166.00,-3919.00,-1200.00,5089.00,35357.00,7728.00,1765.00,5963.00,4197.00,-1774.00,1518.00,6471.00,802.00,1112.00,4557.00,35916.00,-1621.00,-2411.00,670.00,6690.00,6008.00,-534.00,-5922.00,33036.00,-2020.00,-1833.00,-1436.00,7881.00,30444.00,-12200.00
2014:Q1,4474.00,3755.00,32637.00,3491.00,-987.00,-211.00,16395.00,-3337.00,2445.00,-4102.00,1112.00,20277.00,4251.00,2005.00,2246.00,-3113.00,-12142.00,548.00,24405.00,30.00,984.00,23391.00,24950.00,39.00,-3577.00,387.00,7542.00,18573.00,946.00,18.00,1022.00,231.00,-3075.00,3758.00,-13678.00,13786.00,-6969.00
2014:Q2,4217.00,3831.00,20817.00,-1481.00,-1110.00,-206.00,20141.00,-2976.00,2232.00,-3582.00,2004.00,22463.00,6232.00,1373.00,4859.00,91.00,-6466.00,-494.00,4110.00,71.00,1372.00,2667.00,17433.00,2263.00,-2961.00,583.00,9479.00,2208.00,-513.00,2738.00,3636.00,585.00,4046.00,3182.00,2054.00,-6231.00,-2998.00
2014:Q3,4451.00,3922.00,30925.00,3763.00,2371.00,31.00,18523.00,-675.00,3095.00,-5193.00,1982.00,19314.00,8728.00,2588.00,6140.00,-3069.00,-10797.00,1212.00,10163.00,26.00,-660.00,10797.00,11429.00,-656.00,-4394.00,321.00,11628.00,5307.00,-610.00,4010.00,-4177.00,-74.00,5105.00,427.00,-3818.00,-5817.00,-18967.00
2014:Q4,5119.00,3933.00,49826.00,-2154.00,3638.00,408.00,7634.00,2391.00,6595.00,-16314.00,2568.00,12394.00,10312.00,1978.00,8334.00,1055.00,-3620.00,156.00,32397.00,-38.00,-470.00,32905.00,32402.00,-642.00,-4011.00,526.00,15010.00,11125.00,-650.00,-951.00,11995.00,40.00,3139.00,-1556.00,972.00,9400.00,-16238.00
2015:Q1,2797.00,4118.00,50589.00,-1588.00,-1801.00,-171.00,27047.00,-2204.00,9580.00,-1609.00,2164.00,19116.00,5845.00,942.00,4903.00,1165.00,-9342.00,1930.00,27504.00,121.00,1105.00,26278.00,42432.00,244.00,-5619.00,2148.00,15001.00,-11199.00,1839.00,8110.00,31908.00,280.00,1553.00,2300.00,5827.00,21948.00,-9478.00
2015:Q2,5344.00,4138.00,-7590.00,-7445.00,-1057.00,-256.00,13542.00,-2851.00,1187.00,-1964.00,2133.00,15037.00,8243.00,-1571.00,9814.00,-784.00,-7057.00,-65.00,-12711.00,351.00,863.00,-13925.00,1605.00,302.00,-927.00,2147.00,8649.00,18855.00,-625.00,277.00,-27073.00,47.00,-1487.00,-1132.00,-2288.00,-22213.00,10400.00
2015:Q3,3925.00,4172.00,57921.00,10275.00,11167.00,427.00,25734.00,2641.00,5074.00,-4091.00,2852.00,19258.00,9827.00,743.00,9084.00,-2324.00,-12669.00,-1328.00,16812.00,25.00,-216.00,17003.00,57414.00,-35.00,-1886.00,1016.00,16672.00,28342.00,-1357.00,-208.00,14870.00,231.00,-3044.00,3431.00,-9401.00,23653.00,-754.00
2015:Q4,4227.00,4169.00,9483.00,6031.00,-5532.00,-475.00,16595.00,-4011.00,788.00,-1278.00,2563.00,18533.00,15605.00,-553.00,16158.00,-773.00,-307.00,-974.00,-20687.00,-46.00,-44.00,-20597.00,14861.00,383.00,-1569.00,882.00,6779.00,17806.00,202.00,-378.00,-9244.00,-50.00,4551.00,-1450.00,3978.00,-16273.00,5436.00
2016:Q1,6836.00,4192.00,67509.00,-2900.00,2238.00,183.00,53726.00,1426.00,4289.00,6503.00,2721.00,38787.00,8914.00,3831.00,5083.00,-1922.00,-16841.00,691.00,23420.00,70.00,1190.00,22160.00,74311.00,77.00,-1821.00,2494.00,5567.00,17521.00,669.00,8836.00,40968.00,872.00,-966.00,7671.00,1828.00,31563.00,9446.00
2016:Q2,7844.00,4221.00,62316.00,9524.00,-3646.00,-39.00,41764.00,-30.00,2342.00,4181.00,2106.00,33165.00,7895.00,-1208.00,9103.00,-1238.00,-13966.00,1131.00,20891.00,92.00,826.00,19973.00,60290.00,-319.00,-1479.00,4795.00,20156.00,-6313.00,102.00,267.00,43081.00,761.00,1991.00,7427.00,3233.00,29669.00,1598.00
2016:Q3,9179.00,4252.00,23294.00,-5188.00,-691.00,17.00,35915.00,470.00,2469.00,4049.00,1904.00,27023.00,9124.00,1310.00,7814.00,-1372.00,-12334.00,2458.00,-4635.00,170.00,-967.00,-3838.00,23673.00,138.00,-716.00,2085.00,9777.00,1477.00,-1261.00,8185.00,3988.00,380.00,449.00,3927.00,6937.00,-7705.00,5305.00
