date,FU893190005.Q,FU543077073.Q,FU103190005.Q,FU113193003.Q,FU313190005.Q,FU223073045.Q,FU713190005.Q,FU763190005.Q,FU753190005.Q,FU743193005.Q,FU473193005.Q,FU513190005.Q,FU543190005.Q,FU403190005.Q,FU613190005.Q,FU643193005.Q,FU663190005.Q,FU733193005.Q,FU503190005.Q,FU263190005.Q,FU893090005.Q,FU153090005.Q,FU103090005.Q,FU113090005.Q,FU213093003.Q,FU313090005.Q,FU713090005.Q,FU763090005.Q,FU753093005.Q,FU743093005.Q,FU473090005.Q,FU513090005.Q,FU543090005.Q,FU573090005.Q,FU343073005.Q,FU223090005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU673090543.Q,FU613090005.Q,FU643090005.Q,FU663090005.Q,FU733090005.Q,FU503094505.Q,FU903090005.Q
1962:Q4,3878.00,41.00,135.00,0.00,2872.00,811.00,125.00,-1229.00,-35.00,2.00,2.00,202.00,457.00,299.00,88.00,0.00,-3.00,0.00,17.00,93.00,3688.00,157.00,-342.00,49.00,-39.00,95.00,-81.00,414.00,165.00,14.00,-6.00,0.00,69.00,-676.00,3056.00,811.00,0.00,0.00,0.00,-4.00,0.00,-7.00,0.00,12.00,0.00,0.00,190.00
1963:Q1,5938.00,44.00,261.00,0.00,3116.00,696.00,-222.00,1495.00,57.00,1.00,1.00,254.00,31.00,155.00,-22.00,0.00,-5.00,0.00,26.00,50.00,3265.00,155.00,878.00,79.00,24.00,52.00,-21.00,-1255.00,-125.00,11.00,-4.00,0.00,77.00,-311.00,3052.00,696.00,0.00,0.00,0.00,-18.00,0.00,-25.00,0.00,-1.00,0.00,0.00,2674.00
1963:Q2,4901.00,47.00,195.00,0.00,2112.00,530.00,16.00,260.00,-2.00,1.00,-5.00,317.00,331.00,30.00,828.00,0.00,2.00,0.00,-27.00,266.00,6273.00,162.00,609.00,100.00,-25.00,275.00,4.00,2521.00,-26.00,11.00,-4.00,0.00,85.00,-456.00,2221.00,530.00,0.00,0.00,0.00,12.00,0.00,269.00,0.00,-15.00,0.00,0.00,-1372.00
1963:Q3,6535.00,48.00,157.00,0.00,3058.00,724.00,-21.00,1858.00,15.00,2.00,-5.00,300.00,176.00,-366.00,564.00,0.00,-3.00,0.00,-2.00,31.00,3878.00,156.00,451.00,118.00,-3.00,18.00,-45.00,-923.00,20.00,15.00,-3.00,0.00,87.00,-298.00,3177.00,724.00,0.00,0.00,0.00,45.00,0.00,349.00,0.00,-10.00,0.00,0.00,2658.00
1963:Q4,4006.00,47.00,309.00,0.00,3084.00,760.00,137.00,-1298.00,-36.00,3.00,-8.00,203.00,177.00,159.00,286.00,0.00,2.00,0.00,20.00,162.00,4904.00,160.00,-585.00,71.00,-49.00,109.00,17.00,1093.00,141.00,16.00,-7.00,0.00,83.00,-201.00,3209.00,760.00,0.00,0.00,0.00,-64.00,0.00,164.00,0.00,-13.00,0.00,0.00,-897.00
1964:Q1,4529.00,45.00,207.00,0.00,3169.00,495.00,-103.00,846.00,-46.00,-2.00,-15.00,295.00,109.00,-135.00,-240.00,0.00,-12.00,0.00,-16.00,-68.00,4595.00,211.00,791.00,99.00,-42.00,-82.00,127.00,-34.00,9.00,23.00,-4.00,0.00,79.00,-168.00,3199.00,495.00,0.00,0.00,0.00,1.00,0.00,-120.00,0.00,10.00,0.00,0.00,-66.00
1964:Q2,4725.00,43.00,245.00,0.00,2342.00,504.00,33.00,266.00,-121.00,-3.00,-15.00,299.00,287.00,264.00,561.00,0.00,-1.00,0.00,44.00,-23.00,4210.00,222.00,423.00,101.00,-7.00,-22.00,-143.00,310.00,90.00,27.00,-6.00,0.00,75.00,-64.00,2445.00,504.00,0.00,0.00,0.00,-17.00,0.00,283.00,0.00,-11.00,0.00,0.00,515.00
1964:Q3,5602.00,45.00,207.00,0.00,3297.00,772.00,51.00,1000.00,-159.00,2.00,-14.00,321.00,154.00,-268.00,299.00,0.00,-11.00,0.00,-72.00,-22.00,5681.00,252.00,220.00,125.00,14.00,-66.00,127.00,479.00,7.00,25.00,-5.00,0.00,77.00,210.00,3276.00,772.00,0.00,0.00,0.00,35.00,0.00,138.00,0.00,-5.00,0.00,0.00,-79.00
1964:Q4,5668.00,53.00,212.00,0.00,3211.00,912.00,730.00,-940.00,-213.00,-2.00,-15.00,361.00,225.00,282.00,93.00,0.00,496.00,0.00,19.00,244.00,4788.00,300.00,-340.00,110.00,16.00,236.00,-71.00,33.00,140.00,23.00,-8.00,0.00,90.00,-72.00,3439.00,912.00,0.00,0.00,0.00,-7.00,0.00,5.00,0.00,-19.00,0.00,0.00,881.00
1965:Q1,6360.00,58.00,216.00,0.00,3461.00,473.00,-77.00,1704.00,-115.00,-3.00,-12.00,362.00,266.00,-57.00,121.00,0.00,-1.00,0.00,105.00,-141.00,5113.00,318.00,1058.00,106.00,-39.00,-141.00,156.00,-810.00,303.00,4.00,-4.00,0.00,100.00,159.00,3409.00,473.00,0.00,0.00,0.00,-6.00,0.00,37.00,0.00,-9.00,0.00,0.00,1247.00
1965:Q2,4668.00,63.00,228.00,0.00,2674.00,680.00,-115.00,36.00,134.00,-6.00,-12.00,380.00,406.00,118.00,-38.00,0.00,8.00,0.00,18.00,94.00,6393.00,343.00,609.00,116.00,12.00,89.00,2.00,1159.00,308.00,-8.00,-5.00,0.00,112.00,313.00,2512.00,680.00,0.00,0.00,0.00,39.00,0.00,161.00,0.00,-48.00,0.00,0.00,-1725.00
1965:Q3,6891.00,68.00,236.00,0.00,3429.00,953.00,-97.00,1255.00,315.00,-4.00,-13.00,395.00,259.00,-284.00,231.00,0.00,1.00,0.00,33.00,114.00,5287.00,360.00,-106.00,115.00,37.00,109.00,237.00,-551.00,-548.00,-7.00,-4.00,0.00,116.00,642.00,3515.00,953.00,0.00,0.00,0.00,14.00,0.00,338.00,0.00,68.00,0.00,0.00,1604.00
1965:Q4,5303.00,75.00,228.00,0.00,3589.00,971.00,-5.00,7.00,-13.00,-6.00,-14.00,409.00,248.00,317.00,-521.00,0.00,10.00,0.00,59.00,-51.00,11474.00,356.00,5257.00,116.00,-12.00,-51.00,-143.00,538.00,-30.00,14.00,-9.00,0.00,119.00,656.00,3777.00,971.00,0.00,0.00,0.00,8.00,0.00,-90.00,0.00,-3.00,0.00,0.00,-6171.00
1966:Q1,6452.00,82.00,234.00,0.00,3611.00,524.00,-123.00,2422.00,154.00,4.00,-9.00,424.00,-102.00,5.00,-661.00,0.00,-19.00,0.00,-3.00,-91.00,7058.00,363.00,2214.00,128.00,2.00,-39.00,-142.00,-133.00,22.00,19.00,-4.00,0.00,-47.00,550.00,3748.00,524.00,0.00,0.00,0.00,-1.00,0.00,-94.00,0.00,-52.00,0.00,0.00,-607.00
1966:Q2,3815.00,90.00,212.00,0.00,2615.00,804.00,82.00,-431.00,29.00,9.00,-7.00,440.00,581.00,100.00,-874.00,0.00,-15.00,0.00,90.00,90.00,6555.00,269.00,-200.00,138.00,65.00,128.00,184.00,854.00,393.00,29.00,-5.00,0.00,-20.00,1309.00,2806.00,804.00,0.00,0.00,0.00,-48.00,0.00,-98.00,0.00,-53.00,0.00,0.00,-2740.00
1966:Q3,7787.00,93.00,142.00,0.00,4016.00,530.00,-61.00,2324.00,-16.00,9.00,-9.00,454.00,611.00,-244.00,-392.00,0.00,-17.00,0.00,210.00,138.00,5915.00,339.00,-324.00,148.00,3.00,142.00,-15.00,-62.00,-55.00,32.00,-2.00,0.00,-25.00,1411.00,3917.00,530.00,0.00,0.00,0.00,93.00,0.00,-77.00,0.00,-140.00,0.00,0.00,1872.00
1966:Q4,510.00,91.00,149.00,0.00,3920.00,871.00,218.00,-4262.00,-85.00,6.00,-10.00,467.00,152.00,303.00,-1293.00,0.00,-18.00,0.00,-26.00,28.00,2310.00,373.00,-3372.00,138.00,75.00,28.00,149.00,-698.00,-217.00,32.00,-8.00,0.00,304.00,1093.00,4052.00,871.00,0.00,0.00,0.00,-135.00,0.00,-386.00,0.00,11.00,0.00,0.00,-1800.00
1967:Q1,7792.00,77.00,162.00,0.00,4290.00,940.00,-188.00,2393.00,-168.00,10.00,-2.00,497.00,156.00,487.00,-417.00,0.00,-2.00,0.00,-35.00,-408.00,7858.00,393.00,579.00,153.00,5.00,-408.00,-101.00,486.00,-458.00,25.00,-4.00,-13.00,715.00,1353.00,4130.00,940.00,0.00,0.00,0.00,-55.00,0.00,-50.00,0.00,167.00,0.00,0.00,-66.00
1967:Q2,5213.00,71.00,42.00,0.00,3505.00,830.00,121.00,-1300.00,-8.00,12.00,-2.00,518.00,630.00,460.00,104.00,0.00,-6.00,0.00,68.00,169.00,7618.00,405.00,-354.00,170.00,41.00,144.00,108.00,836.00,268.00,27.00,-7.00,0.00,37.00,1645.00,3082.00,830.00,0.00,0.00,0.00,-3.00,0.00,387.00,0.00,2.00,0.00,0.00,-2405.00
1967:Q3,7642.00,69.00,299.00,0.00,4233.00,912.00,0.00,2198.00,64.00,14.00,-4.00,537.00,498.00,-595.00,-587.00,0.00,-8.00,0.00,-25.00,37.00,8275.00,386.00,419.00,162.00,-30.00,40.00,151.00,473.00,-262.00,24.00,-4.00,0.00,28.00,1363.00,4296.00,912.00,0.00,0.00,0.00,126.00,0.00,116.00,0.00,75.00,0.00,0.00,-633.00
1967:Q4,5409.00,71.00,2730.00,0.00,3739.00,796.00,154.00,-2501.00,103.00,12.00,-4.00,524.00,504.00,182.00,-1124.00,0.00,-9.00,0.00,47.00,185.00,10187.00,409.00,2065.00,164.00,-16.00,185.00,80.00,877.00,-118.00,20.00,-8.00,0.00,70.00,1598.00,4195.00,796.00,0.00,0.00,0.00,-27.00,0.00,-86.00,0.00,-17.00,0.00,0.00,-4778.00
1968:Q1,9608.00,84.00,-1919.00,0.00,4809.00,1152.00,6.00,3818.00,5.00,6.00,-7.00,572.00,209.00,-61.00,490.00,0.00,-18.00,0.00,554.00,-92.00,7858.00,459.00,1059.00,176.00,19.00,-90.00,-142.00,-592.00,171.00,32.00,-6.00,0.00,114.00,1426.00,4406.00,1152.00,0.00,0.00,0.00,-7.00,0.00,-184.00,-1.00,-133.00,0.00,0.00,1750.00
1968:Q2,5655.00,90.00,526.00,0.00,3431.00,1032.00,104.00,-719.00,-201.00,7.00,-8.00,581.00,419.00,263.00,267.00,0.00,-21.00,0.00,-263.00,147.00,8279.00,470.00,-67.00,203.00,-7.00,156.00,-401.00,859.00,294.00,1.00,-8.00,0.00,141.00,1894.00,3255.00,1032.00,0.00,0.00,0.00,-9.00,0.00,286.00,1.00,179.00,0.00,0.00,-2624.00
1968:Q3,10672.00,92.00,634.00,0.00,4815.00,1183.00,-55.00,2706.00,1.00,6.00,-7.00,621.00,307.00,-441.00,754.00,0.00,-17.00,0.00,58.00,16.00,8243.00,486.00,-748.00,195.00,-64.00,-147.00,56.00,1215.00,-911.00,27.00,-3.00,0.00,157.00,2000.00,4652.00,1183.00,0.00,0.00,0.00,-37.00,0.00,164.00,-1.00,20.00,0.00,0.00,2429.00
1968:Q4,6034.00,89.00,725.00,0.00,4663.00,991.00,312.00,-850.00,-251.00,5.00,-6.00,692.00,494.00,5.00,-671.00,0.00,-9.00,0.00,-149.00,-6.00,13374.00,510.00,3573.00,264.00,-33.00,-154.00,591.00,-962.00,995.00,84.00,-10.00,0.00,167.00,2276.00,4682.00,991.00,0.00,0.00,0.00,66.00,0.00,322.00,1.00,12.00,0.00,0.00,-7340.00
1969:Q1,14833.00,88.00,702.00,0.00,4692.00,1390.00,-344.00,6526.00,-1336.00,-21.00,-8.00,842.00,212.00,27.00,373.00,0.00,-10.00,1550.00,358.00,-208.00,11078.00,608.00,1344.00,246.00,-43.00,-208.00,-81.00,-2112.00,248.00,182.00,-8.00,0.00,209.00,2880.00,4585.00,1390.00,0.00,0.00,0.00,13.00,0.00,507.00,0.00,-72.00,1390.00,0.00,3755.00
1969:Q2,8110.00,88.00,736.00,0.00,3529.00,1161.00,305.00,-2342.00,-111.00,-31.00,-5.00,833.00,532.00,104.00,1559.00,0.00,-25.00,1515.00,109.00,153.00,13955.00,544.00,294.00,287.00,-22.00,153.00,-188.00,1944.00,-253.00,300.00,-8.00,0.00,212.00,3511.00,3805.00,1161.00,0.00,0.00,0.00,108.00,0.00,908.00,0.00,-44.00,1243.00,0.00,-5845.00
1969:Q3,17199.00,90.00,754.00,0.00,4991.00,1007.00,-192.00,7773.00,-150.00,6.00,-4.00,693.00,275.00,-161.00,199.00,0.00,-22.00,1630.00,202.00,109.00,8535.00,391.00,-54.00,276.00,-13.00,109.00,421.00,-2451.00,-52.00,272.00,-4.00,0.00,163.00,3206.00,4914.00,1007.00,0.00,0.00,0.00,87.00,0.00,-411.00,0.00,-100.00,774.00,0.00,8665.00
1969:Q4,1776.00,120.00,691.00,0.00,5304.00,1498.00,574.00,-7788.00,1483.00,6.00,-1.00,977.00,442.00,393.00,-1572.00,0.00,-27.00,-259.00,-106.00,41.00,15707.00,703.00,3385.00,272.00,-32.00,41.00,34.00,468.00,-720.00,96.00,-11.00,0.00,236.00,2960.00,5571.00,1498.00,0.00,0.00,0.00,148.00,0.00,-267.00,0.00,-16.00,1342.00,0.00,-13931.00
1970:Q1,15949.00,104.00,-7432.00,7623.00,5626.00,1363.00,-122.00,6404.00,-2257.00,17.00,3.00,847.00,189.00,12.00,1965.00,0.00,-9.00,1334.00,237.00,46.00,14844.00,644.00,583.00,284.00,-1.00,46.00,-227.00,-91.00,648.00,113.00,-9.00,0.00,198.00,3214.00,5733.00,1363.00,0.00,0.00,0.00,109.00,0.00,742.00,0.00,-66.00,1561.00,0.00,1105.00
1970:Q2,5223.00,107.00,-56.00,140.00,4580.00,1187.00,160.00,-4372.00,318.00,25.00,5.00,851.00,562.00,476.00,-126.00,0.00,-8.00,2064.00,-777.00,87.00,13102.00,693.00,768.00,295.00,2.00,87.00,-135.00,728.00,-628.00,65.00,-11.00,0.00,194.00,3330.00,4458.00,1187.00,0.00,0.00,0.00,179.00,0.00,128.00,-1.00,-217.00,1980.00,0.00,-7879.00
1970:Q3,13993.00,109.00,109.00,342.00,6675.00,1388.00,-37.00,3569.00,-441.00,25.00,6.00,856.00,289.00,111.00,-368.00,0.00,1.00,634.00,721.00,4.00,9223.00,702.00,-479.00,280.00,-29.00,4.00,138.00,-1573.00,-539.00,38.00,-5.00,0.00,192.00,2206.00,6425.00,1388.00,0.00,0.00,0.00,-338.00,0.00,-20.00,1.00,256.00,576.00,0.00,4770.00
1970:Q4,11355.00,110.00,99.00,476.00,6603.00,1452.00,492.00,-1317.00,546.00,19.00,6.00,864.00,403.00,1181.00,-2169.00,0.00,-8.00,2853.00,-367.00,112.00,19255.00,673.00,3912.00,284.00,-12.00,112.00,-320.00,1595.00,-847.00,40.00,-14.00,0.00,192.00,1742.00,6329.00,1452.00,0.00,0.00,0.00,817.00,0.00,283.00,0.00,118.00,2899.00,0.00,-7900.00
1971:Q1,19206.00,88.00,153.00,754.00,6973.00,1501.00,-491.00,6146.00,-975.00,12.00,-13.00,861.00,310.00,1035.00,3555.00,0.00,-20.00,-497.00,-140.00,-45.00,19354.00,659.00,1341.00,1310.00,-11.00,-45.00,64.00,3912.00,595.00,-176.00,-17.00,0.00,212.00,2401.00,6656.00,1501.00,0.00,0.00,0.00,-2.00,0.00,747.00,61.00,191.00,-44.00,0.00,-147.00
1971:Q2,6890.00,76.00,-287.00,404.00,5607.00,1710.00,-39.00,-1722.00,-1011.00,27.00,-17.00,836.00,575.00,-1361.00,902.00,0.00,-19.00,1285.00,-46.00,-30.00,12648.00,625.00,-114.00,1321.00,49.00,-30.00,56.00,53.00,-273.00,-163.00,-18.00,0.00,224.00,2293.00,5225.00,1710.00,0.00,0.00,0.00,227.00,0.00,439.00,-44.00,-51.00,1119.00,0.00,-5757.00
1971:Q3,21764.00,74.00,145.00,685.00,6817.00,1981.00,-197.00,7283.00,548.00,54.00,-17.00,880.00,391.00,-269.00,1628.00,0.00,-28.00,2014.00,-317.00,93.00,16929.00,624.00,1655.00,1322.00,70.00,93.00,-54.00,-879.00,264.00,233.00,-10.00,0.00,223.00,1946.00,7051.00,1981.00,0.00,0.00,0.00,-23.00,0.00,44.00,87.00,6.00,2296.00,0.00,4836.00
1971:Q4,9244.00,80.00,0.00,1052.00,7189.00,2266.00,538.00,-3638.00,332.00,-4.00,-16.00,993.00,558.00,46.00,-1273.00,0.00,-22.00,691.00,406.00,47.00,22822.00,650.00,7250.00,1376.00,-17.00,47.00,70.00,1042.00,41.00,177.00,-17.00,0.00,209.00,1422.00,6826.00,2266.00,0.00,0.00,0.00,-49.00,0.00,473.00,63.00,20.00,973.00,0.00,-13577.00
1972:Q1,23980.00,120.00,-19.00,920.00,7361.00,2291.00,-275.00,6487.00,2443.00,40.00,-18.00,1104.00,497.00,486.00,1887.00,66.00,155.00,378.00,121.00,-64.00,19286.00,691.00,2389.00,1373.00,25.00,-64.00,-133.00,816.00,542.00,-175.00,-21.00,0.00,233.00,1832.00,7470.00,2291.00,0.00,0.00,0.00,115.00,0.00,248.00,468.00,116.00,1070.00,0.00,4694.00
1972:Q2,14432.00,145.00,-196.00,285.00,5438.00,2121.00,296.00,923.00,1066.00,54.00,-17.00,1216.00,991.00,-180.00,1237.00,134.00,162.00,844.00,-142.00,55.00,16996.00,707.00,1333.00,1627.00,2.00,55.00,-33.00,2195.00,60.00,-143.00,-19.00,0.00,244.00,1272.00,5332.00,2121.00,0.00,0.00,0.00,-9.00,0.00,343.00,278.00,-17.00,1648.00,0.00,-2564.00
1972:Q3,18073.00,148.00,-621.00,503.00,7063.00,1930.00,-85.00,4185.00,-213.00,47.00,-17.00,1260.00,643.00,47.00,624.00,93.00,174.00,2198.00,60.00,34.00,15258.00,738.00,527.00,1604.00,-45.00,34.00,130.00,-1801.00,34.00,74.00,-10.00,0.00,244.00,876.00,7358.00,1930.00,0.00,0.00,0.00,-36.00,0.00,201.00,251.00,2.00,3148.00,0.00,2815.00
1972:Q4,18898.00,127.00,44.00,976.00,7367.00,1631.00,75.00,3827.00,563.00,1.00,-17.00,1239.00,422.00,51.00,-306.00,16.00,253.00,2717.00,-168.00,80.00,41979.00,786.00,20877.00,1624.00,-84.00,80.00,227.00,3432.00,813.00,254.00,-20.00,0.00,232.00,1710.00,7039.00,1631.00,0.00,0.00,0.00,-389.00,0.00,546.00,130.00,35.00,3056.00,0.00,-23080.00
1973:Q1,24588.00,111.00,358.00,968.00,8036.00,1488.00,113.00,4362.00,-97.00,3.00,13.00,1195.00,700.00,676.00,1249.00,37.00,-80.00,3863.00,473.00,1120.00,20614.00,754.00,1469.00,2151.00,2.00,120.00,-198.00,338.00,-9.00,118.00,-25.00,0.00,221.00,1378.00,7803.00,1488.00,0.00,0.00,0.00,302.00,0.00,-4.00,470.00,-180.00,4416.00,0.00,3974.00
1973:Q2,16798.00,98.00,-693.00,133.00,5517.00,1758.00,-35.00,4018.00,212.00,3.00,15.00,1187.00,764.00,-70.00,1116.00,1.00,-57.00,2575.00,155.00,101.00,18679.00,770.00,664.00,870.00,7.00,101.00,183.00,2834.00,30.00,-50.00,-25.00,0.00,213.00,2368.00,5463.00,1758.00,0.00,0.00,0.00,47.00,0.00,562.00,-256.00,-103.00,3243.00,0.00,-1881.00
1973:Q3,23089.00,93.00,-502.00,627.00,7400.00,2072.00,384.00,2669.00,-3.00,124.00,17.00,1190.00,379.00,544.00,378.00,11.00,-47.00,6003.00,178.00,1572.00,16217.00,771.00,935.00,805.00,20.00,72.00,-145.00,-4835.00,206.00,36.00,-2.00,0.00,209.00,2034.00,8231.00,2072.00,0.00,0.00,0.00,598.00,0.00,-253.00,-627.00,86.00,6005.00,0.00,6872.00
1973:Q4,15435.00,98.00,-103.00,1559.00,7854.00,2398.00,813.00,-1943.00,366.00,124.00,19.00,1203.00,522.00,1004.00,1282.00,66.00,-21.00,-181.00,-308.00,683.00,33205.00,764.00,11061.00,586.00,-57.00,683.00,357.00,5449.00,-137.00,-26.00,-12.00,0.00,214.00,3437.00,7673.00,2398.00,0.00,0.00,0.00,40.00,0.00,1120.00,-227.00,-129.00,12.00,0.00,-17770.00
1974:Q1,23479.00,154.00,127.00,1077.00,8190.00,2405.00,-789.00,6038.00,-403.00,-120.00,80.00,1219.00,444.00,142.00,1651.00,194.00,-98.00,2304.00,86.00,778.00,17744.00,739.00,2036.00,402.00,-60.00,278.00,-356.00,-3294.00,-66.00,56.00,-23.00,0.00,291.00,3745.00,8232.00,2405.00,0.00,0.00,0.00,-241.00,0.00,548.00,-258.00,11.00,3299.00,0.00,5735.00
1974:Q2,8044.00,185.00,112.00,858.00,3253.00,2142.00,61.00,-2138.00,121.00,-122.00,85.00,1241.00,894.00,65.00,-763.00,1390.00,-99.00,1094.00,114.00,-449.00,9989.00,725.00,-2017.00,318.00,26.00,-449.00,193.00,-706.00,-21.00,-47.00,-23.00,0.00,327.00,4167.00,4165.00,2142.00,-17.00,0.00,0.00,-673.00,0.00,-269.00,373.00,-218.00,1994.00,0.00,-1946.00
1974:Q3,15320.00,193.00,1660.00,1603.00,8227.00,2534.00,187.00,4009.00,-320.00,-54.00,84.00,1234.00,623.00,19.00,-803.00,-66.00,-88.00,-3981.00,-179.00,438.00,7982.00,726.00,1732.00,176.00,32.00,-62.00,63.00,-5326.00,-146.00,-142.00,-3.00,0.00,350.00,2685.00,8863.00,2534.00,-31.00,0.00,0.00,310.00,0.00,-1043.00,-315.00,-709.00,-1712.00,0.00,7338.00
1974:Q4,1192.00,178.00,530.00,2040.00,9571.00,2721.00,350.00,-13919.00,-32.00,114.00,79.00,1200.00,908.00,153.00,-4182.00,-91.00,-61.00,1690.00,-286.00,229.00,16863.00,741.00,1283.00,167.00,-52.00,229.00,1913.00,1172.00,-384.00,-83.00,-18.00,0.00,359.00,1797.00,7988.00,2721.00,-42.00,0.00,0.00,-1212.00,0.00,-1498.00,-179.00,196.00,1766.00,0.00,-15671.00
1975:Q1,40999.00,172.00,18251.00,781.00,7978.00,2637.00,-754.00,5130.00,1319.00,3.00,-15.00,1386.00,524.00,698.00,1550.00,148.00,-536.00,968.00,136.00,623.00,739.00,871.00,-15642.00,210.00,-15.00,123.00,-66.00,1380.00,126.00,166.00,-37.00,0.00,392.00,-243.00,8355.00,2637.00,-56.00,0.00,0.00,-71.00,0.00,-625.00,797.00,411.00,2025.00,0.00,40260.00
1975:Q2,19167.00,173.00,8948.00,1.00,3110.00,2490.00,178.00,1829.00,162.00,1.00,-24.00,1382.00,904.00,749.00,-3406.00,-543.00,-501.00,3785.00,-197.00,126.00,-5284.00,872.00,-12500.00,111.00,-15.00,126.00,-149.00,-1909.00,542.00,181.00,-37.00,0.00,445.00,691.00,2967.00,2490.00,17.00,0.00,0.00,424.00,0.00,-2896.00,-565.00,228.00,3693.00,0.00,24451.00
1975:Q3,42030.00,165.00,8714.00,395.00,8907.00,3160.00,-120.00,12074.00,367.00,65.00,-26.00,1550.00,703.00,-650.00,4672.00,-976.00,-389.00,3533.00,-269.00,155.00,22723.00,1008.00,-3917.00,185.00,-2.00,155.00,-239.00,8034.00,-468.00,114.00,-15.00,0.00,424.00,918.00,9272.00,3160.00,6.00,0.00,0.00,905.00,0.00,-159.00,-325.00,-266.00,3932.00,0.00,19307.00
1975:Q4,1658.00,148.00,-12324.00,1853.00,8035.00,2177.00,446.00,-1483.00,-145.00,66.00,-23.00,1891.00,1007.00,917.00,-306.00,-368.00,-399.00,142.00,265.00,-241.00,22774.00,1253.00,3281.00,557.00,-40.00,259.00,382.00,2402.00,69.00,122.00,-26.00,0.00,331.00,1255.00,8145.00,2177.00,47.00,0.00,0.00,-295.00,0.00,-479.00,-51.00,96.00,3289.00,0.00,-21116.00
1976:Q1,50422.00,158.00,21805.00,-291.00,9386.00,2455.00,-221.00,6608.00,177.00,38.00,-11.00,2242.00,719.00,534.00,1403.00,341.00,3153.00,2027.00,-308.00,207.00,9739.00,1341.00,-10841.00,853.00,-41.00,207.00,163.00,2402.00,-175.00,-145.00,-40.00,0.00,359.00,777.00,8955.00,2455.00,-8.00,0.00,0.00,-209.00,0.00,8.00,-41.00,3556.00,163.00,0.00,40684.00
1976:Q2,15421.00,143.00,2534.00,124.00,2419.00,526.00,-176.00,3113.00,-657.00,41.00,-4.00,2603.00,1243.00,-498.00,1501.00,-183.00,273.00,2219.00,-114.00,314.00,16815.00,1494.00,10606.00,1170.00,103.00,214.00,125.00,-1647.00,-313.00,-122.00,-37.00,0.00,327.00,921.00,1930.00,526.00,19.00,0.00,0.00,-403.00,0.00,-133.00,-20.00,50.00,2005.00,0.00,-1394.00
1976:Q3,38660.00,151.00,12385.00,458.00,9288.00,2254.00,418.00,7299.00,25.00,-62.00,4.00,2753.00,886.00,685.00,1228.00,-240.00,-262.00,1314.00,-152.00,228.00,25765.00,1555.00,4095.00,1288.00,51.00,328.00,-324.00,-1232.00,196.00,111.00,-18.00,0.00,328.00,5800.00,9830.00,2254.00,39.00,0.00,0.00,200.00,0.00,-498.00,-40.00,-98.00,1901.00,0.00,12894.00
1976:Q4,-5610.00,179.00,-16279.00,955.00,8781.00,3271.00,36.00,-9954.00,-51.00,-55.00,8.00,2692.00,818.00,1249.00,-253.00,155.00,-602.00,2454.00,666.00,320.00,21844.00,1522.00,339.00,1346.00,-24.00,220.00,-226.00,-886.00,-176.00,61.00,-33.00,0.00,357.00,5807.00,8220.00,3271.00,-30.00,0.00,0.00,-61.00,0.00,-100.00,-30.00,-292.00,2559.00,0.00,-27454.00
1977:Q1,46181.00,207.00,17041.00,289.00,9193.00,3314.00,-587.00,6671.00,371.00,178.00,134.00,2945.00,1027.00,305.00,1951.00,171.00,491.00,2075.00,288.00,117.00,36312.00,1744.00,7859.00,1404.00,4.00,117.00,-199.00,3229.00,-233.00,32.00,-49.00,0.00,561.00,5730.00,9718.00,3314.00,35.00,0.00,0.00,-67.00,0.00,-333.00,2.00,984.00,2459.00,0.00,9869.00
1977:Q2,23428.00,236.00,1816.00,-959.00,7597.00,1333.00,254.00,7676.00,-678.00,211.00,137.00,3115.00,1102.00,577.00,-682.00,-229.00,586.00,1035.00,-24.00,325.00,19010.00,1900.00,306.00,1506.00,-69.00,325.00,16.00,3866.00,-50.00,-29.00,-44.00,0.00,573.00,62.00,7384.00,1333.00,-77.00,0.00,0.00,388.00,0.00,95.00,-2.00,-142.00,1670.00,0.00,4419.00
1977:Q3,34995.00,242.00,15987.00,207.00,2385.00,1867.00,334.00,5861.00,426.00,29.00,141.00,3233.00,1146.00,-385.00,2418.00,-76.00,-433.00,1315.00,97.00,200.00,30144.00,1932.00,15037.00,1526.00,-70.00,200.00,-60.00,-774.00,-82.00,5.00,-32.00,0.00,568.00,4604.00,3099.00,1867.00,-2.00,0.00,0.00,26.00,0.00,849.00,0.00,-257.00,1708.00,0.00,4851.00
1977:Q4,11727.00,224.00,-911.00,410.00,9658.00,1389.00,182.00,-4683.00,486.00,10.00,148.00,3300.00,1222.00,835.00,-1741.00,12.00,-1841.00,2710.00,22.00,295.00,41303.00,1839.00,26399.00,1605.00,-19.00,195.00,-434.00,-1313.00,-229.00,4.00,-38.00,0.00,540.00,348.00,9557.00,1389.00,-63.00,0.00,0.00,626.00,0.00,-33.00,80.00,-1995.00,2845.00,0.00,-29576.00
1978:Q1,59740.00,250.00,25376.00,1531.00,11004.00,1711.00,-406.00,10256.00,438.00,78.00,22.00,3390.00,1155.00,567.00,1257.00,362.00,1731.00,59.00,524.00,435.00,49197.00,1798.00,18004.00,1532.00,-3.00,335.00,-180.00,3579.00,515.00,279.00,174.00,0.00,453.00,5712.00,11159.00,1711.00,-30.00,0.00,0.00,522.00,0.00,-355.00,-62.00,2401.00,1653.00,0.00,10543.00
