1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q2,562051.00,348316.00,312356.00,35960.00,55800.00,18688.00,70229.00,64280.00,64064.00,51843.00,8265.00,3956.00,26264.00,22672.00,3592.00,37800.00,16092.00,12424.00,1128.00,2540.00,21708.00,16747.00,3545.00,1416.00,216.00,5949.00,6123.00,-174.00,14982.00,52938.00,2176.00,2520.00,1836.00,684.00,0.00,754.00,562051.00,53801.00,23707.00,-3387.00,4337.00,631835.00
1963:Q3,570584.00,353418.00,316845.00,36573.00,56228.00,18843.00,71657.00,65537.00,65769.00,53512.00,8245.00,4012.00,27004.00,23404.00,3600.00,38765.00,16332.00,12544.00,1200.00,2588.00,22433.00,17564.00,3445.00,1424.00,-232.00,6120.00,6286.00,-166.00,15454.00,53919.00,2296.00,2537.00,1884.00,653.00,0.00,824.00,570584.00,54467.00,23998.00,349.00,4438.00,644960.00
1963:Q4,580629.00,359576.00,322240.00,37336.00,57589.00,18837.00,72950.00,66652.00,67404.00,54927.00,8266.00,4211.00,27660.00,24016.00,3644.00,39744.00,16760.00,12752.00,1192.00,2816.00,22984.00,18159.00,3430.00,1395.00,-752.00,6298.00,6440.00,-142.00,15910.00,54682.00,2432.00,2621.00,1956.00,665.00,0.00,896.00,580629.00,55183.00,24343.00,-690.00,4625.00,654840.00
1964:Q1,593021.00,365997.00,328222.00,37775.00,57915.00,18840.00,77053.00,70569.00,70805.00,57599.00,8646.00,4560.00,27904.00,23732.00,4172.00,42901.00,17456.00,13080.00,1128.00,3248.00,25445.00,20787.00,3346.00,1312.00,-236.00,6484.00,6585.00,-101.00,16688.00,55671.00,2728.00,2720.00,2072.00,648.00,0.00,865.00,593021.00,55946.00,24655.00,2585.00,5058.00,671149.00
1964:Q2,603134.00,373464.00,334833.00,38631.00,58821.00,18779.00,77320.00,70653.00,70797.00,57655.00,8734.00,4408.00,27964.00,23712.00,4252.00,42833.00,18020.00,13808.00,1072.00,3140.00,24813.00,20135.00,3410.00,1268.00,-144.00,6667.00,6744.00,-77.00,17258.00,56746.00,2880.00,2784.00,2172.00,612.00,0.00,842.00,603134.00,56784.00,24966.00,748.00,4875.00,680757.00
1964:Q3,614502.00,380860.00,341409.00,39451.00,59286.00,18863.00,78440.00,71592.00,72492.00,59218.00,8801.00,4473.00,28584.00,24284.00,4300.00,43908.00,18412.00,14244.00,944.00,3224.00,25496.00,20690.00,3557.00,1249.00,-900.00,6848.00,6918.00,-70.00,18023.00,57881.00,2648.00,3206.00,2240.00,966.00,0.00,591.00,614502.00,57693.00,25257.00,402.00,5048.00,692806.00
1964:Q4,622706.00,386965.00,346687.00,40278.00,60504.00,18841.00,78019.00,70994.00,71690.00,58417.00,8837.00,4436.00,28168.00,23824.00,4344.00,43522.00,18888.00,14852.00,836.00,3200.00,24634.00,19741.00,3657.00,1236.00,-696.00,7025.00,7105.00,-80.00,18196.00,58778.00,2660.00,3306.00,2264.00,1042.00,0.00,757.00,622706.00,58676.00,25535.00,-3796.00,4698.00,698423.00
1965:Q1,641338.00,393830.00,352814.00,41016.00,61947.00,19082.00,85843.00,78643.00,79043.00,65591.00,8681.00,4771.00,29556.00,25888.00,3668.00,49487.00,19208.00,14960.00,704.00,3544.00,30279.00,24743.00,4309.00,1227.00,-400.00,7200.00,7307.00,-107.00,19136.00,60184.00,2924.00,3503.00,2332.00,1171.00,0.00,737.00,641338.00,59732.00,25854.00,-2241.00,5435.00,719248.00
1965:Q2,652587.00,400847.00,358877.00,41970.00,63177.00,19271.00,88045.00,80686.00,81806.00,67985.00,8877.00,4944.00,30504.00,26732.00,3772.00,51302.00,19888.00,15696.00,620.00,3572.00,31414.00,25557.00,4485.00,1372.00,-1120.00,7359.00,7492.00,-133.00,19577.00,60340.00,2972.00,3505.00,2300.00,1205.00,0.00,797.00,652587.00,60887.00,26228.00,-1691.00,5641.00,732370.00
1965:Q3,663844.00,409292.00,366215.00,43077.00,63967.00,19503.00,89261.00,81757.00,83277.00,69351.00,9310.00,4616.00,31084.00,27140.00,3944.00,52193.00,20540.00,16644.00,640.00,3256.00,31653.00,25567.00,4726.00,1360.00,-1520.00,7504.00,7661.00,-157.00,20146.00,60516.00,2988.00,3487.00,2244.00,1243.00,0.00,660.00,663844.00,62144.00,26613.00,2836.00,5253.00,750184.00
1965:Q4,683235.00,421414.00,377121.00,44293.00,65558.00,19491.00,94006.00,86373.00,88313.00,73473.00,10348.00,4492.00,33116.00,28788.00,4328.00,55197.00,21184.00,17480.00,752.00,2952.00,34013.00,27205.00,5268.00,1540.00,-1940.00,7633.00,7812.00,-179.00,20143.00,61796.00,3144.00,3445.00,2184.00,1261.00,0.00,526.00,683235.00,63500.00,26963.00,4192.00,4787.00,773103.00
1966:Q1,703541.00,434086.00,385763.00,48323.00,69226.00,19835.00,97371.00,89625.00,90821.00,75707.00,10766.00,4348.00,34168.00,29904.00,4264.00,56653.00,21268.00,17576.00,932.00,2760.00,35385.00,28227.00,5570.00,1588.00,-1196.00,7746.00,7946.00,-200.00,21330.00,61365.00,3564.00,3420.00,2152.00,1268.00,0.00,472.00,703541.00,64956.00,27341.00,6488.00,4998.00,797328.00
1966:Q2,713366.00,445416.00,395903.00,49513.00,67204.00,19757.00,96367.00,88536.00,91200.00,76107.00,10606.00,4487.00,34208.00,29904.00,4304.00,56992.00,20876.00,16936.00,1072.00,2868.00,36116.00,29267.00,5230.00,1619.00,-2664.00,7831.00,8043.00,-212.00,22005.00,62827.00,3928.00,3380.00,2108.00,1272.00,0.00,338.00,713366.00,66424.00,27888.00,4526.00,5052.00,807152.00
1966:Q3,724700.00,456722.00,406132.00,50590.00,67162.00,20022.00,94828.00,86941.00,90553.00,75155.00,10850.00,4548.00,33872.00,29404.00,4468.00,56681.00,20532.00,16572.00,1164.00,2796.00,36149.00,29179.00,5218.00,1752.00,-3612.00,7887.00,8101.00,-214.00,22829.00,63748.00,4064.00,3366.00,2088.00,1278.00,0.00,87.00,724700.00,67905.00,28363.00,4797.00,4967.00,820798.00
1966:Q4,737157.00,464917.00,413485.00,51432.00,68144.00,20029.00,95921.00,88005.00,88961.00,73498.00,10735.00,4728.00,33276.00,28756.00,4520.00,55685.00,20004.00,15920.00,1140.00,2944.00,35681.00,28822.00,5075.00,1784.00,-956.00,7916.00,8122.00,-206.00,23887.00,64904.00,4240.00,3402.00,2104.00,1298.00,0.00,193.00,737157.00,69396.00,28898.00,4676.00,5263.00,834864.00
1967:Q1,743509.00,471121.00,418841.00,52280.00,68901.00,20254.00,93345.00,85431.00,85803.00,70217.00,10898.00,4688.00,32500.00,27536.00,4964.00,53303.00,21064.00,17104.00,1140.00,2820.00,32239.00,25577.00,4794.00,1868.00,-372.00,7914.00,8104.00,-190.00,24707.00,65564.00,3992.00,3468.00,2156.00,1312.00,0.00,141.00,743509.00,70899.00,29345.00,7513.00,5221.00,846045.00
1967:Q2,750175.00,476779.00,423604.00,53175.00,68497.00,20372.00,92169.00,84294.00,85618.00,70081.00,11085.00,4452.00,32204.00,27196.00,5008.00,53414.00,21680.00,17896.00,1112.00,2672.00,31734.00,24989.00,4965.00,1780.00,-1324.00,7875.00,8051.00,-176.00,25583.00,66832.00,3872.00,3567.00,2216.00,1351.00,0.00,248.00,750175.00,72472.00,29849.00,3641.00,5080.00,851057.00
1967:Q3,765600.00,486444.00,432009.00,54435.00,70526.00,20428.00,93214.00,85418.00,87146.00,70937.00,11189.00,5020.00,32484.00,27440.00,5044.00,54662.00,22072.00,17560.00,1028.00,3484.00,32590.00,25937.00,5117.00,1536.00,-1728.00,7796.00,7961.00,-165.00,25966.00,68746.00,3684.00,3688.00,2296.00,1392.00,0.00,272.00,765600.00,74112.00,30471.00,2120.00,5689.00,866614.00
1967:Q4,781489.00,497431.00,441583.00,55848.00,69972.00,20326.00,96734.00,89055.00,91847.00,75298.00,11609.00,4940.00,34408.00,29140.00,5268.00,57439.00,21224.00,16532.00,948.00,3744.00,36215.00,29626.00,5393.00,1196.00,-2792.00,7679.00,7836.00,-157.00,26370.00,70606.00,3696.00,3789.00,2380.00,1409.00,0.00,-43.00,781489.00,75820.00,31108.00,369.00,5584.00,883202.00
1968:Q1,802459.00,512150.00,454210.00,57940.00,71681.00,20091.00,98123.00,90600.00,95276.00,77502.00,12554.00,5220.00,38728.00,32860.00,5868.00,56548.00,22604.00,18648.00,1060.00,2896.00,33944.00,25994.00,5626.00,2324.00,-4676.00,7523.00,7675.00,-152.00,26847.00,73367.00,4036.00,3913.00,2504.00,1409.00,0.00,323.00,802459.00,77596.00,31842.00,5055.00,5817.00,911135.00
1968:Q2,823708.00,525315.00,465923.00,59392.00,73177.00,20087.00,102113.00,94666.00,97590.00,79093.00,13005.00,5492.00,39496.00,33380.00,6116.00,58094.00,23372.00,18604.00,1064.00,3704.00,34722.00,27109.00,5825.00,1788.00,-2924.00,7447.00,7593.00,-146.00,27324.00,75424.00,4204.00,4128.00,2720.00,1408.00,0.00,344.00,823708.00,79509.00,32404.00,6676.00,6000.00,936297.00
1968:Q3,842773.00,539195.00,478330.00,60865.00,74951.00,20226.00,102642.00,95188.00,98140.00,79282.00,13130.00,5728.00,39664.00,33436.00,6228.00,58476.00,23968.00,19376.00,1160.00,3432.00,34508.00,26470.00,5742.00,2296.00,-2952.00,7454.00,7591.00,-137.00,27670.00,77693.00,4220.00,4272.00,2888.00,1384.00,0.00,344.00,842773.00,81559.00,32966.00,1301.00,6252.00,952347.00
1968:Q4,859298.00,551742.00,489423.00,62319.00,75506.00,20039.00,104110.00,96567.00,100619.00,81653.00,12862.00,6104.00,40624.00,34460.00,6164.00,59995.00,24196.00,19524.00,1232.00,3440.00,35799.00,27669.00,5466.00,2664.00,-4052.00,7543.00,7669.00,-126.00,28368.00,79144.00,4236.00,4419.00,3040.00,1379.00,0.00,206.00,859298.00,83744.00,33676.00,-318.00,6271.00,970129.00
1969:Q1,875726.00,564226.00,499068.00,65158.00,75631.00,20247.00,103476.00,95762.00,100694.00,80729.00,13704.00,6261.00,41460.00,34980.00,6480.00,59234.00,23964.00,19028.00,1216.00,3720.00,35270.00,26721.00,6008.00,2541.00,-4932.00,7714.00,7826.00,-112.00,31168.00,80589.00,4340.00,4716.00,3260.00,1456.00,0.00,13.00,875726.00,86067.00,34389.00,5571.00,6334.00,995419.00
1969:Q2,892125.00,578237.00,511382.00,66855.00,77111.00,20314.00,100332.00,92583.00,97803.00,77968.00,13399.00,6436.00,40428.00,33920.00,6508.00,57375.00,24124.00,19160.00,1268.00,3696.00,33251.00,24888.00,5623.00,2740.00,-5220.00,7749.00,7860.00,-111.00,32871.00,82901.00,4464.00,4827.00,3356.00,1471.00,0.00,-4.00,892125.00,88343.00,35120.00,1934.00,6161.00,1011361.00
1969:Q3,910846.00,595033.00,526431.00,68602.00,77967.00,20474.00,97418.00,89766.00,94702.00,74557.00,13397.00,6748.00,39140.00,32556.00,6584.00,55562.00,24268.00,18812.00,1392.00,4064.00,31294.00,23189.00,5421.00,2684.00,-4936.00,7652.00,7772.00,-120.00,34600.00,85217.00,4668.00,4837.00,3368.00,1469.00,0.00,-32.00,910846.00,90571.00,35717.00,831.00,5948.00,1032017.00
1969:Q4,919384.00,606565.00,536451.00,70114.00,77313.00,20465.00,92440.00,85019.00,93411.00,72431.00,14044.00,6936.00,38880.00,31920.00,6960.00,54531.00,24600.00,19104.00,1632.00,3864.00,29931.00,21407.00,5452.00,3072.00,-8392.00,7421.00,7562.00,-141.00,35694.00,86717.00,4664.00,4812.00,3340.00,1472.00,0.00,42.00,919384.00,92752.00,36493.00,-1870.00,6017.00,1040742.00
1970:Q1,923921.00,616660.00,545098.00,71562.00,77071.00,20487.00,84663.00,77607.00,86399.00,64983.00,14216.00,7200.00,34468.00,27492.00,6976.00,51931.00,24508.00,18272.00,1788.00,4448.00,27423.00,19219.00,5452.00,2752.00,-8792.00,7056.00,7229.00,-173.00,37370.00,88466.00,4736.00,4617.00,3124.00,1493.00,0.00,-677.00,923921.00,94886.00,37296.00,3711.00,6287.00,1053527.00
1970:Q2,935815.00,621992.00,549066.00,72926.00,76711.00,20274.00,88470.00,81770.00,86350.00,64478.00,14491.00,7381.00,34652.00,27512.00,7140.00,51698.00,24260.00,18484.00,2044.00,3732.00,27438.00,18482.00,5307.00,3649.00,-4580.00,6700.00,6901.00,-201.00,39484.00,90535.00,4820.00,4463.00,2968.00,1495.00,0.00,-1294.00,935815.00,97089.00,38124.00,5719.00,6637.00,1070110.00
1970:Q3,950264.00,629990.00,555722.00,74268.00,78484.00,20915.00,88383.00,82028.00,88276.00,64977.00,16011.00,7288.00,35724.00,28024.00,7700.00,52552.00,24240.00,18044.00,2172.00,4024.00,28312.00,18909.00,6139.00,3264.00,-6248.00,6355.00,6579.00,-224.00,41771.00,92512.00,4740.00,4225.00,2848.00,1377.00,0.00,-1276.00,950264.00,99360.00,38934.00,6487.00,6584.00,1088461.00
1970:Q4,950586.00,631826.00,556354.00,75472.00,78944.00,21220.00,83458.00,77438.00,84026.00,60251.00,17243.00,6532.00,34184.00,26116.00,8068.00,49842.00,24220.00,18380.00,2300.00,3540.00,25622.00,15755.00,6875.00,2992.00,-6588.00,6020.00,6263.00,-243.00,43237.00,94139.00,4812.00,4123.00,2764.00,1359.00,0.00,-1549.00,950586.00,101698.00,39745.00,5497.00,6064.00,1091462.00
1971:Q1,987389.00,649866.00,570513.00,79353.00,80315.00,21191.00,96622.00,90928.00,94536.00,70180.00,16880.00,7476.00,37824.00,29812.00,8012.00,56712.00,25048.00,18912.00,2336.00,3800.00,31664.00,21456.00,6532.00,3676.00,-3608.00,5694.00,5951.00,-257.00,44318.00,97652.00,4764.00,4131.00,2676.00,1455.00,0.00,-1942.00,987389.00,104104.00,40465.00,13267.00,7414.00,1137811.00
1971:Q2,1007290.00,661822.00,580449.00,81373.00,82848.00,21776.00,98738.00,93068.00,97736.00,72416.00,17360.00,7960.00,38568.00,30560.00,8008.00,59168.00,24956.00,17584.00,2144.00,5228.00,34212.00,24272.00,7208.00,2732.00,-4668.00,5670.00,5927.00,-257.00,45292.00,98947.00,4812.00,4104.00,2656.00,1448.00,0.00,-1425.00,1007290.00,106479.00,41049.00,12512.00,7975.00,1159355.00
1971:Q3,1025462.00,672192.00,588790.00,83402.00,84595.00,22151.00,101436.00,95488.00,101096.00,74659.00,18685.00,7752.00,37916.00,29544.00,8372.00,63180.00,25168.00,19008.00,2276.00,3884.00,38012.00,26107.00,8037.00,3868.00,-5608.00,5948.00,6191.00,-243.00,45527.00,101674.00,4512.00,4153.00,2696.00,1457.00,0.00,-1754.00,1025462.00,108823.00,41491.00,11797.00,7260.00,1180313.00
1971:Q4,1047915.00,684242.00,598442.00,85800.00,87858.00,22600.00,105790.00,99263.00,103715.00,76877.00,18606.00,8232.00,38352.00,30064.00,8288.00,65363.00,24936.00,17076.00,2012.00,5848.00,40427.00,29737.00,8306.00,2384.00,-4452.00,6527.00,6742.00,-215.00,45769.00,103699.00,4612.00,4240.00,2756.00,1484.00,0.00,-1671.00,1047915.00,111134.00,41918.00,346.00,7728.00,1193585.00
1972:Q1,1081235.00,710554.00,618471.00,92083.00,87904.00,23207.00,111518.00,104109.00,109925.00,81789.00,19272.00,8864.00,40368.00,31936.00,8432.00,69557.00,26104.00,19900.00,2324.00,3880.00,43453.00,29953.00,8516.00,4984.00,-5816.00,7409.00,7581.00,-172.00,46644.00,104560.00,6103.00,4540.00,2916.00,1624.00,0.00,-1589.00,1081235.00,113414.00,42714.00,4620.00,8175.00,1233808.00
1972:Q2,1101651.00,724746.00,630373.00,94373.00,91327.00,20259.00,113410.00,105437.00,111285.00,82518.00,19679.00,9088.00,40660.00,32040.00,8620.00,70625.00,26428.00,19788.00,2292.00,4348.00,44197.00,30690.00,8767.00,4740.00,-5848.00,7973.00,8093.00,-120.00,47887.00,106786.00,6203.00,4695.00,3036.00,1659.00,0.00,-1256.00,1101651.00,115956.00,43066.00,17565.00,8116.00,1270122.00
1972:Q3,1131417.00,738110.00,642325.00,95785.00,95535.00,23981.00,118171.00,109952.00,115772.00,86752.00,19092.00,9928.00,41952.00,33504.00,8448.00,73820.00,27104.00,19712.00,2264.00,5128.00,46716.00,33536.00,8380.00,4800.00,-5820.00,8219.00,8278.00,-59.00,50183.00,108862.00,7175.00,4874.00,3188.00,1686.00,0.00,-1124.00,1131417.00,118762.00,43626.00,8951.00,8919.00,1293837.00
1972:Q4,1177605.00,761151.00,663970.00,97181.00,105614.00,23856.00,125749.00,117600.00,126556.00,96537.00,19763.00,10256.00,46384.00,37700.00,8684.00,80172.00,27708.00,19288.00,2200.00,6220.00,52464.00,39549.00,8879.00,4036.00,-8956.00,8149.00,8137.00,12.00,52441.00,111504.00,7063.00,5007.00,3308.00,1699.00,0.00,-654.00,1177605.00,121831.00,44218.00,-2608.00,9023.00,1332023.00
1973:Q1,1214687.00,787759.00,683351.00,104408.00,104145.00,23633.00,133496.00,125735.00,141563.00,108423.00,20656.00,12484.00,49736.00,40656.00,9080.00,91827.00,28396.00,19688.00,2292.00,6416.00,63431.00,48079.00,9284.00,6068.00,-15828.00,7761.00,7669.00,92.00,53019.00,114600.00,5944.00,5576.00,3628.00,1948.00,0.00,-1597.00,1214687.00,125164.00,45079.00,6420.00,10670.00,1380680.00
1973:Q2,1239404.00,805567.00,700188.00,105379.00,109942.00,23485.00,131250.00,124017.00,145069.00,109739.00,21285.00,14045.00,50208.00,40584.00,9624.00,94861.00,29308.00,20580.00,2416.00,6312.00,65553.00,48575.00,9245.00,7733.00,-21052.00,7233.00,7086.00,147.00,54794.00,116185.00,5704.00,5889.00,3864.00,2025.00,0.00,-2004.00,1239404.00,129026.00,46051.00,14740.00,11626.00,1417595.00
1973:Q3,1267823.00,822756.00,716164.00,106592.00,113790.00,22482.00,133028.00,126465.00,145145.00,107694.00,21047.00,16404.00,48592.00,38908.00,9684.00,96553.00,30404.00,21424.00,2436.00,6544.00,66149.00,47362.00,8927.00,9860.00,-18680.00,6563.00,6387.00,176.00,58863.00,118397.00,4717.00,5647.00,4064.00,1583.00,0.00,-2423.00,1267823.00,133421.00,47009.00,2437.00,13877.00,1436813.00
1973:Q4,1306011.00,844072.00,735343.00,108729.00,122206.00,23433.00,135784.00,130029.00,152745.00,114688.00,21398.00,16659.00,51356.00,41488.00,9868.00,101389.00,31520.00,21308.00,2284.00,7928.00,69869.00,51892.00,9246.00,8731.00,-22716.00,5755.00,5574.00,181.00,62317.00,119698.00,4555.00,5848.00,4204.00,1644.00,0.00,-2792.00,1306011.00,138346.00,48224.00,790.00,14302.00,1479069.00
1974:Q1,1318165.00,860853.00,748181.00,112672.00,115734.00,23676.00,130296.00,125492.00,157260.00,117396.00,20653.00,19211.00,49744.00,40280.00,9464.00,107516.00,32544.00,20276.00,2028.00,10240.00,74972.00,56840.00,9161.00,8971.00,-31768.00,4804.00,4645.00,159.00,66762.00,120806.00,3556.00,6298.00,4332.00,1966.00,0.00,-2704.00,1318165.00,143803.00,49824.00,-71.00,17067.00,1494654.00
1974:Q2,1338927.00,881078.00,765297.00,115781.00,108637.00,23079.00,128925.00,125463.00,162207.00,123489.00,20554.00,18164.00,52156.00,42384.00,9772.00,110051.00,33308.00,23048.00,2132.00,8128.00,76743.00,58057.00,8650.00,10036.00,-36744.00,3462.00,3359.00,103.00,71596.00,124068.00,2892.00,6570.00,4512.00,2058.00,0.00,-2134.00,1338927.00,149727.00,51879.00,10084.00,16397.00,1534220.00
1974:Q3,1364949.00,902838.00,783131.00,119707.00,111000.00,23432.00,124284.00,122556.00,172572.00,134134.00,21413.00,17025.00,57324.00,46968.00,10356.00,115248.00,33568.00,22144.00,1888.00,9536.00,81680.00,65022.00,9169.00,7489.00,-50016.00,1728.00,1716.00,12.00,75229.00,127054.00,3172.00,6972.00,4880.00,2092.00,0.00,-2688.00,1364949.00,156121.00,54228.00,3376.00,15277.00,1563397.00
1974:Q4,1381079.00,916512.00,792519.00,123993.00,113481.00,23170.00,119314.00,119712.00,154068.00,118081.00,20511.00,15476.00,51916.00,41764.00,10152.00,102152.00,33456.00,20660.00,1640.00,11156.00,68696.00,55657.00,8719.00,4320.00,-34356.00,-398.00,-284.00,-114.00,80423.00,127680.00,3608.00,7312.00,5228.00,2084.00,0.00,-3205.00,1381079.00,162982.00,56109.00,16174.00,13339.00,1603005.00
1975:Q1,1387990.00,921174.00,791920.00,129254.00,112735.00,22898.00,117750.00,120667.00,133019.00,98563.00,20596.00,13860.00,43792.00,33848.00,9944.00,89227.00,32932.00,24840.00,1896.00,6196.00,56295.00,39875.00,8756.00,7664.00,-12352.00,-2917.00,-2642.00,-275.00,84428.00,128821.00,4220.00,8356.00,6148.00,2208.00,0.00,-3952.00,1387990.00,170312.00,57369.00,15278.00,11396.00,1619553.00
1975:Q2,1418787.00,934126.00,800367.00,133759.00,114317.00,22642.00,128940.00,133846.00,140826.00,107566.00,19907.00,13353.00,46788.00,37316.00,9472.00,94038.00,32680.00,24220.00,1788.00,6672.00,61358.00,46030.00,8647.00,6681.00,-6980.00,-4906.00,-4489.00,-417.00,85087.00,133011.00,4264.00,9097.00,6900.00,2197.00,0.00,-4169.00,1418787.00,176635.00,58329.00,14353.00,11656.00,1656448.00
1975:Q3,1477005.00,959019.00,821293.00,137726.00,120707.00,22484.00,149762.00,156127.00,167855.00,133789.00,19698.00,14368.00,57208.00,47720.00,9488.00,110647.00,32852.00,24092.00,1768.00,6992.00,77795.00,61977.00,8442.00,7376.00,-11728.00,-6365.00,-5826.00,-539.00,86691.00,138199.00,4564.00,9276.00,7096.00,2180.00,0.00,-4569.00,1477005.00,181953.00,59141.00,8711.00,12998.00,1713812.00
1975:Q4,1520846.00,986382.00,845772.00,140610.00,125195.00,22092.00,158982.00,166275.00,177391.00,138944.00,21503.00,16944.00,58796.00,48748.00,10048.00,118595.00,33376.00,25132.00,1880.00,6364.00,85219.00,65064.00,9575.00,10580.00,-11116.00,-7293.00,-6651.00,-642.00,87300.00,141137.00,4928.00,9415.00,7232.00,2183.00,0.00,-4729.00,1520846.00,186264.00,60145.00,14578.00,15966.00,1765867.00
1976:Q1,1571297.00,1017641.00,871218.00,146423.00,126394.00,21949.00,175111.00,182802.00,193546.00,153823.00,23711.00,16012.00,66620.00,55396.00,11224.00,126926.00,36160.00,24140.00,1864.00,10156.00,90766.00,74287.00,10623.00,5856.00,-10744.00,-7691.00,-6966.00,-725.00,86849.00,141674.00,5136.00,9549.00,7048.00,2501.00,0.00,-2734.00,1571297.00,189570.00,61200.00,18188.00,15746.00,1824509.00
1976:Q2,1596930.00,1038401.00,889382.00,149019.00,128628.00,20767.00,173151.00,181031.00,195931.00,154477.00,24870.00,16584.00,65180.00,53688.00,11492.00,130751.00,38112.00,27876.00,2236.00,8000.00,92639.00,72913.00,11142.00,8584.00,-14900.00,-7880.00,-7069.00,-811.00,89307.00,144856.00,4836.00,9394.00,6980.00,2414.00,0.00,-2738.00,1596930.00,193670.00,62136.00,20853.00,16645.00,1856944.00
1976:Q3,1628948.00,1061237.00,908452.00,152785.00,132685.00,20336.00,174747.00,182604.00,197820.00,155241.00,26183.00,16396.00,64892.00,52940.00,11952.00,132928.00,39924.00,28972.00,2420.00,8532.00,93004.00,73329.00,11811.00,7864.00,-15216.00,-7857.00,-6959.00,-898.00,90902.00,147693.00,5068.00,9050.00,6656.00,2394.00,0.00,-2634.00,1628948.00,198562.00,63158.00,16950.00,17119.00,1890499.00
1976:Q4,1661888.00,1087658.00,929928.00,157730.00,136190.00,19434.00,174343.00,181967.00,197559.00,152724.00,27636.00,17199.00,64460.00,51956.00,12504.00,133099.00,41860.00,30112.00,2600.00,9148.00,91239.00,70656.00,12532.00,8051.00,-15592.00,-7624.00,-6638.00,-986.00,92560.00,151329.00,5460.00,8551.00,6092.00,2459.00,0.00,-2717.00,1661888.00,204246.00,64296.00,25861.00,17877.00,1938414.00
1977:Q1,1705572.00,1116267.00,950043.00,166224.00,138591.00,17133.00,184122.00,191303.00,212751.00,164065.00,29539.00,19147.00,68804.00,55852.00,12952.00,143947.00,42676.00,29220.00,2532.00,10924.00,101271.00,78993.00,14055.00,8223.00,-21448.00,-7181.00,-6105.00,-1076.00,95238.00,154836.00,5820.00,8160.00,5468.00,2692.00,0.00,-2955.00,1705572.00,210724.00,65451.00,31553.00,20765.00,1992535.00
1977:Q2,1775956.00,1153367.00,980908.00,172459.00,140511.00,16625.00,204910.00,211847.00,227171.00,176226.00,31766.00,19179.00,74384.00,60712.00,13672.00,152787.00,43940.00,29856.00,2620.00,11464.00,108847.00,85658.00,15474.00,7715.00,-15324.00,-6937.00,-5828.00,-1109.00,103630.00,158028.00,5856.00,7823.00,5004.00,2819.00,0.00,-3082.00,1775956.00,217476.00,66626.00,20857.00,20749.00,2060166.00
1977:Q3,1832791.00,1185339.00,1007506.00,177833.00,142367.00,15760.00,219642.00,226531.00,235983.00,182671.00,33553.00,19759.00,76748.00,62632.00,14116.00,159235.00,45632.00,31232.00,2828.00,11572.00,113603.00,88807.00,16609.00,8187.00,-9452.00,-6889.00,-5806.00,-1083.00,110142.00,161532.00,6416.00,8029.00,4860.00,3169.00,0.00,-3604.00,1832791.00,224500.00,67688.00,18293.00,20885.00,2122387.00
1977:Q4,1880299.00,1220968.00,1038175.00,182793.00,156496.00,15264.00,214458.00,221499.00,238067.00,184159.00,35544.00,18364.00,77828.00,63116.00,14712.00,160239.00,46828.00,33336.00,3136.00,10356.00,113411.00,87707.00,17696.00,8008.00,-16568.00,-7041.00,-6041.00,-1000.00,114544.00,164260.00,10308.00,8312.00,5028.00,3284.00,0.00,-3695.00,1880299.00,231796.00,69075.00,6315.00,18769.00,2168716.00
1978:Q1,1920344.00,1255797.00,1064212.00,191585.00,158525.00,16494.00,209938.00,217327.00,238131.00,178468.00,37227.00,22436.00,72496.00,56724.00,15772.00,165635.00,48268.00,33932.00,3324.00,11012.00,117367.00,87812.00,18131.00,11424.00,-20804.00,-7389.00,-6531.00,-858.00,115652.00,166912.00,8680.00,9352.00,5644.00,3708.00,0.00,-3646.00,1920344.00,239367.00,70558.00,512.00,22093.00,2208688.00
1978:Q2,2014328.00,1302938.00,1105952.00,196986.00,166114.00,16188.00,239724.00,247550.00,270750.00,210791.00,40278.00,19681.00,86616.00,69724.00,16892.00,184134.00,49456.00,33088.00,3368.00,13000.00,134678.00,107979.00,20018.00,6681.00,-23200.00,-7826.00,-7043.00,-783.00,117823.00,173059.00,8368.00,10034.00,6176.00,3858.00,0.00,-3184.00,2014328.00,247493.00,72192.00,21299.00,18749.00,2336563.00
1978:Q3,2060317.00,1339167.00,1137127.00,202040.00,168343.00,17398.00,246224.00,254575.00,277887.00,213089.00,42330.00,22468.00,87428.00,69528.00,17900.00,190459.00,51776.00,37468.00,3916.00,10392.00,138683.00,106093.00,20514.00,12076.00,-23312.00,-8351.00,-7575.00,-776.00,118892.00,169711.00,8288.00,10731.00,6748.00,3983.00,0.00,-1861.00,2060317.00,256178.00,73805.00,29456.00,20890.00,2398866.00
