date,FL154090005.A,FL144090005.A,FL214090005.A,FL314090005.A,FL384090005.A,FL794090005.A,FL264090005.A,FL894090005.A,FL907005015.A,FL154190005.A,FL144194005.A,FL214190005.A,FL314190005.A,FL384194005.A,FL794194005.A,FL264194005.A,FL894194005.A,FL154190005.A,FL144190005.A,FL214190005.A,FL314190005.A,FL384190005.A,FL794190005.A,FL264190005.A,FL894190005.A,FL313011005.A,FL313111303.A,FL313011005.A,FL313111303.A,FL713011005.A,FL263011005.A,FL263111005.A,FL893011005.A,FL893111005.A,FL903011005.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL313112003.A,FL313112003.A,FL713012003.A,FL713012003.A,FL313112003.A,FL903012005.A,FL153091003.A,FL103091003.A,FL383091005.A,FL633091003.A,FL263191005.A,FL893091005.A,FL263191005.A,FL903091005.A,FL794010005.A,FL794110005.A,FL264016005.A,FL894010005.A,FL794110005.A,FL904010005.A,FL153020005.A,FL143020005.A,FL213020005.A,FL313020005.A,FL383020005.A,FL793020005.A,FL793120005.A,FL263020005.A,FL893020005.A,FL793120005.A,FL903020005.A,FL153030005.A,FL143030005.A,FL213030005.A,FL313030003.A,FL383030005.A,FL793030005.A,FL703130005.A,FL263030005.A,FL703130005.A,FL703130005.A,FL153034005.A,FL143034005.A,FL213034003.A,FL383034005.A,FL793034005.A,FL634090005.A,FL263034003.A,FL634090005.A,FL634090005.A,FL102051003.A,FL212051003.A,FL382051005.A,FL792050005.A,FL792150005.A,FL262051003.A,FL262151003.A,FL892050005.A,FL892150005.A,FL902050005.A,FL154022005.A,FL163162003.A,FL144022005.A,FL104122005.A,FL214022005.A,FL213162005.A,FL314022005.A,FL314122005.A,FL384022005.A,FL384122005.A,FL794022005.A,FL794122005.A,FL264022005.A,FL264122005.A,FL894122005.A,FL894122005.A,FL163069103.A,FL103069100.A,FL103169100.A,FL213069103.A,FL383069105.A,FL103169100.A,FL793069175.A,FL793169175.A,FL263069103.A,FL263169105.A,FL893169175.A,FL893169175.A,FL153061105.A,FL143061105.A,FL213061105.A,FL313161105.A,FL383061105.A,FL313161105.A,FL793061105.A,FL263061105.A,FL313161105.A,FL313161105.A,FL153061705.A,FL103061703.A,FL213061703.A,FL313061703.A,FL313161705.A,FL383061705.A,FL313161705.A,FL793061705.A,FL423161705.A,FL263061705.A,FL893161705.A,FL893161705.A,FL153062005.A,FL163162003.A,FL143062005.A,FL103162000.A,FL213062003.A,FL213162005.A,FL383062005.A,FL383162005.A,FL793062005.A,FL263062003.A,FL383162005.A,FL383162005.A,FL153063005.A,FL103163003.A,FL213063003.A,FL313063763.A,FL383063005.A,FL103163003.A,FL793063005.A,FL793163005.A,FL263063005.A,FL263163005.A,FL893163005.A,FL893163005.A,FL154023005.A,FL154123005.A,FL144023005.A,FL144123005.A,FL213065005.A,FL213169203.A,FL314023005.A,FL313165403.A,FL384023005.A,FL384123005.A,FL794023005.A,FL794123005.A,FL263069500.A,FL264123005.A,FL894123005.A,FL894123005.A,FL153168005.A,FL143168005.A,FL383168005.A,FL793068005.A,FL793168005.A,FL263168005.A,FL793068005.A,FL793068005.A,FL153069005.A,FL153169005.A,FL143169005.A,FL213169203.A,FL313069005.A,FL383069005.A,FL383169005.A,FL793069005.A,FL793169005.A,FL263069500.A,FL263169005.A,FL893169005.A,FL893169005.A,FL153065005.A,FL153165005.A,FL143065005.A,FL143165005.A,FL213065005.A,FL313065005.A,FL313165403.A,FL383065005.A,FL383165005.A,FL793065005.A,FL643165005.A,FL893065005.A,FL893065005.A,FL163066223.A,FL153166000.A,FL143066005.A,FL313066220.A,FL383066005.A,FL153166000.A,FL793066005.A,FL153166000.A,FL153166000.A,FL153064105.A,FL103164103.A,FL213064103.A,FL313064105.A,FL383064105.A,FL103164103.A,FL793064105.A,FL793164105.A,FL263064105.A,FL263164103.A,FL893064105.A,FL893064105.A,FL153064205.A,FL103064203.A,FL213064203.A,FL383064205.A,FL793064205.A,FL653164205.A,FL263064203.A,FL653164205.A,FL653164205.A,FL163170003.A,FL143070005.A,FL143170005.A,FL213070003.A,FL213170003.A,FL313070000.A,FL313170005.A,FL383070005.A,FL383170005.A,FL793070005.A,FL663170003.A,FL263070003.A,FL263170003.A,FL893070005.A,FL893170005.A,FL903070005.A,FL153040005.A,FL313140003.A,FL153040005.A,FL313140003.A,FL793040005.A,FL543140005.A,FL883140005.A,FL883140005.A,FL153050005.A,FL153050005.A,FL153050005.A,FL153050005.A,FL153050005.A,FL143178005.A,FL213078005.A,FL313078005.A,FL383078005.A,FL143178005.A,FL793178005.A,FL893078005.A,FL893178005.A,FL903078005.A,FL152090205.A,FL112090205.A,FL152090205.A,FL112090205.A,FL662090205.A,FL152090205.A,FL152090205.A,FL103092005.A,FL103092005.A,FL793092005.A,FL263192005.A,FL263192005.A,FL263192005.A,FL143192005.A,FL143192005.A,FL793192005.A,FL263092001.A,FL263092001.A,FL263092001.A,FL153090005.A,FL543077073.A,FL143090005.A,FL143190005.A,FL213093003.A,FL223073045.A,FL313090005.A,FL313190005.A,FL383090005.A,FL383190005.A,FL793090005.A,FL793190005.A,FL263190005.A,FL893090005.A,FL893190005.A,FL903090005.A
1946,697064.79,92836.00,13747.00,22104.00,825751.79,340105.00,12197.00,1178053.79,-34313.40,37441.00,430944.39,21755.00,268630.00,758770.39,367724.00,17246.00,1143740.39,37441.00,99459.60,21755.00,268630.00,427285.60,319371.00,16245.00,762901.60,-71.00,0.00,-71.00,0.00,20529.00,0.00,-248.00,20458.00,-248.00,-20706.00,0.00,0.00,0.00,0.00,0.00,2436.00,2436.00,4406.00,4406.00,2436.00,-1970.00,0.00,68.00,68.00,0.00,68.00,68.00,68.00,0.00,18781.00,18045.00,241.00,19022.00,18045.00,-977.00,60564.00,37259.00,4582.00,4214.00,106619.00,3098.00,119110.00,2280.00,111997.00,119110.00,7113.00,56568.00,900.00,708.00,120.00,58296.00,158.00,60036.00,1582.00,60036.00,60036.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,23.00,0.00,0.00,42.00,23.00,-19.00,76574.00,0.00,13124.00,24995.00,6767.00,12199.00,0.00,231306.00,96465.00,268500.00,174266.00,1797.00,2387.00,2821.00,273118.00,273118.00,85.00,32.00,137.00,0.00,117.00,137.00,398.00,436.00,58.00,0.00,573.00,573.00,65127.00,12779.00,5179.00,231201.00,83085.00,231201.00,146016.00,2100.00,231201.00,231201.00,93.00,0.00,134.00,0.00,105.00,227.00,105.00,1046.00,1168.00,0.00,1273.00,1273.00,3817.00,0.00,313.00,0.00,1454.00,12199.00,5584.00,12199.00,6615.00,0.00,12199.00,12199.00,7452.00,24858.00,0.00,0.00,7452.00,24858.00,20191.00,193.00,229.00,2821.00,27872.00,27872.00,14444.00,36067.00,4000.00,38913.00,25.00,484.00,8611.00,0.00,27080.00,75464.00,57324.00,3448.00,0.00,5492.00,84404.00,84404.00,174.00,14736.00,14910.00,18146.00,2414.00,822.00,18146.00,18146.00,733.00,2602.00,5659.00,484.00,7573.00,8306.00,8745.00,6143.00,1034.00,0.00,4670.00,14449.00,14449.00,13711.00,23514.00,10.00,18518.00,25.00,1038.00,0.00,14784.00,42032.00,27248.00,0.00,42032.00,42032.00,0.00,9777.00,3990.00,0.00,3990.00,9777.00,5787.00,9777.00,9777.00,138515.00,97302.00,0.00,0.00,138515.00,97302.00,5451.00,48353.00,2690.00,1001.00,146656.00,146656.00,1298.00,0.00,0.00,1298.00,0.00,1298.00,0.00,1298.00,1298.00,671.00,28132.00,25125.00,1165.00,778.00,100.00,666.00,29397.00,27240.00,478.00,25.00,514.00,356.00,30389.00,27621.00,-2768.00,43360.00,4758.00,43360.00,4758.00,0.00,38602.00,43360.00,43360.00,64505.00,64505.00,64505.00,64505.00,64505.00,8147.00,500.00,8218.00,8718.00,8147.00,457.00,8718.00,8604.00,-114.00,234182.79,234182.79,234182.79,234182.79,0.00,234182.79,234182.79,6971.00,6971.00,256.00,7227.00,7227.00,7227.00,1536.00,1536.00,967.00,2503.00,2503.00,2503.00,7054.00,703.00,2382.00,743.60,0.00,8294.00,912.00,29464.00,10348.00,39204.60,55316.00,11058.00,529.00,65664.00,50791.60,-14872.40
1947,743813.00,102403.00,15550.00,29561.00,891327.00,359911.00,12234.00,1263472.00,-39355.00,46468.00,477594.00,24866.00,264457.00,813385.00,386725.00,24007.00,1224117.00,46468.00,115097.00,24866.00,264457.00,450888.00,337984.00,23035.00,811907.00,1330.00,0.00,1330.00,0.00,22475.00,0.00,937.00,23805.00,937.00,-22868.00,0.00,0.00,0.00,0.00,0.00,2408.00,2408.00,4406.00,4406.00,2408.00,-1998.00,0.00,51.00,51.00,0.00,51.00,51.00,51.00,0.00,20684.00,20166.00,334.00,21018.00,20166.00,-852.00,60444.00,39364.00,5315.00,3662.00,108785.00,3413.00,120215.00,1718.00,113916.00,120215.00,6299.00,60047.00,900.00,867.00,111.00,61925.00,142.00,63631.00,1564.00,63631.00,63631.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.00,25.00,0.00,0.00,124.00,25.00,-99.00,76418.00,0.00,12770.00,27843.00,7442.00,13810.00,0.00,224898.00,96630.00,266551.00,171878.00,2201.00,3044.00,2800.00,271552.00,271552.00,103.00,129.00,172.00,0.00,232.00,172.00,469.00,593.00,64.00,0.00,765.00,765.00,65065.00,12291.00,5890.00,224830.00,83246.00,224830.00,138884.00,2700.00,224830.00,224830.00,148.00,0.00,137.00,0.00,68.00,285.00,68.00,1067.00,1284.00,0.00,1352.00,1352.00,4458.00,0.00,350.00,0.00,1415.00,13810.00,6223.00,13810.00,7587.00,0.00,13810.00,13810.00,6644.00,27671.00,0.00,0.00,6644.00,27671.00,23871.00,324.00,280.00,2800.00,30795.00,30795.00,15730.00,44913.00,4916.00,44718.00,50.00,503.00,12577.00,0.00,33273.00,90134.00,69409.00,3059.00,0.00,9489.00,102682.00,102682.00,156.00,18456.00,18612.00,21571.00,1967.00,992.00,21571.00,21571.00,660.00,2686.00,5837.00,503.00,11632.00,12292.00,9026.00,6323.00,1092.00,0.00,8497.00,18615.00,18615.00,15070.00,28773.00,16.00,20425.00,50.00,945.00,0.00,16081.00,49198.00,33117.00,0.00,49198.00,49198.00,0.00,13298.00,4900.00,0.00,4900.00,13298.00,8398.00,13298.00,13298.00,136405.00,95116.00,0.00,0.00,136405.00,95116.00,5944.00,48741.00,2480.00,972.00,144829.00,144829.00,1413.00,0.00,0.00,1413.00,0.00,1413.00,0.00,1413.00,1413.00,771.00,33418.00,29505.00,1376.00,646.00,0.00,0.00,34794.00,30922.00,578.00,40.00,491.00,433.00,35863.00,31395.00,-4468.00,46510.00,5363.00,46510.00,5363.00,0.00,41147.00,46510.00,46510.00,71873.00,71873.00,71873.00,71873.00,71873.00,10333.00,500.00,10566.00,11066.00,10333.00,348.00,11066.00,10681.00,-385.00,267381.00,267381.00,267381.00,267381.00,0.00,267381.00,267381.00,8088.00,8088.00,278.00,8366.00,8366.00,8366.00,1627.00,1627.00,976.00,2603.00,2603.00,2603.00,7592.00,784.00,2896.00,1071.00,0.00,9907.00,1315.00,31788.00,11803.00,43550.00,60580.00,12890.00,959.00,72383.00,57399.00,-14984.00
1948,771455.00,107793.00,17058.00,33241.00,929547.00,379188.00,12969.00,1321704.00,-40764.00,55109.00,503685.00,27901.00,262227.00,848922.00,405120.00,26898.00,1280940.00,55109.00,126466.00,27901.00,262227.00,471703.00,356197.00,25954.00,853854.00,1729.00,0.00,1729.00,0.00,23963.00,0.00,1293.00,25692.00,1293.00,-24399.00,0.00,0.00,0.00,0.00,0.00,2403.00,2403.00,4433.00,4433.00,2403.00,-2030.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0.00,23031.00,22544.00,513.00,23544.00,22544.00,-1000.00,58083.00,39290.00,5808.00,4847.00,108028.00,3433.00,119633.00,2199.00,113660.00,119633.00,5973.00,62248.00,900.00,1138.00,117.00,64403.00,186.00,66174.00,1585.00,66174.00,66174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.00,19.00,0.00,0.00,128.00,19.00,-109.00,77463.00,0.00,13485.00,32137.00,8046.00,15144.00,0.00,220012.00,98994.00,267293.00,171127.00,3093.00,3145.00,2880.00,273266.00,273266.00,234.00,180.00,166.00,0.00,414.00,166.00,409.00,770.00,113.00,0.00,936.00,936.00,65817.00,12853.00,6277.00,219097.00,84947.00,219097.00,131350.00,2800.00,219097.00,219097.00,95.00,0.00,334.00,0.00,915.00,429.00,915.00,2049.00,1563.00,0.00,2478.00,2478.00,4629.00,0.00,452.00,0.00,1435.00,15144.00,6516.00,15144.00,8628.00,0.00,15144.00,15144.00,6688.00,31971.00,0.00,0.00,6688.00,31971.00,28691.00,760.00,232.00,2880.00,35611.00,35611.00,16922.00,53423.00,5837.00,47831.00,104.00,573.00,13940.00,0.00,36803.00,101827.00,80055.00,4208.00,0.00,10823.00,116858.00,116858.00,161.00,19153.00,19314.00,23591.00,3045.00,1232.00,23591.00,23591.00,654.00,2787.00,6253.00,573.00,12949.00,13603.00,9613.00,6764.00,1163.00,0.00,9591.00,20367.00,20367.00,16268.00,34143.00,30.00,22425.00,104.00,991.00,0.00,17393.00,56568.00,39175.00,0.00,56568.00,56568.00,0.00,16332.00,5807.00,0.00,5807.00,16332.00,10525.00,16332.00,16332.00,135486.00,94141.00,0.00,0.00,135486.00,94141.00,6217.00,48923.00,2305.00,944.00,144008.00,144008.00,1516.00,0.00,0.00,1516.00,0.00,1516.00,0.00,1516.00,1516.00,851.00,35534.00,32227.00,1462.00,789.00,0.00,0.00,36996.00,33867.00,652.00,50.00,435.00,452.00,38083.00,34369.00,-3714.00,49353.00,5576.00,49353.00,5576.00,0.00,43777.00,49353.00,49353.00,79319.00,79319.00,79319.00,79319.00,79319.00,11108.00,500.00,11378.00,11878.00,11108.00,495.00,11878.00,11603.00,-275.00,283078.00,283078.00,283078.00,283078.00,0.00,283078.00,283078.00,9321.00,9321.00,304.00,9625.00,9625.00,9625.00,1806.00,1806.00,981.00,2787.00,2787.00,2787.00,7987.00,835.00,3416.00,1357.00,0.00,11395.00,1230.00,34236.00,12633.00,47823.00,65659.00,14388.00,871.00,78292.00,63082.00,-15210.00
1949,794324.00,111857.00,17871.00,32884.00,956936.00,395475.00,13759.00,1366170.00,-39801.00,63409.00,516012.00,30421.00,268261.00,878103.00,420096.00,28170.00,1326369.00,63409.00,127369.00,30421.00,268261.00,489460.00,370842.00,27462.00,887764.00,1878.00,0.00,1878.00,0.00,24147.00,0.00,1462.00,26025.00,1462.00,-24563.00,0.00,0.00,0.00,0.00,0.00,2384.00,2384.00,4442.00,4442.00,2384.00,-2058.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0.00,19120.00,19034.00,848.00,19968.00,19034.00,-934.00,56325.00,40193.00,6044.00,5186.00,107748.00,3552.00,119629.00,1988.00,113288.00,119629.00,6341.00,64842.00,900.00,1290.00,182.00,67214.00,214.00,69155.00,1727.00,69155.00,69155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,13.00,0.00,0.00,119.00,13.00,-106.00,77594.00,0.00,15447.00,35036.00,8425.00,16130.00,0.00,223629.00,101466.00,274795.00,176301.00,3472.00,3371.00,2871.00,281138.00,281138.00,304.00,265.00,162.00,0.00,569.00,162.00,400.00,951.00,144.00,0.00,1113.00,1113.00,67256.00,14697.00,6343.00,222625.00,88296.00,222625.00,131429.00,2900.00,222625.00,222625.00,29.00,0.00,334.00,0.00,1004.00,363.00,1004.00,2095.00,1454.00,0.00,2458.00,2458.00,3724.00,0.00,485.00,0.00,1748.00,16130.00,5957.00,16130.00,10173.00,0.00,16130.00,16130.00,6281.00,34874.00,0.00,0.00,6281.00,34874.00,32204.00,1067.00,327.00,2871.00,38812.00,38812.00,17695.00,61621.00,6467.00,47897.00,185.00,488.00,15145.00,0.00,39492.00,110006.00,86585.00,5145.00,0.00,10926.00,126077.00,126077.00,177.00,17127.00,17304.00,22266.00,4016.00,946.00,22266.00,22266.00,702.00,3350.00,6463.00,488.00,13689.00,14391.00,10301.00,7019.00,1129.00,0.00,9980.00,21410.00,21410.00,16993.00,38720.00,24.00,24307.00,185.00,1456.00,0.00,18658.00,63027.00,44369.00,0.00,63027.00,63027.00,0.00,19374.00,6443.00,0.00,6443.00,19374.00,12931.00,19374.00,19374.00,142455.00,103822.00,0.00,0.00,142455.00,103822.00,8839.00,49254.00,2490.00,708.00,153784.00,153784.00,3071.00,0.00,0.00,3071.00,0.00,3071.00,0.00,3071.00,3071.00,884.00,34635.00,32227.00,1427.00,950.00,0.00,0.00,36062.00,34061.00,723.00,65.00,394.00,449.00,37179.00,34575.00,-2604.00,52104.00,5660.00,52104.00,5660.00,0.00,46444.00,52104.00,52104.00,87060.00,87060.00,87060.00,87060.00,87060.00,8806.00,500.00,9114.00,9614.00,8806.00,708.00,9614.00,9514.00,-100.00,284821.00,284821.00,284821.00,284821.00,0.00,284821.00,284821.00,10367.00,10367.00,333.00,10700.00,10700.00,10700.00,1950.00,1950.00,991.00,2941.00,2941.00,2941.00,8357.00,904.00,3838.00,1453.00,0.00,12853.00,1379.00,36588.00,13574.00,51798.00,71100.00,16055.00,1044.00,84674.00,68897.00,-15777.00
1950,852050.00,130270.00,19628.00,40871.00,1042819.00,424479.00,16636.00,1483934.00,-38330.00,76901.00,582726.00,36559.00,272525.00,968711.00,446987.00,29906.00,1445604.00,76901.00,154329.00,36559.00,272525.00,540314.00,397315.00,28731.00,966360.00,1594.00,0.00,1594.00,0.00,22672.00,0.00,1446.00,24266.00,1446.00,-22820.00,0.00,0.00,0.00,0.00,0.00,2374.00,2374.00,4480.00,4480.00,2374.00,-2106.00,0.00,57.00,57.00,0.00,57.00,57.00,57.00,0.00,21290.00,21528.00,1073.00,22363.00,21528.00,-835.00,58904.00,41741.00,6495.00,4948.00,112088.00,4083.00,124921.00,2035.00,118206.00,124921.00,6715.00,67207.00,900.00,1391.00,190.00,69688.00,256.00,71898.00,1954.00,71898.00,71898.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.00,22.00,0.00,0.00,173.00,22.00,-151.00,78538.00,0.00,18665.00,36705.00,9118.00,20655.00,0.00,223234.00,106321.00,280594.00,176829.00,4253.00,4819.00,3122.00,287969.00,287969.00,442.00,143.00,207.00,0.00,585.00,207.00,532.00,1112.00,202.00,0.00,1319.00,1319.00,66500.00,17870.00,6852.00,222852.00,91222.00,222852.00,127330.00,4300.00,222852.00,222852.00,121.00,0.00,234.00,0.00,382.00,355.00,382.00,1887.00,1860.00,0.00,2242.00,2242.00,5465.00,0.00,652.00,0.00,2032.00,20655.00,8149.00,20655.00,12506.00,0.00,20655.00,20655.00,6010.00,36498.00,0.00,0.00,6010.00,36498.00,34574.00,1281.00,317.00,3122.00,40901.00,40901.00,18660.00,74943.00,7761.00,55379.00,237.00,555.00,15850.00,0.00,42508.00,130877.00,106245.00,7082.00,0.00,10794.00,148753.00,148753.00,319.00,21725.00,22044.00,28009.00,5301.00,664.00,28009.00,28009.00,971.00,4063.00,7062.00,555.00,14077.00,15048.00,11680.00,8543.00,1781.00,0.00,10130.00,23591.00,23591.00,17689.00,46614.00,23.00,26592.00,237.00,1773.00,0.00,19722.00,73206.00,53484.00,0.00,73206.00,73206.00,0.00,23947.00,7738.00,0.00,7738.00,23947.00,16209.00,23947.00,23947.00,164696.00,126681.00,0.00,0.00,164696.00,126681.00,9907.00,49672.00,2925.00,1175.00,177528.00,177528.00,3344.00,0.00,0.00,3344.00,0.00,3344.00,0.00,3344.00,3344.00,951.00,45674.00,41466.00,1887.00,1064.00,400.00,1100.00,47961.00,44581.00,740.00,80.00,439.00,445.00,49140.00,45106.00,-4034.00,55049.00,5969.00,55049.00,5969.00,0.00,49080.00,55049.00,55049.00,95244.00,95244.00,95244.00,95244.00,95244.00,16061.00,500.00,16515.00,17015.00,16061.00,868.00,17015.00,16929.00,-86.00,301716.00,301716.00,301716.00,301716.00,0.00,301716.00,301716.00,11419.00,11419.00,369.00,11788.00,11788.00,11788.00,2400.00,2400.00,991.00,3391.00,3391.00,3391.00,8692.00,1007.00,4053.00,2318.00,0.00,14285.00,1374.00,39848.00,14119.00,57458.00,77435.00,18004.00,1079.00,91554.00,76541.00,-15013.00
1951,925914.00,139010.00,21191.00,48273.00,1134388.00,458639.00,17504.00,1610531.00,-45719.00,85567.00,646923.00,39997.00,279857.00,1052344.00,480442.00,32026.00,1564812.00,85567.00,170785.00,39997.00,279857.00,576206.00,430379.00,30636.00,1037221.00,1631.00,0.00,1631.00,0.00,22667.00,0.00,1426.00,24298.00,1426.00,-22872.00,0.00,0.00,0.00,0.00,0.00,2398.00,2398.00,4553.00,4553.00,2398.00,-2155.00,0.00,91.00,91.00,0.00,91.00,91.00,91.00,0.00,23956.00,24003.00,1676.00,25632.00,24003.00,-1629.00,63347.00,43889.00,6890.00,5067.00,119193.00,4339.00,132149.00,1700.00,125232.00,132149.00,6917.00,72177.00,900.00,1543.00,278.00,74898.00,285.00,76849.00,1666.00,76849.00,76849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,281.00,16.00,0.00,0.00,281.00,16.00,-265.00,78323.00,0.00,19587.00,40061.00,9827.00,22770.00,5.00,223506.00,107742.00,286337.00,182424.00,5324.00,4894.00,3399.00,295060.00,295060.00,791.00,90.00,269.00,0.00,881.00,269.00,654.00,1559.00,293.00,0.00,1828.00,1828.00,65426.00,18653.00,7332.00,223261.00,91411.00,223261.00,127572.00,4278.00,223261.00,223261.00,79.00,0.00,434.00,5.00,245.00,518.00,245.00,1825.00,2098.00,0.00,2343.00,2343.00,5740.00,0.00,844.00,0.00,2061.00,22770.00,8645.00,22770.00,14125.00,0.00,22770.00,22770.00,6287.00,39792.00,0.00,0.00,6287.00,39792.00,38248.00,1667.00,323.00,3399.00,44858.00,44858.00,19516.00,83447.00,8497.00,63745.00,306.00,816.00,17070.00,0.00,45389.00,148008.00,120615.00,6827.00,0.00,11169.00,166004.00,166004.00,550.00,26748.00,27298.00,33138.00,5023.00,817.00,33138.00,33138.00,893.00,4186.00,7785.00,816.00,14767.00,15660.00,12787.00,9283.00,1804.00,0.00,10352.00,24943.00,24943.00,18623.00,53361.00,26.00,29212.00,306.00,2303.00,0.00,21258.00,82573.00,61315.00,0.00,82573.00,82573.00,0.00,25350.00,8471.00,0.00,8471.00,25350.00,16879.00,25350.00,25350.00,184698.00,147629.00,0.00,0.00,184698.00,147629.00,10934.00,50063.00,3450.00,1390.00,199082.00,199082.00,3482.00,0.00,0.00,3482.00,0.00,3482.00,0.00,3482.00,3482.00,1034.00,48938.00,41423.00,2125.00,1150.00,1300.00,2700.00,52363.00,46307.00,850.00,90.00,460.00,490.00,53673.00,46887.00,-6786.00,57777.00,6142.00,57777.00,6142.00,0.00,51635.00,57777.00,57777.00,108809.00,108809.00,108809.00,108809.00,108809.00,20537.00,500.00,21601.00,22101.00,20537.00,1098.00,22101.00,21635.00,-466.00,328509.00,328509.00,328509.00,328509.00,0.00,328509.00,328509.00,12567.00,12567.00,412.00,12979.00,12979.00,12979.00,2660.00,2660.00,998.00,3658.00,3658.00,3658.00,9276.00,1086.00,4541.00,2359.00,0.00,15261.00,1321.00,45111.00,15138.00,63817.00,87323.00,19099.00,1082.00,102461.00,83998.00,-18463.00
1952,961964.00,146531.00,23796.00,40953.00,1173244.00,499097.00,18800.00,1691141.00,-42460.00,97960.00,655983.00,49155.00,292151.00,1095249.00,519084.00,34347.00,1648680.00,97960.00,178694.00,49155.00,292151.00,617960.00,468493.00,32888.00,1119341.00,1557.00,0.00,1557.00,0.00,23157.00,0.00,1462.00,24714.00,1462.00,-23252.00,0.00,0.00,0.00,0.00,0.00,2435.00,2435.00,4656.00,4656.00,2435.00,-2221.00,0.00,75.00,75.00,0.00,75.00,75.00,75.00,0.00,23797.00,23817.00,1758.00,25555.00,23817.00,-1738.00,65505.00,44205.00,7193.00,7438.00,124341.00,4457.00,138678.00,1950.00,130748.00,138678.00,7930.00,79651.00,900.00,1628.00,351.00,82530.00,704.00,85041.00,1807.00,85041.00,85041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.00,247.00,856.00,50.00,0.00,0.00,1103.00,50.00,-1053.00,85382.00,0.00,18655.00,44828.00,11249.00,29657.00,2.00,229829.00,115288.00,304314.00,193068.00,5752.00,5136.00,3426.00,313492.00,313492.00,1040.00,195.00,331.00,0.00,1235.00,331.00,702.00,1915.00,309.00,0.00,2246.00,2246.00,67389.00,17647.00,8538.00,229203.00,93574.00,229203.00,131161.00,4468.00,229203.00,229203.00,-1.00,0.00,600.00,2.00,626.00,601.00,626.00,2180.00,2155.00,0.00,2781.00,2781.00,10957.00,0.00,813.00,0.00,2111.00,29657.00,13881.00,29657.00,15776.00,0.00,29657.00,29657.00,5997.00,44497.00,0.00,0.00,5997.00,44497.00,43249.00,1682.00,359.00,3426.00,49605.00,49605.00,20003.00,95665.00,9751.00,67709.00,409.00,1138.00,18715.00,0.00,48878.00,164512.00,135527.00,8275.00,0.00,11618.00,184405.00,184405.00,417.00,27923.00,28340.00,35892.00,6697.00,855.00,35892.00,35892.00,714.00,4404.00,8508.00,1138.00,15782.00,16496.00,14050.00,9895.00,1578.00,0.00,10763.00,26391.00,26391.00,19289.00,60322.00,30.00,31278.00,409.00,2933.00,0.00,22661.00,91600.00,68939.00,0.00,91600.00,91600.00,0.00,30522.00,9721.00,0.00,9721.00,30522.00,20801.00,30522.00,30522.00,181107.00,146628.00,0.00,0.00,181107.00,146628.00,13866.00,50591.00,3705.00,1459.00,198678.00,198678.00,3932.00,0.00,0.00,3932.00,0.00,3932.00,0.00,3932.00,3932.00,1133.00,53704.00,42770.00,2199.00,1640.00,2251.00,2775.00,58154.00,48318.00,948.00,150.00,499.00,518.00,59601.00,48986.00,-10615.00,60665.00,6185.00,60665.00,6185.00,0.00,54480.00,60665.00,60665.00,124409.00,124409.00,124409.00,124409.00,124409.00,17381.00,510.00,9332.00,9842.00,17381.00,1434.00,9842.00,18815.00,8973.00,330662.00,330662.00,330662.00,330662.00,0.00,330662.00,330662.00,14261.00,14261.00,460.00,14721.00,14721.00,14721.00,2890.00,2890.00,1055.00,3945.00,3945.00,3945.00,10648.00,1162.00,4980.00,3116.00,361.00,16720.00,1307.00,50927.00,17296.00,71925.00,97601.00,21420.00,1068.00,114897.00,94413.00,-20484.00
