date,FA226330005.Q,FA225013005.Q,FA224090005.Q,FA223020043.Q,FA223030045.Q,FA223034005.Q,FA222051043.Q,FA224022045.Q,FA223069143.Q,FA223061143.Q,FA223061743.Q,FA223062043.Q,FA223063045.Q,FA223065043.Q,FA223064145.Q,FA223064205.Q,FA223090005.Q,FA223095505.Q,FA223073045.Q,FA223093005.Q,FA224190005.Q,FA224090045.Q,FA224090055.Q
1978:Q3,3.00,3.00,25796.00,128.00,1572.00,0.00,0.00,13820.00,0.00,1792.00,2280.00,-256.00,10004.00,644.00,2864.00,0.00,6768.00,0.00,6768.00,0.00,25796.00,25796.00,0.00
1978:Q4,3.00,3.00,26532.00,-136.00,-328.00,0.00,0.00,20016.00,0.00,-356.00,8176.00,1132.00,11064.00,716.00,2560.00,0.00,3704.00,0.00,3704.00,0.00,26532.00,26532.00,0.00
1979:Q1,4.00,6.00,26714.00,296.00,1572.00,0.00,0.00,7848.00,0.00,4892.00,1868.00,488.00,600.00,844.00,1072.00,0.00,15082.00,0.00,15082.00,0.00,26716.00,26714.00,0.00
1979:Q2,4.00,6.00,27698.00,80.00,388.00,0.00,0.00,17528.00,0.00,10600.00,256.00,-824.00,7496.00,880.00,2988.00,0.00,5834.00,0.00,5834.00,0.00,27700.00,27698.00,0.00
1979:Q3,4.00,6.00,28502.00,20.00,844.00,0.00,0.00,3888.00,0.00,-160.00,-1724.00,52.00,5720.00,1220.00,8060.00,0.00,14470.00,0.00,14470.00,0.00,28504.00,28502.00,0.00
1979:Q4,4.00,6.00,28798.00,328.00,1612.00,0.00,0.00,8920.00,0.00,5676.00,5180.00,120.00,-2056.00,1128.00,4472.00,0.00,12338.00,0.00,12338.00,0.00,28800.00,28798.00,0.00
1980:Q1,4.00,8.00,29544.00,200.00,444.00,0.00,0.00,21768.00,0.00,5812.00,2484.00,764.00,12708.00,1800.00,3584.00,840.00,908.00,0.00,836.00,72.00,29548.00,28704.00,840.00
1980:Q2,4.00,8.00,28240.00,192.00,-52.00,0.00,0.00,29900.00,0.00,5692.00,7208.00,-304.00,17304.00,964.00,3516.00,-744.00,-5536.00,0.00,-5604.00,68.00,28244.00,28984.00,-744.00
1980:Q3,4.00,8.00,30616.00,-300.00,12.00,0.00,0.00,15076.00,0.00,9668.00,1076.00,-416.00,4748.00,1208.00,5212.00,836.00,8572.00,0.00,8500.00,72.00,30620.00,29780.00,836.00
1980:Q4,4.00,8.00,31252.00,56.00,500.00,0.00,0.00,10572.00,0.00,3712.00,4124.00,552.00,2184.00,1172.00,9016.00,792.00,9144.00,0.00,9076.00,68.00,31256.00,30460.00,792.00
1981:Q1,4.00,8.00,30536.00,724.00,1692.00,0.00,0.00,12772.00,0.00,6020.00,4472.00,-556.00,2836.00,1104.00,4432.00,-4.00,9816.00,0.00,9744.00,72.00,30540.00,30540.00,-4.00
1981:Q2,4.00,8.00,31816.00,-272.00,-1384.00,0.00,0.00,27128.00,0.00,8396.00,2988.00,300.00,15444.00,1744.00,8528.00,232.00,-4160.00,0.00,-4228.00,68.00,31820.00,31584.00,232.00
1981:Q3,4.00,8.00,33804.00,108.00,2140.00,0.00,0.00,14748.00,0.00,2736.00,4692.00,-544.00,7864.00,2392.00,10700.00,1312.00,2404.00,0.00,2332.00,72.00,33808.00,32492.00,1312.00
1981:Q4,4.00,9.00,33515.00,-476.00,-1932.00,0.00,0.00,26012.00,0.00,9396.00,8516.00,-12.00,8112.00,1276.00,4620.00,596.00,3419.00,0.00,3347.00,72.00,33520.00,32919.00,596.00
1982:Q1,6.00,9.00,32933.00,112.00,636.00,0.00,0.00,23944.00,0.00,7924.00,11948.00,-820.00,4892.00,1884.00,5952.00,292.00,113.00,0.00,-7.00,120.00,32936.00,32641.00,292.00
1982:Q2,6.00,9.00,34097.00,432.00,2552.00,0.00,0.00,24556.00,0.00,11488.00,2624.00,788.00,9656.00,944.00,2212.00,452.00,2949.00,0.00,2825.00,124.00,34100.00,33645.00,452.00
1982:Q3,6.00,9.00,35773.00,304.00,1892.00,0.00,0.00,22836.00,0.00,13728.00,13784.00,-1192.00,-3484.00,1764.00,-3044.00,748.00,11273.00,0.00,11149.00,124.00,35776.00,35025.00,748.00
1982:Q4,6.00,9.00,36905.00,580.00,3636.00,0.00,0.00,10544.00,0.00,4196.00,11884.00,-1676.00,-3860.00,424.00,18984.00,552.00,2185.00,0.00,2061.00,124.00,36908.00,36353.00,552.00
1983:Q1,6.00,10.00,36460.00,884.00,5432.00,0.00,656.00,12588.00,656.00,11656.00,4116.00,-3072.00,-768.00,840.00,19644.00,-452.00,-3132.00,0.00,-3272.00,140.00,36464.00,36912.00,-452.00
1983:Q2,6.00,10.00,38780.00,96.00,1628.00,0.00,968.00,17856.00,968.00,15440.00,3268.00,480.00,-2300.00,464.00,13260.00,304.00,4204.00,0.00,3996.00,208.00,38784.00,38476.00,304.00
1983:Q3,6.00,10.00,40916.00,-260.00,-1808.00,0.00,1156.00,-6852.00,1156.00,10424.00,1000.00,-240.00,-19192.00,200.00,25684.00,1292.00,21504.00,0.00,21220.00,284.00,40920.00,39624.00,1292.00
1983:Q4,6.00,11.00,40943.00,956.00,5920.00,0.00,1220.00,5412.00,1220.00,10528.00,11384.00,-1692.00,-16028.00,2008.00,21364.00,1056.00,3007.00,0.00,2659.00,348.00,40948.00,39887.00,1056.00
1984:Q1,8.00,16.00,40936.00,892.00,5276.00,0.00,1284.00,26236.00,1284.00,22604.00,3760.00,604.00,-2016.00,300.00,7120.00,1420.00,-1592.00,0.00,-1452.00,-140.00,40944.00,39516.00,1420.00
1984:Q2,8.00,17.00,39371.00,668.00,3956.00,0.00,1344.00,42492.00,1344.00,18464.00,-5564.00,452.00,27796.00,836.00,1832.00,-288.00,-11469.00,0.00,-11329.00,-140.00,39380.00,39659.00,-288.00
1984:Q3,8.00,18.00,41114.00,852.00,6536.00,0.00,1532.00,31268.00,1532.00,20616.00,2764.00,-784.00,7140.00,104.00,11076.00,528.00,-10782.00,0.00,-10714.00,-68.00,41124.00,40586.00,528.00
1984:Q4,8.00,18.00,42518.00,-16.00,-3068.00,0.00,1840.00,34972.00,1840.00,14332.00,15264.00,-2136.00,5672.00,1176.00,9064.00,1048.00,-2498.00,0.00,-2286.00,-212.00,42528.00,41470.00,1048.00
1985:Q1,8.00,21.00,42055.00,1360.00,8500.00,0.00,2156.00,-2712.00,2156.00,23632.00,748.00,64.00,-29312.00,256.00,21068.00,428.00,10999.00,0.00,10931.00,68.00,42068.00,41627.00,428.00
1985:Q2,8.00,21.00,43511.00,2188.00,2116.00,0.00,2468.00,22240.00,2468.00,13472.00,-10616.00,-1088.00,18004.00,104.00,39472.00,348.00,-25425.00,0.00,-25497.00,72.00,43524.00,43163.00,348.00
1985:Q3,8.00,20.00,44944.00,-1560.00,-1860.00,0.00,2656.00,34072.00,2656.00,10880.00,2860.00,-212.00,17888.00,-96.00,16384.00,376.00,-5028.00,0.00,-5172.00,144.00,44956.00,44568.00,376.00
1985:Q4,9.00,21.00,45656.00,-580.00,-3288.00,5708.00,2720.00,22968.00,2720.00,21892.00,-13728.00,-388.00,12472.00,-48.00,37356.00,356.00,-19536.00,0.00,-19736.00,200.00,45668.00,45300.00,356.00
1986:Q1,9.00,25.00,47720.00,-204.00,2980.00,268.00,2856.00,24168.00,2856.00,38580.00,-12892.00,-760.00,-3616.00,364.00,25240.00,2772.00,-10724.00,0.00,-11120.00,396.00,47736.00,44956.00,2764.00
1986:Q2,9.00,23.00,46162.00,-400.00,444.00,-56.00,3064.00,29736.00,3064.00,13916.00,4492.00,1032.00,7232.00,-812.00,19680.00,-2676.00,-2818.00,0.00,-3182.00,364.00,46176.00,46186.00,-24.00
1986:Q3,10.00,23.00,48011.00,1196.00,-10352.00,428.00,3500.00,51152.00,3500.00,24388.00,7524.00,-644.00,16384.00,668.00,25836.00,-3052.00,-21365.00,0.00,-21329.00,-36.00,48024.00,47655.00,356.00
1986:Q4,11.00,23.00,49236.00,2332.00,-6816.00,552.00,3660.00,72868.00,3660.00,42900.00,968.00,-1304.00,26644.00,744.00,25400.00,-1168.00,-48336.00,0.00,-48460.00,124.00,49248.00,48816.00,420.00
1987:Q1,10.00,28.00,51214.00,2508.00,-9952.00,128.00,3764.00,46252.00,3764.00,29944.00,7080.00,-624.00,6088.00,-868.00,34216.00,9036.00,-33870.00,0.00,-34142.00,272.00,51232.00,48878.00,2336.00
1987:Q2,11.00,28.00,50559.00,2368.00,-6600.00,512.00,3836.00,24336.00,3836.00,26752.00,5576.00,212.00,-12040.00,-420.00,45544.00,6352.00,-25369.00,0.00,-25349.00,-20.00,50576.00,50371.00,188.00
1987:Q3,12.00,29.00,51423.00,1644.00,-2936.00,208.00,3036.00,17164.00,3036.00,23644.00,6464.00,164.00,-16144.00,720.00,32824.00,6016.00,-7253.00,0.00,-6669.00,-584.00,51440.00,51523.00,-100.00
1987:Q4,13.00,30.00,51443.00,528.00,788.00,312.00,1372.00,39848.00,1372.00,13808.00,136.00,644.00,23888.00,-308.00,16904.00,-3708.00,-4293.00,0.00,-4101.00,-192.00,51460.00,51863.00,-420.00
1988:Q1,14.00,37.00,51605.00,32.00,2180.00,388.00,-100.00,16220.00,-100.00,18816.00,-10536.00,-564.00,8604.00,468.00,24460.00,-1652.00,9609.00,0.00,9785.00,-176.00,51628.00,51749.00,-144.00
1988:Q2,15.00,38.00,53493.00,972.00,416.00,1400.00,-1388.00,32452.00,-1388.00,-2520.00,-3036.00,300.00,39096.00,756.00,15576.00,-1244.00,4553.00,0.00,4729.00,-176.00,53516.00,52745.00,748.00
1988:Q3,15.00,38.00,55413.00,-1436.00,2492.00,804.00,-1728.00,21000.00,-1728.00,23200.00,-44.00,-480.00,52.00,-204.00,36092.00,-4172.00,2565.00,0.00,2449.00,116.00,55436.00,55265.00,148.00
1988:Q4,15.00,39.00,58672.00,-1304.00,2512.00,592.00,-1140.00,16324.00,-1140.00,7676.00,-16840.00,-356.00,26984.00,68.00,15276.00,-1776.00,28120.00,0.00,21700.00,6420.00,58696.00,58116.00,556.00
1989:Q1,15.00,39.00,60432.00,-2900.00,4028.00,1112.00,548.00,42276.00,548.00,1592.00,10292.00,-264.00,30108.00,-1884.00,7408.00,-1112.00,10956.00,0.00,8492.00,2464.00,60456.00,60016.00,416.00
1989:Q2,15.00,40.00,64363.00,-368.00,1180.00,1044.00,132.00,42748.00,132.00,2428.00,24032.00,-256.00,16412.00,-56.00,14104.00,-8.00,5587.00,0.00,843.00,4744.00,64388.00,63779.00,584.00
1989:Q3,16.00,42.00,67386.00,-1180.00,1728.00,636.00,692.00,20964.00,692.00,6136.00,13860.00,-268.00,544.00,708.00,14004.00,164.00,29670.00,0.00,24546.00,5124.00,67412.00,67078.00,308.00
1989:Q4,17.00,42.00,69731.00,-508.00,840.00,1184.00,-3292.00,18944.00,-3292.00,-3208.00,15240.00,-272.00,10476.00,16.00,20680.00,-1284.00,33151.00,0.00,28875.00,4276.00,69756.00,68939.00,792.00
1990:Q1,19.00,52.00,69411.00,2476.00,-2324.00,976.00,1064.00,65900.00,1064.00,41472.00,12044.00,844.00,10476.00,-472.00,-4644.00,-392.00,6827.00,0.00,5467.00,1360.00,69444.00,68635.00,776.00
1990:Q2,19.00,52.00,70931.00,2112.00,-2104.00,-80.00,5764.00,28940.00,5764.00,22148.00,7484.00,28.00,-6484.00,248.00,18212.00,3908.00,13931.00,0.00,9051.00,4880.00,70964.00,70163.00,768.00
1990:Q3,20.00,53.00,72071.00,1592.00,-604.00,492.00,1640.00,9688.00,1640.00,7384.00,20680.00,-964.00,-19052.00,272.00,29220.00,-3328.00,33099.00,0.00,33915.00,-816.00,72104.00,71443.00,628.00
1990:Q4,21.00,52.00,73065.00,1032.00,-404.00,760.00,1652.00,-25484.00,1652.00,-7648.00,6384.00,912.00,-26784.00,3000.00,47328.00,2920.00,42261.00,0.00,41437.00,824.00,73096.00,71993.00,1072.00
1991:Q1,23.00,55.00,69716.00,-2432.00,27828.00,-2276.00,6208.00,18348.00,6208.00,35636.00,336.00,-436.00,-23396.00,2004.00,35064.00,6396.00,-21424.00,0.00,-5740.00,-15684.00,69748.00,71424.00,-1708.00
1991:Q2,23.00,54.00,75289.00,1096.00,-9712.00,312.00,10920.00,15736.00,10920.00,6436.00,6864.00,492.00,-8976.00,-960.00,22300.00,3792.00,31805.00,0.00,28393.00,3412.00,75320.00,74153.00,1136.00
1991:Q3,23.00,51.00,79256.00,-6408.00,-9312.00,1044.00,17420.00,-11684.00,17420.00,-59220.00,-400.00,248.00,30268.00,1412.00,40304.00,7320.00,39160.00,0.00,38084.00,1076.00,79284.00,78304.00,952.00
1991:Q4,23.00,50.00,84221.00,3076.00,-4296.00,88.00,-8008.00,-15192.00,-8008.00,6184.00,-26052.00,280.00,12404.00,844.00,58680.00,5848.00,43181.00,0.00,44825.00,-1644.00,84248.00,82793.00,1428.00
1992:Q1,25.00,66.00,86975.00,612.00,-1688.00,-20.00,1724.00,38752.00,1724.00,25640.00,-10520.00,-260.00,22168.00,-2852.00,8432.00,4980.00,37035.00,0.00,36567.00,468.00,87016.00,86547.00,428.00
1992:Q2,25.00,67.00,91730.00,1900.00,-192.00,88.00,5544.00,20872.00,5544.00,24220.00,-24688.00,-80.00,15876.00,3572.00,20896.00,6028.00,33022.00,0.00,33010.00,12.00,91772.00,90514.00,1216.00
1992:Q3,25.00,67.00,94890.00,7896.00,-1792.00,556.00,11552.00,65600.00,11552.00,78872.00,-4800.00,-624.00,-19400.00,-3040.00,2624.00,1588.00,9906.00,0.00,12722.00,-2816.00,94932.00,93982.00,908.00
1992:Q4,25.00,69.00,96716.00,424.00,-3872.00,340.00,4428.00,25064.00,4428.00,23428.00,-33100.00,268.00,30040.00,588.00,23440.00,8584.00,37720.00,0.00,35692.00,2028.00,96760.00,94800.00,1916.00
1993:Q1,29.00,83.00,93974.00,-2716.00,2596.00,1588.00,2156.00,-4944.00,2156.00,5664.00,-28084.00,60.00,15260.00,-3232.00,62580.00,6036.00,29910.00,0.00,29538.00,372.00,94028.00,92602.00,1372.00
1993:Q2,29.00,82.00,94639.00,1172.00,4040.00,1372.00,4500.00,46928.00,4500.00,25712.00,-2648.00,628.00,18736.00,-4556.00,-2728.00,6580.00,37331.00,0.00,36979.00,352.00,94692.00,93339.00,1300.00
1993:Q3,29.00,83.00,89938.00,-2676.00,-188.00,268.00,-25828.00,68292.00,-25828.00,41820.00,8284.00,2420.00,41596.00,2196.00,24872.00,2420.00,20582.00,0.00,22274.00,-1692.00,89992.00,94610.00,-4672.00
1993:Q4,30.00,86.00,97352.00,4636.00,-9296.00,1220.00,2248.00,4848.00,2248.00,-17532.00,6588.00,596.00,12948.00,-2104.00,48296.00,8572.00,38932.00,0.00,39704.00,-772.00,97408.00,95644.00,1708.00
1994:Q1,25.00,60.00,96121.00,-4572.00,-1444.00,1688.00,-200.00,21336.00,-200.00,27540.00,19168.00,-2620.00,-22552.00,432.00,25812.00,5220.00,47849.00,0.00,48997.00,-1148.00,96156.00,95049.00,1072.00
1994:Q2,25.00,62.00,98027.00,1272.00,-1396.00,1184.00,10040.00,-1976.00,10040.00,-14776.00,17704.00,516.00,-15460.00,1216.00,33104.00,5376.00,49207.00,0.00,48199.00,1008.00,98064.00,97711.00,316.00
1994:Q3,26.00,63.00,102859.00,5372.00,-11536.00,228.00,8736.00,2616.00,8736.00,-13084.00,-26496.00,1036.00,32424.00,332.00,8768.00,11100.00,77243.00,0.00,75015.00,2228.00,102896.00,100247.00,2612.00
1994:Q4,26.00,65.00,102661.00,-1600.00,-612.00,752.00,10928.00,15712.00,10928.00,-7264.00,5928.00,32.00,6088.00,700.00,36584.00,59540.00,-19343.00,0.00,-19167.00,-176.00,102700.00,101433.00,1228.00
1995:Q1,26.00,67.00,101291.00,-6392.00,212.00,804.00,6776.00,81648.00,6776.00,37676.00,19172.00,-236.00,18260.00,792.00,-18200.00,16112.00,19539.00,0.00,20979.00,-1440.00,101332.00,100259.00,1032.00
1995:Q2,27.00,69.00,95670.00,-1808.00,232.00,1784.00,6952.00,5508.00,6952.00,-31008.00,13608.00,312.00,15644.00,644.00,24636.00,5608.00,52114.00,0.00,50698.00,1416.00,95712.00,102458.00,-6788.00
1995:Q3,27.00,70.00,106661.00,1832.00,6460.00,732.00,-7496.00,8900.00,-7496.00,-23756.00,32500.00,972.00,6680.00,752.00,34200.00,9040.00,52241.00,0.00,51229.00,1012.00,106704.00,104905.00,1756.00
1995:Q4,27.00,70.00,109553.00,-3752.00,1020.00,1128.00,8376.00,25380.00,8376.00,-12352.00,27704.00,1824.00,-172.00,768.00,32024.00,10536.00,34073.00,0.00,34205.00,-132.00,109596.00,106465.00,3088.00
1996:Q1,28.00,65.00,109067.00,2260.00,2020.00,1860.00,-20196.00,60704.00,-20196.00,21336.00,24452.00,1764.00,33348.00,752.00,-8088.00,684.00,69071.00,0.00,67651.00,1420.00,109104.00,106943.00,2124.00
1996:Q2,28.00,66.00,110178.00,4444.00,-4392.00,1016.00,7004.00,56780.00,7004.00,30156.00,3932.00,-3896.00,19584.00,792.00,-8996.00,1788.00,51742.00,0.00,50614.00,1128.00,110216.00,108518.00,1660.00
1996:Q3,28.00,68.00,111200.00,5212.00,-6388.00,2028.00,-2424.00,-46312.00,-2424.00,-30512.00,-20708.00,-3204.00,10536.00,808.00,91956.00,1144.00,65176.00,0.00,65856.00,-680.00,111240.00,111140.00,60.00
1996:Q4,28.00,72.00,115760.00,1120.00,76.00,3124.00,2596.00,39856.00,2596.00,-2592.00,14340.00,260.00,25252.00,832.00,-2220.00,11236.00,59140.00,0.00,58136.00,1004.00,115804.00,112388.00,3372.00
1997:Q1,31.00,71.00,146508.00,-8452.00,10912.00,4484.00,-3308.00,78124.00,-3308.00,-6612.00,40564.00,5960.00,41520.00,848.00,2588.00,18900.00,42412.00,10796.00,29996.00,1620.00,146548.00,111092.00,35416.00
1997:Q2,31.00,72.00,143419.00,13868.00,-10876.00,2652.00,19352.00,66068.00,19352.00,15076.00,140.00,32.00,31468.00,856.00,-18208.00,18864.00,50843.00,23080.00,22819.00,4944.00,143460.00,113535.00,29884.00
1997:Q3,32.00,75.00,139393.00,-9260.00,2084.00,5664.00,-340.00,61548.00,-336.00,34496.00,11240.00,1632.00,14516.00,888.00,20680.00,9860.00,48269.00,17456.00,26141.00,4672.00,139436.00,116201.00,23192.00
1997:Q4,32.00,77.00,158911.00,-4764.00,-1612.00,568.00,-14128.00,30444.00,-14132.00,-18136.00,21592.00,-3856.00,44976.00,900.00,32696.00,31728.00,83079.00,11648.00,66403.00,5028.00,158956.00,117835.00,41076.00
1998:Q1,33.00,81.00,146644.00,5408.00,-3068.00,1688.00,33244.00,61132.00,33244.00,-27404.00,12440.00,2308.00,40544.00,4264.00,-55792.00,21700.00,78068.00,24112.00,49256.00,4700.00,146692.00,117004.00,29640.00
1998:Q2,33.00,85.00,153964.00,3776.00,-128.00,1836.00,-4352.00,70352.00,-4352.00,4256.00,31700.00,588.00,38160.00,8032.00,-31164.00,14916.00,90696.00,13092.00,73004.00,4600.00,154016.00,120120.00,33844.00
1998:Q3,34.00,85.00,170837.00,556.00,384.00,3088.00,9880.00,56772.00,9880.00,-21548.00,27116.00,-304.00,41628.00,3272.00,-18424.00,41384.00,73925.00,-1864.00,72201.00,3588.00,170888.00,123313.00,47524.00
1998:Q4,35.00,86.00,152929.00,8896.00,1064.00,2308.00,-3108.00,45332.00,-3108.00,19012.00,5136.00,4404.00,19888.00,3644.00,-7220.00,17828.00,84185.00,31872.00,48237.00,4076.00,152980.00,125165.00,27764.00
1999:Q1,37.00,89.00,158492.00,-9492.00,744.00,4200.00,14020.00,72236.00,14020.00,-4452.00,28008.00,5136.00,29524.00,1532.00,-48660.00,40600.00,83312.00,8020.00,74228.00,1064.00,158544.00,124184.00,34308.00
1999:Q2,40.00,89.00,156127.00,7400.00,-2072.00,2852.00,-512.00,15064.00,-512.00,9308.00,7304.00,-5180.00,4144.00,4700.00,20908.00,10748.00,97039.00,13768.00,82931.00,340.00,156176.00,127247.00,28880.00
1999:Q3,41.00,89.00,179640.00,-320.00,1876.00,4856.00,-6600.00,39260.00,-6600.00,-36000.00,-8372.00,-476.00,90708.00,-452.00,22024.00,35488.00,83508.00,576.00,83484.00,-552.00,179688.00,130284.00,49356.00
1999:Q4,42.00,91.00,130387.00,-580.00,-1712.00,1884.00,4464.00,42396.00,4464.00,-23864.00,64732.00,-312.00,-2624.00,7328.00,-18908.00,-16376.00,111891.00,23024.00,87423.00,1444.00,130436.00,131871.00,-1484.00
2000:Q1,52.00,108.00,107224.00,7500.00,2832.00,-1820.00,20100.00,54788.00,20100.00,-7696.00,-18088.00,-576.00,61048.00,-5548.00,-27904.00,-10972.00,68248.00,2704.00,66092.00,-548.00,107280.00,132004.00,-24780.00
2000:Q2,53.00,114.00,136567.00,6712.00,1876.00,164.00,-884.00,14692.00,9008.00,-8056.00,75164.00,-256.00,-61168.00,1764.00,28480.00,52264.00,31499.00,-6600.00,37079.00,1020.00,136628.00,133651.00,2916.00
2000:Q3,54.00,118.00,123516.00,-888.00,7476.00,2236.00,-13288.00,23496.00,-3388.00,-37660.00,63164.00,-2256.00,3636.00,-11840.00,176656.00,52892.00,-113224.00,-4864.00,-109308.00,948.00,123580.00,136952.00,-13436.00
2000:Q4,54.00,121.00,152469.00,-10484.00,-12528.00,396.00,-8084.00,66288.00,1808.00,-25656.00,79164.00,-2260.00,13232.00,1364.00,-130656.00,111672.00,134501.00,-14596.00,146109.00,2988.00,152536.00,138945.00,13524.00
2001:Q1,51.00,104.00,157835.00,-6488.00,-524.00,4924.00,-15284.00,-92912.00,-5392.00,-6860.00,-11236.00,944.00,-70368.00,-1040.00,178732.00,84204.00,6223.00,-19844.00,22611.00,3456.00,157888.00,137923.00,19912.00
2001:Q2,52.00,106.00,120066.00,19912.00,1876.00,2992.00,10716.00,43496.00,20608.00,23144.00,74364.00,-656.00,-73964.00,-5436.00,53516.00,-13604.00,6598.00,2852.00,4658.00,-912.00,120120.00,141410.00,-21344.00
2001:Q3,53.00,109.00,171468.00,312.00,-524.00,4120.00,-9288.00,-118508.00,612.00,-65260.00,-65236.00,-4256.00,15632.00,1764.00,212304.00,62672.00,18616.00,-19864.00,36316.00,2164.00,171524.00,144832.00,26636.00
2001:Q4,53.00,99.00,114614.00,-7684.00,-128.00,2564.00,-9684.00,-42908.00,208.00,-46856.00,9564.00,3744.00,-9568.00,160.00,15892.00,-8128.00,164530.00,6940.00,159534.00,-1944.00,114660.00,146550.00,-31936.00
2002:Q1,53.00,74.00,129911.00,2712.00,3076.00,248.00,-6084.00,29488.00,3808.00,32744.00,4764.00,-3860.00,-7968.00,-236.00,81104.00,24356.00,-4753.00,-2272.00,1947.00,-4428.00,129932.00,144895.00,-14984.00
2002:Q2,54.00,71.00,155199.00,-4488.00,276.00,988.00,-14888.00,-85708.00,-4992.00,-37660.00,17164.00,544.00,-60764.00,-636.00,102596.00,26712.00,130347.00,-14292.00,140527.00,4112.00,155216.00,147891.00,7308.00
2002:Q3,55.00,68.00,163467.00,3820.00,-1480.00,-1412.00,-1484.00,-71972.00,-2640.00,9656.00,12160.00,60.00,-91208.00,644.00,77824.00,65164.00,92363.00,-18168.00,108863.00,1668.00,163480.00,150839.00,12628.00
2002:Q4,56.00,68.00,128040.00,3864.00,-2212.00,-3516.00,-5124.00,-75056.00,-9096.00,10392.00,13196.00,84.00,-89632.00,684.00,79316.00,-11848.00,141932.00,3744.00,137764.00,424.00,128052.00,152300.00,-24260.00
2003:Q1,56.00,75.00,197917.00,3940.00,-2232.00,-3568.00,-4992.00,-73104.00,-8864.00,13008.00,16372.00,72.00,-93692.00,796.00,85192.00,56820.00,135065.00,11120.00,119161.00,4784.00,197936.00,150929.00,46988.00
2003:Q2,57.00,77.00,166192.00,3284.00,-940.00,-3372.00,-2684.00,-101316.00,-4764.00,-3376.00,-3660.00,-100.00,-89416.00,5996.00,83936.00,-43668.00,224956.00,26968.00,195336.00,2652.00,166212.00,155524.00,10668.00
2003:Q3,57.00,77.00,195468.00,-2624.00,-164.00,-3636.00,-4480.00,132128.00,-7956.00,-23216.00,81216.00,6876.00,75208.00,-5372.00,-8496.00,228.00,87884.00,17732.00,64328.00,5824.00,195488.00,161576.00,33892.00
2003:Q4,58.00,78.00,185176.00,-1336.00,-80.00,-2976.00,-2284.00,120372.00,-4048.00,-27420.00,76112.00,7264.00,68464.00,-4216.00,-18892.00,-34924.00,129512.00,26540.00,96676.00,6296.00,185196.00,167072.00,18104.00
2004:Q1,60.00,189.00,191175.00,-1260.00,-76.00,-2684.00,-2144.00,130380.00,-3812.00,-20312.00,84736.00,8368.00,61400.00,-5376.00,-68088.00,5888.00,134535.00,12040.00,118439.00,4056.00,191304.00,170791.00,20384.00
2004:Q2,61.00,194.00,205319.00,-3636.00,-224.00,-4220.00,-6204.00,87940.00,-11016.00,-34440.00,67604.00,7100.00,58692.00,-5200.00,-65252.00,15688.00,186427.00,10112.00,172535.00,3780.00,205452.00,175699.00,29620.00
2004:Q3,62.00,202.00,208032.00,11108.00,10516.00,9476.00,-19008.00,-53548.00,-26780.00,19324.00,-49836.00,-23796.00,27540.00,-2380.00,80256.00,37036.00,134576.00,6660.00,77640.00,50276.00,208172.00,181032.00,27000.00
2004:Q4,63.00,208.00,184127.00,-9692.00,7232.00,18292.00,-3096.00,-66800.00,2356.00,35668.00,-118264.00,940.00,12500.00,-8624.00,73720.00,-37992.00,211087.00,20840.00,140567.00,49680.00,184272.00,182739.00,1388.00
2005:Q1,75.00,192.00,209691.00,-11568.00,8252.00,15768.00,-8384.00,21560.00,-548.00,29552.00,-92752.00,-2344.00,87652.00,-5604.00,71356.00,23880.00,94431.00,4864.00,69555.00,20012.00,209808.00,179451.00,30240.00
2005:Q2,76.00,196.00,196896.00,-7496.00,8416.00,21480.00,-3748.00,5508.00,512.00,34196.00,-92520.00,-1592.00,64912.00,-7800.00,49024.00,-8276.00,139788.00,8784.00,67276.00,63728.00,197016.00,181828.00,15068.00
2005:Q3,77.00,201.00,192384.00,-232.00,11044.00,11820.00,-16748.00,32376.00,-20492.00,-19544.00,2052.00,-316.00,70676.00,10312.00,22640.00,-36284.00,157456.00,13236.00,97980.00,46240.00,192508.00,184612.00,7772.00
2005:Q4,78.00,211.00,204539.00,-7808.00,9124.00,17244.00,-6620.00,66856.00,-428.00,-29096.00,-13648.00,684.00,109344.00,-3176.00,13484.00,-5332.00,120767.00,10436.00,56407.00,53924.00,204672.00,186107.00,18432.00
2006:Q1,99.00,176.00,196771.00,-7216.00,10444.00,15920.00,-7480.00,113044.00,-2744.00,-8160.00,-5540.00,376.00,129112.00,-1440.00,24240.00,-20016.00,69275.00,16024.00,4419.00,48832.00,196848.00,184151.00,12620.00
2006:Q2,101.00,185.00,227044.00,-5576.00,10524.00,15624.00,-9444.00,95436.00,-6140.00,-17736.00,-6172.00,296.00,125188.00,708.00,40428.00,10188.00,69156.00,6140.00,10072.00,52944.00,227128.00,188668.00,38376.00
2006:Q3,102.00,192.00,210026.00,744.00,6312.00,9092.00,604.00,-3092.00,6904.00,-704.00,-3728.00,-484.00,-5080.00,4100.00,-79708.00,-10648.00,282622.00,14488.00,258194.00,9940.00,210116.00,193566.00,16460.00
2006:Q4,103.00,196.00,202779.00,764.00,6524.00,8848.00,616.00,114404.00,7112.00,15952.00,45740.00,-356.00,45956.00,4232.00,-74364.00,-24236.00,165991.00,18680.00,137815.00,9496.00,202872.00,196531.00,6248.00
2007:Q1,117.00,298.00,207287.00,772.00,6656.00,8864.00,624.00,63100.00,7236.00,11212.00,6532.00,-364.00,38484.00,4308.00,-78156.00,-7212.00,208331.00,8288.00,191575.00,8468.00,207468.00,194999.00,12288.00
