date,FA646000105.Q,FA645013005.Q,FA645012063.Q,FA644090005.Q,FA643020005.Q,FA644022005.Q,FA643061773.Q,FA643063005.Q,FA643065005.Q,FA643065105.Q,FA643065405.Q,FA643065505.Q,FA643090005.Q,FA644190005.Q,FA642151073.Q,FA644122005.Q,FA643169173.Q,FA643163005.Q,FA644123005.Q,FA643168005.Q,FA643169373.Q,FA643165005.Q,FA643164103.Q,FA643193005.Q,FA647005005.Q,FA643065045.Q,FA643061743.Q,FA643065143.Q,FA643065443.Q,FA643065543.Q
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,13.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,17.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.00,0.00,0.00,0.00,0.00,0.00
1952:Q1,18.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00
1952:Q2,18.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00
1952:Q3,18.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,0.00,0.00
1952:Q4,18.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1953:Q1,19.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00
1953:Q2,19.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,19.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,19.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,21.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,21.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,21.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,21.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,23.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-43.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,24.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,24.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-51.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,25.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-53.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,27.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,28.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,28.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,29.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-43.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,30.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,31.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,31.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,32.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,31.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,32.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,32.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,33.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,34.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-42.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,34.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,34.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,34.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,37.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,37.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,37.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,37.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,37.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,37.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,37.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,37.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-39.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,32.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,37.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,37.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,38.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,38.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,35.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,35.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-43.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,40.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,43.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-49.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,40.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-55.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,36.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,42.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,42.00,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-87.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,48.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-87.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,50.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-90.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,56.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,51.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,57.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-89.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,59.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-89.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,61.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-87.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,62.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-103.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,68.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-98.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,66.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,69.00,171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-102.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,63.00,184.00,15.00,600.00,0.00,0.00,0.00,0.00,604.00,0.00,0.00,604.00,-4.00,652.00,0.00,0.00,0.00,0.00,580.00,420.00,0.00,160.00,72.00,0.00,-83.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,58.00,184.00,26.00,932.00,0.00,0.00,0.00,0.00,928.00,40.00,120.00,768.00,4.00,992.00,0.00,0.00,0.00,0.00,568.00,408.00,0.00,160.00,424.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,65.00,187.00,31.00,620.00,0.00,0.00,0.00,0.00,624.00,64.00,52.00,508.00,-4.00,680.00,0.00,0.00,0.00,0.00,832.00,512.00,0.00,320.00,-152.00,0.00,-94.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,85.00,197.00,47.00,1168.00,0.00,0.00,0.00,0.00,1164.00,36.00,128.00,1000.00,4.00,1240.00,0.00,0.00,0.00,0.00,1084.00,924.00,0.00,160.00,156.00,0.00,-88.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,88.00,213.00,68.00,648.00,0.00,0.00,0.00,0.00,648.00,60.00,296.00,292.00,0.00,728.00,0.00,0.00,0.00,0.00,864.00,236.00,0.00,628.00,-136.00,0.00,-113.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,100.00,218.00,4.00,1132.00,0.00,0.00,0.00,0.00,1132.00,136.00,264.00,732.00,0.00,1216.00,0.00,80.00,0.00,80.00,384.00,340.00,0.00,44.00,752.00,0.00,-38.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,102.00,229.00,18.00,892.00,0.00,0.00,0.00,0.00,892.00,180.00,356.00,356.00,0.00,976.00,0.00,256.00,0.00,256.00,304.00,264.00,0.00,40.00,416.00,0.00,-61.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,110.00,231.00,31.00,2036.00,0.00,0.00,0.00,0.00,2036.00,336.00,756.00,944.00,0.00,2136.00,0.00,44.00,0.00,44.00,924.00,716.00,0.00,208.00,1168.00,0.00,-52.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,123.00,242.00,7.00,1392.00,0.00,0.00,0.00,0.00,1392.00,608.00,1092.00,-308.00,0.00,1528.00,0.00,828.00,0.00,828.00,-644.00,-656.00,0.00,12.00,1344.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,119.00,245.00,13.00,1552.00,0.00,0.00,0.00,0.00,1556.00,244.00,504.00,808.00,-4.00,1692.00,0.00,392.00,0.00,392.00,484.00,424.00,0.00,60.00,816.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,101.00,248.00,42.00,1636.00,0.00,0.00,0.00,0.00,1632.00,252.00,528.00,852.00,4.00,1788.00,0.00,0.00,0.00,0.00,276.00,-12.00,0.00,288.00,1512.00,0.00,-37.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,89.00,242.00,26.00,3008.00,0.00,0.00,0.00,0.00,3008.00,464.00,980.00,1564.00,0.00,3188.00,0.00,800.00,0.00,800.00,660.00,556.00,0.00,104.00,1728.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,70.00,298.00,22.00,1916.00,0.00,0.00,0.00,0.00,1672.00,256.00,548.00,868.00,244.00,2156.00,0.00,460.00,0.00,460.00,1164.00,1020.00,0.00,144.00,532.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,88.00,306.00,35.00,2436.00,0.00,0.00,0.00,0.00,2612.00,412.00,848.00,1352.00,-176.00,2692.00,0.00,1056.00,0.00,1056.00,648.00,512.00,0.00,136.00,988.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,62.00,310.00,34.00,2508.00,0.00,0.00,0.00,0.00,2160.00,-116.00,1020.00,1256.00,348.00,2784.00,0.00,912.00,1248.00,-336.00,864.00,796.00,0.00,68.00,1008.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,91.00,320.00,47.00,3004.00,0.00,0.00,0.00,0.00,2752.00,168.00,1220.00,1364.00,252.00,3324.00,0.00,2356.00,1872.00,484.00,268.00,80.00,0.00,188.00,700.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,43.00,415.00,67.00,5600.00,0.00,0.00,0.00,0.00,3728.00,404.00,2464.00,860.00,1872.00,6004.00,0.00,2712.00,2168.00,544.00,2032.00,1836.00,0.00,196.00,996.00,264.00,-35.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,29.00,424.00,113.00,5448.00,0.00,0.00,0.00,0.00,4336.00,912.00,1592.00,1832.00,1112.00,5868.00,0.00,2972.00,2460.00,512.00,1292.00,484.00,0.00,808.00,1068.00,536.00,-88.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,31.00,433.00,85.00,3812.00,0.00,0.00,0.00,0.00,2808.00,-128.00,1436.00,1500.00,1004.00,4260.00,0.00,2852.00,2652.00,200.00,240.00,-208.00,0.00,448.00,796.00,372.00,-39.00,0.00,0.00,0.00,0.00,0.00
