date,FA646000105.Q,FA645013005.Q,FA645012063.Q,FA644090005.Q,FA643020005.Q,FA644022005.Q,FA643061773.Q,FA643063005.Q,FA643065005.Q,FA643065105.Q,FA643065405.Q,FA643065505.Q,FA643090005.Q,FA644190005.Q,FA642151073.Q,FA644122005.Q,FA643169173.Q,FA643163005.Q,FA644123005.Q,FA643168005.Q,FA643169373.Q,FA643165005.Q,FA643164103.Q,FA643193005.Q,FA647005005.Q,FA643065045.Q,FA643061743.Q,FA643065143.Q,FA643065443.Q,FA643065543.Q
1972:Q4,60.00,453.00,112.00,6420.00,0.00,0.00,0.00,0.00,5900.00,512.00,2672.00,2716.00,520.00,6936.00,0.00,2800.00,2560.00,240.00,3660.00,3228.00,0.00,432.00,412.00,64.00,11.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,-11.00,436.00,103.00,5372.00,0.00,0.00,0.00,0.00,3492.00,384.00,1140.00,1968.00,1880.00,5956.00,0.00,40.00,-560.00,600.00,4672.00,4180.00,0.00,492.00,1096.00,148.00,35.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,-42.00,459.00,122.00,5720.00,0.00,0.00,0.00,0.00,6744.00,24.00,3876.00,2844.00,-1024.00,6376.00,0.00,796.00,84.00,712.00,4464.00,3912.00,0.00,552.00,1112.00,4.00,33.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,-32.00,476.00,39.00,5308.00,0.00,0.00,0.00,0.00,7816.00,1388.00,2628.00,3800.00,-2508.00,5972.00,0.00,3404.00,3196.00,208.00,1860.00,1840.00,0.00,20.00,664.00,44.00,116.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,5.00,487.00,8.00,3280.00,0.00,0.00,0.00,0.00,4188.00,884.00,1880.00,1424.00,-908.00,3912.00,0.00,900.00,220.00,680.00,3644.00,3508.00,0.00,136.00,-896.00,264.00,142.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,93.00,368.00,109.00,1944.00,0.00,0.00,0.00,0.00,2976.00,568.00,1392.00,1016.00,-1032.00,2492.00,0.00,-1860.00,-2380.00,520.00,4616.00,4348.00,0.00,268.00,-1040.00,776.00,164.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,90.00,380.00,77.00,1244.00,0.00,0.00,0.00,0.00,-248.00,-36.00,-88.00,-124.00,1492.00,1764.00,0.00,-7236.00,-7264.00,28.00,4844.00,4808.00,0.00,36.00,-1404.00,5560.00,152.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,163.00,392.00,83.00,-2444.00,0.00,0.00,0.00,0.00,-1184.00,-1024.00,-836.00,676.00,-1260.00,-1928.00,0.00,-2812.00,-2676.00,-136.00,3236.00,3124.00,0.00,112.00,-2088.00,-264.00,205.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,208.00,402.00,-15.00,-1504.00,0.00,0.00,0.00,0.00,-788.00,-196.00,192.00,-784.00,-716.00,-964.00,0.00,-516.00,-740.00,224.00,820.00,720.00,0.00,100.00,-904.00,-364.00,360.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,204.00,249.00,55.00,-5816.00,0.00,0.00,0.00,0.00,-9004.00,-984.00,-4544.00,-3476.00,3188.00,-5284.00,0.00,-860.00,132.00,-992.00,-2052.00,-2044.00,0.00,-8.00,-2964.00,592.00,432.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,199.00,249.00,77.00,-11264.00,0.00,0.00,0.00,0.00,-9004.00,-972.00,-4292.00,-3740.00,-2260.00,-10748.00,0.00,-616.00,388.00,-1004.00,-5948.00,-5840.00,0.00,-108.00,-2012.00,-2172.00,389.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,196.00,254.00,21.00,-11872.00,0.00,0.00,0.00,0.00,-10572.00,-1124.00,-4636.00,-4812.00,-1300.00,-11344.00,0.00,-1220.00,-224.00,-996.00,-5696.00,-5524.00,0.00,-172.00,-524.00,-3904.00,449.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,182.00,260.00,78.00,-7644.00,0.00,0.00,0.00,0.00,-7440.00,-792.00,-3204.00,-3444.00,-204.00,-7060.00,0.00,-824.00,180.00,-1004.00,-3704.00,-3712.00,0.00,8.00,-1060.00,-1472.00,428.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,182.00,220.00,20.00,-2684.00,0.00,0.00,0.00,0.00,-2520.00,-156.00,-1148.00,-1216.00,-164.00,-2148.00,0.00,-1228.00,-732.00,-496.00,-1896.00,-2140.00,0.00,244.00,-388.00,1364.00,478.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,142.00,226.00,15.00,-2600.00,0.00,0.00,0.00,0.00,-2520.00,-180.00,-1104.00,-1236.00,-80.00,-2024.00,0.00,-60.00,-156.00,96.00,-1368.00,-1856.00,0.00,488.00,136.00,-732.00,477.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,129.00,236.00,25.00,-2680.00,0.00,0.00,0.00,0.00,-2520.00,-196.00,-1060.00,-1264.00,-160.00,-2096.00,0.00,116.00,224.00,-108.00,-836.00,-1256.00,0.00,420.00,-416.00,-960.00,451.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,132.00,245.00,53.00,-2640.00,0.00,0.00,0.00,0.00,-2520.00,-216.00,-1012.00,-1292.00,-120.00,-2060.00,0.00,-644.00,-416.00,-228.00,-1540.00,-2348.00,0.00,808.00,-496.00,620.00,414.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,178.00,348.00,-60.00,-1232.00,0.00,0.00,0.00,0.00,-1240.00,-116.00,-432.00,-692.00,8.00,-772.00,0.00,-308.00,-180.00,-128.00,-2168.00,-2088.00,0.00,-80.00,1020.00,684.00,350.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,230.00,364.00,-100.00,-1248.00,0.00,0.00,0.00,0.00,-1240.00,-120.00,-432.00,-688.00,-8.00,-1816.00,0.00,144.00,284.00,-140.00,-2760.00,-2392.00,0.00,-368.00,1716.00,-916.00,-602.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,265.00,377.00,-67.00,-1240.00,0.00,0.00,0.00,0.00,-1240.00,-124.00,-424.00,-692.00,0.00,-740.00,0.00,-220.00,-248.00,28.00,-1348.00,-1120.00,0.00,-228.00,1132.00,-304.00,455.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,260.00,392.00,-53.00,-920.00,0.00,0.00,0.00,0.00,-1240.00,-128.00,-420.00,-692.00,320.00,556.00,0.00,-128.00,-20.00,-108.00,-604.00,-520.00,0.00,-84.00,1240.00,48.00,1398.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,213.00,370.00,-13.00,-576.00,0.00,0.00,0.00,0.00,-328.00,-52.00,-156.00,-120.00,-248.00,-24.00,0.00,-336.00,92.00,-428.00,-1824.00,-600.00,0.00,-1224.00,688.00,1448.00,408.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,204.00,410.00,-15.00,-160.00,0.00,0.00,0.00,0.00,-332.00,-48.00,-152.00,-132.00,172.00,452.00,0.00,356.00,436.00,-80.00,-892.00,-1472.00,0.00,580.00,768.00,220.00,421.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,206.00,435.00,-15.00,-644.00,0.00,0.00,0.00,0.00,-460.00,-68.00,-192.00,-200.00,-184.00,0.00,0.00,100.00,64.00,36.00,128.00,-504.00,0.00,632.00,828.00,-1056.00,429.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,208.00,461.00,-35.00,660.00,0.00,0.00,0.00,0.00,-200.00,-32.00,-108.00,-60.00,860.00,1336.00,0.00,-472.00,-160.00,-312.00,348.00,-264.00,0.00,612.00,1160.00,300.00,458.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,202.00,338.00,-11.00,108.00,0.00,0.00,0.00,0.00,-128.00,-72.00,-4.00,-52.00,236.00,800.00,0.00,28.00,128.00,-100.00,-12.00,-240.00,0.00,228.00,972.00,-188.00,567.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,225.00,346.00,-8.00,56.00,0.00,0.00,0.00,0.00,-132.00,-72.00,-4.00,-56.00,188.00,756.00,0.00,456.00,364.00,92.00,-372.00,-320.00,0.00,-52.00,1008.00,-336.00,587.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,257.00,365.00,-7.00,40.00,0.00,0.00,0.00,0.00,-128.00,-68.00,-4.00,-56.00,168.00,776.00,0.00,-804.00,-364.00,-440.00,-512.00,-360.00,0.00,-152.00,1048.00,1044.00,635.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,272.00,374.00,-9.00,-44.00,0.00,0.00,0.00,0.00,-132.00,-72.00,-4.00,-56.00,88.00,720.00,0.00,728.00,412.00,316.00,-460.00,-400.00,0.00,-60.00,1064.00,-612.00,671.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,254.00,420.00,-12.00,-80.00,0.00,0.00,0.00,0.00,-200.00,-16.00,-84.00,-100.00,120.00,720.00,0.00,-388.00,-452.00,64.00,-156.00,-120.00,0.00,-36.00,1068.00,196.00,646.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,224.00,409.00,-11.00,-52.00,0.00,0.00,0.00,0.00,-200.00,-20.00,-84.00,-96.00,148.00,732.00,0.00,-4.00,-304.00,300.00,-244.00,-196.00,0.00,-48.00,1052.00,-72.00,610.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,294.00,423.00,-12.00,-80.00,0.00,0.00,0.00,0.00,-200.00,-20.00,-84.00,-96.00,120.00,720.00,0.00,-516.00,-224.00,-292.00,-208.00,-164.00,0.00,-44.00,1036.00,408.00,683.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,315.00,439.00,-3.00,-148.00,0.00,0.00,0.00,0.00,-200.00,-20.00,-80.00,-100.00,52.00,684.00,0.00,124.00,68.00,56.00,-156.00,-120.00,0.00,-36.00,1020.00,-304.00,711.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,296.00,418.00,5.00,40.00,0.00,0.00,0.00,0.00,-80.00,4.00,-52.00,-32.00,120.00,812.00,0.00,288.00,60.00,228.00,-116.00,-116.00,0.00,0.00,876.00,-236.00,645.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,334.00,433.00,10.00,-28.00,0.00,0.00,0.00,0.00,-80.00,0.00,-52.00,-28.00,52.00,756.00,0.00,-152.00,0.00,-152.00,-116.00,-124.00,0.00,8.00,804.00,220.00,675.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,361.00,452.00,14.00,-116.00,0.00,0.00,0.00,0.00,-80.00,4.00,-52.00,-32.00,-36.00,704.00,0.00,204.00,8.00,196.00,-96.00,-120.00,0.00,24.00,828.00,-232.00,715.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,372.00,468.00,15.00,-96.00,0.00,0.00,0.00,0.00,-76.00,0.00,-52.00,-24.00,-20.00,792.00,0.00,-44.00,12.00,-56.00,-72.00,-120.00,0.00,48.00,956.00,-48.00,777.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,312.00,588.00,20.00,328.00,0.00,0.00,0.00,0.00,156.00,-12.00,112.00,56.00,172.00,612.00,0.00,-144.00,-124.00,-20.00,-48.00,-136.00,0.00,88.00,380.00,424.00,-12.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,370.00,574.00,28.00,36.00,0.00,0.00,0.00,0.00,160.00,-12.00,112.00,60.00,-124.00,340.00,0.00,-144.00,-124.00,-20.00,236.00,100.00,0.00,136.00,408.00,-160.00,72.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,353.00,561.00,28.00,268.00,0.00,0.00,0.00,0.00,160.00,-12.00,112.00,60.00,108.00,572.00,0.00,-144.00,-124.00,-20.00,224.00,88.00,0.00,136.00,444.00,48.00,68.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,334.00,550.00,13.00,160.00,0.00,0.00,0.00,0.00,160.00,-16.00,116.00,60.00,0.00,432.00,0.00,-144.00,-124.00,-20.00,104.00,12.00,0.00,92.00,488.00,-16.00,43.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,329.00,642.00,-1.00,152.00,0.00,0.00,0.00,0.00,-120.00,-52.00,40.00,-108.00,272.00,464.00,0.00,-56.00,-68.00,12.00,36.00,-24.00,0.00,60.00,564.00,-80.00,-1.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,407.00,650.00,-16.00,52.00,0.00,0.00,0.00,0.00,-120.00,-52.00,40.00,-108.00,172.00,452.00,0.00,-56.00,-68.00,12.00,-324.00,-360.00,0.00,36.00,660.00,172.00,173.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,418.00,679.00,-15.00,-208.00,0.00,0.00,0.00,0.00,-120.00,-52.00,40.00,-108.00,-88.00,76.00,0.00,-56.00,-68.00,12.00,-224.00,-240.00,0.00,16.00,648.00,-292.00,39.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,396.00,720.00,-5.00,460.00,0.00,0.00,0.00,0.00,-120.00,-52.00,36.00,-104.00,580.00,384.00,0.00,-56.00,-68.00,12.00,-288.00,-276.00,0.00,-12.00,516.00,212.00,-394.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,333.00,764.00,39.00,3616.00,0.00,2760.00,2760.00,0.00,888.00,24.00,424.00,440.00,-32.00,2956.00,0.00,2288.00,220.00,2068.00,368.00,36.00,0.00,332.00,220.00,80.00,-1130.00,2000.00,2000.00,0.00,0.00,0.00
1984:Q2,305.00,805.00,65.00,4368.00,0.00,2756.00,2756.00,0.00,888.00,24.00,396.00,468.00,724.00,2896.00,0.00,2324.00,224.00,2100.00,628.00,84.00,0.00,544.00,-244.00,188.00,-2036.00,2000.00,2000.00,0.00,0.00,0.00
1984:Q3,256.00,834.00,73.00,4412.00,0.00,2748.00,2748.00,0.00,884.00,20.00,420.00,444.00,780.00,3276.00,0.00,2332.00,228.00,2104.00,576.00,56.00,0.00,520.00,80.00,288.00,-1787.00,2000.00,2000.00,0.00,0.00,0.00
1984:Q4,228.00,859.00,57.00,3844.00,0.00,2024.00,2024.00,0.00,652.00,4.00,340.00,308.00,1168.00,4212.00,0.00,2540.00,236.00,2304.00,268.00,20.00,0.00,248.00,1196.00,208.00,-321.00,2224.00,2224.00,0.00,0.00,0.00
1985:Q1,103.00,723.00,81.00,1232.00,0.00,32.00,32.00,0.00,396.00,24.00,148.00,224.00,804.00,3104.00,0.00,1036.00,140.00,896.00,80.00,40.00,0.00,40.00,2388.00,-400.00,1170.00,96.00,96.00,0.00,0.00,0.00
1985:Q2,-91.00,733.00,93.00,932.00,0.00,44.00,44.00,0.00,572.00,44.00,220.00,308.00,316.00,4204.00,0.00,1056.00,136.00,920.00,308.00,260.00,0.00,48.00,3644.00,-804.00,2355.00,120.00,120.00,0.00,0.00,0.00
1985:Q3,13.00,724.00,107.00,964.00,0.00,48.00,48.00,0.00,604.00,40.00,232.00,332.00,312.00,4552.00,0.00,1092.00,132.00,960.00,440.00,380.00,0.00,60.00,3832.00,-812.00,2770.00,160.00,160.00,0.00,0.00,0.00
1985:Q4,71.00,740.00,209.00,8192.00,0.00,640.00,640.00,0.00,8104.00,196.00,1060.00,6848.00,-552.00,6888.00,0.00,864.00,132.00,732.00,512.00,440.00,0.00,72.00,2956.00,2556.00,-2183.00,128.00,128.00,0.00,0.00,0.00
1986:Q1,357.00,1011.00,129.00,3024.00,0.00,4968.00,4968.00,0.00,936.00,52.00,276.00,608.00,-2880.00,6008.00,0.00,864.00,364.00,500.00,896.00,360.00,0.00,536.00,2288.00,1960.00,2201.00,412.00,412.00,0.00,0.00,0.00
1986:Q2,617.00,981.00,12.00,6840.00,0.00,4968.00,4968.00,0.00,1228.00,48.00,372.00,808.00,644.00,8484.00,0.00,1996.00,-164.00,2160.00,1268.00,360.00,0.00,908.00,1828.00,3392.00,1268.00,1836.00,1836.00,0.00,0.00,0.00
1986:Q3,694.00,971.00,-3.00,8784.00,0.00,4968.00,4968.00,0.00,412.00,20.00,124.00,268.00,3404.00,8232.00,0.00,3060.00,608.00,2452.00,308.00,364.00,0.00,-56.00,1600.00,3264.00,-826.00,2524.00,2524.00,0.00,0.00,0.00
1986:Q4,664.00,985.00,706.00,-312.00,0.00,4968.00,4968.00,0.00,-2564.00,-136.00,-764.00,-1664.00,-2716.00,7828.00,0.00,14468.00,504.00,13964.00,-88.00,276.00,0.00,-364.00,1596.00,-8148.00,7113.00,13208.00,13208.00,0.00,0.00,0.00
1987:Q1,549.00,1119.00,-42.00,6164.00,0.00,6460.00,6460.00,0.00,960.00,52.00,288.00,620.00,-1256.00,6396.00,0.00,2292.00,856.00,1436.00,864.00,500.00,0.00,364.00,1460.00,1780.00,-296.00,1640.00,1640.00,0.00,0.00,0.00
1987:Q2,438.00,1144.00,46.00,9128.00,0.00,6460.00,6460.00,0.00,-100.00,4.00,-32.00,-72.00,2768.00,10256.00,0.00,9524.00,-92.00,9616.00,516.00,500.00,0.00,16.00,1188.00,-972.00,376.00,9328.00,9328.00,0.00,0.00,0.00
1987:Q3,349.00,1184.00,160.00,8396.00,0.00,6460.00,6460.00,0.00,1340.00,-24.00,476.00,888.00,596.00,11324.00,0.00,8520.00,28.00,8492.00,668.00,520.00,0.00,148.00,1232.00,904.00,1933.00,7480.00,7480.00,0.00,0.00,0.00
1987:Q4,184.00,1201.00,506.00,10028.00,0.00,6460.00,6460.00,0.00,1956.00,92.00,588.00,1276.00,1612.00,11092.00,0.00,8316.00,628.00,7688.00,1232.00,480.00,0.00,752.00,1588.00,-44.00,-459.00,6852.00,6852.00,0.00,0.00,0.00
1988:Q1,506.00,1180.00,19.00,2164.00,0.00,2532.00,2532.00,0.00,1208.00,60.00,360.00,788.00,-1576.00,7912.00,0.00,2044.00,100.00,1944.00,744.00,796.00,0.00,-52.00,1936.00,3188.00,5055.00,1372.00,1372.00,0.00,0.00,0.00
1988:Q2,427.00,1216.00,75.00,2708.00,0.00,2532.00,2532.00,0.00,160.00,8.00,48.00,104.00,16.00,5472.00,0.00,2116.00,-32.00,2148.00,1264.00,1192.00,0.00,72.00,2276.00,-184.00,1900.00,1660.00,1660.00,0.00,0.00,0.00
1988:Q3,208.00,1226.00,85.00,3808.00,0.00,2532.00,2532.00,0.00,2168.00,108.00,652.00,1408.00,-892.00,6564.00,0.00,84.00,-104.00,188.00,264.00,360.00,0.00,-96.00,2332.00,3884.00,1653.00,-88.00,-88.00,0.00,0.00,0.00
1988:Q4,462.00,1250.00,271.00,11592.00,0.00,2532.00,2532.00,0.00,3336.00,164.00,1000.00,2172.00,5724.00,12128.00,0.00,2452.00,-428.00,2880.00,5144.00,3976.00,0.00,1168.00,2092.00,2440.00,-523.00,3352.00,3352.00,0.00,0.00,0.00
1989:Q1,59.00,1316.00,48.00,2348.00,0.00,872.00,872.00,0.00,-1068.00,-52.00,-320.00,-696.00,2544.00,-40.00,0.00,2900.00,-28.00,2928.00,3152.00,2960.00,0.00,192.00,1944.00,-8036.00,-3693.00,2956.00,2956.00,0.00,0.00,0.00
1989:Q2,154.00,1334.00,49.00,5484.00,0.00,868.00,868.00,0.00,-264.00,-16.00,-80.00,-168.00,4880.00,4432.00,0.00,628.00,-436.00,1064.00,544.00,464.00,0.00,80.00,1872.00,1388.00,-2281.00,328.00,328.00,0.00,0.00,0.00
1989:Q3,252.00,1385.00,197.00,928.00,0.00,872.00,872.00,0.00,-612.00,-28.00,-184.00,-400.00,668.00,2240.00,0.00,660.00,-144.00,804.00,768.00,252.00,0.00,516.00,1764.00,-952.00,-18.00,692.00,692.00,0.00,0.00,0.00
1989:Q4,494.00,1380.00,195.00,-12.00,0.00,868.00,868.00,0.00,664.00,32.00,200.00,432.00,-1544.00,3476.00,0.00,-1044.00,-64.00,-980.00,800.00,280.00,0.00,520.00,1608.00,2112.00,2407.00,-1080.00,-1080.00,0.00,0.00,0.00
1990:Q1,171.00,2026.00,195.00,-2740.00,0.00,-1100.00,-1100.00,0.00,-308.00,-16.00,-92.00,-200.00,-1332.00,716.00,0.00,-2160.00,-1168.00,-992.00,800.00,280.00,0.00,520.00,1416.00,660.00,1406.00,-1092.00,-1092.00,0.00,0.00,0.00
1990:Q2,276.00,2015.00,198.00,-4376.00,0.00,-1100.00,-1100.00,0.00,-124.00,-8.00,-36.00,-80.00,-3152.00,740.00,0.00,1680.00,-204.00,1884.00,800.00,280.00,0.00,520.00,1176.00,-2916.00,3179.00,1784.00,1784.00,0.00,0.00,0.00
1990:Q3,361.00,2033.00,198.00,-3224.00,0.00,-1100.00,-1100.00,0.00,-92.00,-4.00,-28.00,-60.00,-2032.00,1868.00,0.00,-3316.00,100.00,-3416.00,1200.00,280.00,0.00,920.00,1152.00,2832.00,3222.00,-3516.00,-3516.00,0.00,0.00,0.00
1990:Q4,338.00,1978.00,195.00,1620.00,0.00,-1100.00,-1100.00,0.00,-2116.00,16.00,-672.00,-1460.00,4836.00,1000.00,0.00,3220.00,464.00,2756.00,800.00,280.00,0.00,520.00,1340.00,-4360.00,-2455.00,2656.00,2656.00,0.00,0.00,0.00
1991:Q1,397.00,1960.00,195.00,-1100.00,0.00,96.00,96.00,0.00,-1208.00,-224.00,-564.00,-420.00,12.00,3648.00,0.00,1744.00,-160.00,1904.00,560.00,280.00,0.00,280.00,1468.00,-124.00,2991.00,1804.00,1804.00,0.00,0.00,0.00
1991:Q2,315.00,1921.00,195.00,60.00,0.00,96.00,96.00,0.00,-116.00,96.00,0.00,-212.00,80.00,3504.00,0.00,-1088.00,144.00,-1232.00,624.00,296.00,0.00,328.00,1544.00,2424.00,1644.00,-1324.00,-1324.00,0.00,0.00,0.00
1991:Q3,355.00,1833.00,303.00,-2580.00,0.00,96.00,96.00,0.00,-604.00,-76.00,0.00,-528.00,-2072.00,508.00,0.00,-1848.00,16.00,-1864.00,852.00,468.00,0.00,384.00,1632.00,-128.00,1308.00,-1544.00,-1544.00,0.00,0.00,0.00
1991:Q4,353.00,1795.00,165.00,5700.00,0.00,96.00,96.00,0.00,-940.00,-8.00,0.00,-932.00,6544.00,9076.00,0.00,584.00,-80.00,664.00,2336.00,1476.00,0.00,860.00,1732.00,4424.00,1768.00,0.00,0.00,0.00,0.00,0.00
1992:Q1,569.00,2154.00,201.00,3620.00,0.00,328.00,-276.00,604.00,-664.00,-84.00,-188.00,-392.00,3956.00,3408.00,1592.00,4368.00,-156.00,4524.00,2692.00,1832.00,0.00,860.00,1172.00,-6416.00,-1998.00,3884.00,3200.00,684.00,0.00,0.00
1992:Q2,557.00,2176.00,82.00,1432.00,0.00,324.00,-480.00,804.00,2596.00,728.00,508.00,1360.00,-1488.00,1504.00,1892.00,-4624.00,16.00,-4640.00,688.00,604.00,0.00,84.00,-52.00,3600.00,-1629.00,-5232.00,-5596.00,364.00,0.00,0.00
1992:Q3,614.00,2210.00,225.00,1512.00,0.00,208.00,-1000.00,1208.00,-316.00,1160.00,-688.00,-788.00,1620.00,4660.00,2032.00,-84.00,32.00,-116.00,1776.00,1336.00,0.00,440.00,1360.00,-424.00,1327.00,-628.00,-1208.00,580.00,0.00,0.00
1992:Q4,439.00,2259.00,9836.00,-10104.00,0.00,444.00,-1000.00,1444.00,2648.00,1260.00,420.00,968.00,-13196.00,6452.00,2016.00,1416.00,52.00,1364.00,-7928.00,-8792.00,0.00,864.00,5416.00,5532.00,4900.00,-920.00,-1548.00,628.00,0.00,0.00
1993:Q1,1081.00,1985.00,2489.00,-3488.00,0.00,-144.00,-400.00,256.00,200.00,1000.00,-268.00,-532.00,-3544.00,1804.00,2128.00,-428.00,-828.00,400.00,800.00,-580.00,0.00,1380.00,6416.00,-7112.00,1900.00,0.00,-500.00,500.00,0.00,0.00
1993:Q2,1202.00,1988.00,2045.00,4768.00,0.00,-144.00,-400.00,256.00,796.00,1464.00,-460.00,-208.00,4116.00,9996.00,2368.00,-5192.00,-552.00,-4640.00,1292.00,-60.00,0.00,1352.00,8112.00,3416.00,2397.00,-5168.00,-5900.00,732.00,0.00,0.00
1993:Q3,1237.00,2009.00,8201.00,1888.00,0.00,-3736.00,-3600.00,-136.00,984.00,1232.00,-104.00,-144.00,4640.00,22336.00,2256.00,-1800.00,92.00,-1892.00,5932.00,-236.00,0.00,6168.00,15472.00,476.00,11475.00,-1820.00,-2436.00,616.00,0.00,0.00
1993:Q4,1096.00,2091.00,7888.00,4252.00,0.00,3444.00,3200.00,244.00,236.00,748.00,-292.00,-220.00,572.00,33536.00,1792.00,500.00,0.00,500.00,5568.00,112.00,0.00,5456.00,22804.00,2872.00,20401.00,0.00,-372.00,372.00,0.00,0.00
1994:Q1,1116.00,1918.00,7845.00,7360.00,0.00,-5448.00,-6400.00,952.00,6592.00,2532.00,1040.00,3020.00,6216.00,38408.00,6324.00,-1636.00,-556.00,-1080.00,12408.00,2584.00,0.00,9824.00,13364.00,7948.00,22400.00,-3684.00,-4952.00,1268.00,0.00,0.00
1994:Q2,969.00,1994.00,9272.00,-1600.00,0.00,-5452.00,-6400.00,948.00,6596.00,3752.00,432.00,2412.00,-2744.00,31288.00,5200.00,-3544.00,-540.00,-3004.00,15200.00,2800.00,0.00,12400.00,15288.00,-856.00,22591.00,-3600.00,-5476.00,1876.00,0.00,0.00
1994:Q3,1079.00,2011.00,9713.00,800.00,0.00,-5448.00,-6400.00,952.00,5464.00,3872.00,-24.00,1616.00,784.00,36136.00,6000.00,44.00,-560.00,604.00,15200.00,3200.00,0.00,12000.00,12136.00,2756.00,24691.00,-3600.00,-5536.00,1936.00,0.00,0.00
1994:Q4,993.00,2077.00,2177.00,-2336.00,0.00,-5452.00,-6400.00,948.00,188.00,1136.00,-500.00,-448.00,2928.00,9968.00,1388.00,-3292.00,-548.00,-2744.00,6236.00,1332.00,0.00,4904.00,3696.00,1940.00,9043.00,-3388.00,-3956.00,568.00,0.00,0.00
1995:Q1,714.00,2565.00,1737.00,796.00,0.00,-1072.00,-1200.00,128.00,1788.00,2880.00,-816.00,-276.00,80.00,6468.00,772.00,64.00,-12.00,76.00,2032.00,-1332.00,0.00,3364.00,3416.00,184.00,2084.00,-1264.00,-2704.00,1440.00,0.00,0.00
1995:Q2,845.00,2630.00,4055.00,3912.00,0.00,-1072.00,-1200.00,128.00,1788.00,1888.00,-316.00,216.00,3196.00,19780.00,1804.00,152.00,-24.00,176.00,4740.00,-3108.00,0.00,7848.00,10604.00,2480.00,10028.00,-2944.00,-3888.00,944.00,0.00,0.00
1995:Q3,943.00,2661.00,2294.00,2240.00,0.00,-1076.00,-1200.00,124.00,1784.00,2544.00,-356.00,-404.00,1532.00,11820.00,1028.00,104.00,4.00,100.00,2712.00,-1776.00,0.00,4488.00,6572.00,1404.00,5568.00,-1684.00,-2956.00,1272.00,0.00,0.00
1995:Q4,1632.00,2674.00,2891.00,2288.00,0.00,5488.00,2800.00,2688.00,-2196.00,100.00,-828.00,-1468.00,-1004.00,20900.00,1112.00,560.00,4.00,556.00,7780.00,2180.00,0.00,5600.00,9944.00,1504.00,14679.00,564.00,516.00,48.00,0.00,0.00
1996:Q1,1367.00,2698.00,2891.00,2292.00,0.00,5484.00,2800.00,2684.00,-2192.00,1092.00,-1324.00,-1960.00,-1000.00,18292.00,1116.00,560.00,4.00,556.00,7788.00,2180.00,0.00,5608.00,7332.00,1496.00,11778.00,568.00,20.00,-952.00,1500.00,0.00
1996:Q2,1584.00,2764.00,4050.00,3204.00,0.00,5488.00,2800.00,2688.00,-2196.00,-120.00,-720.00,-1356.00,-88.00,25200.00,1560.00,788.00,4.00,784.00,10900.00,3052.00,0.00,7848.00,9860.00,2092.00,16766.00,792.00,852.00,40.00,-100.00,0.00
