1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q3,401.00,1310.00,428.00,172.00,56.00,0.00,8848.00,8752.00,-3324.00,3420.00,40.00,-8688.00,-36.00,9372.00,2444.00,6928.00,-6472.00,-6472.00,0.00,84.00,-4.00,-3016.00,-636.00,-2380.00,-1373.00,0.00
1974:Q4,581.00,1326.00,-4640.00,168.00,56.00,0.00,-3860.00,2592.00,-5180.00,-1272.00,40.00,-1044.00,-4740.00,14676.00,1740.00,12936.00,396.00,396.00,0.00,20.00,-4.00,-19828.00,472.00,-20300.00,-846.00,0.00
1975:Q1,378.00,1298.00,-5468.00,164.00,56.00,0.00,-736.00,1052.00,-1764.00,-24.00,40.00,-4992.00,-5444.00,2460.00,-2168.00,4628.00,-17136.00,-17136.00,0.00,124.00,-4.00,9112.00,3356.00,5756.00,-896.00,0.00
1975:Q2,764.00,1300.00,-7960.00,164.00,52.00,0.00,820.00,3504.00,-128.00,-2556.00,44.00,-9040.00,-8020.00,3240.00,892.00,2348.00,2268.00,2268.00,0.00,-212.00,4.00,-13320.00,3008.00,-16328.00,-596.00,0.00
1975:Q3,1122.00,1331.00,4796.00,160.00,56.00,0.00,10576.00,8724.00,1100.00,752.00,40.00,-6036.00,4984.00,4036.00,-2404.00,6440.00,-18128.00,-18128.00,0.00,92.00,4.00,18980.00,14644.00,4336.00,-21.00,0.00
1975:Q4,815.00,1364.00,4772.00,156.00,52.00,0.00,1088.00,1588.00,-124.00,-376.00,44.00,3432.00,5004.00,12532.00,6176.00,6356.00,-2796.00,-2796.00,0.00,-4.00,4.00,-4732.00,13640.00,-18372.00,-318.00,0.00
1976:Q1,714.00,1422.00,10584.00,152.00,48.00,0.00,12632.00,9156.00,1908.00,1568.00,44.00,-2292.00,9504.00,1148.00,2400.00,-1252.00,-752.00,-752.00,0.00,132.00,4.00,8972.00,3096.00,5876.00,-1788.00,0.00
1976:Q2,831.00,1458.00,12472.00,148.00,52.00,0.00,9552.00,7632.00,1420.00,500.00,40.00,2680.00,11864.00,6144.00,248.00,5896.00,-380.00,-380.00,0.00,-244.00,8.00,6336.00,4556.00,1780.00,-1235.00,0.00
1976:Q3,921.00,1510.00,4132.00,148.00,48.00,0.00,12912.00,10236.00,48.00,2628.00,44.00,-9020.00,3764.00,4828.00,2288.00,2540.00,-6496.00,-6496.00,0.00,100.00,8.00,5324.00,4504.00,820.00,-958.00,0.00
1976:Q4,967.00,1565.00,17080.00,144.00,48.00,0.00,11104.00,7296.00,1936.00,1872.00,44.00,5740.00,17616.00,15016.00,8104.00,6912.00,7696.00,7696.00,0.00,12.00,8.00,-5116.00,5120.00,-10236.00,-63.00,0.00
1977:Q1,1156.00,1643.00,16700.00,140.00,48.00,0.00,19844.00,12936.00,1016.00,5892.00,48.00,-3380.00,15644.00,8264.00,4836.00,3428.00,-4468.00,-4468.00,0.00,72.00,8.00,11768.00,288.00,11480.00,-1543.00,0.00
1977:Q2,1123.00,1716.00,25272.00,140.00,44.00,0.00,20880.00,13820.00,2896.00,4164.00,44.00,4164.00,24196.00,24868.00,12584.00,12284.00,1636.00,1636.00,0.00,112.00,4.00,-2424.00,2904.00,-5328.00,-1669.00,0.00
1977:Q3,1135.00,1782.00,19632.00,136.00,48.00,0.00,24744.00,12664.00,5732.00,6348.00,44.00,-5340.00,19588.00,2116.00,-600.00,2716.00,7108.00,7108.00,0.00,124.00,4.00,10236.00,4096.00,6140.00,-691.00,0.00
1977:Q4,1170.00,1872.00,29512.00,132.00,44.00,0.00,22420.00,14568.00,2612.00,5240.00,48.00,6868.00,28664.00,30744.00,16772.00,13972.00,9592.00,9592.00,0.00,116.00,8.00,-11796.00,-1604.00,-10192.00,-1550.00,0.00
1978:Q1,1212.00,2102.00,16456.00,128.00,40.00,0.00,19392.00,12168.00,972.00,6252.00,176.00,-3280.00,15128.00,11788.00,5220.00,6568.00,-6500.00,-6500.00,0.00,120.00,20.00,9700.00,1788.00,7912.00,-2219.00,0.00
1978:Q2,1349.00,2305.00,27136.00,124.00,44.00,0.00,21048.00,9312.00,4156.00,7580.00,180.00,5740.00,26060.00,16312.00,10900.00,5412.00,8976.00,8976.00,0.00,148.00,20.00,604.00,9604.00,-9000.00,-2032.00,0.00
1978:Q3,1124.00,2408.00,22852.00,124.00,40.00,0.00,27424.00,9084.00,7884.00,10456.00,192.00,-4928.00,21528.00,812.00,408.00,404.00,-200.00,-200.00,0.00,120.00,20.00,20776.00,2604.00,18172.00,-2608.00,0.00
1978:Q4,1065.00,2524.00,46368.00,120.00,40.00,0.00,34856.00,15252.00,6660.00,12944.00,196.00,11156.00,45400.00,22768.00,14776.00,7992.00,11080.00,11080.00,0.00,36.00,20.00,11496.00,4388.00,7108.00,-2427.00,0.00
1979:Q1,1232.00,2610.00,26592.00,116.00,40.00,0.00,29584.00,15592.00,1560.00,12432.00,208.00,-3356.00,25644.00,22692.00,19876.00,2816.00,-3428.00,-3428.00,0.00,-40.00,48.00,6372.00,-1164.00,7536.00,-2326.00,0.00
1979:Q2,1483.00,2641.00,47748.00,116.00,36.00,0.00,36480.00,15252.00,9660.00,11568.00,212.00,10904.00,47240.00,17364.00,17304.00,60.00,11660.00,11660.00,0.00,-120.00,48.00,18288.00,1276.00,17012.00,-1667.00,0.00
1979:Q3,1591.00,2761.00,33192.00,112.00,40.00,0.00,34284.00,6708.00,13280.00,14296.00,224.00,-1468.00,33328.00,-6936.00,-2532.00,-4404.00,8904.00,8904.00,0.00,-152.00,48.00,31464.00,8332.00,23132.00,-1034.00,0.00
1979:Q4,1489.00,2793.00,20144.00,108.00,36.00,0.00,16176.00,2920.00,-1104.00,14360.00,232.00,3592.00,15152.00,29692.00,18480.00,11212.00,328.00,328.00,0.00,-156.00,48.00,-14760.00,5432.00,-20192.00,-6296.00,0.00
1980:Q1,1510.00,3187.00,8760.00,104.00,32.00,0.00,23196.00,7108.00,-1856.00,17944.00,244.00,-14816.00,12148.00,-1744.00,-7740.00,5996.00,-1024.00,-1024.00,0.00,-88.00,-424.00,15428.00,-1676.00,17104.00,1711.00,0.00
1980:Q2,370.00,3071.00,29768.00,100.00,36.00,0.00,5704.00,-1592.00,480.00,6816.00,252.00,23676.00,18792.00,5300.00,-4628.00,9928.00,-544.00,-544.00,0.00,-72.00,420.00,13688.00,4348.00,9340.00,-13677.00,400.00
1980:Q3,145.00,3161.00,6376.00,100.00,32.00,0.00,14080.00,3776.00,8336.00,1968.00,264.00,-8100.00,1508.00,2652.00,-2876.00,5528.00,2888.00,2888.00,0.00,-72.00,1036.00,-4996.00,4028.00,-9024.00,-7885.00,264.00
1980:Q4,86.00,3277.00,11224.00,96.00,32.00,0.00,12592.00,6172.00,716.00,5704.00,272.00,-1768.00,14552.00,13532.00,11396.00,2136.00,2428.00,2428.00,0.00,-100.00,468.00,-1776.00,6228.00,-8004.00,137.00,420.00
1981:Q1,409.00,3182.00,29184.00,92.00,32.00,0.00,17604.00,4520.00,4560.00,8524.00,288.00,11168.00,28936.00,5008.00,7112.00,-2104.00,-3312.00,-3312.00,0.00,-100.00,-1596.00,28936.00,-22316.00,51252.00,-3021.00,84.00
1981:Q2,434.00,3306.00,37256.00,92.00,28.00,0.00,34380.00,24528.00,7220.00,2632.00,296.00,2460.00,39032.00,23740.00,21776.00,1964.00,7920.00,7920.00,0.00,-108.00,108.00,7372.00,-4740.00,12112.00,-1096.00,60.00
1981:Q3,-26.00,3440.00,18540.00,88.00,32.00,0.00,27340.00,7240.00,2528.00,17572.00,308.00,-9228.00,17028.00,9820.00,9124.00,696.00,1576.00,1576.00,0.00,-116.00,628.00,5120.00,-10344.00,15464.00,-4978.00,-96.00
1981:Q4,74.00,3543.00,13812.00,84.00,28.00,0.00,11692.00,6248.00,-1364.00,6808.00,324.00,1684.00,12896.00,13656.00,472.00,13184.00,1452.00,1452.00,0.00,-136.00,-724.00,-1352.00,6012.00,-7364.00,-4386.00,524.00
1982:Q1,416.00,3328.00,20608.00,76.00,24.00,0.00,10400.00,-1716.00,2512.00,9604.00,860.00,9248.00,20680.00,-6888.00,-20048.00,13160.00,5192.00,5192.00,0.00,-144.00,-496.00,23016.00,-2184.00,25200.00,-2841.00,648.00
1982:Q2,749.00,3241.00,29852.00,72.00,24.00,0.00,22792.00,8824.00,5620.00,8348.00,672.00,6292.00,29964.00,22988.00,17532.00,5456.00,36.00,36.00,0.00,-180.00,984.00,6136.00,-8612.00,14748.00,-2380.00,-524.00
1982:Q3,1119.00,3167.00,1852.00,72.00,24.00,0.00,18692.00,18824.00,1996.00,-2128.00,964.00,-17900.00,1528.00,-12388.00,-16576.00,4188.00,-356.00,-356.00,0.00,-156.00,-1064.00,15492.00,27592.00,-12100.00,-2373.00,16.00
1982:Q4,1611.00,3113.00,-1356.00,84.00,28.00,0.00,-10796.00,-22956.00,6376.00,5784.00,-1048.00,10376.00,-3772.00,5344.00,-4160.00,9504.00,5492.00,5492.00,0.00,-88.00,1572.00,-16092.00,12428.00,-28520.00,-3918.00,600.00
1983:Q1,1961.00,5821.00,35680.00,84.00,28.00,0.00,24236.00,-280.00,4640.00,19876.00,2228.00,9104.00,31844.00,5744.00,2024.00,3720.00,9980.00,9980.00,0.00,12.00,-460.00,16568.00,4716.00,11852.00,-7697.00,568.00
1983:Q2,2629.00,6007.00,27520.00,88.00,28.00,0.00,29380.00,13648.00,6076.00,9656.00,-212.00,-1764.00,26816.00,16696.00,16512.00,184.00,3480.00,3480.00,0.00,100.00,748.00,5792.00,3948.00,1844.00,-4082.00,700.00
1983:Q3,3016.00,6302.00,12900.00,88.00,32.00,0.00,28488.00,33376.00,396.00,-5284.00,48.00,-15756.00,10452.00,10532.00,3508.00,7024.00,-1476.00,-1476.00,0.00,120.00,952.00,324.00,4228.00,-3904.00,-5734.00,976.00
1983:Q4,3033.00,6784.00,27144.00,100.00,32.00,0.00,18528.00,1364.00,-360.00,17524.00,-128.00,8612.00,31288.00,19216.00,14172.00,5044.00,-2272.00,-2272.00,0.00,64.00,-2580.00,16860.00,7808.00,9052.00,393.00,1848.00
1984:Q1,3259.00,8420.00,39636.00,-1100.00,-368.00,0.00,32232.00,16972.00,4112.00,11148.00,1952.00,6920.00,37160.00,30452.00,21652.00,8800.00,164.00,164.00,0.00,20.00,4952.00,1572.00,3444.00,-1872.00,-7638.00,2724.00
1984:Q2,3061.00,8841.00,40100.00,8.00,4.00,32.00,38648.00,19852.00,12216.00,6580.00,-1832.00,3240.00,41484.00,18680.00,20444.00,-1764.00,13684.00,13684.00,0.00,-8.00,392.00,8736.00,7764.00,972.00,-4396.00,3104.00
1984:Q3,2247.00,9126.00,22684.00,408.00,136.00,1588.00,31432.00,38760.00,1220.00,-8548.00,1236.00,-12116.00,21768.00,9080.00,-6904.00,15984.00,2912.00,2912.00,0.00,-16.00,3544.00,6248.00,18772.00,-12524.00,-7795.00,2224.00
1984:Q4,1771.00,9391.00,28224.00,-580.00,-192.00,-2268.00,37528.00,10692.00,3872.00,22964.00,680.00,-6944.00,29196.00,30620.00,15380.00,15240.00,-3992.00,-3992.00,0.00,-8.00,-1260.00,3836.00,7596.00,-3760.00,-6648.00,3136.00
1985:Q1,2071.00,9858.00,35284.00,260.00,84.00,1016.00,24992.00,11112.00,-5232.00,19112.00,44.00,8888.00,36380.00,33544.00,31464.00,2080.00,-9636.00,-9636.00,0.00,12.00,-400.00,12860.00,8940.00,3920.00,-6691.00,3480.00
1985:Q2,2339.00,10067.00,63232.00,1116.00,372.00,4356.00,50052.00,16348.00,16260.00,17444.00,-116.00,7452.00,63072.00,56772.00,27792.00,28980.00,-7516.00,-7516.00,0.00,16.00,1200.00,12600.00,25236.00,-12636.00,-7888.00,3096.00
1985:Q3,3268.00,9963.00,81536.00,2548.00,852.00,9924.00,71284.00,23556.00,26940.00,20788.00,696.00,-3768.00,84292.00,40432.00,39828.00,604.00,25748.00,25748.00,0.00,20.00,-1296.00,19388.00,23492.00,-4104.00,-3939.00,2060.00
1985:Q4,3184.00,10195.00,36580.00,-96.00,-32.00,-380.00,41396.00,21984.00,-6088.00,25500.00,-124.00,-4184.00,38368.00,46488.00,19164.00,27324.00,-18412.00,-18412.00,0.00,20.00,-1692.00,11964.00,12636.00,-672.00,-5223.00,2104.00
1986:Q1,3468.00,12469.00,57336.00,1504.00,500.00,5872.00,39560.00,21516.00,1900.00,16144.00,5096.00,4804.00,58188.00,65080.00,31084.00,33996.00,-276.00,-276.00,0.00,8.00,-400.00,-6224.00,11056.00,-17280.00,-8149.00,2372.00
1986:Q2,3356.00,12579.00,79164.00,48.00,16.00,184.00,77272.00,11140.00,47348.00,18784.00,3228.00,-1584.00,76240.00,51328.00,27592.00,23736.00,40800.00,40800.00,0.00,-16.00,-276.00,-15596.00,14356.00,-29952.00,-12147.00,1264.00
1986:Q3,3812.00,12586.00,103616.00,4420.00,1472.00,17228.00,71080.00,8812.00,30244.00,32024.00,-3292.00,12708.00,104644.00,39388.00,19148.00,20240.00,23704.00,23704.00,0.00,8.00,2276.00,39268.00,14148.00,25120.00,-7746.00,2048.00
1986:Q4,4665.00,12790.00,2748.00,-2288.00,1280.00,-2952.00,18696.00,20976.00,-9652.00,7372.00,-116.00,-11872.00,6944.00,35684.00,8536.00,27148.00,-13636.00,-13636.00,0.00,92.00,6704.00,-21900.00,1836.00,-23736.00,-3929.00,5624.00
1987:Q1,6360.00,12086.00,35464.00,852.00,368.00,3568.00,13436.00,33660.00,-6384.00,-13840.00,-916.00,18156.00,27624.00,37472.00,13644.00,23828.00,-16408.00,-16408.00,0.00,188.00,-2248.00,8620.00,1388.00,7232.00,-13566.00,1460.00
1987:Q2,8256.00,12385.00,26892.00,-420.00,-180.00,-1744.00,40756.00,24260.00,14280.00,2216.00,1444.00,-12964.00,25220.00,35528.00,12804.00,22724.00,92.00,92.00,0.00,280.00,6396.00,-17076.00,4888.00,-21964.00,-5801.00,2180.00
1987:Q3,9826.00,12702.00,40052.00,2416.00,1036.00,10088.00,11968.00,25968.00,-28752.00,14752.00,448.00,14096.00,34176.00,55032.00,18604.00,36428.00,-16124.00,-16124.00,0.00,308.00,-4720.00,-320.00,-32832.00,32512.00,-8752.00,3776.00
1987:Q4,10355.00,12673.00,83416.00,2612.00,1116.00,10900.00,64564.00,53192.00,1992.00,9380.00,-3972.00,8196.00,79640.00,-46712.00,-2204.00,-44508.00,-840.00,-840.00,0.00,264.00,-232.00,127160.00,-19484.00,146644.00,-6094.00,1876.00
1988:Q1,9626.00,13560.00,81568.00,1316.00,564.00,5484.00,51460.00,49984.00,3440.00,-1964.00,3904.00,18840.00,77276.00,-6948.00,1384.00,-8332.00,-12020.00,-12020.00,0.00,232.00,3040.00,92972.00,-49016.00,141988.00,-8226.00,5560.00
1988:Q2,9547.00,13960.00,68560.00,2680.00,1152.00,11212.00,59408.00,10504.00,49228.00,-324.00,1324.00,-7216.00,58996.00,59292.00,31860.00,27432.00,18608.00,18608.00,0.00,204.00,272.00,-19380.00,-8232.00,-11148.00,-13977.00,2672.00
1988:Q3,9459.00,14173.00,-1356.00,-568.00,-244.00,-2388.00,-340.00,20440.00,-17168.00,-3612.00,2152.00,32.00,-14096.00,-800.00,-6424.00,5624.00,-8504.00,-8504.00,0.00,216.00,-1676.00,-3332.00,-14100.00,10768.00,-17455.00,-448.00
1988:Q4,10641.00,14541.00,48660.00,1192.00,512.00,4984.00,50040.00,33600.00,5652.00,10788.00,1816.00,-9884.00,42772.00,40152.00,41460.00,-1308.00,6040.00,6040.00,0.00,268.00,-3780.00,92.00,-19172.00,19264.00,-9788.00,3972.00
1989:Q1,11986.00,16810.00,18005.00,-1296.00,2764.00,4296.00,34237.00,40722.00,-14177.00,7692.00,4408.00,-26403.00,9605.00,14929.00,24873.00,-9944.00,-15897.00,-15897.00,0.00,320.00,12744.00,-2490.00,11128.00,-13618.00,-13224.00,4496.00
1989:Q2,13019.00,17233.00,62594.00,1888.00,1016.00,8484.00,56755.00,16476.00,28683.00,11597.00,18112.00,-23661.00,54258.00,49340.00,17576.00,31764.00,14314.00,14314.00,0.00,364.00,14376.00,-24136.00,-3668.00,-20468.00,-12550.00,3200.00
1989:Q3,13127.00,17763.00,72847.00,1012.00,544.00,4556.00,70771.00,2602.00,69589.00,-1420.00,13560.00,-17597.00,65019.00,17841.00,-5247.00,23088.00,37796.00,37796.00,0.00,388.00,-16176.00,25170.00,-13320.00,38490.00,-12465.00,1160.00
1989:Q4,13031.00,17554.00,42386.00,1536.00,832.00,6916.00,35601.00,34184.00,22245.00,-20828.00,7928.00,-10427.00,41978.00,15094.00,-2590.00,17684.00,16539.00,16539.00,0.00,388.00,17768.00,-7811.00,-200.00,-7611.00,-4931.00,2348.00
1990:Q1,15154.00,17380.00,35377.00,-144.00,-80.00,-652.00,29414.00,24415.00,12447.00,-7448.00,-14052.00,20891.00,26453.00,40011.00,32099.00,7912.00,5556.00,5556.00,0.00,400.00,-3392.00,-16122.00,16492.00,-32614.00,-11150.00,6724.00
1990:Q2,16498.00,16463.00,72098.00,1920.00,1036.00,8640.00,52665.00,32747.00,23600.00,-3682.00,-2828.00,10665.00,75258.00,29003.00,4147.00,24856.00,15193.00,15193.00,0.00,416.00,3528.00,27118.00,-8896.00,36014.00,3195.00,5036.00
1990:Q3,13514.00,16715.00,19310.00,1384.00,744.00,6224.00,27411.00,5953.00,9558.00,11900.00,11312.00,-27765.00,28278.00,-13405.00,-16177.00,2772.00,-13200.00,-13200.00,0.00,428.00,-10168.00,64623.00,34756.00,29867.00,5767.00,5788.00
1990:Q4,13157.00,16724.00,-16764.00,1684.00,908.00,7572.00,-21146.00,6361.00,-821.00,-26685.00,-15844.00,10061.00,-18404.00,23894.00,-7618.00,31512.00,5436.00,5436.00,0.00,444.00,-3912.00,-44267.00,-36744.00,-7523.00,-5207.00,9032.00
1991:Q1,14998.00,14499.00,30985.00,1864.00,1000.00,8380.00,598.00,-2307.00,22154.00,-19249.00,21568.00,-2425.00,37221.00,-10239.00,-26383.00,16144.00,27554.00,27554.00,0.00,456.00,-11204.00,30654.00,-22288.00,52942.00,6735.00,6448.00
1991:Q2,16071.00,13413.00,47639.00,-1304.00,4440.00,9160.00,21107.00,-190.00,19782.00,1514.00,-15964.00,30200.00,57007.00,22088.00,10168.00,11920.00,4575.00,4575.00,0.00,456.00,36796.00,-6909.00,6440.00,-13349.00,12026.00,9628.00
1991:Q3,17767.00,14130.00,-38491.00,4352.00,2896.00,21184.00,-70917.00,6396.00,-62030.00,-15283.00,3948.00,46.00,-30979.00,-4247.00,-6851.00,2604.00,-30357.00,-30357.00,0.00,484.00,-23184.00,26325.00,9352.00,16973.00,11149.00,7144.00
1991:Q4,15771.00,15543.00,55495.00,4232.00,2824.00,20632.00,20741.00,-21291.00,57918.00,-15886.00,-4336.00,11403.00,60283.00,17130.00,-11530.00,28660.00,27984.00,27984.00,0.00,536.00,2604.00,12030.00,-10576.00,22606.00,5016.00,6548.00
1992:Q1,15796.00,12715.00,-3235.00,-516.00,-344.00,-2516.00,13990.00,-10210.00,27392.00,-3192.00,19784.00,-33634.00,-1155.00,-4075.00,-12283.00,8208.00,11299.00,11299.00,0.00,584.00,2696.00,-11660.00,2276.00,-13936.00,5161.00,4228.00
1992:Q2,16831.00,11985.00,-68815.00,-2216.00,-1480.00,-10808.00,-33926.00,9429.00,-37190.00,-6165.00,-6044.00,-14341.00,-62403.00,-5150.00,-17534.00,12384.00,-5689.00,-5689.00,0.00,624.00,1664.00,-53852.00,-2832.00,-51020.00,11258.00,11920.00
1992:Q3,18550.00,13989.00,63154.00,2592.00,1728.00,12628.00,38464.00,6959.00,32943.00,-1438.00,-840.00,8582.00,69978.00,20842.00,19118.00,1724.00,15804.00,15804.00,0.00,664.00,2888.00,29780.00,-12320.00,42100.00,11385.00,5860.00
1992:Q4,19833.00,12593.00,-6784.00,1704.00,1140.00,8316.00,-16452.00,-1743.00,-12437.00,-2272.00,2020.00,-3512.00,9260.00,-30.00,-13142.00,13112.00,-13373.00,-13373.00,0.00,692.00,-468.00,22439.00,20676.00,1763.00,23284.00,-80.00
1993:Q1,18945.00,22972.00,-76069.00,3116.00,2076.00,15180.00,-108270.00,-44295.00,-50784.00,-13191.00,-10300.00,22129.00,-68961.00,-17703.00,-24583.00,6880.00,-38435.00,-38435.00,0.00,736.00,-7872.00,-5687.00,12300.00,-17987.00,3081.00,6356.00
1993:Q2,20580.00,23471.00,54768.00,1952.00,1300.00,9508.00,31348.00,-16067.00,57692.00,-10277.00,33700.00,-23041.00,56852.00,-17749.00,-20961.00,3212.00,12304.00,12304.00,0.00,784.00,11264.00,50249.00,3996.00,46253.00,-807.00,13656.00
1993:Q3,19490.00,24719.00,53805.00,-1516.00,7136.00,16424.00,7439.00,14701.00,-7324.00,62.00,-8432.00,32754.00,59565.00,62306.00,32218.00,30088.00,-15256.00,-15256.00,0.00,804.00,4564.00,7147.00,-1864.00,9011.00,531.00,13040.00
1993:Q4,21895.00,23017.00,-7468.00,2512.00,2056.00,13352.00,-14181.00,-17787.00,-12128.00,15734.00,66624.00,-77831.00,-4068.00,22566.00,12742.00,9824.00,-13425.00,-13425.00,0.00,784.00,20400.00,-34394.00,-9484.00,-24910.00,2278.00,7920.00
1994:Q1,23652.00,29796.00,-20783.00,612.00,504.00,3260.00,-10525.00,13182.00,-47113.00,23406.00,9988.00,-24622.00,8209.00,57555.00,31923.00,25632.00,-23050.00,-23050.00,0.00,780.00,-928.00,-26149.00,-8692.00,-17457.00,22848.00,13696.00
1994:Q2,20574.00,28922.00,842.00,1504.00,1232.00,8004.00,5671.00,24946.00,-34812.00,15537.00,-3244.00,-12325.00,11642.00,48620.00,14464.00,34156.00,-23588.00,-23588.00,0.00,788.00,1968.00,-16146.00,12296.00,-28442.00,2452.00,22292.00
1994:Q3,21225.00,29222.00,54494.00,1268.00,1032.00,6720.00,42871.00,29661.00,-8067.00,21278.00,-436.00,3039.00,82098.00,58901.00,21449.00,37452.00,-15533.00,-15533.00,0.00,784.00,448.00,37499.00,19068.00,18431.00,19607.00,19628.00
1994:Q4,22449.00,29286.00,38779.00,2328.00,1904.00,12372.00,59459.00,35687.00,10845.00,12927.00,-3352.00,-33932.00,59083.00,51888.00,22160.00,29728.00,-6053.00,-6053.00,0.00,768.00,44.00,12436.00,2160.00,10276.00,13467.00,17208.00
1995:Q1,23975.00,29424.00,84173.00,3732.00,3060.00,19852.00,41227.00,33021.00,-3905.00,12111.00,5136.00,11166.00,83109.00,67993.00,-12315.00,80308.00,-3823.00,-3823.00,0.00,676.00,-4416.00,22679.00,3848.00,18831.00,-6513.00,17356.00
1995:Q2,25071.00,27204.00,91216.00,1512.00,1236.00,8032.00,84552.00,28781.00,35617.00,20155.00,1100.00,-5216.00,91392.00,31634.00,-10898.00,42532.00,14664.00,14664.00,0.00,768.00,-1772.00,46098.00,17856.00,28242.00,-1958.00,15492.00
1995:Q3,25095.00,28459.00,83945.00,532.00,436.00,2832.00,53015.00,26501.00,10924.00,15590.00,488.00,26643.00,80041.00,41319.00,7627.00,33692.00,587.00,587.00,0.00,808.00,3956.00,33371.00,4280.00,29091.00,-7268.00,13136.00
1995:Q4,25846.00,26100.00,17766.00,-2540.00,9780.00,21160.00,7358.00,18449.00,-34045.00,22953.00,3160.00,-21152.00,22734.00,57822.00,3790.00,54032.00,-18409.00,-18409.00,0.00,716.00,5540.00,-22935.00,11124.00,-34059.00,4714.00,7564.00
1996:Q1,29857.00,37146.00,72761.00,1060.00,1060.00,6180.00,78695.00,-3725.00,70437.00,11984.00,5648.00,-19882.00,67529.00,33704.00,3764.00,29940.00,21330.00,21330.00,0.00,740.00,2876.00,8879.00,-2028.00,10907.00,-12522.00,10152.00
1996:Q2,28716.00,19517.00,27214.00,956.00,956.00,5604.00,33838.00,10954.00,21901.00,983.00,4656.00,-18796.00,39290.00,41757.00,-4243.00,46000.00,10023.00,10023.00,0.00,840.00,4284.00,-17614.00,23004.00,-40618.00,21275.00,13372.00
1996:Q3,27848.00,38406.00,75119.00,2816.00,2816.00,16464.00,3360.00,11723.00,-12634.00,4271.00,3356.00,46307.00,77171.00,62903.00,41183.00,21720.00,-5389.00,-5389.00,0.00,840.00,-6916.00,25733.00,-5120.00,30853.00,-8507.00,13824.00
1996:Q4,29863.00,33070.00,34985.00,5744.00,5744.00,33576.00,-7513.00,-6600.00,5228.00,-6142.00,15724.00,-18290.00,52413.00,46183.00,-3237.00,49420.00,8136.00,8136.00,0.00,776.00,5908.00,-8590.00,-1848.00,-6742.00,14221.00,11968.00
1997:Q1,30596.00,36324.00,59427.00,92.00,92.00,532.00,41577.00,-2844.00,14832.00,29589.00,1692.00,15442.00,24151.00,24175.00,47603.00,-23428.00,2819.00,2819.00,0.00,736.00,7784.00,-11364.00,72732.00,-84096.00,-41004.00,13544.00
1997:Q2,31622.00,32330.00,40474.00,4672.00,4672.00,27328.00,-16606.00,-17899.00,-11821.00,13114.00,6708.00,13700.00,33238.00,117117.00,24765.00,92352.00,-16525.00,-16525.00,0.00,816.00,-3224.00,-64946.00,-28084.00,-36862.00,-7944.00,12864.00
1997:Q3,33089.00,34083.00,117535.00,-4376.00,-4376.00,-25584.00,138992.00,57500.00,78844.00,2648.00,1856.00,11023.00,115407.00,-73650.00,9330.00,-82980.00,43632.00,43632.00,0.00,880.00,-14848.00,159393.00,36116.00,123277.00,-3122.00,-8112.00
1997:Q4,32685.00,33705.00,-51780.00,-1984.00,14508.00,36604.00,-108155.00,-39149.00,-74235.00,5229.00,25612.00,-18365.00,-54576.00,49618.00,16818.00,32800.00,-30018.00,-30018.00,0.00,808.00,15144.00,-90128.00,-46488.00,-43640.00,-3816.00,4196.00
1998:Q1,38616.00,45318.00,-44413.00,4224.00,5164.00,27448.00,55093.00,11398.00,32388.00,11307.00,-17060.00,-119282.00,-38781.00,114950.00,68422.00,46528.00,8704.00,8704.00,0.00,788.00,-3292.00,-159931.00,-9952.00,-149979.00,-1070.00,-5256.00
1998:Q2,39109.00,43498.00,94566.00,2024.00,2472.00,13140.00,47499.00,22712.00,7001.00,17786.00,15496.00,13935.00,94854.00,105076.00,48276.00,56800.00,-3724.00,-3724.00,0.00,856.00,7888.00,-15242.00,-23348.00,8106.00,-4101.00,8680.00
1998:Q3,40451.00,31444.00,35706.00,-5852.00,-7152.00,-38012.00,84542.00,34838.00,35517.00,14187.00,7988.00,-5808.00,28526.00,-14279.00,23097.00,-37376.00,14775.00,14775.00,0.00,864.00,-4524.00,31691.00,-14348.00,46039.00,1827.00,-7284.00
1998:Q4,43840.00,52620.00,154917.00,3964.00,4848.00,25760.00,152422.00,78352.00,54138.00,19932.00,-4464.00,-27613.00,120537.00,13814.00,-16886.00,30700.00,4377.00,4377.00,0.00,772.00,13832.00,87743.00,11136.00,76607.00,-43160.00,-4920.00
1999:Q1,48538.00,53180.00,172816.00,6388.00,7808.00,41492.00,107862.00,46043.00,37542.00,24277.00,11616.00,-2350.00,134152.00,110933.00,-5367.00,116300.00,10636.00,10636.00,0.00,780.00,-18504.00,30307.00,-5392.00,35699.00,-43306.00,3800.00
1999:Q2,52873.00,55296.00,130987.00,2456.00,3000.00,15948.00,83730.00,30793.00,26873.00,26064.00,9576.00,16277.00,142627.00,99873.00,24009.00,75864.00,-2405.00,-2405.00,0.00,856.00,16912.00,27391.00,-3348.00,30739.00,9217.00,8140.00
1999:Q3,53435.00,57103.00,109874.00,-944.00,-1152.00,-6124.00,96445.00,73533.00,33308.00,-10395.00,5064.00,16585.00,50834.00,-27345.00,-88205.00,60860.00,9397.00,9397.00,0.00,848.00,9596.00,58338.00,73060.00,-14722.00,-62708.00,11092.00
