date,FU706000105.Q,FU705013005.Q,FU705000005.Q,FU704090005.Q,FU703025005.Q,FU713113003.Q,FU702050005.Q,FU704022005.Q,FU703069175.Q,FU703061105.Q,FU703061705.Q,FU703062005.Q,FU703063005.Q,FU704023005.Q,FU703068005.Q,FU703069005.Q,FU703065005.Q,FU703066005.Q,FU703064105.Q,FU703064205.Q,FU763040005.Q,FU763092000.Q,FU703090005.Q,FU704190005.Q,FU704110005.Q,FU703127005.Q,FU703131005.Q,FU703135005.Q,FU702150005.Q,FU704122005.Q,FU703169175.Q,FU763163005.Q,FU703169005.Q,FU763164103.Q,FU763178003.Q,FU753192003.Q,FU703190005.Q,FU763194735.Q,FU753194503.Q,FU703193005.Q,FU707005005.Q,FU763066303.Q
1956:Q3,665.00,117.00,362.00,5130.00,827.00,213.00,468.00,317.00,80.00,364.00,-226.00,119.00,-20.00,3282.00,482.00,121.00,2335.00,344.00,11.00,0.00,0.00,4.00,8.00,4768.00,1082.00,730.00,1629.00,-136.00,693.00,122.00,122.00,0.00,-31.00,30.00,243.00,3.00,403.00,0.00,0.00,403.00,186.00,0.00
1956:Q4,824.00,118.00,75.00,5697.00,161.00,403.00,-539.00,1500.00,-12.00,1421.00,382.00,-78.00,-213.00,4110.00,1884.00,162.00,1743.00,321.00,13.00,0.00,0.00,6.00,43.00,5622.00,-442.00,4346.00,2822.00,-180.00,-747.00,164.00,164.00,0.00,86.00,98.00,167.00,3.00,-695.00,0.00,0.00,-695.00,631.00,0.00
1957:Q1,691.00,142.00,189.00,1274.00,-351.00,-709.00,621.00,926.00,-30.00,357.00,260.00,187.00,152.00,966.00,-424.00,52.00,1208.00,130.00,15.00,0.00,0.00,4.00,-198.00,1085.00,-760.00,-2772.00,3293.00,237.00,892.00,52.00,52.00,0.00,-267.00,40.00,-79.00,3.00,446.00,0.00,0.00,446.00,360.00,0.00
1957:Q2,617.00,143.00,301.00,2632.00,40.00,278.00,-166.00,-3170.00,-50.00,-3354.00,-190.00,242.00,182.00,4973.00,2399.00,-40.00,1623.00,991.00,14.00,0.00,0.00,5.00,658.00,2331.00,424.00,-1567.00,3542.00,7.00,-278.00,-40.00,-40.00,0.00,118.00,20.00,-108.00,1.00,212.00,0.00,0.00,212.00,174.00,0.00
1957:Q3,626.00,147.00,309.00,5676.00,90.00,-34.00,-45.00,3465.00,64.00,3101.00,-52.00,195.00,157.00,2290.00,-345.00,218.00,1895.00,522.00,17.00,0.00,0.00,5.00,-112.00,5367.00,407.00,1833.00,1920.00,35.00,37.00,220.00,220.00,0.00,40.00,139.00,138.00,1.00,597.00,0.00,0.00,597.00,171.00,0.00
1957:Q4,733.00,144.00,383.00,3703.00,295.00,440.00,-342.00,664.00,108.00,-802.00,744.00,400.00,214.00,2552.00,564.00,110.00,1623.00,255.00,19.00,0.00,0.00,5.00,70.00,3320.00,-1076.00,1992.00,3325.00,-61.00,-665.00,111.00,111.00,0.00,146.00,74.00,130.00,1.00,-657.00,0.00,0.00,-657.00,206.00,0.00
1958:Q1,594.00,148.00,481.00,2341.00,-445.00,-608.00,614.00,3346.00,352.00,1262.00,801.00,628.00,303.00,-914.00,-2024.00,222.00,1334.00,-446.00,23.00,0.00,0.00,3.00,322.00,1860.00,-1515.00,-2859.00,3583.00,2101.00,567.00,224.00,224.00,0.00,-569.00,19.00,61.00,1.00,247.00,0.00,0.00,247.00,-35.00,0.00
1958:Q2,512.00,142.00,389.00,10075.00,127.00,142.00,-62.00,4406.00,47.00,3065.00,-490.00,1306.00,478.00,4295.00,1461.00,-177.00,2426.00,585.00,31.00,0.00,0.00,3.00,1133.00,9686.00,-120.00,4172.00,4183.00,1270.00,1.00,-178.00,-178.00,0.00,233.00,0.00,-196.00,1.00,320.00,0.00,0.00,320.00,-20.00,0.00
1958:Q3,515.00,140.00,411.00,3250.00,123.00,-467.00,63.00,2795.00,-16.00,2171.00,304.00,548.00,-212.00,1585.00,-1635.00,-71.00,2960.00,331.00,29.00,0.00,0.00,3.00,-881.00,2839.00,1268.00,-2284.00,2932.00,-464.00,330.00,-72.00,-72.00,0.00,81.00,6.00,75.00,1.00,966.00,0.00,0.00,966.00,-37.00,0.00
1958:Q4,728.00,146.00,117.00,8933.00,109.00,403.00,-657.00,1854.00,-166.00,1625.00,307.00,152.00,-64.00,6658.00,3388.00,-87.00,2902.00,455.00,13.00,0.00,0.00,4.00,549.00,8816.00,-219.00,6658.00,3573.00,-316.00,-896.00,-88.00,-88.00,0.00,288.00,27.00,35.00,1.00,-247.00,0.00,0.00,-247.00,466.00,0.00
1959:Q1,586.00,149.00,108.00,-842.00,-159.00,-310.00,833.00,-3138.00,-49.00,-2819.00,-350.00,229.00,-149.00,1784.00,-1006.00,-140.00,2400.00,530.00,4.00,0.00,0.00,3.00,141.00,-950.00,225.00,-5068.00,2232.00,-83.00,1088.00,-141.00,-141.00,0.00,-211.00,52.00,-121.00,1.00,1076.00,0.00,0.00,1076.00,329.00,0.00
1959:Q2,612.00,155.00,387.00,6649.00,170.00,-6.00,-80.00,-2720.00,-166.00,-2449.00,-290.00,146.00,39.00,8508.00,3583.00,-71.00,3402.00,1594.00,-16.00,0.00,0.00,4.00,789.00,6262.00,692.00,1174.00,3801.00,-381.00,255.00,-72.00,-72.00,0.00,450.00,13.00,-242.00,3.00,569.00,0.00,0.00,569.00,70.00,0.00
1959:Q3,656.00,161.00,395.00,4486.00,-20.00,-428.00,-343.00,-1530.00,83.00,-1734.00,93.00,92.00,-64.00,6658.00,1916.00,-29.00,3380.00,1391.00,-19.00,0.00,0.00,3.00,165.00,4091.00,79.00,2348.00,2026.00,-759.00,-553.00,-29.00,-29.00,0.00,258.00,25.00,-43.00,3.00,736.00,0.00,0.00,736.00,101.00,0.00
1959:Q4,671.00,160.00,339.00,4469.00,-228.00,414.00,-479.00,-1028.00,-13.00,-817.00,-3.00,-69.00,-126.00,7685.00,3997.00,197.00,2684.00,807.00,-17.00,0.00,0.00,4.00,-1882.00,4130.00,165.00,3009.00,2737.00,-518.00,-689.00,199.00,199.00,0.00,339.00,42.00,-53.00,5.00,-1106.00,0.00,0.00,-1106.00,172.00,0.00
1960:Q1,600.00,163.00,235.00,-2752.00,348.00,-458.00,981.00,-4917.00,15.00,-5054.00,263.00,-25.00,-116.00,1901.00,-900.00,215.00,1995.00,591.00,-20.00,0.00,0.00,4.00,-591.00,-2987.00,-311.00,-6493.00,1942.00,-64.00,1732.00,217.00,217.00,0.00,-614.00,24.00,120.00,3.00,457.00,0.00,0.00,457.00,202.00,0.00
1960:Q2,635.00,162.00,612.00,6161.00,130.00,-188.00,-12.00,-494.00,79.00,-313.00,3.00,-243.00,-20.00,6362.00,2477.00,16.00,2473.00,1396.00,4.00,0.00,0.00,3.00,356.00,5549.00,-145.00,2485.00,3577.00,466.00,-431.00,16.00,16.00,0.00,250.00,48.00,177.00,5.00,-899.00,0.00,0.00,-899.00,-140.00,0.00
1960:Q3,639.00,156.00,444.00,8118.00,50.00,530.00,-208.00,4154.00,127.00,3395.00,173.00,382.00,77.00,3433.00,-528.00,286.00,2862.00,813.00,16.00,0.00,0.00,4.00,139.00,7674.00,1163.00,2115.00,3132.00,804.00,-335.00,289.00,289.00,0.00,-34.00,21.00,365.00,5.00,149.00,0.00,0.00,149.00,39.00,0.00
1960:Q4,620.00,149.00,795.00,8669.00,-194.00,-977.00,-628.00,4336.00,199.00,3164.00,512.00,444.00,17.00,5162.00,2057.00,359.00,2411.00,335.00,20.00,0.00,0.00,4.00,946.00,7874.00,-194.00,4013.00,3075.00,2357.00,-991.00,362.00,362.00,0.00,245.00,29.00,337.00,5.00,-1364.00,0.00,0.00,-1364.00,-325.00,0.00
1961:Q1,629.00,147.00,247.00,550.00,284.00,-1089.00,998.00,748.00,290.00,-649.00,182.00,899.00,26.00,1164.00,-1859.00,204.00,2164.00,655.00,11.00,0.00,0.00,4.00,-1570.00,303.00,-1252.00,-6101.00,5204.00,341.00,1230.00,206.00,206.00,0.00,-504.00,22.00,-93.00,5.00,1245.00,0.00,0.00,1245.00,235.00,0.00
1961:Q2,593.00,154.00,854.00,8378.00,-727.00,724.00,-1000.00,1622.00,77.00,2022.00,-11.00,-329.00,-137.00,4884.00,1205.00,40.00,3202.00,437.00,14.00,0.00,0.00,5.00,2856.00,7524.00,428.00,1795.00,5383.00,1206.00,-1022.00,41.00,41.00,0.00,392.00,13.00,-412.00,3.00,-303.00,0.00,0.00,-303.00,-415.00,0.00
1961:Q3,591.00,160.00,442.00,11268.00,967.00,-406.00,1121.00,6110.00,277.00,4450.00,-59.00,1536.00,-94.00,5040.00,888.00,151.00,3613.00,388.00,17.00,0.00,0.00,4.00,-1585.00,10826.00,690.00,3931.00,2606.00,1106.00,1306.00,152.00,152.00,0.00,255.00,11.00,-181.00,3.00,947.00,0.00,0.00,947.00,-11.00,0.00
1961:Q4,587.00,176.00,698.00,10716.00,-181.00,1077.00,-1156.00,1747.00,313.00,369.00,550.00,681.00,-166.00,8537.00,4213.00,261.00,3497.00,566.00,24.00,0.00,0.00,4.00,664.00,10018.00,621.00,5599.00,5100.00,-207.00,-1348.00,264.00,264.00,0.00,538.00,132.00,-206.00,3.00,-478.00,0.00,0.00,-478.00,-287.00,0.00
1962:Q1,634.00,192.00,-113.00,1629.00,211.00,-601.00,1298.00,325.00,-134.00,-1385.00,389.00,1362.00,93.00,1452.00,-1265.00,-185.00,2932.00,-30.00,31.00,0.00,0.00,5.00,-1092.00,1742.00,-2254.00,-6676.00,6311.00,2033.00,1419.00,-187.00,-187.00,0.00,-511.00,59.00,131.00,3.00,1414.00,0.00,0.00,1414.00,556.00,0.00
1962:Q2,695.00,200.00,595.00,9910.00,-715.00,420.00,-1045.00,1286.00,-204.00,-145.00,311.00,1447.00,-123.00,8055.00,1783.00,-156.00,4598.00,1830.00,41.00,0.00,0.00,4.00,1864.00,9315.00,439.00,2434.00,6818.00,639.00,-1133.00,-158.00,-158.00,0.00,616.00,4.00,33.00,3.00,-380.00,0.00,0.00,-380.00,-100.00,0.00
1962:Q3,712.00,195.00,212.00,8749.00,1085.00,-101.00,666.00,540.00,133.00,-221.00,-266.00,915.00,-21.00,6935.00,1414.00,-61.00,4835.00,747.00,42.00,0.00,0.00,5.00,-423.00,8537.00,1743.00,51.00,5278.00,-629.00,828.00,-61.00,-61.00,0.00,279.00,20.00,233.00,3.00,792.00,0.00,0.00,792.00,305.00,0.00
1962:Q4,705.00,179.00,971.00,16025.00,249.00,349.00,-565.00,4431.00,50.00,1922.00,1074.00,1317.00,68.00,10934.00,5291.00,369.00,4475.00,799.00,35.00,0.00,0.00,5.00,587.00,15054.00,-966.00,8885.00,7397.00,795.00,-717.00,372.00,372.00,0.00,433.00,13.00,99.00,3.00,-1260.00,0.00,0.00,-1260.00,-444.00,0.00
1963:Q1,682.00,190.00,48.00,1151.00,-309.00,-1044.00,1241.00,201.00,130.00,-767.00,1.00,822.00,15.00,2397.00,-2275.00,-61.00,4101.00,632.00,33.00,0.00,0.00,5.00,-1373.00,1103.00,-1589.00,-8048.00,6799.00,1786.00,1515.00,-61.00,-61.00,0.00,-965.00,9.00,103.00,0.00,1554.00,0.00,0.00,1554.00,444.00,0.00
1963:Q2,661.00,182.00,694.00,12451.00,-727.00,555.00,-977.00,-64.00,-52.00,-1337.00,66.00,1451.00,-192.00,11128.00,3349.00,108.00,5766.00,1905.00,29.00,0.00,0.00,5.00,2502.00,11757.00,452.00,4122.00,7134.00,297.00,-1090.00,109.00,109.00,0.00,756.00,21.00,-298.00,0.00,254.00,0.00,0.00,254.00,-215.00,0.00
1963:Q3,669.00,193.00,-148.00,8221.00,1067.00,-344.00,706.00,-839.00,-145.00,-1750.00,233.00,1095.00,-272.00,8490.00,1425.00,12.00,5763.00,1290.00,27.00,0.00,0.00,5.00,-891.00,8369.00,871.00,-825.00,4590.00,324.00,758.00,47.00,12.00,35.00,754.00,0.00,-20.00,0.00,1870.00,0.00,0.00,1870.00,624.00,0.00
1963:Q4,723.00,223.00,567.00,15055.00,-291.00,428.00,-584.00,2269.00,96.00,1358.00,139.00,990.00,-314.00,11958.00,5385.00,181.00,5112.00,1280.00,27.00,0.00,0.00,5.00,1243.00,14488.00,-89.00,7137.00,7072.00,1532.00,-832.00,381.00,183.00,198.00,760.00,19.00,-153.00,0.00,-1339.00,0.00,0.00,-1339.00,-68.00,0.00
1964:Q1,828.00,207.00,420.00,2459.00,241.00,-438.00,1163.00,-337.00,181.00,-1257.00,-501.00,769.00,471.00,1805.00,-3357.00,212.00,4032.00,918.00,25.00,0.00,0.00,6.00,-6.00,2039.00,-1312.00,-6312.00,5712.00,1754.00,1403.00,401.00,214.00,187.00,-616.00,26.00,200.00,0.00,783.00,0.00,0.00,783.00,201.00,0.00
