date,FU706000105.Q,FU705013005.Q,FU705000005.Q,FU704090005.Q,FU703025005.Q,FU713113003.Q,FU702050005.Q,FU704022005.Q,FU703069175.Q,FU703061105.Q,FU703061705.Q,FU703062005.Q,FU703063005.Q,FU704023005.Q,FU703068005.Q,FU703069005.Q,FU703065005.Q,FU703066005.Q,FU703064105.Q,FU703064205.Q,FU763040005.Q,FU763092000.Q,FU703090005.Q,FU704190005.Q,FU704110005.Q,FU703127005.Q,FU703131005.Q,FU703135005.Q,FU702150005.Q,FU704122005.Q,FU703169175.Q,FU763163005.Q,FU703169005.Q,FU763164103.Q,FU763178003.Q,FU753192003.Q,FU703190005.Q,FU763194735.Q,FU753194503.Q,FU703193005.Q,FU707005005.Q,FU763066303.Q
1964:Q2,874.00,245.00,1017.00,12880.00,39.00,362.00,-961.00,-1440.00,-94.00,-2294.00,263.00,645.00,40.00,14431.00,6612.00,47.00,5324.00,2448.00,23.00,0.00,0.00,5.00,421.00,11863.00,-94.00,4303.00,7146.00,564.00,-892.00,160.00,47.00,113.00,601.00,14.00,-68.00,2.00,127.00,0.00,0.00,127.00,-388.00,0.00
1964:Q3,907.00,276.00,215.00,11007.00,241.00,148.00,779.00,3133.00,223.00,1618.00,46.00,1279.00,-33.00,6169.00,-934.00,26.00,5528.00,1549.00,25.00,0.00,0.00,6.00,506.00,10792.00,1236.00,1933.00,5451.00,578.00,484.00,171.00,27.00,144.00,68.00,0.00,40.00,2.00,829.00,0.00,0.00,829.00,416.00,0.00
1964:Q4,948.00,294.00,872.00,16444.00,-248.00,729.00,-564.00,3877.00,151.00,2213.00,845.00,830.00,-162.00,12426.00,6410.00,210.00,4656.00,1150.00,31.00,0.00,0.00,5.00,188.00,15572.00,-158.00,6939.00,7346.00,1868.00,-103.00,308.00,212.00,96.00,488.00,3.00,49.00,2.00,-1170.00,0.00,0.00,-1170.00,-218.00,0.00
1965:Q1,1001.00,294.00,-193.00,3973.00,308.00,-767.00,675.00,-2110.00,-421.00,-3353.00,258.00,1349.00,57.00,6325.00,1376.00,-60.00,3826.00,1183.00,43.00,0.00,0.00,6.00,-507.00,4166.00,-515.00,-6662.00,7652.00,2020.00,775.00,59.00,-61.00,120.00,-578.00,10.00,-166.00,-3.00,1574.00,0.00,0.00,1574.00,901.00,0.00
1965:Q2,1023.00,289.00,1056.00,15899.00,138.00,952.00,-493.00,-763.00,169.00,-2512.00,-69.00,1631.00,18.00,14553.00,6426.00,30.00,5138.00,2959.00,52.00,0.00,0.00,6.00,1454.00,14843.00,1411.00,4815.00,6171.00,1410.00,-399.00,628.00,31.00,597.00,839.00,-90.00,-91.00,-3.00,152.00,0.00,0.00,152.00,-322.00,0.00
1965:Q3,1021.00,281.00,-88.00,6348.00,392.00,-432.00,708.00,558.00,75.00,-937.00,202.00,1354.00,-136.00,6177.00,-622.00,-41.00,5382.00,1458.00,48.00,0.00,0.00,7.00,-1110.00,6436.00,-551.00,-2661.00,5553.00,1311.00,931.00,-15.00,-42.00,27.00,216.00,-4.00,106.00,-3.00,1553.00,0.00,0.00,1553.00,828.00,0.00
1965:Q4,1020.00,262.00,695.00,18740.00,-519.00,650.00,-174.00,4106.00,-358.00,3645.00,262.00,742.00,-185.00,14124.00,8566.00,78.00,4404.00,1076.00,34.00,0.00,0.00,6.00,513.00,18045.00,-514.00,9907.00,7888.00,1165.00,-763.00,152.00,79.00,73.00,195.00,22.00,22.00,-3.00,-26.00,0.00,0.00,-26.00,63.00,0.00
1966:Q1,940.00,305.00,-85.00,1286.00,619.00,-506.00,-13.00,-2258.00,61.00,-3611.00,362.00,948.00,-18.00,3513.00,-1460.00,-4.00,3983.00,994.00,20.00,0.00,0.00,7.00,-96.00,1371.00,-208.00,-7813.00,5523.00,1359.00,-42.00,39.00,-4.00,43.00,-310.00,-8.00,256.00,4.00,2571.00,0.00,0.00,2571.00,720.00,0.00
1966:Q2,908.00,290.00,628.00,15226.00,-236.00,623.00,17.00,-1600.00,-331.00,-2808.00,555.00,979.00,5.00,15143.00,9387.00,32.00,3836.00,1888.00,2.00,0.00,0.00,6.00,1271.00,14598.00,1456.00,6851.00,5367.00,621.00,-52.00,93.00,32.00,61.00,1096.00,0.00,-438.00,4.00,-400.00,0.00,0.00,-400.00,-10.00,0.00
1966:Q3,937.00,282.00,9.00,1672.00,596.00,-494.00,221.00,645.00,91.00,273.00,-729.00,837.00,173.00,781.00,-2729.00,-50.00,2806.00,754.00,3.00,0.00,0.00,7.00,-87.00,1663.00,3041.00,-6546.00,1827.00,446.00,260.00,-50.00,-50.00,0.00,392.00,-8.00,-11.00,4.00,2308.00,0.00,0.00,2308.00,646.00,0.00
1966:Q4,892.00,288.00,925.00,12161.00,-380.00,1724.00,153.00,2787.00,152.00,2574.00,312.00,-434.00,183.00,8734.00,6250.00,233.00,1831.00,420.00,27.00,0.00,0.00,7.00,-891.00,11236.00,442.00,9590.00,5308.00,-107.00,234.00,235.00,235.00,0.00,-240.00,3.00,118.00,4.00,-4351.00,0.00,0.00,-4351.00,-321.00,0.00
1967:Q1,789.00,224.00,286.00,5027.00,520.00,-1175.00,712.00,6687.00,695.00,1953.00,767.00,2408.00,864.00,-1829.00,-2895.00,101.00,1152.00,-187.00,44.00,0.00,0.00,19.00,49.00,4741.00,-3567.00,-6766.00,10208.00,3143.00,775.00,305.00,102.00,203.00,-1760.00,0.00,166.00,4.00,2233.00,0.00,0.00,2233.00,279.00,0.00
1967:Q2,856.00,258.00,510.00,14293.00,-1116.00,886.00,687.00,1973.00,180.00,-3935.00,1176.00,3505.00,1047.00,10660.00,4637.00,427.00,3528.00,2068.00,60.00,0.00,0.00,19.00,1124.00,13783.00,663.00,3059.00,10740.00,568.00,811.00,454.00,431.00,23.00,-873.00,-4.00,-339.00,2.00,-1298.00,0.00,0.00,-1298.00,88.00,0.00
1967:Q3,853.00,305.00,181.00,17291.00,1398.00,534.00,33.00,9780.00,273.00,7165.00,260.00,1212.00,870.00,5228.00,-1220.00,15.00,4923.00,1510.00,66.00,0.00,0.00,21.00,231.00,17110.00,2247.00,4272.00,7616.00,504.00,286.00,50.00,15.00,35.00,-180.00,-40.00,81.00,2.00,2272.00,0.00,0.00,2272.00,366.00,0.00
1967:Q4,889.00,374.00,9431.00,28621.00,-321.00,1053.00,51.00,5621.00,-180.00,2504.00,1104.00,1964.00,229.00,21363.00,15646.00,171.00,4431.00,1115.00,60.00,0.00,0.00,23.00,771.00,19190.00,1140.00,11866.00,6147.00,1687.00,276.00,181.00,173.00,8.00,264.00,9.00,8.00,2.00,-2390.00,0.00,0.00,-2390.00,-8916.00,0.00
1968:Q1,1038.00,322.00,-7424.00,-4476.00,319.00,140.00,384.00,2686.00,310.00,-276.00,835.00,1335.00,482.00,-7694.00,-11250.00,19.00,3226.00,311.00,61.00,0.00,0.00,23.00,-395.00,2948.00,-576.00,-9726.00,7901.00,890.00,725.00,19.00,19.00,0.00,-117.00,-5.00,13.00,2.00,3822.00,0.00,0.00,3822.00,8140.00,0.00
1968:Q2,1095.00,368.00,903.00,13664.00,-1060.00,230.00,370.00,-1592.00,-298.00,-2857.00,-22.00,1264.00,321.00,14484.00,6798.00,-50.00,4806.00,2930.00,61.00,0.00,0.00,25.00,1146.00,12761.00,2711.00,5055.00,6117.00,-1687.00,834.00,126.00,-50.00,176.00,620.00,0.00,-98.00,4.00,-921.00,0.00,0.00,-921.00,-176.00,0.00
1968:Q3,1203.00,401.00,114.00,19926.00,1470.00,951.00,959.00,7722.00,425.00,3604.00,573.00,2792.00,328.00,8398.00,413.00,41.00,5178.00,2766.00,71.00,0.00,0.00,27.00,328.00,19812.00,2615.00,4134.00,5893.00,3651.00,476.00,124.00,41.00,83.00,137.00,-30.00,102.00,4.00,2706.00,0.00,0.00,2706.00,688.00,0.00
1968:Q4,1169.00,412.00,1125.00,25059.00,535.00,-554.00,993.00,5345.00,-424.00,1679.00,369.00,3210.00,511.00,18535.00,10752.00,101.00,5320.00,2362.00,70.00,0.00,0.00,28.00,107.00,23934.00,-392.00,14103.00,6709.00,3871.00,474.00,101.00,102.00,-1.00,233.00,-23.00,-44.00,4.00,-1102.00,0.00,0.00,-1102.00,-368.00,0.00
1969:Q1,1250.00,489.00,-1030.00,-1932.00,-705.00,207.00,388.00,-3891.00,354.00,-5027.00,231.00,199.00,352.00,3669.00,-1543.00,36.00,4160.00,1016.00,60.00,0.00,0.00,30.00,-1690.00,-902.00,2264.00,-12806.00,6868.00,-4352.00,1845.00,-87.00,37.00,-124.00,72.00,-25.00,154.00,4.00,5161.00,1000.00,0.00,4161.00,1791.00,0.00
1969:Q2,1346.00,464.00,549.00,14876.00,-242.00,-1258.00,324.00,-3504.00,182.00,-5394.00,375.00,1328.00,5.00,17483.00,8405.00,416.00,5294.00,3368.00,58.00,0.00,0.00,32.00,1983.00,14327.00,6439.00,7078.00,2797.00,-2621.00,1855.00,332.00,420.00,-88.00,1082.00,4.00,-156.00,6.00,-2489.00,1000.00,0.00,-3489.00,333.00,0.00
1969:Q3,1432.00,445.00,-1403.00,3520.00,692.00,1700.00,1366.00,-2140.00,136.00,-1334.00,-486.00,-349.00,-107.00,4041.00,-2873.00,352.00,4969.00,1593.00,62.00,0.00,0.00,34.00,-2235.00,4923.00,1520.00,-2769.00,1153.00,-6485.00,1862.00,361.00,355.00,6.00,1527.00,3.00,120.00,6.00,7625.00,1000.00,0.00,6625.00,2391.00,0.00
1969:Q4,1477.00,425.00,533.00,15320.00,370.00,-423.00,1433.00,772.00,-72.00,299.00,847.00,-511.00,209.00,13234.00,8925.00,219.00,3035.00,1055.00,66.00,0.00,0.00,35.00,-167.00,14787.00,2572.00,13282.00,3579.00,-1598.00,1700.00,244.00,222.00,22.00,1349.00,-13.00,-34.00,6.00,-6300.00,1000.00,0.00,-7300.00,519.00,0.00
1970:Q1,1459.00,388.00,-1461.00,-6299.00,-380.00,483.00,812.00,-1434.00,84.00,-4753.00,964.00,954.00,1317.00,-6559.00,-6924.00,-99.00,1092.00,-628.00,79.00,0.00,0.00,39.00,661.00,-4838.00,-1777.00,-12602.00,2862.00,1161.00,501.00,-77.00,-100.00,23.00,456.00,27.00,439.00,6.00,4167.00,1000.00,0.00,3167.00,2532.00,0.00
1970:Q2,1361.00,401.00,303.00,16344.00,150.00,-577.00,561.00,4518.00,251.00,-683.00,656.00,2756.00,1538.00,11411.00,5804.00,621.00,2963.00,2023.00,87.00,0.00,0.00,40.00,154.00,16041.00,-549.00,7138.00,8372.00,3758.00,468.00,660.00,627.00,33.00,491.00,8.00,-286.00,5.00,-4024.00,1000.00,0.00,-5024.00,657.00,0.00
1970:Q3,1332.00,447.00,-1930.00,22476.00,170.00,1947.00,2558.00,10322.00,710.00,5208.00,1667.00,2782.00,-45.00,9424.00,3013.00,-125.00,4704.00,1832.00,91.00,0.00,0.00,43.00,-2079.00,24406.00,-554.00,588.00,6378.00,13942.00,433.00,-110.00,-127.00,17.00,289.00,89.00,187.00,5.00,3159.00,2000.00,0.00,1159.00,2815.00,0.00
1970:Q4,1315.00,502.00,-402.00,31006.00,-213.00,212.00,2454.00,14511.00,368.00,5893.00,3093.00,4203.00,954.00,13130.00,6598.00,1210.00,5005.00,317.00,93.00,0.00,0.00,45.00,774.00,31408.00,-2701.00,14559.00,13006.00,5383.00,543.00,1248.00,1223.00,25.00,90.00,3.00,18.00,5.00,-746.00,2000.00,0.00,-2746.00,1216.00,0.00
1971:Q1,1198.00,529.00,-1076.00,18623.00,183.00,1782.00,711.00,9982.00,421.00,906.00,1575.00,4372.00,2708.00,1504.00,-4274.00,115.00,5311.00,352.00,98.00,0.00,0.00,49.00,4314.00,19699.00,-3991.00,-13005.00,24479.00,5108.00,1881.00,531.00,116.00,415.00,-925.00,194.00,253.00,5.00,5170.00,1000.00,0.00,4170.00,1744.00,0.00
1971:Q2,1298.00,589.00,61.00,25618.00,404.00,-1382.00,-354.00,6304.00,-291.00,-1308.00,3438.00,3264.00,1201.00,20885.00,7013.00,472.00,9659.00,3741.00,111.00,0.00,0.00,51.00,-401.00,25557.00,-1360.00,12309.00,17755.00,-185.00,1917.00,564.00,476.00,88.00,-2449.00,178.00,-455.00,6.00,-2723.00,1000.00,0.00,-3723.00,649.00,0.00
1971:Q3,1514.00,597.00,-1206.00,21452.00,466.00,874.00,2071.00,2135.00,169.00,-2602.00,1119.00,2115.00,1334.00,16145.00,981.00,503.00,11135.00,3526.00,99.00,0.00,0.00,54.00,-392.00,22658.00,-1059.00,-2578.00,10670.00,4430.00,1991.00,645.00,508.00,137.00,396.00,157.00,133.00,6.00,7868.00,2000.00,0.00,5868.00,2123.00,0.00
1971:Q4,1520.00,572.00,1839.00,37102.00,-559.00,2364.00,2067.00,11462.00,213.00,5774.00,1838.00,3076.00,561.00,20304.00,7646.00,-259.00,9818.00,3099.00,163.00,0.00,0.00,58.00,1243.00,35263.00,-492.00,16831.00,15468.00,4121.00,2221.00,-46.00,-261.00,215.00,299.00,95.00,87.00,6.00,-3326.00,1000.00,0.00,-4326.00,-891.00,0.00
1972:Q1,1532.00,541.00,-900.00,21426.00,509.00,683.00,1299.00,5096.00,-562.00,-1830.00,2290.00,2666.00,2532.00,12418.00,1038.00,96.00,9867.00,1417.00,198.00,0.00,0.00,61.00,1162.00,22326.00,-3726.00,-10340.00,23781.00,1181.00,3639.00,593.00,97.00,496.00,-1944.00,211.00,-26.00,6.00,8952.00,1000.00,0.00,7952.00,1891.00,0.00
1972:Q2,1564.00,508.00,-851.00,29905.00,-1251.00,-989.00,-62.00,1761.00,-178.00,-3009.00,1703.00,1810.00,1435.00,28079.00,9467.00,-916.00,13926.00,5602.00,209.00,0.00,0.00,65.00,2093.00,30756.00,1724.00,3741.00,14839.00,6066.00,2995.00,-788.00,-925.00,137.00,83.00,370.00,-305.00,5.00,2026.00,1000.00,0.00,1026.00,1907.00,0.00
1972:Q3,1515.00,513.00,-829.00,29168.00,2041.00,-790.00,3018.00,3526.00,-140.00,129.00,1249.00,2167.00,121.00,22843.00,4162.00,-467.00,15114.00,4034.00,164.00,0.00,0.00,69.00,-1703.00,29997.00,-1324.00,4048.00,14631.00,6057.00,1942.00,-335.00,-472.00,137.00,661.00,165.00,145.00,5.00,4002.00,2000.00,0.00,2002.00,1830.00,0.00
1972:Q4,1727.00,592.00,-431.00,51803.00,-174.00,-1045.00,2568.00,11205.00,899.00,6595.00,2833.00,1006.00,-128.00,34642.00,15753.00,296.00,14306.00,4287.00,55.00,0.00,0.00,73.00,4479.00,52234.00,-1776.00,23829.00,17444.00,4394.00,1622.00,666.00,299.00,367.00,1243.00,422.00,12.00,5.00,4374.00,2000.00,0.00,2374.00,1566.00,0.00
1973:Q1,1785.00,630.00,2138.00,27495.00,241.00,1226.00,2174.00,-5041.00,-1093.00,-6016.00,1058.00,818.00,192.00,28231.00,11623.00,-39.00,12408.00,4239.00,164.00,0.00,0.00,78.00,422.00,25357.00,-2591.00,-15357.00,19056.00,12849.00,5932.00,-107.00,-39.00,-68.00,441.00,500.00,336.00,18.00,4281.00,0.00,0.00,4281.00,-983.00,0.00
1973:Q2,1878.00,754.00,654.00,36623.00,-1223.00,-2055.00,250.00,109.00,-141.00,-4048.00,3574.00,1118.00,-394.00,36528.00,13380.00,378.00,16349.00,6421.00,142.00,0.00,0.00,83.00,2789.00,35969.00,-782.00,6214.00,12529.00,7129.00,3471.00,281.00,381.00,-100.00,2725.00,460.00,-324.00,18.00,4248.00,1000.00,0.00,3248.00,470.00,0.00
1973:Q3,1977.00,860.00,1803.00,29629.00,2005.00,6144.00,1058.00,-1278.00,465.00,-3660.00,2874.00,805.00,-1762.00,26263.00,6050.00,933.00,14389.00,4891.00,-55.00,0.00,0.00,87.00,-4595.00,27826.00,7134.00,-5264.00,-4586.00,19423.00,3405.00,924.00,943.00,-19.00,3153.00,706.00,106.00,18.00,2807.00,-500.00,0.00,3307.00,-686.00,0.00
1973:Q4,2159.00,958.00,1792.00,37147.00,1017.00,-3902.00,2295.00,8433.00,267.00,3399.00,2518.00,3023.00,-774.00,23764.00,10115.00,722.00,9816.00,3111.00,173.00,0.00,0.00,93.00,5274.00,35355.00,-7424.00,27669.00,12355.00,-338.00,3183.00,924.00,729.00,195.00,849.00,-450.00,3.00,18.00,-1434.00,1000.00,0.00,-2434.00,-592.00,0.00
1974:Q1,2169.00,944.00,-2085.00,20334.00,-979.00,1350.00,6042.00,3542.00,322.00,-1023.00,1807.00,2160.00,276.00,13429.00,4338.00,1274.00,8129.00,-312.00,178.00,0.00,0.00,99.00,-3327.00,22419.00,4979.00,-20558.00,20177.00,5736.00,4678.00,1352.00,1287.00,65.00,-152.00,250.00,291.00,71.00,5595.00,1500.00,0.00,4095.00,3311.00,0.00
1974:Q2,2124.00,1042.00,2226.00,39663.00,-1354.00,1676.00,2202.00,-1421.00,537.00,-5578.00,1473.00,2673.00,-526.00,39260.00,19850.00,3008.00,12432.00,3970.00,-8.00,0.00,0.00,105.00,-797.00,37437.00,814.00,5009.00,4225.00,17698.00,5943.00,3148.00,3038.00,110.00,2647.00,250.00,-314.00,71.00,-2054.00,2000.00,0.00,-4054.00,-1144.00,0.00
1974:Q3,2245.00,1136.00,-2713.00,19416.00,2152.00,3170.00,2554.00,-2465.00,165.00,-2423.00,595.00,-786.00,-16.00,19503.00,4509.00,2861.00,8862.00,3271.00,8.00,0.00,0.00,111.00,-5617.00,22129.00,4166.00,-5068.00,-2244.00,13468.00,1568.00,2879.00,2889.00,-10.00,3130.00,250.00,190.00,71.00,3719.00,1500.00,0.00,2219.00,3823.00,0.00
1974:Q4,2001.00,1183.00,1196.00,21985.00,1133.00,-7413.00,2465.00,8459.00,401.00,3924.00,1342.00,1669.00,1123.00,16506.00,10077.00,2449.00,4667.00,-687.00,30.00,0.00,0.00,118.00,687.00,20789.00,-10412.00,20630.00,14786.00,4068.00,1641.00,2464.00,2474.00,-10.00,1032.00,250.00,18.00,71.00,-13758.00,1000.00,0.00,-14758.00,-378.00,0.00
1975:Q1,2235.00,1165.00,-1438.00,4503.00,-1078.00,4594.00,2071.00,10749.00,978.00,5412.00,1862.00,-78.00,2575.00,-13668.00,-14660.00,246.00,3243.00,-2497.00,75.00,0.00,0.00,125.00,1635.00,5941.00,-4731.00,-20946.00,27966.00,-628.00,715.00,293.00,248.00,45.00,-3640.00,250.00,219.00,6.00,6437.00,1500.00,0.00,4937.00,2508.00,0.00
1975:Q2,2240.00,1205.00,-182.00,27870.00,-478.00,-4461.00,1225.00,19841.00,-161.00,9752.00,2946.00,2006.00,5298.00,12768.00,2117.00,-990.00,9600.00,2041.00,65.00,0.00,0.00,133.00,-1223.00,28052.00,-8756.00,14736.00,30265.00,-8381.00,796.00,-973.00,-1000.00,27.00,-1361.00,250.00,-498.00,6.00,1968.00,2000.00,0.00,-32.00,1218.00,0.00
1975:Q3,1980.00,1269.00,-4021.00,21297.00,1084.00,3387.00,-10249.00,9642.00,803.00,9143.00,1726.00,478.00,-2508.00,9621.00,-4996.00,-950.00,10799.00,4768.00,5.00,0.00,0.00,142.00,7665.00,25318.00,9060.00,-5347.00,18840.00,-1651.00,-8196.00,-841.00,-959.00,118.00,679.00,250.00,38.00,6.00,12480.00,2000.00,0.00,10480.00,4732.00,0.00
1975:Q4,2435.00,1320.00,3884.00,39387.00,1084.00,-3311.00,3934.00,13682.00,2160.00,10096.00,1727.00,996.00,-1297.00,21256.00,5428.00,1937.00,10403.00,3488.00,26.00,0.00,0.00,149.00,2567.00,35503.00,-8529.00,20257.00,21322.00,1510.00,-131.00,2005.00,1956.00,49.00,363.00,250.00,35.00,6.00,-1585.00,1500.00,0.00,-3085.00,-2770.00,0.00
1976:Q1,2747.00,1434.00,-3198.00,18997.00,-995.00,2098.00,-1067.00,12696.00,-671.00,6789.00,2194.00,-1835.00,6219.00,3996.00,-8387.00,174.00,11668.00,541.00,68.00,0.00,0.00,159.00,2042.00,22195.00,-305.00,-17033.00,39562.00,-9688.00,4090.00,347.00,176.00,171.00,-2088.00,400.00,66.00,32.00,6812.00,1000.00,0.00,5812.00,4511.00,0.00
1976:Q2,2850.00,1429.00,47.00,37263.00,724.00,-690.00,-1008.00,6300.00,140.00,3132.00,979.00,3424.00,-1375.00,33874.00,9419.00,882.00,17067.00,6506.00,13.00,0.00,0.00,169.00,-2119.00,37216.00,-2363.00,11097.00,23144.00,-762.00,2478.00,1157.00,891.00,266.00,-483.00,400.00,23.00,32.00,2493.00,900.00,0.00,1593.00,1375.00,0.00
1976:Q3,2809.00,1418.00,738.00,32555.00,306.00,2256.00,1801.00,7429.00,1305.00,2745.00,2971.00,494.00,-86.00,21572.00,-2654.00,-184.00,17844.00,6566.00,-45.00,0.00,0.00,179.00,-943.00,31817.00,2254.00,-3951.00,24428.00,-4198.00,4751.00,-12.00,-186.00,174.00,788.00,400.00,59.00,32.00,7266.00,1100.00,0.00,6166.00,653.00,0.00
1976:Q4,2564.00,1381.00,4260.00,56644.00,-166.00,-4558.00,9622.00,14105.00,3245.00,9975.00,-760.00,1555.00,90.00,38423.00,14764.00,2924.00,16126.00,4609.00,62.00,0.00,0.00,190.00,-1034.00,52384.00,-7516.00,24372.00,34371.00,798.00,7005.00,3114.00,2953.00,161.00,-200.00,400.00,60.00,32.00,-10052.00,1540.00,0.00,-11592.00,-3078.00,0.00
1977:Q1,2623.00,1450.00,-2797.00,29155.00,3.00,1725.00,384.00,7136.00,-2576.00,3484.00,2701.00,1222.00,2305.00,16630.00,-935.00,171.00,14610.00,2784.00,96.00,0.00,0.00,202.00,2979.00,31952.00,-1981.00,-14484.00,39163.00,-775.00,3660.00,222.00,173.00,49.00,-1400.00,75.00,86.00,32.00,7354.00,1360.00,0.00,5994.00,3970.00,0.00
1977:Q2,2724.00,1459.00,934.00,48423.00,601.00,-2321.00,-1951.00,2230.00,-54.00,-2304.00,1940.00,4281.00,-1633.00,45783.00,9670.00,746.00,24969.00,10398.00,124.00,0.00,0.00,214.00,3743.00,47489.00,1345.00,8184.00,21866.00,2539.00,3299.00,1440.00,753.00,687.00,1255.00,75.00,106.00,34.00,7346.00,1000.00,0.00,6346.00,332.00,0.00
1977:Q3,2799.00,1523.00,-1202.00,45407.00,-1399.00,-609.00,1645.00,3144.00,339.00,-2149.00,1495.00,3478.00,-19.00,43162.00,8350.00,-123.00,25834.00,9101.00,119.00,0.00,0.00,228.00,-883.00,46609.00,2486.00,2043.00,20252.00,8897.00,4636.00,133.00,-124.00,257.00,1337.00,225.00,110.00,34.00,6457.00,1000.00,0.00,5457.00,2478.00,0.00
1977:Q4,2855.00,1671.00,3946.00,64205.00,2596.00,2917.00,7770.00,4214.00,2717.00,608.00,2139.00,584.00,-1834.00,47981.00,14418.00,2337.00,23881.00,7345.00,62.00,0.00,0.00,241.00,-1576.00,60259.00,-8025.00,29548.00,13968.00,17912.00,4371.00,3077.00,2361.00,716.00,3119.00,197.00,97.00,34.00,-4039.00,3048.00,0.00,-7087.00,-2762.00,0.00
1978:Q1,2258.00,1740.00,-2073.00,28093.00,-2300.00,1030.00,-3429.00,1203.00,-2701.00,-1396.00,2552.00,384.00,2364.00,26673.00,6167.00,-1473.00,17799.00,4180.00,132.00,0.00,0.00,237.00,4547.00,30166.00,-555.00,-24750.00,24716.00,13109.00,6748.00,-1433.00,-1488.00,55.00,1105.00,300.00,89.00,44.00,10794.00,752.00,0.00,10042.00,2591.00,0.00
1978:Q2,2645.00,2019.00,513.00,66021.00,266.00,20.00,-876.00,3944.00,328.00,-1749.00,2696.00,3298.00,-629.00,57817.00,17231.00,108.00,26071.00,14407.00,-12.00,0.00,0.00,250.00,4612.00,65508.00,5065.00,16606.00,14414.00,10515.00,1450.00,633.00,109.00,524.00,3996.00,351.00,85.00,44.00,12350.00,2290.00,0.00,10060.00,113.00,0.00
1978:Q3,2905.00,2207.00,1110.00,54511.00,253.00,-1090.00,-2129.00,5848.00,845.00,-3280.00,4207.00,3358.00,718.00,41573.00,7876.00,-2337.00,25599.00,10435.00,-56.00,0.00,0.00,264.00,9848.00,53401.00,9213.00,184.00,17606.00,12259.00,2726.00,-2192.00,-2360.00,168.00,3884.00,243.00,80.00,44.00,9354.00,964.00,0.00,8390.00,-412.00,0.00
1978:Q4,2940.00,2387.00,5827.00,74782.00,3329.00,4393.00,6911.00,3635.00,733.00,-2898.00,3064.00,3092.00,-356.00,55753.00,24143.00,2986.00,22539.00,6085.00,44.00,0.00,0.00,279.00,438.00,68955.00,-4928.00,22259.00,9625.00,18961.00,2310.00,3144.00,3048.00,96.00,3512.00,249.00,74.00,44.00,13706.00,1769.00,0.00,11937.00,-5275.00,0.00
1979:Q1,2547.00,2255.00,-3291.00,29515.00,-3125.00,491.00,2810.00,4995.00,-558.00,620.00,2035.00,1720.00,1178.00,20891.00,2249.00,276.00,15120.00,3246.00,32.00,0.00,0.00,296.00,3125.00,32806.00,14423.00,-33363.00,25147.00,3433.00,13810.00,472.00,285.00,187.00,-789.00,249.00,80.00,149.00,9195.00,592.00,0.00,8603.00,3583.00,0.00
1979:Q2,2816.00,2397.00,3628.00,66945.00,927.00,-1307.00,4787.00,282.00,848.00,-1637.00,3112.00,1367.00,-3408.00,56502.00,21421.00,1944.00,23982.00,9155.00,27.00,0.00,0.00,311.00,5416.00,63317.00,4997.00,26919.00,12835.00,-3889.00,7999.00,2963.00,2694.00,269.00,3190.00,314.00,95.00,149.00,7745.00,423.00,0.00,7322.00,-3209.00,0.00
1979:Q3,2659.00,2677.00,4111.00,62914.00,337.00,-1318.00,7602.00,7943.00,672.00,-1742.00,2769.00,3918.00,2326.00,56965.00,20133.00,3749.00,23128.00,9955.00,-57.00,0.00,0.00,330.00,-8888.00,58803.00,2311.00,9914.00,14237.00,18064.00,4964.00,5032.00,4367.00,665.00,3525.00,371.00,70.00,149.00,167.00,2149.00,0.00,-1982.00,-4129.00,0.00
1979:Q4,2483.00,2937.00,1904.00,43514.00,4879.00,703.00,715.00,6959.00,1856.00,1391.00,3734.00,1987.00,-2009.00,31533.00,7403.00,1558.00,16596.00,5976.00,-50.00,0.00,0.00,348.00,-1573.00,41610.00,-4675.00,25172.00,8176.00,11724.00,-2371.00,2048.00,1527.00,521.00,3242.00,394.00,-1.00,149.00,-2248.00,3077.00,0.00,-5325.00,-2358.00,0.00
1980:Q1,1197.00,2926.00,3525.00,23634.00,-3155.00,2478.00,-1497.00,4535.00,-1075.00,610.00,2246.00,607.00,2147.00,12743.00,2665.00,3423.00,10196.00,-3541.00,-335.00,0.00,0.00,368.00,8497.00,20109.00,5067.00,-29286.00,17032.00,10389.00,-168.00,3373.00,3398.00,-25.00,2284.00,83.00,-67.00,415.00,10987.00,694.00,0.00,10293.00,-5255.00,0.00
1980:Q2,946.00,3032.00,5969.00,25021.00,715.00,1342.00,8969.00,15748.00,2473.00,2236.00,5156.00,3596.00,2287.00,-3029.00,-4455.00,3079.00,6287.00,-7940.00,-26.00,0.00,0.00,389.00,913.00,19052.00,-29196.00,13259.00,21181.00,-2676.00,14765.00,4136.00,3564.00,572.00,-1758.00,84.00,-143.00,205.00,-805.00,2348.00,500.00,-3653.00,-8055.00,0.00
1980:Q3,906.00,3231.00,2470.00,54930.00,1279.00,-5466.00,4709.00,20976.00,1238.00,8860.00,6789.00,5191.00,-1102.00,32123.00,14531.00,542.00,14214.00,2836.00,-30.00,0.00,0.00,411.00,928.00,52460.00,-6771.00,12623.00,21332.00,13080.00,6435.00,1017.00,987.00,30.00,1797.00,100.00,-160.00,274.00,2734.00,1593.00,539.00,602.00,-4795.00,0.00
