1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q3,77.00,77.00,4.00,4.00,21.00,7.00,9.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,41.00,41.00,9.00,9.00,19.00,6.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,38.00,38.00,14.00,14.00,43.00,8.00,11.00,2.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,45.00,45.00,5.00,5.00,59.00,9.00,32.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,17.00,17.00,2.00,2.00,-172.00,8.00,8.00,-163.00,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,28.00,28.00,11.00,11.00,-83.00,7.00,56.00,-148.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,22.00,22.00,11.00,11.00,63.00,10.00,14.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,55.00,55.00,18.00,18.00,51.00,13.00,29.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,50.00,50.00,7.00,7.00,25.00,23.00,9.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,57.00,57.00,3.00,3.00,69.00,23.00,12.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,66.00,66.00,12.00,12.00,-131.00,-225.00,14.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,50.00,50.00,4.00,4.00,47.00,1.00,18.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,48.00,48.00,6.00,6.00,20.00,1.00,6.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,69.00,69.00,11.00,11.00,34.00,2.00,24.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,35.00,35.00,15.00,15.00,40.00,1.00,17.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,69.00,0.00,0.00,1069.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,49.00,49.00,12.00,12.00,-6.00,1.00,20.00,0.00,-27.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,65.00,0.00,0.00,1065.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,99.00,99.00,5.00,5.00,4.00,0.00,6.00,0.00,-2.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,139.00,0.00,0.00,2139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,64.00,64.00,8.00,8.00,56.00,2.00,36.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,292.00,0.00,0.00,1292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,44.00,44.00,19.00,19.00,101.00,0.00,10.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,470.00,0.00,0.00,1470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,69.00,69.00,11.00,11.00,48.00,1.00,35.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,672.00,0.00,0.00,1672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,48.00,48.00,6.00,6.00,15.00,0.00,7.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,697.00,0.00,0.00,2697.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,110.00,110.00,15.00,15.00,76.00,4.00,45.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,546.00,0.00,0.00,2546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,90.00,90.00,14.00,14.00,216.00,1.00,28.00,0.00,187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00,1000.00,1000.00,2435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,76.00,76.00,13.00,13.00,130.00,3.00,62.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,114.00,250.00,0.00,1364.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,103.00,103.00,9.00,9.00,137.00,4.00,52.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,-500.00,0.00,0.00,60.00,1750.00,1500.00,2810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,104.00,104.00,15.00,15.00,63.00,2.00,28.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,25.00,250.00,0.00,1275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,97.00,97.00,28.00,28.00,208.00,1.00,23.00,0.00,184.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,-70.00,750.00,500.00,2680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,142.00,142.00,6.00,6.00,217.00,5.00,105.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,-222.00,250.00,0.00,2028.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,82.00,82.00,8.00,8.00,182.00,3.00,49.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,-159.00,750.00,500.00,2591.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,216.00,216.00,11.00,11.00,135.00,5.00,49.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,118.00,250.00,0.00,1368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,152.00,152.00,5.00,5.00,95.00,2.00,40.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,339.00,750.00,500.00,3089.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,119.00,119.00,7.00,7.00,10.00,3.00,31.00,0.00,-24.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,252.00,500.00,0.00,2752.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,200.00,200.00,5.00,5.00,61.00,4.00,31.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,3161.00,-2232.00,0.00,2929.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,183.00,183.00,15.00,15.00,192.00,9.00,157.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,2910.00,819.00,-500.00,4729.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,155.00,155.00,16.00,16.00,185.00,6.00,57.00,0.00,122.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,524.00,476.00,0.00,2000.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,364.00,364.00,14.00,14.00,74.00,4.00,58.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,900.00,0.00,0.00,889.00,111.00,100.00,2000.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,345.00,345.00,6.00,6.00,63.00,2.00,36.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,1100.00,0.00,0.00,876.00,124.00,-100.00,2000.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,238.00,238.00,18.00,18.00,159.00,7.00,127.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,1540.00,0.00,0.00,1030.00,91.00,100.00,2761.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,185.00,185.00,7.00,7.00,367.00,5.00,76.00,0.00,286.00,0.00,0.00,0.00,0.00,0.00,1360.00,0.00,0.00,-178.00,57.00,0.00,1239.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,227.00,227.00,10.00,10.00,78.00,5.00,50.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,476.00,524.00,0.00,2000.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,243.00,243.00,16.00,16.00,48.00,2.00,18.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,774.00,226.00,0.00,2000.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,215.00,215.00,13.00,13.00,204.00,8.00,127.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,3048.00,0.00,0.00,-651.00,544.00,100.00,3041.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,292.00,292.00,19.00,19.00,529.00,7.00,79.00,0.00,443.00,0.00,0.00,0.00,0.00,0.00,752.00,0.00,0.00,-53.00,660.00,100.00,1459.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,142.00,142.00,8.00,8.00,200.00,4.00,116.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,2290.00,0.00,0.00,2126.00,-1626.00,-1290.00,1500.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,192.00,192.00,6.00,6.00,207.00,5.00,95.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,964.00,0.00,0.00,376.00,124.00,36.00,1500.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,241.00,241.00,16.00,16.00,287.00,6.00,86.00,0.00,195.00,0.00,0.00,0.00,0.00,0.00,1769.00,0.00,0.00,822.00,340.00,165.00,3096.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,163.00,163.00,35.00,35.00,418.00,6.00,62.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,592.00,0.00,0.00,-566.00,1204.00,674.00,1904.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,146.00,146.00,13.00,13.00,260.00,11.00,122.00,0.00,127.00,0.00,0.00,0.00,0.00,0.00,423.00,0.00,0.00,44.00,756.00,777.00,2000.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,133.00,133.00,9.00,9.00,265.00,6.00,89.00,0.00,170.00,0.00,0.00,0.00,0.00,0.00,2149.00,0.00,0.00,1808.00,-608.00,-849.00,2500.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,110.00,110.00,10.00,10.00,608.00,10.00,216.00,0.00,382.00,0.00,0.00,0.00,0.00,0.00,3077.00,0.00,0.00,1083.00,-336.00,-1413.00,2411.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,216.00,216.00,14.00,14.00,-166.00,16.00,140.00,0.00,-322.00,0.00,0.00,0.00,0.00,0.00,694.00,0.00,0.00,-694.00,1647.00,942.00,2589.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,171.00,171.00,10.00,10.00,282.00,9.00,125.00,0.00,148.00,0.00,0.00,0.00,0.00,0.00,2348.00,0.00,0.00,812.00,188.00,-348.00,3000.00,275.00,275.00,500.00,8675.00,9175.00,0.00,0.00,0.00
1980:Q3,287.00,287.00,15.00,15.00,156.00,5.00,91.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,1593.00,0.00,0.00,732.00,268.00,407.00,3000.00,275.00,275.00,539.00,180.00,719.00,0.00,0.00,0.00
1980:Q4,121.00,121.00,19.00,19.00,410.00,14.00,271.00,0.00,125.00,0.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,1282.00,1479.00,1115.00,3984.00,275.00,275.00,-671.00,-224.00,-895.00,0.00,0.00,0.00
1981:Q1,195.00,195.00,24.00,24.00,298.00,10.00,100.00,0.00,188.00,0.00,0.00,0.00,0.00,0.00,2873.00,0.00,0.00,-5854.00,893.00,104.00,-1984.00,275.00,275.00,674.00,891.00,1565.00,0.00,0.00,0.00
1981:Q2,323.00,323.00,19.00,19.00,389.00,15.00,154.00,0.00,220.00,0.00,0.00,0.00,0.00,0.00,2917.00,0.00,0.00,-1460.00,2339.00,2264.00,6060.00,275.00,275.00,-1791.00,2070.00,279.00,0.00,0.00,0.00
1981:Q3,316.00,316.00,11.00,11.00,280.00,12.00,154.00,0.00,114.00,0.00,0.00,0.00,0.00,0.00,1661.00,0.00,0.00,-2861.00,3582.00,3558.00,5940.00,275.00,275.00,177.00,2725.00,2902.00,0.00,0.00,0.00
1981:Q4,308.00,308.00,21.00,21.00,414.00,14.00,255.00,0.00,145.00,0.00,0.00,0.00,0.00,0.00,5122.00,0.00,0.00,1228.00,794.00,216.00,7360.00,275.00,275.00,-342.00,-10114.00,-10456.00,0.00,0.00,0.00
1982:Q1,213.00,213.00,20.00,20.00,261.00,17.00,189.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,-1873.00,0.00,0.00,-821.00,2399.00,2435.00,2140.00,275.00,275.00,836.00,279.00,1115.00,0.00,0.00,0.00
1982:Q2,285.00,285.00,29.00,29.00,177.00,0.00,-43.00,0.00,220.00,0.00,0.00,0.00,0.00,0.00,-3745.00,0.00,0.00,-2428.00,3757.00,4917.00,2501.00,275.00,275.00,1597.00,533.00,2130.00,0.00,0.00,0.00
1982:Q3,257.00,257.00,14.00,14.00,85.00,4.00,89.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,12348.00,0.00,0.00,6623.00,-3852.00,-5120.00,9999.00,275.00,275.00,1723.00,574.00,2297.00,0.00,0.00,0.00
1982:Q4,252.00,252.00,18.00,18.00,335.00,10.00,150.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,7247.00,0.00,0.00,2832.00,-469.00,-55.00,9555.00,275.00,275.00,-2262.00,100.00,-2162.00,0.00,0.00,0.00
1983:Q1,415.00,415.00,34.00,34.00,-23.00,1.00,24.00,0.00,-48.00,0.00,0.00,0.00,0.00,0.00,-4282.00,0.00,0.00,904.00,1633.00,2190.00,445.00,275.00,275.00,-794.00,-101.00,-895.00,0.00,0.00,0.00
1983:Q2,225.00,225.00,28.00,28.00,75.00,1.00,-23.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,-501.00,0.00,0.00,712.00,144.00,365.00,720.00,275.00,275.00,593.00,400.00,993.00,0.00,0.00,0.00
1983:Q3,349.00,349.00,25.00,25.00,-25.00,3.00,35.00,0.00,-63.00,0.00,0.00,0.00,0.00,0.00,8615.00,0.00,0.00,782.00,662.00,221.00,10280.00,275.00,275.00,-257.00,67.00,-190.00,0.00,0.00,0.00
1983:Q4,380.00,380.00,19.00,19.00,177.00,4.00,33.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,8489.00,0.00,0.00,1677.00,1402.00,361.00,11929.00,275.00,275.00,2648.00,637.00,3285.00,0.00,0.00,0.00
1984:Q1,324.00,324.00,34.00,34.00,226.00,1.00,6.00,0.00,219.00,0.00,0.00,0.00,0.00,0.00,-5728.00,0.00,0.00,586.00,2035.00,2178.00,-929.00,275.00,275.00,-90.00,769.00,679.00,0.00,0.00,0.00
1984:Q2,311.00,311.00,42.00,42.00,217.00,2.00,8.00,0.00,207.00,0.00,0.00,0.00,0.00,0.00,-4605.00,0.00,0.00,1666.00,2222.00,2540.00,1823.00,275.00,275.00,-4381.00,-1569.00,-5950.00,0.00,0.00,0.00
1984:Q3,376.00,376.00,56.00,56.00,159.00,2.00,38.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,17054.00,0.00,0.00,4418.00,-2406.00,-4889.00,14177.00,275.00,275.00,5255.00,1893.00,7148.00,0.00,0.00,0.00
1984:Q4,415.00,415.00,29.00,29.00,285.00,-3.00,28.00,0.00,260.00,0.00,0.00,0.00,0.00,0.00,11589.00,0.00,0.00,1624.00,681.00,757.00,14651.00,275.00,275.00,-449.00,-265.00,-714.00,0.00,0.00,0.00
1985:Q1,335.00,335.00,61.00,61.00,364.00,4.00,16.00,0.00,344.00,0.00,0.00,0.00,0.00,0.00,-485.00,0.00,0.00,1937.00,1858.00,1039.00,4349.00,298.00,298.00,1770.00,1284.00,3054.00,0.00,0.00,0.00
1985:Q2,340.00,340.00,34.00,34.00,212.00,-7.00,-121.00,0.00,340.00,0.00,0.00,0.00,0.00,0.00,2633.00,0.00,0.00,4295.00,-702.00,-688.00,5538.00,2014.00,2014.00,-337.00,617.00,280.00,0.00,0.00,0.00
1985:Q3,336.00,336.00,32.00,32.00,100.00,-8.00,-105.00,0.00,213.00,0.00,0.00,0.00,0.00,0.00,9362.00,0.00,0.00,6111.00,-3704.00,-2807.00,8962.00,-238.00,-238.00,-589.00,5868.00,5279.00,0.00,0.00,0.00
1985:Q4,290.00,290.00,28.00,28.00,125.00,-7.00,-84.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00,3623.00,0.00,0.00,501.00,2660.00,2960.00,9744.00,2658.00,2658.00,1362.00,737.00,2099.00,0.00,0.00,0.00
1986:Q1,208.00,208.00,40.00,40.00,158.00,-16.00,-200.00,0.00,374.00,0.00,0.00,0.00,0.00,0.00,9794.00,0.00,0.00,4513.00,-4324.00,-5227.00,4756.00,-1749.00,-1749.00,2913.00,1313.00,4226.00,0.00,0.00,0.00
1986:Q2,394.00,394.00,-14.00,-14.00,245.00,3.00,21.00,0.00,221.00,0.00,0.00,0.00,0.00,0.00,2908.00,0.00,0.00,-762.00,945.00,1181.00,4272.00,4351.00,4351.00,-6731.00,9763.00,3032.00,0.00,0.00,0.00
1986:Q3,715.00,715.00,42.00,42.00,60.00,-13.00,-196.00,0.00,269.00,0.00,0.00,0.00,0.00,0.00,1286.00,0.00,0.00,4303.00,290.00,1560.00,7439.00,-766.00,-766.00,5616.00,-4844.00,772.00,0.00,0.00,0.00
1986:Q4,165.00,165.00,25.00,25.00,68.00,-14.00,-226.00,0.00,308.00,0.00,0.00,0.00,0.00,0.00,4025.00,0.00,0.00,226.00,3165.00,1208.00,8624.00,233.00,233.00,2373.00,-2871.00,-498.00,0.00,0.00,0.00
1987:Q1,189.00,189.00,42.00,42.00,413.00,-17.00,-205.00,0.00,635.00,0.00,0.00,0.00,0.00,0.00,2734.00,0.00,0.00,23.00,2220.00,3194.00,8171.00,324.00,324.00,520.00,354.00,874.00,0.00,0.00,0.00
1987:Q2,282.00,282.00,45.00,45.00,298.00,-7.00,-92.00,0.00,397.00,0.00,0.00,0.00,0.00,0.00,6672.00,0.00,0.00,5772.00,-3541.00,-2988.00,5915.00,-4550.00,-4550.00,3559.00,667.00,4226.00,0.00,0.00,0.00
1987:Q3,407.00,407.00,48.00,48.00,125.00,-10.00,-146.00,0.00,281.00,0.00,0.00,0.00,0.00,0.00,3451.00,0.00,0.00,-7458.00,9534.00,3246.00,8773.00,-750.00,-750.00,1926.00,-1886.00,40.00,0.00,0.00,0.00
1987:Q4,333.00,333.00,38.00,38.00,458.00,3.00,-28.00,0.00,483.00,0.00,0.00,0.00,0.00,0.00,10365.00,0.00,0.00,-3621.00,3306.00,-6917.00,3133.00,-1250.00,-1250.00,1218.00,3224.00,4442.00,0.00,0.00,0.00
1988:Q1,279.00,279.00,48.00,48.00,515.00,-9.00,-74.00,0.00,598.00,0.00,0.00,0.00,0.00,0.00,-1167.00,0.00,0.00,-11921.00,12029.00,1995.00,936.00,-333.00,-333.00,4648.00,3612.00,8260.00,0.00,0.00,0.00
1988:Q2,298.00,298.00,15.00,15.00,338.00,1.00,11.00,0.00,326.00,0.00,0.00,0.00,0.00,0.00,7826.00,0.00,0.00,-1526.00,2611.00,71.00,8982.00,-532.00,-532.00,4225.00,1565.00,5790.00,0.00,0.00,0.00
1988:Q3,325.00,325.00,-13.00,-13.00,541.00,10.00,100.00,0.00,431.00,0.00,0.00,0.00,0.00,0.00,7668.00,0.00,0.00,-2616.00,1291.00,36.00,6379.00,-909.00,-909.00,2657.00,2312.00,4969.00,0.00,0.00,0.00
1988:Q4,412.00,412.00,16.00,16.00,570.00,5.00,24.00,0.00,541.00,0.00,0.00,0.00,0.00,0.00,8690.00,0.00,0.00,-3556.00,4201.00,-3845.00,5490.00,-1237.00,-1237.00,1268.00,-733.00,535.00,0.00,0.00,0.00
1989:Q1,261.00,261.00,18.00,18.00,188.00,-29.00,-341.00,0.00,558.00,0.00,0.00,0.00,0.00,0.00,-301.00,0.00,0.00,1139.00,-1791.00,5283.00,4330.00,1643.00,1643.00,3887.00,2338.00,6225.00,0.00,0.00,0.00
1989:Q2,257.00,257.00,14.00,14.00,-363.00,-33.00,-396.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,8669.00,0.00,0.00,-659.00,3139.00,-3520.00,7629.00,-258.00,-258.00,-1400.00,873.00,-527.00,0.00,0.00,0.00
1989:Q3,315.00,315.00,53.00,53.00,-46.00,-4.00,-69.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,482.00,0.00,0.00,-2392.00,5056.00,-2405.00,741.00,-938.00,-938.00,-2206.00,405.00,-1801.00,0.00,0.00,0.00
1989:Q4,341.00,341.00,45.00,45.00,-374.00,1.00,68.00,0.00,-443.00,0.00,0.00,0.00,0.00,0.00,1538.00,0.00,0.00,-36.00,1627.00,-1151.00,1978.00,-14.00,-14.00,2330.00,-3769.00,-1439.00,0.00,0.00,0.00
1990:Q1,324.00,324.00,70.00,70.00,-1247.00,-4.00,-71.00,0.00,-1172.00,0.00,0.00,0.00,0.00,0.00,6388.00,0.00,0.00,-2566.00,-2723.00,-143.00,956.00,6689.00,6689.00,-2832.00,1512.00,-1320.00,0.00,0.00,0.00
1990:Q2,307.00,307.00,31.00,31.00,-516.00,-3.00,-72.00,0.00,-441.00,0.00,0.00,0.00,0.00,0.00,2407.00,0.00,0.00,-1285.00,-2829.00,-1421.00,-3128.00,-939.00,-939.00,-2400.00,3043.00,643.00,0.00,0.00,0.00
1990:Q3,461.00,461.00,55.00,55.00,-481.00,-2.00,-73.00,0.00,-407.00,1.00,0.00,0.00,0.00,0.00,10994.00,0.00,0.00,5023.00,-10278.00,-1018.00,4721.00,3666.00,3666.00,5833.00,-2113.00,3720.00,0.00,0.00,0.00
1990:Q4,212.00,212.00,24.00,24.00,-287.00,1.00,-26.00,0.00,-264.00,1.00,0.00,1.00,0.00,0.00,-2450.00,0.00,0.00,-5311.00,-2635.00,2161.00,-8235.00,-3875.00,-3875.00,-2443.00,2999.00,556.00,0.00,0.00,0.00
1991:Q1,283.00,283.00,78.00,78.00,-324.00,-2.00,-73.00,0.00,-250.00,1.00,0.00,0.00,0.00,0.00,7769.00,0.00,0.00,-7003.00,1795.00,532.00,3093.00,1431.00,1431.00,-986.00,1426.00,440.00,0.00,0.00,0.00
1991:Q2,425.00,425.00,44.00,44.00,-92.00,5.00,58.00,0.00,-156.00,1.00,0.00,0.00,0.00,0.00,2042.00,0.00,0.00,735.00,-3170.00,1370.00,977.00,875.00,875.00,-4098.00,1889.00,-2209.00,0.00,0.00,0.00
1991:Q3,341.00,341.00,20.00,20.00,-3.00,5.00,58.00,0.00,-68.00,2.00,0.00,0.00,0.00,0.00,1487.00,0.00,0.00,1067.00,-2766.00,537.00,325.00,1271.00,1271.00,1836.00,3528.00,5364.00,0.00,0.00,0.00
1991:Q4,455.00,455.00,87.00,87.00,-286.00,8.00,140.00,0.00,-436.00,2.00,0.00,0.00,0.00,0.00,3252.00,0.00,0.00,-1207.00,-1632.00,3280.00,3693.00,-1437.00,-1437.00,2763.00,3854.00,6617.00,0.00,0.00,0.00
1992:Q1,314.00,314.00,93.00,93.00,-151.00,-4.00,-70.00,0.00,-86.00,2.00,0.00,7.00,0.00,0.00,3248.00,0.00,0.00,-613.00,469.00,4554.00,7658.00,1182.00,1182.00,455.00,5205.00,5660.00,0.00,0.00,0.00
1992:Q2,306.00,306.00,87.00,87.00,-326.00,-9.00,-91.00,0.00,-244.00,2.00,0.00,16.00,0.00,0.00,12368.00,0.00,0.00,-305.00,-2836.00,-4244.00,4983.00,-403.00,-403.00,3860.00,3097.00,6957.00,0.00,0.00,0.00
1992:Q3,381.00,381.00,145.00,145.00,321.00,7.00,93.00,0.00,218.00,3.00,0.00,0.00,0.00,0.00,8994.00,0.00,0.00,-1324.00,2880.00,-2154.00,8396.00,-1756.00,-1756.00,158.00,6282.00,6440.00,0.00,0.00,0.00
1992:Q4,426.00,426.00,77.00,77.00,-16.00,2.00,-2.00,0.00,-21.00,5.00,0.00,0.00,0.00,0.00,12229.00,0.00,0.00,2222.00,-3150.00,-3983.00,7318.00,2947.00,2947.00,-602.00,4592.00,3990.00,0.00,0.00,0.00
1993:Q1,223.00,223.00,133.00,133.00,308.00,4.00,104.00,0.00,189.00,5.00,0.00,6.00,0.00,0.00,8534.00,0.00,0.00,7494.00,-5866.00,5890.00,16052.00,-4419.00,-4419.00,-9105.00,6207.00,-2898.00,0.00,0.00,0.00
1993:Q2,280.00,280.00,101.00,101.00,399.00,5.00,57.00,0.00,309.00,25.00,0.00,3.00,0.00,0.00,7075.00,0.00,0.00,595.00,2537.00,-4495.00,5712.00,404.00,404.00,-3940.00,6134.00,2194.00,0.00,0.00,0.00
1993:Q3,247.00,247.00,43.00,43.00,579.00,3.00,65.00,0.00,506.00,4.00,0.00,1.00,0.00,0.00,7110.00,0.00,0.00,-277.00,1105.00,1963.00,9901.00,-189.00,-189.00,6011.00,3239.00,9250.00,0.00,0.00,0.00
1993:Q4,393.00,393.00,70.00,70.00,359.00,3.00,56.00,0.00,292.00,5.00,0.00,3.00,0.00,0.00,7340.00,0.00,0.00,-1411.00,10200.00,-1060.00,15069.00,-960.00,-960.00,471.00,1598.00,2069.00,0.00,0.00,0.00
