date,FU316010105.Q,FU316210001.Q,FU316240001.Q,FU316231005.Q,FU316231061.Q,FU316601001.Q,FU316150105.Q,FU316403105.Q,FU316402101.Q,FU316900005.Q,FU316901001.Q,FU316404001.Q,FU316403001.Q,FU316130001.Q,FU316402001.Q,FU316006005.Q,FU316300003.Q,FU313154015.Q,FU315440095.Q,FU316000105.Q,FU315090005.Q,FU315019001.Q,FU315420003.Q,FU315000005.Q,FU314090005.Q,FU313011005.Q,FU313020005.Q,FU313030003.Q,FU314022005.Q,FU313061703.Q,FU313063763.Q,FU314023005.Q,FU313069005.Q,FU313065005.Q,FU313066220.Q,FU313064105.Q,FU313070000.Q,FU313078005.Q,FU313090005.Q,FU314190005.Q,FU313111303.Q,FU713014003.Q,FU313112003.Q,FU314122005.Q,FU313161105.Q,FU313161205.Q,FU313161305.Q,FU313161705.Q,FU313165403.Q,FU313170005.Q,FU313140003.Q,FU313190005.Q,FU343073005.Q,FU313190015.Q,FU317005005.Q,FU314000105.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,42376.00,18065.00,7828.00,11750.00,0.00,4415.00,26.00,292.00,0.00,41457.00,22683.00,7186.00,5219.00,5554.00,815.00,919.00,8433.00,641.00,-619.00,9330.00,17702.00,4419.00,0.00,13283.00,11129.00,399.00,1185.00,6.00,0.00,0.00,0.00,1376.00,1330.00,46.00,0.00,0.00,0.00,8248.00,-85.00,-2154.00,0.00,0.00,-5.00,-4886.00,-5733.00,-8157.00,2424.00,847.00,0.00,0.00,213.00,2524.00,2810.00,-286.00,-8372.00,1243.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,37860.00,15376.00,7870.00,9598.00,0.00,4696.00,40.00,280.00,0.00,46387.00,24559.00,8200.00,6928.00,5878.00,822.00,-8527.00,7570.00,592.00,-368.00,-1181.00,6995.00,5912.00,0.00,1083.00,7227.00,149.00,339.00,65.00,0.00,0.00,0.00,1284.00,819.00,465.00,0.00,0.00,0.00,5241.00,149.00,6144.00,0.00,0.00,-19.00,3617.00,3528.00,1025.00,2503.00,89.00,0.00,0.00,84.00,2462.00,2922.00,-460.00,-8176.00,483.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,48803.00,17432.00,8734.00,17155.00,0.00,5259.00,36.00,187.00,0.00,46961.00,23928.00,10227.00,5422.00,6187.00,1197.00,1842.00,6920.00,547.00,-201.00,8416.00,17054.00,5527.00,0.00,11527.00,16219.00,-284.00,-238.00,8.00,0.00,0.00,0.00,737.00,420.00,317.00,0.00,0.00,400.00,15601.00,-5.00,4692.00,0.00,0.00,-10.00,-395.00,227.00,-809.00,1036.00,-622.00,0.00,1100.00,309.00,3688.00,3945.00,-257.00,-8638.00,-429.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,62915.00,25375.00,9190.00,21676.00,0.00,6410.00,53.00,211.00,0.00,58455.00,37444.00,7894.00,5135.00,6534.00,1448.00,4460.00,7391.00,291.00,-289.00,11849.00,20931.00,12533.00,0.00,8398.00,16006.00,37.00,119.00,88.00,5.00,5.00,0.00,1209.00,679.00,530.00,0.00,0.00,900.00,13701.00,-53.00,7608.00,0.00,0.00,24.00,272.00,409.00,170.00,239.00,-137.00,0.00,1600.00,173.00,5539.00,5581.00,-42.00,-9082.00,197.00
1952:Q1,19776.00,10817.00,2347.00,4587.00,0.00,1956.00,14.00,55.00,0.00,15605.00,10713.00,1977.00,906.00,1682.00,327.00,4171.00,1969.00,77.00,-91.00,6154.00,8430.00,4164.00,0.00,4266.00,4353.00,3.00,3208.00,12.00,9.00,9.00,0.00,536.00,190.00,346.00,0.00,0.00,300.00,291.00,-6.00,87.00,0.00,0.00,15.00,-1305.00,-1268.00,-1367.00,99.00,-37.00,0.00,-200.00,15.00,1562.00,1641.00,-79.00,-2276.00,1985.00
1952:Q2,15027.00,6088.00,2509.00,4623.00,0.00,1738.00,14.00,55.00,0.00,16647.00,11520.00,1922.00,1156.00,1689.00,360.00,-1620.00,2030.00,186.00,-98.00,322.00,4058.00,4190.00,0.00,-132.00,915.00,29.00,30.00,27.00,-10.00,-10.00,0.00,356.00,320.00,36.00,0.00,0.00,400.00,89.00,-6.00,1047.00,0.00,0.00,7.00,-169.00,-14.00,-329.00,315.00,-155.00,0.00,-100.00,20.00,1289.00,1389.00,-100.00,-3736.00,631.00
1952:Q3,15638.00,6925.00,2552.00,4510.00,0.00,1580.00,14.00,57.00,0.00,17277.00,12045.00,2076.00,1177.00,1713.00,266.00,-1639.00,2105.00,84.00,-92.00,474.00,2851.00,4376.00,0.00,-1525.00,3526.00,8.00,115.00,8.00,-2.00,-2.00,0.00,440.00,374.00,66.00,0.00,0.00,200.00,2770.00,-13.00,5051.00,0.00,0.00,9.00,3621.00,3273.00,2832.00,441.00,348.00,0.00,100.00,8.00,1313.00,1395.00,-82.00,-2377.00,273.00
1952:Q4,15369.00,6337.00,2713.00,4853.00,0.00,1393.00,14.00,59.00,0.00,18409.00,13323.00,2106.00,1013.00,1743.00,224.00,-3040.00,2176.00,41.00,-66.00,-839.00,421.00,4491.00,0.00,-4070.00,2095.00,-114.00,-982.00,26.00,0.00,0.00,0.00,300.00,118.00,182.00,0.00,0.00,51.00,2803.00,11.00,6165.00,0.00,0.00,6.00,4176.00,3951.00,3756.00,195.00,225.00,0.00,275.00,0.00,1708.00,1790.00,-82.00,-1260.00,-1092.00
1953:Q1,21023.00,11290.00,2600.00,5021.00,0.00,2040.00,14.00,58.00,0.00,17634.00,12407.00,2204.00,950.00,1773.00,300.00,3389.00,2231.00,51.00,-137.00,5706.00,8816.00,4669.00,0.00,4147.00,3051.00,21.00,802.00,-6.00,52.00,52.00,0.00,144.00,-41.00,185.00,0.00,0.00,326.00,1701.00,11.00,-1096.00,0.00,0.00,3.00,-2918.00,-3020.00,-3428.00,408.00,102.00,0.00,108.00,8.00,1703.00,1750.00,-47.00,-3110.00,237.00
1953:Q2,15836.00,5930.00,2710.00,5298.00,0.00,1824.00,15.00,59.00,0.00,18531.00,13161.00,2144.00,1197.00,1790.00,239.00,-2695.00,2306.00,137.00,-39.00,-487.00,3718.00,4823.00,0.00,-1105.00,177.00,-72.00,-2223.00,-5.00,-34.00,-34.00,0.00,161.00,12.00,149.00,0.00,0.00,-87.00,2459.00,-22.00,1282.00,0.00,0.00,13.00,15.00,460.00,390.00,70.00,-445.00,0.00,-204.00,18.00,1440.00,1506.00,-66.00,-4205.00,-1823.00
1953:Q3,17124.00,7569.00,2713.00,5116.00,0.00,1652.00,16.00,58.00,0.00,17280.00,12064.00,2098.00,1030.00,1820.00,268.00,-156.00,2328.00,82.00,-78.00,2168.00,3260.00,4732.00,0.00,-1472.00,6951.00,55.00,2753.00,4.00,-19.00,-19.00,0.00,329.00,241.00,88.00,0.00,0.00,24.00,3809.00,-4.00,8423.00,0.00,0.00,7.00,6682.00,6540.00,6437.00,103.00,142.00,0.00,-12.00,25.00,1721.00,1767.00,-46.00,-1093.00,2774.00
1953:Q4,14624.00,6517.00,2684.00,4043.00,0.00,1307.00,16.00,57.00,0.00,19325.00,13975.00,2256.00,1088.00,1846.00,160.00,-4701.00,2377.00,58.00,-96.00,-2286.00,-1663.00,4435.00,0.00,-6098.00,-610.00,-90.00,-2864.00,-2.00,-1.00,-1.00,0.00,-61.00,-29.00,-32.00,0.00,0.00,-300.00,2706.00,2.00,5488.00,0.00,0.00,11.00,3771.00,1943.00,1796.00,147.00,1828.00,0.00,-67.00,23.00,1750.00,1831.00,-81.00,-623.00,-2544.00
1954:Q1,19198.00,10466.00,2370.00,3946.00,0.00,2338.00,17.00,61.00,0.00,17471.00,11815.00,2606.00,984.00,1878.00,188.00,1727.00,2439.00,5.00,-86.00,4247.00,8518.00,4342.00,0.00,4176.00,2234.00,-42.00,1866.00,2.00,18.00,18.00,0.00,-166.00,-98.00,-68.00,0.00,0.00,313.00,276.00,-33.00,-1942.00,0.00,0.00,22.00,-3886.00,-4544.00,-4614.00,70.00,658.00,0.00,163.00,-13.00,1772.00,1816.00,-44.00,-4271.00,1350.00
1954:Q2,13583.00,4813.00,2392.00,4190.00,0.00,2110.00,17.00,61.00,0.00,17811.00,11944.00,2707.00,916.00,1903.00,341.00,-4228.00,2495.00,47.00,-79.00,-1701.00,5172.00,4151.00,0.00,1021.00,1341.00,10.00,451.00,-9.00,-10.00,-10.00,0.00,193.00,-351.00,544.00,0.00,0.00,-111.00,779.00,38.00,320.00,0.00,0.00,10.00,-758.00,151.00,-285.00,436.00,-909.00,0.00,-351.00,-59.00,1478.00,1554.00,-76.00,-6873.00,667.00
1954:Q3,15097.00,6713.00,2295.00,4163.00,0.00,1849.00,18.00,59.00,0.00,16743.00,10937.00,2592.00,1072.00,1926.00,216.00,-1646.00,2539.00,-123.00,-75.00,1091.00,38.00,3823.00,0.00,-3785.00,-279.00,-175.00,-2068.00,9.00,-2.00,-2.00,0.00,-506.00,-23.00,-483.00,0.00,0.00,192.00,2204.00,67.00,3506.00,0.00,0.00,2.00,1831.00,3296.00,3130.00,166.00,-1465.00,0.00,-104.00,-100.00,1877.00,1894.00,-17.00,1053.00,-1583.00
1954:Q4,14633.00,6076.00,2450.00,4552.00,0.00,1479.00,18.00,58.00,0.00,18485.00,12463.00,2775.00,1155.00,1939.00,153.00,-3852.00,2593.00,-81.00,-83.00,-1095.00,-1238.00,3781.00,0.00,-5019.00,2314.00,38.00,-588.00,26.00,-5.00,-5.00,0.00,194.00,85.00,109.00,0.00,0.00,-163.00,2709.00,103.00,7333.00,0.00,0.00,2.00,5629.00,3828.00,3487.00,341.00,1801.00,0.00,58.00,-127.00,1771.00,1844.00,-73.00,143.00,-128.00
1955:Q1,17881.00,8281.00,2384.00,4841.00,0.00,2294.00,18.00,63.00,0.00,17488.00,11161.00,2963.00,1165.00,1938.00,261.00,393.00,2623.00,-109.00,-76.00,3201.00,8897.00,3564.00,0.00,5333.00,2901.00,-81.00,-3.00,4.00,6.00,6.00,0.00,245.00,213.00,32.00,0.00,0.00,27.00,2601.00,102.00,-2432.00,0.00,0.00,3.00,-4115.00,-4372.00,-4559.00,187.00,257.00,0.00,-146.00,-99.00,1925.00,1914.00,11.00,-5696.00,223.00
1955:Q2,18512.00,7758.00,2658.00,5357.00,0.00,2659.00,19.00,61.00,0.00,17505.00,11236.00,2931.00,1090.00,1933.00,315.00,1006.00,2650.00,50.00,-33.00,3639.00,8999.00,3579.00,0.00,5420.00,5103.00,14.00,1423.00,-4.00,1.00,1.00,0.00,251.00,157.00,94.00,0.00,0.00,-139.00,3458.00,99.00,-317.00,0.00,0.00,-1.00,-1647.00,-602.00,-976.00,374.00,-1045.00,0.00,-75.00,-52.00,1458.00,1589.00,-131.00,-5359.00,516.00
1955:Q3,17738.00,7652.00,2640.00,5253.00,0.00,2112.00,19.00,62.00,0.00,18044.00,11997.00,2772.00,1097.00,1992.00,186.00,-306.00,2703.00,10.00,-46.00,2433.00,2358.00,3514.00,0.00,-1156.00,2338.00,-37.00,-808.00,-18.00,-4.00,-4.00,0.00,97.00,76.00,21.00,0.00,0.00,-104.00,3137.00,75.00,3494.00,0.00,0.00,0.00,1819.00,2461.00,2194.00,267.00,-642.00,0.00,21.00,1.00,1653.00,1711.00,-58.00,75.00,-765.00
1955:Q4,16942.00,6779.00,2746.00,5622.00,0.00,1715.00,19.00,61.00,0.00,18601.00,12405.00,2836.00,1124.00,2058.00,178.00,-1659.00,2760.00,-7.00,-92.00,1200.00,523.00,3554.00,0.00,-3031.00,2597.00,-30.00,-882.00,5.00,16.00,16.00,0.00,107.00,57.00,50.00,0.00,0.00,45.00,3269.00,67.00,5628.00,0.00,0.00,0.00,3825.00,3122.00,2998.00,124.00,703.00,0.00,117.00,-15.00,1701.00,1929.00,-228.00,677.00,-648.00
1956:Q1,19516.00,9059.00,2523.00,5195.00,0.00,2646.00,19.00,74.00,0.00,17561.00,11072.00,3094.00,1002.00,2076.00,317.00,1955.00,2842.00,65.00,-97.00,4829.00,9483.00,3609.00,0.00,5874.00,3693.00,-41.00,2481.00,-6.00,-5.00,-5.00,0.00,-36.00,-39.00,3.00,0.00,0.00,-8.00,1198.00,110.00,-2181.00,0.00,0.00,2.00,-4278.00,-4284.00,-4465.00,181.00,6.00,0.00,6.00,58.00,2031.00,1991.00,40.00,-4654.00,2593.00
1956:Q2,20234.00,8986.00,2675.00,5439.00,0.00,3041.00,20.00,73.00,0.00,18809.00,12174.00,3128.00,1082.00,2162.00,263.00,1425.00,2893.00,194.00,-150.00,4274.00,9727.00,3752.00,0.00,5975.00,2255.00,-51.00,-600.00,-20.00,-1.00,-1.00,0.00,253.00,244.00,9.00,0.00,0.00,250.00,2306.00,118.00,-3720.00,0.00,0.00,3.00,-5449.00,-4983.00,-5222.00,239.00,-466.00,0.00,13.00,90.00,1623.00,1726.00,-103.00,-5453.00,-967.00
1956:Q3,18303.00,8367.00,2726.00,4938.00,0.00,2180.00,21.00,71.00,0.00,17771.00,11037.00,2998.00,1148.00,2229.00,359.00,532.00,2950.00,84.00,-109.00,3507.00,3152.00,4067.00,0.00,-915.00,2280.00,155.00,-217.00,-1.00,-8.00,-8.00,0.00,37.00,40.00,-3.00,0.00,0.00,-23.00,2117.00,220.00,3195.00,0.00,0.00,5.00,1199.00,1433.00,974.00,459.00,-234.00,0.00,65.00,86.00,1840.00,1582.00,258.00,354.00,-50.00
1956:Q4,17790.00,7501.00,3042.00,5377.00,0.00,1780.00,21.00,69.00,0.00,20303.00,13077.00,3080.00,1201.00,2378.00,567.00,-2513.00,3004.00,52.00,-103.00,542.00,129.00,4324.00,0.00,-4195.00,1812.00,545.00,-1952.00,0.00,3.00,3.00,0.00,435.00,422.00,13.00,0.00,0.00,-143.00,2777.00,147.00,6007.00,0.00,0.00,9.00,3490.00,3051.00,3161.00,-110.00,439.00,0.00,241.00,69.00,2198.00,2207.00,-9.00,413.00,-1524.00
1957:Q1,20795.00,9578.00,2750.00,5250.00,0.00,3124.00,22.00,71.00,0.00,19582.00,12303.00,3470.00,1089.00,2365.00,355.00,1213.00,3094.00,35.00,1.00,4271.00,9053.00,4322.00,0.00,4731.00,4926.00,-58.00,3226.00,10.00,11.00,11.00,0.00,26.00,-25.00,51.00,0.00,0.00,105.00,1274.00,332.00,195.00,0.00,0.00,7.00,-1648.00,-1670.00,-1150.00,-520.00,22.00,0.00,-74.00,46.00,1864.00,2220.00,-356.00,-4782.00,2747.00
1957:Q2,21664.00,9901.00,2939.00,5267.00,0.00,3464.00,23.00,70.00,0.00,20436.00,12442.00,3737.00,1159.00,2445.00,653.00,1228.00,3142.00,94.00,-80.00,4356.00,8474.00,4213.00,0.00,4261.00,418.00,73.00,-1768.00,-14.00,-2.00,-2.00,0.00,-201.00,-243.00,42.00,0.00,0.00,183.00,1859.00,288.00,-3843.00,0.00,0.00,11.00,-6044.00,-5592.00,-5430.00,-162.00,-452.00,0.00,-55.00,22.00,2223.00,2031.00,192.00,-4118.00,-1954.00
1957:Q3,19383.00,8823.00,2885.00,5056.00,0.00,2526.00,24.00,69.00,0.00,20186.00,12275.00,3516.00,1205.00,2495.00,695.00,-803.00,3209.00,-6.00,-50.00,2462.00,3428.00,4502.00,0.00,-1074.00,4923.00,254.00,1500.00,14.00,1.00,1.00,0.00,230.00,154.00,76.00,0.00,0.00,-70.00,2861.00,133.00,5997.00,0.00,0.00,8.00,3948.00,4170.00,4612.00,-442.00,-222.00,48.00,-52.00,12.00,2033.00,2367.00,-334.00,-966.00,1983.00
1957:Q4,17476.00,7692.00,2926.00,4831.00,0.00,1933.00,24.00,70.00,0.00,21732.00,13853.00,3808.00,1285.00,2593.00,193.00,-4256.00,3267.00,-17.00,11.00,-983.00,-132.00,4538.00,0.00,-4670.00,118.00,35.00,-2822.00,-39.00,-6.00,-6.00,0.00,562.00,450.00,112.00,0.00,0.00,-307.00,2756.00,-61.00,4788.00,0.00,0.00,10.00,1849.00,874.00,1174.00,-300.00,975.00,48.00,342.00,7.00,2532.00,2373.00,159.00,-851.00,-2614.00
1958:Q1,18783.00,9147.00,2623.00,3864.00,0.00,3051.00,25.00,73.00,0.00,20661.00,12215.00,4451.00,1066.00,2475.00,454.00,-1879.00,3264.00,-29.00,155.00,1259.00,5499.00,4514.00,0.00,985.00,2088.00,94.00,1712.00,-31.00,42.00,42.00,0.00,291.00,223.00,68.00,0.00,0.00,-138.00,-3.00,121.00,1103.00,0.00,0.00,16.00,-952.00,-1548.00,-1783.00,235.00,596.00,126.00,-102.00,7.00,2008.00,2251.00,-243.00,-4240.00,1742.00
1958:Q2,19854.00,9308.00,2867.00,4109.00,0.00,3472.00,25.00,73.00,0.00,21961.00,13051.00,4791.00,1203.00,2459.00,457.00,-2107.00,3310.00,47.00,244.00,912.00,4479.00,4611.00,0.00,-132.00,4741.00,13.00,3699.00,4.00,-29.00,-29.00,0.00,173.00,116.00,57.00,0.00,0.00,-177.00,876.00,182.00,4873.00,0.00,0.00,12.00,2433.00,3486.00,3294.00,192.00,-1053.00,125.00,-61.00,11.00,2353.00,2111.00,242.00,-3568.00,3653.00
1958:Q3,18907.00,8925.00,2713.00,4645.00,0.00,2527.00,25.00,72.00,0.00,22044.00,12870.00,4539.00,1338.00,2510.00,787.00,-3138.00,3382.00,85.00,234.00,-75.00,385.00,4765.00,0.00,-4380.00,-1415.00,-9.00,-5040.00,26.00,-19.00,-19.00,0.00,422.00,369.00,53.00,0.00,0.00,-130.00,3235.00,100.00,2965.00,0.00,0.00,3.00,776.00,707.00,560.00,147.00,69.00,92.00,68.00,16.00,2010.00,2195.00,-185.00,-460.00,-5140.00
1958:Q4,18514.00,8105.00,2995.00,5342.00,0.00,1976.00,25.00,71.00,0.00,23424.00,14421.00,4410.00,1568.00,2601.00,424.00,-4910.00,3446.00,-74.00,370.00,-1760.00,-1046.00,5047.00,0.00,-6093.00,4087.00,-137.00,-63.00,27.00,-4.00,-4.00,0.00,616.00,384.00,232.00,0.00,0.00,-93.00,3815.00,-74.00,10180.00,0.00,0.00,7.00,7441.00,7134.00,7182.00,-48.00,307.00,93.00,158.00,22.00,2459.00,2422.00,37.00,-715.00,-78.00
1959:Q1,20992.00,9293.00,2812.00,5230.00,21.00,3677.00,30.00,68.00,-139.00,21653.00,11947.00,4826.00,1856.00,2832.00,192.00,-661.00,3488.00,-35.00,474.00,2388.00,3037.00,5347.00,0.00,-2310.00,-703.00,-170.00,-467.00,-7.00,-1.00,-1.00,0.00,667.00,243.00,424.00,0.00,0.00,-31.00,-753.00,59.00,1607.00,0.00,0.00,6.00,-365.00,-81.00,22.00,-103.00,-284.00,49.00,-30.00,27.00,1920.00,2372.00,-452.00,-649.00,-477.00
1959:Q2,24133.00,10532.00,3139.00,6241.00,21.00,4206.00,30.00,70.00,-106.00,22883.00,13476.00,4630.00,1881.00,2741.00,155.00,1250.00,3538.00,45.00,301.00,4442.00,5564.00,5452.00,0.00,112.00,2973.00,315.00,928.00,11.00,4.00,4.00,0.00,708.00,284.00,424.00,0.00,0.00,-5.00,880.00,132.00,2861.00,0.00,0.00,15.00,593.00,881.00,928.00,-47.00,-288.00,51.00,-123.00,31.00,2294.00,2178.00,116.00,-1122.00,539.00
