1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q2,744288.00,276660.00,205149.00,54220.00,284349.00,234524.00,148800.00,34479.00,222387.00,-42074.00
1989:Q3,648128.00,257647.00,246897.00,35764.00,159748.00,114382.00,182848.00,47885.00,133016.00,5007.00
1989:Q4,803187.00,356747.00,291614.00,52544.00,168850.00,124536.00,201981.00,75609.00,279692.00,-2580.00
1990:Q1,806408.00,241992.00,208316.00,18032.00,218261.00,194646.00,272552.00,73603.00,142238.00,-20009.00
1990:Q2,670129.00,235910.00,218368.00,18068.00,140547.00,148020.00,252281.00,41391.00,198135.00,43744.00
1990:Q3,654249.00,238489.00,191700.00,31660.00,103318.00,104114.00,288792.00,23650.00,162071.00,10546.00
1990:Q4,622855.00,202794.00,181521.00,-7336.00,63111.00,77165.00,307366.00,49583.00,346560.00,9943.00
1991:Q1,404540.00,188108.00,197668.00,1875.00,-66180.00,-58570.00,233496.00,49116.00,153225.00,53111.00
1991:Q2,579696.00,228453.00,221681.00,-8037.00,288.00,600.00,289013.00,61943.00,123629.00,-64787.00
1991:Q3,538933.00,156277.00,81189.00,-19029.00,-123705.00,-56820.00,405299.00,101061.00,157282.00,27862.00
1991:Q4,585527.00,226673.00,197465.00,-10049.00,-132286.00,-102311.00,338560.00,152580.00,325510.00,37306.00
1992:Q1,557563.00,200651.00,196658.00,6750.00,-4540.00,13777.00,362686.00,-1233.00,157688.00,-4442.00
1992:Q2,512762.00,153546.00,114818.00,-7566.00,-25780.00,4410.00,363349.00,21647.00,310349.00,64496.00
1992:Q3,637417.00,193649.00,184640.00,12790.00,8134.00,42146.00,379495.00,56140.00,282891.00,16461.00
1992:Q4,502439.00,263126.00,195882.00,24778.00,-19676.00,3614.00,269543.00,-10554.00,168584.00,-10763.00
1993:Q1,548653.00,182256.00,98323.00,32019.00,65817.00,104377.00,235542.00,65038.00,270063.00,33445.00
1993:Q2,823889.00,242164.00,198012.00,42491.00,137717.00,153779.00,364575.00,79433.00,252578.00,58806.00
1993:Q3,816014.00,316976.00,169984.00,69031.00,144569.00,166456.00,273915.00,80554.00,423683.00,124079.00
1993:Q4,719650.00,307597.00,158932.00,102059.00,106523.00,112618.00,298776.00,6755.00,360617.00,53599.00
1994:Q1,586718.00,290305.00,169618.00,106079.00,214262.00,209653.00,102460.00,-20309.00,578050.00,-130253.00
1994:Q2,685219.00,294551.00,160980.00,134879.00,185345.00,172387.00,278560.00,-73237.00,372704.00,-9665.00
1994:Q3,702293.00,299678.00,145885.00,135987.00,204025.00,181120.00,204942.00,-6352.00,389820.00,4087.00
1994:Q4,727958.00,408765.00,189552.00,163051.00,213466.00,196230.00,188003.00,-82275.00,510164.00,42835.00
1995:Q1,657636.00,291267.00,151085.00,148865.00,280606.00,235070.00,147742.00,-61979.00,342724.00,61974.00
1995:Q2,975851.00,324546.00,163036.00,146533.00,297737.00,262446.00,412488.00,-58920.00,415927.00,60775.00
1995:Q3,646616.00,386197.00,164219.00,152485.00,189773.00,136927.00,125442.00,-54796.00,489428.00,91209.00
1995:Q4,380045.00,290205.00,136214.00,140077.00,181862.00,134139.00,-24657.00,-67365.00,606913.00,91770.00
1996:Q1,918926.00,416813.00,254150.00,116789.00,234784.00,172775.00,288747.00,-21418.00,450959.00,55966.00
1996:Q2,878706.00,341534.00,211002.00,110089.00,292674.00,223504.00,258371.00,-13874.00,640471.00,62675.00
1996:Q3,700250.00,296777.00,164054.00,90309.00,247886.00,167803.00,191154.00,-35567.00,419370.00,111964.00
1996:Q4,513713.00,307250.00,191171.00,105685.00,156033.00,85523.00,61744.00,-11314.00,772165.00,125580.00
1997:Q1,793442.00,364432.00,238645.00,41808.00,301191.00,209510.00,106618.00,21201.00,347209.00,42965.00
1997:Q2,836864.00,340091.00,182548.00,73812.00,362072.00,267695.00,104421.00,30280.00,736331.00,92909.00
1997:Q3,1009349.00,361205.00,288254.00,74072.00,494855.00,390958.00,80033.00,73256.00,536176.00,118143.00
1997:Q4,720781.00,308769.00,154165.00,91456.00,371157.00,253405.00,-37436.00,78290.00,793996.00,56912.00
1998:Q1,1083584.00,444527.00,320686.00,33452.00,571855.00,403217.00,4715.00,62487.00,1031119.00,101482.00
1998:Q2,1292763.00,500192.00,268389.00,165024.00,610594.00,421477.00,110515.00,71462.00,1109389.00,100228.00
1998:Q3,782721.00,316752.00,241505.00,94256.00,521952.00,344676.00,-119192.00,63209.00,1175459.00,-31341.00
1998:Q4,1032238.00,473843.00,375255.00,95696.00,529982.00,348937.00,-41658.00,70071.00,1072113.00,-26329.00
1999:Q1,1203880.00,552742.00,419406.00,121773.00,648515.00,459312.00,-59605.00,62228.00,1196464.00,4780.00
1999:Q2,977571.00,532712.00,339915.00,115985.00,429116.00,285207.00,-5251.00,20993.00,1051241.00,-17702.00
1999:Q3,1214913.00,553417.00,410222.00,129217.00,694055.00,483277.00,-87779.00,55220.00,1138561.00,59759.00
1999:Q4,1098959.00,557116.00,347381.00,82429.00,498970.00,267609.00,32291.00,10583.00,1075970.00,14614.00
2000:Q1,1224582.00,743476.00,359476.00,123161.00,663203.00,477256.00,-201082.00,18985.00,862968.00,91109.00
2000:Q2,772787.00,524953.00,384258.00,194169.00,674429.00,438432.00,-400159.00,-26437.00,836332.00,-60185.00
2000:Q3,819674.00,645359.00,404513.00,195193.00,414371.00,263909.00,-283218.00,43162.00,835134.00,99704.00
2000:Q4,682110.00,412683.00,385903.00,193657.00,453045.00,255768.00,-215441.00,31822.00,1102818.00,111472.00
2001:Q1,953700.00,442840.00,454236.00,173966.00,252681.00,92240.00,131545.00,126634.00,592549.00,53342.00
2001:Q2,857092.00,725699.00,574711.00,126982.00,426696.00,255003.00,-370446.00,75143.00,635636.00,-79323.00
2001:Q3,1614499.00,958650.00,573129.00,87214.00,299465.00,149885.00,266345.00,90039.00,1446898.00,-103335.00
