1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q4,4118082.00,4118082.00,1998157.00,90918.00,24254.00,19596.00,3546.00,2790.00,561178.00,1018090.00,309441.00,90112.00
2003:Q1,4057552.00,4057552.00,2003240.00,89812.00,24239.00,13791.00,4534.00,3061.00,549164.00,968464.00,312971.00,88276.00
2003:Q2,4649056.00,4649056.00,2314591.00,100865.00,24987.00,16645.00,4536.00,3738.00,632140.00,1104616.00,346073.00,100865.00
2003:Q3,4845657.00,4845657.00,2424392.00,105180.00,25968.00,14611.00,4222.00,4194.00,670967.00,1126263.00,360669.00,109191.00
2003:Q4,5362097.00,5362097.00,2681142.00,114880.00,29411.00,17106.00,4085.00,4745.00,753406.00,1241098.00,391768.00,124456.00
2004:Q1,5620835.00,5620835.00,2847662.00,117914.00,30430.00,16351.00,4189.00,5152.00,791235.00,1269714.00,404059.00,134129.00
2004:Q2,5640075.00,5640075.00,2820313.00,118146.00,32021.00,16357.00,3891.00,5444.00,805817.00,1288765.00,410714.00,138607.00
2004:Q3,5663150.00,5663150.00,2849823.00,116560.00,31994.00,15537.00,3494.00,5654.00,812474.00,1267985.00,422460.00,137169.00
2004:Q4,6194101.00,6194101.00,3090957.00,125553.00,35667.00,18129.00,3147.00,6312.00,897390.00,1408778.00,459956.00,148212.00
2005:Q1,6170973.00,6170973.00,3059184.00,124068.00,35525.00,15879.00,2832.00,6351.00,884252.00,1433288.00,463956.00,145638.00
2005:Q2,6352653.00,6352653.00,3103759.00,125722.00,36616.00,14907.00,2568.00,6550.00,917504.00,1520619.00,476310.00,148098.00
2005:Q3,6676786.00,6676786.00,3243345.00,131207.00,39251.00,16533.00,2223.00,6950.00,957444.00,1629455.00,493088.00,157290.00
2005:Q4,6864553.00,6864553.00,3283643.00,134404.00,40746.00,17384.00,2151.00,7214.00,980607.00,1727011.00,508091.00,163302.00
2006:Q1,7313565.00,7313565.00,3520874.00,146510.00,42698.00,16951.00,2257.00,8783.00,1043417.00,1824045.00,532625.00,175405.00
2006:Q2,7227911.00,7227911.00,3456977.00,149921.00,42849.00,18478.00,2025.00,9870.00,1036724.00,1805874.00,530150.00,175043.00
2006:Q3,7517282.00,7517282.00,3563769.00,159532.00,45735.00,21371.00,2036.00,11351.00,1089210.00,1893078.00,543511.00,187689.00
2006:Q4,8059704.00,8059704.00,3831321.00,173221.00,49218.00,24547.00,2080.00,12976.00,1184649.00,2006650.00,568579.00,206463.00
2007:Q1,8335378.00,8335378.00,4012089.00,174805.00,51032.00,22512.00,2191.00,12693.00,1213097.00,2051683.00,576500.00,218776.00
2007:Q2,8846074.00,8846074.00,4267316.00,181888.00,54191.00,24910.00,1904.00,12802.00,1294046.00,2166361.00,605874.00,236782.00
2007:Q3,9078504.00,9078504.00,4380543.00,183739.00,55673.00,28876.00,1920.00,12525.00,1346604.00,2224903.00,604185.00,239536.00
2007:Q4,8914408.00,8914408.00,4319088.00,178028.00,55069.00,29565.00,2054.00,11728.00,1334874.00,2174149.00,578177.00,231676.00
2008:Q1,8266118.00,8266118.00,4038829.00,161150.00,51512.00,26449.00,2426.00,10758.00,1222736.00,2022613.00,518789.00,210856.00
2008:Q2,8280019.00,8280019.00,4086150.00,155506.00,50454.00,25498.00,2392.00,10527.00,1218652.00,2019444.00,503635.00,207761.00
2008:Q3,7276842.00,7276842.00,3573950.00,135848.00,45876.00,19967.00,2026.00,9346.00,1068588.00,1802504.00,442321.00,176416.00
2008:Q4,5788401.00,5788401.00,2796694.00,106333.00,36238.00,19590.00,2032.00,7573.00,851542.00,1480194.00,355310.00,132895.00
2009:Q1,5440338.00,5440338.00,2619196.00,108583.00,31242.00,33525.00,1769.00,7228.00,793717.00,1405308.00,321782.00,117988.00
2009:Q2,6372319.00,6372319.00,3115115.00,129437.00,38362.00,36014.00,1785.00,8152.00,918927.00,1628107.00,361220.00,135200.00
2009:Q3,7402832.00,7402832.00,3638181.00,151868.00,45903.00,49727.00,1547.00,9132.00,1060166.00,1872389.00,407876.00,166043.00
2009:Q4,7796729.00,7796729.00,3854273.00,162039.00,48710.00,46115.00,1323.00,9519.00,1110794.00,1955289.00,425287.00,183380.00
2010:Q1,8215276.00,8215276.00,4096129.00,168981.00,51452.00,43188.00,1560.00,9725.00,1162582.00,2038143.00,442277.00,201239.00
2010:Q2,7689974.00,7689974.00,3845582.00,158672.00,46761.00,38692.00,1562.00,8933.00,1085925.00,1898413.00,406361.00,199073.00
2010:Q3,8478482.00,8478482.00,4236800.00,173581.00,52751.00,41179.00,1560.00,9576.00,1200499.00,2088246.00,440414.00,233876.00
2010:Q4,9029849.00,9029849.00,4475916.00,186788.00,58761.00,44997.00,1538.00,10164.00,1299463.00,2220170.00,469512.00,262540.00
2011:Q1,9477390.00,9477390.00,4720625.00,189996.00,61411.00,47096.00,1676.00,10348.00,1356760.00,2320383.00,480578.00,288517.00
2011:Q2,9567658.00,9567658.00,4789960.00,185956.00,61345.00,45009.00,1852.00,10137.00,1357689.00,2337424.00,473042.00,305244.00
2011:Q3,8437553.00,8437553.00,4248910.00,161716.00,54302.00,36631.00,1837.00,8825.00,1193796.00,2075990.00,386357.00,269189.00
2011:Q4,8941397.00,8941397.00,4436547.00,165874.00,59202.00,41655.00,1867.00,9063.00,1267679.00,2203847.00,385295.00,370368.00
2012:Q1,9888562.00,9888562.00,4959360.00,178667.00,64499.00,43150.00,2109.00,10357.00,1384481.00,2413553.00,402209.00,430177.00
2012:Q2,9680764.00,9680764.00,4878291.00,172205.00,63108.00,40340.00,2072.00,10465.00,1341309.00,2347567.00,363873.00,461534.00
2012:Q3,10213795.00,10213795.00,5173697.00,177962.00,66203.00,42460.00,2179.00,11299.00,1404962.00,2462422.00,394479.00,478132.00
2012:Q4,10363508.00,10363508.00,5251272.00,179575.00,66240.00,45797.00,2286.00,11845.00,1417341.00,2484433.00,409274.00,495445.00
2013:Q1,11103241.00,11103241.00,5678202.00,188845.00,71257.00,50072.00,2558.00,12569.00,1503845.00,2649158.00,443030.00,503705.00
2013:Q2,11089666.00,11089666.00,5642435.00,190563.00,71726.00,47883.00,2353.00,12772.00,1496730.00,2666702.00,455052.00,503450.00
2013:Q3,11656492.00,11656492.00,5917595.00,199527.00,74230.00,51963.00,2210.00,13461.00,1568709.00,2828864.00,478372.00,521561.00
2013:Q4,12333012.00,12333012.00,6250273.00,211023.00,78487.00,57943.00,2151.00,14811.00,1652856.00,3007568.00,505858.00,552042.00
2014:Q1,12640668.00,12640668.00,6457620.00,217617.00,79700.00,60790.00,2181.00,15300.00,1668330.00,3062163.00,511382.00,565585.00
2014:Q2,13148562.00,13148562.00,6729497.00,228573.00,82554.00,64680.00,2139.00,16026.00,1714725.00,3174301.00,524513.00,611554.00
2014:Q3,12978937.00,12978937.00,6631184.00,228837.00,81926.00,59846.00,2071.00,16171.00,1678823.00,3134837.00,524796.00,620446.00
2014:Q4,13150628.00,13150628.00,6726693.00,234535.00,84364.00,59708.00,2084.00,16823.00,1702716.00,3175486.00,540468.00,607751.00
2015:Q1,13519867.00,13519867.00,6822775.00,241106.00,85809.00,59422.00,1986.00,17487.00,1731270.00,3349782.00,564243.00,645987.00
2015:Q2,13533574.00,13533574.00,6814136.00,242137.00,85768.00,59858.00,2120.00,17722.00,1715505.00,3358315.00,575375.00,662638.00
2015:Q3,12605717.00,12605717.00,6376117.00,228264.00,82934.00,53456.00,2115.00,16772.00,1591804.00,3126823.00,532267.00,595165.00
2015:Q4,12897215.00,12897215.00,6519382.00,235719.00,86517.00,54931.00,1909.00,17411.00,1634487.00,3216728.00,547957.00,582174.00
2016:Q1,12962099.00,12962099.00,6529775.00,238065.00,86964.00,56293.00,1933.00,17701.00,1625268.00,3259079.00,551152.00,595869.00
2016:Q2,13208764.00,13208764.00,6672866.00,244063.00,88513.00,57731.00,1994.00,17737.00,1644003.00,3317602.00,566307.00,597948.00
