1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q4,903427.00,294331.00,476901.00,158101.00,160034.00,-1933.00,318800.00,-182570.00,-205224.00,22654.00,609096.00,474927.00,392172.00,285917.00,78490.00,27767.00,82755.00,134169.00,88996.00,45173.00,933407.00,1036824.00,831742.00,651317.00,464347.00,126819.00,60151.00,180425.00,205082.00,123840.00,81242.00,112.00,8046.00,2042.00,2042.00,0.00,0.00,6004.00,-7934.00,10736.00,-18670.00,-103529.00,142020.00,-73106.00,9540.00,-48329.00,-34317.00,215126.00,-245549.00,-250804.00,5255.00,29978.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,893125.00,273048.00,418223.00,153779.00,157780.00,-4001.00,264444.00,-145175.00,-167799.00,22624.00,620077.00,483375.00,399433.00,291268.00,79421.00,28743.00,83942.00,136702.00,90812.00,45890.00,928310.00,1017722.00,809868.00,629006.00,435739.00,131208.00,62059.00,180862.00,207854.00,124724.00,83130.00,136.00,5866.00,-670.00,-670.00,0.00,0.00,6536.00,-5730.00,10848.00,-16578.00,-89548.00,121049.00,-39939.00,49165.00,-51787.00,-37317.00,160988.00,-210597.00,-212559.00,1962.00,35189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,890707.00,259819.00,455151.00,157562.00,155610.00,1952.00,297589.00,-195332.00,-217125.00,21793.00,630888.00,491968.00,406667.00,296491.00,80429.00,29747.00,85301.00,138920.00,92408.00,46512.00,934353.00,1045717.00,827040.00,644758.00,449461.00,130970.00,64327.00,182282.00,218677.00,131036.00,87641.00,148.00,5782.00,-329.00,-329.00,0.00,0.00,6111.00,-5634.00,13300.00,-18934.00,-111512.00,157943.00,-36554.00,46615.00,-50541.00,-32628.00,194497.00,-269455.00,-269053.00,-402.00,43648.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,868898.00,226763.00,403344.00,168281.00,157736.00,10545.00,235063.00,-176581.00,-196065.00,19484.00,642135.00,500708.00,413873.00,301588.00,81517.00,30768.00,86835.00,141427.00,94236.00,47191.00,927616.00,1048889.00,822153.00,636279.00,437778.00,133194.00,65307.00,185874.00,226736.00,137360.00,89376.00,152.00,10756.00,3996.00,3996.00,0.00,0.00,6760.00,-10604.00,8936.00,-19540.00,-121425.00,129861.00,597.00,76268.00,-51677.00,-23994.00,129264.00,-251286.00,-248125.00,-3161.00,58719.00,3420.00,3420.00,992.00,2428.00,0.00,0.00,0.00
1985:Q4,883108.00,229593.00,413918.00,150522.00,136907.00,13615.00,263396.00,-184325.00,-201468.00,17143.00,653515.00,509595.00,421052.00,306557.00,82689.00,31805.00,88543.00,143920.00,95940.00,47980.00,950596.00,1085769.00,859549.00,667490.00,464461.00,134521.00,68508.00,192059.00,226220.00,136980.00,89240.00,136.00,5872.00,-274.00,-274.00,0.00,0.00,6146.00,-5736.00,14876.00,-20612.00,-135309.00,125580.00,-28154.00,46766.00,-51832.00,-23088.00,153734.00,-260889.00,-257384.00,-3505.00,67490.00,3403.00,3403.00,983.00,2420.00,0.00,0.00,0.00
1986:Q1,899249.00,234297.00,410195.00,130874.00,112812.00,18062.00,279321.00,-175898.00,-201455.00,25557.00,664952.00,518627.00,428203.00,311399.00,83946.00,32859.00,90424.00,146325.00,97560.00,48765.00,963716.00,1092039.00,863454.00,662217.00,459616.00,132659.00,69942.00,201237.00,228585.00,134596.00,93989.00,120.00,6093.00,-699.00,-699.00,0.00,0.00,6792.00,-5973.00,13176.00,-19149.00,-128443.00,123742.00,-37974.00,29760.00,-48713.00,-19021.00,161716.00,-252185.00,-251667.00,-518.00,64467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,874335.00,197737.00,402479.00,113865.00,104412.00,9453.00,288614.00,-204742.00,-224161.00,19419.00,676598.00,527419.00,435037.00,315925.00,85166.00,33946.00,92382.00,149179.00,99412.00,49767.00,948040.00,1089902.00,855234.00,641440.00,443542.00,127425.00,70473.00,213794.00,234668.00,138576.00,96092.00,108.00,13787.00,6664.00,6664.00,0.00,0.00,7123.00,-13679.00,6276.00,-19955.00,-141970.00,134582.00,-25497.00,43836.00,-42259.00,-27074.00,160079.00,-276552.00,-269601.00,-6951.00,73712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,841832.00,154015.00,361682.00,100760.00,96533.00,4227.00,260922.00,-207667.00,-229927.00,22260.00,687817.00,535967.00,441554.00,320135.00,86348.00,35072.00,94413.00,151850.00,101120.00,50730.00,931935.00,1082149.00,835830.00,615736.00,417553.00,126958.00,71225.00,220094.00,246319.00,148092.00,98227.00,108.00,6737.00,-793.00,-793.00,0.00,0.00,7530.00,-6629.00,14012.00,-20641.00,-150322.00,145185.00,17474.00,90010.00,-40610.00,-31926.00,127711.00,-295507.00,-290911.00,-4596.00,90102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,855844.00,156561.00,337173.00,88576.00,89545.00,-969.00,248597.00,-180612.00,-195100.00,14488.00,699283.00,544275.00,447754.00,324030.00,87493.00,36231.00,96521.00,155008.00,103164.00,51844.00,934535.00,1084827.00,842063.00,616872.00,414178.00,129735.00,72959.00,225191.00,242764.00,146272.00,96492.00,108.00,10859.00,3791.00,3791.00,0.00,0.00,7068.00,-10751.00,6880.00,-17631.00,-150400.00,107217.00,-5642.00,74297.00,-42242.00,-37697.00,112859.00,-257617.00,-245088.00,-12529.00,78693.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,902087.00,192271.00,379941.00,98298.00,102954.00,-4656.00,281643.00,-187670.00,-194725.00,7055.00,709816.00,552340.00,453637.00,327609.00,88600.00,37428.00,98703.00,157476.00,104768.00,52708.00,967694.00,1118628.00,871198.00,642369.00,444948.00,125828.00,71593.00,228829.00,247430.00,147304.00,100126.00,128.00,6674.00,-891.00,-891.00,0.00,0.00,7565.00,-6546.00,11416.00,-17962.00,-151062.00,120016.00,-23936.00,52113.00,-37228.00,-38821.00,143952.00,-271078.00,-248677.00,-22401.00,65609.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,928993.00,207763.00,329799.00,120247.00,111278.00,8969.00,209552.00,-122036.00,-141554.00,19518.00,721230.00,561153.00,460330.00,331874.00,89792.00,38663.00,100823.00,160077.00,106416.00,53661.00,973908.00,1128292.00,874587.00,640389.00,442214.00,124857.00,73318.00,234198.00,253705.00,153148.00,100557.00,136.00,6616.00,-729.00,-729.00,0.00,0.00,7345.00,-6480.00,12260.00,-18740.00,-154520.00,54664.00,-14168.00,46583.00,-35065.00,-25686.00,68832.00,-209184.00,-200546.00,-8638.00,44917.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q3,964134.00,230437.00,372264.00,135161.00,125380.00,9781.00,237103.00,-141827.00,-153336.00,11509.00,733697.00,570713.00,467832.00,336824.00,91068.00,39940.00,102881.00,162984.00,108364.00,54620.00,981434.00,1135479.00,876468.00,639132.00,431561.00,131866.00,75705.00,237336.00,259011.00,156044.00,102967.00,144.00,7528.00,-108.00,-108.00,0.00,0.00,7636.00,-7384.00,10636.00,-18020.00,-154189.00,76281.00,-18731.00,48051.00,-40798.00,-25984.00,95012.00,-230470.00,-211652.00,-18818.00,17301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q4,1013463.00,266397.00,419238.00,139211.00,130260.00,8951.00,280027.00,-152841.00,-163056.00,10215.00,747066.00,581022.00,476145.00,342461.00,92428.00,41256.00,104877.00,166044.00,110620.00,55424.00,1047862.00,1204870.00,946454.00,704654.00,492440.00,135571.00,76643.00,241800.00,258416.00,153292.00,105124.00,144.00,6575.00,-207.00,-207.00,0.00,0.00,6782.00,-6431.00,11500.00,-17931.00,-157152.00,81630.00,-54692.00,14887.00,-43143.00,-26436.00,136322.00,-238782.00,-217228.00,-21554.00,34398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,1032866.00,271283.00,420723.00,143440.00,136907.00,6533.00,277283.00,-149440.00,-163822.00,14382.00,761583.00,592078.00,485268.00,348784.00,93870.00,42614.00,106810.00,169505.00,113096.00,56409.00,1035230.00,1162104.00,908571.00,666741.00,456894.00,131540.00,78307.00,241830.00,253533.00,147432.00,106101.00,136.00,6164.00,-1085.00,-1085.00,0.00,0.00,7249.00,-6028.00,12132.00,-18160.00,-127010.00,100430.00,-34584.00,32246.00,-37670.00,-29160.00,135014.00,-227440.00,-210290.00,-17150.00,2368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q2,1072677.00,297051.00,439461.00,146011.00,131933.00,14078.00,293450.00,-142410.00,-155754.00,13344.00,775626.00,602990.00,494177.00,354875.00,95313.00,43990.00,108813.00,172636.00,115356.00,57280.00,1083081.00,1193035.00,934526.00,686206.00,478200.00,126962.00,81044.00,248320.00,258509.00,147876.00,110633.00,132.00,3666.00,-3344.00,-3344.00,0.00,0.00,7010.00,-3534.00,15480.00,-19014.00,-110086.00,114663.00,-32270.00,22355.00,-31649.00,-22976.00,146933.00,-224749.00,-203754.00,-20995.00,10401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q3,1100064.00,310702.00,440674.00,136277.00,127631.00,8646.00,304397.00,-129972.00,-151192.00,21220.00,789362.00,613757.00,502871.00,360733.00,96757.00,45381.00,110886.00,175605.00,117352.00,58253.00,1094268.00,1200720.00,942003.00,691132.00,480316.00,128132.00,82684.00,250871.00,258717.00,148076.00,110641.00,136.00,9717.00,1448.00,1448.00,0.00,0.00,8269.00,-9581.00,9932.00,-19513.00,-106588.00,96915.00,-59228.00,804.00,-31375.00,-28657.00,156143.00,-203503.00,-191848.00,-11655.00,-5795.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q4,1114817.00,311840.00,451439.00,147592.00,127308.00,20284.00,303847.00,-139599.00,-158603.00,19004.00,802977.00,624379.00,511351.00,366359.00,98205.00,46786.00,113028.00,178598.00,119408.00,59190.00,1105963.00,1225572.00,962751.00,707641.00,498696.00,123283.00,85662.00,255110.00,262821.00,148548.00,114273.00,132.00,8169.00,-102.00,-102.00,0.00,0.00,8271.00,-8037.00,10276.00,-18313.00,-119741.00,96044.00,-57450.00,-13780.00,-25078.00,-18592.00,153494.00,-215785.00,-198019.00,-17766.00,-8853.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q1,1151957.00,335551.00,453352.00,117524.00,101830.00,15694.00,335828.00,-117801.00,-136313.00,18512.00,816406.00,634857.00,519617.00,371753.00,99659.00,48205.00,115240.00,181549.00,121388.00,60161.00,1162103.00,1268803.00,1005364.00,750783.00,511842.00,150167.00,88774.00,254581.00,263439.00,149024.00,114415.00,132.00,6824.00,-1140.00,-1140.00,0.00,0.00,7964.00,-6692.00,12328.00,-19020.00,-106832.00,86167.00,-102356.00,-26973.00,-50508.00,-24875.00,188523.00,-192999.00,-176277.00,-16722.00,10146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q2,1109799.00,280067.00,424659.00,115128.00,102165.00,12963.00,309531.00,-144592.00,-158221.00,13629.00,829732.00,645138.00,527814.00,377232.00,100989.00,49593.00,117324.00,184594.00,123292.00,61302.00,1174932.00,1268507.00,1000990.00,750467.00,514021.00,145511.00,90935.00,250523.00,267517.00,149668.00,117849.00,144.00,9364.00,495.00,495.00,0.00,0.00,8869.00,-9220.00,9416.00,-18636.00,-93719.00,124576.00,-42887.00,30014.00,-44522.00,-28379.00,167463.00,-218295.00,-194013.00,-24282.00,65130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q3,1103353.00,260563.00,416887.00,115004.00,103516.00,11488.00,301883.00,-156324.00,-163540.00,7216.00,842790.00,655224.00,535945.00,382795.00,102190.00,50960.00,119279.00,187566.00,125132.00,62434.00,1189861.00,1271513.00,996504.00,745205.00,514955.00,136696.00,93554.00,251299.00,275009.00,155000.00,120009.00,144.00,8098.00,4784.00,-3195.00,-1087.00,9066.00,3314.00,-7954.00,9464.00,-17418.00,-81796.00,154017.00,-12532.00,61059.00,-33419.00,-40172.00,166549.00,-235813.00,-202872.00,-32941.00,86515.00,16927.00,16927.00,9495.00,7432.00,0.00,0.00,0.00
1989:Q4,1089305.00,233792.00,411944.00,93141.00,91777.00,1364.00,318803.00,-178152.00,-168498.00,-9654.00,855513.00,665113.00,544008.00,388444.00,103259.00,52305.00,121105.00,190400.00,126832.00,63568.00,1184226.00,1271706.00,995948.00,748135.00,523490.00,132618.00,92027.00,247813.00,275758.00,151176.00,124582.00,972.00,8862.00,1083.00,-2265.00,-362.00,3710.00,7779.00,-7890.00,11096.00,-18986.00,-88452.00,167168.00,-17148.00,53917.00,-28997.00,-42068.00,184316.00,-255620.00,-203938.00,-51682.00,94923.00,18904.00,14820.00,9220.00,5600.00,4084.00,0.00,4084.00
1990:Q1,1107548.00,239304.00,432077.00,104016.00,96966.00,7050.00,328061.00,-192773.00,-195284.00,2511.00,868244.00,674807.00,552004.00,394178.00,104191.00,53635.00,122803.00,193437.00,128664.00,64773.00,1207434.00,1297469.00,1010840.00,758850.00,532134.00,134915.00,91801.00,251990.00,286629.00,155916.00,130713.00,832.00,8526.00,-946.00,-946.00,0.00,0.00,9472.00,-7694.00,12164.00,-19858.00,-90867.00,187404.00,-1998.00,59842.00,-30724.00,-31116.00,189402.00,-278271.00,-234700.00,-43571.00,99886.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q2,1139574.00,258824.00,463926.00,118598.00,98673.00,19925.00,345328.00,-205102.00,-201709.00,-3393.00,880750.00,684355.00,559943.00,399981.00,105044.00,54919.00,124412.00,196395.00,130324.00,66071.00,1230327.00,1303190.00,1014752.00,770050.00,554935.00,125969.00,89146.00,244702.00,288438.00,158500.00,129938.00,152.00,14398.00,-66.00,-66.00,0.00,0.00,14464.00,-14246.00,4332.00,-18578.00,-73015.00,209884.00,-690.00,34537.00,-20925.00,-14302.00,210574.00,-282899.00,-234217.00,-48682.00,90751.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q3,1110356.00,217082.00,421728.00,87275.00,85401.00,1874.00,334453.00,-204646.00,-196743.00,-7903.00,893274.00,693757.00,567827.00,405854.00,105818.00,56153.00,125930.00,199517.00,132044.00,67473.00,1208993.00,1291369.00,1000658.00,764390.00,550552.00,125229.00,88609.00,236268.00,290711.00,159304.00,131407.00,156.00,11179.00,-22.00,-22.00,0.00,0.00,11201.00,-11023.00,7908.00,-18931.00,-82532.00,202285.00,-10629.00,39364.00,-19411.00,-30582.00,212914.00,-284817.00,-231911.00,-52906.00,98635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q4,1112807.00,207758.00,434724.00,100776.00,86262.00,14514.00,333948.00,-226966.00,-209942.00,-17024.00,905049.00,703015.00,575655.00,411795.00,106512.00,57347.00,127360.00,202034.00,133560.00,68474.00,1188932.00,1243240.00,947550.00,721010.00,516151.00,118715.00,86144.00,226540.00,295690.00,159096.00,136594.00,28352.00,9122.00,-1581.00,-1581.00,0.00,0.00,10703.00,19230.00,38904.00,-19674.00,-82660.00,257192.00,33127.00,59613.00,-12203.00,-14283.00,224065.00,-339852.00,-274382.00,-65470.00,76126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q1,1205718.00,288483.00,493469.00,137126.00,96840.00,40286.00,356343.00,-204986.00,-184114.00,-20872.00,917235.00,712125.00,583426.00,417807.00,107123.00,58497.00,128699.00,205110.00,135664.00,69446.00,1261922.00,1215353.00,924608.00,705615.00,512249.00,109705.00,83661.00,218993.00,290745.00,155704.00,135041.00,4440.00,9528.00,-1739.00,-1739.00,0.00,0.00,11267.00,-5088.00,15144.00,-20232.00,42129.00,327662.00,72880.00,60340.00,-2582.00,15122.00,254782.00,-285533.00,-219298.00,-66235.00,56203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q2,1148412.00,220645.00,489746.00,134553.00,104679.00,29874.00,355193.00,-269101.00,-244057.00,-25044.00,927767.00,719863.00,589869.00,422871.00,107572.00,59425.00,129994.00,207904.00,137392.00,70512.00,1236460.00,1221689.00,926552.00,699540.00,509782.00,107744.00,82014.00,227012.00,295137.00,159308.00,135829.00,568.00,8964.00,-1738.00,-1738.00,0.00,0.00,10702.00,-8396.00,11964.00,-20360.00,14203.00,362141.00,114668.00,107555.00,-172.00,7285.00,247473.00,-347938.00,-277937.00,-70001.00,88047.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q3,1127779.00,191180.00,483508.00,128808.00,104056.00,24752.00,354700.00,-292328.00,-269288.00,-23040.00,936599.00,726222.00,594981.00,426988.00,107863.00,60130.00,131241.00,210377.00,138968.00,71409.00,1230013.00,1243034.00,947472.00,711548.00,533230.00,98078.00,80240.00,235924.00,295562.00,157460.00,138102.00,16012.00,10496.00,-1724.00,-1724.00,0.00,0.00,12220.00,5516.00,25356.00,-19840.00,-29033.00,353996.00,116199.00,101772.00,9785.00,4642.00,237797.00,-383029.00,-313136.00,-69893.00,102232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q4,1149818.00,206918.00,525718.00,128415.00,97872.00,30543.00,397303.00,-318800.00,-287373.00,-31427.00,942900.00,731206.00,598764.00,430159.00,108000.00,60605.00,132442.00,211694.00,139592.00,72102.00,1256891.00,1273679.00,978757.00,737985.00,547091.00,111701.00,79193.00,240772.00,294922.00,154716.00,140206.00,176.00,9414.00,2834.00,-1746.00,-556.00,5136.00,6580.00,-9238.00,10160.00,-19398.00,-16964.00,375826.00,93433.00,89759.00,-3145.00,6819.00,282393.00,-392790.00,-312657.00,-80133.00,107072.00,6076.00,6076.00,1372.00,4704.00,0.00,0.00,0.00
1992:Q1,1161546.00,214117.00,570250.00,143185.00,96638.00,46547.00,427065.00,-356133.00,-324713.00,-31420.00,947429.00,734814.00,601217.00,432382.00,107990.00,60845.00,133597.00,212615.00,139920.00,72695.00,1235293.00,1257085.00,956774.00,704065.00,516799.00,108944.00,78322.00,252709.00,300311.00,155520.00,144791.00,224.00,9709.00,-1755.00,-1755.00,0.00,0.00,11464.00,-9485.00,10560.00,-20045.00,-22016.00,412328.00,115839.00,87723.00,-954.00,29070.00,296489.00,-434344.00,-350873.00,-83471.00,73744.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q2,1178230.00,223648.00,591055.00,139909.00,93605.00,46304.00,451146.00,-367407.00,-331406.00,-36001.00,954582.00,739995.00,604868.00,435419.00,108193.00,61255.00,135127.00,214587.00,140864.00,73723.00,1271407.00,1310794.00,1013062.00,748732.00,555168.00,112997.00,80567.00,264330.00,297732.00,156644.00,141088.00,420.00,8929.00,-1764.00,-1764.00,0.00,0.00,10693.00,-8509.00,12936.00,-21445.00,-39807.00,402236.00,90986.00,68798.00,-4804.00,26992.00,311250.00,-442043.00,-360122.00,-81921.00,93179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q3,1129274.00,166259.00,553301.00,128161.00,93685.00,34476.00,425140.00,-387042.00,-343929.00,-43113.00,963015.00,746749.00,609716.00,439271.00,108605.00,61840.00,137033.00,216266.00,141700.00,74566.00,1265778.00,1318481.00,1024205.00,757737.00,565644.00,110153.00,81940.00,266468.00,294276.00,157056.00,137220.00,-5944.00,3894.00,32580.00,-29560.00,-7300.00,69440.00,-28686.00,-9838.00,11108.00,-20946.00,-46759.00,408455.00,84064.00,133376.00,5752.00,-55064.00,324391.00,-455214.00,-370393.00,-84821.00,136505.00,71769.00,71769.00,32608.00,39161.00,0.00,0.00,0.00
1992:Q4,1141566.00,167690.00,537772.00,137012.00,105740.00,31272.00,400760.00,-370082.00,-330573.00,-39509.00,973876.00,755078.00,615763.00,443936.00,109222.00,62603.00,139315.00,218798.00,143220.00,75578.00,1281749.00,1350159.00,1058008.00,780346.00,582638.00,113213.00,84495.00,277662.00,292151.00,156356.00,135795.00,192.00,10473.00,-1722.00,-1722.00,0.00,0.00,12195.00,-10281.00,11480.00,-21761.00,-68602.00,364552.00,114334.00,108945.00,-3991.00,9380.00,250218.00,-433154.00,-355189.00,-77965.00,140182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q1,1135301.00,149518.00,538099.00,126566.00,112606.00,13960.00,411533.00,-388581.00,-340600.00,-47981.00,985783.00,764977.00,623006.00,449415.00,110037.00,63554.00,141971.00,220806.00,143996.00,76810.00,1315821.00,1372341.00,1083901.00,805785.00,607713.00,111944.00,86128.00,278116.00,288440.00,152404.00,136036.00,2640.00,10523.00,2100.00,-3679.00,-1199.00,6978.00,8423.00,-7883.00,12668.00,-20551.00,-59160.00,389172.00,122207.00,138507.00,-708.00,-15592.00,266965.00,-448332.00,-361676.00,-86656.00,180516.00,8411.00,8411.00,3763.00,4648.00,0.00,0.00,0.00
1993:Q2,1173494.00,175752.00,522204.00,138188.00,123531.00,14657.00,384016.00,-346452.00,-305994.00,-40458.00,997742.00,774934.00,630397.00,455018.00,110870.00,64508.00,144537.00,222808.00,144856.00,77952.00,1314129.00,1387795.00,1094466.00,811570.00,606353.00,116680.00,88537.00,282896.00,293329.00,151476.00,141853.00,212.00,11350.00,-1690.00,-1690.00,0.00,0.00,13040.00,-11138.00,10160.00,-21298.00,-73878.00,331957.00,99340.00,114522.00,-5810.00,-9372.00,232617.00,-405835.00,-322774.00,-83061.00,140635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q3,1147374.00,138078.00,494509.00,153885.00,141929.00,11956.00,340624.00,-356431.00,-317186.00,-39245.00,1009296.00,784944.00,637934.00,460746.00,111721.00,65468.00,147010.00,224352.00,145556.00,78796.00,1310835.00,1387382.00,1095941.00,802413.00,600261.00,112368.00,89784.00,293528.00,291441.00,148828.00,142613.00,448.00,11609.00,-1179.00,-2141.00,-254.00,1216.00,12788.00,-11161.00,12600.00,-23761.00,-76995.00,335364.00,154046.00,168015.00,-393.00,-13576.00,181318.00,-412359.00,-333058.00,-79301.00,163460.00,8143.00,8143.00,6303.00,1840.00,0.00,0.00,0.00
1993:Q4,1215243.00,193671.00,498315.00,163938.00,148230.00,15708.00,334377.00,-304644.00,-283458.00,-21186.00,1021572.00,795012.00,645618.00,466597.00,112594.00,66427.00,149394.00,226560.00,146728.00,79832.00,1339936.00,1447328.00,1152995.00,843461.00,622944.00,126732.00,93785.00,309534.00,294333.00,150024.00,144309.00,200.00,13094.00,-1705.00,-1705.00,0.00,0.00,14799.00,-12894.00,10792.00,-23686.00,-107592.00,251931.00,92493.00,118281.00,-14138.00,-11650.00,159438.00,-359523.00,-297546.00,-61977.00,124691.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q1,1236087.00,202918.00,498933.00,181420.00,163000.00,18420.00,317513.00,-296015.00,-266491.00,-29524.00,1033169.00,805134.00,653449.00,472573.00,113491.00,67385.00,151685.00,228035.00,146924.00,81111.00,1393281.00,1485347.00,1202059.00,882708.00,643578.00,143615.00,95515.00,319351.00,283288.00,141180.00,142108.00,172.00,14444.00,17530.00,-14550.00,-16592.00,48672.00,-3086.00,-14272.00,8372.00,-22644.00,-92238.00,244758.00,91825.00,163739.00,-13532.00,-58382.00,152933.00,-336996.00,-269119.00,-67877.00,157198.00,81662.00,73466.00,54354.00,19112.00,8196.00,0.00,8196.00
1994:Q2,1301690.00,254924.00,521350.00,187083.00,172840.00,14243.00,334267.00,-266426.00,-236810.00,-29616.00,1046766.00,816859.00,662818.00,479844.00,114553.00,68421.00,154041.00,229907.00,147704.00,82203.00,1447162.00,1555434.00,1265089.00,934369.00,689533.00,148162.00,96674.00,330720.00,290345.00,144180.00,146165.00,3612.00,16129.00,-685.00,-685.00,0.00,0.00,16814.00,-12517.00,10420.00,-22937.00,-111884.00,202463.00,61689.00,109308.00,-33609.00,-14010.00,140774.00,-314347.00,-243706.00,-70641.00,145476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q3,1311308.00,248877.00,523749.00,197408.00,174686.00,22722.00,326341.00,-274872.00,-254593.00,-20279.00,1062431.00,830188.00,673726.00,488412.00,115776.00,69539.00,156462.00,232243.00,148656.00,83587.00,1433136.00,1553948.00,1251594.00,923262.00,683013.00,143229.00,97020.00,328332.00,302354.00,149732.00,152622.00,1068.00,11990.00,-3065.00,-3065.00,0.00,0.00,15055.00,-10922.00,13128.00,-24050.00,-121880.00,212181.00,72765.00,104977.00,-27453.00,-4759.00,139416.00,-334061.00,-268797.00,-65264.00,121829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q4,1347478.00,267555.00,552843.00,205290.00,184816.00,20474.00,347553.00,-285288.00,-256839.00,-28449.00,1079923.00,845119.00,686171.00,498275.00,117154.00,70742.00,158948.00,234804.00,149952.00,84852.00,1470238.00,1607887.00,1307188.00,981697.00,739196.00,144183.00,98318.00,325491.00,300699.00,146344.00,154355.00,228.00,13328.00,-1580.00,-1580.00,0.00,0.00,14908.00,-13100.00,12132.00,-25232.00,-137877.00,200206.00,34104.00,68235.00,-27029.00,-7102.00,166102.00,-338083.00,-265363.00,-72720.00,122763.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q1,1400018.00,300496.00,583968.00,199329.00,190428.00,8901.00,384639.00,-283472.00,-254087.00,-29385.00,1099522.00,861654.00,700155.00,509434.00,118683.00,72037.00,161499.00,237868.00,151484.00,86384.00,1514397.00,1632786.00,1327265.00,1008340.00,766579.00,143135.00,98626.00,318925.00,305521.00,148676.00,156845.00,236.00,12957.00,-1572.00,-1572.00,0.00,0.00,14529.00,-12721.00,13504.00,-26225.00,-118625.00,219779.00,7095.00,49235.00,-24452.00,-17688.00,212684.00,-338404.00,-264783.00,-73621.00,114377.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q2,1397152.00,281074.00,567149.00,221207.00,203380.00,17827.00,345942.00,-286075.00,-241754.00,-44321.00,1116078.00,876638.00,712790.00,519602.00,120049.00,73139.00,163848.00,239440.00,151724.00,87716.00,1495318.00,1613906.00,1303825.00,994763.00,760198.00,136914.00,97651.00,309062.00,310081.00,148788.00,161293.00,-268.00,14722.00,510.00,510.00,0.00,0.00,14212.00,-14990.00,11456.00,-26446.00,-118320.00,223406.00,36890.00,60440.00,-16865.00,-6685.00,186516.00,-341726.00,-250274.00,-91452.00,98167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
