1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q1,2668657.00,586444.00,855459.00,479281.00,424798.00,54483.00,376178.00,-269015.00,-242530.00,-26485.00,2082213.00,1721352.00,1334139.00,953461.00,226830.00,153848.00,387213.00,360861.00,196612.00,164249.00,2446563.00,3233905.00,2699654.00,1792813.00,1287828.00,319119.00,185866.00,906841.00,534251.00,233252.00,300999.00,5157.00,11224.00,556.00,556.00,0.00,0.00,10668.00,-6067.00,41988.00,-48055.00,-792499.00,-356161.00,-202043.00,-132219.00,-92289.00,22465.00,-154118.00,-436338.00,-321158.00,-115180.00,-222092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2006:Q2,2641616.00,522546.00,788167.00,455711.00,377629.00,78082.00,332456.00,-265621.00,-244278.00,-21343.00,2119070.00,1751082.00,1357125.00,970487.00,230857.00,155781.00,393957.00,367988.00,199368.00,168620.00,2437672.00,3250678.00,2696951.00,1819147.00,1323977.00,309706.00,185464.00,877804.00,553727.00,238444.00,315283.00,2226.00,6666.00,1343.00,1343.00,0.00,0.00,5323.00,-4440.00,42664.00,-47104.00,-815232.00,-368312.00,-211598.00,-181148.00,-78849.00,48399.00,-156714.00,-446920.00,-326018.00,-120902.00,-203946.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2006:Q3,2630161.00,477410.00,761107.00,461938.00,384927.00,77011.00,299169.00,-283697.00,-234014.00,-49683.00,2152751.00,1778971.00,1379645.00,987294.00,234507.00,157845.00,399326.00,373780.00,202000.00,171780.00,2381440.00,3240164.00,2684405.00,1843596.00,1345335.00,308291.00,189970.00,840809.00,555759.00,237216.00,318543.00,288.00,6863.00,1596.00,1596.00,0.00,0.00,5267.00,-6575.00,39800.00,-46375.00,-859012.00,-399911.00,-252330.00,-223432.00,-73784.00,44886.00,-147581.00,-459101.00,-309030.00,-150071.00,-248721.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2006:Q4,2652030.00,461990.00,709407.00,391633.00,358606.00,33027.00,317774.00,-247417.00,-187298.00,-60119.00,2190040.00,1808630.00,1404319.00,1006278.00,238386.00,159656.00,404311.00,381410.00,204840.00,176570.00,2457679.00,3207235.00,2641582.00,1826660.00,1329116.00,304229.00,193315.00,814922.00,565653.00,243284.00,322369.00,592.00,55413.00,50834.00,50834.00,0.00,0.00,4579.00,-54821.00,-9254.00,-45567.00,-750148.00,-373309.00,-275893.00,-209418.00,-65843.00,-632.00,-97416.00,-376839.00,-216488.00,-160351.00,-194353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2007:Q1,2561922.00,334484.00,614333.00,274816.00,330463.00,-55647.00,339517.00,-279849.00,-213836.00,-66013.00,2227438.00,1837505.00,1427684.00,1023362.00,242326.00,161997.00,409821.00,389933.00,208224.00,181709.00,2410545.00,3209784.00,2634210.00,1851008.00,1320692.00,319570.00,210746.00,783202.00,575574.00,243044.00,332530.00,260.00,-7943.00,-165.00,-165.00,0.00,0.00,-7778.00,8203.00,49820.00,-41617.00,-799499.00,-325806.00,-299720.00,-118080.00,-77244.00,-104396.00,-26086.00,-473693.00,-298476.00,-175217.00,-151373.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2007:Q2,2568346.00,314679.00,621999.00,306236.00,346538.00,-40302.00,315763.00,-307320.00,-251923.00,-55397.00,2253667.00,1857452.00,1444877.00,1035817.00,244690.00,164369.00,412575.00,396215.00,211264.00,184951.00,2504814.00,3262619.00,2671911.00,1912850.00,1387221.00,316582.00,209047.00,759061.00,590708.00,251680.00,339028.00,-1501.00,-5742.00,596.00,596.00,0.00,0.00,-6338.00,4241.00,51356.00,-47115.00,-756304.00,-250250.00,-225865.00,-68993.00,-71892.00,-84980.00,-24385.00,-506054.00,-343695.00,-162359.00,-63531.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2007:Q3,2456706.00,180236.00,542015.00,253465.00,298075.00,-44610.00,288550.00,-361779.00,-286905.00,-74874.00,2276470.00,1873967.00,1458552.00,1045565.00,246578.00,166409.00,415415.00,402503.00,214436.00,188067.00,2569996.00,3255468.00,2658237.00,1934672.00,1405288.00,316996.00,212388.00,723565.00,597231.00,254692.00,342539.00,520.00,-9123.00,-1827.00,-1827.00,0.00,0.00,-7296.00,9643.00,56799.00,-47156.00,-685992.00,-119842.00,-107538.00,53469.00,-70418.00,-90589.00,-12304.00,-566150.00,-383960.00,-182190.00,113288.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2007:Q4,2414341.00,114516.00,519084.00,223693.00,277215.00,-53522.00,295391.00,-404568.00,-309931.00,-94637.00,2299825.00,1890971.00,1473819.00,1056312.00,248752.00,168756.00,417152.00,408854.00,217280.00,191574.00,2585965.00,3215926.00,2610614.00,1931921.00,1404465.00,313731.00,213725.00,678693.00,605312.00,256272.00,349040.00,358.00,6763.00,2785.00,2785.00,0.00,0.00,3978.00,-6405.00,40477.00,-46882.00,-630319.00,-35698.00,-65570.00,97900.00,-64979.00,-98491.00,29872.00,-594621.00,-389400.00,-205221.00,171627.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2008:Q1,2359901.00,32157.00,558447.00,160300.00,261192.00,-100892.00,398147.00,-526290.00,-409040.00,-117250.00,2327744.00,1911700.00,1494389.00,1072302.00,251504.00,170583.00,417311.00,416044.00,221152.00,194892.00,2406425.00,3138377.00,2527014.00,1904226.00,1385263.00,312061.00,206902.00,622788.00,611363.00,260652.00,350711.00,379.00,10901.00,7748.00,7748.00,0.00,0.00,3153.00,-10522.00,37273.00,-47795.00,-732331.00,-21244.00,-210761.00,-12993.00,-60557.00,-137211.00,189517.00,-711087.00,-485813.00,-225274.00,46524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2008:Q2,2278666.00,-74335.00,827040.00,193686.00,252673.00,-58987.00,633354.00,-901375.00,-780499.00,-120876.00,2353001.00,1930317.00,1513610.00,1086948.00,253551.00,173112.00,416707.00,422684.00,224780.00,197904.00,2408301.00,3126016.00,2493261.00,1892436.00,1372920.00,316026.00,203490.00,600825.00,632755.00,274800.00,357955.00,445.00,25445.00,18955.00,18955.00,0.00,0.00,6490.00,-25000.00,25103.00,-50103.00,-718160.00,368286.00,-74460.00,77380.00,-62475.00,-89365.00,442746.00,-1086446.00,-855622.00,-230824.00,129631.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2008:Q3,2248922.00,-130776.00,716086.00,258562.00,312336.00,-53774.00,457524.00,-846862.00,-663635.00,-183227.00,2379698.00,1949601.00,1535597.00,1104253.00,255932.00,175413.00,414004.00,430097.00,228448.00,201649.00,2373187.00,3081628.00,2435872.00,1861954.00,1352014.00,311880.00,198060.00,573918.00,645756.00,282032.00,363724.00,-23801.00,-26067.00,8127.00,-7465.00,-13136.00,28728.00,-34194.00,2266.00,51710.00,-49444.00,-684640.00,380147.00,48343.00,196304.00,-42812.00,-105149.00,331804.00,-1064787.00,-768929.00,-295858.00,124264.00,76331.00,76331.00,43068.00,33263.00,0.00,0.00,0.00
2008:Q4,2186063.00,-206986.00,714669.00,56846.00,360596.00,-303750.00,657823.00,-921655.00,-682785.00,-238870.00,2393049.00,1955869.00,1545632.00,1112288.00,256908.00,176436.00,410237.00,437180.00,231008.00,206172.00,2283322.00,2891740.00,2243111.00,1718896.00,1261541.00,281024.00,176331.00,524215.00,648629.00,285652.00,362977.00,1338.00,-223067.00,-234293.00,36367.00,0.00,-270660.00,11226.00,224405.00,274775.00,-50370.00,-609756.00,747753.00,215134.00,272235.00,-24116.00,-32985.00,532619.00,-1357509.00,-1012204.00,-345305.00,97264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009:Q1,2104969.00,-280669.00,1026566.00,362706.00,334483.00,28223.00,663860.00,-1307235.00,-1040121.00,-267114.00,2385638.00,1944438.00,1537769.00,1104967.00,256359.00,176442.00,406669.00,441200.00,232732.00,208468.00,2222207.00,2614895.00,1972146.00,1487292.00,1076271.00,245598.00,165423.00,484854.00,642749.00,277460.00,365289.00,447.00,-198520.00,-203998.00,24922.00,-5996.00,-222924.00,5478.00,198967.00,247037.00,-48070.00,-393135.00,1314616.00,734419.00,455496.00,16757.00,262166.00,580197.00,-1707751.00,-1331886.00,-375865.00,117236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009:Q2,2020758.00,-346194.00,1255206.00,475399.00,342558.00,132841.00,779807.00,-1601400.00,-1334712.00,-266688.00,2366952.00,1924832.00,1521810.00,1091407.00,253515.00,176886.00,403022.00,442120.00,233992.00,208128.00,2116888.00,2477790.00,1825890.00,1369374.00,976252.00,226293.00,166829.00,456516.00,651900.00,283432.00,368468.00,495.00,-137255.00,-141221.00,2059.00,-5996.00,-137284.00,3966.00,137750.00,187740.00,-49990.00,-361397.00,1587533.00,865186.00,551786.00,33218.00,280182.00,722347.00,-1948930.00,-1571892.00,-377038.00,96127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009:Q3,1990678.00,-364488.00,1262035.00,651597.00,389875.00,261722.00,610438.00,-1626523.00,-1340934.00,-285589.00,2355166.00,1912631.00,1512168.00,1084095.00,251170.00,176903.00,400463.00,442535.00,234832.00,207703.00,2064907.00,2437795.00,1786398.00,1319945.00,935384.00,218664.00,165897.00,466453.00,651397.00,287312.00,364085.00,588.00,-57536.00,42490.00,97062.00,-5996.00,-48576.00,-100026.00,58124.00,118902.00,-60778.00,-373476.00,1520033.00,875559.00,515753.00,38502.00,321304.00,644474.00,-1893509.00,-1512316.00,-381193.00,74233.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009:Q4,2155352.00,-210420.00,1337460.00,721888.00,456956.00,264932.00,615572.00,-1547880.00,-1279615.00,-268265.00,2365772.00,1920712.00,1517793.00,1087418.00,251034.00,179341.00,402919.00,445060.00,236612.00,208448.00,2168973.00,2570103.00,1928031.00,1463271.00,1056615.00,237367.00,169289.00,464760.00,642072.00,287728.00,354344.00,727.00,-92415.00,-30673.00,54221.00,-5994.00,-78900.00,-61742.00,93142.00,155963.00,-62821.00,-401857.00,1436177.00,820704.00,447159.00,19661.00,353884.00,615473.00,-1838034.00,-1486694.00,-351340.00,13621.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010:Q1,2131835.00,-237994.00,1374238.00,791846.00,550496.00,241350.00,582392.00,-1612232.00,-1351915.00,-260317.00,2369829.00,1919663.00,1517386.00,1087788.00,250204.00,179393.00,402277.00,450166.00,240152.00,210014.00,2189651.00,2624944.00,1989539.00,1535194.00,1139224.00,233090.00,162880.00,454345.00,635405.00,290084.00,345321.00,504.00,-78293.00,-13418.00,57371.00,-7769.00,-63020.00,-64875.00,78797.00,132694.00,-53897.00,-435797.00,1440471.00,845272.00,499506.00,24883.00,320883.00,595199.00,-1876268.00,-1534541.00,-341727.00,57815.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010:Q2,2199974.00,-174971.00,1426345.00,771974.00,585090.00,186884.00,654371.00,-1601316.00,-1338377.00,-262939.00,2374945.00,1918943.00,1519431.00,1091621.00,249989.00,177822.00,399512.00,456002.00,244072.00,211930.00,2298150.00,2748037.00,2092716.00,1624314.00,1217774.00,244820.00,161720.00,468402.00,655321.00,299476.00,355845.00,558.00,-97382.00,-78451.00,6546.00,-7769.00,-77228.00,-18931.00,97940.00,163591.00,-65651.00,-450445.00,1448130.00,843718.00,550566.00,12938.00,280214.00,604412.00,-1898575.00,-1557372.00,-341203.00,98177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010:Q3,2344321.00,-38142.00,1502652.00,850523.00,651618.00,198905.00,652129.00,-1540794.00,-1319221.00,-221573.00,2382463.00,1921933.00,1522673.00,1095052.00,251678.00,175943.00,399260.00,460530.00,246936.00,213594.00,2350440.00,2825075.00,2164566.00,1725422.00,1309392.00,252164.00,163866.00,439144.00,660509.00,302864.00,357645.00,1128.00,-32068.00,-27116.00,-4479.00,-7769.00,-14868.00,-4952.00,33196.00,106339.00,-73143.00,-475763.00,1298206.00,681009.00,447876.00,7283.00,225850.00,617197.00,-1773969.00,-1481488.00,-292481.00,6118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010:Q4,2353808.00,-45320.00,1464386.00,833252.00,626600.00,206652.00,631134.00,-1509706.00,-1305336.00,-204370.00,2399128.00,1933593.00,1532702.00,1103859.00,255348.00,173495.00,400891.00,465535.00,250140.00,215395.00,2388582.00,2812487.00,2156457.00,1708847.00,1289425.00,256826.00,162596.00,447610.00,656030.00,307412.00,348618.00,542.00,-26294.00,1207.00,19784.00,-7769.00,-10808.00,-27501.00,26836.00,98768.00,-71932.00,-424447.00,1302590.00,690674.00,456024.00,6291.00,228359.00,611916.00,-1727037.00,-1461376.00,-265661.00,34773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011:Q1,2318187.00,-101197.00,1350323.00,621923.00,547144.00,74779.00,728400.00,-1451520.00,-1236403.00,-215117.00,2419384.00,1947803.00,1548846.00,1118789.00,259793.00,170264.00,398957.00,471581.00,253856.00,217725.00,2274104.00,2761135.00,2123458.00,1682993.00,1261409.00,260081.00,161503.00,440465.00,637677.00,297528.00,340149.00,605.00,-26089.00,-21084.00,-7021.00,-1591.00,-12472.00,-5005.00,26694.00,89755.00,-63061.00,-487636.00,1156674.00,464777.00,367462.00,1303.00,96012.00,691897.00,-1644310.00,-1369830.00,-274480.00,-44084.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011:Q2,2353425.00,-89486.00,1424143.00,724812.00,602015.00,122797.00,699331.00,-1513629.00,-1313169.00,-200460.00,2442911.00,1965511.00,1567506.00,1134989.00,264085.00,168432.00,398005.00,477400.00,256728.00,220672.00,2346651.00,2851774.00,2212675.00,1765784.00,1327977.00,275543.00,162264.00,446891.00,639099.00,299704.00,339395.00,3878.00,-48775.00,-42312.00,-6433.00,-1591.00,-34288.00,-6463.00,52653.00,115974.00,-63321.00,-509001.00,1218980.00,562072.00,408686.00,-9867.00,163253.00,656908.00,-1727981.00,-1472119.00,-255862.00,-6773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011:Q3,2479665.00,17115.00,1475203.00,756591.00,590827.00,165764.00,718612.00,-1458088.00,-1231226.00,-226862.00,2462550.00,1979807.00,1582213.00,1147353.00,267189.00,167671.00,397594.00,482743.00,258944.00,223799.00,2404973.00,2865676.00,2228221.00,1772918.00,1316480.00,286155.00,170283.00,455303.00,637455.00,296908.00,340547.00,1635.00,-45101.00,-36487.00,-7212.00,-1591.00,-27684.00,-8614.00,46736.00,111248.00,-64512.00,-462338.00,1197198.00,527681.00,354220.00,-17375.00,190836.00,669517.00,-1659536.00,-1380438.00,-279098.00,-74684.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011:Q4,2587009.00,109282.00,1526303.00,832112.00,596663.00,235449.00,694191.00,-1417021.00,-1195772.00,-221249.00,2477727.00,1991136.00,1592755.00,1155734.00,268920.00,168101.00,398381.00,486591.00,260108.00,226483.00,2559256.00,3032465.00,2395169.00,1930235.00,1449565.00,304889.00,175781.00,464934.00,637296.00,295420.00,341876.00,425.00,-66934.00,-63758.00,-7035.00,-1591.00,-55132.00,-3176.00,67359.00,134888.00,-67529.00,-473634.00,1161451.00,530637.00,282114.00,-34378.00,282901.00,630814.00,-1635085.00,-1365972.00,-269113.00,-27746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012:Q1,2791059.00,289811.00,1621588.00,793609.00,550881.00,242728.00,827979.00,-1331777.00,-1107068.00,-224709.00,2501248.00,2010219.00,1610866.00,1170315.00,269792.00,170759.00,399353.00,491029.00,262184.00,228845.00,2572380.00,3084364.00,2460779.00,1969203.00,1470970.00,310548.00,187685.00,491576.00,623585.00,288949.00,334636.00,622.00,-26125.00,-24898.00,-6149.00,119.00,-18868.00,-1227.00,26747.00,88298.00,-61551.00,-512606.00,978474.00,241491.00,37696.00,-40875.00,244670.00,736983.00,-1491080.00,-1222131.00,-268949.00,-218681.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012:Q2,2830373.00,305981.00,1638419.00,732693.00,562058.00,170635.00,905726.00,-1332438.00,-1101990.00,-230448.00,2524392.00,2029118.00,1627210.00,1181976.00,271675.00,173559.00,401908.00,495274.00,263956.00,231318.00,2662046.00,3157619.00,2534772.00,2038389.00,1532028.00,315706.00,190655.00,496383.00,622847.00,287664.00,335183.00,1368.00,-7754.00,-7929.00,-7754.00,-99.00,-76.00,175.00,9122.00,72171.00,-63049.00,-496941.00,972192.00,161116.00,51433.00,-43932.00,153615.00,811076.00,-1469133.00,-1197869.00,-271264.00,-168326.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012:Q3,2850501.00,304008.00,1605859.00,727330.00,550600.00,176730.00,878529.00,-1301851.00,-1079548.00,-222303.00,2546493.00,2047894.00,1641602.00,1192118.00,274021.00,175463.00,406292.00,498599.00,265428.00,233171.00,2706685.00,3142838.00,2529927.00,2022385.00,1529235.00,301429.00,191721.00,507542.00,612911.00,284438.00,328473.00,2276.00,-6430.00,-9035.00,-9019.00,-16.00,0.00,2605.00,8706.00,71932.00,-63226.00,-438429.00,986440.00,211766.00,78686.00,-27392.00,160472.00,774674.00,-1424869.00,-1170490.00,-254379.00,-143817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012:Q4,2973002.00,408311.00,1685571.00,511018.00,563136.00,-52118.00,1174553.00,-1277260.00,-1071622.00,-205638.00,2564691.00,2064668.00,1653882.00,1200375.00,276462.00,177044.00,410786.00,500023.00,265772.00,234251.00,2690804.00,3119740.00,2521337.00,1995549.00,1490611.00,306740.00,198198.00,525788.00,598403.00,277716.00,320687.00,-30251.00,-57577.00,-4322.00,-41983.00,-19667.00,57328.00,-53255.00,27325.00,99582.00,-72257.00,-398685.00,1004280.00,-108526.00,32685.00,-10611.00,-130600.00,1112806.00,-1402965.00,-1183148.00,-219817.00,-282197.00,183754.00,153332.00,69857.00,83475.00,30422.00,0.00,30422.00
2013:Q1,2943488.00,357045.00,1333017.00,742619.00,624732.00,117887.00,590398.00,-975972.00,-791834.00,-184138.00,2586443.00,2084782.00,1667356.00,1209205.00,279357.00,178794.00,417426.00,501661.00,265912.00,235749.00,2783112.00,3209015.00,2617589.00,2061824.00,1519261.00,341657.00,200906.00,555765.00,591426.00,270888.00,320538.00,608.00,1244.00,-8817.00,-8800.00,-17.00,0.00,10061.00,-636.00,62733.00,-63369.00,-426511.00,638590.00,196592.00,163100.00,-62283.00,95775.00,441998.00,-1065101.00,-859543.00,-205558.00,-160375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013:Q2,3047219.00,432246.00,1141974.00,503603.00,645705.00,-142102.00,638371.00,-709728.00,-530930.00,-178798.00,2614973.00,2110081.00,1686281.00,1222289.00,282617.00,181374.00,423800.00,504892.00,267444.00,237448.00,2836002.00,3248385.00,2658133.00,2089501.00,1542946.00,346442.00,200113.00,568632.00,590252.00,266456.00,323796.00,1303.00,7093.00,-4059.00,-4038.00,-21.00,0.00,11152.00,-5791.00,54456.00,-60247.00,-413686.00,375611.00,-106776.00,117869.00,-63804.00,-160841.00,482387.00,-789297.00,-584398.00,-204899.00,-211216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013:Q3,3078760.00,438069.00,1347836.00,686721.00,648555.00,38166.00,661115.00,-909767.00,-709671.00,-200096.00,2640691.00,2132979.00,1702405.00,1233464.00,285830.00,183111.00,430574.00,507712.00,268440.00,239272.00,2960293.00,3345665.00,2750832.00,2170719.00,1612134.00,359240.00,199345.00,580113.00,594833.00,268652.00,326181.00,1019.00,11120.00,-1833.00,-1821.00,-12.00,0.00,12953.00,-10101.00,54968.00,-65069.00,-386391.00,600396.00,101773.00,153239.00,-73398.00,21932.00,498623.00,-986787.00,-764851.00,-221936.00,-118467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013:Q4,3132393.00,458927.00,1200861.00,610291.00,648286.00,-37995.00,590570.00,-741934.00,-542911.00,-199023.00,2673466.00,2161677.00,1722719.00,1247641.00,289702.00,185377.00,438958.00,511789.00,270240.00,241549.00,3070695.00,3391419.00,2798629.00,2218333.00,1639851.00,373834.00,204648.00,580296.00,592790.00,267758.00,325032.00,427.00,11353.00,-2637.00,-2631.00,-6.00,0.00,13990.00,-10926.00,50688.00,-61614.00,-321151.00,490858.00,55616.00,197008.00,-84126.00,-57266.00,435242.00,-812009.00,-591117.00,-220892.00,-61698.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2014:Q1,3162232.00,458861.00,1229817.00,553668.00,585696.00,-32028.00,676149.00,-770956.00,-592083.00,-178873.00,2703371.00,2188751.00,1739607.00,1260191.00,293597.00,185819.00,449144.00,514620.00,271008.00,243612.00,2961941.00,3357205.00,2773974.00,2189854.00,1623121.00,360101.00,206632.00,584120.00,583231.00,260628.00,322603.00,583.00,5692.00,-6974.00,-6980.00,6.00,0.00,12666.00,-5109.00,56435.00,-61544.00,-395847.00,438611.00,-89896.00,29455.00,-66510.00,-52841.00,528507.00,-834458.00,-638138.00,-196320.00,-200291.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2014:Q2,3340150.00,612166.00,1380109.00,645866.00,632754.00,13112.00,734243.00,-767943.00,-603224.00,-164719.00,2727984.00,2211626.00,1759757.00,1274893.00,296544.00,188320.00,451869.00,516358.00,271036.00,245322.00,3077464.00,3456759.00,2861617.00,2261407.00,1674098.00,371212.00,216097.00,600210.00,595142.00,264443.00,330699.00,433.00,5596.00,-5962.00,-5962.00,0.00,0.00,11558.00,-5163.00,58439.00,-63602.00,-379728.00,461836.00,-112508.00,-23175.00,-74668.00,-14665.00,574344.00,-841564.00,-655070.00,-186494.00,-262687.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2014:Q3,3402238.00,641191.00,1438107.00,685635.00,661636.00,23999.00,752472.00,-796916.00,-633117.00,-163799.00,2761047.00,2242570.00,1783411.00,1291230.00,300412.00,191769.00,459159.00,518477.00,271336.00,247141.00,3154710.00,3536291.00,2939808.00,2322130.00,1711577.00,387598.00,222955.00,617678.00,596483.00,262962.00,333521.00,413.00,12043.00,41164.00,1204.00,0.00,39960.00,-29121.00,-11630.00,54152.00,-65782.00,-381994.00,481298.00,-141776.00,-7443.00,-87186.00,-47147.00,623074.00,-863292.00,-678895.00,-184397.00,-247528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2014:Q4,3444302.00,655893.00,1450989.00,709766.00,656717.00,53049.00,741223.00,-795096.00,-623133.00,-171963.00,2788409.00,2268233.00,1803321.00,1304815.00,303763.00,194743.00,464912.00,520176.00,271872.00,248304.00,3123004.00,3573631.00,2970417.00,2329180.00,1724824.00,379166.00,225190.00,641237.00,603214.00,263686.00,339528.00,428.00,3494.00,-7764.00,-7764.00,0.00,0.00,11258.00,-3066.00,53953.00,-57019.00,-451055.00,424013.00,-129627.00,-76826.00,-75403.00,22602.00,553640.00,-875068.00,-668900.00,-206168.00,-321297.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015:Q1,3465398.00,664901.00,1356475.00,620837.00,596057.00,24780.00,735638.00,-691574.00,-534486.00,-157088.00,2800497.00,2279431.00,1812683.00,1313836.00,305522.00,193324.00,466748.00,521066.00,272088.00,248978.00,3164483.00,3643557.00,3044644.00,2385837.00,1762731.00,390101.00,233005.00,658807.00,598913.00,258672.00,340241.00,523.00,8954.00,-3354.00,-3354.00,0.00,0.00,12308.00,-8431.00,50323.00,-58754.00,-479597.00,281393.00,-249878.00,-150398.00,-84579.00,-14901.00,531271.00,-760990.00,-571393.00,-189597.00,-300914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015:Q2,3426855.00,611181.00,1379100.00,605559.00,557031.00,48528.00,773541.00,-767919.00,-578872.00,-189047.00,2815674.00,2293296.00,1824846.00,1321482.00,307231.00,196133.00,468450.00,522378.00,271604.00,250774.00,3213981.00,3666865.00,3049869.00,2369299.00,1741597.00,393191.00,234511.00,680570.00,616996.00,260386.00,356610.00,501.00,129047.00,116142.00,116142.00,0.00,0.00,12905.00,-128546.00,-69461.00,-59085.00,-453385.00,280606.00,-267910.00,-192100.00,-85960.00,10150.00,548516.00,-733991.00,-498193.00,-235798.00,-212872.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015:Q3,3420966.00,576802.00,1387077.00,588575.00,569645.00,18930.00,798502.00,-810275.00,-622337.00,-187938.00,2844164.00,2320688.00,1846672.00,1336511.00,309919.00,200242.00,474016.00,523476.00,271424.00,252052.00,3184874.00,3691274.00,3072094.00,2372910.00,1731487.00,398599.00,242824.00,699184.00,619180.00,259961.00,359219.00,431.00,9459.00,-3919.00,-3919.00,0.00,0.00,13378.00,-9028.00,53697.00,-62725.00,-506831.00,390120.00,-169836.00,-57504.00,-88680.00,-23652.00,559956.00,-896951.00,-664571.00,-232380.00,-236092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015:Q4,3471956.00,609191.00,1263353.00,436596.00,483227.00,-46631.00,826757.00,-654162.00,-543062.00,-111100.00,2862765.00,2339585.00,1861679.00,1346591.00,312059.00,203029.00,477906.00,523180.00,270840.00,252340.00,3207127.00,3678408.00,3059882.00,2346084.00,1707246.00,395050.00,243788.00,713798.00,618526.00,265963.00,352563.00,374.00,12270.00,-2235.00,-2235.00,0.00,0.00,14505.00,-11896.00,47976.00,-59872.00,-471655.00,265957.00,-310403.00,-140022.00,-82991.00,-87390.00,576360.00,-737612.00,-586161.00,-151451.00,-264830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016:Q1,3419876.00,546291.00,1388192.00,542710.00,531318.00,11392.00,845482.00,-841901.00,-668308.00,-173593.00,2873585.00,2350260.00,1870355.00,1356428.00,313787.00,200141.00,479905.00,523325.00,270748.00,252577.00,3155568.00,3668108.00,3036771.00,2305551.00,1672571.00,390529.00,242451.00,731220.00,631337.00,264813.00,366524.00,370.00,12355.00,-2234.00,-2234.00,0.00,0.00,14589.00,-11985.00,52212.00,-64197.00,-512910.00,425018.00,-154560.00,-46900.00,-76742.00,-30918.00,579578.00,-937928.00,-714585.00,-223343.00,-264309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
