date,FU893178005.Q,FU103178000.Q,FU113178003.Q,FU763178003.Q,FU513178003.Q,FU543178073.Q,FU613178003.Q,FU663178003.Q,FU893078005.Q,FU313078005.Q,FU213078005.Q,FU903078005.Q
1963:Q1,-503.00,-759.00,0.00,103.00,-22.00,173.00,-10.00,12.00,-1741.00,-1716.00,-25.00,1238.00
1963:Q2,-383.00,147.00,0.00,-298.00,-29.00,-161.00,-42.00,0.00,-32.00,-70.00,38.00,-351.00
1963:Q3,1006.00,970.00,0.00,-20.00,30.00,-9.00,23.00,12.00,1645.00,1628.00,17.00,-639.00
1963:Q4,870.00,1031.00,0.00,-153.00,-1.00,-9.00,-3.00,5.00,1929.00,1881.00,48.00,-1059.00
1964:Q1,-281.00,-635.00,0.00,200.00,-15.00,104.00,66.00,-1.00,-1866.00,-1896.00,30.00,1585.00
1964:Q2,-673.00,-434.00,0.00,-68.00,-16.00,-64.00,-85.00,-6.00,-637.00,-718.00,81.00,-36.00
1964:Q3,731.00,663.00,0.00,40.00,-12.00,82.00,-50.00,8.00,1318.00,1357.00,-39.00,-587.00
1964:Q4,897.00,873.00,0.00,49.00,-12.00,-4.00,-11.00,2.00,1438.00,1466.00,-28.00,-541.00
1965:Q1,-421.00,-320.00,0.00,-166.00,30.00,14.00,14.00,7.00,-1491.00,-1437.00,-54.00,1070.00
1965:Q2,-756.00,-575.00,0.00,-91.00,-3.00,-83.00,-1.00,-3.00,-967.00,-1077.00,110.00,211.00
1965:Q3,1243.00,1013.00,0.00,106.00,18.00,51.00,37.00,18.00,1486.00,1497.00,-11.00,-243.00
1965:Q4,2044.00,1965.00,0.00,22.00,11.00,-2.00,37.00,11.00,2280.00,2248.00,32.00,-236.00
1966:Q1,182.00,-162.00,0.00,256.00,8.00,104.00,-32.00,8.00,-1211.00,-1224.00,13.00,1393.00
1966:Q2,-3152.00,-2538.00,0.00,-438.00,-17.00,-99.00,-43.00,-17.00,-3391.00,-3439.00,48.00,239.00
1966:Q3,1026.00,968.00,0.00,-11.00,8.00,29.00,24.00,8.00,1325.00,1416.00,-91.00,-299.00
1966:Q4,1019.00,852.00,0.00,118.00,3.00,26.00,17.00,3.00,1851.00,1816.00,35.00,-832.00
1967:Q1,-232.00,-684.00,0.00,166.00,79.00,211.00,-42.00,38.00,-1376.00,-1381.00,5.00,1144.00
1967:Q2,-6242.00,-5434.00,0.00,-339.00,-73.00,-322.00,-50.00,-24.00,-7190.00,-7261.00,71.00,948.00
1967:Q3,748.00,570.00,0.00,81.00,-1.00,31.00,31.00,36.00,1253.00,1316.00,-63.00,-505.00
1967:Q4,1344.00,1359.00,0.00,8.00,-3.00,-31.00,5.00,6.00,2301.00,2189.00,112.00,-957.00
1968:Q1,4740.00,4442.00,0.00,13.00,30.00,162.00,43.00,50.00,1925.00,1858.00,67.00,2815.00
1968:Q2,-4931.00,-4636.00,0.00,-98.00,-36.00,-90.00,-64.00,-7.00,-3521.00,-3602.00,81.00,-1410.00
1968:Q3,137.00,-101.00,0.00,102.00,24.00,76.00,5.00,31.00,393.00,459.00,-66.00,-256.00
1968:Q4,1319.00,1400.00,0.00,-44.00,-40.00,14.00,15.00,-26.00,2222.00,2119.00,103.00,-903.00
1969:Q1,1592.00,1187.00,0.00,154.00,32.00,163.00,46.00,10.00,956.00,939.00,17.00,636.00
1969:Q2,-3744.00,-3297.00,0.00,-156.00,-6.00,-170.00,-50.00,-65.00,-6025.00,-6117.00,92.00,2281.00
1969:Q3,579.00,287.00,0.00,120.00,43.00,87.00,23.00,19.00,632.00,745.00,-113.00,-53.00
1969:Q4,57.00,121.00,0.00,-34.00,-18.00,-25.00,29.00,-16.00,1245.00,1231.00,14.00,-1188.00
1970:Q1,886.00,218.00,0.00,439.00,46.00,186.00,25.00,-28.00,480.00,483.00,-3.00,406.00
1970:Q2,-3374.00,-2792.00,0.00,-286.00,-47.00,-198.00,-40.00,-11.00,-5577.00,-5680.00,103.00,2203.00
1970:Q3,485.00,105.00,0.00,187.00,32.00,99.00,35.00,27.00,1179.00,1239.00,-60.00,-694.00
1970:Q4,-44.00,-163.00,0.00,18.00,36.00,38.00,12.00,15.00,1307.00,1282.00,25.00,-1351.00
1971:Q1,2158.00,1702.00,0.00,253.00,34.00,125.00,34.00,10.00,2592.00,2559.00,33.00,-434.00
1971:Q2,-1216.00,-899.00,311.00,-455.00,33.00,-133.00,-33.00,-40.00,-3162.00,-3658.00,496.00,1946.00
1971:Q3,1931.00,1332.00,363.00,133.00,-12.00,80.00,25.00,10.00,1591.00,1267.00,324.00,340.00
1971:Q4,1218.00,955.00,363.00,87.00,-98.00,-99.00,0.00,10.00,1660.00,1267.00,393.00,-442.00
1972:Q1,1892.00,1312.00,363.00,-26.00,66.00,144.00,23.00,10.00,3069.00,2636.00,433.00,-1177.00
1972:Q2,-2376.00,-2141.00,363.00,-305.00,-14.00,-201.00,-51.00,-27.00,-5300.00,-5837.00,537.00,2924.00
1972:Q3,2266.00,1567.00,363.00,145.00,47.00,96.00,20.00,28.00,1525.00,1244.00,281.00,741.00
1972:Q4,2112.00,1697.00,363.00,12.00,21.00,-24.00,29.00,14.00,2132.00,1604.00,528.00,-20.00
1973:Q1,3070.00,2113.00,364.00,336.00,26.00,182.00,34.00,15.00,3358.00,3000.00,358.00,-288.00
1973:Q2,-2165.00,-1874.00,369.00,-324.00,-32.00,-207.00,-61.00,-36.00,-5390.00,-5956.00,566.00,3225.00
1973:Q3,2434.00,1805.00,377.00,106.00,22.00,87.00,25.00,12.00,2218.00,1957.00,261.00,216.00
1973:Q4,2099.00,1740.00,386.00,3.00,-3.00,-26.00,2.00,-3.00,2942.00,2503.00,439.00,-843.00
1974:Q1,3971.00,3020.00,434.00,291.00,35.00,177.00,27.00,-13.00,1875.00,1489.00,386.00,2096.00
1974:Q2,-1272.00,-1017.00,417.00,-314.00,-32.00,-215.00,-53.00,-58.00,-5274.00,-6053.00,779.00,4002.00
1974:Q3,4802.00,4136.00,372.00,190.00,21.00,76.00,21.00,-14.00,3224.00,2798.00,426.00,1578.00
1974:Q4,1501.00,1218.00,337.00,18.00,-4.00,-50.00,5.00,-23.00,1838.00,1765.00,73.00,-337.00
1975:Q1,-865.00,-1615.00,302.00,219.00,27.00,155.00,31.00,16.00,-545.00,-649.00,104.00,-320.00
1975:Q2,-4895.00,-4319.00,287.00,-498.00,-33.00,-233.00,-53.00,-46.00,-6931.00,-7617.00,686.00,2036.00
1975:Q3,2752.00,2335.00,249.00,38.00,15.00,55.00,23.00,37.00,3333.00,2795.00,538.00,-581.00
1975:Q4,1585.00,1375.00,219.00,35.00,-4.00,-67.00,-1.00,28.00,3803.00,3552.00,251.00,-2218.00
1976:Q1,4124.00,3291.00,292.00,66.00,32.00,193.00,33.00,217.00,4689.00,4349.00,340.00,-565.00
1976:Q2,-2738.00,-2668.00,293.00,23.00,-24.00,-203.00,-61.00,-98.00,-4842.00,-5552.00,710.00,2104.00
1976:Q3,3615.00,3087.00,297.00,59.00,33.00,128.00,25.00,-14.00,4064.00,3899.00,165.00,-449.00
1976:Q4,2203.00,1788.00,301.00,60.00,13.00,15.00,3.00,23.00,3820.00,3591.00,229.00,-1617.00
1977:Q1,1838.00,1407.00,280.00,86.00,24.00,78.00,18.00,-55.00,1627.00,1362.00,265.00,211.00
1977:Q2,-5199.00,-5719.00,276.00,106.00,30.00,104.00,28.00,-24.00,-9019.00,-10035.00,1016.00,3820.00
1977:Q3,3878.00,3334.00,268.00,110.00,32.00,111.00,31.00,-8.00,4551.00,4240.00,311.00,-673.00
1977:Q4,2837.00,2322.00,262.00,97.00,32.00,97.00,29.00,-2.00,3495.00,3422.00,73.00,-658.00
1978:Q1,3317.00,3002.00,94.00,89.00,33.00,92.00,30.00,-23.00,3754.00,4039.00,-285.00,-437.00
1978:Q2,-4579.00,-5061.00,165.00,85.00,37.00,97.00,37.00,61.00,-8850.00,-9709.00,859.00,4271.00
1978:Q3,4166.00,3521.00,340.00,80.00,33.00,84.00,30.00,78.00,3365.00,3157.00,208.00,801.00
1978:Q4,4052.00,3459.00,481.00,74.00,21.00,56.00,9.00,-48.00,5832.00,5253.00,579.00,-1780.00
1979:Q1,5564.00,4885.00,566.00,80.00,11.00,33.00,-10.00,-1.00,4982.00,4475.00,507.00,582.00
1979:Q2,-4162.00,-4869.00,624.00,95.00,4.00,15.00,-30.00,-1.00,-11224.00,-12196.00,972.00,7062.00
1979:Q3,5427.00,4616.00,769.00,70.00,-4.00,-7.00,-38.00,21.00,3716.00,3110.00,606.00,1711.00
1979:Q4,3093.00,2299.00,885.00,-1.00,-15.00,-38.00,-39.00,2.00,5005.00,4253.00,752.00,-1912.00
1980:Q1,6158.00,5038.00,1075.00,-67.00,27.00,76.00,-22.00,31.00,6263.00,4722.00,1541.00,-105.00
1980:Q2,-5385.00,-6432.00,898.00,-143.00,47.00,129.00,-18.00,134.00,-15719.00,-16157.00,438.00,10334.00
1980:Q3,3336.00,2762.00,457.00,-160.00,46.00,125.00,-18.00,124.00,2058.00,1288.00,770.00,1278.00
1980:Q4,1537.00,1510.00,103.00,-127.00,24.00,66.00,-25.00,-14.00,5643.00,5343.00,300.00,-4106.00
1981:Q1,2624.00,3094.00,-292.00,-97.00,2.00,6.00,-25.00,-64.00,3991.00,4182.00,-191.00,-1367.00
1981:Q2,-6034.00,-5470.00,-333.00,-89.00,-19.00,-51.00,-27.00,-45.00,-17213.00,-16738.00,-475.00,11179.00
1981:Q3,1861.00,2520.00,-437.00,-75.00,-21.00,-57.00,-29.00,-40.00,-436.00,-47.00,-389.00,2297.00
1981:Q4,-4792.00,-4144.00,-522.00,-63.00,-7.00,-12.00,-34.00,-10.00,-253.00,634.00,-887.00,-4539.00
1982:Q1,-705.00,-644.00,30.00,-39.00,12.00,33.00,-36.00,-61.00,-3049.00,-2702.00,-347.00,2344.00
1982:Q2,-5936.00,-6140.00,167.00,-18.00,27.00,73.00,-45.00,0.00,-13186.00,-13875.00,689.00,7250.00
1982:Q3,2379.00,1674.00,509.00,-9.00,27.00,74.00,-39.00,143.00,2556.00,1914.00,642.00,-177.00
1982:Q4,1866.00,831.00,785.00,-15.00,13.00,37.00,-22.00,237.00,3666.00,3125.00,541.00,-1800.00
1983:Q1,6366.00,5862.00,503.00,-9.00,0.00,1.00,3.00,6.00,4798.00,4887.00,-89.00,1568.00
1983:Q2,-3708.00,-4043.00,486.00,-4.00,-12.00,-31.00,25.00,-129.00,-3922.00,-5559.00,1637.00,214.00
1983:Q3,4020.00,3634.00,444.00,-12.00,-14.00,-36.00,30.00,-26.00,2887.00,2147.00,740.00,1133.00
1983:Q4,-2001.00,-2392.00,413.00,-4.00,-10.00,-16.00,16.00,-8.00,4362.00,3908.00,454.00,-6363.00
1984:Q1,4404.00,4588.00,107.00,-220.00,0.00,0.00,5.00,-76.00,7384.00,7178.00,206.00,-2980.00
1984:Q2,-3434.00,-3673.00,171.00,210.00,2.00,2.00,-2.00,-144.00,-8776.00,-9631.00,855.00,5342.00
1984:Q3,1092.00,526.00,331.00,51.00,6.00,17.00,-4.00,165.00,-1662.00,-1316.00,-346.00,2754.00
1984:Q4,2417.00,2080.00,461.00,-173.00,12.00,42.00,-2.00,-3.00,2492.00,2238.00,254.00,-75.00
1985:Q1,1171.00,388.00,624.00,17.00,17.00,68.00,3.00,54.00,2032.00,1247.00,785.00,-861.00
1985:Q2,-3571.00,-4085.00,719.00,-403.00,20.00,90.00,4.00,84.00,-10416.00,-11726.00,1310.00,6845.00
1985:Q3,4273.00,2826.00,956.00,292.00,27.00,109.00,5.00,58.00,4685.00,3225.00,1460.00,-412.00
1985:Q4,-534.00,-2287.00,1146.00,290.00,38.00,125.00,5.00,149.00,1685.00,1248.00,437.00,-2219.00
1986:Q1,1777.00,1320.00,240.00,134.00,46.00,154.00,2.00,-119.00,5090.00,4871.00,219.00,-3313.00
1986:Q2,71.00,-755.00,312.00,283.00,52.00,194.00,-4.00,-11.00,-8109.00,-9324.00,1215.00,8180.00
1986:Q3,2734.00,1700.00,489.00,294.00,65.00,189.00,2.00,-5.00,1928.00,1379.00,549.00,806.00
1986:Q4,2319.00,1510.00,632.00,-362.00,84.00,138.00,23.00,294.00,2133.00,1382.00,751.00,186.00
1987:Q1,1512.00,1163.00,190.00,-104.00,104.00,88.00,47.00,24.00,1172.00,2034.00,-862.00,340.00
1987:Q2,1079.00,2981.00,21.00,-1858.00,125.00,38.00,70.00,-298.00,-6045.00,-7215.00,1170.00,7124.00
1987:Q3,848.00,835.00,62.00,-187.00,137.00,32.00,77.00,-108.00,-1820.00,-2309.00,489.00,2668.00
1987:Q4,205.00,103.00,309.00,-286.00,140.00,67.00,66.00,-194.00,989.00,1303.00,-314.00,-784.00
1988:Q1,1270.00,957.00,518.00,-496.00,79.00,89.00,58.00,65.00,6788.00,6577.00,211.00,-5518.00
1988:Q2,-2230.00,-2516.00,682.00,-653.00,79.00,97.00,51.00,30.00,-12165.00,-13699.00,1534.00,9935.00
1988:Q3,274.00,-1158.00,809.00,354.00,79.00,118.00,54.00,18.00,923.00,-225.00,1148.00,-649.00
1988:Q4,1459.00,-778.00,901.00,999.00,79.00,155.00,67.00,36.00,1287.00,538.00,749.00,172.00
1989:Q1,5371.00,4763.00,1091.00,-462.00,-172.00,202.00,80.00,-131.00,11955.00,11264.00,691.00,-6584.00
1989:Q2,-3644.00,-5756.00,1382.00,421.00,-172.00,259.00,91.00,131.00,-17240.00,-18658.00,1418.00,13596.00
1989:Q3,-84.00,-1302.00,1309.00,-436.00,-172.00,260.00,97.00,160.00,2078.00,982.00,1096.00,-2162.00
1989:Q4,-3709.00,-3787.00,874.00,-830.00,-171.00,205.00,97.00,-97.00,2411.00,2121.00,290.00,-6120.00
1990:Q1,5330.00,3967.00,364.00,548.00,163.00,149.00,100.00,39.00,6513.00,6607.00,-94.00,-1183.00
1990:Q2,-4805.00,-5126.00,82.00,-168.00,162.00,90.00,104.00,51.00,-15494.00,-15754.00,260.00,10689.00
1990:Q3,4088.00,3804.00,56.00,-130.00,163.00,96.00,107.00,-8.00,5215.00,5018.00,197.00,-1127.00
1990:Q4,-2470.00,-2632.00,81.00,-334.00,163.00,165.00,111.00,-24.00,-1993.00,-1099.00,-894.00,-477.00
1991:Q1,-3779.00,-3693.00,143.00,-637.00,166.00,224.00,114.00,-96.00,5635.00,5167.00,468.00,-9414.00
1991:Q2,-6562.00,-7207.00,83.00,-26.00,166.00,271.00,114.00,37.00,-12506.00,-13251.00,745.00,5944.00
1991:Q3,5242.00,3977.00,146.00,451.00,166.00,299.00,121.00,82.00,1409.00,896.00,513.00,3833.00
1991:Q4,-2811.00,-2487.00,107.00,-1203.00,166.00,309.00,134.00,163.00,264.00,233.00,31.00,-3075.00
1992:Q1,6160.00,5651.00,162.00,277.00,-425.00,322.00,146.00,27.00,13632.00,13801.00,-169.00,-7472.00
1992:Q2,-3057.00,-3124.00,153.00,-189.00,-426.00,342.00,156.00,31.00,-14935.00,-15540.00,605.00,11878.00
1992:Q3,4114.00,3999.00,162.00,-218.00,-425.00,359.00,166.00,71.00,-1027.00,-774.00,-253.00,5141.00
1992:Q4,51.00,-74.00,165.00,-70.00,-425.00,373.00,173.00,-91.00,1880.00,2130.00,-250.00,-1829.00
1993:Q1,3387.00,6342.00,-411.00,-3861.00,530.00,400.00,184.00,203.00,11707.00,12533.00,-826.00,-8320.00
1993:Q2,-2914.00,-3353.00,-434.00,-273.00,531.00,443.00,196.00,-24.00,-21321.00,-20472.00,-849.00,18407.00
1993:Q3,4349.00,3049.00,-426.00,184.00,531.00,430.00,201.00,380.00,321.00,821.00,-500.00,4028.00
1993:Q4,966.00,-657.00,-463.00,1043.00,531.00,362.00,196.00,-46.00,3501.00,4038.00,-537.00,-2535.00
1994:Q1,4233.00,4743.00,109.00,-1025.00,-104.00,288.00,195.00,27.00,11438.00,11403.00,35.00,-7205.00
1994:Q2,-4566.00,-4212.00,504.00,-1085.00,-104.00,209.00,197.00,-75.00,-23132.00,-23562.00,430.00,18566.00
1994:Q3,2688.00,1420.00,320.00,592.00,-103.00,207.00,196.00,56.00,3228.00,2910.00,318.00,-540.00
1994:Q4,-2179.00,-2361.00,487.00,-464.00,-104.00,285.00,192.00,-214.00,3473.00,2988.00,485.00,-5652.00
1995:Q1,10310.00,9139.00,91.00,519.00,177.00,363.00,169.00,-148.00,19359.00,19270.00,90.00,-9049.00
1995:Q2,-6065.00,-8556.00,108.00,1576.00,177.00,413.00,192.00,25.00,-28161.00,-28268.00,107.00,22096.00
1995:Q3,4038.00,1461.00,150.00,1335.00,178.00,436.00,202.00,276.00,3452.00,3138.00,315.00,586.00
1995:Q4,358.00,-2050.00,202.00,1696.00,177.00,385.00,179.00,-231.00,-1639.00,-2006.00,367.00,1997.00
1996:Q1,8491.00,9022.00,476.00,-1413.00,160.00,115.00,185.00,-54.00,21060.00,20420.00,640.00,-12569.00
1996:Q2,-2249.00,-3729.00,578.00,288.00,161.00,110.00,210.00,133.00,-25668.00,-26410.00,742.00,23419.00
1996:Q3,5818.00,3466.00,837.00,1111.00,161.00,150.00,210.00,-117.00,2699.00,2016.00,683.00,3119.00
1996:Q4,3951.00,804.00,426.00,2060.00,161.00,121.00,194.00,185.00,3919.00,3647.00,272.00,32.00
1997:Q1,14191.00,12269.00,1119.00,450.00,118.00,275.00,184.00,-224.00,19380.00,18415.00,965.00,-5189.00
1997:Q2,-905.00,-4968.00,1280.00,2307.00,118.00,305.00,204.00,-151.00,-30492.00,-31618.00,1126.00,29587.00
1997:Q3,10190.00,7195.00,900.00,1208.00,118.00,328.00,220.00,221.00,7572.00,6529.00,1043.00,2618.00
1997:Q4,-1750.00,-5154.00,967.00,1377.00,118.00,505.00,202.00,235.00,-2532.00,-3642.00,1110.00,782.00
1998:Q1,10525.00,9831.00,1302.00,319.00,-271.00,-593.00,197.00,-260.00,22580.00,21135.00,1445.00,-12055.00
1998:Q2,-9311.00,-9130.00,-513.00,268.00,-271.00,111.00,214.00,10.00,-31928.00,-31558.00,-370.00,22617.00
1998:Q3,12699.00,8644.00,2576.00,1727.00,-272.00,110.00,216.00,-302.00,12079.00,9218.00,2861.00,621.00
1998:Q4,-2499.00,-4501.00,755.00,741.00,-271.00,113.00,193.00,471.00,-7035.00,-8075.00,1040.00,4536.00
1999:Q1,4611.00,5262.00,-112.00,-581.00,13.00,-191.00,195.00,25.00,22486.00,22313.00,173.00,-17875.00
1999:Q2,5605.00,1616.00,5646.00,-1791.00,13.00,-189.00,214.00,96.00,-16891.00,-22822.00,5931.00,22496.00
1999:Q3,5040.00,2651.00,666.00,1572.00,13.00,-187.00,212.00,113.00,1161.00,285.00,876.00,3879.00
1999:Q4,3703.00,-2555.00,2728.00,2814.00,12.00,-187.00,209.00,682.00,4368.00,1430.00,2938.00,-665.00
2000:Q1,19754.00,11724.00,5913.00,2037.00,14.00,-392.00,215.00,243.00,28295.00,22172.00,6123.00,-8541.00
2000:Q2,-872.00,-2512.00,2810.00,-322.00,14.00,-392.00,234.00,-704.00,-26411.00,-29431.00,3020.00,25539.00
2000:Q3,2294.00,112.00,-1199.00,3464.00,14.00,-393.00,243.00,53.00,-8088.00,-6143.00,-1945.00,10382.00
2000:Q4,6485.00,-2364.00,4127.00,4517.00,14.00,-392.00,259.00,324.00,-5210.00,-8591.00,3381.00,11695.00
2001:Q1,19524.00,4868.00,123.00,2597.00,77.00,12476.00,271.00,-888.00,14768.00,15391.00,-623.00,4756.00
2001:Q2,-3900.00,-5292.00,315.00,-127.00,77.00,731.00,284.00,112.00,-26346.00,-25915.00,-431.00,22446.00
