date,FU893178005.Q,FU103178000.Q,FU113178003.Q,FU763178003.Q,FU513178003.Q,FU543178073.Q,FU613178003.Q,FU663178003.Q,FU893078005.Q,FU313078005.Q,FU213078005.Q,FU903078005.Q
2001:Q3,36796.00,25557.00,2000.00,8309.00,76.00,430.00,297.00,127.00,22174.00,19942.00,2232.00,14623.00
2001:Q4,-22602.00,-22080.00,1611.00,-6955.00,77.00,3991.00,311.00,443.00,-17351.00,-19194.00,1843.00,-5251.00
2002:Q1,1974.00,4022.00,749.00,-1804.00,-1879.00,541.00,324.00,21.00,9617.00,8636.00,981.00,-7643.00
2002:Q2,11391.00,3513.00,241.00,7297.00,-654.00,935.00,338.00,-279.00,-10347.00,-10820.00,473.00,21738.00
2002:Q3,19197.00,12475.00,240.00,4395.00,-538.00,2291.00,351.00,-17.00,1179.00,1142.00,37.00,18018.00
2002:Q4,-1764.00,-8101.00,241.00,147.00,-635.00,6487.00,365.00,-268.00,-1688.00,-1726.00,38.00,-76.00
2003:Q1,-23126.00,4260.00,-127.00,1703.00,-200.00,-29427.00,378.00,287.00,31775.00,32105.00,-330.00,-54901.00
2003:Q2,-1810.00,-801.00,-128.00,-1513.00,-88.00,33.00,392.00,295.00,-18419.00,-18088.00,-331.00,16609.00
2003:Q3,4114.00,2559.00,-127.00,-2.00,942.00,280.00,406.00,56.00,11114.00,10389.00,725.00,-7000.00
2003:Q4,-14415.00,-17750.00,-128.00,1537.00,1198.00,543.00,419.00,-234.00,10698.00,9974.00,724.00,-25113.00
2004:Q1,22243.00,9525.00,2089.00,4373.00,2675.00,2979.00,433.00,169.00,33086.00,30145.00,2941.00,-10843.00
2004:Q2,-14806.00,1427.00,2088.00,-15041.00,-2330.00,-1511.00,447.00,114.00,-23597.00,-26537.00,2940.00,8791.00
2004:Q3,17481.00,8232.00,2088.00,8485.00,-1982.00,-102.00,461.00,299.00,13878.00,10384.00,3494.00,3603.00
2004:Q4,-3924.00,-12410.00,2089.00,1700.00,3030.00,1330.00,475.00,-138.00,12762.00,9267.00,3495.00,-16687.00
2005:Q1,15842.00,11693.00,2169.00,-4116.00,3466.00,-494.00,2711.00,413.00,45637.00,42062.00,3575.00,-29795.00
2005:Q2,-2209.00,-1628.00,2169.00,1352.00,-2516.00,-784.00,552.00,-1354.00,-26453.00,-30028.00,3575.00,24244.00
2005:Q3,-6085.00,-1127.00,2169.00,-3196.00,-5223.00,-848.00,1600.00,540.00,7837.00,4255.00,3582.00,-13922.00
2005:Q4,-10758.00,-10712.00,2169.00,-1802.00,2610.00,-365.00,-2944.00,286.00,13253.00,9671.00,3582.00,-24011.00
2006:Q1,22783.00,11917.00,2252.00,-1051.00,7517.00,1498.00,164.00,486.00,48410.00,44745.00,3665.00,-25627.00
2006:Q2,-8256.00,-2992.00,2252.00,-2003.00,-3542.00,-1740.00,-477.00,246.00,-35619.00,-39284.00,3665.00,27363.00
2006:Q3,12826.00,-681.00,2253.00,8256.00,1708.00,619.00,214.00,457.00,-2142.00,-4525.00,2383.00,14968.00
2006:Q4,-5399.00,-9045.00,2252.00,-6625.00,4405.00,3953.00,125.00,-464.00,-5056.00,-7438.00,2382.00,-343.00
2007:Q1,-11574.00,-12191.00,945.00,-1982.00,3071.00,-688.00,-1472.00,743.00,34965.00,33890.00,1075.00,-46539.00
2007:Q2,-20399.00,-10116.00,946.00,-7597.00,-2032.00,-1440.00,-95.00,-65.00,-39982.00,-41058.00,1076.00,19583.00
2007:Q3,-9964.00,-11232.00,945.00,77.00,257.00,-290.00,293.00,-14.00,-6913.00,-7314.00,401.00,-3051.00
2007:Q4,-25701.00,-16054.00,946.00,-6065.00,-3287.00,229.00,-187.00,-1283.00,-20438.00,-20840.00,402.00,-5263.00
2008:Q1,8269.00,19179.00,1671.00,-10677.00,-31.00,-1889.00,159.00,-143.00,26494.00,25367.00,1127.00,-18225.00
2008:Q2,-38793.00,-17066.00,1670.00,-13045.00,-7541.00,-3379.00,-6.00,574.00,-54924.00,-56050.00,1126.00,16131.00
2008:Q3,-2321.00,16127.00,1671.00,-17341.00,2083.00,-4717.00,-65.00,-79.00,-7983.00,-9466.00,1483.00,5662.00
2008:Q4,-76815.00,-15114.00,1671.00,-44921.00,-16071.00,-2155.00,-172.00,-53.00,-20573.00,-22056.00,1483.00,-56242.00
2009:Q1,2850.00,1267.00,-1565.00,2358.00,-2046.00,2707.00,-67.00,196.00,28950.00,30702.00,-1753.00,-26100.00
2009:Q2,-11901.00,-5574.00,-1565.00,-8856.00,2440.00,629.00,-794.00,1819.00,-19741.00,-17989.00,-1753.00,7840.00
2009:Q3,26662.00,7095.00,-1565.00,15499.00,5014.00,-345.00,-784.00,1748.00,9326.00,10463.00,-1137.00,17336.00
2009:Q4,-7014.00,-6042.00,-1566.00,-1659.00,3343.00,559.00,-1120.00,-529.00,11558.00,12695.00,-1138.00,-18572.00
2010:Q1,9934.00,13764.00,-183.00,-5819.00,2261.00,1350.00,-104.00,-1335.00,41632.00,41386.00,246.00,-31698.00
2010:Q2,-2744.00,-5589.00,-183.00,8504.00,-5961.00,434.00,75.00,-24.00,-36889.00,-37135.00,246.00,34145.00
2010:Q3,9954.00,3185.00,-183.00,-340.00,3165.00,1965.00,154.00,2008.00,31.00,-234.00,265.00,9923.00
2010:Q4,2304.00,-4203.00,-183.00,4247.00,5177.00,-148.00,134.00,-2720.00,23303.00,23038.00,265.00,-20999.00
2011:Q1,26349.00,17845.00,146.00,4689.00,1822.00,1406.00,-139.00,580.00,44607.00,44013.00,594.00,-18258.00
2011:Q2,-11255.00,-10113.00,146.00,4612.00,-4784.00,-869.00,-359.00,112.00,-34392.00,-34986.00,594.00,23137.00
2011:Q3,6883.00,8936.00,146.00,3390.00,-4262.00,-1494.00,818.00,-651.00,10430.00,9817.00,613.00,-3547.00
2011:Q4,1126.00,-7872.00,146.00,-2131.00,4675.00,7325.00,139.00,-1156.00,7409.00,6796.00,613.00,-6283.00
2012:Q1,17335.00,10375.00,1902.00,2051.00,6284.00,-4029.00,296.00,456.00,46238.00,43869.00,2369.00,-28903.00
2012:Q2,2250.00,-1755.00,1902.00,2389.00,-4288.00,4317.00,-172.00,-143.00,-33897.00,-36266.00,2369.00,36147.00
2012:Q3,10695.00,891.00,1902.00,4127.00,3658.00,-568.00,-145.00,830.00,2061.00,-321.00,2382.00,8634.00
2012:Q4,-14505.00,-7197.00,1902.00,-1571.00,-1436.00,-5843.00,236.00,-596.00,17146.00,14764.00,2382.00,-31651.00
2013:Q1,17012.00,6411.00,793.00,1855.00,6289.00,122.00,201.00,1341.00,41745.00,40472.00,1273.00,-24733.00
2013:Q2,-28950.00,-12285.00,794.00,-13233.00,-2181.00,-1899.00,-162.00,16.00,-37517.00,-38792.00,1274.00,8567.00
2013:Q3,12143.00,1620.00,793.00,6013.00,2298.00,1022.00,235.00,162.00,10977.00,10184.00,793.00,1166.00
2013:Q4,9481.00,-4824.00,794.00,5478.00,9660.00,-534.00,-217.00,-876.00,13823.00,13029.00,794.00,-4342.00
2014:Q1,19901.00,6438.00,1712.00,7782.00,1551.00,946.00,674.00,798.00,36703.00,34991.00,1712.00,-16802.00
2014:Q2,3444.00,-4932.00,1712.00,7252.00,-724.00,-513.00,29.00,620.00,-34520.00,-36232.00,1712.00,37964.00
2014:Q3,7129.00,7761.00,1712.00,-2912.00,701.00,-610.00,206.00,271.00,-1570.00,-3282.00,1712.00,8699.00
2014:Q4,-7263.00,-10659.00,1711.00,3067.00,548.00,-650.00,83.00,-1363.00,1715.00,5.00,1711.00,-8978.00
2015:Q1,22787.00,14603.00,742.00,4769.00,-414.00,1839.00,424.00,824.00,58923.00,58181.00,742.00,-36136.00
2015:Q2,-13598.00,-2040.00,904.00,-6903.00,-4550.00,-625.00,242.00,-626.00,-37924.00,-38827.00,904.00,24326.00
2015:Q3,-2417.00,711.00,647.00,2160.00,-4482.00,-1357.00,73.00,-169.00,-7350.00,-7997.00,647.00,4933.00
2015:Q4,-17285.00,-15081.00,1181.00,-4427.00,1849.00,202.00,-154.00,-855.00,6048.00,4868.00,1181.00,-23333.00
2016:Q1,12361.00,-996.00,880.00,10348.00,188.00,669.00,422.00,850.00,49693.00,48813.00,880.00,-37332.00
2016:Q2,-7604.00,-8306.00,824.00,4407.00,-3633.00,102.00,-431.00,-567.00,-15682.00,-16506.00,824.00,8078.00
2016:Q3,19674.00,18784.00,762.00,-33.00,732.00,-1261.00,156.00,534.00,16715.00,15953.00,762.00,2959.00
