date,FU656006403.Q,FU654090000.Q,FU652051003.Q,FU654022005.Q,FU653069100.Q,FU653061105.Q,FU653061703.Q,FU653062003.Q,FU653063005.Q,FU653069803.Q,FU653064100.Q,FU653093005.Q,FU653164205.Q,FU657005005.Q,FU654090500.Q,FU654091603.Q,FU654092603.Q,FU654091403.Q,FU654091303.Q,FU654091203.Q
1986:Q2,740.00,36113.00,-145.00,32193.00,-145.00,9623.00,9945.00,6092.00,6678.00,0.00,3532.00,533.00,36113.00,740.00,-11.00,ND,ND,ND,ND,ND
1986:Q3,1222.00,32830.00,337.00,32036.00,337.00,9366.00,10970.00,8089.00,3274.00,0.00,-27.00,484.00,32830.00,1222.00,168.00,ND,ND,ND,ND,ND
1986:Q4,1059.00,37995.00,1244.00,26769.00,1244.00,4683.00,8133.00,7910.00,4799.00,0.00,8775.00,1207.00,37995.00,1059.00,198.00,ND,ND,ND,ND,ND
1987:Q1,-946.00,51141.00,3009.00,50540.00,3009.00,16737.00,12691.00,10981.00,7122.00,0.00,-3316.00,908.00,51141.00,-946.00,1102.00,ND,ND,ND,ND,ND
1987:Q2,-1457.00,12165.00,-259.00,1798.00,-259.00,3597.00,890.00,-2041.00,-389.00,0.00,11777.00,-1151.00,12165.00,-1457.00,89.00,ND,ND,ND,ND,ND
1987:Q3,-1700.00,2068.00,2080.00,1846.00,2080.00,360.00,-1791.00,-537.00,1734.00,0.00,-3162.00,1304.00,2068.00,-1700.00,-48.00,ND,ND,ND,ND,ND
1987:Q4,-1847.00,-15677.00,-3117.00,-21422.00,-3117.00,-6091.00,-6905.00,-1771.00,-3538.00,0.00,8495.00,367.00,-15677.00,-1847.00,-198.00,ND,ND,ND,ND,ND
1988:Q1,-1245.00,1329.00,5158.00,-260.00,5158.00,-1580.00,-1339.00,-1789.00,-710.00,0.00,-4073.00,504.00,1329.00,-1245.00,-67.00,ND,ND,ND,ND,ND
1988:Q2,-1163.00,337.00,-3069.00,7189.00,-3069.00,2540.00,1900.00,3945.00,1873.00,0.00,-3896.00,113.00,337.00,-1163.00,-10.00,ND,ND,ND,ND,ND
1988:Q3,-1029.00,-5482.00,3042.00,1437.00,3042.00,-1339.00,-1152.00,1496.00,-610.00,0.00,-9070.00,-891.00,-5482.00,-1029.00,-205.00,ND,ND,ND,ND,ND
1988:Q4,-914.00,-2099.00,-273.00,1434.00,-273.00,-1510.00,-1278.00,2262.00,2233.00,0.00,-3239.00,-21.00,-2099.00,-914.00,-10.00,ND,ND,ND,ND,ND
1989:Q1,-1585.00,-981.00,-139.00,5979.00,-139.00,-406.00,-155.00,5506.00,1173.00,0.00,-7547.00,726.00,-981.00,-1585.00,-141.00,ND,ND,ND,ND,ND
1989:Q2,-1712.00,6771.00,1326.00,-4765.00,1326.00,-4569.00,-3425.00,2280.00,-377.00,0.00,9098.00,1112.00,6771.00,-1712.00,105.00,ND,ND,ND,ND,ND
1989:Q3,-1510.00,8609.00,-320.00,8413.00,-320.00,2376.00,2039.00,3924.00,394.00,0.00,-215.00,731.00,8609.00,-1510.00,-134.00,ND,ND,ND,ND,ND
1989:Q4,-1355.00,14903.00,-1260.00,47.00,-1260.00,-267.00,-39.00,1327.00,286.00,0.00,15468.00,648.00,14903.00,-1355.00,158.00,ND,ND,ND,ND,ND
1990:Q1,-502.00,11266.00,305.00,16838.00,305.00,4611.00,4443.00,4716.00,2763.00,0.00,-6406.00,529.00,11266.00,-502.00,857.00,ND,ND,ND,ND,ND
1990:Q2,8.00,16324.00,23.00,4858.00,23.00,-172.00,680.00,2457.00,1870.00,0.00,10939.00,504.00,16324.00,8.00,1393.00,ND,ND,ND,ND,ND
1990:Q3,-284.00,3380.00,893.00,5945.00,893.00,96.00,895.00,3937.00,124.00,0.00,-3387.00,-71.00,3380.00,-284.00,377.00,ND,ND,ND,ND,ND
1990:Q4,-410.00,11884.00,-306.00,4044.00,-306.00,952.00,1645.00,1336.00,417.00,0.00,7800.00,346.00,11884.00,-410.00,842.00,ND,ND,ND,ND,ND
1991:Q1,1262.00,20351.00,1011.00,38141.00,1011.00,7674.00,8450.00,12623.00,8383.00,0.00,-17346.00,-1455.00,20351.00,1262.00,1031.00,5825.00,993.00,814.00,7845.00,4875.00
1991:Q2,648.00,28473.00,-416.00,27516.00,-416.00,4645.00,6186.00,8336.00,8765.00,0.00,1243.00,130.00,28473.00,648.00,1592.00,8346.00,678.00,2023.00,10672.00,6752.00
1991:Q3,386.00,36967.00,-306.00,24913.00,-306.00,5148.00,7032.00,7757.00,5282.00,0.00,12380.00,-20.00,36967.00,386.00,2095.00,10243.00,835.00,2346.00,15238.00,8306.00
1991:Q4,335.00,44724.00,-4133.00,49832.00,-4133.00,10979.00,12863.00,17481.00,12642.00,0.00,-2645.00,1670.00,44724.00,335.00,2903.00,18169.00,2057.00,3782.00,14305.00,6412.00
1992:Q1,696.00,50379.00,-182.00,-4923.00,-182.00,-17514.00,-8206.00,9118.00,11861.00,0.00,18647.00,36837.00,50379.00,696.00,3409.00,20409.00,1674.00,4894.00,16278.00,7123.00
1992:Q2,920.00,50542.00,982.00,35410.00,982.00,3514.00,12892.00,9119.00,8903.00,0.00,13775.00,375.00,50542.00,920.00,3831.00,17814.00,2645.00,5431.00,15595.00,9058.00
1992:Q3,865.00,50055.00,3557.00,22719.00,3557.00,-4237.00,5469.00,10364.00,7566.00,0.00,14218.00,9561.00,50055.00,865.00,3263.00,13655.00,1949.00,7477.00,17684.00,9290.00
1992:Q4,605.00,51112.00,-3393.00,37441.00,-3393.00,8090.00,21750.00,11817.00,-823.00,0.00,19020.00,-1956.00,51112.00,605.00,4094.00,28281.00,1400.00,6846.00,5307.00,9278.00
1993:Q1,1318.00,67198.00,221.00,53882.00,221.00,9943.00,12003.00,16978.00,14737.00,0.00,23554.00,-10459.00,67198.00,1318.00,5858.00,29240.00,2597.00,9403.00,12496.00,13463.00
1993:Q2,1455.00,68572.00,720.00,52302.00,720.00,5269.00,5684.00,22722.00,17907.00,0.00,35605.00,-20055.00,68572.00,1455.00,6949.00,24778.00,6783.00,10733.00,13881.00,12398.00
1993:Q3,1026.00,71852.00,376.00,17183.00,376.00,1352.00,437.00,9391.00,5627.00,0.00,35778.00,18515.00,71852.00,1026.00,7023.00,20297.00,12293.00,13218.00,14197.00,11847.00
1993:Q4,345.00,72541.00,-1650.00,49052.00,-1650.00,15521.00,18701.00,9922.00,6558.00,0.00,30921.00,-5782.00,72541.00,345.00,8859.00,25808.00,17638.00,13504.00,7329.00,8262.00
1994:Q1,-1218.00,51425.00,4901.00,-8927.00,4901.00,-15719.00,-20760.00,2567.00,20084.00,0.00,41735.00,13716.00,51425.00,-1218.00,7357.00,20504.00,18565.00,14022.00,-4583.00,2918.00
1994:Q2,-2580.00,30122.00,386.00,-10380.00,386.00,-915.00,-1670.00,-13529.00,5348.00,0.00,32161.00,7955.00,30122.00,-2580.00,6258.00,22840.00,9063.00,6947.00,-7943.00,-783.00
1994:Q3,-3491.00,29401.00,1785.00,5524.00,1785.00,-1661.00,-2609.00,10101.00,-2092.00,0.00,29292.00,-7200.00,29401.00,-3491.00,4951.00,20819.00,11909.00,4248.00,-7375.00,-201.00
1994:Q4,-3753.00,3349.00,-722.00,-25969.00,-722.00,1621.00,1579.00,-21049.00,-7398.00,0.00,13133.00,16907.00,3349.00,-3753.00,3889.00,17007.00,6790.00,1688.00,-12434.00,-9703.00
1995:Q1,318.00,23941.00,169.00,9221.00,169.00,742.00,-1335.00,18153.00,-8508.00,0.00,25929.00,-11378.00,23941.00,318.00,3503.00,21993.00,1006.00,740.00,-832.00,1033.00
1995:Q2,2254.00,33044.00,2631.00,-7111.00,2631.00,-8744.00,-13112.00,-1431.00,13545.00,0.00,34403.00,3121.00,33044.00,2254.00,4850.00,25327.00,3832.00,1470.00,3885.00,-1469.00
1995:Q3,3239.00,49377.00,-1785.00,30801.00,-1785.00,11646.00,11929.00,370.00,8641.00,0.00,34728.00,-14367.00,49377.00,3239.00,6702.00,37061.00,4035.00,2731.00,5262.00,288.00
1995:Q4,2892.00,62481.00,1347.00,32570.00,1347.00,9837.00,9297.00,8253.00,3836.00,199.00,8201.00,20164.00,62481.00,2892.00,9820.00,44306.00,5118.00,5589.00,6747.00,723.00
1996:Q1,1331.00,88965.00,-309.00,30863.00,-309.00,2068.00,14716.00,-351.00,14739.00,199.00,71416.00,-13204.00,88965.00,1331.00,11016.00,56011.00,16779.00,7114.00,8637.00,425.00
1996:Q2,1375.00,76147.00,1020.00,19468.00,1020.00,-3788.00,6486.00,2564.00,13186.00,199.00,74024.00,-18564.00,76147.00,1375.00,12076.00,53197.00,14767.00,4168.00,3572.00,442.00
1996:Q3,925.00,52227.00,1764.00,17882.00,1764.00,-5363.00,6061.00,-752.00,16172.00,199.00,41243.00,-8861.00,52227.00,925.00,9478.00,34933.00,8476.00,3513.00,5558.00,-254.00
1996:Q4,1248.00,67748.00,-959.00,9835.00,-959.00,-8403.00,1419.00,5319.00,12459.00,199.00,41616.00,17057.00,67748.00,1248.00,10354.00,42878.00,11240.00,5032.00,7713.00,885.00
1997:Q1,1851.00,71438.00,2350.00,18333.00,2350.00,2459.00,1916.00,-174.00,11782.00,858.00,52990.00,-3093.00,71438.00,1851.00,10225.00,45794.00,13540.00,6122.00,5754.00,228.00
1997:Q2,1668.00,70888.00,2719.00,14427.00,2719.00,1735.00,1114.00,2764.00,6095.00,858.00,43941.00,8943.00,70888.00,1668.00,12113.00,41935.00,14753.00,5381.00,8936.00,-117.00
1997:Q3,1554.00,92377.00,-142.00,36676.00,-142.00,3137.00,3703.00,5403.00,24575.00,859.00,57149.00,-2165.00,92377.00,1554.00,11675.00,58163.00,10556.00,6264.00,13528.00,3867.00
1997:Q4,1148.00,95749.00,874.00,21338.00,874.00,4788.00,6351.00,2476.00,6849.00,858.00,39866.00,32813.00,95749.00,1148.00,12600.00,62085.00,3378.00,7404.00,18539.00,4343.00
1998:Q1,-8187.00,101270.00,-1372.00,45496.00,-1372.00,4365.00,11302.00,7233.00,23968.00,566.00,70401.00,-13821.00,101270.00,-8187.00,13008.00,58899.00,5562.00,8092.00,23498.00,5219.00
1998:Q2,-8245.00,96960.00,2796.00,30050.00,2796.00,-2830.00,34.00,4967.00,25083.00,909.00,60387.00,2818.00,96960.00,-8245.00,13930.00,57621.00,10719.00,4691.00,18389.00,5540.00
1998:Q3,-8359.00,43905.00,1874.00,348.00,1874.00,-10059.00,-9613.00,5041.00,13105.00,585.00,1359.00,39739.00,43905.00,-8359.00,7378.00,20475.00,-3261.00,1860.00,18802.00,6029.00
1998:Q4,-8531.00,59702.00,-2937.00,28677.00,-2937.00,-3332.00,-2045.00,8970.00,28021.00,605.00,37598.00,-4241.00,59702.00,-8531.00,10982.00,30502.00,-1264.00,4949.00,19569.00,5947.00
1999:Q1,-9388.00,61562.00,1182.00,24218.00,1182.00,-21.00,15339.00,5506.00,2212.00,389.00,45683.00,-9910.00,61562.00,-9388.00,8126.00,40443.00,-6357.00,525.00,20311.00,6639.00
1999:Q2,-9905.00,74466.00,1458.00,49730.00,1458.00,248.00,18299.00,5735.00,23990.00,1036.00,41223.00,-18981.00,74466.00,-9905.00,10499.00,60009.00,3860.00,932.00,8247.00,1418.00
1999:Q3,-10712.00,39720.00,-596.00,5520.00,-596.00,-6546.00,5331.00,2977.00,4354.00,826.00,36356.00,-2386.00,39720.00,-10712.00,6058.00,36150.00,247.00,-452.00,6021.00,-2247.00
1999:Q4,-11807.00,64004.00,2385.00,4395.00,2385.00,-5512.00,6572.00,-5370.00,6320.00,619.00,50126.00,6479.00,64004.00,-11807.00,13940.00,62705.00,17840.00,-3478.00,-3030.00,-10032.00
2000:Q1,-12680.00,108073.00,957.00,-10040.00,957.00,-2808.00,-4787.00,-8913.00,5511.00,1248.00,130682.00,-14774.00,108073.00,-12680.00,21697.00,99555.00,47267.00,-18199.00,-13326.00,-7225.00
2000:Q2,-13326.00,72664.00,5230.00,-5512.00,5230.00,1684.00,1484.00,-7261.00,-6649.00,1244.00,41249.00,30453.00,72664.00,-13326.00,15440.00,70223.00,11149.00,-5026.00,174.00,-3857.00
2000:Q3,-13250.00,60921.00,1962.00,8918.00,1962.00,6146.00,10611.00,1437.00,-11238.00,971.00,44513.00,4557.00,60921.00,-13250.00,11488.00,55621.00,7359.00,-4483.00,1124.00,1300.00
2000:Q4,-12452.00,53493.00,-937.00,-27775.00,-937.00,2506.00,3197.00,-5718.00,-26823.00,861.00,16894.00,64450.00,53493.00,-12452.00,9427.00,51084.00,-2762.00,522.00,1923.00,2726.00
2001:Q1,-10349.00,43396.00,-6227.00,24684.00,-6227.00,-1940.00,23007.00,7989.00,1855.00,-2194.00,46407.00,-19274.00,43396.00,-10349.00,331.00,11210.00,-4804.00,2788.00,28069.00,6133.00
2001:Q2,-9041.00,76105.00,-2253.00,47682.00,-2253.00,997.00,34535.00,4700.00,9703.00,-2648.00,47230.00,-13906.00,76105.00,-9041.00,12626.00,51790.00,977.00,4876.00,16267.00,2195.00
2001:Q3,-7932.00,9224.00,-632.00,-24174.00,-632.00,-14278.00,-3004.00,2966.00,-9226.00,-1424.00,13929.00,21525.00,9224.00,-7932.00,-3686.00,-23118.00,-11855.00,2624.00,34324.00,7249.00
2001:Q4,-7008.00,62770.00,-1559.00,46494.00,-1559.00,7511.00,29658.00,8058.00,2826.00,-1039.00,25402.00,-6528.00,62770.00,-7008.00,10847.00,32409.00,-3917.00,6266.00,23800.00,4213.00
2002:Q1,-5914.00,102672.00,3787.00,57358.00,3787.00,2336.00,14604.00,4823.00,31808.00,105.00,46001.00,-4579.00,102672.00,-5914.00,11312.00,53205.00,3682.00,9208.00,31100.00,5477.00
2002:Q2,-5286.00,49379.00,-4410.00,7711.00,-4410.00,-1965.00,3406.00,6018.00,4662.00,127.00,34779.00,11172.00,49379.00,-5286.00,2559.00,-122.00,2700.00,6563.00,34017.00,6221.00
2002:Q3,-4844.00,-2886.00,-1610.00,15283.00,-1610.00,8104.00,32533.00,2781.00,-26525.00,87.00,-45483.00,28837.00,-2886.00,-4844.00,-12284.00,-61390.00,-8019.00,-2929.00,57377.00,12076.00
2002:Q4,-4485.00,33830.00,2232.00,26677.00,2232.00,3169.00,9570.00,1541.00,10165.00,193.00,2759.00,1969.00,33830.00,-4485.00,4624.00,-776.00,-46.00,3979.00,29625.00,1049.00
2003:Q1,-4070.00,47850.00,-2.00,49206.00,-2.00,8686.00,25128.00,7304.00,8090.00,-250.00,4721.00,-5825.00,47850.00,-4070.00,1467.00,-8576.00,-682.00,4503.00,48672.00,3933.00
2003:Q2,-4253.00,95935.00,1314.00,65011.00,1314.00,4806.00,19039.00,6734.00,33118.00,-243.00,41591.00,-11738.00,95935.00,-4253.00,13998.00,43559.00,4031.00,13394.00,31573.00,3378.00
2003:Q3,-4530.00,56454.00,5.00,12537.00,5.00,-1022.00,2742.00,-959.00,11771.00,-235.00,68825.00,-24678.00,56454.00,-4530.00,14839.00,55200.00,8082.00,14469.00,-16979.00,-4317.00
2003:Q4,-4988.00,82513.00,3901.00,32024.00,3901.00,3888.00,-6143.00,-3507.00,33885.00,-382.00,53507.00,-6537.00,82513.00,-4988.00,19314.00,46990.00,17578.00,15553.00,4186.00,-1795.00
2004:Q1,-5346.00,123223.00,17111.00,-38091.00,17111.00,-18181.00,-76597.00,2190.00,37386.00,1485.00,85778.00,56940.00,123223.00,-5346.00,15321.00,59539.00,26680.00,21696.00,12731.00,2577.00
2004:Q2,-6085.00,27280.00,-17757.00,83436.00,-17757.00,32080.00,103314.00,-6938.00,-27263.00,2848.00,38926.00,-80173.00,27280.00,-6085.00,9573.00,24310.00,12584.00,13828.00,-13444.00,-9999.00
2004:Q3,-6914.00,48734.00,903.00,8258.00,903.00,3421.00,5135.00,-4372.00,3171.00,2485.00,32827.00,4261.00,48734.00,-6914.00,5762.00,12464.00,10504.00,12359.00,13230.00,177.00
2004:Q4,-7656.00,88906.00,5608.00,23927.00,5608.00,3360.00,-5602.00,-2039.00,22600.00,2802.00,35349.00,21220.00,88906.00,-7656.00,14490.00,28882.00,28400.00,15840.00,16081.00,-297.00
2005:Q1,-9118.00,82112.00,4201.00,14688.00,4201.00,5714.00,-3037.00,4094.00,3716.00,2248.00,58118.00,2857.00,82112.00,-9118.00,7739.00,14760.00,34290.00,19515.00,10556.00,2993.00
2005:Q2,-9460.00,61882.00,-1069.00,33009.00,-1069.00,-2115.00,11017.00,6303.00,18873.00,2705.00,43219.00,-15982.00,61882.00,-9460.00,10616.00,10474.00,18406.00,15696.00,14178.00,3127.00
2005:Q3,-9866.00,64030.00,-635.00,43906.00,-635.00,12073.00,27140.00,2598.00,2730.00,2178.00,27974.00,-9393.00,64030.00,-9866.00,3971.00,3359.00,22012.00,11628.00,20908.00,6122.00
2005:Q4,-9973.00,78016.00,-1754.00,25439.00,-1754.00,7639.00,21638.00,-169.00,-1915.00,3414.00,27528.00,23389.00,78016.00,-9973.00,5524.00,16755.00,42344.00,10494.00,8027.00,395.00
2006:Q1,-11059.00,134480.00,8479.00,51692.00,8479.00,1536.00,-12818.00,6706.00,47789.00,1832.00,75418.00,-2941.00,134480.00,-11059.00,10455.00,32866.00,62902.00,6699.00,23848.00,8165.00
2006:Q2,-11390.00,41228.00,418.00,32284.00,418.00,-4588.00,12327.00,5576.00,18551.00,2456.00,31174.00,-25104.00,41228.00,-11390.00,6621.00,-4678.00,29899.00,5050.00,8531.00,2426.00
2006:Q3,-11970.00,48022.00,1922.00,33791.00,1922.00,1537.00,7445.00,5408.00,17479.00,1858.00,10278.00,173.00,48022.00,-11970.00,5936.00,-8658.00,23427.00,8733.00,19223.00,5297.00
2006:Q4,-12761.00,122423.00,-3089.00,99020.00,-3089.00,5844.00,42732.00,10557.00,42976.00,3655.00,41491.00,-18654.00,122423.00,-12761.00,15919.00,15042.00,51183.00,16363.00,32061.00,7773.00
2007:Q1,-13593.00,141202.00,-618.00,53272.00,-618.00,6747.00,16167.00,10065.00,20911.00,10827.00,92572.00,-14851.00,141202.00,-13593.00,4981.00,18552.00,46391.00,17690.00,47440.00,11128.00
2007:Q2,-14394.00,99152.00,-1993.00,82540.00,-1993.00,1770.00,49202.00,8572.00,24989.00,11512.00,44489.00,-37396.00,99152.00,-14394.00,13244.00,-12528.00,38542.00,16514.00,48765.00,7859.00
2007:Q3,-14962.00,40170.00,1711.00,34513.00,1711.00,-7358.00,-1203.00,-919.00,42282.00,7109.00,3285.00,-6448.00,40170.00,-14962.00,6095.00,-22775.00,30051.00,10583.00,19401.00,2909.00
2007:Q4,-15309.00,95574.00,1531.00,69505.00,1531.00,4509.00,41641.00,22322.00,-498.00,6620.00,-31031.00,48949.00,95574.00,-15309.00,17821.00,-7030.00,51719.00,17689.00,34544.00,-1348.00
2008:Q1,-14051.00,27836.00,-106.00,-1665.00,-106.00,-336.00,-9178.00,7227.00,728.00,3179.00,8392.00,18036.00,27836.00,-14051.00,-4220.00,-37988.00,-2206.00,8265.00,51081.00,8684.00
2008:Q2,-13809.00,101225.00,5997.00,69637.00,5997.00,-11479.00,-46.00,10928.00,64237.00,2597.00,41316.00,-18322.00,101225.00,-13809.00,13166.00,13539.00,19400.00,13077.00,41494.00,13714.00
2008:Q3,-13048.00,-55544.00,-5382.00,-6209.00,-5382.00,18560.00,-3204.00,7093.00,-23276.00,6191.00,-52290.00,2146.00,-55544.00,-13048.00,-10853.00,-41481.00,-32411.00,-6028.00,17448.00,6928.00
2008:Q4,-11807.00,-131613.00,-11266.00,-206457.00,-11266.00,-4215.00,-79765.00,-22748.00,-88463.00,436.00,-44894.00,130568.00,-131613.00,-11807.00,-3373.00,-41969.00,-28960.00,-17795.00,-31627.00,-11263.00
2009:Q1,-12180.00,29317.00,-10903.00,91000.00,-10903.00,36566.00,39264.00,14234.00,11839.00,585.00,-16483.00,-34882.00,29317.00,-12180.00,-236.00,-16902.00,-14344.00,-5626.00,51936.00,14253.00
2009:Q2,-10720.00,169546.00,5105.00,130587.00,5105.00,30639.00,16929.00,23926.00,53988.00,449.00,65187.00,-31782.00,169546.00,-10720.00,19807.00,35189.00,15095.00,14690.00,84640.00,19933.00
2009:Q3,-9446.00,171592.00,7580.00,157266.00,7580.00,30249.00,29604.00,26248.00,63585.00,353.00,44795.00,-38402.00,171592.00,-9446.00,12813.00,1338.00,15817.00,12965.00,112204.00,29269.00
2009:Q4,-8328.00,162933.00,6333.00,137600.00,6333.00,10964.00,-8939.00,20204.00,109038.00,-78.00,12647.00,6431.00,162933.00,-8328.00,14473.00,-12099.00,31003.00,17152.00,109021.00,17856.00
2010:Q1,-5286.00,151173.00,-1189.00,153818.00,-1189.00,50585.00,20042.00,21482.00,62898.00,-1714.00,49619.00,-49361.00,151173.00,-5286.00,5681.00,5283.00,23296.00,17082.00,88941.00,16571.00
2010:Q2,-5814.00,79384.00,-10846.00,103320.00,-10846.00,47628.00,68852.00,11383.00,-13697.00,654.00,13646.00,-27390.00,79384.00,-5814.00,7304.00,-14492.00,7353.00,9442.00,68448.00,8632.00
2010:Q3,-6474.00,81229.00,4400.00,109041.00,4400.00,13662.00,-16681.00,9458.00,98202.00,1539.00,-10111.00,-23640.00,81229.00,-6474.00,3205.00,-31835.00,3234.00,8204.00,87116.00,14509.00
2010:Q4,-7296.00,84093.00,4818.00,79968.00,4818.00,17928.00,2507.00,-9372.00,64087.00,-1311.00,15853.00,-15235.00,84093.00,-7296.00,9313.00,-4494.00,43624.00,21554.00,39225.00,-15825.00
2011:Q1,-8532.00,100922.00,24916.00,-23847.00,24916.00,-14186.00,-97458.00,-15179.00,78060.00,12176.00,67019.00,20658.00,100922.00,-8532.00,-785.00,16611.00,20654.00,28919.00,50967.00,-16277.00
2011:Q2,-9170.00,76384.00,5741.00,21428.00,5741.00,-4522.00,227.00,-5887.00,25869.00,12993.00,22091.00,14131.00,76384.00,-9170.00,-1008.00,-18020.00,7777.00,17566.00,68763.00,260.00
2011:Q3,-9232.00,-27632.00,6263.00,-47581.00,6263.00,-18853.00,28060.00,1208.00,-64259.00,-4467.00,-39856.00,58009.00,-27632.00,-9232.00,-4996.00,-62139.00,-2820.00,5458.00,28027.00,3838.00
2011:Q4,-8782.00,51125.00,-21920.00,198579.00,-21920.00,68638.00,140093.00,12394.00,-626.00,-1790.00,-42271.00,-81473.00,51125.00,-8782.00,5290.00,-31570.00,2702.00,13460.00,53489.00,13060.00
2012:Q1,-9832.00,134053.00,4945.00,208117.00,4945.00,66102.00,39838.00,20058.00,77174.00,719.00,27.00,-79755.00,134053.00,-9832.00,-422.00,-12034.00,8221.00,29784.00,88358.00,19701.00
2012:Q2,-9449.00,82597.00,3973.00,81296.00,3973.00,2151.00,40869.00,18418.00,15885.00,5025.00,-3249.00,-4448.00,82597.00,-9449.00,1378.00,-31474.00,20946.00,10268.00,68041.00,14832.00
2012:Q3,-10285.00,87064.00,4669.00,129029.00,4669.00,72888.00,-40374.00,17623.00,74223.00,1400.00,-20524.00,-27510.00,87064.00,-10285.00,-4740.00,-35577.00,-5156.00,21159.00,88344.00,18277.00
2012:Q4,-11891.00,82587.00,-7273.00,90058.00,-7273.00,-43775.00,66276.00,14651.00,60179.00,5069.00,-22567.00,17300.00,82587.00,-11891.00,-2277.00,-31270.00,9790.00,7585.00,85979.00,10418.00
2013:Q1,-14318.00,192775.00,10731.00,148874.00,10731.00,26842.00,1508.00,13543.00,96250.00,7705.00,45514.00,-20049.00,192775.00,-14318.00,-7226.00,24740.00,48329.00,32852.00,74092.00,12746.00
2013:Q2,-12807.00,44575.00,3420.00,-18999.00,3420.00,-28848.00,16751.00,-13474.00,3152.00,17470.00,65154.00,-22470.00,44575.00,-12807.00,-8785.00,432.00,31743.00,24734.00,3418.00,-15868.00
2013:Q3,-16733.00,29227.00,4840.00,-44042.00,4840.00,-37192.00,-55244.00,-25664.00,69218.00,7011.00,43675.00,17743.00,29227.00,-16733.00,-11534.00,13189.00,29409.00,22869.00,-10943.00,-25434.00
2013:Q4,-13878.00,79748.00,3302.00,25088.00,3302.00,-15070.00,-4352.00,-13890.00,55098.00,7192.00,42988.00,1178.00,79748.00,-13878.00,-5311.00,29744.00,59937.00,15444.00,-8775.00,-16628.00
2014:Q1,-19536.00,124790.00,7452.00,-14501.00,7452.00,102657.00,-151098.00,-1697.00,28185.00,15074.00,68558.00,48207.00,124790.00,-19536.00,-15296.00,25932.00,37078.00,17949.00,36938.00,6828.00
2014:Q2,-18559.00,91349.00,8772.00,76182.00,8772.00,8489.00,-15751.00,8207.00,66465.00,-3656.00,35148.00,-25097.00,91349.00,-18559.00,-9765.00,-8363.00,27341.00,19057.00,43143.00,10255.00
2014:Q3,-18000.00,33213.00,-328.00,7380.00,-328.00,69535.00,-60598.00,-2444.00,1215.00,2442.00,19327.00,4392.00,33213.00,-18000.00,-14645.00,-23583.00,26562.00,13860.00,5337.00,10879.00
2014:Q4,-17464.00,60343.00,-5967.00,24004.00,-5967.00,12627.00,27097.00,10999.00,-20752.00,-4412.00,-28558.00,75276.00,60343.00,-17464.00,-7493.00,4958.00,29065.00,5828.00,7516.00,12789.00
2015:Q1,-17357.00,104676.00,-1305.00,64864.00,-1305.00,19871.00,14928.00,10732.00,20638.00,5883.00,50410.00,-15176.00,104676.00,-17357.00,-13048.00,9388.00,28919.00,14450.00,39877.00,12043.00
2015:Q2,-17045.00,59798.00,-4154.00,99266.00,-4154.00,31641.00,-25761.00,2726.00,94814.00,-6028.00,56767.00,-86053.00,59798.00,-17045.00,-10963.00,-41639.00,50533.00,8670.00,40912.00,1324.00
2015:Q3,-16996.00,-48964.00,-5716.00,-44248.00,-5716.00,55514.00,-51996.00,-2650.00,-39400.00,-12733.00,9002.00,4731.00,-48964.00,-16996.00,-16554.00,-47456.00,35743.00,-6315.00,-31666.00,729.00
2015:Q4,-16898.00,-19696.00,-1205.00,-3163.00,-1205.00,48296.00,-35420.00,5417.00,-20251.00,-2746.00,-60132.00,47550.00,-19696.00,-16898.00,-3854.00,-22474.00,11280.00,-8489.00,-14090.00,14078.00
2016:Q1,-9771.00,37861.00,5113.00,5977.00,5113.00,-10090.00,18982.00,19956.00,-27984.00,5514.00,-3263.00,24520.00,37861.00,-9771.00,-16979.00,-17331.00,23178.00,-3808.00,18134.00,17690.00
2016:Q2,-13789.00,21693.00,-2533.00,94503.00,-2533.00,32165.00,11854.00,23630.00,29387.00,-4872.00,-18490.00,-46915.00,21693.00,-13789.00,-15078.00,-38927.00,-2526.00,1426.00,39036.00,22684.00
2016:Q3,-19440.00,8529.00,-978.00,55308.00,-978.00,13089.00,9367.00,18964.00,14866.00,7595.00,-50459.00,-2937.00,8529.00,-19440.00,-14399.00,-58577.00,-17386.00,-568.00,65062.00,19997.00
