date,FU656006403.Q,FU654090000.Q,FU652051003.Q,FU654022005.Q,FU653069100.Q,FU653061105.Q,FU653061703.Q,FU653062003.Q,FU653063005.Q,FU653069803.Q,FU653064100.Q,FU653093005.Q,FU653164205.Q,FU657005005.Q,FU654090500.Q,FU654091603.Q,FU654092603.Q,FU654091403.Q,FU654091303.Q,FU654091203.Q
1953:Q3,-14.00,77.00,-2.00,4.00,-2.00,7.00,0.00,0.00,-1.00,0.00,75.00,0.00,77.00,-14.00,0.00,ND,ND,ND,ND,ND
1953:Q4,-7.00,86.00,19.00,23.00,19.00,-12.00,0.00,0.00,16.00,0.00,44.00,0.00,86.00,-7.00,0.00,ND,ND,ND,ND,ND
1954:Q1,0.00,100.00,-4.00,48.00,-4.00,19.00,0.00,0.00,33.00,0.00,56.00,0.00,100.00,0.00,0.00,ND,ND,ND,ND,ND
1954:Q2,0.00,53.00,-5.00,13.00,-5.00,-11.00,0.00,0.00,29.00,0.00,45.00,0.00,53.00,0.00,0.00,ND,ND,ND,ND,ND
1954:Q3,-8.00,114.00,3.00,40.00,3.00,6.00,0.00,0.00,31.00,0.00,71.00,0.00,114.00,-8.00,0.00,ND,ND,ND,ND,ND
1954:Q4,-94.00,154.00,6.00,23.00,6.00,11.00,0.00,0.00,6.00,0.00,125.00,0.00,154.00,-94.00,0.00,ND,ND,ND,ND,ND
1955:Q1,-25.00,142.00,17.00,6.00,17.00,-2.00,0.00,0.00,-9.00,0.00,119.00,0.00,142.00,-25.00,0.00,ND,ND,ND,ND,ND
1955:Q2,-8.00,121.00,-3.00,51.00,-3.00,27.00,0.00,0.00,27.00,0.00,73.00,0.00,121.00,-8.00,0.00,ND,ND,ND,ND,ND
1955:Q3,-26.00,169.00,12.00,67.00,12.00,54.00,0.00,0.00,1.00,0.00,90.00,0.00,169.00,-26.00,0.00,ND,ND,ND,ND,ND
1955:Q4,-149.00,140.00,-12.00,25.00,-12.00,22.00,0.00,0.00,15.00,0.00,127.00,0.00,140.00,-149.00,0.00,ND,ND,ND,ND,ND
1956:Q1,-54.00,314.00,43.00,96.00,43.00,-17.00,0.00,0.00,70.00,0.00,175.00,0.00,314.00,-54.00,0.00,ND,ND,ND,ND,ND
1956:Q2,-10.00,35.00,-36.00,-90.00,-36.00,-17.00,0.00,0.00,-37.00,0.00,161.00,0.00,35.00,-10.00,0.00,ND,ND,ND,ND,ND
1956:Q3,-23.00,323.00,21.00,199.00,21.00,44.00,0.00,0.00,134.00,0.00,103.00,0.00,323.00,-23.00,0.00,ND,ND,ND,ND,ND
1956:Q4,-175.00,114.00,-12.00,26.00,-12.00,11.00,0.00,0.00,27.00,0.00,100.00,0.00,114.00,-175.00,0.00,ND,ND,ND,ND,ND
1957:Q1,-76.00,231.00,13.00,43.00,13.00,4.00,0.00,0.00,26.00,0.00,175.00,0.00,231.00,-76.00,0.00,ND,ND,ND,ND,ND
1957:Q2,-9.00,224.00,5.00,97.00,5.00,12.00,0.00,0.00,80.00,0.00,122.00,0.00,224.00,-9.00,0.00,ND,ND,ND,ND,ND
1957:Q3,-8.00,193.00,-7.00,-25.00,-7.00,-1.00,0.00,0.00,-17.00,0.00,225.00,0.00,193.00,-8.00,0.00,ND,ND,ND,ND,ND
1957:Q4,-142.00,187.00,4.00,14.00,4.00,-14.00,0.00,0.00,24.00,0.00,169.00,0.00,187.00,-142.00,0.00,ND,ND,ND,ND,ND
1958:Q1,-69.00,325.00,30.00,118.00,30.00,37.00,0.00,0.00,51.00,0.00,177.00,0.00,325.00,-69.00,0.00,ND,ND,ND,ND,ND
1958:Q2,20.00,467.00,30.00,180.00,30.00,87.00,0.00,0.00,63.00,0.00,257.00,0.00,467.00,20.00,0.00,ND,ND,ND,ND,ND
1958:Q3,12.00,339.00,-11.00,-1.00,-11.00,-45.00,0.00,0.00,55.00,0.00,351.00,0.00,339.00,12.00,0.00,ND,ND,ND,ND,ND
1958:Q4,-152.00,277.00,-55.00,-24.00,-55.00,45.00,0.00,0.00,-14.00,0.00,356.00,0.00,277.00,-152.00,0.00,ND,ND,ND,ND,ND
1959:Q1,30.00,428.00,32.00,75.00,32.00,31.00,0.00,0.00,12.00,0.00,321.00,0.00,428.00,30.00,0.00,ND,ND,ND,ND,ND
1959:Q2,27.00,301.00,2.00,34.00,2.00,0.00,0.00,0.00,32.00,0.00,265.00,0.00,301.00,27.00,0.00,ND,ND,ND,ND,ND
1959:Q3,33.00,355.00,36.00,137.00,36.00,85.00,0.00,0.00,16.00,0.00,182.00,0.00,355.00,33.00,0.00,ND,ND,ND,ND,ND
1959:Q4,47.00,335.00,-35.00,100.00,-35.00,39.00,0.00,0.00,96.00,0.00,270.00,0.00,335.00,47.00,0.00,ND,ND,ND,ND,ND
1960:Q1,37.00,311.00,28.00,49.00,28.00,49.00,0.00,0.00,-28.00,0.00,234.00,0.00,311.00,37.00,0.00,ND,ND,ND,ND,ND
1960:Q2,12.00,333.00,9.00,71.00,9.00,10.00,0.00,0.00,52.00,0.00,253.00,0.00,333.00,12.00,0.00,ND,ND,ND,ND,ND
1960:Q3,-15.00,268.00,20.00,87.00,20.00,-7.00,0.00,0.00,74.00,0.00,161.00,0.00,268.00,-15.00,0.00,ND,ND,ND,ND,ND
1960:Q4,38.00,137.00,-32.00,37.00,-32.00,11.00,0.00,0.00,58.00,0.00,132.00,0.00,137.00,38.00,0.00,ND,ND,ND,ND,ND
1961:Q1,30.00,418.00,63.00,48.00,63.00,-80.00,0.00,0.00,65.00,0.00,307.00,0.00,418.00,30.00,0.00,ND,ND,ND,ND,ND
1961:Q2,2.00,288.00,-37.00,-55.00,-37.00,-28.00,0.00,0.00,10.00,0.00,380.00,0.00,288.00,2.00,0.00,ND,ND,ND,ND,ND
1961:Q3,-11.00,411.00,53.00,124.00,53.00,38.00,0.00,0.00,33.00,0.00,234.00,0.00,411.00,-11.00,0.00,ND,ND,ND,ND,ND
1961:Q4,11.00,554.00,-82.00,289.00,-82.00,139.00,0.00,0.00,232.00,0.00,347.00,0.00,554.00,11.00,0.00,ND,ND,ND,ND,ND
1962:Q1,18.00,389.00,142.00,-29.00,142.00,-36.00,0.00,0.00,-135.00,0.00,276.00,0.00,389.00,18.00,0.00,ND,ND,ND,ND,ND
1962:Q2,-8.00,446.00,-62.00,-62.00,-62.00,-141.00,0.00,0.00,141.00,0.00,570.00,0.00,446.00,-8.00,0.00,ND,ND,ND,ND,ND
1962:Q3,16.00,163.00,19.00,242.00,19.00,278.00,0.00,0.00,-55.00,0.00,-98.00,0.00,163.00,16.00,0.00,ND,ND,ND,ND,ND
1962:Q4,53.00,252.00,16.00,43.00,16.00,-52.00,0.00,0.00,79.00,0.00,193.00,0.00,252.00,53.00,0.00,ND,ND,ND,ND,ND
1963:Q1,22.00,219.00,27.00,3.00,27.00,-19.00,0.00,0.00,-5.00,0.00,189.00,0.00,219.00,22.00,0.00,ND,ND,ND,ND,ND
1963:Q2,11.00,119.00,-27.00,-159.00,-27.00,-129.00,0.00,0.00,-3.00,0.00,305.00,0.00,119.00,11.00,0.00,ND,ND,ND,ND,ND
1963:Q3,8.00,356.00,-3.00,232.00,-3.00,139.00,0.00,0.00,96.00,0.00,127.00,0.00,356.00,8.00,0.00,ND,ND,ND,ND,ND
1963:Q4,-16.00,273.00,21.00,104.00,21.00,0.00,0.00,0.00,83.00,0.00,148.00,0.00,273.00,-16.00,0.00,ND,ND,ND,ND,ND
1964:Q1,-51.00,55.00,-17.00,71.00,-17.00,95.00,0.00,0.00,-7.00,0.00,1.00,0.00,55.00,-51.00,0.00,ND,ND,ND,ND,ND
1964:Q2,-69.00,390.00,44.00,198.00,44.00,8.00,0.00,0.00,146.00,0.00,148.00,0.00,390.00,-69.00,0.00,ND,ND,ND,ND,ND
1964:Q3,-70.00,318.00,-71.00,83.00,-71.00,80.00,0.00,0.00,74.00,0.00,306.00,0.00,318.00,-70.00,0.00,ND,ND,ND,ND,ND
1964:Q4,-83.00,427.00,18.00,22.00,18.00,-144.00,0.00,0.00,148.00,0.00,387.00,0.00,427.00,-83.00,0.00,ND,ND,ND,ND,ND
1965:Q1,-22.00,568.00,106.00,348.00,106.00,57.00,0.00,0.00,185.00,0.00,114.00,0.00,568.00,-22.00,0.00,ND,ND,ND,ND,ND
1965:Q2,-31.00,299.00,18.00,-96.00,18.00,-186.00,0.00,0.00,72.00,0.00,377.00,0.00,299.00,-31.00,0.00,ND,ND,ND,ND,ND
1965:Q3,-45.00,723.00,33.00,373.00,33.00,274.00,0.00,0.00,66.00,0.00,317.00,0.00,723.00,-45.00,0.00,ND,ND,ND,ND,ND
1965:Q4,-47.00,560.00,58.00,39.00,58.00,-101.00,0.00,0.00,82.00,0.00,463.00,0.00,560.00,-47.00,0.00,ND,ND,ND,ND,ND
1966:Q1,49.00,1048.00,-3.00,447.00,-3.00,244.00,0.00,0.00,206.00,0.00,604.00,0.00,1048.00,49.00,0.00,ND,ND,ND,ND,ND
1966:Q2,46.00,644.00,90.00,270.00,90.00,116.00,0.00,0.00,64.00,0.00,284.00,0.00,644.00,46.00,0.00,ND,ND,ND,ND,ND
1966:Q3,24.00,284.00,211.00,372.00,211.00,278.00,0.00,0.00,-117.00,0.00,-299.00,0.00,284.00,24.00,0.00,ND,ND,ND,ND,ND
1966:Q4,21.00,506.00,-27.00,169.00,-27.00,-12.00,0.00,0.00,208.00,0.00,364.00,0.00,506.00,21.00,0.00,ND,ND,ND,ND,ND
1967:Q1,78.00,518.00,-34.00,-284.00,-34.00,-220.00,0.00,0.00,-30.00,0.00,836.00,0.00,518.00,78.00,0.00,ND,ND,ND,ND,ND
1967:Q2,41.00,291.00,68.00,-472.00,68.00,-315.00,0.00,0.00,-225.00,0.00,695.00,0.00,291.00,41.00,0.00,ND,ND,ND,ND,ND
1967:Q3,45.00,349.00,-26.00,-218.00,-26.00,-208.00,0.00,0.00,16.00,0.00,593.00,0.00,349.00,45.00,0.00,ND,ND,ND,ND,ND
1967:Q4,55.00,-63.00,48.00,164.00,48.00,227.00,0.00,0.00,-111.00,0.00,-275.00,0.00,-63.00,55.00,0.00,ND,ND,ND,ND,ND
1968:Q1,49.00,1064.00,553.00,609.00,553.00,246.00,0.00,0.00,-190.00,0.00,-98.00,0.00,1064.00,49.00,0.00,ND,ND,ND,ND,ND
1968:Q2,73.00,426.00,-263.00,-592.00,-263.00,-120.00,0.00,0.00,-209.00,0.00,1281.00,0.00,426.00,73.00,0.00,ND,ND,ND,ND,ND
1968:Q3,-26.00,593.00,58.00,328.00,58.00,358.00,0.00,0.00,-88.00,0.00,207.00,0.00,593.00,-26.00,0.00,ND,ND,ND,ND,ND
1968:Q4,19.00,429.00,-149.00,-526.00,-149.00,-262.00,0.00,0.00,-115.00,0.00,1104.00,0.00,429.00,19.00,0.00,ND,ND,ND,ND,ND
1969:Q1,34.00,1089.00,358.00,1033.00,358.00,428.00,0.00,0.00,247.00,0.00,-302.00,0.00,1089.00,34.00,0.00,ND,ND,ND,ND,ND
1969:Q2,23.00,813.00,109.00,-401.00,109.00,-612.00,0.00,0.00,102.00,0.00,1105.00,0.00,813.00,23.00,0.00,ND,ND,ND,ND,ND
1969:Q3,18.00,911.00,203.00,574.00,203.00,51.00,0.00,0.00,320.00,0.00,134.00,0.00,911.00,18.00,0.00,ND,ND,ND,ND,ND
1969:Q4,25.00,518.00,-106.00,-189.00,-106.00,-335.00,0.00,0.00,252.00,0.00,813.00,0.00,518.00,25.00,0.00,ND,ND,ND,ND,ND
1970:Q1,19.00,471.00,199.00,444.00,199.00,-199.00,0.00,0.00,444.00,0.00,-172.00,0.00,471.00,19.00,0.00,ND,ND,ND,ND,ND
1970:Q2,-32.00,464.00,-868.00,1349.00,-868.00,2087.00,0.00,0.00,130.00,0.00,-17.00,0.00,464.00,-32.00,0.00,ND,ND,ND,ND,ND
1970:Q3,-32.00,547.00,969.00,-731.00,969.00,-1741.00,0.00,0.00,41.00,0.00,309.00,0.00,547.00,-32.00,0.00,ND,ND,ND,ND,ND
1970:Q4,-32.00,93.00,-486.00,-478.00,-486.00,28.00,0.00,0.00,-20.00,0.00,1057.00,0.00,93.00,-32.00,0.00,ND,ND,ND,ND,ND
1971:Q1,-21.00,152.00,-182.00,-261.00,-182.00,42.00,0.00,0.00,-121.00,0.00,595.00,0.00,152.00,-21.00,0.00,ND,ND,ND,ND,ND
1971:Q2,0.00,-2.00,-121.00,-157.00,-121.00,-255.00,0.00,0.00,219.00,0.00,276.00,0.00,-2.00,0.00,0.00,ND,ND,ND,ND,ND
1971:Q3,-28.00,-317.00,-70.00,-374.00,-70.00,-180.00,0.00,0.00,-124.00,0.00,127.00,0.00,-317.00,-28.00,0.00,ND,ND,ND,ND,ND
1971:Q4,5.00,284.00,275.00,586.00,275.00,102.00,0.00,0.00,209.00,0.00,-577.00,0.00,284.00,5.00,0.00,ND,ND,ND,ND,ND
1972:Q1,1.00,-124.00,45.00,311.00,45.00,-1.00,0.00,0.00,267.00,0.00,-480.00,0.00,-124.00,1.00,0.00,ND,ND,ND,ND,ND
1972:Q2,25.00,-555.00,-124.00,-84.00,-124.00,12.00,0.00,0.00,28.00,0.00,-347.00,0.00,-555.00,25.00,0.00,ND,ND,ND,ND,ND
1972:Q3,4.00,-183.00,119.00,421.00,119.00,142.00,0.00,0.00,160.00,0.00,-723.00,0.00,-183.00,4.00,0.00,ND,ND,ND,ND,ND
1972:Q4,-41.00,-599.00,-169.00,-146.00,-169.00,-23.00,0.00,0.00,46.00,0.00,-284.00,0.00,-599.00,-41.00,0.00,ND,ND,ND,ND,ND
1973:Q1,6.00,-372.00,474.00,441.00,474.00,-208.00,0.00,0.00,175.00,0.00,-1287.00,0.00,-372.00,6.00,0.00,ND,ND,ND,ND,ND
1973:Q2,-52.00,-248.00,154.00,124.00,154.00,81.00,0.00,0.00,-111.00,0.00,-526.00,0.00,-248.00,-52.00,0.00,ND,ND,ND,ND,ND
1973:Q3,-120.00,-118.00,179.00,233.00,179.00,120.00,0.00,0.00,-66.00,0.00,-530.00,0.00,-118.00,-120.00,0.00,ND,ND,ND,ND,ND
1973:Q4,-96.00,-390.00,-309.00,-180.00,-309.00,-22.00,0.00,0.00,151.00,0.00,99.00,0.00,-390.00,-96.00,0.00,ND,ND,ND,ND,ND
1974:Q1,-95.00,-106.00,86.00,489.00,86.00,199.00,0.00,0.00,204.00,0.00,-681.00,0.00,-106.00,-95.00,0.00,ND,ND,ND,ND,ND
1974:Q2,-83.00,-24.00,114.00,-64.00,114.00,-364.00,0.00,0.00,186.00,0.00,-74.00,0.00,-24.00,-83.00,0.00,ND,ND,ND,ND,ND
1974:Q3,-47.00,-51.00,-178.00,144.00,-178.00,331.00,0.00,0.00,-9.00,0.00,-17.00,0.00,-51.00,-47.00,0.00,ND,ND,ND,ND,ND
1974:Q4,6.00,232.00,-286.00,186.00,-286.00,283.00,0.00,0.00,189.00,0.00,332.00,0.00,232.00,6.00,0.00,ND,ND,ND,ND,ND
1975:Q1,-16.00,211.00,136.00,55.00,136.00,-324.00,0.00,0.00,243.00,0.00,20.00,0.00,211.00,-16.00,0.00,ND,ND,ND,ND,ND
1975:Q2,-17.00,-130.00,-198.00,166.00,-198.00,164.00,0.00,0.00,200.00,0.00,-98.00,0.00,-130.00,-17.00,0.00,ND,ND,ND,ND,ND
1975:Q3,-38.00,-237.00,-269.00,411.00,-269.00,544.00,0.00,0.00,136.00,0.00,-379.00,0.00,-237.00,-38.00,0.00,ND,ND,ND,ND,ND
1975:Q4,-28.00,-202.00,265.00,-1.00,265.00,-427.00,0.00,0.00,161.00,0.00,-466.00,0.00,-202.00,-28.00,0.00,ND,ND,ND,ND,ND
1976:Q1,-37.00,-812.00,-618.00,-357.00,-618.00,369.00,0.00,0.00,-108.00,0.00,163.00,0.00,-812.00,-37.00,0.00,ND,ND,ND,ND,ND
1976:Q2,-42.00,-965.00,19.00,-48.00,19.00,-239.00,0.00,23.00,149.00,0.00,-936.00,0.00,-965.00,-42.00,0.00,ND,ND,ND,ND,ND
1976:Q3,-72.00,-698.00,-172.00,171.00,-172.00,172.00,0.00,88.00,83.00,0.00,-697.00,0.00,-698.00,-72.00,0.00,ND,ND,ND,ND,ND
1976:Q4,-61.00,-47.00,253.00,610.00,253.00,-282.00,0.00,414.00,225.00,0.00,-910.00,0.00,-47.00,-61.00,0.00,ND,ND,ND,ND,ND
1977:Q1,-58.00,-723.00,-33.00,838.00,-33.00,282.00,0.00,459.00,130.00,0.00,-1528.00,0.00,-723.00,-58.00,0.00,ND,ND,ND,ND,ND
1977:Q2,-69.00,838.00,377.00,1095.00,377.00,117.00,0.00,419.00,182.00,0.00,-634.00,0.00,838.00,-69.00,0.00,ND,ND,ND,ND,ND
1977:Q3,-79.00,569.00,193.00,1469.00,193.00,255.00,0.00,472.00,549.00,0.00,-1093.00,0.00,569.00,-79.00,0.00,ND,ND,ND,ND,ND
1977:Q4,-43.00,-22.00,-25.00,483.00,-25.00,23.00,0.00,280.00,205.00,0.00,-480.00,0.00,-22.00,-43.00,0.00,ND,ND,ND,ND,ND
1978:Q1,-7.00,305.00,453.00,800.00,453.00,70.00,0.00,432.00,-155.00,0.00,-948.00,0.00,305.00,-7.00,0.00,ND,ND,ND,ND,ND
1978:Q2,13.00,-438.00,27.00,-65.00,27.00,-15.00,0.00,53.00,-130.00,0.00,-400.00,0.00,-438.00,13.00,0.00,ND,ND,ND,ND,ND
1978:Q3,8.00,-507.00,-386.00,-432.00,-386.00,-70.00,0.00,143.00,-119.00,0.00,311.00,0.00,-507.00,8.00,0.00,ND,ND,ND,ND,ND
1978:Q4,17.00,-235.00,454.00,-85.00,454.00,-164.00,0.00,-100.00,-275.00,0.00,-604.00,0.00,-235.00,17.00,0.00,ND,ND,ND,ND,ND
1979:Q1,7.00,-184.00,-41.00,671.00,-41.00,138.00,0.00,330.00,244.00,0.00,-814.00,0.00,-184.00,7.00,0.00,ND,ND,ND,ND,ND
1979:Q2,-4.00,68.00,2.00,1015.00,2.00,-220.00,0.00,647.00,586.00,0.00,-949.00,0.00,68.00,-4.00,0.00,ND,ND,ND,ND,ND
1979:Q3,-68.00,-361.00,81.00,391.00,81.00,-123.00,0.00,409.00,24.00,0.00,-833.00,0.00,-361.00,-68.00,0.00,ND,ND,ND,ND,ND
1979:Q4,-102.00,-356.00,-117.00,-40.00,-117.00,157.00,0.00,-30.00,-50.00,0.00,-199.00,0.00,-356.00,-102.00,0.00,ND,ND,ND,ND,ND
1980:Q1,99.00,-796.00,128.00,950.00,128.00,256.00,0.00,-244.00,810.00,0.00,-1874.00,0.00,-796.00,99.00,394.00,ND,ND,ND,ND,ND
1980:Q2,44.00,1094.00,-226.00,234.00,-226.00,689.00,0.00,167.00,-396.00,0.00,1085.00,1.00,1094.00,44.00,-351.00,ND,ND,ND,ND,ND
1980:Q3,270.00,973.00,447.00,1835.00,447.00,-471.00,0.00,489.00,1370.00,0.00,-1309.00,0.00,973.00,270.00,394.00,ND,ND,ND,ND,ND
1980:Q4,243.00,731.00,149.00,126.00,149.00,-76.00,0.00,41.00,12.00,0.00,456.00,0.00,731.00,243.00,373.00,ND,ND,ND,ND,ND
1981:Q1,304.00,767.00,-542.00,1123.00,-542.00,812.00,0.00,412.00,441.00,0.00,187.00,-1.00,767.00,304.00,-1.00,ND,ND,ND,ND,ND
1981:Q2,402.00,795.00,267.00,1658.00,267.00,-254.00,0.00,499.00,1146.00,0.00,-1130.00,0.00,795.00,402.00,109.00,ND,ND,ND,ND,ND
1981:Q3,403.00,699.00,118.00,1740.00,118.00,175.00,0.00,524.00,923.00,0.00,-1160.00,1.00,699.00,403.00,619.00,ND,ND,ND,ND,ND
1981:Q4,496.00,1196.00,84.00,173.00,84.00,153.00,0.00,154.00,-218.00,0.00,939.00,0.00,1196.00,496.00,281.00,ND,ND,ND,ND,ND
1982:Q1,357.00,1327.00,56.00,323.00,56.00,718.00,0.00,116.00,-567.00,0.00,948.00,0.00,1327.00,357.00,137.00,ND,ND,ND,ND,ND
1982:Q2,698.00,1517.00,257.00,984.00,257.00,386.00,0.00,359.00,-18.00,0.00,276.00,0.00,1517.00,698.00,214.00,ND,ND,ND,ND,ND
1982:Q3,620.00,2972.00,-421.00,-526.00,-421.00,327.00,0.00,179.00,-611.00,0.00,3919.00,0.00,2972.00,620.00,353.00,ND,ND,ND,ND,ND
1982:Q4,518.00,3672.00,-51.00,153.00,-51.00,305.00,0.00,851.00,-952.00,0.00,3570.00,0.00,3672.00,518.00,260.00,ND,ND,ND,ND,ND
1983:Q1,569.00,6282.00,611.00,2738.00,611.00,-408.00,349.00,1821.00,365.00,0.00,2729.00,204.00,6282.00,569.00,-214.00,ND,ND,ND,ND,ND
1983:Q2,480.00,8186.00,304.00,3615.00,304.00,639.00,509.00,1210.00,953.00,0.00,4248.00,19.00,8186.00,480.00,144.00,ND,ND,ND,ND,ND
1983:Q3,141.00,5395.00,-42.00,1293.00,-42.00,-704.00,352.00,1245.00,442.00,0.00,4143.00,1.00,5395.00,141.00,609.00,ND,ND,ND,ND,ND
1983:Q4,-62.00,5166.00,-92.00,2645.00,-92.00,-281.00,443.00,1363.00,1212.00,0.00,2561.00,52.00,5166.00,-62.00,499.00,ND,ND,ND,ND,ND
1984:Q1,116.00,6924.00,1346.00,4357.00,1346.00,755.00,705.00,1079.00,472.00,0.00,1298.00,-77.00,6924.00,116.00,669.00,ND,ND,ND,ND,ND
1984:Q2,82.00,4945.00,451.00,4616.00,451.00,741.00,868.00,1712.00,844.00,0.00,-122.00,0.00,4945.00,82.00,-135.00,ND,ND,ND,ND,ND
1984:Q3,270.00,7775.00,1067.00,2955.00,1067.00,665.00,1074.00,1045.00,-896.00,0.00,3755.00,-2.00,7775.00,270.00,249.00,ND,ND,ND,ND,ND
1984:Q4,439.00,5483.00,-807.00,2497.00,-807.00,235.00,1021.00,1442.00,606.00,0.00,3523.00,270.00,5483.00,439.00,495.00,ND,ND,ND,ND,ND
1985:Q1,552.00,12564.00,-335.00,12838.00,-335.00,5494.00,4031.00,2499.00,1149.00,0.00,168.00,-107.00,12564.00,552.00,202.00,ND,ND,ND,ND,ND
1985:Q2,168.00,19683.00,353.00,13497.00,353.00,4473.00,2844.00,4460.00,1367.00,0.00,5979.00,-146.00,19683.00,168.00,165.00,ND,ND,ND,ND,ND
1985:Q3,289.00,20175.00,673.00,15989.00,673.00,6656.00,4082.00,3563.00,1015.00,0.00,3527.00,-14.00,20175.00,289.00,178.00,ND,ND,ND,ND,ND
1985:Q4,103.00,29512.00,-859.00,30218.00,-859.00,14973.00,9193.00,4386.00,2525.00,0.00,-1119.00,1272.00,29512.00,103.00,167.00,ND,ND,ND,ND,ND
1986:Q1,964.00,38702.00,3408.00,26642.00,3408.00,6398.00,6680.00,6880.00,3276.00,0.00,8027.00,625.00,38702.00,964.00,1304.00,ND,ND,ND,ND,ND
