1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q1,67432.00,0.00,3600.00,9608.00,0.00,21296.00,4964.00,12116.00,-2916.00,1844.00,5288.00,-300.00,-2728.00,1272.00,3756.00,24124.00,6804.00,88119.00,28537.00,14646.00,42424.00,-638.00,3150.00,56107.00,9067.00,10210.00,36830.00,32012.00,19470.00,4436.00,5594.00,-638.00,3150.00,29453.00,11876.00,5112.00,3428.00,-464.00,9501.00,2010.00,72001.00,5594.00,88.00,32.00,66351.00,38330.00,28021.00,371809.00,19.36,17.85,10.31,7.54
1960:Q2,50560.00,0.00,-464.00,12820.00,0.00,13756.00,676.00,3728.00,2216.00,5252.00,1884.00,2408.00,-4040.00,1412.00,3508.00,23492.00,-2332.00,84848.00,26270.00,14482.00,43337.00,-652.00,1411.00,56565.00,9130.00,10271.00,37164.00,28283.00,17140.00,4211.00,6173.00,-652.00,1411.00,23111.00,10092.00,5400.00,6116.00,1244.00,259.00,2247.00,57979.00,6173.00,360.00,32.00,51478.00,36519.00,14959.00,376097.00,15.42,13.69,9.71,3.98
1960:Q3,37080.00,0.00,5580.00,13220.00,0.00,-10088.00,-420.00,-8724.00,-1944.00,692.00,308.00,3096.00,-3900.00,1072.00,3068.00,23344.00,1688.00,83466.00,25446.00,14078.00,42862.00,-671.00,1751.00,57059.00,9195.00,10328.00,37536.00,26407.00,16251.00,3750.00,5326.00,-671.00,1751.00,24191.00,11700.00,5064.00,3932.00,1112.00,2383.00,2145.00,41441.00,5326.00,84.00,36.00,36067.00,38502.00,-2435.00,378212.00,10.96,9.54,10.18,-0.64
1960:Q4,32024.00,0.00,-3496.00,12096.00,0.00,-3528.00,-1448.00,-4680.00,-2292.00,2792.00,2100.00,6624.00,-4424.00,440.00,2580.00,23700.00,-1968.00,79039.00,25439.00,14172.00,41708.00,-695.00,-1585.00,57442.00,9265.00,10379.00,37798.00,21597.00,16174.00,3793.00,3910.00,-695.00,-1585.00,16088.00,11448.00,3548.00,2664.00,888.00,-2460.00,2566.00,40100.00,3910.00,-316.00,36.00,36542.00,37952.00,-1410.00,379743.00,10.56,9.62,9.99,-0.37
1961:Q1,53384.00,0.00,6388.00,22264.00,0.00,-6780.00,2536.00,-4944.00,-3112.00,-1368.00,108.00,-376.00,-1516.00,1716.00,2752.00,23396.00,5540.00,78087.00,25431.00,14205.00,39355.00,-730.00,-174.00,57672.00,9429.00,10343.00,37900.00,20415.00,16002.00,3862.00,1455.00,-730.00,-174.00,30401.00,11128.00,6416.00,1685.00,2284.00,8888.00,2551.00,45949.00,1455.00,-56.00,48.00,44598.00,41743.00,2855.00,384139.00,11.96,11.61,10.87,0.74
1961:Q2,61220.00,0.00,576.00,19452.00,0.00,10188.00,132.00,2188.00,504.00,3996.00,3368.00,6060.00,-3140.00,1320.00,3172.00,23936.00,-344.00,80629.00,25579.00,14586.00,40360.00,-754.00,858.00,57852.00,9508.00,10400.00,37944.00,22777.00,16071.00,4186.00,2416.00,-754.00,858.00,19361.00,10612.00,6416.00,-519.00,2668.00,184.00,2391.00,67027.00,2416.00,40.00,52.00,64623.00,42604.00,22019.00,389955.00,17.19,16.57,10.93,5.65
1961:Q3,37500.00,0.00,3388.00,11760.00,0.00,-3872.00,-1052.00,808.00,792.00,-2600.00,-1820.00,-256.00,-4624.00,1548.00,3692.00,23996.00,1868.00,84702.00,26942.00,14766.00,41535.00,-773.00,2232.00,58264.00,9595.00,10465.00,38204.00,26438.00,17347.00,4301.00,3331.00,-773.00,2232.00,25521.00,13196.00,7068.00,2157.00,560.00,2540.00,2571.00,40988.00,3331.00,20.00,52.00,37689.00,46222.00,-8533.00,396568.00,10.34,9.50,11.66,-2.15
1961:Q4,36608.00,0.00,-10936.00,20060.00,0.00,3160.00,-3064.00,948.00,52.00,5968.00,-744.00,4168.00,-8056.00,2100.00,4172.00,24088.00,-2148.00,88132.00,27796.00,15205.00,43494.00,-787.00,2424.00,58732.00,9688.00,10540.00,38504.00,29400.00,18108.00,4665.00,4990.00,-787.00,2424.00,23125.00,15660.00,5188.00,5425.00,1684.00,-4832.00,2523.00,45407.00,4990.00,-216.00,56.00,40689.00,46914.00,-6225.00,404670.00,11.22,10.05,11.59,-1.54
1962:Q1,61220.00,0.00,9368.00,25592.00,0.00,-1468.00,4112.00,-1292.00,-564.00,-4256.00,532.00,716.00,-5932.00,1388.00,4128.00,23432.00,3996.00,90897.00,28286.00,15663.00,44501.00,-791.00,3238.00,59010.00,9821.00,10595.00,38594.00,31887.00,18465.00,5068.00,5907.00,-791.00,3238.00,31960.00,12072.00,5832.00,3551.00,-700.00,11205.00,2418.00,63565.00,5907.00,20.00,52.00,57690.00,47231.00,10459.00,410327.00,15.49,14.06,11.51,2.55
1962:Q2,55220.00,0.00,-1388.00,25632.00,0.00,8412.00,540.00,7628.00,392.00,-72.00,-76.00,5096.00,-8816.00,1252.00,3952.00,23036.00,-1956.00,91598.00,29100.00,16168.00,45756.00,-805.00,1379.00,59502.00,9923.00,10672.00,38907.00,32096.00,19177.00,5496.00,6849.00,-805.00,1379.00,24680.00,13548.00,7536.00,8067.00,-652.00,-3819.00,2727.00,65364.00,6849.00,144.00,56.00,58427.00,47152.00,11275.00,416111.00,15.71,14.04,11.33,2.71
1962:Q3,45244.00,0.00,-2008.00,23252.00,0.00,-516.00,76.00,896.00,440.00,1116.00,-3044.00,1600.00,-5180.00,132.00,3648.00,23236.00,1080.00,92452.00,29010.00,16453.00,46241.00,-819.00,1567.00,60086.00,10027.00,10749.00,39310.00,32366.00,18983.00,5704.00,6931.00,-819.00,1567.00,34383.00,15376.00,6828.00,5235.00,2084.00,4860.00,2649.00,45876.00,6931.00,-60.00,60.00,39065.00,46292.00,-7227.00,419364.00,10.94,9.32,11.04,-1.72
1962:Q4,41700.00,0.00,-7720.00,29456.00,0.00,-1732.00,-1508.00,-136.00,-1696.00,1536.00,72.00,1520.00,-6324.00,716.00,3340.00,24384.00,-1940.00,93581.00,28890.00,16419.00,48087.00,-834.00,1019.00,60748.00,10134.00,10820.00,39794.00,32833.00,18756.00,5599.00,8293.00,-834.00,1019.00,27424.00,16124.00,6240.00,6783.00,1700.00,-3423.00,2758.00,49867.00,8293.00,48.00,60.00,41586.00,44787.00,-3201.00,424328.00,11.75,9.80,10.55,-0.75
1963:Q1,57552.00,0.00,20768.00,27004.00,0.00,-17400.00,4120.00,-20448.00,-1368.00,-1484.00,1780.00,-1080.00,-5008.00,900.00,3828.00,24856.00,3684.00,97081.00,29914.00,16345.00,48758.00,-852.00,2916.00,61379.00,10192.00,10949.00,40238.00,35702.00,19722.00,5396.00,8520.00,-852.00,2916.00,39200.00,14544.00,6192.00,7859.00,1068.00,9537.00,2797.00,56851.00,8520.00,60.00,60.00,48331.00,45773.00,2558.00,429172.00,13.25,11.26,10.67,0.60
1963:Q2,65896.00,0.00,696.00,26880.00,0.00,10892.00,2184.00,8972.00,980.00,-176.00,-1068.00,5172.00,-7784.00,616.00,4092.00,26072.00,-740.00,99100.00,31930.00,16975.00,49956.00,-872.00,1111.00,62022.00,10310.00,11033.00,40679.00,37078.00,21620.00,5942.00,9277.00,-872.00,1111.00,33221.00,16144.00,8600.00,7279.00,3824.00,-2626.00,2906.00,72659.00,9277.00,284.00,72.00,63170.00,46027.00,17143.00,433795.00,16.75,14.56,10.61,3.95
1963:Q3,50060.00,0.00,3960.00,20944.00,0.00,-3584.00,488.00,-328.00,1008.00,-2704.00,-2048.00,320.00,-5816.00,1440.00,4380.00,27340.00,1076.00,100128.00,32154.00,17392.00,50716.00,-893.00,759.00,62837.00,10438.00,11132.00,41267.00,37291.00,21716.00,6260.00,9449.00,-893.00,759.00,39714.00,18504.00,7676.00,9247.00,2520.00,1767.00,3038.00,50675.00,9449.00,52.00,64.00,41238.00,45515.00,-4277.00,440663.00,11.50,9.36,10.33,-0.97
1963:Q4,55932.00,0.00,-7284.00,29604.00,0.00,10416.00,-1980.00,8500.00,-1560.00,4392.00,1064.00,1500.00,-10220.00,928.00,4648.00,28360.00,-2020.00,103434.00,33379.00,17744.00,51678.00,-916.00,1549.00,63675.00,10575.00,11245.00,41855.00,39759.00,22804.00,6499.00,9823.00,-916.00,1549.00,32838.00,18004.00,6668.00,9719.00,1364.00,-2917.00,2799.00,65652.00,9823.00,156.00,68.00,55741.00,49431.00,6310.00,449518.00,14.60,12.40,11.00,1.40
1964:Q1,65856.00,0.00,3932.00,20944.00,0.00,4.00,2376.00,-3288.00,-436.00,2080.00,-728.00,5824.00,-2420.00,124.00,4336.00,29420.00,3692.00,106486.00,35088.00,18018.00,53716.00,-944.00,608.00,64549.00,10728.00,11371.00,42450.00,41937.00,24360.00,6647.00,11266.00,-944.00,608.00,44400.00,17268.00,5456.00,10739.00,144.00,10793.00,2951.00,66344.00,11266.00,124.00,68.00,55022.00,50662.00,4360.00,460550.00,14.41,11.95,11.00,0.95
1964:Q2,76096.00,0.00,6484.00,27164.00,0.00,15464.00,2888.00,11304.00,1004.00,2076.00,-1808.00,-4432.00,-5320.00,1144.00,4348.00,30432.00,812.00,106394.00,33856.00,18370.00,55089.00,-960.00,39.00,65509.00,10888.00,11515.00,43106.00,40885.00,22968.00,6855.00,11983.00,-960.00,39.00,32348.00,16452.00,8880.00,8855.00,720.00,-2559.00,3349.00,87982.00,11983.00,100.00,76.00,75975.00,55827.00,20148.00,474004.00,18.56,16.03,11.78,4.25
1964:Q3,72164.00,0.00,13616.00,24336.00,0.00,-3876.00,-2672.00,-6152.00,1020.00,3452.00,476.00,4864.00,-6356.00,1124.00,4428.00,31692.00,2336.00,107718.00,33421.00,18765.00,56847.00,-974.00,-341.00,66442.00,11062.00,11666.00,43714.00,41276.00,22359.00,7099.00,13133.00,-974.00,-341.00,37555.00,18004.00,8084.00,10079.00,124.00,1264.00,3427.00,79312.00,13133.00,216.00,84.00,66047.00,54298.00,11749.00,481748.00,16.46,13.71,11.27,2.44
1964:Q4,66000.00,0.00,1668.00,31976.00,0.00,7640.00,1316.00,852.00,-608.00,3432.00,2648.00,220.00,-13780.00,1384.00,4552.00,32920.00,-580.00,106855.00,33573.00,19018.00,54996.00,-983.00,251.00,67443.00,11251.00,11835.00,44357.00,39412.00,22322.00,7183.00,10639.00,-983.00,251.00,34429.00,17192.00,6832.00,8255.00,64.00,2086.00,3493.00,74475.00,10639.00,68.00,80.00,63848.00,58583.00,5265.00,488849.00,15.23,13.06,11.98,1.08
1965:Q1,69748.00,0.00,3428.00,27812.00,0.00,1416.00,4508.00,2456.00,-1272.00,-3568.00,-708.00,1120.00,-7952.00,2108.00,4392.00,33644.00,3780.00,115796.00,33722.00,20038.00,60357.00,-979.00,2658.00,68155.00,11451.00,12039.00,44665.00,47641.00,22271.00,7999.00,15692.00,-979.00,2658.00,41547.00,16988.00,5520.00,11967.00,660.00,6412.00,3594.00,79436.00,15692.00,292.00,88.00,63540.00,55080.00,8460.00,496179.00,16.01,12.81,11.10,1.71
1965:Q2,70736.00,0.00,3744.00,23276.00,0.00,13052.00,1568.00,10560.00,3380.00,-680.00,-1776.00,832.00,-10368.00,564.00,4932.00,34312.00,392.00,116801.00,34096.00,20786.00,60265.00,-986.00,2640.00,69424.00,11673.00,12226.00,45525.00,47377.00,22423.00,8560.00,14740.00,-986.00,2640.00,31494.00,15624.00,9548.00,11799.00,904.00,-6381.00,3422.00,90041.00,14740.00,364.00,84.00,75021.00,55800.00,19221.00,504323.00,17.85,14.88,11.06,3.81
1965:Q3,82528.00,0.00,22064.00,23984.00,0.00,-2144.00,-2336.00,-6844.00,2004.00,3848.00,1184.00,12.00,-8792.00,3348.00,5096.00,36176.00,2784.00,119164.00,34286.00,21338.00,62016.00,-997.00,2521.00,70524.00,11913.00,12419.00,46192.00,48640.00,22373.00,8919.00,15824.00,-997.00,2521.00,39311.00,18188.00,8628.00,9327.00,236.00,2932.00,3614.00,95471.00,15824.00,376.00,84.00,79355.00,62121.00,17234.00,520063.00,18.36,15.26,11.94,3.31
1965:Q4,67356.00,0.00,-1896.00,34820.00,0.00,1024.00,-256.00,-1408.00,-564.00,7108.00,-3856.00,3184.00,-15104.00,2272.00,4880.00,38516.00,-340.00,122260.00,34548.00,22121.00,64274.00,-1011.00,2328.00,71620.00,12173.00,12618.00,46829.00,50640.00,22375.00,9503.00,17445.00,-1011.00,2328.00,41285.00,17656.00,7048.00,7455.00,2964.00,6162.00,3802.00,80513.00,17445.00,76.00,80.00,63072.00,60109.00,2963.00,532157.00,15.13,11.85,11.30,0.56
1966:Q1,87516.00,0.00,6760.00,18776.00,0.00,20184.00,2636.00,6776.00,2480.00,5412.00,2880.00,-2360.00,-9184.00,3948.00,4696.00,39944.00,4752.00,126208.00,34984.00,22262.00,67403.00,-1038.00,2597.00,72654.00,12322.00,12962.00,47370.00,53554.00,22662.00,9300.00,20033.00,-1038.00,2597.00,40264.00,17184.00,9072.00,10067.00,1812.00,2129.00,3946.00,104752.00,20033.00,284.00,108.00,84543.00,58989.00,25554.00,541610.00,19.34,15.61,10.89,4.72
1966:Q2,79004.00,0.00,-5688.00,20296.00,0.00,20576.00,-268.00,4048.00,13392.00,3428.00,-24.00,3624.00,-7024.00,1484.00,4568.00,41008.00,160.00,120352.00,33451.00,22450.00,64987.00,-1050.00,514.00,74174.00,12601.00,13160.00,48413.00,46178.00,20850.00,9290.00,16574.00,-1050.00,514.00,27558.00,13184.00,8700.00,5467.00,2428.00,-2221.00,3967.00,101591.00,16574.00,328.00,108.00,84797.00,59452.00,25345.00,547482.00,18.56,15.49,10.86,4.63
1966:Q3,87992.00,0.00,13520.00,9400.00,0.00,16464.00,1896.00,4088.00,3804.00,500.00,6176.00,2800.00,-6800.00,1304.00,4628.00,42108.00,4568.00,122435.00,32109.00,22641.00,67414.00,-1059.00,1330.00,75772.00,12881.00,13344.00,49547.00,46663.00,19228.00,9297.00,17867.00,-1059.00,1330.00,24986.00,11672.00,6636.00,3635.00,1220.00,1823.00,3845.00,113515.00,17867.00,240.00,104.00,95512.00,61057.00,34455.00,558405.00,20.33,17.10,10.93,6.17
1966:Q4,71360.00,0.00,-7136.00,26012.00,0.00,14792.00,4736.00,2360.00,-804.00,9140.00,-640.00,3332.00,-16308.00,2088.00,4884.00,43348.00,348.00,120826.00,29341.00,22720.00,67696.00,-1063.00,2132.00,77442.00,13164.00,13521.00,50757.00,43384.00,16177.00,9199.00,16939.00,-1063.00,2132.00,32717.00,9772.00,4416.00,4563.00,2280.00,11686.00,3786.00,85813.00,16939.00,220.00,100.00,68754.00,65930.00,2824.00,569276.00,15.07,12.08,11.58,0.50
1967:Q1,89112.00,0.00,13336.00,38152.00,0.00,-11872.00,5772.00,-16016.00,-412.00,-5076.00,3860.00,5720.00,-11108.00,2068.00,5060.00,42936.00,4820.00,119546.00,28547.00,22316.00,66166.00,-1046.00,3563.00,78534.00,13209.00,13933.00,51392.00,41012.00,15338.00,8383.00,14774.00,-1046.00,3563.00,18091.00,9360.00,5088.00,3867.00,3620.00,-3844.00,3987.00,116020.00,14774.00,328.00,112.00,101030.00,71564.00,29466.00,579473.00,20.02,17.43,12.35,5.08
1967:Q2,73204.00,0.00,-3452.00,41416.00,0.00,-2048.00,-152.00,3792.00,504.00,-6528.00,336.00,2372.00,-15724.00,-252.00,4948.00,44316.00,1628.00,125057.00,31996.00,22173.00,69309.00,-1053.00,2632.00,79697.00,13502.00,14113.00,52082.00,45360.00,18494.00,8060.00,17227.00,-1053.00,2632.00,20876.00,9016.00,9504.00,4127.00,3404.00,-5175.00,3871.00,101559.00,17227.00,476.00,108.00,83964.00,69146.00,14818.00,586742.00,17.31,14.31,11.78,2.53
1967:Q3,105900.00,0.00,22908.00,31756.00,0.00,6520.00,-4116.00,2696.00,276.00,3200.00,4464.00,2936.00,-15736.00,2364.00,4968.00,46232.00,3952.00,126158.00,33960.00,22038.00,69510.00,-1064.00,1714.00,81340.00,13807.00,14311.00,53222.00,44818.00,20153.00,7727.00,16288.00,-1064.00,1714.00,40067.00,17616.00,10276.00,5815.00,4976.00,1384.00,4163.00,114814.00,16288.00,160.00,108.00,98474.00,73150.00,25324.00,597730.00,19.21,16.47,12.24,4.24
1967:Q4,105240.00,0.00,8584.00,29356.00,0.00,20568.00,5860.00,9576.00,1292.00,-3404.00,7244.00,5992.00,-11776.00,-464.00,4884.00,47404.00,692.00,128792.00,36711.00,22327.00,70387.00,-1079.00,446.00,83306.00,14125.00,14517.00,54664.00,45486.00,22586.00,7810.00,15723.00,-1079.00,446.00,101946.00,17440.00,18348.00,6771.00,6140.00,53247.00,3891.00,52671.00,15723.00,64.00,120.00,37004.00,75025.00,-38021.00,607193.00,8.67,6.09,12.36,-6.26
1968:Q1,84248.00,0.00,4680.00,32460.00,0.00,2660.00,1064.00,7132.00,-2744.00,-3476.00,684.00,1124.00,-11164.00,3188.00,4808.00,48468.00,-1976.00,138477.00,37677.00,22631.00,75686.00,-1142.00,3625.00,85579.00,14399.00,14818.00,56362.00,52898.00,23278.00,7813.00,19324.00,-1142.00,3625.00,-24612.00,16580.00,-3532.00,7764.00,-676.00,-44748.00,3688.00,165447.00,19324.00,-116.00,132.00,146371.00,73675.00,72696.00,624074.00,26.51,23.45,11.81,11.65
1968:Q2,90772.00,0.00,-5504.00,20528.00,0.00,24720.00,1216.00,11488.00,4208.00,2924.00,4884.00,8896.00,-15680.00,624.00,4736.00,50388.00,2064.00,143335.00,39102.00,22198.00,77770.00,-1124.00,5389.00,87596.00,14754.00,15090.00,57752.00,55739.00,24348.00,7108.00,20018.00,-1124.00,5389.00,42487.00,15168.00,11448.00,9612.00,9348.00,-3089.00,4036.00,108061.00,20018.00,128.00,136.00,88051.00,76379.00,11672.00,640936.00,16.86,13.74,11.92,1.82
1968:Q3,109076.00,0.00,29248.00,32100.00,0.00,-3892.00,488.00,-1844.00,-1324.00,-2200.00,988.00,8716.00,-23048.00,3508.00,4756.00,52856.00,4832.00,144550.00,39965.00,22488.00,81944.00,-1076.00,1229.00,89718.00,15135.00,15418.00,59165.00,54832.00,24830.00,7070.00,22779.00,-1076.00,1229.00,47176.00,17908.00,10276.00,10752.00,2896.00,5344.00,4217.00,120949.00,22779.00,40.00,148.00,98278.00,67906.00,30372.00,649143.00,18.63,15.14,10.46,4.68
1968:Q4,81732.00,0.00,8128.00,35860.00,0.00,1088.00,5364.00,-5004.00,-720.00,-3704.00,5152.00,1256.00,-29088.00,1500.00,4856.00,57468.00,664.00,146076.00,42147.00,23557.00,82208.00,-998.00,-838.00,92189.00,15540.00,15792.00,60857.00,53887.00,26607.00,7765.00,21351.00,-998.00,-838.00,70675.00,18616.00,10080.00,14900.00,6664.00,20415.00,4411.00,69355.00,21351.00,-64.00,160.00,48228.00,70335.00,-22107.00,660843.00,10.49,7.30,10.64,-3.35
1969:Q1,90164.00,0.00,-6940.00,17108.00,0.00,36176.00,2040.00,18908.00,-920.00,14988.00,1160.00,-12312.00,-16236.00,3416.00,4948.00,58180.00,5824.00,154457.00,44385.00,24569.00,83393.00,-837.00,2947.00,94335.00,16138.00,16067.00,62130.00,60122.00,28247.00,8502.00,21263.00,-837.00,2947.00,25977.00,18472.00,7248.00,12620.00,-4712.00,-7651.00,4562.00,128871.00,21263.00,104.00,192.00,107696.00,65516.00,42180.00,668721.00,19.27,16.10,9.80,6.31
1969:Q2,77844.00,0.00,-9324.00,17196.00,0.00,14004.00,6128.00,-10304.00,9000.00,7644.00,1536.00,5376.00,-20556.00,1020.00,5012.00,61440.00,3676.00,155140.00,44523.00,25236.00,83799.00,-760.00,2342.00,96598.00,16564.00,16428.00,63606.00,58542.00,27959.00,8808.00,20193.00,-760.00,2342.00,43747.00,17072.00,14908.00,11760.00,1032.00,-1025.00,4800.00,97439.00,20193.00,-428.00,212.00,77886.00,69495.00,8391.00,684766.00,14.23,11.37,10.15,1.23
1969:Q3,118956.00,0.00,7660.00,-5016.00,0.00,60100.00,8284.00,27152.00,5548.00,11796.00,7320.00,-10316.00,-11516.00,4544.00,5076.00,64316.00,4108.00,154446.00,44326.00,26482.00,83966.00,-713.00,385.00,98840.00,16982.00,16718.00,65140.00,55606.00,27344.00,9764.00,18826.00,-713.00,385.00,45571.00,19032.00,13016.00,7628.00,-2584.00,8479.00,4549.00,133540.00,18826.00,700.00,220.00,114234.00,81877.00,32357.00,707850.00,18.87,16.14,11.57,4.57
1969:Q4,116556.00,0.00,1696.00,5248.00,0.00,39720.00,9012.00,10768.00,7112.00,8588.00,4240.00,15800.00,-20424.00,1684.00,5116.00,66196.00,1520.00,151493.00,41858.00,26960.00,84166.00,-701.00,-790.00,100780.00,17391.00,16946.00,66443.00,50713.00,24467.00,10014.00,17723.00,-701.00,-790.00,65122.00,16240.00,11760.00,7620.00,4084.00,25418.00,4589.00,106736.00,17723.00,-676.00,228.00,89917.00,83231.00,6686.00,721675.00,14.79,12.46,11.53,0.93
1970:Q1,125976.00,0.00,18300.00,5860.00,0.00,30044.00,15344.00,2056.00,11632.00,3356.00,-2344.00,2992.00,840.00,1632.00,5364.00,56348.00,4596.00,152570.00,41881.00,26613.00,83256.00,-734.00,1554.00,102675.00,17447.00,17460.00,67768.00,49895.00,24434.00,9153.00,15488.00,-734.00,1554.00,25489.00,14385.00,-31077.00,5195.00,-1268.00,38254.00,4768.00,155151.00,15488.00,524.00,232.00,139371.00,87274.00,52097.00,737189.00,21.05,18.91,11.84,7.07
1970:Q2,126608.00,0.00,20008.00,40312.00,0.00,9988.00,8652.00,-7392.00,3160.00,592.00,4976.00,-1408.00,-6700.00,-396.00,5104.00,57632.00,2068.00,152601.00,40762.00,27101.00,84555.00,-790.00,973.00,104256.00,17852.00,17708.00,68696.00,48345.00,22910.00,9393.00,15859.00,-790.00,973.00,20019.00,6212.00,13972.00,3231.00,-96.00,-3300.00,4784.00,159719.00,15859.00,-236.00,228.00,144324.00,93939.00,50385.00,754131.00,21.18,19.14,12.46,6.68
1970:Q3,158468.00,0.00,39340.00,70864.00,0.00,-23544.00,-29160.00,-12080.00,2980.00,-224.00,14940.00,4200.00,-2088.00,3268.00,5264.00,59004.00,2160.00,153297.00,41948.00,27585.00,85485.00,-872.00,-849.00,106106.00,18270.00,18043.00,69793.00,47191.00,23678.00,9542.00,15692.00,-872.00,-849.00,50818.00,12616.00,18216.00,6347.00,3416.00,10223.00,4676.00,159517.00,15692.00,336.00,236.00,143725.00,100978.00,42747.00,773379.00,20.63,18.58,13.06,5.53
1970:Q4,61348.00,0.00,-46656.00,57476.00,0.00,-14968.00,-2696.00,-22284.00,780.00,-4124.00,13356.00,8652.00,-9544.00,-264.00,5632.00,60372.00,648.00,150596.00,46559.00,27257.00,81133.00,-976.00,-3377.00,108271.00,18699.00,18453.00,71119.00,42325.00,27860.00,8804.00,10014.00,-976.00,-3377.00,37790.00,17690.00,15686.00,2943.00,3200.00,-1729.00,4828.00,70711.00,10014.00,-412.00,240.00,61349.00,102029.00,-40680.00,781410.00,9.05,7.85,13.06,-5.21
1971:Q1,166568.00,0.00,34736.00,98560.00,0.00,-38052.00,-7936.00,-31140.00,-3884.00,-4048.00,8956.00,-2636.00,-8244.00,1572.00,5996.00,59920.00,14716.00,171669.00,50245.00,27762.00,91054.00,-1143.00,3751.00,110987.00,19385.00,18704.00,72898.00,60682.00,30860.00,9058.00,18156.00,-1143.00,3751.00,74933.00,23522.00,10610.00,18265.00,2188.00,20348.00,4954.00,157271.00,18156.00,36.00,296.00,139375.00,105844.00,33531.00,804631.00,19.55,17.32,13.15,4.17
1971:Q2,172408.00,0.00,18860.00,69936.00,0.00,16508.00,-4284.00,15852.00,-7352.00,1224.00,11068.00,-5724.00,-3300.00,128.00,6336.00,62604.00,7060.00,182493.00,56192.00,28882.00,93780.00,-1235.00,4874.00,113829.00,19827.00,19188.00,74814.00,68664.00,36365.00,9694.00,18966.00,-1235.00,4874.00,57876.00,19315.00,20577.00,11161.00,4636.00,2187.00,5035.00,188232.00,18966.00,-468.00,332.00,170066.00,112362.00,57704.00,825671.00,22.80,20.60,13.61,6.99
1971:Q3,171752.00,0.00,28584.00,52464.00,0.00,19700.00,-432.00,7872.00,3264.00,-852.00,9848.00,-8344.00,-1076.00,-988.00,6524.00,65592.00,9296.00,187198.00,59851.00,29333.00,96058.00,-1295.00,3251.00,116234.00,20264.00,19692.00,76278.00,70964.00,39587.00,9641.00,19780.00,-1295.00,3251.00,77078.00,29069.00,20543.00,15013.00,3772.00,8681.00,5450.00,171088.00,19780.00,-156.00,340.00,151804.00,111934.00,39870.00,838197.00,20.41,18.11,13.35,4.76
1971:Q4,82312.00,0.00,-27668.00,55480.00,0.00,-23456.00,1448.00,-27148.00,2660.00,-1020.00,604.00,7504.00,-11332.00,608.00,6552.00,68148.00,6476.00,189289.00,63097.00,29784.00,99644.00,-1324.00,-1912.00,117985.00,20693.00,20198.00,77094.00,71304.00,42404.00,9586.00,22550.00,-1324.00,-1912.00,78731.00,33088.00,18700.00,17893.00,5200.00,3850.00,7749.00,82634.00,22550.00,-316.00,344.00,60744.00,110193.00,-49449.00,853224.00,9.68,7.12,12.91,-5.80
1972:Q1,182716.00,0.00,25152.00,74132.00,0.00,-116.00,2084.00,964.00,-7128.00,2516.00,1448.00,52.00,-7520.00,1172.00,6676.00,72860.00,10308.00,200020.00,68183.00,31228.00,101793.00,-1274.00,90.00,120109.00,21697.00,20135.00,78277.00,79911.00,46486.00,11093.00,23516.00,-1274.00,90.00,92055.00,36234.00,13610.00,16546.00,9032.00,16633.00,7737.00,178310.00,23516.00,-88.00,380.00,155262.00,105456.00,49806.00,866178.00,20.59,17.92,12.17,5.75
1972:Q2,185512.00,0.00,16364.00,72372.00,0.00,14644.00,-8532.00,24204.00,-4664.00,1836.00,1800.00,-1964.00,-7704.00,-2644.00,6824.00,77532.00,10088.00,208415.00,69823.00,31629.00,104883.00,-1271.00,3351.00,123020.00,22184.00,20676.00,80160.00,85395.00,47639.00,10953.00,24723.00,-1271.00,3351.00,95548.00,30629.00,29415.00,20738.00,6616.00,8150.00,6024.00,181383.00,24723.00,-248.00,368.00,157276.00,100295.00,56981.00,880089.00,20.61,17.87,11.40,6.47
1972:Q3,152468.00,0.00,-316.00,83552.00,0.00,-12368.00,-10636.00,-588.00,-2872.00,-728.00,2456.00,-7496.00,-8984.00,-644.00,6944.00,80164.00,11616.00,213160.00,71312.00,32243.00,108125.00,-1268.00,2748.00,125822.00,22720.00,21259.00,81843.00,87338.00,48592.00,10984.00,26282.00,-1268.00,2748.00,94747.00,41120.00,23700.00,16938.00,3448.00,9541.00,6435.00,151494.00,26282.00,300.00,372.00,125284.00,106270.00,19014.00,904924.00,16.74,13.84,11.74,2.10
