date,FA146110005.Q,FA146000105.Q,FA145090005.Q,FA145050005.Q,FA145019005.Q,FA145012005.Q,FA145013005.Q,FA145020005.Q,FA105420005.Q,FA145000005.Q,FA144090005.Q,FA103091003.Q,FA143020005.Q,FA143030005.Q,FA143034005.Q,FA102051003.Q,FA144022005.Q,FA103069100.Q,FA143061105.Q,FA103061703.Q,FA143062005.Q,FA144023005.Q,FA143065005.Q,FA143066005.Q,FA103064203.Q,FA143070005.Q,FA103092005.Q,FA143090005.Q,FA144190005.Q,FA104122005.Q,FA103169100.Q,FA103162000.Q,FA103163003.Q,FA144123005.Q,FA143168005.Q,FA143169005.Q,FA143165005.Q,FA103164103.Q,FA143170005.Q,FA143178005.Q,FA143192005.Q,FA143190005.Q,FA112090205.Q,FA107005005.Q
1977:Q3,333940.00,256997.00,236925.00,288785.00,254795.00,21694.00,233101.00,30884.00,3106.00,-51859.00,154081.00,680.00,8948.00,5380.00,224.00,1276.00,-740.00,-1368.00,-832.00,-1228.00,2688.00,4040.00,4852.00,-812.00,-144.00,42524.00,8696.00,83197.00,205940.00,31512.00,560.00,6536.00,24416.00,77976.00,19532.00,14304.00,44140.00,4420.00,32452.00,5128.00,3507.00,52523.00,-1578.00,20072.00
1977:Q4,349276.00,253647.00,218673.00,292037.00,266857.00,22458.00,244399.00,24121.00,1059.00,-73364.00,166881.00,3088.00,10872.00,25828.00,280.00,-208.00,-3492.00,-1048.00,-840.00,1188.00,-2792.00,6796.00,5440.00,1356.00,-172.00,68904.00,11164.00,43821.00,240245.00,41504.00,4148.00,6656.00,30700.00,97052.00,21868.00,25364.00,49820.00,5400.00,26724.00,7424.00,2451.00,50926.00,8765.00,34974.00
1978:Q1,346523.00,257862.00,230798.00,298639.00,273676.00,23588.00,250088.00,25453.00,-490.00,-67842.00,171962.00,5644.00,-12384.00,648.00,220.00,1044.00,-3732.00,3280.00,-4972.00,900.00,-2940.00,6663.00,3920.00,2743.00,-100.00,31145.00,17160.00,125654.00,239804.00,22384.00,-696.00,5300.00,17780.00,121028.00,55772.00,26884.00,38372.00,-6444.00,29604.00,2964.00,4599.00,79942.00,-14273.00,27064.00
1978:Q2,386259.00,276604.00,202485.00,327116.00,300097.00,26156.00,273941.00,24257.00,2762.00,-124631.00,80500.00,1412.00,12816.00,3872.00,52.00,-416.00,596.00,-1408.00,-3016.00,1844.00,3176.00,7175.00,4176.00,2999.00,-432.00,83581.00,12932.00,-41088.00,205131.00,33976.00,-236.00,8544.00,25668.00,107672.00,32320.00,24856.00,50496.00,2792.00,52980.00,2448.00,8467.00,15444.00,-18649.00,74119.00
1978:Q3,391485.00,285605.00,221112.00,339676.00,316205.00,28227.00,287978.00,24966.00,-1495.00,-118564.00,118711.00,-3972.00,12856.00,-592.00,324.00,-936.00,-5348.00,-676.00,-4544.00,-2316.00,2188.00,3919.00,4816.00,-897.00,-328.00,77253.00,7676.00,27859.00,237275.00,30748.00,1356.00,8716.00,20676.00,93012.00,18856.00,26016.00,48140.00,800.00,38360.00,5176.00,9739.00,72121.00,-12681.00,64494.00
1978:Q4,405833.00,297238.00,283299.00,361617.00,333082.00,30467.00,302615.00,28487.00,48.00,-78318.00,239747.00,7440.00,25076.00,20556.00,1044.00,1884.00,7484.00,-708.00,9676.00,-24.00,-1460.00,6883.00,5336.00,1547.00,156.00,75685.00,17016.00,76523.00,318065.00,38776.00,10340.00,8096.00,20340.00,105404.00,35232.00,27836.00,42336.00,2448.00,57184.00,13416.00,5735.00,108670.00,-13569.00,13938.00
1979:Q1,416187.00,298460.00,229450.00,374581.00,348634.00,32213.00,316421.00,23852.00,2095.00,-145131.00,188967.00,16828.00,5448.00,-2708.00,1672.00,3700.00,-1432.00,-2720.00,-2172.00,2364.00,1096.00,11183.00,6644.00,4539.00,168.00,68217.00,20532.00,65359.00,334098.00,29580.00,2808.00,9300.00,17472.00,118936.00,51660.00,26552.00,40724.00,-6740.00,49836.00,11440.00,3828.00,135175.00,-7957.00,69010.00
1979:Q2,416691.00,306064.00,264067.00,384337.00,357142.00,34089.00,323053.00,27401.00,-206.00,-120270.00,144305.00,-5004.00,-3448.00,-2332.00,2212.00,-1940.00,12716.00,964.00,12548.00,264.00,-1060.00,10795.00,6460.00,4335.00,412.00,77421.00,27540.00,25933.00,264575.00,37876.00,7448.00,9260.00,21168.00,142584.00,45080.00,35492.00,62012.00,-12448.00,70860.00,5524.00,11028.00,50513.00,-41363.00,41997.00
1979:Q3,417111.00,312441.00,234104.00,389101.00,374710.00,35512.00,339198.00,12131.00,2260.00,-154996.00,216988.00,-5984.00,7528.00,20388.00,2660.00,-1056.00,-24860.00,-3076.00,-15876.00,-3440.00,-2468.00,3871.00,5952.00,-2081.00,380.00,97009.00,28204.00,88848.00,371984.00,37564.00,11524.00,10576.00,15464.00,132540.00,51660.00,21544.00,59336.00,-7580.00,84596.00,10776.00,11140.00,133111.00,-30162.00,78336.00
1979:Q4,410197.00,316719.00,247509.00,394681.00,380740.00,35065.00,345675.00,8553.00,5388.00,-147172.00,172500.00,1212.00,26340.00,16568.00,3016.00,1724.00,1460.00,5128.00,-2408.00,-3080.00,1820.00,3655.00,5548.00,-1893.00,440.00,63393.00,21304.00,33388.00,319672.00,40236.00,14296.00,10812.00,15128.00,101644.00,38988.00,33860.00,28796.00,-4576.00,50724.00,11360.00,11964.00,144240.00,-35920.00,69210.00
1980:Q1,412401.00,310890.00,260550.00,400840.00,388788.00,32865.00,355923.00,9899.00,2153.00,-140290.00,187770.00,-3624.00,6632.00,-5592.00,3028.00,-3128.00,18632.00,2440.00,2632.00,532.00,13028.00,4961.00,7656.00,-2695.00,864.00,67207.00,21060.00,77730.00,328060.00,45284.00,13028.00,8476.00,23780.00,115856.00,38120.00,33100.00,44636.00,5500.00,38144.00,12476.00,11400.00,151959.00,-52559.00,50340.00
1980:Q2,358318.00,308488.00,224759.00,380569.00,374058.00,27601.00,346457.00,7750.00,-1239.00,-155810.00,-32873.00,-2440.00,11104.00,-6084.00,2700.00,2756.00,-17532.00,-280.00,-18048.00,144.00,652.00,10069.00,8496.00,1573.00,132.00,-9841.00,11356.00,-35093.00,122937.00,68716.00,12528.00,11508.00,44680.00,29660.00,-19988.00,17324.00,32324.00,3400.00,-13468.00,-1144.00,20208.00,69877.00,-54311.00,83729.00
1980:Q3,392192.00,319339.00,289701.00,352479.00,384933.00,29121.00,355812.00,-33855.00,1401.00,-62778.00,251863.00,424.00,8412.00,6232.00,3828.00,1680.00,10380.00,-1320.00,15096.00,-1160.00,-2236.00,12801.00,10684.00,2117.00,-4.00,45227.00,17600.00,145283.00,314641.00,21004.00,-19248.00,10876.00,29376.00,87876.00,39268.00,9004.00,39604.00,10100.00,47132.00,1192.00,15636.00,183482.00,-51780.00,29639.00
1980:Q4,427930.00,339581.00,295871.00,406527.00,403654.00,32706.00,370948.00,-9118.00,11991.00,-110656.00,157149.00,4104.00,-16412.00,35724.00,6416.00,1776.00,7876.00,-2656.00,256.00,2104.00,8172.00,12877.00,12392.00,485.00,100.00,105547.00,29980.00,-30839.00,267805.00,34944.00,9564.00,12596.00,12784.00,137832.00,72820.00,19588.00,45424.00,22500.00,67952.00,9120.00,10312.00,3829.00,-18684.00,43710.00
1981:Q1,435968.00,358581.00,355231.00,460977.00,422910.00,33378.00,389532.00,38755.00,-688.00,-105745.00,544928.00,-1248.00,-6812.00,25804.00,9776.00,-1712.00,-21972.00,-1000.00,-3760.00,152.00,-17364.00,20225.00,15152.00,5073.00,260.00,112779.00,8528.00,399300.00,650673.00,36808.00,524.00,12132.00,24152.00,105012.00,7508.00,46984.00,50520.00,3200.00,106292.00,-1080.00,12404.00,391256.00,-3219.00,3350.00
1981:Q2,407566.00,371991.00,357323.00,456639.00,440089.00,32892.00,407197.00,11713.00,4837.00,-99316.00,135899.00,108.00,-12588.00,-520.00,13912.00,-2136.00,16808.00,-1792.00,19404.00,6484.00,-7288.00,19953.00,15788.00,4165.00,-120.00,57743.00,22256.00,20483.00,235215.00,61616.00,15212.00,15876.00,30528.00,167480.00,71176.00,36032.00,60272.00,-5400.00,42860.00,-2344.00,17716.00,-55791.00,9078.00,14668.00
1981:Q3,422888.00,394724.00,369572.00,510656.00,454123.00,30440.00,423683.00,43960.00,12573.00,-141084.00,216900.00,4336.00,-12036.00,-3932.00,13492.00,-5644.00,17576.00,368.00,11616.00,2444.00,3148.00,14837.00,17252.00,-2415.00,536.00,27715.00,8152.00,151868.00,357984.00,52644.00,22216.00,12540.00,17888.00,152716.00,61932.00,36312.00,54472.00,-26600.00,6548.00,-2512.00,18512.00,135844.00,20832.00,25152.00
1981:Q4,397453.00,401725.00,372210.00,496803.00,468546.00,27032.00,441514.00,24807.00,3450.00,-124594.00,77045.00,7564.00,-43116.00,24320.00,8512.00,1080.00,25884.00,-1308.00,-4504.00,5216.00,26480.00,14705.00,18344.00,-3639.00,348.00,-1013.00,8672.00,30089.00,201639.00,60484.00,20832.00,13176.00,26476.00,123416.00,34152.00,36956.00,52308.00,-25000.00,-23484.00,-16400.00,39820.00,37109.00,5694.00,29516.00
1982:Q1,370311.00,400951.00,330668.00,442702.00,460985.00,24641.00,436344.00,-21466.00,3183.00,-112034.00,182463.00,-9280.00,476.00,-220.00,4524.00,144.00,-26860.00,-628.00,-11360.00,-7880.00,-6992.00,5945.00,8424.00,-2479.00,1424.00,-18321.00,17489.00,207142.00,294497.00,59128.00,12928.00,14560.00,31640.00,157804.00,110368.00,4348.00,43088.00,-7500.00,-13376.00,-15616.00,7021.00,151703.00,-44667.00,70284.00
1982:Q2,370334.00,418226.00,339408.00,445568.00,449055.00,23447.00,425608.00,-4166.00,679.00,-106160.00,35809.00,4976.00,4344.00,-13080.00,1532.00,2528.00,-20384.00,1544.00,-13440.00,112.00,-8600.00,9521.00,7848.00,1673.00,1468.00,17115.00,11829.00,15960.00,141969.00,31756.00,-1940.00,13296.00,20400.00,152516.00,81652.00,18320.00,52544.00,2700.00,22796.00,-7300.00,7617.00,1149.00,-69265.00,78818.00
1982:Q3,369462.00,419281.00,332182.00,442775.00,436820.00,23119.00,413701.00,5798.00,157.00,-110593.00,145568.00,-12168.00,10064.00,32184.00,-876.00,3412.00,9784.00,-804.00,9656.00,-5324.00,6256.00,6233.00,6380.00,-147.00,972.00,15839.00,4789.00,75335.00,256161.00,37788.00,-11340.00,17208.00,31920.00,147692.00,65368.00,27196.00,55128.00,-7500.00,32384.00,-264.00,10553.00,102009.00,-66502.00,87098.00
1982:Q4,360789.00,415910.00,342812.00,399665.00,430126.00,24767.00,405359.00,-39820.00,9359.00,-56852.00,35387.00,7180.00,41572.00,25124.00,-2720.00,-3480.00,42136.00,-1116.00,24364.00,3264.00,15624.00,7909.00,5196.00,2713.00,588.00,-2737.00,29973.00,-110158.00,92239.00,30064.00,-24148.00,15508.00,38704.00,40980.00,6040.00,-17360.00,52300.00,19900.00,19144.00,12028.00,12977.00,9963.00,-52817.00,73097.00
1983:Q1,366930.00,427180.00,388848.00,389005.00,424347.00,29253.00,395094.00,-35060.00,-282.00,-157.00,160130.00,6068.00,-2036.00,2292.00,-6020.00,3372.00,24752.00,1128.00,16544.00,-1968.00,9048.00,-3148.00,3964.00,-7112.00,736.00,16100.00,3808.00,114206.00,160287.00,38900.00,4296.00,9816.00,24788.00,71264.00,7616.00,6828.00,56820.00,22900.00,-52476.00,15040.00,4540.00,112048.00,-51929.00,38332.00
1983:Q2,396675.00,440930.00,422138.00,436780.00,430063.00,32774.00,397289.00,-7672.00,14389.00,-14642.00,164315.00,-140.00,38156.00,21680.00,-10804.00,2484.00,28072.00,5040.00,12760.00,3692.00,6580.00,13128.00,4848.00,8280.00,140.00,69224.00,10576.00,-8201.00,178957.00,35036.00,-20988.00,11532.00,44492.00,118692.00,7576.00,35672.00,75444.00,36900.00,16972.00,1112.00,11700.00,9009.00,-50464.00,18792.00
1983:Q3,420046.00,451872.00,410052.00,449337.00,448612.00,36099.00,412513.00,-4204.00,4929.00,-39285.00,159801.00,6524.00,32696.00,-1092.00,-10264.00,-208.00,-14384.00,3800.00,-8360.00,-2448.00,-7376.00,21432.00,7012.00,14420.00,1636.00,67112.00,20424.00,35925.00,199086.00,30848.00,4072.00,8292.00,18484.00,166260.00,41932.00,41716.00,82612.00,8500.00,16056.00,7448.00,11940.00,21058.00,-63023.00,41820.00
1983:Q4,436793.00,468875.00,472759.00,498675.00,474969.00,37706.00,437263.00,23932.00,-226.00,-25916.00,198826.00,4868.00,51436.00,17124.00,-4424.00,-2396.00,53988.00,6992.00,26704.00,4184.00,16108.00,11456.00,8732.00,2724.00,2272.00,106760.00,25372.00,-67630.00,224742.00,33516.00,9264.00,8084.00,16168.00,168376.00,55288.00,20844.00,92244.00,11700.00,50336.00,-3972.00,8488.00,536.00,-44238.00,-3884.00
1984:Q1,488652.00,491872.00,473839.00,566192.00,490745.00,38569.00,452176.00,72982.00,2465.00,-92353.00,436296.00,4592.00,70220.00,-6724.00,1424.00,3516.00,49480.00,2528.00,32292.00,-6556.00,21216.00,11960.00,21212.00,-9252.00,3276.00,114144.00,15016.00,169392.00,528649.00,56460.00,15572.00,8000.00,32888.00,228544.00,95612.00,57072.00,75860.00,-63000.00,65268.00,13616.00,12968.00,248261.00,-33468.00,18033.00
1984:Q2,495071.00,497958.00,489655.00,589939.00,514761.00,39378.00,475383.00,69321.00,5857.00,-100284.00,365058.00,3848.00,-13184.00,-3608.00,7236.00,7160.00,-8232.00,-5808.00,-3212.00,2972.00,-2184.00,28776.00,21260.00,7516.00,2840.00,101852.00,16288.00,222082.00,465342.00,72492.00,29848.00,8876.00,33768.00,277920.00,107664.00,40924.00,129332.00,-105000.00,76124.00,-3792.00,32184.00,183301.00,-67887.00,8302.00
1984:Q3,477555.00,510580.00,500796.00,605737.00,530476.00,39374.00,491102.00,71338.00,3923.00,-104941.00,304074.00,-16340.00,8164.00,-15480.00,7816.00,-7956.00,-21500.00,1360.00,-15108.00,1696.00,-9448.00,38432.00,21520.00,16912.00,1972.00,50636.00,14740.00,243590.00,409015.00,95048.00,30412.00,9456.00,55180.00,211072.00,45208.00,56764.00,109100.00,-71700.00,30708.00,-140.00,12080.00,206980.00,-75033.00,9784.00
1984:Q4,475870.00,521065.00,554964.00,593155.00,543130.00,40148.00,502982.00,47979.00,2046.00,-38191.00,110636.00,3464.00,7544.00,36012.00,3160.00,-36.00,14980.00,-7864.00,9152.00,6416.00,7276.00,18528.00,21652.00,-3124.00,3300.00,31332.00,24500.00,-32148.00,148827.00,137340.00,11028.00,55836.00,70476.00,204292.00,59456.00,44736.00,100100.00,-76200.00,-14288.00,8680.00,20760.00,-64063.00,-67694.00,-33898.00
1985:Q1,481787.00,522518.00,330207.00,566196.00,550636.00,41046.00,509590.00,16230.00,-670.00,-235989.00,265805.00,-2864.00,-24068.00,20784.00,-968.00,16648.00,-48192.00,-1524.00,-25296.00,-4544.00,-16828.00,2530.00,12284.00,-9754.00,4244.00,86062.00,11888.00,199741.00,501794.00,96252.00,15452.00,6800.00,74000.00,166918.00,66132.00,6704.00,94082.00,-87000.00,43196.00,-2048.00,20988.00,313873.00,-50386.00,192311.00
1985:Q2,471123.00,532108.00,357370.00,580025.00,558692.00,42003.00,516689.00,21646.00,-313.00,-222655.00,145394.00,-2692.00,36956.00,-18624.00,-4580.00,-15424.00,80660.00,-520.00,50376.00,-2724.00,33528.00,17550.00,11488.00,6062.00,4708.00,38150.00,12952.00,-4262.00,368049.00,119952.00,13412.00,18000.00,88540.00,143857.00,19796.00,11208.00,112853.00,-70000.00,57412.00,-8084.00,15708.00,163154.00,-53950.00,174738.00
1985:Q3,486254.00,545652.00,418501.00,574861.00,554562.00,43417.00,511145.00,16303.00,3996.00,-156360.00,242769.00,2476.00,51076.00,13652.00,-1048.00,2276.00,-44652.00,272.00,-26868.00,124.00,-18180.00,29858.00,9428.00,20430.00,6016.00,13418.00,11588.00,158109.00,399129.00,106688.00,8796.00,21600.00,76292.00,109225.00,49180.00,21384.00,38661.00,-78000.00,2768.00,13336.00,14552.00,265787.00,-35227.00,127151.00
1985:Q4,479970.00,532350.00,360537.00,598499.00,565654.00,45091.00,520563.00,33119.00,-274.00,-237961.00,333625.00,14036.00,85924.00,6896.00,428.00,-5680.00,41908.00,4716.00,21420.00,1936.00,13836.00,7526.00,7756.00,-230.00,-300.00,61278.00,20828.00,100781.00,571586.00,158604.00,20732.00,44000.00,93872.00,117444.00,37100.00,25452.00,54892.00,-103000.00,61380.00,-2056.00,21444.00,256582.00,61188.00,171813.00
1986:Q1,447514.00,518744.00,477486.00,591447.00,561749.00,47615.00,514134.00,30397.00,-699.00,-113960.00,-38799.00,6844.00,-8260.00,24944.00,-5716.00,-100.00,-43408.00,3728.00,-27568.00,600.00,-20168.00,-9653.00,-7428.00,-2225.00,3632.00,-83071.00,27020.00,48969.00,75161.00,118016.00,-13816.00,-12000.00,143832.00,139009.00,47844.00,5376.00,85789.00,-60300.00,-82064.00,-920.00,7172.00,-23422.00,-22330.00,41257.00
1986:Q2,450267.00,507254.00,477686.00,577619.00,555292.00,50642.00,504650.00,15663.00,6664.00,-99933.00,113186.00,4480.00,-9964.00,24832.00,1004.00,-1796.00,42080.00,-9496.00,31036.00,1404.00,19136.00,4663.00,-1752.00,6415.00,4680.00,16649.00,15060.00,11498.00,213119.00,128588.00,-15404.00,-13088.00,157080.00,166075.00,29596.00,42660.00,93819.00,-87300.00,-10324.00,4288.00,19464.00,-12353.00,4681.00,29568.00
1986:Q3,460222.00,500743.00,471568.00,543721.00,551533.00,51579.00,499954.00,-7019.00,-793.00,-72153.00,382542.00,-3000.00,-25596.00,48388.00,1328.00,3368.00,-4448.00,228.00,-4928.00,4928.00,-4676.00,9347.00,-2248.00,11595.00,4236.00,63165.00,16340.00,269414.00,454695.00,133320.00,24936.00,-4944.00,113328.00,170398.00,25772.00,55032.00,89594.00,-84800.00,36372.00,7028.00,30560.00,160948.00,870.00,29175.00
1986:Q4,474823.00,495471.00,442437.00,546998.00,555966.00,50847.00,505119.00,-12759.00,3791.00,-104561.00,173116.00,4388.00,60332.00,-26416.00,5304.00,5324.00,820.00,4320.00,6420.00,-13560.00,3640.00,-10989.00,-13252.00,2263.00,2480.00,43929.00,17584.00,70360.00,277677.00,51568.00,-33084.00,-9572.00,94224.00,272538.00,162008.00,46740.00,63790.00,-107500.00,39648.00,11396.00,74736.00,-42621.00,-22089.00,53034.00
1987:Q1,499485.00,514907.00,476851.00,569927.00,542845.00,51035.00,491810.00,27973.00,-891.00,-93076.00,239399.00,-9500.00,28292.00,-18824.00,5804.00,1932.00,-6312.00,11704.00,-10684.00,-344.00,-6988.00,-1552.00,-5544.00,3992.00,-1268.00,93996.00,25572.00,121259.00,332475.00,98888.00,-4124.00,2448.00,100564.00,59725.00,-33724.00,1716.00,91733.00,-43500.00,66380.00,-3444.00,48284.00,147093.00,-40951.00,38056.00
1987:Q2,529810.00,536734.00,485061.00,566296.00,550501.00,50279.00,500222.00,16524.00,-729.00,-81235.00,137779.00,-3720.00,15984.00,-628.00,-4728.00,-96.00,-35136.00,-3504.00,-21304.00,2928.00,-13256.00,1404.00,-8676.00,10080.00,-5552.00,10440.00,22616.00,137195.00,219014.00,70804.00,4920.00,-5000.00,70884.00,140518.00,11152.00,48424.00,80942.00,-76500.00,-2720.00,19772.00,32664.00,57684.00,-23208.00,51674.00
1987:Q3,558213.00,556124.00,509202.00,563159.00,562250.00,48888.00,513362.00,1017.00,-108.00,-53957.00,167210.00,-3260.00,12700.00,-8224.00,-48.00,276.00,10800.00,19344.00,-5828.00,120.00,-2836.00,5436.00,-6956.00,12392.00,-2148.00,55828.00,27928.00,67922.00,221167.00,90608.00,8032.00,372.00,82204.00,167726.00,46808.00,39216.00,81702.00,-70000.00,57988.00,1508.00,79344.00,-82157.00,-23850.00,46922.00
1987:Q4,568500.00,567326.00,535350.00,627298.00,564423.00,47374.00,517049.00,63082.00,-207.00,-91948.00,349104.00,4724.00,-15220.00,21656.00,2264.00,-8956.00,-9820.00,-8372.00,-212.00,-1552.00,316.00,1196.00,-384.00,1580.00,-1752.00,100896.00,42720.00,211396.00,441052.00,57500.00,-2432.00,-1476.00,61408.00,208919.00,28160.00,63064.00,117695.00,-112000.00,76060.00,4820.00,52204.00,175652.00,-22103.00,31977.00
1988:Q1,596224.00,574895.00,461828.00,587330.00,571459.00,45437.00,526022.00,16956.00,-1085.00,-125502.00,353422.00,8288.00,35472.00,-6812.00,-2244.00,1184.00,-5536.00,-6604.00,-1896.00,4216.00,-1252.00,34832.00,25720.00,9112.00,-4412.00,143928.00,8520.00,140202.00,478924.00,80940.00,-21596.00,548.00,101988.00,225793.00,52944.00,77068.00,95781.00,-101000.00,102928.00,-10972.00,40176.00,177638.00,-36578.00,113067.00
1988:Q2,609417.00,580868.00,450394.00,601743.00,585439.00,45115.00,540324.00,19648.00,-3344.00,-151348.00,235967.00,28256.00,29252.00,-20984.00,-4264.00,-2332.00,-15960.00,3612.00,-17352.00,9620.00,-11840.00,35980.00,30744.00,5236.00,-3356.00,72844.00,1712.00,114819.00,387315.00,132668.00,7540.00,876.00,124252.00,176349.00,63936.00,30092.00,82321.00,-139500.00,29132.00,11280.00,76452.00,112185.00,-11251.00,130474.00
1988:Q3,626554.00,584075.00,536015.00,609811.00,590182.00,44864.00,545318.00,18181.00,1448.00,-73796.00,226487.00,3500.00,1584.00,21760.00,-4300.00,2480.00,228.00,1048.00,252.00,-756.00,-316.00,37360.00,30064.00,7296.00,-1724.00,16848.00,25516.00,123235.00,300283.00,116904.00,17188.00,-200.00,99916.00,200254.00,26376.00,59424.00,114454.00,-83000.00,-12560.00,-9868.00,63544.00,60610.00,-35601.00,48060.00
1988:Q4,643860.00,603988.00,489045.00,621606.00,602564.00,45580.00,556984.00,19144.00,-102.00,-132560.00,789200.00,-18876.00,7904.00,17624.00,-2376.00,5144.00,5860.00,-3328.00,5644.00,416.00,3128.00,24964.00,19692.00,5272.00,-1444.00,176828.00,11580.00,561992.00,921760.00,130328.00,44500.00,-484.00,86312.00,170812.00,39756.00,14780.00,116276.00,-194500.00,125216.00,7220.00,102536.00,630836.00,-50688.00,114942.00
1989:Q1,650119.00,579415.00,469578.00,660821.00,613824.00,46569.00,567255.00,48137.00,-1140.00,-191243.00,625847.00,-11728.00,27819.00,-28492.00,-1284.00,-4948.00,77808.00,8404.00,38176.00,6680.00,24548.00,-30361.00,-18416.00,-11945.00,-1440.00,126334.00,45089.00,427049.00,817089.00,72349.00,15704.00,-1639.00,58284.00,171900.00,32011.00,87576.00,52312.00,-172300.00,114172.00,6771.00,62710.00,583483.00,-21995.00,109836.00
1989:Q2,617853.00,581541.00,439217.00,659978.00,623226.00,46523.00,576703.00,36257.00,495.00,-220760.00,45369.00,-6036.00,5965.00,24036.00,-1064.00,-880.00,22639.00,5979.00,12200.00,-2408.00,6868.00,-32293.00,-27980.00,-4313.00,-1440.00,24417.00,4299.00,5726.00,266129.00,124288.00,42244.00,-3548.00,85592.00,160061.00,56421.00,62322.00,41318.00,-98700.00,-2798.00,2167.00,39161.00,69337.00,-27388.00,142323.00
1989:Q3,593503.00,593759.00,468858.00,651084.00,641628.00,46923.00,594705.00,9826.00,-370.00,-182226.00,64988.00,-12484.00,3801.00,-31408.00,612.00,-4300.00,26029.00,-7259.00,21996.00,-2104.00,13396.00,-27371.00,-29752.00,2381.00,-1440.00,-8954.00,12830.00,107674.00,247215.00,85222.00,23056.00,-1182.00,63348.00,74526.00,36994.00,-6138.00,43670.00,-146300.00,-24934.00,-10928.00,57493.00,258037.00,-45902.00,124901.00
1989:Q4,593210.00,579516.00,444301.00,655558.00,639360.00,46959.00,592401.00,16553.00,-355.00,-211257.00,21000.00,2852.00,3499.00,34788.00,3756.00,1336.00,51424.00,-4552.00,28136.00,10424.00,17416.00,-3471.00,-29636.00,26165.00,-1440.00,53651.00,42050.00,-167445.00,232258.00,95597.00,4740.00,2693.00,88164.00,73253.00,12010.00,67911.00,-6668.00,-79300.00,10011.00,-3714.00,95572.00,83366.00,-42527.00,135215.00
1990:Q1,600779.00,593548.00,571523.00,665908.00,652900.00,48136.00,604764.00,13954.00,-946.00,-94386.00,137482.00,3856.00,31569.00,-38132.00,7456.00,-2988.00,-73666.00,-6034.00,-28280.00,-8496.00,-30856.00,-8000.00,-8108.00,108.00,-988.00,9663.00,48034.00,160678.00,231868.00,68630.00,41884.00,-786.00,27532.00,149630.00,-14150.00,90448.00,73332.00,-69000.00,90413.00,1729.00,40834.00,-54227.00,3859.00,22026.00
1990:Q2,621237.00,610488.00,582145.00,680640.00,647006.00,46469.00,600537.00,33700.00,-66.00,-98495.00,-24860.00,-472.00,-17334.00,6624.00,17700.00,-944.00,-3073.00,-77.00,6924.00,-7016.00,-2904.00,-9374.00,-5088.00,-4286.00,-988.00,42118.00,18412.00,-77528.00,73635.00,61813.00,-3956.00,-55.00,65824.00,78734.00,11233.00,62050.00,5451.00,-48000.00,-2116.00,-135.00,34480.00,-81287.00,30147.00,28344.00
1990:Q3,644981.00,587129.00,592908.00,675561.00,653717.00,43822.00,609895.00,21866.00,-22.00,-82653.00,290208.00,-4168.00,-18719.00,10936.00,6288.00,3968.00,-35950.00,1994.00,-35884.00,-9624.00,7564.00,1993.00,-4240.00,6233.00,-988.00,78620.00,57430.00,190799.00,372861.00,55425.00,26388.00,-759.00,29796.00,47893.00,-14192.00,51131.00,10953.00,-74000.00,69722.00,1736.00,84672.00,153356.00,34057.00,-5778.00
1990:Q4,629887.00,608973.00,600955.00,633090.00,646006.00,40714.00,605292.00,-11335.00,-1581.00,-32135.00,102274.00,832.00,37916.00,7060.00,9220.00,-2620.00,3741.00,2297.00,4372.00,1596.00,-4524.00,5745.00,-5448.00,11193.00,-984.00,-2708.00,18700.00,25372.00,134409.00,40096.00,-25356.00,252.00,65200.00,23015.00,-8996.00,47558.00,-15547.00,-61000.00,-44967.00,-946.00,79311.00,82577.00,16323.00,8018.00
1991:Q1,605783.00,629979.00,655080.00,620020.00,637279.00,37717.00,599562.00,-15520.00,-1739.00,35060.00,117839.00,2528.00,-66772.00,9864.00,6808.00,-3252.00,-4121.00,6939.00,-12648.00,-1648.00,3236.00,-12787.00,232.00,-13019.00,2408.00,-111152.00,41378.00,252936.00,82779.00,52221.00,-25188.00,753.00,76656.00,-118401.00,-35173.00,-90799.00,7571.00,-6000.00,-23667.00,-32253.00,24686.00,186050.00,144.00,-25101.00
1991:Q2,619171.00,633251.00,647519.00,615593.00,635364.00,37815.00,597549.00,-18033.00,-1738.00,31925.00,97419.00,-11000.00,23690.00,18480.00,5044.00,424.00,12884.00,4256.00,400.00,8328.00,-100.00,-8363.00,884.00,-9247.00,2408.00,14794.00,21864.00,17194.00,65493.00,88042.00,-10220.00,1718.00,96544.00,-87754.00,-62230.00,-25414.00,-109.00,12000.00,14036.00,-10283.00,4794.00,15812.00,28847.00,-14268.00
1991:Q3,630192.00,631530.00,651055.00,629281.00,630162.00,37758.00,592404.00,843.00,-1724.00,21773.00,208068.00,3916.00,33751.00,14496.00,4332.00,820.00,64949.00,-2883.00,29504.00,-6420.00,44748.00,4225.00,960.00,3265.00,2408.00,21890.00,31209.00,26073.00,186295.00,46496.00,-34320.00,-820.00,81636.00,-170201.00,-39724.00,-37584.00,-92893.00,19000.00,54267.00,6978.00,-22892.00,204412.00,48234.00,-19525.00
