1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q2,17104.00,14572.00,1004.00,13568.00,836.00,1696.00,17104.00,4052.00,-44.00,0.00,1616.00,10200.00,128.00,364.00,0.00,2032.00,368.00,-1604.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00
1974:Q3,14996.00,12708.00,4852.00,7856.00,964.00,1324.00,14996.00,16300.00,140.00,0.00,348.00,-3504.00,96.00,264.00,0.00,1904.00,164.00,-784.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00
1974:Q4,9388.00,6372.00,3468.00,2904.00,1088.00,1928.00,9388.00,488.00,244.00,0.00,204.00,6936.00,-120.00,-140.00,0.00,2240.00,196.00,-1060.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00
1975:Q1,11588.00,8656.00,3840.00,4816.00,1212.00,1720.00,11588.00,9412.00,1560.00,0.00,-96.00,-484.00,72.00,100.00,0.00,2376.00,116.00,-776.00,0.00,0.00,0.00,0.00,0.00,-692.00,0.00
1975:Q2,13324.00,8744.00,-24.00,8768.00,1336.00,3244.00,13324.00,-1176.00,4268.00,0.00,-376.00,7848.00,128.00,48.00,0.00,2316.00,348.00,-244.00,0.00,0.00,0.00,0.00,0.00,164.00,0.00
1975:Q3,9132.00,5264.00,-8404.00,13668.00,1464.00,2404.00,9132.00,6928.00,-7508.00,0.00,2924.00,1708.00,52.00,152.00,0.00,2580.00,1528.00,712.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00
1975:Q4,25784.00,21164.00,3552.00,17612.00,1588.00,3032.00,25784.00,8156.00,-2292.00,0.00,7080.00,3956.00,-120.00,148.00,0.00,3172.00,1372.00,4136.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00
1976:Q1,20516.00,17564.00,-2156.00,19720.00,1724.00,1228.00,20516.00,15768.00,-3048.00,0.00,4648.00,-7800.00,-112.00,572.00,0.00,5452.00,2024.00,1012.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00
1976:Q2,34632.00,30848.00,2836.00,28012.00,1776.00,2008.00,34632.00,12272.00,-2440.00,0.00,3476.00,13328.00,40.00,328.00,0.00,2456.00,728.00,3828.00,0.00,92.00,0.00,0.00,0.00,524.00,0.00
1976:Q3,15640.00,10120.00,-5408.00,15528.00,2028.00,3492.00,15640.00,2848.00,2040.00,0.00,1392.00,1560.00,24.00,392.00,0.00,4836.00,840.00,932.00,0.00,352.00,0.00,0.00,0.00,424.00,0.00
1976:Q4,12892.00,7208.00,-11540.00,18748.00,2472.00,3212.00,12892.00,-6688.00,976.00,0.00,-28.00,5680.00,56.00,484.00,0.00,8880.00,752.00,-92.00,0.00,1656.00,0.00,0.00,0.00,1216.00,0.00
1977:Q1,22708.00,14812.00,-8468.00,23280.00,3012.00,4884.00,22708.00,6868.00,-496.00,0.00,-1028.00,5452.00,-320.00,-244.00,0.00,12448.00,472.00,-1952.00,0.00,1836.00,0.00,0.00,0.00,-328.00,0.00
1977:Q2,45264.00,33020.00,3888.00,29132.00,3640.00,8604.00,45264.00,13328.00,1168.00,0.00,-572.00,17308.00,48.00,-232.00,0.00,6872.00,372.00,3024.00,0.00,1676.00,0.00,0.00,0.00,2156.00,116.00
1977:Q3,25816.00,15568.00,-3148.00,18716.00,3712.00,6536.00,25816.00,-6268.00,2688.00,0.00,1664.00,13292.00,548.00,72.00,0.00,10872.00,900.00,-288.00,0.00,1888.00,0.00,0.00,0.00,336.00,112.00
1977:Q4,25188.00,15296.00,-3932.00,19228.00,3236.00,6656.00,25188.00,9904.00,-2792.00,0.00,2252.00,2344.00,-84.00,76.00,0.00,12652.00,84.00,-48.00,0.00,1120.00,0.00,0.00,0.00,-436.00,116.00
1978:Q1,43928.00,35796.00,-1692.00,37488.00,2832.00,5300.00,43928.00,28604.00,-2940.00,0.00,2556.00,1272.00,-136.00,400.00,0.00,14720.00,-196.00,-632.00,0.00,1728.00,0.00,0.00,0.00,-1560.00,112.00
1978:Q2,56340.00,45304.00,1324.00,43980.00,2492.00,8544.00,56340.00,24712.00,3176.00,0.00,-852.00,13052.00,-228.00,368.00,0.00,13604.00,-236.00,1384.00,0.00,212.00,0.00,0.00,0.00,1032.00,116.00
1978:Q3,48824.00,37676.00,-516.00,38192.00,2432.00,8716.00,48824.00,19872.00,2188.00,0.00,-712.00,13252.00,-76.00,256.00,0.00,14644.00,520.00,-256.00,0.00,572.00,0.00,0.00,0.00,-1548.00,112.00
1978:Q4,55932.00,45192.00,3220.00,41972.00,2644.00,8096.00,55932.00,34216.00,-1460.00,0.00,-3720.00,12204.00,-92.00,256.00,0.00,11196.00,1316.00,1132.00,0.00,-400.00,0.00,0.00,0.00,1168.00,116.00
1979:Q1,42140.00,30048.00,400.00,29648.00,2792.00,9300.00,42140.00,25744.00,1096.00,0.00,-3124.00,7556.00,-40.00,-636.00,0.00,11340.00,-1248.00,488.00,0.00,1320.00,0.00,0.00,0.00,-488.00,132.00
1979:Q2,37816.00,25676.00,-1096.00,26772.00,2880.00,9260.00,37816.00,25420.00,-1060.00,0.00,-304.00,5836.00,96.00,-464.00,0.00,5804.00,-4.00,-824.00,0.00,2588.00,0.00,0.00,0.00,596.00,132.00
1979:Q3,41268.00,27748.00,3476.00,24272.00,2944.00,10576.00,41268.00,14136.00,-2468.00,0.00,224.00,15532.00,76.00,64.00,0.00,11344.00,604.00,52.00,0.00,1636.00,0.00,0.00,0.00,-64.00,132.00
1979:Q4,36000.00,22204.00,1128.00,21076.00,2984.00,10812.00,36000.00,11728.00,1820.00,0.00,1404.00,7756.00,132.00,60.00,0.00,11032.00,752.00,120.00,0.00,-120.00,0.00,0.00,0.00,1184.00,132.00
1980:Q1,33576.00,22144.00,1708.00,20436.00,2956.00,8476.00,33576.00,10120.00,13028.00,0.00,992.00,2436.00,124.00,-132.00,0.00,10168.00,136.00,764.00,1088.00,-976.00,0.00,0.00,0.00,-4304.00,132.00
1980:Q2,34900.00,20524.00,324.00,20200.00,2868.00,11508.00,34900.00,5268.00,652.00,0.00,1272.00,14132.00,300.00,-48.00,0.00,6908.00,-496.00,-304.00,3896.00,668.00,0.00,0.00,0.00,2520.00,132.00
1980:Q3,35544.00,21612.00,1236.00,20376.00,3056.00,10876.00,35544.00,3472.00,-2236.00,0.00,220.00,20640.00,192.00,-68.00,0.00,7528.00,512.00,-416.00,3684.00,1956.00,0.00,0.00,0.00,-80.00,140.00
1980:Q4,37012.00,20896.00,3680.00,17216.00,3520.00,12596.00,37012.00,6784.00,8172.00,0.00,-1604.00,13424.00,8.00,-212.00,0.00,6284.00,940.00,552.00,-800.00,164.00,0.00,0.00,0.00,3164.00,136.00
1981:Q1,42388.00,26520.00,8260.00,18260.00,3736.00,12132.00,42388.00,61888.00,-17364.00,0.00,-536.00,-3684.00,4.00,-320.00,0.00,4296.00,524.00,-556.00,-392.00,1648.00,0.00,0.00,0.00,-3252.00,132.00
1981:Q2,34920.00,15328.00,-3292.00,18620.00,3716.00,15876.00,34920.00,26024.00,-7288.00,0.00,-648.00,4940.00,-148.00,-452.00,0.00,4368.00,496.00,300.00,3720.00,1996.00,0.00,0.00,0.00,1480.00,132.00
1981:Q3,50060.00,33132.00,1528.00,31604.00,4388.00,12540.00,50060.00,28264.00,3148.00,0.00,852.00,11092.00,-12.00,-460.00,0.00,4652.00,352.00,-544.00,1684.00,2096.00,0.00,0.00,0.00,-1200.00,136.00
1981:Q4,49484.00,30548.00,-1944.00,32492.00,5760.00,13176.00,49484.00,1064.00,26480.00,0.00,856.00,10520.00,-128.00,-368.00,0.00,244.00,428.00,-12.00,4700.00,616.00,0.00,0.00,0.00,4952.00,132.00
1982:Q1,63848.00,42248.00,7896.00,34352.00,7040.00,14560.00,63848.00,73880.00,-6992.00,0.00,1836.00,-2360.00,-112.00,-124.00,0.00,3056.00,1400.00,-820.00,-1988.00,464.00,0.00,0.00,0.00,-4524.00,132.00
1982:Q2,62988.00,41476.00,8760.00,32716.00,8216.00,13296.00,62988.00,57836.00,-8600.00,0.00,12.00,-4624.00,-72.00,28.00,0.00,4792.00,1500.00,788.00,7524.00,1436.00,0.00,0.00,0.00,2232.00,136.00
1982:Q3,64868.00,38572.00,8672.00,29900.00,9088.00,17208.00,64868.00,34576.00,6256.00,0.00,16.00,-1064.00,-16.00,76.00,0.00,2812.00,1460.00,-1192.00,18388.00,716.00,0.00,0.00,0.00,2708.00,132.00
1982:Q4,65880.00,40716.00,1596.00,39120.00,9656.00,15508.00,65880.00,1412.00,15624.00,0.00,-888.00,25248.00,0.00,20.00,0.00,1520.00,3224.00,-1676.00,11780.00,3404.00,0.00,0.00,0.00,6080.00,132.00
1983:Q1,62836.00,42184.00,-740.00,42924.00,10836.00,9816.00,62836.00,79216.00,9048.00,0.00,672.00,-19616.00,0.00,4.00,0.00,704.00,688.00,-3072.00,-7516.00,7284.00,0.00,0.00,524.00,-5236.00,136.00
1983:Q2,85772.00,61624.00,3572.00,58052.00,12616.00,11532.00,85772.00,62136.00,6580.00,0.00,-1188.00,4860.00,-460.00,4.00,0.00,-624.00,2532.00,480.00,3636.00,4840.00,0.00,0.00,836.00,2008.00,132.00
1983:Q3,57712.00,37132.00,-7888.00,45020.00,12288.00,8292.00,57712.00,41496.00,-7376.00,0.00,1008.00,7372.00,400.00,4.00,0.00,-964.00,680.00,-240.00,10152.00,4980.00,0.00,0.00,896.00,-828.00,132.00
1983:Q4,61908.00,43964.00,-868.00,44832.00,9860.00,8084.00,61908.00,-1208.00,16108.00,0.00,1796.00,21860.00,-328.00,-12.00,0.00,-320.00,-144.00,-1692.00,8116.00,5452.00,0.00,0.00,712.00,11432.00,136.00
1984:Q1,64672.00,47200.00,-6288.00,53488.00,9472.00,8000.00,64672.00,64032.00,21216.00,0.00,1996.00,-3172.00,-48.00,4.00,0.00,-2344.00,-3888.00,604.00,-7648.00,4316.00,0.00,0.00,576.00,-11104.00,132.00
1984:Q2,72552.00,54552.00,-8340.00,62892.00,9124.00,8876.00,72552.00,58736.00,-2184.00,0.00,1156.00,-1580.00,-200.00,4.00,0.00,-2212.00,-1208.00,452.00,13412.00,6848.00,0.00,0.00,500.00,-1304.00,132.00
1984:Q3,88692.00,68984.00,2704.00,66280.00,10252.00,9456.00,88692.00,59976.00,-9448.00,0.00,-244.00,21476.00,260.00,4.00,0.00,-1680.00,-1072.00,-784.00,9140.00,4180.00,0.00,0.00,452.00,6296.00,136.00
1984:Q4,76072.00,8400.00,-2700.00,11100.00,11836.00,55836.00,76072.00,-5948.00,7276.00,0.00,1336.00,32404.00,-376.00,0.00,0.00,-1464.00,1076.00,-2136.00,13316.00,5768.00,0.00,0.00,432.00,24256.00,132.00
1985:Q1,110020.00,93364.00,-2620.00,95984.00,9856.00,6800.00,110020.00,146880.00,-16828.00,0.00,-1464.00,-18972.00,-8.00,64.00,0.00,804.00,712.00,64.00,13384.00,9996.00,800.00,0.00,376.00,-25988.00,200.00
1985:Q2,127908.00,100396.00,8888.00,91508.00,9512.00,18000.00,127908.00,47156.00,33528.00,0.00,-1996.00,8044.00,48.00,-8.00,0.00,2320.00,92.00,-1088.00,16736.00,17840.00,800.00,0.00,288.00,3948.00,200.00
1985:Q3,113728.00,84780.00,6712.00,78068.00,7348.00,21600.00,113728.00,47048.00,-18180.00,0.00,3976.00,43368.00,-64.00,-32.00,0.00,6612.00,520.00,-212.00,12388.00,14252.00,1000.00,0.00,312.00,2540.00,200.00
1985:Q4,480968.00,343032.00,-4168.00,347200.00,93936.00,44000.00,480968.00,178064.00,13836.00,0.00,1840.00,199032.00,-284.00,-24.00,0.00,4288.00,2656.00,-388.00,7396.00,17544.00,1200.00,0.00,452.00,55156.00,200.00
1986:Q1,-10440.00,12104.00,428.00,11676.00,-10544.00,-12000.00,-10440.00,43864.00,-20168.00,0.00,868.00,-71308.00,0.00,0.00,0.00,9936.00,1260.00,-760.00,42060.00,27520.00,1000.00,0.00,612.00,-45524.00,200.00
1986:Q2,120476.00,134784.00,29952.00,104832.00,-1220.00,-13088.00,120476.00,50796.00,19136.00,0.00,1056.00,-21484.00,0.00,0.00,0.00,12612.00,3072.00,1032.00,31108.00,24368.00,1000.00,0.00,796.00,-3216.00,200.00
1986:Q3,48708.00,50428.00,-25584.00,76012.00,3224.00,-4944.00,48708.00,-70636.00,-4676.00,0.00,904.00,35632.00,0.00,0.00,0.00,15028.00,3428.00,-644.00,25456.00,32356.00,1000.00,0.00,768.00,9892.00,200.00
1986:Q4,80852.00,93732.00,-5300.00,99032.00,-3308.00,-9572.00,80852.00,47452.00,3640.00,0.00,412.00,-57632.00,0.00,0.00,0.00,17180.00,44.00,-1304.00,11940.00,31640.00,1200.00,0.00,540.00,25540.00,200.00
1987:Q1,133584.00,131268.00,668.00,130600.00,-132.00,2448.00,133584.00,133960.00,-6988.00,0.00,116.00,-41952.00,0.00,0.00,0.00,20816.00,-4004.00,-624.00,4520.00,43924.00,964.00,0.00,100.00,-17448.00,200.00
1987:Q2,69128.00,74732.00,-13724.00,88456.00,-604.00,-5000.00,69128.00,103424.00,-13256.00,0.00,8.00,-29072.00,0.00,-8.00,0.00,25936.00,1144.00,212.00,2652.00,-8164.00,868.00,0.00,688.00,-15504.00,200.00
1987:Q3,79200.00,79788.00,-2128.00,81916.00,-960.00,372.00,79200.00,94968.00,-2836.00,0.00,-260.00,-28060.00,0.00,0.00,0.00,25388.00,-2944.00,164.00,-5548.00,-2148.00,1172.00,0.00,648.00,-1544.00,200.00
1987:Q4,84456.00,85432.00,11872.00,73560.00,500.00,-1476.00,84456.00,95768.00,316.00,0.00,-704.00,-17464.00,0.00,8.00,0.00,19172.00,1892.00,644.00,-10704.00,-7084.00,2080.00,0.00,-736.00,1068.00,200.00
1988:Q1,43888.00,42700.00,2544.00,40156.00,640.00,548.00,43888.00,60932.00,-1252.00,0.00,-664.00,-30216.00,0.00,44.00,0.00,13988.00,-464.00,-564.00,15668.00,-7156.00,2572.00,0.00,-80.00,-9120.00,200.00
1988:Q2,52824.00,51852.00,1600.00,50252.00,96.00,876.00,52824.00,49176.00,-11840.00,0.00,-156.00,-20536.00,0.00,76.00,0.00,9844.00,-2120.00,300.00,2108.00,15780.00,4328.00,0.00,188.00,5476.00,200.00
1988:Q3,52180.00,49624.00,-3276.00,52900.00,2756.00,-200.00,52180.00,55744.00,-316.00,0.00,344.00,-16976.00,0.00,72.00,0.00,7224.00,-2096.00,-480.00,36.00,5984.00,4716.00,0.00,-640.00,-1632.00,200.00
1988:Q4,72656.00,70668.00,6980.00,63688.00,2472.00,-484.00,72656.00,68456.00,3128.00,0.00,808.00,-22344.00,0.00,28.00,0.00,6124.00,-1500.00,-356.00,-740.00,9048.00,5288.00,0.00,2464.00,2052.00,200.00
1989:Q1,30099.00,30018.00,4280.00,25739.00,1719.00,-1639.00,30099.00,13586.00,24548.00,0.00,904.00,-16142.00,0.00,-4.00,0.00,2764.00,-1176.00,-264.00,-9502.00,22024.00,4272.00,0.00,-756.00,-10356.00,200.00
1989:Q2,30905.00,34371.00,2934.00,31437.00,82.00,-3548.00,30905.00,6645.00,6868.00,0.00,636.00,-16720.00,0.00,-40.00,0.00,92.00,-48.00,-256.00,12657.00,9120.00,3444.00,0.00,-196.00,8504.00,200.00
1989:Q3,52933.00,50293.00,560.00,49733.00,3821.00,-1182.00,52933.00,21555.00,13396.00,0.00,392.00,-17326.00,0.00,-44.00,0.00,-776.00,608.00,-268.00,16828.00,15696.00,7304.00,0.00,292.00,-4924.00,200.00
1989:Q4,85408.00,75733.00,5454.00,70279.00,6982.00,2693.00,85408.00,78146.00,17416.00,0.00,180.00,-21595.00,0.00,-36.00,0.00,744.00,184.00,-272.00,-4075.00,5308.00,3396.00,0.00,568.00,5244.00,200.00
1990:Q1,73092.00,72603.00,3035.00,69568.00,1274.00,-786.00,73092.00,81521.00,-30856.00,0.00,220.00,-12671.00,0.00,0.00,0.00,1768.00,1176.00,844.00,11542.00,18864.00,3288.00,0.00,936.00,-3740.00,200.00
1990:Q2,41945.00,40791.00,1557.00,39234.00,1209.00,-55.00,41945.00,30017.00,-2904.00,0.00,516.00,-21830.00,0.00,20.00,0.00,2272.00,6564.00,28.00,13946.00,9828.00,-620.00,0.00,1652.00,2256.00,200.00
1990:Q3,24286.00,22050.00,3654.00,18396.00,2994.00,-759.00,24286.00,-20419.00,7564.00,0.00,916.00,-9079.00,0.00,12.00,0.00,2424.00,3420.00,-964.00,19336.00,15748.00,1920.00,0.00,556.00,2652.00,200.00
1990:Q4,55961.00,49271.00,3533.00,45738.00,6438.00,252.00,55961.00,52402.00,-4524.00,0.00,1416.00,-20384.00,0.00,-28.00,0.00,2216.00,1960.00,912.00,10952.00,5344.00,3492.00,0.00,-16.00,2020.00,200.00
1991:Q1,48822.00,49388.00,4580.00,44808.00,-1319.00,753.00,48822.00,-2595.00,3236.00,0.00,1252.00,-14412.00,0.00,-68.00,0.00,-7408.00,6768.00,-436.00,9141.00,50492.00,8416.00,0.00,-732.00,-5032.00,200.00
1991:Q2,67694.00,62651.00,8401.00,54250.00,3325.00,1718.00,67694.00,49000.00,-100.00,0.00,416.00,-17839.00,0.00,-120.00,0.00,-14244.00,-10684.00,492.00,5385.00,33344.00,12032.00,0.00,-240.00,10052.00,200.00
1991:Q3,107880.00,99469.00,10221.00,89248.00,9231.00,-820.00,107880.00,45815.00,44748.00,0.00,-372.00,-16984.00,0.00,-116.00,0.00,-13572.00,2320.00,248.00,4797.00,31028.00,12688.00,0.00,-64.00,-2856.00,200.00
1991:Q4,149445.00,151740.00,4282.00,147458.00,4031.00,-6327.00,149445.00,47960.00,32704.00,0.00,-1120.00,-9653.00,0.00,-76.00,0.00,-5408.00,-6724.00,280.00,7053.00,69924.00,12032.00,0.00,-1780.00,4052.00,200.00
1992:Q1,5187.00,-1389.00,-25036.00,23647.00,3697.00,2880.00,5187.00,9088.00,-45984.00,0.00,-1372.00,-7782.00,0.00,-32.00,0.00,1748.00,-360.00,-260.00,3506.00,36472.00,15992.00,0.00,300.00,-6328.00,200.00
1992:Q2,27096.00,21847.00,1696.00,20151.00,2692.00,2557.00,27096.00,-70248.00,30224.00,0.00,-1136.00,-7469.00,0.00,0.00,0.00,7856.00,572.00,-80.00,6550.00,36476.00,15060.00,0.00,74.00,9016.00,200.00
1992:Q3,61945.00,56340.00,33450.00,22890.00,1248.00,4357.00,61945.00,1476.00,-3576.00,0.00,-996.00,-1069.00,0.00,-40.00,0.00,10600.00,1848.00,-624.00,1294.00,41456.00,14220.00,0.00,180.00,-3024.00,200.00
1992:Q4,-940.00,-10234.00,-14402.00,4168.00,1883.00,7411.00,-940.00,-105863.00,23316.00,0.00,-996.00,-7723.00,0.00,-124.00,0.00,9980.00,2528.00,268.00,10334.00,47268.00,11804.00,0.00,272.00,7796.00,200.00
1993:Q1,73410.00,65518.00,-6767.00,72285.00,2091.00,5801.00,73410.00,8045.00,-5276.00,0.00,-996.00,-3927.00,0.00,-208.00,0.00,10496.00,504.00,60.00,-9186.00,67912.00,12072.00,0.00,-650.00,-5636.00,200.00
1993:Q2,87500.00,79981.00,14832.00,65149.00,2968.00,4551.00,87500.00,-75209.00,10348.00,0.00,-1012.00,3094.00,0.00,-368.00,0.00,12136.00,4176.00,628.00,12839.00,90888.00,12072.00,0.00,-80.00,17788.00,200.00
1993:Q3,91455.00,81254.00,8248.00,73007.00,2077.00,8123.00,91455.00,-39677.00,36276.00,0.00,-1016.00,10291.00,0.00,-308.00,0.00,12620.00,5412.00,2420.00,17645.00,37564.00,12072.00,0.00,-1504.00,-540.00,200.00
1993:Q4,12824.00,7875.00,-9145.00,17020.00,-2892.00,7841.00,12824.00,-83101.00,-5768.00,5936.00,-1052.00,-1630.00,0.00,-100.00,0.00,11948.00,3312.00,596.00,17054.00,39688.00,12072.00,0.00,2000.00,11668.00,200.00
1994:Q1,-7685.00,-20293.00,2590.00,-22883.00,2122.00,10486.00,-7685.00,-13561.00,-10592.00,128.00,-1016.00,3812.00,0.00,348.00,0.00,4504.00,-488.00,-2620.00,15834.00,10268.00,1620.00,0.00,94.00,-16216.00,200.00
1994:Q2,-62136.00,-73581.00,-8798.00,-64782.00,2491.00,8954.00,-62136.00,-13213.00,-8364.00,132.00,-916.00,-926.00,0.00,300.00,0.00,5000.00,-6316.00,516.00,13942.00,-54116.00,1620.00,0.00,2310.00,-2304.00,200.00
1994:Q3,-266.00,-8124.00,9697.00,-17821.00,4427.00,3430.00,-266.00,-53046.00,264.00,128.00,-816.00,-3452.00,0.00,400.00,0.00,8000.00,-1708.00,1036.00,3914.00,40404.00,1620.00,0.00,3194.00,-404.00,200.00
1994:Q4,-73625.00,-81759.00,-12201.00,-69558.00,3704.00,4430.00,-73625.00,-36788.00,26684.00,132.00,-752.00,-7658.00,0.00,488.00,0.00,13128.00,956.00,32.00,-2249.00,-84196.00,1620.00,0.00,2566.00,12212.00,200.00
1995:Q1,-60744.00,-62415.00,12133.00,-74548.00,750.00,922.00,-60744.00,-71602.00,-37336.00,596.00,-664.00,-5451.00,0.00,-80.00,0.00,6472.00,-4404.00,-236.00,-6227.00,72612.00,4796.00,0.00,-1704.00,-18468.00,952.00
1995:Q2,-55572.00,-58772.00,-883.00,-57888.00,-107.00,3307.00,-55572.00,-175974.00,63952.00,600.00,-568.00,-3575.00,0.00,-168.00,0.00,6800.00,5692.00,312.00,41916.00,-5724.00,4796.00,0.00,1962.00,3456.00,952.00
1995:Q3,-54936.00,-57152.00,-4864.00,-52289.00,254.00,1962.00,-54936.00,27455.00,-92296.00,596.00,-4432.00,-5607.00,0.00,440.00,0.00,7800.00,-1812.00,972.00,11277.00,1480.00,4796.00,0.00,3030.00,-9588.00,952.00
1995:Q4,-59200.00,-65273.00,-1466.00,-63807.00,-12.00,6086.00,-59200.00,-111683.00,-13996.00,600.00,-8308.00,-2595.00,0.00,68.00,0.00,7944.00,-3248.00,1824.00,10347.00,33012.00,4796.00,0.00,7416.00,13672.00,952.00
1996:Q1,-17016.00,-21950.00,4671.00,-26621.00,4311.00,624.00,-17016.00,-13769.00,-35084.00,412.00,-4232.00,2999.00,0.00,132.00,0.00,7872.00,1756.00,1764.00,26029.00,-1404.00,960.00,0.00,10026.00,-15428.00,952.00
1996:Q2,-3364.00,-16110.00,8490.00,-24600.00,4503.00,8243.00,-3364.00,-70549.00,13684.00,416.00,2944.00,-753.00,0.00,-48.00,0.00,15980.00,-888.00,-3896.00,21996.00,10256.00,960.00,0.00,5838.00,-256.00,952.00
1996:Q3,-30017.00,-36579.00,8506.00,-45085.00,8262.00,-1700.00,-30017.00,-42201.00,8664.00,416.00,-932.00,-2170.00,0.00,-356.00,0.00,4992.00,1084.00,-3204.00,8078.00,-3008.00,960.00,0.00,448.00,-3740.00,952.00
1996:Q4,24293.00,11838.00,3340.00,8498.00,7249.00,5206.00,24293.00,-49591.00,-10344.00,416.00,316.00,4333.00,0.00,-284.00,0.00,28476.00,3768.00,260.00,11157.00,21276.00,960.00,0.00,746.00,11852.00,952.00
1997:Q1,7246.00,-363.00,-191.00,-172.00,4639.00,2970.00,7246.00,-8265.00,-2624.00,548.00,-836.00,2984.00,0.00,-248.00,0.00,-5404.00,524.00,5960.00,17755.00,-696.00,304.00,0.00,-612.00,-3096.00,952.00
1997:Q2,44376.00,31176.00,2906.00,28271.00,8786.00,4414.00,44376.00,-31645.00,23604.00,548.00,440.00,1847.00,0.00,20.00,0.00,3956.00,792.00,32.00,28208.00,11056.00,304.00,0.00,-966.00,5228.00,952.00
1997:Q3,84410.00,71172.00,21011.00,50161.00,7040.00,6197.00,84410.00,34187.00,-11564.00,552.00,-2160.00,4242.00,0.00,-204.00,0.00,5272.00,1384.00,1632.00,29309.00,21612.00,304.00,0.00,148.00,-1256.00,952.00
1997:Q4,91564.00,80482.00,9530.00,70953.00,8059.00,3023.00,91564.00,63851.00,-23964.00,548.00,-400.00,832.00,0.00,344.00,0.00,6700.00,9304.00,-3856.00,14812.00,9904.00,304.00,0.00,3618.00,8616.00,952.00
1998:Q1,90275.00,62547.00,-1697.00,64244.00,19325.00,8403.00,90275.00,2750.00,7292.00,-352.00,-1600.00,-1453.00,0.00,264.00,0.00,19968.00,1560.00,2308.00,27591.00,28932.00,1268.00,0.00,4082.00,-3288.00,952.00
1998:Q2,90034.00,71030.00,-11860.00,82889.00,12854.00,6150.00,90034.00,6293.00,-10896.00,-348.00,-2000.00,11840.00,0.00,-532.00,0.00,10704.00,1200.00,588.00,37320.00,19868.00,1268.00,0.00,2124.00,11652.00,952.00
1998:Q3,75000.00,62153.00,-12446.00,74598.00,7674.00,5174.00,75000.00,-13678.00,-2704.00,-352.00,160.00,11474.00,0.00,40.00,0.00,8580.00,1148.00,-304.00,37132.00,20164.00,1268.00,0.00,13500.00,-2380.00,952.00
1998:Q4,81483.00,70987.00,931.00,70056.00,7179.00,3317.00,81483.00,-4240.00,-220.00,-352.00,616.00,12603.00,0.00,24.00,0.00,26604.00,1220.00,4404.00,2640.00,35880.00,1268.00,0.00,6300.00,-6216.00,952.00
1999:Q1,80149.00,62228.00,-466.00,62694.00,11239.00,6682.00,80149.00,33517.00,-4056.00,-128.00,312.00,11323.00,0.00,444.00,0.00,-15500.00,2648.00,5136.00,22646.00,22024.00,7120.00,0.00,-3268.00,-3020.00,952.00
1999:Q2,33324.00,20665.00,1541.00,19125.00,8476.00,4183.00,33324.00,-19485.00,-14552.00,-124.00,244.00,5016.00,0.00,84.00,0.00,2500.00,2068.00,-5180.00,13917.00,22940.00,11512.00,0.00,5636.00,7796.00,952.00
1999:Q3,75761.00,55364.00,7296.00,48068.00,14425.00,5972.00,75761.00,7944.00,33308.00,-128.00,248.00,4995.00,0.00,-196.00,0.00,-13540.00,1664.00,-476.00,14404.00,11908.00,14084.00,0.00,6574.00,-5980.00,952.00
1999:Q4,28210.00,17283.00,1882.00,15401.00,7512.00,3415.00,28210.00,43164.00,-17684.00,-128.00,496.00,4006.00,0.00,4.00,0.00,-9864.00,980.00,-312.00,22977.00,-21480.00,3324.00,0.00,5362.00,-3588.00,952.00
2000:Q1,28572.00,18837.00,12259.00,6578.00,5006.00,4729.00,28572.00,15123.00,12908.00,-252.00,272.00,11220.00,0.00,484.00,0.00,-17024.00,-508.00,-576.00,44109.00,-35652.00,3608.00,0.00,-1680.00,-4420.00,960.00
2000:Q2,-15882.00,-26673.00,4733.00,-31406.00,11503.00,-712.00,-15882.00,9012.00,15332.00,-252.00,152.00,-212.00,0.00,-40.00,0.00,-17468.00,-1540.00,-256.00,12095.00,-29044.00,-2076.00,0.00,2312.00,-3896.00,0.00
2000:Q3,51927.00,42226.00,-13917.00,56143.00,7092.00,2609.00,51927.00,47569.00,-20576.00,-252.00,260.00,-1472.00,0.00,40.00,0.00,-9124.00,-972.00,-2256.00,25952.00,5748.00,-1996.00,0.00,5134.00,3872.00,0.00
2000:Q4,29879.00,31626.00,2353.00,29273.00,-566.00,-1182.00,29879.00,50.00,20080.00,-252.00,132.00,4056.00,0.00,52.00,0.00,-15864.00,-1288.00,-2260.00,47885.00,-22872.00,-7472.00,0.00,5820.00,1812.00,0.00
2001:Q1,136378.00,126338.00,31129.00,95209.00,5510.00,4530.00,136378.00,87686.00,-21188.00,1060.00,188.00,4220.00,0.00,-1356.00,0.00,-12508.00,-152.00,944.00,35385.00,31956.00,3656.00,0.00,1012.00,5476.00,0.00
