1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q1,-375122.00,-10664.00,400.00,-382598.00,-372618.00,-9980.00,-17412.00,0.00,35152.00,-29196.00,64348.00,-375122.00,-90856.00,-184644.00,93788.00,-324660.00,-325060.00,400.00,0.00,600.00,39794.00,-339312.00,0.00,379106.00
2009:Q2,-1118203.00,-263880.00,0.00,-580139.00,-576923.00,-3216.00,-13400.00,0.00,-260784.00,-179512.00,-81272.00,-1118203.00,-222385.00,-195669.00,-26716.00,-559640.00,-559640.00,0.00,4600.00,600.00,-341378.00,165932.00,0.00,-507310.00
2009:Q3,-393080.00,-201880.00,0.00,-40248.00,-25080.00,-15168.00,-10512.00,0.00,-140440.00,-98148.00,-42292.00,-393080.00,-97602.00,-103726.00,6124.00,-330272.00,-330272.00,0.00,8224.00,600.00,25969.00,182204.00,0.00,-156235.00
2009:Q4,-52123.00,-138400.00,12.00,-113639.00,-43091.00,-70548.00,2320.00,100424.00,97160.00,12664.00,84496.00,-52123.00,62146.00,-16226.00,78372.00,-175984.00,-183536.00,7552.00,108980.00,600.00,-47866.00,-129572.00,9568.00,72138.00
2010:Q1,-510978.00,-471696.00,4.00,25446.00,-914.00,26360.00,-7624.00,1240.00,-58348.00,-55608.00,-2740.00,-510978.00,-197043.00,-233115.00,36072.00,-9692.00,-20380.00,10688.00,10036.00,601.00,-314879.00,-30568.00,13368.00,-297679.00
2010:Q2,-319334.00,-223760.00,4.00,90130.00,109798.00,-19668.00,-960.00,1268.00,-186016.00,-155128.00,-30888.00,-319334.00,-60086.00,-59142.00,-944.00,-8172.00,-20924.00,12752.00,1268.00,601.00,-252945.00,-334524.00,10184.00,71395.00
2010:Q3,254977.00,23304.00,4.00,59053.00,83693.00,-24640.00,-20.00,1296.00,171340.00,106660.00,64680.00,254977.00,116077.00,63233.00,52844.00,-32796.00,-34700.00,1904.00,1296.00,600.00,169800.00,31672.00,4992.00,133136.00
2010:Q4,-129861.00,80012.00,4.00,-53425.00,-32105.00,-21320.00,2660.00,1312.00,-160424.00,-21952.00,-138472.00,-129861.00,-61268.00,39484.00,-100752.00,-8364.00,-11780.00,3416.00,1312.00,600.00,-62141.00,-160464.00,3096.00,95227.00
2011:Q1,-288596.00,-135460.00,4.00,-143980.00,-40892.00,-103088.00,-12660.00,-105540.00,109040.00,69468.00,39572.00,-288596.00,-44761.00,-84373.00,39612.00,-93176.00,-93768.00,592.00,-60352.00,600.00,-90907.00,-95640.00,-344.00,5077.00
2011:Q2,-75457.00,-75548.00,4.00,-26549.00,-7725.00,-18824.00,2752.00,0.00,23884.00,-62100.00,85984.00,-75457.00,82407.00,-23961.00,106368.00,-28208.00,-29612.00,1404.00,0.00,600.00,-130256.00,72736.00,2112.00,-205104.00
2011:Q3,-587502.00,-248560.00,4.00,-251374.00,-207718.00,-43656.00,-10204.00,0.00,-77368.00,-133144.00,55776.00,-587502.00,-2417.00,-79509.00,77092.00,-45304.00,-45908.00,604.00,-9224.00,600.00,-531157.00,-3644.00,2016.00,-529529.00
2011:Q4,167823.00,126084.00,4.00,6659.00,71791.00,-65132.00,12040.00,0.00,23036.00,-9160.00,32196.00,167823.00,-39945.00,-103149.00,63204.00,-38164.00,-38220.00,56.00,-3888.00,600.00,249220.00,-271888.00,224.00,520884.00
2012:Q1,-379111.00,-349612.00,4.00,-77035.00,-31579.00,-45456.00,-24992.00,0.00,72524.00,65700.00,6824.00,-379111.00,-19808.00,-28728.00,8920.00,-39700.00,-38284.00,-1416.00,-34544.00,600.00,-285660.00,-28896.00,-2864.00,-253900.00
2012:Q2,-205437.00,-118476.00,4.00,18339.00,46579.00,-28240.00,-3028.00,0.00,-102276.00,-103008.00,732.00,-205437.00,-8858.00,-26046.00,17188.00,-49820.00,-47624.00,-2196.00,0.00,600.00,-147359.00,219828.00,-400.00,-366787.00
2012:Q3,-20691.00,12200.00,4.00,-48591.00,-3855.00,-44736.00,-2120.00,0.00,17816.00,-42304.00,60120.00,-20691.00,48924.00,-49984.00,98908.00,-11252.00,0.00,-11252.00,0.00,600.00,-58962.00,-198448.00,-13632.00,153118.00
2012:Q4,258635.00,206272.00,4.00,7587.00,61367.00,-53780.00,4068.00,0.00,40704.00,32320.00,8384.00,258635.00,-2514.00,-18862.00,16348.00,-12476.00,0.00,-12476.00,0.00,600.00,273025.00,-309276.00,-10376.00,592677.00
2013:Q1,10680.00,-178884.00,-452.00,61596.00,51860.00,9736.00,140.00,0.00,128280.00,67656.00,60624.00,10680.00,54172.00,16260.00,37912.00,-2180.00,0.00,-2180.00,0.00,600.00,-41912.00,236164.00,-12152.00,-265924.00
2013:Q2,-173050.00,-24012.00,0.00,-119478.00,-146946.00,27468.00,-4392.00,0.00,-25168.00,-3376.00,-21792.00,-173050.00,-118.00,22054.00,-22172.00,-440.00,0.00,-440.00,0.00,600.00,-173092.00,298280.00,-1920.00,-469452.00
2013:Q3,49114.00,72624.00,0.00,37482.00,41846.00,-4364.00,-5808.00,0.00,-55184.00,-93612.00,38428.00,49114.00,3832.00,-57628.00,61460.00,0.00,0.00,0.00,0.00,600.00,44682.00,-43612.00,0.00,88294.00
2013:Q4,-165980.00,-115752.00,0.00,-55052.00,-43568.00,-11484.00,848.00,0.00,3976.00,19248.00,-15272.00,-165980.00,52759.00,84191.00,-31432.00,0.00,0.00,0.00,0.00,600.00,-219339.00,-114840.00,0.00,-104499.00
2014:Q1,61641.00,-31192.00,0.00,78785.00,30385.00,48400.00,3012.00,0.00,11036.00,1484.00,9552.00,61641.00,-7758.00,-126.00,-7632.00,0.00,0.00,0.00,0.00,600.00,68799.00,483968.00,0.00,-415169.00
2014:Q2,-107595.00,-159172.00,0.00,3789.00,22985.00,-19196.00,-5116.00,0.00,52904.00,-12204.00,65108.00,-107595.00,57271.00,-13789.00,71060.00,0.00,0.00,0.00,0.00,600.00,-165465.00,-191960.00,0.00,26495.00
2014:Q3,19963.00,13760.00,0.00,-29645.00,-25165.00,-4480.00,968.00,0.00,34880.00,28112.00,6768.00,19963.00,85096.00,93504.00,-8408.00,0.00,0.00,0.00,0.00,600.00,-65733.00,-44776.00,0.00,-20957.00
2014:Q4,74406.00,230400.00,0.00,-75578.00,-69686.00,-5892.00,7120.00,0.00,-87536.00,-98532.00,10996.00,74406.00,-31269.00,-65033.00,33764.00,0.00,0.00,0.00,0.00,601.00,105075.00,-58920.00,0.00,163995.00
2015:Q1,173810.00,147624.00,0.00,-46022.00,-59930.00,13908.00,-1868.00,0.00,74076.00,-27900.00,101976.00,173810.00,40282.00,-59258.00,99540.00,0.00,0.00,0.00,0.00,601.00,132927.00,139068.00,0.00,-6141.00
2015:Q2,-5408.00,-66644.00,0.00,64292.00,85216.00,-20924.00,2084.00,0.00,-5140.00,51556.00,-56696.00,-5408.00,18002.00,97854.00,-79852.00,0.00,0.00,0.00,0.00,602.00,-24012.00,-209252.00,0.00,185240.00
2015:Q3,229930.00,52172.00,0.00,119846.00,102078.00,17768.00,3976.00,0.00,53936.00,-3076.00,57012.00,229930.00,157604.00,122300.00,35304.00,0.00,0.00,0.00,0.00,600.00,71726.00,177688.00,0.00,-105962.00
2015:Q4,202796.00,16268.00,0.00,155356.00,171620.00,-16264.00,-860.00,0.00,32032.00,-11900.00,43932.00,202796.00,53924.00,3888.00,50036.00,0.00,0.00,0.00,0.00,600.00,148272.00,-162648.00,0.00,310920.00
2016:Q1,539003.00,135896.00,0.00,186311.00,154779.00,31532.00,17384.00,0.00,199412.00,86892.00,112520.00,539003.00,141803.00,60791.00,81012.00,0.00,0.00,0.00,0.00,600.00,396601.00,315284.00,0.00,81317.00
2016:Q2,26990.00,-45284.00,0.00,53518.00,80166.00,-26648.00,8828.00,0.00,9928.00,-48828.00,58756.00,26990.00,29194.00,-38298.00,67492.00,0.00,0.00,0.00,0.00,600.00,-2804.00,-266444.00,0.00,263640.00
