date,FA504090005.Q,FA503034003.Q,FA502051003.Q,FA504022005.Q,FA503069105.Q,FA503063005.Q,FA503069805.Q,FA503064105.Q,FA503094505.Q,FA753194503.Q,FA663194505.Q,FA504190005.Q,FA504122005.Q,FA503169105.Q,FA503163005.Q,FA504123005.Q,FA713068505.Q,FA503169205.Q,FA503164105.Q,FA503192003.Q,FA503190005.Q,FA663097005.Q,FA503194305.Q,FA503193005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,9.00,0.00,0.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,9.00
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,-1.00,0.00,0.00,-1.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-1.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,7.00,0.00,0.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,7.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,22.00,0.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00
1952:Q1,20.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00
1952:Q2,-44.00,0.00,0.00,-44.00,-44.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.00,0.00,0.00,-44.00
1952:Q3,-20.00,0.00,0.00,-20.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,0.00,-20.00
1952:Q4,24.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,24.00
1953:Q1,16.00,0.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00
1953:Q2,-40.00,0.00,0.00,-40.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,0.00,-40.00
1953:Q3,-8.00,0.00,0.00,-8.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,-8.00
1953:Q4,80.00,0.00,0.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,80.00
1954:Q1,-16.00,0.00,0.00,-16.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,-16.00
1954:Q2,-24.00,0.00,0.00,-24.00,-24.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.00,0.00,0.00,-24.00
1954:Q3,16.00,0.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00
1954:Q4,20.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00
1955:Q1,64.00,0.00,0.00,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00,64.00
1955:Q2,-20.00,0.00,0.00,-20.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,0.00,-20.00
1955:Q3,56.00,0.00,0.00,56.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,56.00
1955:Q4,-44.00,0.00,0.00,-44.00,-44.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.00,0.00,0.00,-44.00
1956:Q1,160.00,0.00,0.00,160.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,160.00
1956:Q2,-160.00,0.00,0.00,-160.00,-160.00,0.00,0.00,0.00,0.00,0.00,0.00,-160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-160.00,0.00,0.00,-160.00
1956:Q3,100.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00
1956:Q4,-32.00,0.00,0.00,-32.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,0.00,-32.00
1957:Q1,16.00,0.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00
1957:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,-16.00,0.00,0.00,-16.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,-16.00
1957:Q4,60.00,0.00,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,60.00
1958:Q1,64.00,0.00,0.00,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00,64.00
1958:Q2,92.00,0.00,0.00,92.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,0.00,0.00,92.00
1958:Q3,-48.00,0.00,0.00,-48.00,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.00,0.00,0.00,-48.00
1958:Q4,-136.00,0.00,0.00,-136.00,-136.00,0.00,0.00,0.00,0.00,0.00,0.00,-136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-136.00,0.00,0.00,-136.00
1959:Q1,132.00,0.00,0.00,132.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,132.00
1959:Q2,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00
1959:Q3,144.00,0.00,0.00,144.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,144.00
1959:Q4,-136.00,0.00,0.00,-136.00,-136.00,0.00,0.00,0.00,0.00,0.00,0.00,-136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-136.00,0.00,0.00,-136.00
1960:Q1,112.00,0.00,0.00,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,0.00,0.00,112.00
1960:Q2,36.00,0.00,0.00,36.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,36.00
1960:Q3,76.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,76.00
1960:Q4,-124.00,0.00,0.00,-124.00,-124.00,0.00,0.00,0.00,0.00,0.00,0.00,-124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-124.00,0.00,0.00,-124.00
1961:Q1,252.00,0.00,0.00,252.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,0.00,0.00,252.00
1961:Q2,-152.00,0.00,0.00,-152.00,-152.00,0.00,0.00,0.00,0.00,0.00,0.00,-152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-152.00,0.00,0.00,-152.00
1961:Q3,216.00,0.00,0.00,216.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,0.00,216.00
1961:Q4,-328.00,0.00,0.00,-328.00,-328.00,0.00,0.00,0.00,0.00,0.00,0.00,-328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-328.00,0.00,0.00,-328.00
1962:Q1,568.00,0.00,0.00,568.00,568.00,0.00,0.00,0.00,0.00,0.00,0.00,568.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,568.00,0.00,0.00,568.00
1962:Q2,-248.00,0.00,0.00,-248.00,-248.00,0.00,0.00,0.00,0.00,0.00,0.00,-248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-248.00,0.00,0.00,-248.00
1962:Q3,72.00,0.00,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,72.00
1962:Q4,68.00,0.00,0.00,68.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,68.00
1963:Q1,104.00,0.00,0.00,104.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,0.00,0.00,104.00
1963:Q2,-108.00,0.00,0.00,-108.00,-108.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,0.00,-108.00
1963:Q3,-8.00,0.00,0.00,-8.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,-8.00
1963:Q4,80.00,0.00,0.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,80.00
1964:Q1,-64.00,0.00,0.00,-64.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,0.00,-64.00
1964:Q2,176.00,0.00,0.00,176.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,176.00
1964:Q3,-288.00,0.00,0.00,-288.00,-288.00,0.00,0.00,0.00,0.00,0.00,0.00,-288.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-288.00,0.00,0.00,-288.00
1964:Q4,76.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,76.00
1965:Q1,420.00,0.00,0.00,420.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,0.00,0.00,420.00
1965:Q2,72.00,0.00,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,72.00
1965:Q3,132.00,0.00,0.00,132.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,132.00
1965:Q4,236.00,0.00,0.00,236.00,236.00,0.00,0.00,0.00,0.00,0.00,0.00,236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.00,0.00,0.00,236.00
1966:Q1,-12.00,0.00,0.00,-12.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,-12.00
1966:Q2,360.00,0.00,0.00,360.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,0.00,0.00,360.00
1966:Q3,840.00,0.00,0.00,840.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,0.00,0.00,840.00
1966:Q4,-104.00,0.00,0.00,-104.00,-104.00,0.00,0.00,0.00,0.00,0.00,0.00,-104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-104.00,0.00,0.00,-104.00
1967:Q1,-140.00,0.00,0.00,-140.00,-140.00,0.00,0.00,0.00,0.00,0.00,0.00,-140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-140.00,0.00,0.00,-140.00
1967:Q2,272.00,0.00,0.00,272.00,272.00,0.00,0.00,0.00,0.00,0.00,0.00,272.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.00,0.00,0.00,272.00
1967:Q3,-100.00,0.00,0.00,-100.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,-100.00
1967:Q4,188.00,0.00,0.00,188.00,188.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,0.00,0.00,188.00
1968:Q1,2216.00,0.00,0.00,2216.00,2216.00,0.00,0.00,0.00,0.00,0.00,0.00,2216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2216.00,0.00,0.00,2216.00
1968:Q2,-1052.00,0.00,0.00,-1052.00,-1052.00,0.00,0.00,0.00,0.00,0.00,0.00,-1052.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1052.00,0.00,0.00,-1052.00
1968:Q3,232.00,0.00,0.00,232.00,232.00,0.00,0.00,0.00,0.00,0.00,0.00,232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.00,0.00,0.00,232.00
1968:Q4,-596.00,0.00,0.00,-596.00,-596.00,0.00,0.00,0.00,0.00,0.00,0.00,-596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-596.00,0.00,0.00,-596.00
1969:Q1,1432.00,0.00,0.00,1432.00,1432.00,0.00,0.00,0.00,0.00,0.00,0.00,1432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1432.00,0.00,0.00,1432.00
1969:Q2,436.00,0.00,0.00,436.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,436.00,0.00,0.00,436.00
1969:Q3,808.00,0.00,0.00,808.00,808.00,0.00,0.00,0.00,0.00,0.00,0.00,808.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,808.00,0.00,0.00,808.00
1969:Q4,-424.00,0.00,0.00,-424.00,-424.00,0.00,0.00,0.00,0.00,0.00,0.00,-424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-424.00,0.00,0.00,-424.00
1970:Q1,800.00,0.00,0.00,800.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,800.00
1970:Q2,-3476.00,0.00,0.00,-3476.00,-3476.00,0.00,0.00,0.00,0.00,0.00,0.00,-3476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3476.00,0.00,0.00,-3476.00
1970:Q3,3876.00,0.00,0.00,3876.00,3876.00,0.00,0.00,0.00,0.00,0.00,0.00,3876.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3876.00,0.00,0.00,3876.00
1970:Q4,-1944.00,0.00,0.00,-1944.00,-1944.00,0.00,0.00,0.00,0.00,0.00,0.00,-1944.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1944.00,0.00,0.00,-1944.00
1971:Q1,-724.00,0.00,0.00,-724.00,-724.00,0.00,0.00,0.00,0.00,0.00,0.00,-724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-724.00,0.00,0.00,-724.00
1971:Q2,-488.00,0.00,0.00,-488.00,-488.00,0.00,0.00,0.00,0.00,0.00,0.00,-488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-488.00,0.00,0.00,-488.00
1971:Q3,-276.00,0.00,0.00,-276.00,-276.00,0.00,0.00,0.00,0.00,0.00,0.00,-276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-276.00,0.00,0.00,-276.00
1971:Q4,1100.00,0.00,0.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,0.00,0.00,1100.00
1972:Q1,176.00,0.00,0.00,176.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,176.00
1972:Q2,-496.00,0.00,0.00,-496.00,-496.00,0.00,0.00,0.00,0.00,0.00,0.00,-496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-496.00,0.00,0.00,-496.00
1972:Q3,476.00,0.00,0.00,476.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476.00,0.00,0.00,476.00
1972:Q4,-672.00,0.00,0.00,-672.00,-672.00,0.00,0.00,0.00,0.00,0.00,0.00,-672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-672.00,0.00,0.00,-672.00
1973:Q1,1892.00,0.00,0.00,1892.00,1892.00,0.00,0.00,0.00,0.00,0.00,0.00,1892.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1892.00,0.00,0.00,1892.00
1973:Q2,620.00,0.00,0.00,620.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,0.00,0.00,620.00
1973:Q3,712.00,0.00,0.00,712.00,712.00,0.00,0.00,0.00,0.00,0.00,0.00,712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.00,0.00,0.00,712.00
1973:Q4,-1232.00,0.00,0.00,-1232.00,-1232.00,0.00,0.00,0.00,0.00,0.00,0.00,-1232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1232.00,0.00,0.00,-1232.00
1974:Q1,344.00,0.00,0.00,344.00,344.00,0.00,0.00,0.00,0.00,0.00,0.00,344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.00,0.00,0.00,344.00
1974:Q2,456.00,0.00,0.00,456.00,456.00,0.00,0.00,0.00,0.00,0.00,0.00,456.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456.00,0.00,0.00,456.00
1974:Q3,-716.00,0.00,0.00,-716.00,-716.00,0.00,0.00,0.00,0.00,0.00,0.00,-716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-716.00,0.00,0.00,-716.00
1974:Q4,-1144.00,0.00,0.00,-1144.00,-1144.00,0.00,0.00,0.00,0.00,0.00,0.00,-1144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1144.00,0.00,0.00,-1144.00
1975:Q1,544.00,0.00,0.00,544.00,544.00,0.00,0.00,0.00,0.00,0.00,0.00,544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,544.00,0.00,0.00,544.00
1975:Q2,-788.00,0.00,0.00,-788.00,-788.00,0.00,0.00,0.00,0.00,0.00,0.00,-788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-788.00,0.00,0.00,-788.00
1975:Q3,-1076.00,0.00,0.00,-1076.00,-1076.00,0.00,0.00,0.00,0.00,0.00,0.00,-1076.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1076.00,0.00,0.00,-1076.00
1975:Q4,1060.00,0.00,0.00,1060.00,1060.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.00,0.00,0.00,1060.00
1976:Q1,-1232.00,620.00,0.00,-1852.00,-1852.00,0.00,0.00,0.00,0.00,0.00,0.00,-1232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1232.00,1240.00,0.00,-2472.00
1976:Q2,-456.00,-264.00,0.00,-192.00,-192.00,0.00,0.00,0.00,0.00,0.00,0.00,-456.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-456.00,-528.00,0.00,72.00
1976:Q3,-608.00,40.00,0.00,-648.00,-648.00,0.00,0.00,0.00,0.00,0.00,0.00,-608.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-608.00,80.00,0.00,-688.00
1976:Q4,2664.00,824.00,0.00,1840.00,1840.00,0.00,0.00,0.00,0.00,0.00,0.00,2664.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2664.00,1648.00,0.00,1016.00
1977:Q1,1152.00,644.00,0.00,508.00,508.00,0.00,0.00,0.00,0.00,0.00,0.00,1152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1152.00,1284.00,0.00,-132.00
1977:Q2,-96.00,-784.00,0.00,688.00,688.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,-1564.00,0.00,1468.00
1977:Q3,388.00,-192.00,0.00,580.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388.00,-388.00,0.00,776.00
1977:Q4,88.00,96.00,0.00,-8.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,192.00,0.00,-104.00
1978:Q1,2096.00,140.00,0.00,1956.00,1956.00,0.00,0.00,0.00,0.00,0.00,0.00,2096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2096.00,280.00,0.00,1816.00
1978:Q2,-700.00,-404.00,0.00,-296.00,-296.00,0.00,0.00,0.00,0.00,0.00,0.00,-700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-700.00,-804.00,0.00,104.00
1978:Q3,-912.00,316.00,0.00,-1228.00,-1228.00,0.00,0.00,0.00,0.00,0.00,0.00,-912.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-912.00,628.00,0.00,-1540.00
1978:Q4,3808.00,996.00,0.00,2812.00,2812.00,0.00,0.00,0.00,0.00,0.00,0.00,3808.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3808.00,1996.00,0.00,1812.00
1979:Q1,-2004.00,-920.00,0.00,-1084.00,-1084.00,0.00,0.00,0.00,0.00,0.00,0.00,-2004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2004.00,-1844.00,0.00,-160.00
