1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q2,40039427.00,14290774.00,11222218.00,108926.00,54793.00,2904837.00,5467996.00,4788392.00,428840.00,80082.00,170683.00,9911.00,15333179.00,12099669.00,3233510.00,1912613.00,876131.00,470240.00,566242.00,3891102.00,3674057.00,164993.00,52052.00,-866148.00,4629488.00,1656976.00,2972512.00,5495636.00,1327123.00,4168513.00,40039427.00,1485695.00,3.85,39987272.00,1204495.00,3.11
1999:Q3,39581535.00,14633508.00,11515748.00,111451.00,55630.00,2950679.00,5586230.00,4905441.00,428482.00,81356.00,170951.00,10076.00,14263343.00,11482816.00,2780527.00,1922907.00,883772.00,470257.00,568878.00,3945953.00,3725619.00,167342.00,52992.00,-780482.00,4772830.00,1701560.00,3071270.00,5553312.00,1245527.00,4307785.00,39581535.00,-457892.00,-1.14,39737656.00,-249616.00,-0.62
1999:Q4,43242250.00,14967348.00,11804471.00,114287.00,57501.00,2991089.00,5719243.00,5026862.00,433927.00,83547.00,174907.00,11546.00,17143528.00,14225332.00,2918196.00,1943793.00,892799.00,473534.00,577460.00,4020288.00,3795745.00,170556.00,53987.00,-563496.00,5057658.00,2003716.00,3053942.00,5621154.00,1435081.00,4186073.00,43242250.00,3660715.00,9.25,42870216.00,3132560.00,7.88
2000:Q1,44946217.00,15422303.00,12198073.00,117663.00,58644.00,3047923.00,5801695.00,5097222.00,439914.00,86642.00,177917.00,11520.00,18134178.00,15172813.00,2961365.00,1956534.00,901691.00,472629.00,582214.00,4092827.00,3864988.00,172828.00,55011.00,-472840.00,5270602.00,2089143.00,3181459.00,5743442.00,1521314.00,4222128.00,44946217.00,1703967.00,3.94,44214524.00,1344308.00,3.14
2000:Q2,44514263.00,15889689.00,12604041.00,121090.00,59853.00,3104705.00,5871205.00,5162041.00,441939.00,89588.00,177637.00,12202.00,17256344.00,14389447.00,2866897.00,1967239.00,911818.00,468503.00,586918.00,4181172.00,3949787.00,175271.00,56114.00,-663588.00,5280341.00,2054063.00,3226278.00,5943929.00,1522179.00,4421750.00,44514263.00,-431954.00,-0.96,43777023.00,-437501.00,-0.99
2000:Q3,45230016.00,16419723.00,13085983.00,124508.00,61048.00,3148184.00,6104320.00,5389460.00,446471.00,93006.00,175382.00,11845.00,17378574.00,14136341.00,3242233.00,1978482.00,919769.00,467356.00,591357.00,4244381.00,4009334.00,177758.00,57289.00,-907309.00,5193016.00,1942786.00,3250230.00,6100325.00,1552667.00,4547658.00,45230016.00,715752.00,1.61,44411845.00,634822.00,1.45
2000:Q4,43918907.00,16916054.00,13524901.00,127346.00,62039.00,3201768.00,6270741.00,5536291.00,453208.00,96434.00,184807.00,11655.00,15446277.00,12173189.00,3273088.00,1987742.00,926982.00,465825.00,594935.00,4309913.00,4071951.00,179720.00,58242.00,-1023475.00,5180541.00,1852842.00,3327699.00,6204016.00,1482537.00,4721479.00,43918907.00,-1311109.00,-2.90,43521514.00,-890331.00,-2.00
2001:Q1,42626924.00,17363134.00,13922916.00,130720.00,62740.00,3246758.00,6330053.00,5600152.00,445633.00,96435.00,187833.00,13441.00,13495027.00,10492411.00,3002616.00,1992626.00,934479.00,461148.00,596999.00,4383149.00,4143542.00,180435.00,59172.00,-950506.00,5207549.00,1654541.00,3553008.00,6158055.00,1350833.00,4807222.00,42626924.00,-1291983.00,-2.94,42603580.00,-917934.00,-2.11
2001:Q2,44046547.00,17747355.00,14271066.00,134234.00,63259.00,3278796.00,6398180.00,5664995.00,449871.00,97933.00,185381.00,14713.00,14634771.00,11396983.00,3237788.00,2000379.00,939086.00,462286.00,599007.00,4432456.00,4189463.00,182912.00,60081.00,-1181307.00,5237649.00,1718095.00,3519554.00,6418956.00,1473625.00,4945331.00,44046547.00,1419623.00,3.33,43838011.00,1234431.00,2.90
2001:Q3,42102404.00,18170735.00,14658807.00,137170.00,63386.00,3311372.00,6495278.00,5758950.00,456347.00,99643.00,180338.00,15084.00,12290488.00,9377992.00,2912496.00,2008240.00,945619.00,461842.00,600779.00,4480914.00,4234908.00,185382.00,60624.00,-1358335.00,4951543.00,1433884.00,3517659.00,6309878.00,1281358.00,5028520.00,42102404.00,-1944143.00,-4.41,42405538.00,-1432473.00,-3.27
2001:Q4,44024468.00,18432769.00,14864495.00,140185.00,63754.00,3364335.00,6519667.00,5769530.00,470151.00,105302.00,174685.00,6178.00,13930899.00,10781402.00,3149497.00,2011276.00,950890.00,456477.00,603909.00,4553459.00,4306631.00,185523.00,61305.00,-1429780.00,5222360.00,1612673.00,3609687.00,6652140.00,1441451.00,5210689.00,44024468.00,1922064.00,4.57,43967517.00,1561979.00,3.68
2002:Q1,44647965.00,18769171.00,15161881.00,144419.00,64753.00,3398118.00,6620268.00,5865682.00,470424.00,108156.00,176005.00,5237.00,14110597.00,10828872.00,3281725.00,2017742.00,953687.00,455834.00,608221.00,4617771.00,4368379.00,187485.00,61907.00,-1492821.00,5239029.00,1607025.00,3632004.00,6731850.00,1477303.00,5254547.00,44647965.00,623496.00,1.42,44633632.00,666115.00,1.52
2002:Q2,43503355.00,19178750.00,15521199.00,148315.00,65445.00,3443791.00,6693582.00,5934698.00,474004.00,111002.00,173879.00,5965.00,12342850.00,9214983.00,3127867.00,2029487.00,960378.00,457388.00,611721.00,4689519.00,4437855.00,189243.00,62421.00,-1436798.00,5272283.00,1521874.00,3750409.00,6709081.00,1280216.00,5428865.00,43503355.00,-1144609.00,-2.56,43605710.00,-1027922.00,-2.30
2002:Q3,41766797.00,19623579.00,15912585.00,152011.00,66558.00,3492425.00,6809651.00,6041302.00,478128.00,113453.00,176768.00,6050.00,10220717.00,7524481.00,2696236.00,2043503.00,966118.00,460064.00,617321.00,4748760.00,4495407.00,190057.00,63296.00,-1685463.00,5050102.00,1235475.00,3814627.00,6735565.00,1088781.00,5646784.00,41766797.00,-1736558.00,-3.99,42358702.00,-1247008.00,-2.86
2002:Q4,43311413.00,20035469.00,16285059.00,155868.00,67080.00,3527462.00,6959711.00,6175698.00,485481.00,115489.00,183043.00,4950.00,11011245.00,8157248.00,2853997.00,2059455.00,974455.00,463650.00,621350.00,4798468.00,4542954.00,191477.00,64037.00,-1557885.00,5401620.00,1373980.00,4027640.00,6959505.00,1229421.00,5730084.00,43311413.00,1544615.00,3.70,43505402.00,1146700.00,2.71
2003:Q1,43430957.00,20442602.00,16665095.00,158747.00,67800.00,3550960.00,7149021.00,6351314.00,493751.00,120025.00,183931.00,11906.00,10597507.00,7869687.00,2727820.00,2079029.00,986606.00,464793.00,627630.00,4884480.00,4627163.00,192606.00,64711.00,-1733588.00,5417738.00,1293453.00,4124285.00,7151326.00,1208832.00,5942494.00,43430957.00,119544.00,0.28,43810136.00,304734.00,0.70
2003:Q2,45840372.00,20854847.00,17035652.00,162473.00,69178.00,3587544.00,7280353.00,6473877.00,498409.00,124277.00,183790.00,12556.00,12386236.00,9198170.00,3188066.00,2094192.00,989494.00,467657.00,637041.00,4927937.00,4669161.00,193134.00,65642.00,-1715749.00,5846272.00,1581419.00,4264853.00,7562021.00,1448104.00,6113917.00,45840372.00,2409415.00,5.55,45567025.00,1756889.00,4.01
2003:Q3,46994230.00,21356568.00,17486486.00,166970.00,70552.00,3632560.00,7397704.00,6575754.00,501197.00,126142.00,194611.00,12680.00,12896964.00,9577415.00,3319549.00,2111895.00,993244.00,471586.00,647065.00,4972525.00,4711331.00,194620.00,66574.00,-1754106.00,6022778.00,1755385.00,4267393.00,7776884.00,1483137.00,6293747.00,46994230.00,1153858.00,2.52,46540439.00,973414.00,2.14
2003:Q4,49540127.00,21933407.00,18010895.00,171754.00,71588.00,3679170.00,7513681.00,6689721.00,501844.00,125887.00,196229.00,12951.00,14508037.00,10796040.00,3711997.00,2130360.00,999089.00,474927.00,656344.00,5024416.00,4760369.00,196561.00,67486.00,-1582725.00,6668665.00,2079422.00,4589243.00,8251390.00,1696233.00,6555157.00,49540127.00,2545897.00,5.42,48855353.00,2314914.00,4.97
2004:Q1,51039232.00,22638691.00,18651522.00,175589.00,72577.00,3739003.00,7773983.00,6924089.00,516374.00,131434.00,202085.00,11898.00,14970142.00,10998558.00,3971584.00,2154325.00,1010216.00,479641.00,664468.00,5102681.00,4835721.00,198418.00,68542.00,-1612488.00,6913094.00,2138460.00,4774634.00,8525582.00,1725986.00,6799596.00,51039232.00,1499105.00,3.03,51154390.00,2299037.00,4.71
2004:Q2,52209001.00,23452095.00,19400254.00,180626.00,73408.00,3797807.00,8093903.00,7219160.00,529431.00,136034.00,209278.00,11655.00,15065430.00,11204298.00,3861132.00,2188808.00,1030779.00,485833.00,672196.00,5254635.00,4984535.00,200579.00,69521.00,-1857525.00,7070428.00,2161543.00,4908885.00,8927953.00,1769673.00,7158280.00,52209001.00,1169769.00,2.29,52262357.00,1107967.00,2.17
2004:Q3,53257217.00,24238242.00,20148764.00,184682.00,74254.00,3830542.00,8436434.00,7560966.00,533546.00,137110.00,204811.00,12267.00,14747811.00,10825172.00,3922639.00,2229649.00,1059564.00,490197.00,679888.00,5466189.00,5194305.00,201351.00,70533.00,-1873375.00,7260261.00,2212356.00,5047905.00,9133636.00,1738936.00,7394700.00,53257217.00,1048216.00,2.01,53216563.00,954206.00,1.83
2004:Q4,56373556.00,25066814.00,20902388.00,189433.00,75501.00,3899492.00,8699499.00,7821868.00,535989.00,135321.00,206322.00,11194.00,16319864.00,12033723.00,4286141.00,2277131.00,1088246.00,498306.00,690579.00,5662768.00,5388052.00,203331.00,71385.00,-1663714.00,8035347.00,2560418.00,5474929.00,9699061.00,1952173.00,7746888.00,56373556.00,3116340.00,5.85,55880771.00,2664208.00,5.01
2005:Q1,57451502.00,25951782.00,21724031.00,194504.00,76394.00,3956853.00,8939922.00,8033337.00,554516.00,141631.00,210438.00,11538.00,16078573.00,11980205.00,4098368.00,2311268.00,1106119.00,505912.00,699237.00,5755168.00,5477578.00,205182.00,72408.00,-1596749.00,8307994.00,2649905.00,5658089.00,9904743.00,1933352.00,7971391.00,57451502.00,1077945.00,1.91,56951844.00,1071073.00,1.92
2005:Q2,59206687.00,26903508.00,22605890.00,198945.00,77585.00,4021088.00,9250994.00,8330026.00,567771.00,145471.00,207726.00,11598.00,16470611.00,12159752.00,4310859.00,2348993.00,1129462.00,509852.00,709679.00,5924264.00,5644363.00,206488.00,73413.00,-1703281.00,8439568.00,2704402.00,5735166.00,10142849.00,1972261.00,8170588.00,59206687.00,1755185.00,3.06,58462796.00,1510953.00,2.65
2005:Q3,61260084.00,27796479.00,23456323.00,202185.00,78374.00,4059597.00,9567104.00,8637722.00,570099.00,146619.00,212664.00,11725.00,17057781.00,12664344.00,4393437.00,2387167.00,1154326.00,514333.00,718508.00,6110313.00,5828189.00,207818.00,74306.00,-1670485.00,8843531.00,3078670.00,5764861.00,10514016.00,2062442.00,8451574.00,61260084.00,2053397.00,3.47,60178995.00,1716199.00,2.94
2005:Q4,62926218.00,28688567.00,24295201.00,206077.00,79492.00,4107797.00,9908298.00,8967783.00,574445.00,147638.00,218432.00,11715.00,17282836.00,12653130.00,4629706.00,2426527.00,1176508.00,520749.00,729270.00,6258965.00,5976793.00,206910.00,75262.00,-1650690.00,9027412.00,3317705.00,5709707.00,10678102.00,2117753.00,8560349.00,62926218.00,1666134.00,2.72,61936223.00,1757228.00,2.92
2006:Q1,65124242.00,29292496.00,24838326.00,210756.00,80572.00,4162842.00,10068901.00,9118349.00,583158.00,154150.00,213244.00,13125.00,18437846.00,13686947.00,4750899.00,2464269.00,1197221.00,528084.00,738964.00,6360738.00,6075891.00,208469.00,76378.00,-1513133.00,9752923.00,3682411.00,6070512.00,11266056.00,2256912.00,9009144.00,65124242.00,2198024.00,3.49,64015567.00,2079343.00,3.36
2006:Q2,65097933.00,29447826.00,24940085.00,215088.00,81087.00,4211566.00,10189653.00,9225335.00,591256.00,158297.00,214765.00,13013.00,17892712.00,13113252.00,4779460.00,2504736.00,1222683.00,536661.00,745392.00,6585858.00,6298793.00,209497.00,77568.00,-1535865.00,9999296.00,3673580.00,6325716.00,11535161.00,2233733.00,9301428.00,65097933.00,-26309.00,-0.04,63873282.00,-142285.00,-0.22
2006:Q3,65908271.00,29515116.00,24952175.00,220501.00,81792.00,4260648.00,10326314.00,9340106.00,604446.00,159605.00,222157.00,13138.00,18519626.00,13463770.00,5055856.00,2539870.00,1242070.00,544953.00,752847.00,6760883.00,6472487.00,209540.00,78856.00,-1766676.00,10429863.00,3828619.00,6601244.00,12196539.00,2387389.00,9809150.00,65908271.00,810338.00,1.24,64334198.00,460917.00,0.72
2006:Q4,67594741.00,29588314.00,24978966.00,226007.00,82823.00,4300518.00,10391038.00,9388190.00,620486.00,159523.00,222839.00,9680.00,19764256.00,14358011.00,5406245.00,2579758.00,1266625.00,550748.00,762385.00,7008006.00,6715135.00,212667.00,80204.00,-1746311.00,11056888.00,4328960.00,6727928.00,12803199.00,2558411.00,10244788.00,67594741.00,1686470.00,2.56,66231098.00,1896900.00,2.95
2007:Q1,68665041.00,29565533.00,24903431.00,232119.00,84195.00,4345788.00,10570995.00,9541248.00,632316.00,163827.00,233604.00,11101.00,20253280.00,14869345.00,5383935.00,2615919.00,1284095.00,557013.00,774811.00,7244736.00,6947845.00,215117.00,81774.00,-1596523.00,11704421.00,4536363.00,7168058.00,13300944.00,2600690.00,10700254.00,68665041.00,1070300.00,1.58,67267487.00,1036389.00,1.56
2007:Q2,69538581.00,29127254.00,24410530.00,237978.00,85483.00,4393263.00,10624620.00,9579693.00,644415.00,167225.00,233287.00,11387.00,21214219.00,15866816.00,5347403.00,2646383.00,1297393.00,561946.00,787044.00,7366219.00,7065653.00,217165.00,83401.00,-1451501.00,12569382.00,4958299.00,7611083.00,14020883.00,2861097.00,11159786.00,69538581.00,873540.00,1.27,67743510.00,476023.00,0.71
2007:Q3,69523806.00,28652558.00,23893769.00,242037.00,86696.00,4430056.00,10651292.00,9588406.00,652833.00,169688.00,240365.00,11387.00,21170453.00,16112181.00,5058272.00,2679185.00,1310653.00,569328.00,799204.00,7487173.00,7183531.00,218515.00,85127.00,-1128242.00,13254661.00,5262469.00,7992192.00,14382903.00,2943882.00,11439021.00,69523806.00,-14775.00,-0.02,67676264.00,-67246.00,-0.10
2007:Q4,67891822.00,28072864.00,23263384.00,245798.00,87643.00,4476039.00,10555584.00,9478774.00,659421.00,170100.00,247289.00,12630.00,20080970.00,15474983.00,4605987.00,2711299.00,1325382.00,576654.00,809263.00,7623135.00,7314764.00,221450.00,86921.00,-1164660.00,13407273.00,5247990.00,8159283.00,14571933.00,2953999.00,11617934.00,67891822.00,-1631984.00,-2.35,66485312.00,-1190952.00,-1.76
2008:Q1,64697066.00,27190756.00,22326232.00,248915.00,89051.00,4526558.00,10256322.00,9175979.00,650356.00,171221.00,258766.00,11071.00,18176958.00,14061497.00,4115461.00,2742414.00,1336130.00,584243.00,822041.00,7738035.00,7424806.00,224316.00,88913.00,-1418490.00,13219286.00,4786880.00,8432406.00,14637776.00,2747026.00,11890750.00,64697066.00,-3194756.00,-4.71,63975932.00,-2509379.00,-3.77
2008:Q2,62783565.00,26141432.00,21248273.00,252063.00,90331.00,4550765.00,9892095.00,8799972.00,646165.00,171566.00,274391.00,10078.00,17633013.00,13960694.00,3672319.00,2772491.00,1346804.00,593640.00,832047.00,7837534.00,7518651.00,228084.00,90799.00,-1503078.00,12988929.00,4701709.00,8287220.00,14492007.00,2701219.00,11790788.00,62783565.00,-1913502.00,-2.96,62321015.00,-1654918.00,-2.59
2008:Q3,59676972.00,25399942.00,20464004.00,257691.00,91473.00,4586774.00,9783825.00,8683518.00,659565.00,174173.00,266569.00,6577.00,16017825.00,12329348.00,3688477.00,2803875.00,1358611.00,604660.00,840604.00,7990665.00,7666114.00,232078.00,92473.00,-2325737.00,11745718.00,3636110.00,8109608.00,14071455.00,2490107.00,11581348.00,59676972.00,-3106592.00,-4.95,60066404.00,-2254610.00,-3.62
2008:Q4,54246621.00,24376882.00,19442649.00,263997.00,91624.00,4578612.00,9422881.00,8305027.00,699595.00,178630.00,239630.00,10669.00,12489109.00,9609437.00,2879672.00,2829206.00,1369788.00,616172.00,843246.00,8193292.00,7863341.00,236380.00,93571.00,-3075418.00,10623977.00,2748428.00,7875549.00,13699395.00,1929859.00,11769536.00,54246621.00,-5430351.00,-9.10,55763334.00,-4303070.00,-7.16
2009:Q1,52016592.00,23733393.00,18807859.00,267511.00,91912.00,4566111.00,9055689.00,7943713.00,699990.00,179884.00,232103.00,13014.00,10916192.00,8560848.00,2355344.00,2835121.00,1368593.00,621932.00,844596.00,8298974.00,7966598.00,237835.00,94541.00,-2835791.00,10309969.00,2456973.00,7852996.00,13145760.00,1712381.00,11433379.00,52016592.00,-2230029.00,-4.11,54439616.00,-1323719.00,-2.37
2009:Q2,53605647.00,23433185.00,18501612.00,269660.00,92666.00,4569247.00,8595872.00,7486063.00,703631.00,180508.00,225670.00,12237.00,12842521.00,9955428.00,2887093.00,2825112.00,1345974.00,630846.00,848292.00,8257506.00,7923389.00,238457.00,95660.00,-2360786.00,11109298.00,3162209.00,7947089.00,13470084.00,2037931.00,11432153.00,53605647.00,1589055.00,3.05,55432748.00,993132.00,1.82
2009:Q3,55594576.00,23274466.00,18352827.00,271331.00,93732.00,4556576.00,8265447.00,7159367.00,703211.00,183010.00,219859.00,12493.00,15096116.00,11532543.00,3563573.00,2821441.00,1328321.00,639501.00,853619.00,8212970.00,7876772.00,239359.00,96839.00,-2088357.00,12179012.00,3836151.00,8342861.00,14267369.00,2444023.00,11823346.00,55594576.00,1988928.00,3.71,56925752.00,1493004.00,2.69
2009:Q4,56343559.00,23387960.00,18431544.00,271906.00,96394.00,4588116.00,8266724.00,7164671.00,696325.00,183190.00,222538.00,14802.00,15806461.00,12223833.00,3582628.00,2842106.00,1326091.00,649770.00,866245.00,8242982.00,7903581.00,240865.00,98536.00,-2217476.00,12144789.00,3995295.00,8149494.00,14362265.00,2657426.00,11704839.00,56343559.00,748984.00,1.35,57825057.00,899306.00,1.58
2010:Q1,57021153.00,23340986.00,18385575.00,270574.00,97577.00,4587260.00,8246902.00,7125948.00,704156.00,185578.00,231219.00,15352.00,16671567.00,12692061.00,3979506.00,2867115.00,1331121.00,656338.00,879656.00,8310987.00,7968040.00,242939.00,100008.00,-2431756.00,12388840.00,4135014.00,8253826.00,14820596.00,2860612.00,11959984.00,57021153.00,677594.00,1.20,58888781.00,1063724.00,1.84
2010:Q2,55409682.00,23401396.00,18447649.00,272700.00,99118.00,4581929.00,8466871.00,7336665.00,710938.00,189547.00,229721.00,15136.00,14822131.00,11204225.00,3617906.00,2894334.00,1334184.00,663908.00,896242.00,8395303.00,8049600.00,244132.00,101571.00,-2585489.00,12101648.00,3734612.00,8367036.00,14687137.00,2540483.00,12146654.00,55409682.00,-1611471.00,-2.83,57951930.00,-936851.00,-1.59
2010:Q3,57171070.00,23115545.00,18162027.00,276215.00,99680.00,4577623.00,8556148.00,7412670.00,713548.00,190387.00,239544.00,15527.00,16460079.00,12555486.00,3904593.00,2922226.00,1343161.00,670638.00,908427.00,8470561.00,8122777.00,244971.00,102813.00,-2369016.00,13259590.00,4475807.00,8783783.00,15628606.00,2863550.00,12765056.00,57171070.00,1761388.00,3.18,59610424.00,1658493.00,2.86
2010:Q4,59307556.00,23044767.00,18076215.00,280125.00,101759.00,4586668.00,8687059.00,7531170.00,709154.00,189865.00,256870.00,15944.00,18336122.00,13995728.00,4340394.00,2957476.00,1352481.00,680922.00,924073.00,8557532.00,8207688.00,245407.00,104437.00,-2291344.00,13762708.00,4900246.00,8862462.00,16054052.00,3213464.00,12840588.00,59307556.00,2136485.00,3.74,62066560.00,2456136.00,4.12
2011:Q1,60375483.00,23010338.00,18002289.00,282516.00,104131.00,4621402.00,8815254.00,7619202.00,723160.00,194821.00,278071.00,14541.00,19488644.00,14916342.00,4572302.00,2993631.00,1364086.00,694755.00,934790.00,8653854.00,8302862.00,244848.00,106144.00,-2600779.00,14193553.00,5159980.00,9033573.00,16794332.00,3437937.00,13356395.00,60375483.00,1067927.00,1.80,63503634.00,1437074.00,2.32
2011:Q2,60468199.00,22994863.00,17924572.00,285606.00,106128.00,4678557.00,8827596.00,7612353.00,737410.00,197908.00,279924.00,13915.00,19344717.00,14816149.00,4528568.00,3020832.00,1378680.00,700280.00,941872.00,8788199.00,8435185.00,245332.00,107682.00,-2521923.00,14599774.00,5204875.00,9394899.00,17121697.00,3459824.00,13661873.00,60468199.00,92716.00,0.15,63832632.00,328998.00,0.52
2011:Q3,56943749.00,23120044.00,18017306.00,288939.00,107951.00,4705848.00,8929063.00,7705264.00,740282.00,198646.00,284871.00,12017.00,16201361.00,12491673.00,3709688.00,3048489.00,1393978.00,707933.00,946578.00,8938486.00,8583491.00,245933.00,109062.00,-3305711.00,13736434.00,4287221.00,9449213.00,17042145.00,3027699.00,14014446.00,56943749.00,-3524450.00,-5.83,61732362.00,-2100270.00,-3.29
2011:Q4,58900229.00,23274394.00,18148764.00,292961.00,109363.00,4723306.00,9118870.00,7890174.00,740737.00,196630.00,291330.00,11859.00,17939755.00,13887164.00,4052591.00,3066814.00,1406898.00,711008.00,948908.00,9068603.00,8711905.00,246464.00,110234.00,-3580066.00,13932899.00,4501438.00,9431461.00,17512965.00,3397174.00,14115791.00,58900229.00,1956481.00,3.44,63510128.00,1777766.00,2.88
2012:Q1,61605724.00,23513379.00,18342806.00,295444.00,111532.00,4763597.00,9194770.00,7950186.00,751541.00,201376.00,291667.00,16530.00,20320704.00,15598891.00,4721813.00,3092674.00,1414767.00,719890.00,958017.00,9167229.00,8808607.00,246899.00,111723.00,-3699562.00,14487881.00,5005403.00,9482478.00,18187443.00,3845867.00,14341576.00,61605724.00,2705495.00,4.59,66014474.00,2504346.00,3.94
2012:Q2,61180494.00,23978171.00,18776048.00,297203.00,113402.00,4791518.00,9355030.00,8105407.00,756802.00,204286.00,288535.00,16410.00,19534391.00,15021395.00,4512996.00,3114247.00,1425264.00,724562.00,964421.00,9274699.00,8914485.00,247161.00,113053.00,-4092454.00,14167413.00,4673015.00,9494398.00,18259867.00,3716431.00,14543436.00,61180494.00,-425231.00,-0.69,66152719.00,138245.00,0.21
2012:Q3,63233699.00,24441888.00,19213103.00,299323.00,115164.00,4814298.00,9644361.00,8379939.00,765988.00,206511.00,291923.00,16912.00,20602933.00,15824980.00,4777953.00,3133046.00,1434565.00,728346.00,970135.00,9351966.00,8990417.00,247347.00,114202.00,-3957407.00,14876135.00,5048350.00,9827785.00,18833542.00,3940042.00,14893500.00,63233699.00,2053206.00,3.36,68196905.00,2044186.00,3.09
2012:Q4,64078665.00,24870421.00,19603834.00,301784.00,115900.00,4848903.00,9813206.00,8546506.00,772644.00,204734.00,289321.00,17246.00,20526464.00,15579414.00,4947050.00,3137177.00,1439773.00,726642.00,970762.00,9384749.00,9022908.00,246690.00,115151.00,-3670598.00,15272628.00,5321857.00,9950771.00,18943226.00,3952993.00,14990233.00,64078665.00,844965.00,1.34,69421780.00,1224874.00,1.80
2013:Q1,66945120.00,25430162.00,20122960.00,304495.00,117611.00,4885096.00,9992464.00,8716937.00,780727.00,206800.00,287999.00,17946.00,23039920.00,17545555.00,5494365.00,3151362.00,1449885.00,727901.00,973576.00,9456138.00,9094088.00,245691.00,116359.00,-4142872.00,15585490.00,5546349.00,10039141.00,19728362.00,4393282.00,15335080.00,66945120.00,2866455.00,4.47,72352033.00,2930254.00,4.22
2013:Q2,68232355.00,26085269.00,20754659.00,307203.00,120196.00,4903211.00,10273749.00,8988000.00,790303.00,210620.00,284827.00,17861.00,23475435.00,17748627.00,5726808.00,3170138.00,1459482.00,729009.00,981647.00,9530391.00,9166603.00,245970.00,117818.00,-4320488.00,15603390.00,5541381.00,10062009.00,19923878.00,4463414.00,15460464.00,68232355.00,1287236.00,1.92,73805026.00,1452992.00,2.01
2013:Q3,70910384.00,26715890.00,21364142.00,310121.00,122629.00,4918998.00,10601443.00,9299208.00,806434.00,213060.00,282741.00,16071.00,24799452.00,18860742.00,5938710.00,3186485.00,1467942.00,729064.00,989479.00,9611220.00,9245267.00,246619.00,119334.00,-4020177.00,16406234.00,6084914.00,10321320.00,20426411.00,4775690.00,15650721.00,70910384.00,2678029.00,3.92,76223246.00,2418220.00,3.28
2013:Q4,73546782.00,27228027.00,21849192.00,311621.00,125993.00,4941221.00,10847985.00,9536127.00,810707.00,214340.00,286811.00,16255.00,26988983.00,20560584.00,6428399.00,3217070.00,1481410.00,734405.00,1001255.00,9710329.00,9341510.00,247655.00,121164.00,-4461867.00,16635625.00,6472877.00,10162748.00,21097492.00,5204383.00,15893109.00,73546782.00,2636397.00,3.72,78908864.00,2685618.00,3.52
2014:Q1,74234511.00,27555560.00,22150572.00,313622.00,127585.00,4963781.00,10947190.00,9602316.00,824308.00,220175.00,300391.00,17201.00,27475820.00,20906662.00,6569158.00,3233377.00,1489347.00,738200.00,1005830.00,9787372.00,9416624.00,248087.00,122661.00,-4782009.00,16940141.00,6647696.00,10292445.00,21722150.00,5378203.00,16343947.00,74234511.00,687730.00,0.94,80151158.00,1242294.00,1.57
2014:Q2,76125661.00,27849211.00,22406189.00,316057.00,128815.00,4998150.00,11124121.00,9765224.00,835847.00,223727.00,299323.00,17279.00,28780219.00,21993890.00,6786329.00,3240890.00,1493300.00,740384.00,1007206.00,9851608.00,9479150.00,248684.00,123774.00,-4737667.00,17655851.00,7101816.00,10554035.00,22393518.00,5634127.00,16759391.00,76125661.00,1891149.00,2.55,81772883.00,1621725.00,2.02
2014:Q3,76176590.00,28230025.00,22752065.00,318360.00,130511.00,5029089.00,11304297.00,9942767.00,839626.00,224562.00,297342.00,17860.00,28623789.00,21817732.00,6806057.00,3255381.00,1503630.00,742681.00,1009070.00,9921290.00,9547375.00,249250.00,124665.00,-5176052.00,17472817.00,6828948.00,10643869.00,22648869.00,5708046.00,16940823.00,76176590.00,50929.00,0.07,82104296.00,331414.00,0.41
2014:Q4,77778932.00,28701193.00,23195073.00,320424.00,132834.00,5052862.00,11548911.00,10180814.00,849125.00,222685.00,296287.00,17874.00,29960412.00,22679703.00,7280709.00,3269329.00,1511635.00,745667.00,1012027.00,9969036.00,9594338.00,249505.00,125193.00,-5687823.00,17286042.00,6770629.00,10515413.00,22973865.00,5921510.00,17052355.00,77778932.00,1602342.00,2.10,83943955.00,1839659.00,2.24
2015:Q1,79284476.00,29190246.00,23639226.00,323908.00,134865.00,5092247.00,11822795.00,10446145.00,859613.00,228579.00,288458.00,17636.00,30481340.00,23067040.00,7414300.00,3273399.00,1510753.00,747131.00,1015515.00,9991948.00,9615451.00,250066.00,126431.00,-5492888.00,17831351.00,7188489.00,10642862.00,23324239.00,5972550.00,17351689.00,79284476.00,1505544.00,1.94,85825355.00,1881400.00,2.24
