1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q2,398384.00,4494.00,242044.00,7137.00,62655.00,82054.00,398384.00,377352.00,0.00,71627.00,243070.00,62655.00,16064.00,794.00,199.00,5910.00,201.00,0.00,8960.00,0.00,0.00,0.00,0.00,4968.00,398384.00,144172.00,107046.00,21635.00,0.00,6.00,15485.00,244345.00,26000.00,98941.00,798.00,255.00,186.00,13603.00,55888.00,16062.00,12798.00,14953.00,0.00,1562.00,1102.00,0.00,1328.00,0.00,0.00,0.00,719.00,0.00,150.00,9867.00
1959:Q3,406262.00,4412.00,246320.00,7863.00,64594.00,83073.00,406262.00,384117.00,0.00,72264.00,247259.00,64594.00,17047.00,771.00,193.00,6722.00,202.00,0.00,9159.00,0.00,0.00,0.00,0.00,5098.00,406262.00,149438.00,109726.00,24006.00,0.00,15.00,15691.00,245756.00,26513.00,97526.00,790.00,146.00,188.00,14004.00,56375.00,16419.00,13121.00,15459.00,0.00,1699.00,1131.00,0.00,1317.00,0.00,0.00,0.00,882.00,0.00,186.00,11068.00
1959:Q4,412227.00,4365.00,249384.00,8272.00,65661.00,84545.00,412227.00,389103.00,0.00,73109.00,250333.00,65661.00,17917.00,930.00,233.00,7120.00,203.00,0.00,9431.00,0.00,0.00,0.00,0.00,5207.00,412227.00,153498.00,112037.00,25357.00,0.00,2.00,16102.00,247023.00,26650.00,96473.00,823.00,135.00,191.00,14460.00,56686.00,16896.00,13164.00,15845.00,0.00,1799.00,1165.00,0.00,1352.00,0.00,0.00,0.00,1232.00,0.00,152.00,11706.00
1960:Q1,413378.00,5875.00,245603.00,8138.00,67248.00,86514.00,413378.00,387472.00,0.00,73643.00,246581.00,67248.00,20420.00,1104.00,276.00,6956.00,204.00,0.00,11880.00,0.00,0.00,0.00,0.00,5486.00,413378.00,159193.00,118347.00,24375.00,0.00,47.00,16424.00,242093.00,25173.00,91585.00,789.00,138.00,193.00,14764.00,57148.00,17228.00,13251.00,16338.00,0.00,1848.00,1265.00,0.00,1556.00,0.00,0.00,0.00,637.00,0.00,180.00,12092.00
1960:Q2,415230.00,6023.00,243931.00,8769.00,68353.00,88154.00,415230.00,387891.00,0.00,74654.00,244884.00,68353.00,21728.00,1117.00,279.00,7610.00,206.00,0.00,12516.00,0.00,0.00,0.00,0.00,5611.00,415230.00,158302.00,118953.00,22526.00,0.00,16.00,16807.00,244938.00,26328.00,91081.00,790.00,145.00,195.00,14995.00,57481.00,17507.00,13936.00,16717.00,0.00,1919.00,1322.00,0.00,1437.00,0.00,0.00,0.00,896.00,0.00,189.00,11990.00
1960:Q3,420184.00,6413.00,245897.00,8322.00,69924.00,89628.00,420184.00,391884.00,0.00,75671.00,246289.00,69924.00,22613.00,1348.00,337.00,7726.00,204.00,0.00,12998.00,0.00,0.00,0.00,0.00,5687.00,420184.00,156421.00,118329.00,20832.00,0.00,4.00,17256.00,251427.00,26488.00,95243.00,772.00,153.00,197.00,15184.00,58052.00,17860.00,14038.00,16998.00,0.00,2006.00,1373.00,0.00,1450.00,0.00,0.00,0.00,1405.00,0.00,208.00,12336.00
1960:Q4,426176.00,6544.00,248132.00,8749.00,70971.00,91780.00,426176.00,396776.00,0.00,76985.00,248820.00,70971.00,23616.00,1638.00,409.00,7860.00,201.00,0.00,13508.00,0.00,0.00,0.00,0.00,5784.00,426176.00,155007.00,117396.00,20038.00,0.00,37.00,17536.00,258559.00,27038.00,99543.00,803.00,154.00,201.00,15352.00,58555.00,18381.00,14090.00,17437.00,0.00,2043.00,1400.00,0.00,1494.00,0.00,0.00,0.00,1891.00,0.00,177.00,12610.00
1961:Q1,426841.00,7331.00,245901.00,8513.00,72420.00,92676.00,426841.00,396455.00,0.00,77200.00,246835.00,72420.00,24517.00,1802.00,451.00,7378.00,201.00,0.00,14685.00,0.00,0.00,0.00,0.00,5869.00,426841.00,154123.00,116910.00,19503.00,0.00,36.00,17674.00,260064.00,26423.00,100142.00,944.00,158.00,205.00,15550.00,59235.00,18511.00,14141.00,17992.00,0.00,2091.00,1468.00,0.00,1757.00,0.00,0.00,0.00,1207.00,0.00,240.00,12654.00
1961:Q2,431101.00,7230.00,247016.00,8571.00,73250.00,95034.00,431101.00,400178.00,0.00,79256.00,247672.00,73250.00,24881.00,1835.00,459.00,7715.00,200.00,0.00,14672.00,0.00,0.00,0.00,0.00,6042.00,431101.00,154122.00,116959.00,19264.00,0.00,13.00,17886.00,264688.00,27029.00,101716.00,985.00,160.00,210.00,15777.00,59762.00,18909.00,14927.00,18435.00,0.00,2036.00,1449.00,0.00,1708.00,0.00,0.00,0.00,1383.00,0.00,202.00,12291.00
1961:Q3,439376.00,7321.00,252416.00,8893.00,75018.00,95728.00,439376.00,408124.00,0.00,80254.00,252852.00,75018.00,25143.00,1957.00,489.00,8213.00,244.00,0.00,14240.00,0.00,0.00,0.00,0.00,6109.00,439376.00,153741.00,117661.00,17972.00,0.00,37.00,18071.00,272648.00,26904.00,107727.00,1078.00,161.00,215.00,16046.00,60490.00,19181.00,14996.00,18853.00,0.00,2160.00,1421.00,0.00,1635.00,0.00,0.00,0.00,1525.00,0.00,256.00,12987.00
1961:Q4,446545.00,7396.00,255707.00,9759.00,76349.00,97334.00,446545.00,414756.00,0.00,81705.00,256702.00,76349.00,25568.00,2168.00,542.00,8474.00,290.00,0.00,14094.00,0.00,0.00,0.00,0.00,6221.00,446545.00,155218.00,118070.00,18828.00,0.00,35.00,18285.00,278263.00,28770.00,109658.00,892.00,157.00,221.00,16361.00,60932.00,19596.00,15006.00,19186.00,0.00,2449.00,1399.00,0.00,1419.00,0.00,0.00,0.00,2043.00,0.00,174.00,13064.00
1962:Q1,451347.00,8238.00,256084.00,10457.00,78037.00,98531.00,451347.00,417983.00,0.00,82568.00,257378.00,78037.00,26942.00,2018.00,505.00,8851.00,312.00,0.00,15256.00,0.00,0.00,0.00,0.00,6422.00,451347.00,156833.00,119180.00,19393.00,0.00,38.00,18222.00,281237.00,28600.00,109762.00,1106.00,159.00,226.00,16704.00,61952.00,19870.00,15054.00,19830.00,0.00,2420.00,1434.00,0.00,1952.00,0.00,0.00,0.00,1852.00,0.00,316.00,13277.00
1962:Q2,455190.00,8230.00,256655.00,10871.00,79203.00,100231.00,455190.00,421278.00,0.00,84073.00,258002.00,79203.00,27175.00,1892.00,473.00,9188.00,336.00,0.00,15286.00,0.00,0.00,0.00,0.00,6737.00,455190.00,155706.00,118961.00,18221.00,0.00,8.00,18516.00,285765.00,29453.00,110759.00,1389.00,161.00,230.00,17113.00,62616.00,20322.00,15908.00,20248.00,0.00,2358.00,1392.00,0.00,1594.00,0.00,0.00,0.00,1968.00,0.00,254.00,13719.00
1962:Q3,458709.00,8881.00,257712.00,10861.00,80552.00,100703.00,458709.00,423933.00,0.00,84921.00,258460.00,80552.00,27945.00,1843.00,461.00,9740.00,373.00,0.00,15528.00,0.00,0.00,0.00,0.00,6831.00,458709.00,156533.00,120509.00,17088.00,0.00,5.00,18931.00,287797.00,28816.00,111415.00,1265.00,164.00,235.00,17514.00,63401.00,20522.00,15923.00,20671.00,0.00,2600.00,1363.00,0.00,1622.00,0.00,0.00,0.00,2014.00,0.00,272.00,14379.00
1962:Q4,467878.00,8676.00,262772.00,11939.00,81800.00,102691.00,467878.00,431951.00,0.00,85841.00,264310.00,81800.00,28712.00,2141.00,535.00,9988.00,413.00,0.00,15635.00,0.00,0.00,0.00,0.00,7215.00,467878.00,156424.00,119244.00,17583.00,0.00,0.00,19597.00,296657.00,30530.00,116047.00,1054.00,168.00,241.00,17837.00,63722.00,21025.00,15999.00,20969.00,0.00,2643.00,1377.00,0.00,1792.00,0.00,0.00,0.00,2964.00,0.00,289.00,14797.00
1963:Q1,471812.00,9716.00,263272.00,11315.00,82976.00,104533.00,471812.00,434780.00,0.00,86793.00,265011.00,82976.00,29323.00,2092.00,523.00,9123.00,453.00,0.00,17132.00,0.00,0.00,0.00,0.00,7709.00,471812.00,158682.00,116747.00,21755.00,0.00,10.00,20170.00,298189.00,30366.00,116207.00,1071.00,182.00,251.00,18087.00,64571.00,21405.00,16048.00,21386.00,0.00,2646.00,1499.00,0.00,2232.00,0.00,0.00,0.00,1923.00,0.00,315.00,14941.00
1963:Q2,476899.00,9977.00,264048.00,12012.00,84724.00,106138.00,476899.00,437943.00,0.00,87682.00,265537.00,84724.00,30740.00,2179.00,545.00,10028.00,495.00,0.00,17493.00,0.00,0.00,0.00,0.00,8216.00,476899.00,158813.00,116957.00,21340.00,0.00,59.00,20457.00,302394.00,31850.00,116142.00,1037.00,205.00,263.00,18275.00,65049.00,21837.00,17000.00,22017.00,0.00,2487.00,1614.00,0.00,2358.00,0.00,0.00,0.00,1972.00,0.00,288.00,15692.00
1963:Q3,479265.00,9922.00,264385.00,12145.00,85899.00,106914.00,479265.00,439556.00,0.00,88336.00,265321.00,85899.00,31422.00,2224.00,547.00,10700.00,509.00,0.00,17442.00,0.00,0.00,0.00,0.00,8287.00,479265.00,159595.00,117735.00,21017.00,0.00,41.00,20802.00,303640.00,32023.00,115503.00,804.00,226.00,275.00,18442.00,65704.00,22284.00,17073.00,22492.00,0.00,2719.00,1737.00,0.00,1870.00,0.00,0.00,0.00,2202.00,0.00,286.00,16030.00
1963:Q4,487016.00,9709.00,267845.00,13416.00,87040.00,109006.00,487016.00,445634.00,0.00,89382.00,269212.00,87040.00,33174.00,2568.00,584.00,11524.00,525.00,0.00,17973.00,0.00,0.00,0.00,0.00,8208.00,487016.00,161896.00,119325.00,21492.00,0.00,29.00,21050.00,309227.00,33652.00,117821.00,735.00,235.00,286.00,18625.00,66083.00,22609.00,17160.00,22944.00,0.00,2823.00,1823.00,0.00,2204.00,0.00,0.00,0.00,1921.00,0.00,306.00,15893.00
1964:Q1,490732.00,10923.00,268229.00,12740.00,88177.00,110663.00,490732.00,447681.00,0.00,90039.00,269465.00,88177.00,34954.00,2926.00,627.00,10953.00,551.00,0.00,19897.00,0.00,0.00,0.00,0.00,8097.00,490732.00,165050.00,121324.00,22638.00,0.00,21.00,21067.00,310168.00,33223.00,117467.00,745.00,234.00,294.00,18817.00,66778.00,23056.00,17268.00,23660.00,0.00,2894.00,1957.00,0.00,2006.00,0.00,0.00,0.00,1479.00,0.00,290.00,15514.00
1964:Q2,495161.00,11276.00,267656.00,13630.00,89948.00,112651.00,495161.00,450219.00,0.00,91251.00,269020.00,89948.00,36693.00,3077.00,636.00,11685.00,581.00,0.00,20714.00,0.00,0.00,0.00,0.00,8249.00,495161.00,165800.00,122521.00,22000.00,0.00,14.00,21265.00,313742.00,34517.00,116033.00,742.00,225.00,300.00,19004.00,67190.00,23427.00,18179.00,24387.00,0.00,3092.00,2003.00,0.00,2052.00,0.00,0.00,0.00,2257.00,0.00,334.00,15619.00
1964:Q3,501671.00,11735.00,270714.00,13574.00,91760.00,113888.00,501671.00,455790.00,0.00,92139.00,271891.00,91760.00,37676.00,3243.00,641.00,11795.00,602.00,0.00,21395.00,0.00,0.00,0.00,0.00,8205.00,501671.00,166152.00,123292.00,21074.00,0.00,20.00,21766.00,319227.00,35009.00,119029.00,883.00,215.00,306.00,19197.00,67759.00,23718.00,18348.00,24881.00,0.00,3175.00,2034.00,0.00,1847.00,0.00,0.00,0.00,2564.00,0.00,262.00,16292.00
1964:Q4,510673.00,11861.00,274261.00,14783.00,93160.00,116608.00,510673.00,463176.00,0.00,93533.00,276483.00,93160.00,38822.00,3508.00,684.00,11937.00,624.00,0.00,22069.00,0.00,0.00,0.00,0.00,8675.00,510673.00,167488.00,124133.00,20855.00,0.00,12.00,22488.00,326277.00,36565.00,122984.00,811.00,204.00,311.00,19412.00,67963.00,24398.00,18409.00,25255.00,0.00,3197.00,2051.00,0.00,1762.00,0.00,0.00,0.00,2674.00,0.00,281.00,16908.00
1965:Q1,514454.00,12535.00,274096.00,15040.00,94661.00,118122.00,514454.00,465254.00,0.00,94189.00,276404.00,94661.00,40435.00,3579.00,672.00,12056.00,676.00,0.00,23452.00,0.00,0.00,0.00,0.00,8765.00,514454.00,170579.00,126691.00,21054.00,0.00,18.00,22816.00,327383.00,37184.00,120825.00,854.00,205.00,316.00,19630.00,68718.00,24938.00,18480.00,26054.00,0.00,3545.00,2131.00,0.00,2013.00,0.00,0.00,0.00,2104.00,0.00,386.00,16492.00
1965:Q2,517524.00,12891.00,271988.00,15930.00,96858.00,119857.00,517524.00,466480.00,0.00,95668.00,273954.00,96858.00,42209.00,4201.00,678.00,13234.00,730.00,0.00,23366.00,0.00,0.00,0.00,0.00,8835.00,517524.00,169742.00,126933.00,19512.00,0.00,25.00,23272.00,331585.00,38703.00,120087.00,823.00,209.00,318.00,19836.00,69144.00,25197.00,19550.00,26689.00,0.00,3449.00,2112.00,0.00,1932.00,0.00,0.00,0.00,3132.00,0.00,404.00,16197.00
1965:Q3,521285.00,13210.00,270884.00,16790.00,98905.00,121496.00,521285.00,469617.00,0.00,97560.00,273152.00,98905.00,42691.00,4195.00,669.00,13725.00,797.00,0.00,23305.00,0.00,0.00,0.00,0.00,8977.00,521285.00,171392.00,128195.00,19162.00,0.00,47.00,23988.00,333325.00,39280.00,120551.00,906.00,215.00,323.00,20082.00,69914.00,25334.00,19728.00,27096.00,0.00,3822.00,2084.00,0.00,1832.00,0.00,0.00,0.00,1721.00,0.00,437.00,16568.00
1965:Q4,530370.00,12726.00,276737.00,17385.00,100397.00,123125.00,530370.00,477861.00,0.00,98057.00,279407.00,100397.00,43374.00,4331.00,685.00,13846.00,869.00,0.00,23643.00,0.00,0.00,0.00,0.00,9135.00,530370.00,172062.00,127470.00,19756.00,0.00,45.00,24791.00,340923.00,40553.00,124611.00,930.00,222.00,338.00,20419.00,70152.00,25696.00,19724.00,27515.00,0.00,3861.00,2061.00,0.00,1896.00,0.00,0.00,0.00,2449.00,0.00,496.00,17385.00
1966:Q1,538869.00,14456.00,276864.00,18869.00,101842.00,126838.00,538869.00,482859.00,0.00,101043.00,279974.00,101842.00,46516.00,4371.00,684.00,14810.00,949.00,0.00,25702.00,0.00,0.00,0.00,0.00,9494.00,538869.00,180684.00,134926.00,20617.00,0.00,67.00,25074.00,341363.00,40226.00,122358.00,885.00,237.00,363.00,20691.00,71420.00,26684.00,19747.00,28357.00,0.00,4308.00,2113.00,0.00,1876.00,0.00,0.00,0.00,1605.00,0.00,493.00,16822.00
1966:Q2,543696.00,14545.00,272111.00,23042.00,104141.00,129857.00,543696.00,484532.00,0.00,103651.00,276740.00,104141.00,49535.00,4457.00,691.00,17380.00,1033.00,0.00,25974.00,0.00,0.00,0.00,0.00,9629.00,543696.00,181334.00,136655.00,19245.00,0.00,106.00,25328.00,345305.00,41907.00,120772.00,814.00,258.00,399.00,21087.00,71545.00,27014.00,20835.00,28941.00,0.00,4578.00,2082.00,0.00,2187.00,0.00,0.00,0.00,2303.00,0.00,583.00,17057.00
1966:Q3,551280.00,15527.00,274208.00,23200.00,105524.00,132821.00,551280.00,490343.00,0.00,106689.00,278130.00,105524.00,51201.00,4417.00,681.00,18111.00,1167.00,0.00,26825.00,0.00,0.00,0.00,0.00,9736.00,551280.00,186595.00,142742.00,18339.00,0.00,547.00,24967.00,347504.00,41585.00,121216.00,955.00,280.00,437.00,21496.00,71883.00,27411.00,20935.00,29837.00,0.00,4950.00,2056.00,0.00,2075.00,0.00,0.00,0.00,1595.00,0.00,793.00,17181.00
1966:Q4,564127.00,17284.00,280293.00,24243.00,106633.00,135674.00,564127.00,500047.00,0.00,109096.00,284318.00,106633.00,54210.00,4605.00,728.00,18904.00,1314.00,0.00,28659.00,0.00,0.00,0.00,0.00,9870.00,564127.00,189984.00,145474.00,18572.00,0.00,1355.00,24583.00,356882.00,43724.00,123936.00,977.00,295.00,467.00,21882.00,72215.00,27981.00,20977.00,30432.00,0.00,5119.00,2044.00,0.00,2831.00,0.00,0.00,0.00,3235.00,0.00,767.00,17261.00
1967:Q1,574056.00,20234.00,281315.00,25227.00,107874.00,139406.00,574056.00,507972.00,0.00,113294.00,286804.00,107874.00,55925.00,4890.00,748.00,18258.00,1480.00,0.00,30549.00,0.00,0.00,0.00,0.00,10159.00,574056.00,189428.00,145259.00,18078.00,0.00,1769.00,24322.00,366749.00,44029.00,130538.00,1017.00,317.00,490.00,22251.00,73154.00,28227.00,20925.00,30920.00,0.00,4835.00,2117.00,0.00,3818.00,0.00,0.00,0.00,3379.00,0.00,732.00,17879.00
1967:Q2,572998.00,20779.00,272756.00,26373.00,110195.00,142895.00,572998.00,507529.00,0.00,117478.00,279856.00,110195.00,55073.00,5258.00,834.00,17613.00,1660.00,0.00,29708.00,0.00,0.00,0.00,0.00,10396.00,572998.00,182099.00,140763.00,15334.00,0.00,1737.00,24265.00,372639.00,46355.00,132439.00,1050.00,339.00,507.00,22576.00,73939.00,28195.00,22043.00,31595.00,0.00,4363.00,2123.00,0.00,3975.00,0.00,0.00,0.00,2340.00,0.00,800.00,18260.00
1967:Q3,588762.00,20941.00,281351.00,26150.00,112319.00,148001.00,588762.00,522598.00,0.00,122009.00,288270.00,112319.00,55379.00,5305.00,837.00,17410.00,1821.00,0.00,30006.00,0.00,0.00,0.00,0.00,10785.00,588762.00,185276.00,144422.00,14993.00,50.00,1345.00,24466.00,384495.00,46462.00,141977.00,1252.00,361.00,525.00,22913.00,75202.00,28553.00,22074.00,32328.00,0.00,4145.00,2143.00,0.00,3153.00,0.00,0.00,0.00,2632.00,0.00,775.00,18991.00
1967:Q4,606734.00,21445.00,290462.00,28518.00,113793.00,152516.00,606734.00,537601.00,0.00,125166.00,298642.00,113793.00,58047.00,5451.00,872.00,18350.00,1988.00,0.00,31386.00,0.00,0.00,0.00,0.00,11086.00,606734.00,191531.00,148675.00,16871.00,100.00,1267.00,24618.00,395166.00,49055.00,147416.00,1389.00,382.00,549.00,23298.00,75766.00,28679.00,22292.00,33277.00,0.00,4309.00,2189.00,0.00,2855.00,0.00,0.00,0.00,2888.00,0.00,822.00,20037.00
1968:Q1,620368.00,23506.00,295845.00,30168.00,115278.00,155571.00,620368.00,547876.00,0.00,128216.00,304382.00,115278.00,61103.00,5466.00,876.00,19462.00,2169.00,0.00,33130.00,0.00,0.00,0.00,0.00,11389.00,620368.00,197991.00,152100.00,19243.00,150.00,1251.00,25247.00,402500.00,49595.00,150025.00,1420.00,395.00,582.00,23744.00,77191.00,29303.00,22334.00,33818.00,0.00,4918.00,2271.00,0.00,3019.00,0.00,0.00,0.00,2509.00,0.00,1376.00,19877.00
1968:Q2,625520.00,23840.00,292526.00,32673.00,117323.00,159158.00,625520.00,550969.00,0.00,131662.00,301984.00,117323.00,63102.00,5602.00,866.00,20856.00,2359.00,0.00,33419.00,0.00,0.00,0.00,0.00,11449.00,625520.00,200036.00,153949.00,18304.00,200.00,1658.00,25925.00,406138.00,52364.00,148398.00,1412.00,403.00,617.00,24248.00,77854.00,29317.00,23603.00,34599.00,0.00,4326.00,2399.00,0.00,3180.00,0.00,0.00,0.00,2305.00,0.00,1113.00,19346.00
1968:Q3,640487.00,25346.00,299259.00,33932.00,119319.00,162631.00,640487.00,565546.00,0.00,136491.00,309736.00,119319.00,63258.00,5718.00,874.00,21011.00,2444.00,0.00,33211.00,0.00,0.00,0.00,0.00,11683.00,640487.00,201472.00,155007.00,17515.00,250.00,1641.00,27059.00,418292.00,52454.00,156075.00,1408.00,410.00,659.00,24758.00,78746.00,29505.00,23594.00,35358.00,0.00,4654.00,2522.00,0.00,2767.00,0.00,0.00,0.00,4211.00,0.00,1171.00,20723.00
1968:Q4,651537.00,25645.00,301225.00,35445.00,122132.00,167090.00,651537.00,573971.00,0.00,139274.00,312565.00,122132.00,65396.00,5799.00,894.00,21579.00,2526.00,0.00,34598.00,0.00,0.00,0.00,0.00,12170.00,651537.00,203744.00,154515.00,19274.00,300.00,1401.00,28254.00,425187.00,52995.00,161380.00,1361.00,444.00,712.00,25220.00,79406.00,29756.00,23628.00,36278.00,0.00,4128.00,2588.00,0.00,2735.00,0.00,0.00,0.00,3534.00,0.00,1022.00,22606.00
1969:Q1,663030.00,28933.00,301194.00,36896.00,125803.00,170204.00,663030.00,581891.00,0.00,143342.00,312746.00,125803.00,68652.00,5704.00,902.00,22728.00,2616.00,0.00,36502.00,0.00,0.00,200.00,0.00,12487.00,663030.00,218502.00,166241.00,20976.00,350.00,1102.00,29833.00,422552.00,52089.00,157368.00,1401.00,459.00,778.00,25637.00,80729.00,29729.00,23755.00,37074.00,0.00,5161.00,2702.00,0.00,2467.00,0.00,0.00,0.00,1823.00,0.00,1380.00,21976.00
1969:Q2,663440.00,31731.00,290326.00,38803.00,129343.00,173237.00,663440.00,577369.00,0.00,146657.00,301369.00,129343.00,73379.00,5952.00,986.00,25059.00,2701.00,0.00,37416.00,20.00,0.00,1245.00,0.00,12692.00,663440.00,217373.00,166029.00,19656.00,400.00,472.00,30816.00,423814.00,54136.00,153307.00,1424.00,473.00,858.00,25928.00,80898.00,29571.00,24871.00,38022.00,0.00,4760.00,2699.00,0.00,2527.00,0.00,0.00,0.00,2851.00,0.00,1489.00,22253.00
1969:Q3,681943.00,35763.00,296824.00,40084.00,132054.00,177218.00,681943.00,588502.00,0.00,150245.00,306203.00,132054.00,80334.00,6242.00,1057.00,27756.00,2949.00,0.00,39651.00,84.00,0.00,2595.00,0.00,13107.00,681943.00,233012.00,182984.00,17611.00,450.00,354.00,31613.00,423998.00,54028.00,151009.00,1482.00,488.00,943.00,26381.00,81529.00,30160.00,25176.00,39122.00,0.00,5334.00,2660.00,0.00,1908.00,0.00,0.00,0.00,2087.00,0.00,1691.00,24933.00
1969:Q4,697608.00,38106.00,301974.00,42885.00,133518.00,181125.00,697608.00,596884.00,0.00,152356.00,311010.00,133518.00,87526.00,6442.00,1101.00,30645.00,3204.00,0.00,41745.00,95.00,0.00,4294.00,0.00,13198.00,697608.00,243360.00,192255.00,17750.00,500.00,104.00,32751.00,431084.00,57218.00,151588.00,1572.00,506.00,1028.00,26832.00,81773.00,30404.00,25147.00,39893.00,0.00,5145.00,2576.00,0.00,2147.00,0.00,0.00,0.00,3670.00,0.00,1585.00,23164.00
1970:Q1,714183.00,43690.00,304398.00,46361.00,135658.00,184076.00,714183.00,605753.00,0.00,157113.00,312982.00,135658.00,94950.00,6385.00,1081.00,34278.00,3499.00,0.00,41990.00,302.00,0.00,7415.00,0.00,13480.00,714183.00,256086.00,204628.00,17562.00,550.00,120.00,33226.00,432591.00,55697.00,150307.00,1322.00,517.00,1114.00,27604.00,82664.00,30657.00,25185.00,40853.00,0.00,5589.00,2423.00,0.00,3438.00,0.00,0.00,0.00,3436.00,0.00,1785.00,25506.00
1970:Q2,722126.00,44985.00,300478.00,47633.00,138998.00,190032.00,722126.00,610266.00,0.00,162692.00,308576.00,138998.00,98438.00,6919.00,1207.00,35822.00,3713.00,0.00,41796.00,400.00,0.00,8581.00,0.00,13422.00,722126.00,252474.00,199431.00,19033.00,600.00,117.00,33293.00,441463.00,57746.00,154631.00,1419.00,522.00,1206.00,28366.00,82946.00,30775.00,26910.00,41683.00,0.00,6938.00,2173.00,0.00,2881.00,0.00,0.00,0.00,2351.00,0.00,916.00,28189.00
1970:Q3,736821.00,41147.00,308087.00,49546.00,141582.00,196459.00,736821.00,626186.00,0.00,168518.00,316086.00,141582.00,96817.00,6835.00,1181.00,37415.00,4132.00,0.00,41182.00,400.00,0.00,5672.00,0.00,13818.00,736821.00,245719.00,194146.00,18488.00,650.00,113.00,32322.00,459898.00,60142.00,164601.00,1674.00,530.00,1295.00,29409.00,84206.00,31697.00,27046.00,43016.00,0.00,6207.00,1941.00,0.00,2399.00,0.00,0.00,0.00,3850.00,0.00,1885.00,31204.00
1970:Q4,759160.00,40200.00,317451.00,51712.00,145501.00,204296.00,759160.00,644919.00,0.00,173889.00,325529.00,145501.00,100169.00,7838.00,1426.00,38879.00,4755.00,0.00,43222.00,600.00,0.00,3449.00,0.00,14072.00,759160.00,242698.00,192435.00,19056.00,700.00,7.00,30500.00,481502.00,62199.00,178416.00,2281.00,543.00,1371.00,30625.00,84166.00,32471.00,27528.00,43682.00,0.00,5729.00,1842.00,0.00,3247.00,0.00,0.00,0.00,6003.00,0.00,1399.00,34960.00
1971:Q1,772728.00,39940.00,320237.00,51176.00,149746.00,211629.00,772728.00,657909.00,0.00,180555.00,327608.00,149746.00,100465.00,8346.00,1449.00,37848.00,5957.00,0.00,42339.00,715.00,0.00,3811.00,0.00,14354.00,772728.00,236173.00,187847.00,19163.00,750.00,7.00,28406.00,496114.00,64133.00,188785.00,1749.00,629.00,1430.00,31576.00,86170.00,31771.00,27726.00,44608.00,0.00,5468.00,1936.00,0.00,4395.00,0.00,0.00,0.00,4520.00,0.00,1218.00,40441.00
1971:Q2,786029.00,38623.00,324021.00,51632.00,153986.00,217767.00,786029.00,669620.00,0.00,184497.00,331157.00,153966.00,101787.00,8815.00,1544.00,36924.00,7572.00,0.00,42102.00,979.00,0.00,3851.00,0.00,14622.00,786029.00,232998.00,184151.00,20525.00,800.00,0.00,27522.00,505355.00,64930.00,195257.00,1505.00,667.00,1468.00,32529.00,87571.00,30949.00,29583.00,45366.00,0.00,5311.00,2097.00,0.00,3632.00,0.00,0.00,0.00,3394.00,0.00,1096.00,47676.00
1971:Q3,807806.00,39911.00,333600.00,53699.00,157928.00,222668.00,807806.00,686861.00,0.00,188691.00,340295.00,157875.00,106011.00,9358.00,1646.00,38635.00,8369.00,0.00,42754.00,1207.00,0.00,4042.00,0.00,14934.00,807806.00,238483.00,189792.00,20548.00,860.00,0.00,27283.00,511165.00,66802.00,197227.00,1582.00,712.00,1511.00,33481.00,89324.00,30525.00,29814.00,46005.00,0.00,4937.00,2287.00,0.00,2352.00,0.00,0.00,0.00,3579.00,0.00,1027.00,58158.00
1971:Q4,833382.00,40094.00,346291.00,56565.00,161652.00,228780.00,833382.00,706781.00,0.00,191896.00,353319.00,161566.00,111589.00,9364.00,1594.00,40021.00,9516.00,0.00,45087.00,1796.00,0.00,4211.00,0.00,15012.00,833382.00,238976.00,185910.00,24418.00,900.00,25.00,27723.00,531559.00,69561.00,208555.00,1630.00,722.00,1587.00,34424.00,90198.00,31345.00,30371.00,46588.00,0.00,5523.00,2410.00,0.00,2701.00,0.00,0.00,0.00,4642.00,0.00,1302.00,62847.00
1972:Q1,849559.00,41680.00,350191.00,58107.00,165807.00,233774.00,849559.00,718988.00,0.00,196002.00,357305.00,165681.00,115076.00,9938.00,1613.00,40451.00,10542.00,0.00,45215.00,2474.00,0.00,4843.00,0.00,15495.00,849559.00,240297.00,186982.00,23843.00,950.00,4.00,28518.00,543194.00,69748.00,213208.00,1950.00,738.00,1694.00,35377.00,92914.00,32197.00,30289.00,47648.00,0.00,5834.00,2562.00,0.00,4373.00,0.00,0.00,0.00,3316.00,0.00,1346.00,66068.00
