1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q2,116956.00,12263.00,40305.00,0.00,0.00,37351.00,0.00,25889.00,9409.00,2053.00,0.00,7556.00,0.00,0.00,14058.00,5208.00,215.00,291580.00,182295.00,15879.00,166416.00,4555.00,28895.00,75835.00
1973:Q3,122239.00,10715.00,42077.00,0.00,1706.00,39309.00,0.00,26152.00,11195.00,1962.00,0.00,8002.00,0.00,0.00,14726.00,5469.00,235.00,291156.00,185754.00,16180.00,169574.00,4971.00,29591.00,70840.00
1973:Q4,128501.00,12673.00,43585.00,0.00,497.00,41085.00,0.00,26065.00,12958.00,2062.00,0.00,8735.00,0.00,0.00,15840.00,5908.00,178.00,295746.00,189863.00,16102.00,173761.00,4916.00,30318.00,70649.00
1974:Q1,133389.00,11112.00,45074.00,0.00,2748.00,42739.00,0.00,26102.00,14593.00,2044.00,0.00,9188.00,0.00,0.00,16116.00,6294.00,118.00,302804.00,193783.00,16055.00,177728.00,4974.00,31089.00,72958.00
1974:Q2,137819.00,13485.00,46528.00,0.00,0.00,44091.00,0.00,25809.00,15834.00,2448.00,0.00,9652.00,0.00,0.00,16846.00,7073.00,144.00,311958.00,197783.00,16663.00,181120.00,4781.00,31913.00,77481.00
1974:Q3,140880.00,11019.00,46098.00,0.00,3331.00,45205.00,0.00,26258.00,16412.00,2535.00,0.00,10095.00,0.00,0.00,17457.00,7499.00,176.00,324514.00,201380.00,18296.00,183084.00,5173.00,32766.00,85195.00
1974:Q4,138037.00,12896.00,48544.00,0.00,-1259.00,45153.00,0.00,26523.00,16044.00,2586.00,0.00,11205.00,0.00,0.00,13802.00,7572.00,124.00,328975.00,202621.00,18811.00,183810.00,5592.00,33640.00,87122.00
1975:Q1,138420.00,11613.00,46854.00,0.00,953.00,45880.00,0.00,26991.00,16327.00,2562.00,0.00,11754.00,0.00,0.00,13581.00,7676.00,109.00,330788.00,204056.00,19042.00,185014.00,5688.00,34575.00,86469.00
1975:Q2,140404.00,12631.00,46531.00,0.00,0.00,46812.00,0.00,26734.00,17610.00,2468.00,0.00,12202.00,0.00,0.00,13772.00,8362.00,94.00,333684.00,206992.00,19786.00,187206.00,5678.00,35497.00,85517.00
1975:Q3,143826.00,11177.00,45876.00,0.00,1946.00,48888.00,0.00,27183.00,18506.00,3199.00,0.00,12500.00,0.00,0.00,14447.00,8900.00,92.00,342611.00,208694.00,18071.00,190623.00,5793.00,36449.00,91675.00
1975:Q4,146377.00,13351.00,46942.00,0.00,-2080.00,50958.00,0.00,27783.00,18206.00,4969.00,0.00,12812.00,0.00,0.00,15191.00,9151.00,52.00,349543.00,213578.00,18552.00,195026.00,5781.00,37443.00,92741.00
1976:Q1,150976.00,10671.00,48381.00,0.00,-1515.00,56130.00,0.00,31610.00,18389.00,6131.00,0.00,12752.00,0.00,0.00,15055.00,9491.00,11.00,348113.00,216975.00,17019.00,199956.00,7040.00,38467.00,85631.00
1976:Q2,155452.00,12051.00,45411.00,0.00,0.00,58806.00,0.00,33077.00,18729.00,7000.00,0.00,13221.00,0.00,0.00,15648.00,10201.00,114.00,351210.00,225736.00,18777.00,206959.00,5733.00,39465.00,80276.00
1976:Q3,161238.00,11260.00,46481.00,0.00,572.00,62629.00,0.00,35536.00,19745.00,7348.00,0.00,13607.00,0.00,0.00,16158.00,10366.00,165.00,352685.00,228642.00,17801.00,210841.00,6970.00,40452.00,76621.00
1976:Q4,169245.00,12400.00,49064.00,0.00,-1875.00,67941.00,0.00,40241.00,20359.00,7341.00,0.00,14062.00,0.00,0.00,16917.00,10595.00,141.00,353046.00,230013.00,14485.00,215528.00,7817.00,41437.00,73779.00
1977:Q1,178542.00,10960.00,51802.00,0.00,-1354.00,74660.00,0.00,43626.00,23950.00,7084.00,0.00,14217.00,0.00,0.00,17252.00,10860.00,145.00,359881.00,230963.00,11159.00,219804.00,8159.00,42458.00,78301.00
1977:Q2,188198.00,12384.00,50471.00,0.00,0.00,81550.00,0.00,49779.00,24830.00,6941.00,0.00,13996.00,0.00,0.00,17845.00,11876.00,76.00,368305.00,240472.00,13385.00,227087.00,6118.00,43509.00,78206.00
1977:Q3,199173.00,11306.00,52759.00,0.00,715.00,89639.00,0.00,55880.00,26402.00,7357.00,0.00,14283.00,0.00,0.00,18278.00,12187.00,6.00,377405.00,244799.00,13033.00,231766.00,7334.00,44563.00,80709.00
1977:Q4,209369.00,13460.00,55766.00,0.00,-1970.00,95988.00,0.00,61363.00,26705.00,7920.00,0.00,14617.00,0.00,0.00,19261.00,12260.00,-13.00,383251.00,248143.00,11570.00,236573.00,8022.00,45629.00,81457.00
1978:Q1,221875.00,11131.00,59578.00,0.00,-1382.00,105748.00,0.00,68774.00,28415.00,8559.00,0.00,15174.00,0.00,0.00,19667.00,11975.00,-16.00,394823.00,255832.00,9887.00,245945.00,8307.00,46700.00,83984.00
1978:Q2,235453.00,12571.00,58731.00,0.00,0.00,114987.00,0.00,73601.00,33040.00,8346.00,0.00,15758.00,0.00,0.00,20539.00,12834.00,33.00,404470.00,268370.00,11430.00,256940.00,6464.00,47870.00,81766.00
1978:Q3,247139.00,11481.00,61164.00,0.00,479.00,123414.00,0.00,80665.00,34581.00,8168.00,0.00,16288.00,0.00,0.00,21163.00,13042.00,108.00,414359.00,278386.00,11898.00,266488.00,6461.00,49080.00,80432.00
1978:Q4,262350.00,13427.00,62912.00,0.00,2158.00,130413.00,0.00,83680.00,39495.00,7238.00,0.00,17116.00,0.00,0.00,22572.00,13621.00,131.00,429146.00,289135.00,12154.00,276981.00,6466.00,50326.00,83219.00
1979:Q1,274742.00,10967.00,65474.00,0.00,3783.00,138962.00,0.00,89510.00,42995.00,6457.00,0.00,18216.00,0.00,0.00,23021.00,14128.00,191.00,438194.00,295363.00,10970.00,284393.00,6481.00,51548.00,84802.00
1979:Q2,283306.00,12066.00,62093.00,0.00,8000.00,142216.00,0.00,89331.00,46504.00,6381.00,0.00,19575.00,0.00,0.00,24027.00,15100.00,229.00,448726.00,302887.00,11801.00,291086.00,6648.00,52845.00,86346.00
1979:Q3,293116.00,11217.00,62232.00,0.00,10528.00,146734.00,0.00,90086.00,50211.00,6437.00,0.00,21269.00,0.00,0.00,25158.00,15706.00,272.00,460639.00,310578.00,13424.00,297154.00,6551.00,54203.00,89307.00
1979:Q4,303908.00,13045.00,60793.00,0.00,11781.00,151605.00,0.00,85460.00,59357.00,6788.00,0.00,23575.00,0.00,0.00,26463.00,16458.00,188.00,472294.00,315554.00,13131.00,302423.00,6662.00,55615.00,94463.00
1980:Q1,308773.00,10681.00,62596.00,0.00,14013.00,150796.00,0.00,82029.00,61731.00,7036.00,0.00,25601.00,0.00,0.00,26878.00,17999.00,209.00,477388.00,319378.00,11846.00,307532.00,6714.00,57082.00,94214.00
1980:Q2,312175.00,11979.00,58925.00,0.00,17500.00,150167.00,0.00,82477.00,60336.00,7354.00,0.00,28113.00,0.00,0.00,26900.00,18437.00,154.00,477138.00,325729.00,13147.00,312582.00,6779.00,58546.00,86084.00
1980:Q3,321545.00,11013.00,57595.00,0.00,20253.00,154863.00,0.00,87987.00,59467.00,7409.00,0.00,30873.00,0.00,0.00,27613.00,19207.00,128.00,481994.00,332297.00,14621.00,317676.00,7138.00,60010.00,82549.00
1980:Q4,330515.00,12438.00,58826.00,0.00,16997.00,160051.00,0.00,93322.00,59721.00,7008.00,0.00,33357.00,0.00,0.00,29217.00,19507.00,122.00,486512.00,336848.00,14868.00,321980.00,7586.00,61506.00,80572.00
1981:Q1,337726.00,9573.00,60356.00,0.00,17135.00,165089.00,0.00,97651.00,60564.00,6874.00,0.00,35554.00,0.00,0.00,30482.00,19316.00,221.00,495609.00,341667.00,15122.00,326545.00,7813.00,63091.00,83038.00
1981:Q2,345767.00,10806.00,57854.00,0.00,16301.00,172885.00,0.00,103545.00,62628.00,6712.00,0.00,37793.00,0.00,0.00,31017.00,18841.00,270.00,503591.00,346762.00,15562.00,331200.00,8570.00,64649.00,83610.00
1981:Q3,354217.00,9412.00,57983.00,0.00,17315.00,180107.00,0.00,106929.00,66253.00,6925.00,0.00,39547.00,0.00,0.00,31069.00,18452.00,332.00,520887.00,356158.00,17057.00,339101.00,8469.00,66215.00,90045.00
1981:Q4,360589.00,10964.00,61065.00,0.00,13661.00,184539.00,0.00,108315.00,69085.00,7139.00,0.00,41039.00,0.00,0.00,31551.00,17565.00,205.00,528067.00,363230.00,16006.00,347224.00,8824.00,67828.00,88185.00
1982:Q1,367077.00,8846.00,65520.00,0.00,11896.00,190046.00,0.00,116685.00,65763.00,7598.00,0.00,42173.00,0.00,0.00,31190.00,17218.00,188.00,542972.00,371040.00,15228.00,355812.00,9068.00,69447.00,93417.00
1982:Q2,377277.00,10008.00,63508.00,0.00,13450.00,197351.00,0.00,125500.00,64250.00,7601.00,0.00,43194.00,0.00,0.00,31687.00,17907.00,172.00,560411.00,383029.00,19038.00,363991.00,9606.00,71099.00,96677.00
1982:Q3,384378.00,8678.00,65194.00,0.00,14701.00,200318.00,0.00,122791.00,69922.00,7605.00,0.00,44602.00,0.00,0.00,32091.00,18549.00,245.00,569752.00,393578.00,22112.00,371466.00,9653.00,72783.00,93738.00
1982:Q4,392686.00,9409.00,64893.00,0.00,16086.00,203835.00,0.00,126272.00,70180.00,7383.00,0.00,46278.00,0.00,0.00,32899.00,19090.00,196.00,578318.00,403983.00,22737.00,381246.00,9791.00,74509.00,90035.00
1983:Q1,400206.00,7424.00,64565.00,0.00,18517.00,210438.00,0.00,132180.00,70582.00,7551.00,125.00,47885.00,0.00,0.00,32231.00,19001.00,145.00,581228.00,411681.00,19704.00,391977.00,10033.00,76249.00,83265.00
1983:Q2,415598.00,9317.00,60535.00,0.00,23422.00,218814.00,0.00,140253.00,71057.00,7254.00,250.00,49755.00,0.00,0.00,32688.00,20638.00,429.00,588572.00,428044.00,21554.00,406490.00,10350.00,77999.00,72179.00
1983:Q3,425252.00,7234.00,59605.00,0.00,30795.00,221197.00,0.00,142844.00,70347.00,7506.00,500.00,51647.00,0.00,0.00,32866.00,21378.00,530.00,605608.00,439293.00,21548.00,417745.00,10703.00,79804.00,75808.00
1983:Q4,438947.00,8729.00,58633.00,0.00,32665.00,228232.00,0.00,149223.00,70054.00,7955.00,1000.00,54164.00,0.00,0.00,34398.00,21832.00,294.00,620115.00,450209.00,21256.00,428953.00,10900.00,81623.00,77383.00
1984:Q1,452748.00,10543.00,56089.00,0.00,36581.00,235384.00,0.00,153510.00,71639.00,8454.00,1781.00,56580.00,0.00,0.00,35090.00,22038.00,443.00,633412.00,460827.00,18502.00,442325.00,10713.00,83503.00,78369.00
1984:Q2,470920.00,12940.00,55083.00,0.00,40000.00,242906.00,0.00,159581.00,71707.00,8743.00,2875.00,59363.00,0.00,0.00,36415.00,22893.00,1320.00,649134.00,477008.00,18960.00,458048.00,11000.00,85435.00,75691.00
1984:Q3,489264.00,10669.00,57024.00,0.00,48267.00,250054.00,0.00,161925.00,75416.00,8682.00,4031.00,61772.00,0.00,0.00,36765.00,22547.00,2166.00,658056.00,493057.00,18439.00,474618.00,11941.00,87428.00,65630.00
1984:Q4,506731.00,13760.00,58862.00,0.00,53122.00,254581.00,0.00,165993.00,74572.00,9016.00,5000.00,64399.00,0.00,0.00,37508.00,22801.00,1698.00,668926.00,494993.00,17600.00,477393.00,18641.00,89461.00,65831.00
1985:Q1,537014.00,10987.00,62869.00,0.00,58548.00,275609.00,0.00,176228.00,84887.00,8650.00,5844.00,66455.00,0.00,0.00,37683.00,23586.00,1277.00,692032.00,516139.00,14750.00,501389.00,21106.00,91551.00,63236.00
1985:Q2,569779.00,14109.00,60563.00,0.00,67216.00,294288.00,0.00,190544.00,88968.00,8151.00,6625.00,68591.00,0.00,0.00,38424.00,24896.00,1692.00,717146.00,539249.00,14983.00,524266.00,24367.00,93724.00,59806.00
1985:Q3,592461.00,12860.00,62559.00,0.00,73614.00,304309.00,0.00,196949.00,90871.00,9145.00,7344.00,71191.00,0.00,0.00,38725.00,26356.00,2847.00,753256.00,563703.00,19920.00,543783.00,25535.00,95945.00,68073.00
1985:Q4,686177.00,14831.00,65888.00,0.00,74128.00,381358.00,0.00,258670.00,105083.00,9605.00,8000.00,74207.00,0.00,0.00,41283.00,26793.00,7689.00,825758.00,651111.00,20528.00,630583.00,26820.00,98210.00,49617.00
1986:Q1,692035.00,12639.00,67418.00,0.00,74379.00,384570.00,0.00,263205.00,102965.00,9822.00,8578.00,78819.00,0.00,0.00,39252.00,27012.00,7946.00,817595.00,653141.00,19139.00,634002.00,26942.00,100548.00,36964.00
1986:Q2,725301.00,18099.00,65426.00,0.00,75637.00,407512.00,0.00,292695.00,95669.00,10086.00,9062.00,81696.00,0.00,0.00,39528.00,28227.00,9176.00,842676.00,684072.00,23362.00,660710.00,27050.00,102911.00,28643.00
1986:Q3,740216.00,14470.00,66614.00,0.00,81473.00,414679.00,0.00,292579.00,102273.00,10312.00,9515.00,83742.00,86.00,0.00,40386.00,28776.00,9990.00,869587.00,700113.00,20400.00,679713.00,26999.00,105315.00,37160.00
1986:Q4,771652.00,17282.00,68239.00,0.00,78977.00,439805.00,0.00,315727.00,103663.00,10415.00,10000.00,86005.00,219.00,0.00,42216.00,29527.00,9382.00,881194.00,724873.00,20402.00,704471.00,27257.00,107724.00,21340.00
1987:Q1,796980.00,12712.00,73519.00,0.00,81673.00,458556.00,0.00,344782.00,92814.00,10444.00,10516.00,89436.00,367.00,0.00,42807.00,28665.00,9245.00,875484.00,753356.00,18678.00,734678.00,27066.00,110188.00,-15126.00
1987:Q2,814014.00,15650.00,73491.00,0.00,85191.00,464356.00,0.00,348605.00,94242.00,10446.00,11063.00,92299.00,500.00,0.00,43037.00,29835.00,9655.00,884822.00,770823.00,12717.00,758106.00,25175.00,112681.00,-23857.00
1987:Q3,830398.00,13190.00,72961.00,0.00,90656.00,474883.00,86.00,352819.00,100018.00,10381.00,11579.00,93273.00,609.00,0.00,43964.00,30324.00,10538.00,903357.00,795600.00,16238.00,779362.00,25348.00,115227.00,-32818.00
1987:Q4,856379.00,16548.00,75339.00,0.00,90908.00,488946.00,219.00,357626.00,108896.00,10205.00,12000.00,94697.00,687.00,0.00,45983.00,30010.00,13261.00,970522.00,817678.00,19574.00,798104.00,24898.00,117813.00,10133.00
1988:Q1,860919.00,18981.00,78302.00,0.00,88141.00,495281.00,367.00,367029.00,105533.00,10039.00,12313.00,96036.00,796.00,0.00,46643.00,30221.00,6518.00,969109.00,826823.00,18145.00,808678.00,24190.00,120427.00,-2331.00
1988:Q2,870788.00,23229.00,73820.00,0.00,92201.00,497328.00,500.00,363439.00,110888.00,10000.00,12501.00,96714.00,1000.00,0.00,47514.00,31755.00,7227.00,975504.00,838042.00,16253.00,821789.00,23300.00,123119.00,-8957.00
1988:Q3,879288.00,22227.00,74581.00,0.00,92776.00,503848.00,609.00,355855.00,124609.00,10086.00,12689.00,96968.00,1297.00,55.00,47804.00,32903.00,6829.00,993431.00,861662.00,19952.00,841710.00,15000.00,125840.00,-9071.00
1988:Q4,900347.00,24882.00,73365.00,0.00,89894.00,519944.00,687.00,364256.00,131713.00,10288.00,13000.00,98647.00,1688.00,94.00,50757.00,33652.00,7424.00,1010498.00,883989.00,21536.00,862453.00,9000.00,128620.00,-11111.00
1989:Q1,913383.00,20594.00,75277.00,0.00,97872.00,524189.00,796.00,355914.00,143527.00,10514.00,13438.00,100224.00,2110.00,211.00,51488.00,34343.00,7075.00,1031076.00,892568.00,20333.00,872235.00,9376.00,131467.00,-2335.00
1989:Q2,934416.00,23257.00,72775.00,0.00,100237.00,537190.00,1000.00,358584.00,152932.00,10673.00,14001.00,102096.00,2500.00,500.00,52449.00,35761.00,7651.00,1036044.00,899977.00,18847.00,881130.00,9403.00,134396.00,-7732.00
1989:Q3,950265.00,22385.00,70752.00,0.00,103620.00,548003.00,1266.00,359807.00,161595.00,10771.00,14564.00,103383.00,2875.00,945.00,52866.00,36857.00,8579.00,1063567.00,917344.00,24085.00,893259.00,8801.00,137363.00,59.00
1989:Q4,970879.00,25237.00,70585.00,0.00,106040.00,559095.00,1563.00,369087.00,162629.00,10816.00,15000.00,104961.00,3250.00,1531.00,54242.00,37147.00,8791.00,1103791.00,931593.00,24843.00,906750.00,8770.00,140418.00,23010.00
1990:Q1,992965.00,21772.00,71512.00,0.00,106401.00,581241.00,1954.00,401112.00,151991.00,10871.00,15313.00,106189.00,3625.00,2226.00,53795.00,37053.00,9151.00,1135322.00,949669.00,23433.00,926236.00,9020.00,143577.00,33056.00
1990:Q2,1004827.00,23595.00,69140.00,0.00,109562.00,585960.00,2500.00,404999.00,151960.00,11000.00,15501.00,107423.00,4000.00,3000.00,54533.00,37313.00,10301.00,1140884.00,960810.00,21854.00,938956.00,9170.00,146740.00,24164.00
1990:Q3,1008740.00,22355.00,68080.00,0.00,109957.00,589154.00,3180.00,407261.00,151795.00,11229.00,15689.00,108599.00,4375.00,3867.00,55975.00,37510.00,8868.00,1201220.00,970791.00,27903.00,942888.00,9570.00,149965.00,70894.00
1990:Q4,1019831.00,23960.00,67545.00,0.00,111771.00,593140.00,3969.00,410555.00,151033.00,11583.00,16000.00,110215.00,4750.00,4844.00,56691.00,36616.00,10299.00,1199037.00,977772.00,27788.00,949984.00,9648.00,153326.00,58291.00
1991:Q1,1021895.00,21757.00,62777.00,0.00,109672.00,601741.00,4899.00,415619.00,152905.00,11896.00,16422.00,111575.00,5125.00,5899.00,55161.00,37084.00,11104.00,1179796.00,991423.00,28012.00,963411.00,9580.00,156685.00,22108.00
1991:Q2,1036409.00,25506.00,60660.00,0.00,114641.00,605586.00,6000.00,416835.00,153813.00,12000.00,16938.00,112113.00,5500.00,7000.00,56201.00,37829.00,11373.00,1211478.00,1009504.00,27857.00,981647.00,9403.00,160065.00,32506.00
1991:Q3,1060580.00,27287.00,60664.00,0.00,115611.00,624478.00,7336.00,430235.00,157515.00,11907.00,17485.00,112955.00,5875.00,8156.00,57271.00,38342.00,9941.00,1233767.00,1037959.00,34805.00,1003154.00,9801.00,163507.00,22500.00
1991:Q4,1082934.00,30432.00,56467.00,0.00,118442.00,636859.00,8969.00,435538.00,162725.00,11627.00,18000.00,113723.00,6250.00,9375.00,59091.00,38373.00,13922.00,1255994.00,1068584.00,34659.00,1033925.00,10011.00,167005.00,10394.00
1992:Q1,1088103.00,28216.00,57855.00,0.00,115788.00,648526.00,10617.00,460017.00,148155.00,11284.00,18453.00,113714.00,6625.00,10656.00,58386.00,38204.00,10133.00,1307559.00,1070532.00,29685.00,1040847.00,10050.00,170576.00,56401.00
1992:Q2,1091929.00,29717.00,52180.00,0.00,122350.00,644502.00,12000.00,435563.00,166627.00,11000.00,19312.00,113895.00,7000.00,12000.00,59795.00,38810.00,11680.00,1359194.00,1080174.00,26923.00,1053251.00,10000.00,174157.00,94863.00
1992:Q3,1092794.00,29133.00,53207.00,0.00,122183.00,645889.00,13156.00,429310.00,172507.00,10751.00,20165.00,113757.00,7375.00,13406.00,60597.00,38557.00,8690.00,1398266.00,1093769.00,38379.00,1055390.00,9950.00,177744.00,116803.00
1992:Q4,1091037.00,31610.00,50319.00,0.00,123050.00,638604.00,14125.00,418175.00,174902.00,10502.00,20900.00,113679.00,7750.00,14875.00,62201.00,38308.00,10641.00,1404283.00,1085225.00,33586.00,1051639.00,9870.00,181351.00,127837.00
1993:Q1,1093899.00,30655.00,53274.00,293.00,125826.00,642929.00,15031.00,433959.00,161570.00,10253.00,22116.00,113677.00,8125.00,16406.00,61958.00,37483.00,3273.00,1412263.00,1102882.00,34103.00,1068779.00,9750.00,185012.00,114619.00
1993:Q2,1100016.00,32977.00,48363.00,585.00,124170.00,657243.00,16000.00,441228.00,166402.00,10000.00,23613.00,110636.00,8500.00,18000.00,62638.00,36634.00,270.00,1444322.00,1128561.00,33848.00,1094713.00,9613.00,188757.00,117391.00
1993:Q3,1102374.00,33732.00,49002.00,1170.00,125838.00,666271.00,16966.00,433979.00,180476.00,9746.00,25104.00,109450.00,8879.00,19649.00,63516.00,36134.00,-11267.00,1448980.00,1143629.00,37630.00,1105999.00,9438.00,192529.00,103384.00
1993:Q4,1111149.00,33561.00,48790.00,1755.00,133746.00,676629.00,17864.00,447775.00,175007.00,9483.00,26500.00,108285.00,9267.00,21347.00,65802.00,35597.00,-23630.00,1452858.00,1143882.00,35378.00,1108504.00,9158.00,196349.00,103469.00
1994:Q1,1107780.00,34644.00,52162.00,2340.00,128424.00,667453.00,18830.00,443409.00,168135.00,9229.00,27850.00,107810.00,9646.00,23121.00,65516.00,35633.00,-18969.00,1485835.00,1140838.00,37493.00,1103345.00,9154.00,200214.00,135629.00
1994:Q2,1111502.00,35404.00,49715.00,3511.00,125790.00,656060.00,20000.00,425212.00,172648.00,9000.00,29200.00,107866.00,10000.00,25000.00,67321.00,36063.00,-5228.00,1493927.00,1128085.00,30781.00,1097304.00,9240.00,204156.00,152446.00
1994:Q3,1114667.00,31737.00,53920.00,4681.00,118353.00,642921.00,21458.00,398154.00,183963.00,8796.00,30550.00,109147.00,10320.00,27107.00,68439.00,36381.00,11661.00,1479538.00,1115642.00,34360.00,1081282.00,9683.00,208223.00,145990.00
1994:Q4,1117815.00,35349.00,55319.00,5851.00,118640.00,619407.00,22288.00,370011.00,186600.00,8608.00,31900.00,110507.00,10598.00,29100.00,71244.00,36866.00,24934.00,1467860.00,1097943.00,33200.00,1064743.00,9554.00,212353.00,148010.00
1995:Q1,1117433.00,34136.00,60245.00,6635.00,109780.00,622374.00,24019.00,350471.00,205900.00,8442.00,33542.00,111787.00,10921.00,31354.00,71266.00,36956.00,21979.00,1421966.00,1083130.00,36797.00,1046333.00,9663.00,216564.00,112609.00
1995:Q2,1119736.00,37243.00,58001.00,8802.00,101100.00,584167.00,26180.00,313657.00,200300.00,8300.00,35730.00,112906.00,11427.00,33450.00,72562.00,37063.00,63015.00,1383696.00,1074431.00,32680.00,1041751.00,9626.00,220874.00,78765.00
1995:Q3,1121710.00,35652.00,58492.00,9277.00,105767.00,555888.00,34914.00,304289.00,172200.00,7192.00,37293.00,113034.00,20033.00,34385.00,74635.00,37378.00,77169.00,1329983.00,1048582.00,32618.00,1015964.00,10215.00,225197.00,45989.00
1995:Q4,1121491.00,38704.00,61959.00,10672.00,115685.00,524751.00,39366.00,289791.00,151500.00,5115.00,38979.00,113809.00,26415.00,35000.00,77310.00,37744.00,79442.00,1304754.00,1037040.00,34430.00,1002610.00,9692.00,229565.00,28457.00
1996:Q1,1121546.00,34018.00,66592.00,11230.00,135600.00,522754.00,41773.00,283605.00,150600.00,4057.00,42719.00,114312.00,30662.00,35763.00,77378.00,38385.00,54852.00,1281051.00,1032290.00,35865.00,996425.00,9825.00,233967.00,4969.00
1996:Q2,1132561.00,34291.00,67411.00,11156.00,143807.00,533779.00,50436.00,283255.00,149423.00,4793.00,45872.00,114862.00,36489.00,39108.00,79590.00,39128.00,32940.00,1267209.00,1033512.00,34210.00,999302.00,10384.00,238464.00,-15151.00
1996:Q3,1140494.00,31148.00,70800.00,11329.00,144188.00,508455.00,54114.00,263745.00,137807.00,4560.00,48229.00,115932.00,41000.00,40493.00,79785.00,39811.00,57553.00,1249537.00,1014241.00,37548.00,976693.00,10637.00,243051.00,-18392.00
1996:Q4,1162300.00,33157.00,72558.00,12037.00,147806.00,487205.00,59682.00,256993.00,116211.00,4639.00,49680.00,117627.00,46898.00,41034.00,82902.00,40083.00,80993.00,1219642.00,1021340.00,40682.00,980658.00,4849.00,247792.00,-54339.00
1997:Q1,1183580.00,32689.00,73058.00,13112.00,151689.00,474112.00,65371.00,248126.00,108916.00,4430.00,47269.00,118288.00,49554.00,40546.00,82877.00,41047.00,106608.00,1233027.00,1024126.00,41691.00,982435.00,10240.00,252661.00,-54000.00
1997:Q2,1220117.00,31800.00,74490.00,13716.00,149431.00,486256.00,67053.00,243332.00,121578.00,4540.00,49753.00,119369.00,60139.00,38824.00,84326.00,42173.00,119593.00,1135792.00,1036877.00,39296.00,997581.00,10016.00,257541.00,-168642.00
1997:Q3,1251815.00,34134.00,76885.00,14757.00,152625.00,470675.00,71236.00,235205.00,110234.00,4000.00,50000.00,120293.00,70395.00,35883.00,86328.00,43216.00,146624.00,1070399.00,1045093.00,44566.00,1000527.00,10537.00,262439.00,-247670.00
1997:Q4,1286593.00,37542.00,78361.00,15629.00,151373.00,483654.00,74000.00,239318.00,115436.00,3900.00,51000.00,121307.00,78426.00,33636.00,89245.00,44326.00,153094.00,1099463.00,1066957.00,48996.00,1017961.00,9989.00,267387.00,-244870.00
1998:Q1,1344365.00,32622.00,84756.00,16491.00,160000.00,483635.00,79269.00,238140.00,110226.00,3500.00,52500.00,122337.00,87576.00,30500.00,90449.00,45771.00,190228.00,1013044.00,1086783.00,49897.00,1036886.00,9974.00,272362.00,-356075.00
1998:Q2,1388022.00,34300.00,85820.00,18936.00,154000.00,528253.00,77849.00,258470.00,132500.00,3000.00,56434.00,123349.00,93943.00,32921.00,90879.00,45401.00,180220.00,1045555.00,1110880.00,44448.00,1066432.00,10082.00,277491.00,-352898.00
1998:Q3,1412107.00,32171.00,87833.00,20680.00,152079.00,554439.00,80743.00,271846.00,140508.00,3040.00,58302.00,123104.00,84353.00,26420.00,91882.00,48262.00,190884.00,1227369.00,1114893.00,40797.00,1074096.00,10346.00,282796.00,-180666.00
1998:Q4,1474550.00,33640.00,93175.00,46682.00,155552.00,587283.00,86795.00,280757.00,154103.00,3194.00,62434.00,127358.00,98549.00,34137.00,96255.00,49302.00,152617.00,1077757.00,1133636.00,42728.00,1090908.00,10117.00,288191.00,-354187.00
1999:Q1,1507567.00,32736.00,96512.00,47759.00,155072.00,612353.00,90942.00,288434.00,164525.00,3272.00,65180.00,128478.00,98553.00,33976.00,98344.00,49475.00,154309.00,1079841.00,1152668.00,43649.00,1109019.00,10117.00,293710.00,-376654.00
1999:Q2,1535712.00,32451.00,99354.00,48597.00,153653.00,638706.00,94720.00,298601.00,174399.00,3333.00,67653.00,128883.00,97972.00,33606.00,99936.00,55406.00,147148.00,1023825.00,1165057.00,41503.00,1123554.00,10199.00,299341.00,-450772.00
1999:Q3,1554583.00,32559.00,102287.00,49437.00,152094.00,655890.00,98575.00,299230.00,184518.00,3395.00,70172.00,129227.00,97313.00,33204.00,101526.00,56282.00,144764.00,1142215.00,1166567.00,42974.00,1123593.00,10163.00,305090.00,-339605.00
1999:Q4,1601036.00,37551.00,107156.00,51169.00,153061.00,684733.00,104326.00,304521.00,198338.00,3519.00,74029.00,131805.00,98289.00,33350.00,104942.00,59220.00,139760.00,976084.00,1172521.00,45291.00,1127230.00,8488.00,311020.00,-515945.00
2000:Q1,1623640.00,32531.00,110425.00,52088.00,151373.00,704565.00,108539.00,306266.00,209390.00,3587.00,76783.00,132190.00,97579.00,32914.00,106684.00,65343.00,137948.00,948572.00,1175824.00,46952.00,1128872.00,8525.00,317134.00,-552911.00
2000:Q2,1636035.00,32042.00,112633.00,52581.00,148326.00,722685.00,111927.00,309254.00,218932.00,3625.00,78947.00,131439.00,96002.00,32180.00,107549.00,68363.00,132235.00,1026457.00,1182717.00,45705.00,1137012.00,8584.00,323289.00,-488133.00
2000:Q3,1652249.00,30464.00,115671.00,53455.00,146236.00,739715.00,116187.00,307862.00,230255.00,3690.00,81721.00,131590.00,95056.00,31653.00,109189.00,66419.00,132801.00,1026008.00,1176656.00,43774.00,1132882.00,8818.00,329572.00,-489038.00
