date,FA554090005.Q,FA554022005.Q,FA553061103.Q,FA553062003.Q,FA553063003.Q,FA553064103.Q,FA554090005.Q,FA554091603.Q,FA554092603.Q,FA554091303.Q,FA554091203.Q,FA554092303.Q
1965:Q4,-960.00,-92.00,-24.00,0.00,-68.00,-868.00,-960.00,ND,ND,ND,ND,ND
1966:Q1,208.00,208.00,-24.00,0.00,232.00,0.00,208.00,ND,ND,ND,ND,ND
1966:Q2,552.00,-124.00,-28.00,0.00,-96.00,676.00,552.00,ND,ND,ND,ND,ND
1966:Q3,-636.00,-104.00,-28.00,0.00,-76.00,-532.00,-636.00,ND,ND,ND,ND,ND
1966:Q4,1100.00,-48.00,-12.00,0.00,-36.00,1148.00,1100.00,ND,ND,ND,ND,ND
1967:Q1,0.00,292.00,0.00,0.00,292.00,-292.00,0.00,ND,ND,ND,ND,ND
1967:Q2,-1048.00,24.00,4.00,0.00,20.00,-1072.00,-1048.00,ND,ND,ND,ND,ND
1967:Q3,-1060.00,80.00,20.00,0.00,60.00,-1140.00,-1060.00,ND,ND,ND,ND,ND
1967:Q4,-1252.00,184.00,44.00,0.00,140.00,-1436.00,-1252.00,ND,ND,ND,ND,ND
1968:Q1,304.00,328.00,80.00,0.00,248.00,-24.00,304.00,ND,ND,ND,ND,ND
1968:Q2,1136.00,512.00,124.00,0.00,388.00,624.00,1136.00,ND,ND,ND,ND,ND
1968:Q3,628.00,492.00,120.00,0.00,372.00,136.00,628.00,ND,ND,ND,ND,ND
1968:Q4,896.00,264.00,64.00,0.00,200.00,632.00,896.00,ND,ND,ND,ND,ND
1969:Q1,164.00,456.00,20.00,0.00,436.00,-292.00,164.00,ND,ND,ND,ND,ND
1969:Q2,796.00,-12.00,0.00,0.00,-12.00,808.00,796.00,ND,ND,ND,ND,ND
1969:Q3,828.00,-156.00,-36.00,0.00,-120.00,984.00,828.00,ND,ND,ND,ND,ND
1969:Q4,212.00,-336.00,-80.00,0.00,-256.00,548.00,212.00,ND,ND,ND,ND,ND
1970:Q1,-1312.00,-612.00,180.00,0.00,-792.00,-700.00,-1312.00,ND,ND,ND,ND,ND
1970:Q2,-1128.00,-1000.00,-268.00,0.00,-732.00,-128.00,-1128.00,ND,ND,ND,ND,ND
1970:Q3,-8804.00,-928.00,-244.00,0.00,-684.00,-7876.00,-8804.00,ND,ND,ND,ND,ND
1970:Q4,1972.00,-396.00,-108.00,0.00,-288.00,2368.00,1972.00,ND,ND,ND,ND,ND
1971:Q1,676.00,376.00,36.00,0.00,340.00,300.00,676.00,ND,ND,ND,ND,ND
1971:Q2,2012.00,644.00,164.00,0.00,480.00,1368.00,2012.00,ND,ND,ND,ND,ND
1971:Q3,2288.00,760.00,196.00,0.00,564.00,1528.00,2288.00,ND,ND,ND,ND,ND
1971:Q4,-608.00,492.00,128.00,0.00,364.00,-1100.00,-608.00,ND,ND,ND,ND,ND
1972:Q1,432.00,608.00,76.00,0.00,532.00,-176.00,432.00,ND,ND,ND,ND,ND
1972:Q2,196.00,156.00,36.00,0.00,120.00,40.00,196.00,ND,ND,ND,ND,ND
1972:Q3,-600.00,140.00,36.00,0.00,104.00,-740.00,-600.00,ND,ND,ND,ND,ND
1972:Q4,-252.00,272.00,68.00,0.00,204.00,-524.00,-252.00,ND,ND,ND,ND,ND
1973:Q1,2932.00,772.00,104.00,0.00,668.00,2160.00,2932.00,ND,ND,ND,ND,ND
1973:Q2,3064.00,624.00,152.00,0.00,472.00,2440.00,3064.00,ND,ND,ND,ND,ND
1973:Q3,696.00,556.00,136.00,0.00,420.00,140.00,696.00,ND,ND,ND,ND,ND
1973:Q4,4052.00,240.00,56.00,0.00,184.00,3812.00,4052.00,ND,ND,ND,ND,ND
1974:Q1,-460.00,316.00,-16.00,0.00,332.00,-776.00,-460.00,ND,ND,ND,ND,ND
1974:Q2,1672.00,-412.00,-96.00,0.00,-316.00,2084.00,1672.00,ND,ND,ND,ND,ND
1974:Q3,2252.00,-468.00,-112.00,0.00,-356.00,2720.00,2252.00,ND,ND,ND,ND,ND
1974:Q4,52.00,-268.00,-64.00,0.00,-204.00,320.00,52.00,ND,ND,ND,ND,ND
1975:Q1,-124.00,252.00,-24.00,0.00,276.00,-376.00,-124.00,ND,ND,ND,ND,ND
1975:Q2,-1296.00,-4.00,0.00,0.00,-4.00,-1292.00,-1296.00,ND,ND,ND,ND,ND
1975:Q3,-1976.00,52.00,12.00,0.00,40.00,-2028.00,-1976.00,ND,ND,ND,ND,ND
1975:Q4,-3768.00,56.00,12.00,0.00,44.00,-3824.00,-3768.00,ND,ND,ND,ND,ND
1976:Q1,1008.00,500.00,32.00,0.00,468.00,508.00,1008.00,ND,ND,ND,ND,ND
1976:Q2,-1544.00,300.00,68.00,0.00,232.00,-1844.00,-1544.00,ND,ND,ND,ND,ND
1976:Q3,-1028.00,208.00,44.00,0.00,164.00,-1236.00,-1028.00,ND,ND,ND,ND,ND
1976:Q4,-1572.00,-120.00,-24.00,0.00,-96.00,-1452.00,-1572.00,ND,ND,ND,ND,ND
1977:Q1,-1072.00,-500.00,-112.00,0.00,-388.00,-572.00,-1072.00,ND,ND,ND,ND,ND
1977:Q2,-1396.00,-928.00,-208.00,0.00,-720.00,-468.00,-1396.00,ND,ND,ND,ND,ND
1977:Q3,-1976.00,-912.00,-200.00,0.00,-712.00,-1064.00,-1976.00,ND,ND,ND,ND,ND
1977:Q4,-1284.00,-464.00,-104.00,0.00,-360.00,-820.00,-1284.00,ND,ND,ND,ND,ND
1978:Q1,-396.00,264.00,-8.00,0.00,272.00,-660.00,-396.00,ND,ND,ND,ND,ND
1978:Q2,-348.00,364.00,80.00,0.00,284.00,-712.00,-348.00,ND,ND,ND,ND,ND
1978:Q3,-244.00,448.00,96.00,0.00,352.00,-692.00,-244.00,ND,ND,ND,ND,ND
1978:Q4,3028.00,204.00,44.00,0.00,160.00,2824.00,3028.00,ND,ND,ND,ND,ND
1979:Q1,-1180.00,348.00,4.00,0.00,344.00,-1528.00,-1180.00,ND,ND,ND,ND,ND
1979:Q2,-572.00,-104.00,-20.00,0.00,-84.00,-468.00,-572.00,ND,ND,ND,ND,ND
1979:Q3,-1852.00,-136.00,-28.00,0.00,-108.00,-1716.00,-1852.00,ND,ND,ND,ND,ND
1979:Q4,276.00,-64.00,-16.00,0.00,-48.00,340.00,276.00,ND,ND,ND,ND,ND
1980:Q1,-956.00,16.00,4.00,0.00,12.00,-972.00,-956.00,ND,ND,ND,ND,ND
1980:Q2,-2496.00,96.00,20.00,0.00,76.00,-2592.00,-2496.00,ND,ND,ND,ND,ND
1980:Q3,-1936.00,64.00,16.00,0.00,48.00,-2000.00,-1936.00,ND,ND,ND,ND,ND
1980:Q4,540.00,-76.00,-16.00,0.00,-60.00,616.00,540.00,ND,ND,ND,ND,ND
1981:Q1,860.00,688.00,-52.00,0.00,740.00,172.00,860.00,ND,ND,ND,ND,ND
1981:Q2,-560.00,-472.00,-92.00,0.00,-380.00,-88.00,-560.00,ND,ND,ND,ND,ND
1981:Q3,-744.00,-448.00,-88.00,0.00,-360.00,-296.00,-744.00,ND,ND,ND,ND,ND
1981:Q4,-1416.00,-216.00,-44.00,0.00,-172.00,-1200.00,-1416.00,ND,ND,ND,ND,ND
1982:Q1,1016.00,1156.00,8.00,0.00,1148.00,-140.00,1016.00,ND,ND,ND,ND,ND
1982:Q2,-56.00,268.00,44.00,0.00,224.00,-324.00,-56.00,ND,ND,ND,ND,ND
1982:Q3,-752.00,312.00,56.00,0.00,256.00,-1064.00,-752.00,ND,ND,ND,ND,ND
1982:Q4,-1020.00,152.00,28.00,0.00,124.00,-1172.00,-1020.00,ND,ND,ND,ND,ND
1983:Q1,-1908.00,-1152.00,12.00,0.00,-1164.00,-756.00,-1908.00,ND,ND,ND,ND,ND
1983:Q2,-580.00,72.00,4.00,0.00,68.00,-652.00,-580.00,ND,ND,ND,ND,ND
1983:Q3,-320.00,168.00,-12.00,0.00,180.00,-488.00,-320.00,ND,ND,ND,ND,ND
1983:Q4,-468.00,28.00,-32.00,0.00,60.00,-496.00,-468.00,ND,ND,ND,ND,ND
1984:Q1,120.00,-92.00,-68.00,0.00,-24.00,212.00,120.00,ND,ND,ND,ND,ND
1984:Q2,-456.00,28.00,-120.00,0.00,148.00,-484.00,-456.00,ND,ND,ND,ND,ND
1984:Q3,-1888.00,-1272.00,-104.00,0.00,-1168.00,-616.00,-1888.00,ND,ND,ND,ND,ND
1984:Q4,-1772.00,-572.00,-28.00,0.00,-544.00,-1200.00,-1772.00,ND,ND,ND,ND,ND
1985:Q1,624.00,1084.00,24.00,800.00,260.00,-460.00,624.00,ND,ND,ND,ND,ND
1985:Q2,4.00,512.00,52.00,800.00,-340.00,-508.00,4.00,ND,ND,ND,ND,ND
1985:Q3,1756.00,1944.00,112.00,1000.00,832.00,-188.00,1756.00,ND,ND,ND,ND,ND
1985:Q4,1492.00,2052.00,212.00,1200.00,640.00,-560.00,1492.00,ND,ND,ND,ND,ND
1986:Q1,6256.00,1888.00,308.00,1000.00,580.00,4368.00,6256.00,ND,ND,ND,ND,ND
1986:Q2,6380.00,3180.00,400.00,1000.00,1780.00,3200.00,6380.00,ND,ND,ND,ND,ND
1986:Q3,5580.00,3180.00,468.00,1000.00,1712.00,2400.00,5580.00,ND,ND,ND,ND,ND
1986:Q4,5016.00,3416.00,528.00,1200.00,1688.00,1600.00,5016.00,ND,ND,ND,ND,ND
1987:Q1,9268.00,2404.00,988.00,964.00,452.00,6864.00,9268.00,ND,ND,ND,ND,ND
1987:Q2,5764.00,1384.00,-896.00,868.00,1412.00,4380.00,5764.00,ND,ND,ND,ND,ND
1987:Q3,5716.00,4092.00,-108.00,1172.00,3028.00,1624.00,5716.00,ND,ND,ND,ND,ND
1987:Q4,8348.00,8044.00,2280.00,2080.00,3684.00,304.00,8348.00,ND,ND,ND,ND,ND
1988:Q1,13416.00,12668.00,2692.00,2572.00,7404.00,748.00,13416.00,ND,ND,ND,ND,ND
1988:Q2,25068.00,22296.00,5080.00,4328.00,12888.00,2772.00,25068.00,ND,ND,ND,ND,ND
1988:Q3,24188.00,19896.00,3484.00,4716.00,11696.00,4292.00,24188.00,ND,ND,ND,ND,ND
1988:Q4,19804.00,16608.00,1528.00,5288.00,9792.00,3196.00,19804.00,ND,ND,ND,ND,ND
1989:Q1,2504.00,10520.00,2800.00,4272.00,3448.00,-8016.00,2504.00,ND,ND,ND,ND,ND
1989:Q2,-108.00,724.00,1956.00,3444.00,-4676.00,-832.00,-108.00,ND,ND,ND,ND,ND
1989:Q3,13180.00,11468.00,1172.00,7304.00,2992.00,1712.00,13180.00,ND,ND,ND,ND,ND
1989:Q4,9520.00,3512.00,1388.00,3396.00,-1272.00,6008.00,9520.00,ND,ND,ND,ND,ND
1990:Q1,12716.00,10032.00,88.00,3288.00,6656.00,2684.00,12716.00,ND,ND,ND,ND,ND
1990:Q2,-10232.00,-5340.00,-360.00,-620.00,-4360.00,-4892.00,-10232.00,ND,ND,ND,ND,ND
1990:Q3,5900.00,-660.00,-20.00,1920.00,-2560.00,6560.00,5900.00,ND,ND,ND,ND,ND
1990:Q4,-2828.00,1176.00,1096.00,3492.00,-3412.00,-4004.00,-2828.00,ND,ND,ND,ND,ND
1991:Q1,3168.00,8296.00,2312.00,8416.00,-2432.00,-5128.00,3168.00,ND,ND,ND,ND,ND
1991:Q2,22100.00,15164.00,3596.00,12032.00,-464.00,6936.00,22100.00,ND,ND,ND,ND,ND
1991:Q3,17916.00,14124.00,3780.00,12688.00,-2344.00,3792.00,17916.00,ND,ND,ND,ND,ND
1991:Q4,15116.00,13576.00,2860.00,12032.00,-1316.00,1540.00,15116.00,ND,ND,ND,ND,ND
1992:Q1,24648.00,23296.00,2092.00,15992.00,5212.00,1352.00,24648.00,ND,ND,ND,ND,ND
1992:Q2,21716.00,18804.00,1460.00,15060.00,2284.00,2912.00,21716.00,ND,ND,ND,ND,ND
1992:Q3,16460.00,18484.00,1360.00,14220.00,2904.00,-2024.00,16460.00,ND,ND,ND,ND,ND
1992:Q4,17840.00,20152.00,1788.00,11804.00,6560.00,-2312.00,17840.00,ND,ND,ND,ND,ND
1993:Q1,23696.00,19984.00,2072.00,12072.00,5840.00,3712.00,23696.00,ND,ND,ND,ND,ND
1993:Q2,23696.00,19984.00,2072.00,12072.00,5840.00,3712.00,23696.00,ND,ND,ND,ND,ND
1993:Q3,23696.00,19984.00,2072.00,12072.00,5840.00,3712.00,23696.00,ND,ND,ND,ND,ND
1993:Q4,23696.00,19984.00,2072.00,12072.00,5840.00,3712.00,23696.00,ND,ND,ND,ND,ND
1994:Q1,2364.00,-3700.00,-952.00,1620.00,-4368.00,6064.00,2364.00,ND,ND,ND,ND,ND
1994:Q2,2364.00,-3700.00,-952.00,1620.00,-4368.00,6064.00,2364.00,ND,ND,ND,ND,ND
1994:Q3,2364.00,-3700.00,-952.00,1620.00,-4368.00,6064.00,2364.00,ND,ND,ND,ND,ND
1994:Q4,2364.00,-3700.00,-952.00,1620.00,-4368.00,6064.00,2364.00,ND,ND,ND,ND,ND
1995:Q1,7964.00,8512.00,-1708.00,4796.00,5424.00,-548.00,7964.00,ND,ND,ND,ND,ND
1995:Q2,7964.00,8512.00,-1708.00,4796.00,5424.00,-548.00,7964.00,ND,ND,ND,ND,ND
1995:Q3,7964.00,8512.00,-1708.00,4796.00,5424.00,-548.00,7964.00,ND,ND,ND,ND,ND
1995:Q4,7964.00,8512.00,-1708.00,4796.00,5424.00,-548.00,7964.00,ND,ND,ND,ND,ND
1996:Q1,292.00,2940.00,116.00,960.00,1864.00,-2648.00,292.00,ND,ND,ND,ND,ND
1996:Q2,292.00,2940.00,116.00,960.00,1864.00,-2648.00,292.00,ND,ND,ND,ND,ND
1996:Q3,292.00,2940.00,116.00,960.00,1864.00,-2648.00,292.00,ND,ND,ND,ND,ND
1996:Q4,292.00,2940.00,116.00,960.00,1864.00,-2648.00,292.00,ND,ND,ND,ND,ND
1997:Q1,-11172.00,-1132.00,-1400.00,304.00,-36.00,-10040.00,-11172.00,ND,ND,ND,ND,ND
1997:Q2,-11172.00,-1132.00,-1400.00,304.00,-36.00,-10040.00,-11172.00,ND,ND,ND,ND,ND
1997:Q3,-11172.00,-1132.00,-1400.00,304.00,-36.00,-10040.00,-11172.00,ND,ND,ND,ND,ND
1997:Q4,-11172.00,-1132.00,-1400.00,304.00,-36.00,-10040.00,-11172.00,ND,ND,ND,ND,ND
1998:Q1,-6832.00,4932.00,-1020.00,1268.00,4684.00,-11764.00,-6832.00,ND,ND,ND,ND,ND
1998:Q2,-6832.00,4932.00,-1020.00,1268.00,4684.00,-11764.00,-6832.00,ND,ND,ND,ND,ND
1998:Q3,-6832.00,4932.00,-1020.00,1268.00,4684.00,-11764.00,-6832.00,ND,ND,ND,ND,ND
1998:Q4,-6832.00,4932.00,-1020.00,1268.00,4684.00,-11764.00,-6832.00,ND,ND,ND,ND,ND
1999:Q1,13008.00,7820.00,264.00,7120.00,436.00,5188.00,13008.00,ND,ND,ND,ND,ND
1999:Q2,22520.00,15000.00,-44.00,11512.00,3532.00,7520.00,22520.00,ND,ND,ND,ND,ND
1999:Q3,-49392.00,13256.00,-156.00,14084.00,-672.00,-62648.00,-49392.00,ND,ND,ND,ND,ND
1999:Q4,-5768.00,2376.00,-4800.00,3324.00,3852.00,-8144.00,-5768.00,ND,ND,ND,ND,ND
2000:Q1,2500.00,5468.00,152.00,3608.00,1708.00,-2968.00,2500.00,ND,ND,ND,ND,ND
2000:Q2,476.00,-4268.00,-160.00,-2076.00,-2032.00,4744.00,476.00,ND,ND,ND,ND,ND
2000:Q3,-13992.00,-6700.00,-36.00,-1996.00,-4668.00,-7292.00,-13992.00,ND,ND,ND,ND,ND
2000:Q4,-11004.00,-16748.00,-3608.00,-7472.00,-5668.00,5744.00,-11004.00,ND,ND,ND,ND,ND
2001:Q1,-4844.00,-6944.00,-3728.00,3656.00,-6872.00,2100.00,-4844.00,ND,ND,ND,ND,ND
2001:Q2,-3948.00,-116.00,408.00,5448.00,-5972.00,-3832.00,-3948.00,ND,ND,ND,ND,ND
2001:Q3,2376.00,-496.00,-12.00,7980.00,-8464.00,2872.00,2376.00,ND,ND,ND,ND,ND
2001:Q4,14172.00,20416.00,3584.00,10720.00,6112.00,-6244.00,14172.00,ND,ND,ND,ND,ND
2002:Q1,13632.00,14616.00,-7104.00,8640.00,13080.00,-984.00,13632.00,ND,ND,ND,ND,ND
2002:Q2,15656.00,2360.00,-740.00,8176.00,-5076.00,13296.00,15656.00,ND,ND,ND,ND,ND
2002:Q3,22188.00,-176.00,-12.00,8812.00,-8976.00,22364.00,22188.00,ND,ND,ND,ND,ND
2002:Q4,20396.00,17768.00,-3260.00,19764.00,1264.00,2628.00,20396.00,ND,ND,ND,ND,ND
2003:Q1,31108.00,25976.00,324.00,3928.00,21724.00,5132.00,31108.00,ND,ND,ND,ND,ND
2003:Q2,61336.00,57692.00,468.00,-1240.00,58464.00,3644.00,61336.00,ND,ND,ND,ND,ND
2003:Q3,59356.00,42344.00,1116.00,8376.00,32852.00,17012.00,59356.00,ND,ND,ND,ND,ND
2003:Q4,22568.00,15676.00,568.00,1664.00,13444.00,6892.00,22568.00,ND,ND,ND,ND,ND
2004:Q1,61152.00,9028.00,5144.00,-1840.00,5724.00,52124.00,61152.00,ND,ND,ND,ND,ND
2004:Q2,36180.00,22556.00,2508.00,5820.00,14228.00,13624.00,36180.00,ND,ND,ND,ND,ND
2004:Q3,20220.00,-444.00,852.00,-2044.00,748.00,20664.00,20220.00,ND,ND,ND,ND,ND
2004:Q4,11692.00,11604.00,640.00,-2356.00,13320.00,88.00,11692.00,ND,ND,ND,ND,ND
2005:Q1,43836.00,10636.00,736.00,1076.00,8824.00,33200.00,43836.00,ND,ND,ND,ND,ND
2005:Q2,26588.00,3680.00,1440.00,2548.00,-308.00,22908.00,26588.00,ND,ND,ND,ND,ND
2005:Q3,16048.00,-756.00,-1024.00,-1668.00,1936.00,16804.00,16048.00,ND,ND,ND,ND,ND
2005:Q4,-4280.00,-4724.00,-124.00,-1080.00,-3520.00,444.00,-4280.00,ND,ND,ND,ND,ND
2006:Q1,5968.00,10444.00,-1648.00,-924.00,13016.00,-4476.00,5968.00,ND,ND,ND,ND,ND
2006:Q2,19380.00,16472.00,1660.00,1940.00,12872.00,2908.00,19380.00,ND,ND,ND,ND,ND
2006:Q3,-7608.00,-7880.00,80.00,-2480.00,-5480.00,272.00,-7608.00,ND,ND,ND,ND,ND
2006:Q4,16128.00,5304.00,852.00,1556.00,2896.00,10824.00,16128.00,ND,ND,ND,ND,ND
2007:Q1,47700.00,38804.00,-804.00,-2260.00,41868.00,8896.00,47700.00,4448.00,45124.00,388.00,-2260.00,0.00
2007:Q2,43136.00,30960.00,-2056.00,-1648.00,34664.00,12176.00,43136.00,6088.00,27532.00,452.00,-1648.00,10712.00
2007:Q3,18896.00,3144.00,-676.00,-300.00,4120.00,15752.00,18896.00,7876.00,5564.00,5752.00,-300.00,0.00
2007:Q4,3748.00,980.00,-3336.00,684.00,3632.00,2768.00,3748.00,1384.00,416.00,1276.00,684.00,-12.00
2008:Q1,-8900.00,-3284.00,-924.00,-184.00,-2176.00,-5616.00,-8900.00,-2808.00,-3772.00,-2092.00,-184.00,-44.00
2008:Q2,-31724.00,-15004.00,-824.00,-8636.00,-5544.00,-16720.00,-31724.00,-8360.00,0.00,-12212.00,-8636.00,-2520.00
2008:Q3,-22204.00,-7276.00,-1828.00,-12480.00,7032.00,-14928.00,-22204.00,-7464.00,568.00,-2824.00,-12480.00,0.00
