date,FA554090005.Q,FA554022005.Q,FA553061103.Q,FA553062003.Q,FA553063003.Q,FA553064103.Q,FA554090005.Q,FA554091603.Q,FA554092603.Q,FA554091303.Q,FA554091203.Q,FA554092303.Q
2008:Q4,-26368.00,-7216.00,-6192.00,-3056.00,2032.00,-19152.00,-26368.00,-9576.00,-3544.00,-9948.00,-3056.00,-236.00
2009:Q1,-5048.00,-1160.00,324.00,-168.00,-1316.00,-3888.00,-5048.00,-1944.00,-1524.00,-1408.00,-168.00,-8.00
2009:Q2,-3348.00,-324.00,1632.00,-1296.00,-660.00,-3024.00,-3348.00,-1512.00,300.00,-728.00,-1296.00,-112.00
2009:Q3,-4712.00,4296.00,884.00,336.00,3076.00,-9008.00,-4712.00,-4504.00,1432.00,-1976.00,336.00,0.00
2009:Q4,72.00,3080.00,2076.00,176.00,828.00,-3008.00,72.00,-1504.00,-824.00,964.00,176.00,1264.00
2010:Q1,288.00,1792.00,2488.00,-744.00,48.00,-1504.00,288.00,-752.00,-204.00,1988.00,-744.00,0.00
2010:Q2,4112.00,184.00,-528.00,900.00,-188.00,3928.00,4112.00,1964.00,-12.00,1260.00,900.00,0.00
2010:Q3,10772.00,1292.00,460.00,3456.00,-2624.00,9480.00,10772.00,4740.00,4.00,2572.00,3456.00,0.00
2010:Q4,6548.00,2492.00,444.00,864.00,1184.00,4056.00,6548.00,2028.00,444.00,1780.00,864.00,1432.00
2011:Q1,6560.00,-3712.00,552.00,-900.00,-3364.00,10272.00,6560.00,5136.00,224.00,2096.00,-900.00,4.00
2011:Q2,9680.00,2008.00,-88.00,3840.00,-1744.00,7672.00,9680.00,3836.00,1204.00,800.00,3840.00,4.00
2011:Q3,3424.00,1688.00,-1540.00,-720.00,3948.00,1736.00,3424.00,868.00,3280.00,0.00,-720.00,0.00
2011:Q4,4404.00,-1580.00,-52.00,1080.00,-2608.00,5984.00,4404.00,2992.00,332.00,0.00,1080.00,0.00
2012:Q1,1904.00,1416.00,1132.00,-1216.00,1500.00,488.00,1904.00,244.00,516.00,-108.00,-1216.00,2472.00
2012:Q2,10320.00,3976.00,-460.00,3808.00,628.00,6344.00,10320.00,3172.00,1004.00,2332.00,3808.00,8.00
2012:Q3,15620.00,9212.00,760.00,4896.00,3556.00,6408.00,15620.00,3204.00,-452.00,7936.00,4896.00,36.00
2012:Q4,17696.00,8208.00,-148.00,4920.00,3436.00,9488.00,17696.00,4744.00,-616.00,2836.00,4920.00,5808.00
2013:Q1,26208.00,14080.00,2116.00,1672.00,10292.00,12128.00,26208.00,6064.00,-904.00,5960.00,1672.00,13416.00
2013:Q2,23376.00,14424.00,488.00,752.00,13184.00,8952.00,23376.00,4476.00,-532.00,6884.00,752.00,11792.00
2013:Q3,1448.00,-1216.00,-228.00,-1568.00,580.00,2664.00,1448.00,1332.00,-644.00,1684.00,-1568.00,644.00
2013:Q4,3820.00,-5204.00,-32.00,-1736.00,-3436.00,9024.00,3820.00,4512.00,-92.00,1156.00,-1736.00,-20.00
2014:Q1,4120.00,-1160.00,264.00,2108.00,-3532.00,5280.00,4120.00,2640.00,-20.00,-512.00,2108.00,-96.00
2014:Q2,1808.00,-1992.00,324.00,432.00,-2748.00,3800.00,1808.00,1900.00,128.00,-76.00,432.00,-580.00
2014:Q3,9868.00,-8308.00,-464.00,-504.00,-7340.00,18176.00,9868.00,9088.00,156.00,1192.00,-504.00,-68.00
2014:Q4,3944.00,648.00,-988.00,232.00,1404.00,3296.00,3944.00,1648.00,1712.00,456.00,232.00,-104.00
2015:Q1,3396.00,2460.00,-360.00,-20.00,2840.00,936.00,3396.00,468.00,952.00,1832.00,-20.00,160.00
2015:Q2,3588.00,2748.00,-4.00,-344.00,3096.00,840.00,3588.00,420.00,2252.00,1348.00,-344.00,-92.00
2015:Q3,2016.00,1744.00,-744.00,752.00,1736.00,272.00,2016.00,136.00,1224.00,352.00,752.00,-452.00
2015:Q4,-2292.00,-1420.00,-704.00,-736.00,20.00,-872.00,-2292.00,-436.00,-260.00,-824.00,-736.00,-36.00
2016:Q1,684.00,1444.00,-600.00,1196.00,848.00,-760.00,684.00,-380.00,-52.00,-84.00,1196.00,8.00
2016:Q2,-1384.00,-1536.00,-7016.00,720.00,4760.00,152.00,-1384.00,76.00,144.00,-396.00,720.00,-1924.00
2016:Q3,2668.00,2412.00,252.00,-136.00,2296.00,256.00,2668.00,128.00,292.00,2452.00,-136.00,-68.00
