1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q1,402216.00,285310.00,28779.00,0.00,1688.00,56380.00,2466.00,1135.00,1474.00,0.00,14232.00,3974.00,2925.00,425.00,-6414.00,8054.00,1788.00,293329.00,178005.00,13151.00,0.00,-16.00,2211.00,23678.00,-303.00,2784.00,-856.00,0.00,8761.00,51862.00,0.00,-193.00,0.00,0.00,2518.00,6093.00,18.00,2000.00,3616.00,108887.00
1978:Q2,426718.00,299616.00,29376.00,0.00,2017.00,65410.00,3391.00,1215.00,1499.00,0.00,14533.00,4402.00,616.00,480.00,-4424.00,6773.00,1814.00,289326.00,171167.00,13485.00,0.00,33.00,2340.00,26137.00,-26.00,3182.00,-351.00,0.00,8982.00,50378.00,0.00,-203.00,0.00,0.00,2421.00,6465.00,61.00,1906.00,3349.00,137392.00
1978:Q3,472243.00,331716.00,29553.00,0.00,2124.00,72359.00,4756.00,1274.00,1516.00,0.00,14869.00,4993.00,4991.00,216.00,-3848.00,6295.00,1429.00,313138.00,181409.00,13814.00,0.00,108.00,2358.00,33691.00,530.00,3394.00,88.00,0.00,9209.00,53177.00,0.00,-412.00,0.00,0.00,2624.00,7791.00,15.00,2465.00,2877.00,159105.00
1978:Q4,484873.00,338657.00,30488.00,0.00,3011.00,72288.00,4496.00,1346.00,1516.00,0.00,15271.00,5489.00,8159.00,291.00,-3719.00,5698.00,1882.00,321138.00,182628.00,14186.00,0.00,131.00,2887.00,33230.00,317.00,3559.00,628.00,0.00,9486.00,57146.00,0.00,326.00,0.00,0.00,2442.00,8620.00,230.00,2551.00,2771.00,163735.00
1979:Q1,536160.00,381751.00,32477.00,0.00,2130.00,78753.00,5980.00,1434.00,1557.00,0.00,15733.00,5459.00,8699.00,244.00,-5564.00,5665.00,1842.00,330310.00,188724.00,14604.00,0.00,191.00,2580.00,32117.00,337.00,3949.00,937.00,0.00,9811.00,59705.00,0.00,432.00,0.00,0.00,2759.00,8266.00,289.00,2534.00,3075.00,205850.00
1979:Q2,561722.00,400101.00,32887.00,0.00,2337.00,85695.00,4022.00,1509.00,1579.00,0.00,16197.00,5852.00,12913.00,160.00,-5918.00,2544.00,1844.00,341159.00,192105.00,15073.00,0.00,229.00,2748.00,33969.00,289.00,4311.00,1270.00,0.00,10180.00,61640.00,0.00,527.00,0.00,0.00,2300.00,9826.00,336.00,3260.00,3096.00,220563.00
1979:Q3,610739.00,443049.00,33693.00,0.00,2610.00,83292.00,4114.00,1836.00,1581.00,0.00,16659.00,5406.00,18495.00,421.00,-4626.00,2285.00,1924.00,362274.00,217904.00,15529.00,0.00,272.00,3733.00,23569.00,394.00,4566.00,1701.00,0.00,10559.00,61688.00,0.00,638.00,0.00,0.00,2332.00,12242.00,378.00,3553.00,3216.00,248465.00
1979:Q4,617256.00,450401.00,37425.00,0.00,3618.00,78095.00,3635.00,2179.00,1566.00,0.00,16939.00,6575.00,15027.00,268.00,-4228.00,3949.00,1807.00,359707.00,215793.00,15908.00,0.00,188.00,3045.00,19859.00,374.00,4849.00,2330.00,0.00,10911.00,63710.00,0.00,700.00,0.00,0.00,2856.00,11038.00,400.00,4354.00,3392.00,257549.00
1980:Q1,656944.00,481074.00,38986.00,0.00,2207.00,85148.00,4683.00,2562.00,3375.00,0.00,17094.00,6645.00,17585.00,317.00,-5865.00,1198.00,1935.00,351574.00,202417.00,15507.00,0.00,209.00,2585.00,26674.00,361.00,5243.00,3507.00,0.00,11243.00,65572.00,18.00,419.00,0.00,0.00,2912.00,8530.00,430.00,3655.00,2292.00,305370.00
1980:Q2,692823.00,513100.00,41439.00,0.00,3352.00,80940.00,3008.00,3317.00,3350.00,0.00,16913.00,7321.00,30475.00,299.00,-14576.00,2176.00,1709.00,372703.00,214673.00,13623.00,0.00,154.00,3123.00,25192.00,3761.00,5632.00,4337.00,0.00,11556.00,66936.00,35.00,713.00,0.00,0.00,2886.00,12498.00,467.00,4584.00,2533.00,320120.00
1980:Q3,741658.00,561518.00,42702.00,0.00,2015.00,81600.00,3092.00,4100.00,2425.00,0.00,16894.00,8309.00,28199.00,401.00,-14491.00,2738.00,2156.00,427324.00,263804.00,13132.00,0.00,128.00,3226.00,25271.00,4217.00,6059.00,4709.00,0.00,11874.00,69121.00,53.00,771.00,0.00,0.00,3236.00,13354.00,497.00,5322.00,2550.00,314334.00
1980:Q4,715576.00,531401.00,44203.00,0.00,2565.00,81174.00,3385.00,4680.00,3100.00,0.00,16999.00,8635.00,28122.00,325.00,-13269.00,1951.00,2305.00,424339.00,251007.00,16906.00,0.00,122.00,3526.00,30539.00,4982.00,6609.00,5651.00,0.00,12219.00,67837.00,70.00,588.00,0.00,0.00,4106.00,10786.00,510.00,5750.00,3131.00,291237.00
1981:Q1,811840.00,624795.00,42822.00,0.00,2035.00,84159.00,3828.00,4975.00,2927.00,0.00,17753.00,9051.00,39177.00,266.00,-16714.00,1233.00,-4467.00,515451.00,328658.00,20421.00,0.00,221.00,3056.00,34696.00,5432.00,7411.00,5035.00,0.00,12532.00,66440.00,88.00,521.00,0.00,0.00,5485.00,14666.00,540.00,5084.00,5165.00,296389.00
1981:Q2,808808.00,607899.00,41457.00,0.00,2630.00,89804.00,3379.00,5249.00,2453.00,0.00,18851.00,8955.00,42097.00,321.00,-20306.00,1454.00,4565.00,519666.00,325977.00,23811.00,0.00,270.00,4149.00,39524.00,5764.00,8381.00,4504.00,0.00,12738.00,67445.00,105.00,1095.00,0.00,0.00,3524.00,13465.00,553.00,5507.00,2854.00,289142.00
1981:Q3,828639.00,618114.00,42032.00,0.00,3021.00,85478.00,4232.00,5471.00,3277.00,0.00,20072.00,9257.00,45922.00,263.00,-26274.00,4391.00,13383.00,527254.00,326809.00,26576.00,0.00,332.00,3592.00,37761.00,7200.00,9178.00,5377.00,0.00,13091.00,69127.00,123.00,1220.00,0.00,0.00,3936.00,14046.00,544.00,4814.00,3528.00,301385.00
1981:Q4,811412.00,609179.00,42896.00,0.00,3118.00,72732.00,3994.00,5619.00,3200.00,0.00,20671.00,10079.00,45988.00,251.00,-15815.00,2238.00,7262.00,549858.00,353511.00,28966.00,0.00,205.00,3954.00,32080.00,7188.00,9462.00,4737.00,0.00,13846.00,66368.00,141.00,1627.00,0.00,0.00,4747.00,12307.00,539.00,6539.00,3641.00,261554.00
1982:Q1,872731.00,659183.00,50009.00,0.00,2253.00,74879.00,4399.00,5619.00,2747.00,0.00,21295.00,9970.00,50093.00,357.00,-20605.00,3466.00,9066.00,570009.00,371804.00,25834.00,0.00,188.00,3921.00,39151.00,7794.00,9042.00,3665.00,0.00,14997.00,61333.00,171.00,2122.00,0.00,0.00,4970.00,14778.00,582.00,6116.00,3541.00,302722.00
1982:Q2,899176.00,662816.00,56919.00,0.00,2166.00,89431.00,4039.00,5396.00,2780.00,0.00,21712.00,10751.00,53834.00,317.00,-24240.00,2275.00,10980.00,579783.00,371436.00,22827.00,0.00,172.00,3871.00,50383.00,7603.00,7860.00,4867.00,0.00,16568.00,62025.00,202.00,1706.00,0.00,0.00,4807.00,16166.00,551.00,6095.00,2644.00,319393.00
1982:Q3,942118.00,716830.00,63908.00,0.00,2099.00,68131.00,4443.00,5275.00,2698.00,0.00,22438.00,7390.00,50477.00,329.00,-20680.00,6715.00,12065.00,612711.00,400947.00,20445.00,0.00,245.00,4386.00,50403.00,7698.00,6688.00,4672.00,0.00,18333.00,68418.00,233.00,1359.00,0.00,0.00,2241.00,16111.00,578.00,7052.00,2902.00,329407.00
1982:Q4,901632.00,697246.00,71472.00,0.00,2991.00,47480.00,3890.00,5581.00,2300.00,0.00,23257.00,12060.00,45746.00,325.00,-26802.00,3771.00,12315.00,671741.00,459565.00,18438.00,0.00,196.00,3947.00,49842.00,6616.00,6298.00,4228.00,0.00,20108.00,68471.00,264.00,1013.00,0.00,0.00,5668.00,14311.00,578.00,8584.00,3614.00,229891.00
1983:Q1,976708.00,727022.00,74238.00,0.00,1925.00,67852.00,3704.00,5995.00,2433.00,0.00,24411.00,13088.00,47875.00,305.00,-20048.00,2719.00,25189.00,724391.00,490497.00,19403.00,0.00,145.00,4036.00,61216.00,6201.00,6314.00,4065.00,0.00,21244.00,72888.00,299.00,901.00,204.00,0.00,6234.00,17713.00,646.00,10540.00,1845.00,252317.00
1983:Q2,1032109.00,758695.00,77655.00,0.00,2122.00,78091.00,3373.00,6985.00,2460.00,0.00,25706.00,13800.00,48811.00,348.00,-18028.00,1968.00,30123.00,758276.00,511895.00,20493.00,0.00,429.00,3905.00,61375.00,5686.00,7155.00,2712.00,0.00,23269.00,81708.00,351.00,1022.00,223.00,0.00,6617.00,17794.00,689.00,9850.00,3103.00,273833.00
1983:Q3,1047786.00,757143.00,80665.00,0.00,2457.00,84398.00,3613.00,7932.00,2483.00,0.00,27045.00,14563.00,47242.00,275.00,-20891.00,4442.00,36419.00,768539.00,510614.00,22208.00,0.00,530.00,4428.00,64394.00,6369.00,7960.00,3928.00,0.00,25996.00,81475.00,422.00,1035.00,225.00,0.00,6434.00,17429.00,667.00,9779.00,4646.00,279247.00
1983:Q4,1026617.00,722504.00,84094.00,0.00,2769.00,86392.00,3717.00,8314.00,2300.00,0.00,28362.00,14503.00,50463.00,328.00,-19326.00,5010.00,37187.00,799820.00,537249.00,24299.00,0.00,294.00,4860.00,63958.00,6645.00,7977.00,4241.00,0.00,27496.00,83350.00,509.00,816.00,277.00,0.00,6748.00,14305.00,812.00,11134.00,4850.00,226797.00
1984:Q1,1011915.00,712001.00,87251.00,0.00,2446.00,77139.00,3993.00,8648.00,2219.00,0.00,30770.00,14952.00,50457.00,348.00,-24893.00,11616.00,34968.00,824567.00,546026.00,22449.00,0.00,443.00,4882.00,93049.00,6876.00,7737.00,3817.00,0.00,27755.00,79866.00,474.00,1041.00,201.00,0.00,7716.00,3545.00,804.00,11452.00,6434.00,187348.00
1984:Q2,1005804.00,689671.00,87669.00,0.00,2512.00,83065.00,4018.00,8451.00,2426.00,0.00,33766.00,16139.00,51112.00,395.00,-24812.00,5014.00,46378.00,870809.00,589827.00,20475.00,0.00,1320.00,5630.00,96517.00,7262.00,6790.00,3852.00,0.00,29691.00,77785.00,439.00,1080.00,201.00,0.00,8094.00,3503.00,985.00,12197.00,5161.00,134995.00
1984:Q3,1091523.00,757535.00,91000.00,0.00,2524.00,107017.00,5098.00,8175.00,2320.00,0.00,36811.00,15541.00,46631.00,467.00,-22874.00,6975.00,34303.00,970056.00,661024.00,17875.00,0.00,2166.00,8461.00,114275.00,8419.00,5719.00,3527.00,0.00,31072.00,83143.00,422.00,1157.00,199.00,0.00,8952.00,3012.00,1180.00,13197.00,6256.00,121467.00
1984:Q4,1035351.00,705219.00,93673.00,0.00,3127.00,111919.00,4915.00,8372.00,2900.00,0.00,37842.00,16843.00,46177.00,519.00,-22466.00,4262.00,22049.00,1014271.00,699961.00,14901.00,0.00,1698.00,8523.00,120349.00,7636.00,5214.00,3544.00,0.00,35115.00,85266.00,369.00,1667.00,469.00,0.00,9529.00,-1627.00,1472.00,13558.00,6627.00,21080.00
1985:Q1,1161230.00,789001.00,99651.00,0.00,2378.00,117983.00,5807.00,8625.00,2772.00,0.00,40715.00,19167.00,47049.00,419.00,-23039.00,4362.00,46340.00,1074377.00,745217.00,14269.00,0.00,1277.00,8272.00,126445.00,8197.00,4766.00,4219.00,0.00,35624.00,91075.00,386.00,1802.00,361.00,0.00,9404.00,436.00,1673.00,14141.00,6813.00,86853.00
1985:Q2,1212775.00,828148.00,103927.00,0.00,2219.00,131619.00,4752.00,9315.00,2230.00,0.00,43506.00,18092.00,44666.00,218.00,-25451.00,4891.00,44643.00,1096334.00,754437.00,13763.00,0.00,1692.00,8041.00,131827.00,7139.00,4686.00,4222.00,0.00,37585.00,97317.00,404.00,1655.00,215.00,0.00,9422.00,594.00,1752.00,14673.00,6910.00,116441.00
1985:Q3,1259118.00,832197.00,118297.00,0.00,2287.00,132073.00,5770.00,9964.00,2073.00,0.00,44386.00,27051.00,40756.00,15.00,-24617.00,5843.00,63023.00,1126592.00,783633.00,13881.00,0.00,2847.00,8422.00,130148.00,8451.00,4675.00,5245.00,0.00,38523.00,93845.00,440.00,1998.00,201.00,0.00,7785.00,2239.00,1830.00,15144.00,7285.00,132526.00
1985:Q4,1406397.00,956979.00,122822.00,0.00,3064.00,136911.00,5284.00,10094.00,2800.00,0.00,45425.00,18391.00,42804.00,654.00,-24003.00,4572.00,80600.00,1226612.00,854482.00,14375.00,0.00,7689.00,8035.00,135026.00,7247.00,4443.00,4767.00,0.00,40983.00,111918.00,490.00,2004.00,1473.00,0.00,3920.00,602.00,1692.00,19031.00,8435.00,179785.00
1986:Q1,1442003.00,975003.00,126175.00,0.00,1825.00,142113.00,6408.00,9732.00,2647.00,0.00,46675.00,17136.00,38748.00,1144.00,-20342.00,14539.00,80200.00,1253330.00,878215.00,15109.00,0.00,7946.00,7707.00,131597.00,9366.00,4011.00,5570.00,0.00,40631.00,109816.00,589.00,1587.00,2098.00,0.00,4444.00,79.00,972.00,23582.00,10011.00,188673.00
1986:Q2,1404055.00,943381.00,127097.00,0.00,1861.00,144483.00,5528.00,8922.00,2279.00,0.00,46042.00,19466.00,33512.00,1992.00,-24820.00,11238.00,83074.00,1249485.00,872221.00,15969.00,0.00,9176.00,7341.00,132192.00,8693.00,3400.00,6549.00,0.00,43872.00,110477.00,680.00,2335.00,2631.00,0.00,514.00,-1546.00,1133.00,23317.00,10531.00,154570.00
1986:Q3,1393930.00,920584.00,128549.00,0.00,1840.00,152437.00,7420.00,7997.00,2997.00,0.00,44782.00,20257.00,35910.00,2808.00,-22534.00,13432.00,77451.00,1302825.00,914530.00,17453.00,0.00,9990.00,7635.00,136916.00,11190.00,2797.00,6807.00,0.00,46959.00,113326.00,671.00,3131.00,3115.00,0.00,1437.00,3566.00,1984.00,10645.00,10673.00,91105.00
1986:Q4,1312610.00,839682.00,131304.00,0.00,1875.00,147272.00,6712.00,7277.00,3000.00,0.00,43915.00,22483.00,31173.00,771.00,-20844.00,15532.00,82458.00,1377078.00,952929.00,19313.00,0.00,9382.00,7734.00,141756.00,10617.00,2380.00,7675.00,0.00,49451.00,128539.00,702.00,3602.00,4323.00,0.00,5823.00,579.00,1305.00,21514.00,9454.00,-64468.00
1987:Q1,1452960.00,952210.00,126841.00,0.00,1715.00,176153.00,8464.00,6704.00,3144.00,0.00,44275.00,25891.00,30522.00,1216.00,-26361.00,14219.00,87967.00,1485027.00,1018877.00,20724.00,0.00,9245.00,6892.00,160874.00,11915.00,2090.00,9487.00,0.00,52507.00,139381.00,770.00,3462.00,5231.00,0.00,7649.00,1949.00,991.00,22003.00,10980.00,-32067.00
1987:Q2,1477294.00,959743.00,126297.00,0.00,2038.00,178213.00,7873.00,6138.00,2975.00,0.00,42362.00,27215.00,31491.00,973.00,-23471.00,12143.00,103304.00,1503525.00,1042679.00,22261.00,0.00,9655.00,6243.00,152083.00,11381.00,1887.00,9304.00,0.00,55760.00,140113.00,765.00,3525.00,4081.00,0.00,9091.00,937.00,1683.00,21501.00,10576.00,-26231.00
1987:Q3,1481398.00,955745.00,124144.00,962.00,2007.00,186103.00,9978.00,5665.00,3794.00,0.00,43718.00,26771.00,35895.00,1199.00,-28498.00,16126.00,97789.00,1572064.00,1070984.00,24422.00,0.00,10538.00,9713.00,155061.00,14110.00,1785.00,9229.00,0.00,59835.00,157791.00,619.00,3390.00,5386.00,0.00,8668.00,3800.00,1832.00,23023.00,11878.00,-90666.00
1987:Q4,1296369.00,734351.00,124862.00,1166.00,2668.00,171496.00,9960.00,5365.00,3900.00,0.00,46029.00,25343.00,72241.00,1188.00,-27501.00,16721.00,108580.00,1543653.00,1039802.00,26959.00,0.00,13261.00,9907.00,173631.00,13728.00,1815.00,5015.00,0.00,60801.00,134307.00,571.00,4402.00,5753.00,0.00,12696.00,7146.00,2235.00,20267.00,11357.00,-247284.00
1988:Q1,1326361.00,736367.00,129207.00,1763.00,2352.00,179169.00,12869.00,5227.00,3819.00,0.00,47880.00,25196.00,104224.00,1985.00,-50408.00,17217.00,109494.00,1595324.00,1072534.00,31120.00,0.00,6518.00,8128.00,180075.00,17161.00,2021.00,7058.00,0.00,65790.00,136488.00,527.00,6912.00,6256.00,0.00,12853.00,6805.00,1841.00,22145.00,11092.00,-268964.00
1988:Q2,1343370.00,720811.00,133552.00,2807.00,2768.00,192714.00,12603.00,5280.00,3525.00,0.00,46431.00,25642.00,110072.00,1939.00,-51331.00,15677.00,120880.00,1638059.00,1084087.00,35156.00,0.00,7227.00,8291.00,198386.00,16745.00,2430.00,6060.00,0.00,67437.00,143286.00,483.00,5387.00,6369.00,0.00,13753.00,9070.00,1845.00,21626.00,10421.00,-294689.00
1988:Q3,1331416.00,695650.00,137898.00,3583.00,3257.00,202096.00,14089.00,5396.00,4719.00,0.00,46396.00,28205.00,109125.00,2910.00,-58685.00,20016.00,116761.00,1683160.00,1100266.00,38567.00,0.00,6829.00,8452.00,211314.00,17760.00,2883.00,7417.00,0.00,67072.00,154816.00,512.00,5069.00,5478.00,0.00,15501.00,7531.00,1622.00,21452.00,10619.00,-351744.00
1988:Q4,1424094.00,761095.00,142243.00,5822.00,3686.00,218057.00,14425.00,5444.00,4300.00,0.00,48178.00,25810.00,112706.00,3520.00,-55128.00,17628.00,116308.00,1883487.00,1265800.00,41603.00,0.00,7424.00,9401.00,226442.00,18430.00,3177.00,5060.00,0.00,68735.00,161903.00,2117.00,4747.00,5457.00,0.00,20215.00,7798.00,3053.00,21342.00,10783.00,-459393.00
1989:Q1,1484799.00,873137.00,147461.00,6106.00,2235.00,177374.00,16646.00,5618.00,3200.00,0.00,49115.00,25974.00,101565.00,1511.00,-60941.00,20664.00,115134.00,1948492.00,1368837.00,43205.00,0.00,7075.00,8269.00,178885.00,21299.00,3391.00,6601.00,0.00,70802.00,162719.00,2733.00,5579.00,6183.00,0.00,18086.00,7172.00,3689.00,22718.00,11249.00,-463693.00
1989:Q2,1505963.00,870234.00,152679.00,7153.00,2236.00,181272.00,16948.00,5612.00,3100.00,0.00,49811.00,23668.00,105213.00,1858.00,-62156.00,19705.00,128630.00,1952256.00,1362963.00,44682.00,0.00,7651.00,9729.00,183502.00,20787.00,3674.00,5311.00,0.00,74603.00,155276.00,3919.00,7096.00,7295.00,0.00,23021.00,3604.00,4909.00,22824.00,11410.00,-446293.00
1989:Q3,1583828.00,930215.00,157897.00,7483.00,2038.00,192371.00,20800.00,5630.00,3400.00,0.00,50631.00,26679.00,114822.00,1620.00,-81249.00,20258.00,131233.00,1987482.00,1382588.00,45535.00,9098.00,8579.00,7978.00,187126.00,24533.00,3917.00,5903.00,0.00,77038.00,144231.00,5200.00,8117.00,8026.00,0.00,28430.00,799.00,5076.00,23891.00,11417.00,-403654.00
1989:Q4,1521227.00,881944.00,163116.00,7772.00,2935.00,183167.00,19053.00,5711.00,3700.00,0.00,51607.00,25800.00,112414.00,2148.00,-72732.00,22027.00,112565.00,1991913.00,1392563.00,46012.00,14311.00,8791.00,7196.00,179610.00,22522.00,4066.00,6161.00,0.00,72033.00,147680.00,6269.00,7778.00,8674.00,0.00,30259.00,-5149.00,4690.00,24947.00,13500.00,-470686.00
