date,FU206010105.Q,FU206210001.Q,FU206240001.Q,FU206231001.Q,FU206601001.Q,FU206150105.Q,FU206403105.Q,FU206402101.Q,FU206900005.Q,FU206901001.Q,FU206404001.Q,FU206403001.Q,FU206130001.Q,FU206402001.Q,FU206006005.Q,FU206300003.Q,FU205440005.Q,FU206000105.Q,FU205090005.Q,FU205019001.Q,FU205420003.Q,FU215000005.Q,FU214090005.Q,FU213020005.Q,FU213030005.Q,FU213034003.Q,FU212051003.Q,FU214022005.Q,FU213069103.Q,FU213061105.Q,FU213061703.Q,FU213062003.Q,FU213063003.Q,FU213065005.Q,FU213064103.Q,FU213064203.Q,FU213070003.Q,FU213078005.Q,FU213093003.Q,FU214190005.Q,FU213162005.Q,FU213162400.Q,FU213162200.Q,FU213169203.Q,FU213170003.Q,FU223073045.Q,FU217005005.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,16340.00,1140.00,11898.00,671.00,201.00,458.00,1694.00,278.00,16283.00,12795.00,2695.00,0.00,793.00,0.00,57.00,2138.00,-449.00,2644.00,3233.00,4069.00,116.00,-952.00,1508.00,493.00,271.00,0.00,0.00,604.00,0.00,387.00,197.00,20.00,0.00,54.00,0.00,0.00,86.00,0.00,0.00,2460.00,1334.00,165.00,1169.00,70.00,143.00,913.00,-589.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,18174.00,1357.00,13034.00,605.00,194.00,484.00,2172.00,328.00,17685.00,14157.00,2657.00,0.00,871.00,0.00,489.00,2176.00,-547.00,3212.00,4323.00,5397.00,199.00,-1273.00,813.00,236.00,152.00,0.00,0.00,379.00,0.00,66.00,0.00,313.00,0.00,81.00,0.00,0.00,-35.00,0.00,0.00,2086.00,986.00,204.00,782.00,-85.00,161.00,1024.00,-1111.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,19821.00,1480.00,14216.00,770.00,223.00,538.00,2236.00,358.00,19507.00,15357.00,3190.00,0.00,960.00,0.00,314.00,2179.00,-624.00,3117.00,2214.00,5925.00,269.00,-3980.00,1757.00,451.00,101.00,0.00,0.00,693.00,0.00,509.00,-100.00,284.00,0.00,52.00,0.00,0.00,460.00,0.00,0.00,5737.00,4525.00,393.00,4132.00,67.00,114.00,1031.00,903.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,21780.00,1680.00,15555.00,883.00,242.00,612.00,2404.00,404.00,20234.00,16528.00,2644.00,0.00,1062.00,0.00,1546.00,2621.00,-651.00,4818.00,5295.00,7039.00,272.00,-2016.00,1563.00,395.00,152.00,0.00,0.00,709.00,0.00,480.00,200.00,29.00,0.00,69.00,0.00,0.00,238.00,0.00,0.00,3579.00,2115.00,312.00,1803.00,261.00,86.00,1117.00,-477.00
1952:Q1,5700.00,604.00,3994.00,204.00,67.00,161.00,562.00,108.00,5232.00,4245.00,708.00,0.00,279.00,0.00,468.00,675.00,-168.00,1311.00,-336.00,1398.00,61.00,-1795.00,773.00,310.00,94.00,0.00,80.00,300.00,0.00,348.00,-80.00,32.00,0.00,28.00,0.00,0.00,-68.00,-2.00,31.00,2568.00,2246.00,201.00,2045.00,-45.00,121.00,246.00,1646.00
1952:Q2,5824.00,487.00,4204.00,206.00,68.00,163.00,593.00,103.00,5481.00,4448.00,749.00,0.00,284.00,0.00,343.00,693.00,-172.00,1208.00,-239.00,1918.00,61.00,-2218.00,767.00,-26.00,-6.00,0.00,87.00,677.00,0.00,460.00,205.00,12.00,0.00,25.00,0.00,0.00,-93.00,6.00,97.00,2985.00,2464.00,-87.00,2551.00,73.00,126.00,322.00,1447.00
1952:Q3,5918.00,383.00,4327.00,200.00,69.00,165.00,676.00,98.00,5420.00,4406.00,722.00,0.00,292.00,0.00,498.00,717.00,-184.00,1399.00,1094.00,2214.00,63.00,-1183.00,466.00,-456.00,-7.00,0.00,512.00,151.00,0.00,78.00,65.00,8.00,0.00,26.00,0.00,0.00,128.00,-4.00,116.00,1649.00,1215.00,163.00,1052.00,136.00,120.00,178.00,305.00
1952:Q4,6099.00,363.00,4475.00,216.00,74.00,168.00,705.00,98.00,5540.00,4506.00,734.00,0.00,300.00,0.00,559.00,709.00,-185.00,1453.00,960.00,1868.00,67.00,-975.00,599.00,475.00,4.00,0.00,-432.00,294.00,0.00,320.00,-24.00,-2.00,0.00,24.00,0.00,0.00,107.00,10.00,117.00,1574.00,962.00,-84.00,1046.00,158.00,123.00,331.00,493.00
1953:Q1,6001.00,553.00,4352.00,209.00,74.00,177.00,530.00,106.00,5674.00,4641.00,724.00,0.00,309.00,0.00,326.00,725.00,-169.00,1221.00,23.00,1494.00,77.00,-1548.00,171.00,33.00,30.00,0.00,9.00,229.00,0.00,288.00,-62.00,3.00,0.00,21.00,0.00,0.00,-30.00,-5.00,-116.00,1719.00,1564.00,127.00,1437.00,-225.00,128.00,252.00,1197.00
1953:Q2,6491.00,613.00,4554.00,220.00,75.00,181.00,738.00,111.00,5698.00,4631.00,750.00,0.00,317.00,0.00,793.00,721.00,-224.00,1738.00,852.00,1951.00,82.00,-1181.00,196.00,296.00,84.00,0.00,-256.00,149.00,0.00,162.00,-43.00,30.00,0.00,21.00,0.00,0.00,12.00,-1.00,-109.00,1377.00,1158.00,-128.00,1286.00,-74.00,125.00,168.00,886.00
1953:Q3,6348.00,385.00,4685.00,212.00,78.00,183.00,690.00,116.00,5817.00,4722.00,770.00,0.00,325.00,0.00,531.00,728.00,-200.00,1459.00,1367.00,2460.00,84.00,-1177.00,571.00,-583.00,-46.00,0.00,815.00,183.00,0.00,126.00,-2.00,59.00,0.00,20.00,0.00,0.00,53.00,-8.00,137.00,1748.00,1416.00,214.00,1202.00,3.00,131.00,198.00,92.00
1953:Q4,6474.00,385.00,4803.00,168.00,79.00,185.00,731.00,124.00,5820.00,4757.00,728.00,0.00,335.00,0.00,654.00,718.00,-205.00,1577.00,1219.00,2091.00,86.00,-958.00,675.00,638.00,261.00,0.00,-640.00,341.00,0.00,228.00,23.00,90.00,0.00,21.00,0.00,0.00,-31.00,-39.00,124.00,1633.00,1217.00,-44.00,1261.00,-68.00,134.00,350.00,358.00
1954:Q1,6494.00,607.00,4627.00,181.00,79.00,198.00,668.00,135.00,5946.00,4853.00,749.00,0.00,344.00,0.00,548.00,711.00,-213.00,1472.00,306.00,1674.00,79.00,-1447.00,284.00,336.00,326.00,0.00,-391.00,182.00,0.00,60.00,31.00,91.00,0.00,22.00,0.00,0.00,-48.00,-13.00,-130.00,1731.00,1504.00,189.00,1315.00,-104.00,140.00,191.00,1166.00
1954:Q2,6702.00,611.00,4830.00,192.00,81.00,200.00,646.00,142.00,6093.00,4976.00,761.00,0.00,356.00,0.00,609.00,742.00,-207.00,1557.00,1215.00,2362.00,84.00,-1231.00,259.00,-49.00,52.00,0.00,216.00,142.00,0.00,64.00,21.00,57.00,0.00,24.00,0.00,0.00,6.00,14.00,-146.00,1490.00,1350.00,-104.00,1454.00,-193.00,143.00,190.00,342.00
1954:Q3,6711.00,453.00,4903.00,191.00,82.00,202.00,734.00,146.00,6290.00,5150.00,772.00,0.00,368.00,0.00,421.00,744.00,-211.00,1375.00,1710.00,2924.00,94.00,-1308.00,643.00,-928.00,103.00,0.00,1006.00,231.00,0.00,172.00,32.00,27.00,0.00,23.00,0.00,0.00,98.00,19.00,91.00,1951.00,1510.00,159.00,1351.00,-24.00,148.00,317.00,-335.00
1954:Q4,6839.00,420.00,5022.00,209.00,82.00,205.00,748.00,153.00,6386.00,5220.00,785.00,0.00,381.00,0.00,453.00,760.00,-210.00,1423.00,1327.00,2334.00,109.00,-1116.00,632.00,1007.00,-19.00,0.00,-834.00,209.00,0.00,151.00,59.00,-1.00,0.00,21.00,0.00,0.00,119.00,26.00,103.00,1748.00,1287.00,-134.00,1421.00,-14.00,149.00,326.00,96.00
1955:Q1,6891.00,663.00,4902.00,222.00,83.00,208.00,643.00,171.00,6600.00,5407.00,800.00,0.00,393.00,0.00,291.00,752.00,-233.00,1276.00,301.00,1850.00,135.00,-1684.00,328.00,-49.00,-42.00,0.00,230.00,251.00,0.00,189.00,73.00,-11.00,0.00,17.00,0.00,0.00,8.00,15.00,-102.00,2012.00,1492.00,105.00,1387.00,8.00,158.00,354.00,975.00
1955:Q2,7311.00,728.00,5182.00,245.00,84.00,212.00,675.00,185.00,6700.00,5469.00,825.00,0.00,406.00,0.00,611.00,765.00,-244.00,1620.00,1595.00,2615.00,150.00,-1170.00,476.00,460.00,75.00,0.00,-402.00,301.00,0.00,270.00,32.00,-1.00,0.00,14.00,0.00,0.00,92.00,8.00,-72.00,1646.00,1112.00,-188.00,1300.00,-9.00,161.00,382.00,25.00
1955:Q3,7393.00,506.00,5372.00,243.00,84.00,217.00,779.00,192.00,6787.00,5554.00,815.00,0.00,418.00,0.00,606.00,808.00,-263.00,1677.00,2187.00,3129.00,162.00,-1104.00,809.00,-868.00,-139.00,0.00,1136.00,293.00,0.00,302.00,-17.00,8.00,0.00,13.00,0.00,0.00,208.00,-6.00,172.00,1913.00,1401.00,202.00,1199.00,3.00,163.00,346.00,-510.00
1955:Q4,7607.00,491.00,5584.00,258.00,86.00,223.00,769.00,197.00,6917.00,5673.00,812.00,0.00,432.00,0.00,690.00,831.00,-258.00,1779.00,2004.00,2551.00,169.00,-716.00,827.00,496.00,43.00,0.00,-415.00,331.00,0.00,386.00,-71.00,16.00,0.00,15.00,0.00,0.00,177.00,24.00,156.00,1543.00,1029.00,-91.00,1120.00,10.00,164.00,340.00,-225.00
1956:Q1,7715.00,755.00,5510.00,259.00,89.00,235.00,675.00,193.00,7045.00,5782.00,817.00,0.00,446.00,0.00,670.00,865.00,-266.00,1801.00,738.00,2048.00,168.00,-1478.00,170.00,102.00,152.00,0.00,-158.00,217.00,0.00,262.00,-61.00,16.00,0.00,16.00,0.00,0.00,-31.00,-50.00,-78.00,1648.00,1235.00,156.00,1079.00,7.00,169.00,237.00,1063.00
1956:Q2,8047.00,784.00,5769.00,271.00,91.00,242.00,698.00,193.00,7191.00,5919.00,812.00,0.00,460.00,0.00,856.00,894.00,-276.00,2026.00,1935.00,2922.00,170.00,-1157.00,402.00,616.00,1.00,0.00,-563.00,354.00,0.00,333.00,13.00,8.00,0.00,14.00,0.00,0.00,96.00,-16.00,-100.00,1559.00,921.00,-149.00,1070.00,2.00,173.00,463.00,90.00
1956:Q3,8137.00,607.00,5912.00,246.00,94.00,248.00,838.00,193.00,7377.00,6085.00,817.00,0.00,475.00,0.00,760.00,924.00,-291.00,1975.00,2356.00,3501.00,172.00,-1317.00,572.00,-1720.00,-162.00,0.00,1878.00,301.00,0.00,248.00,57.00,-4.00,0.00,19.00,0.00,0.00,107.00,-26.00,175.00,1889.00,1185.00,192.00,993.00,35.00,174.00,495.00,-381.00
1956:Q4,8262.00,533.00,6081.00,268.00,96.00,254.00,840.00,191.00,7572.00,6235.00,846.00,0.00,491.00,0.00,690.00,944.00,-293.00,1927.00,2019.00,2913.00,173.00,-1067.00,482.00,458.00,53.00,0.00,-586.00,263.00,0.00,209.00,73.00,-19.00,0.00,31.00,0.00,0.00,92.00,104.00,67.00,1549.00,824.00,-105.00,929.00,24.00,176.00,525.00,-91.00
1957:Q1,8399.00,823.00,5960.00,262.00,98.00,267.00,801.00,189.00,7714.00,6339.00,869.00,0.00,506.00,0.00,685.00,959.00,-408.00,2052.00,729.00,2392.00,172.00,-1835.00,-146.00,-80.00,184.00,0.00,-174.00,71.00,0.00,29.00,57.00,-15.00,0.00,41.00,0.00,0.00,-32.00,-2.00,-154.00,1689.00,1063.00,150.00,913.00,57.00,186.00,383.00,1322.00
1957:Q2,8771.00,914.00,6262.00,263.00,98.00,271.00,775.00,189.00,7929.00,6520.00,887.00,0.00,522.00,0.00,843.00,986.00,-392.00,2220.00,1841.00,3264.00,174.00,-1597.00,-93.00,989.00,139.00,0.00,-1118.00,12.00,0.00,-11.00,14.00,9.00,0.00,52.00,0.00,0.00,-12.00,2.00,-157.00,1504.00,911.00,-166.00,1077.00,2.00,189.00,402.00,379.00
1957:Q3,8771.00,602.00,6393.00,253.00,100.00,274.00,952.00,198.00,8153.00,6705.00,912.00,0.00,536.00,0.00,618.00,998.00,-414.00,2030.00,2151.00,3729.00,177.00,-1755.00,226.00,-2156.00,19.00,0.00,2242.00,-140.00,0.00,-139.00,-41.00,40.00,0.00,57.00,0.00,0.00,55.00,-5.00,154.00,1981.00,1356.00,247.00,1109.00,66.00,191.00,368.00,-121.00
1957:Q4,8853.00,554.00,6502.00,241.00,101.00,274.00,987.00,195.00,8351.00,6869.00,933.00,0.00,549.00,0.00,503.00,1000.00,-432.00,1935.00,1904.00,3270.00,181.00,-1547.00,318.00,590.00,41.00,0.00,-422.00,-180.00,0.00,-207.00,-49.00,76.00,0.00,52.00,0.00,0.00,100.00,-27.00,164.00,1865.00,1177.00,-56.00,1233.00,26.00,197.00,465.00,30.00
1958:Q1,8776.00,880.00,6309.00,216.00,98.00,281.00,802.00,191.00,8629.00,7083.00,993.00,0.00,553.00,0.00,147.00,993.00,-586.00,1725.00,276.00,2496.00,189.00,-2409.00,-363.00,-379.00,650.00,0.00,-62.00,-302.00,0.00,-334.00,-44.00,76.00,0.00,52.00,0.00,0.00,-130.00,28.00,-220.00,2046.00,1460.00,211.00,1249.00,51.00,203.00,332.00,1449.00
1958:Q2,9229.00,955.00,6584.00,230.00,99.00,282.00,892.00,188.00,8868.00,7295.00,1005.00,0.00,568.00,0.00,361.00,1018.00,-660.00,2039.00,1760.00,3423.00,193.00,-1855.00,132.00,1183.00,681.00,0.00,-1758.00,83.00,0.00,69.00,-25.00,39.00,0.00,51.00,0.00,0.00,70.00,17.00,-195.00,1987.00,1143.00,-116.00,1259.00,37.00,207.00,600.00,279.00
1958:Q3,9209.00,627.00,6716.00,259.00,98.00,286.00,1035.00,189.00,9020.00,7434.00,1001.00,0.00,585.00,0.00,189.00,1042.00,-640.00,1871.00,2455.00,4124.00,196.00,-1865.00,438.00,-1718.00,-379.00,0.00,2093.00,65.00,0.00,76.00,-29.00,18.00,0.00,53.00,0.00,0.00,167.00,36.00,121.00,2303.00,1541.00,298.00,1243.00,59.00,215.00,488.00,-584.00
1958:Q4,9630.00,603.00,6913.00,299.00,100.00,292.00,1230.00,194.00,9185.00,7541.00,1036.00,0.00,608.00,0.00,445.00,1059.00,-784.00,2288.00,2224.00,3641.00,198.00,-1615.00,409.00,697.00,-146.00,0.00,-676.00,126.00,0.00,156.00,-44.00,14.00,0.00,56.00,0.00,0.00,154.00,-17.00,215.00,2024.00,1306.00,22.00,1284.00,33.00,221.00,464.00,64.00
1959:Q1,9316.00,1037.00,6460.00,272.00,101.00,277.00,928.00,241.00,9386.00,7655.00,1092.00,0.00,639.00,0.00,-70.00,1077.00,-886.00,1893.00,944.00,2814.00,198.00,-2068.00,213.00,1103.00,0.00,0.00,-1213.00,194.00,0.00,221.00,-35.00,8.00,0.00,61.00,0.00,0.00,70.00,-30.00,28.00,2281.00,1578.00,263.00,1315.00,25.00,227.00,451.00,949.00
1959:Q2,10701.00,1275.00,7569.00,326.00,102.00,278.00,902.00,249.00,9480.00,7748.00,1086.00,0.00,646.00,0.00,1221.00,1083.00,-724.00,3028.00,2297.00,3664.00,200.00,-1567.00,541.00,182.00,58.00,0.00,-204.00,330.00,0.00,317.00,11.00,2.00,0.00,67.00,0.00,0.00,117.00,28.00,-37.00,2108.00,1258.00,-50.00,1308.00,63.00,227.00,560.00,731.00
1959:Q3,8985.00,678.00,6172.00,282.00,104.00,284.00,1195.00,270.00,9599.00,7855.00,1069.00,0.00,675.00,0.00,-614.00,1091.00,-1021.00,1498.00,2288.00,4165.00,202.00,-2079.00,512.00,-342.00,-470.00,0.00,998.00,206.00,0.00,210.00,5.00,-9.00,0.00,66.00,0.00,0.00,62.00,-17.00,9.00,2591.00,1939.00,561.00,1378.00,43.00,224.00,385.00,-790.00
1959:Q4,11428.00,833.00,8640.00,282.00,106.00,294.00,988.00,285.00,9781.00,7989.00,1092.00,0.00,700.00,0.00,1647.00,1100.00,-844.00,3591.00,2731.00,3443.00,205.00,-917.00,926.00,751.00,2.00,0.00,-422.00,411.00,0.00,467.00,-32.00,-24.00,0.00,61.00,0.00,0.00,127.00,-15.00,11.00,1843.00,1067.00,-371.00,1438.00,54.00,218.00,504.00,860.00
1960:Q1,10255.00,1144.00,7067.00,326.00,112.00,332.00,997.00,278.00,10100.00,8237.00,1120.00,0.00,743.00,0.00,155.00,1113.00,-692.00,1960.00,1392.00,2612.00,208.00,-1427.00,804.00,589.00,169.00,0.00,-422.00,322.00,0.00,358.00,-10.00,-26.00,0.00,52.00,0.00,0.00,86.00,17.00,-9.00,2231.00,1587.00,150.00,1437.00,38.00,222.00,384.00,567.00
1960:Q2,11808.00,1412.00,8240.00,327.00,111.00,352.00,1076.00,291.00,10366.00,8473.00,1127.00,0.00,766.00,0.00,1442.00,1129.00,-772.00,3343.00,2526.00,3536.00,212.00,-1222.00,716.00,-34.00,400.00,0.00,-154.00,383.00,0.00,311.00,86.00,-14.00,0.00,43.00,0.00,0.00,61.00,11.00,6.00,1938.00,1105.00,-169.00,1274.00,98.00,230.00,505.00,817.00
1960:Q3,9672.00,749.00,6725.00,301.00,119.00,322.00,1164.00,293.00,10475.00,8592.00,1143.00,0.00,740.00,0.00,-803.00,1145.00,-808.00,1150.00,2625.00,4245.00,219.00,-1839.00,686.00,-357.00,288.00,0.00,155.00,449.00,0.00,264.00,171.00,14.00,0.00,44.00,0.00,0.00,90.00,-15.00,32.00,2525.00,1571.00,394.00,1177.00,79.00,233.00,642.00,-1475.00
1960:Q4,12452.00,926.00,9443.00,295.00,119.00,317.00,1054.00,298.00,10676.00,8774.00,1171.00,0.00,731.00,0.00,1776.00,1161.00,-735.00,3671.00,2541.00,3713.00,227.00,-1398.00,400.00,-233.00,521.00,0.00,-331.00,280.00,0.00,-36.00,257.00,59.00,0.00,53.00,0.00,0.00,102.00,-14.00,22.00,1798.00,1047.00,-91.00,1138.00,-10.00,235.00,526.00,1129.00
1961:Q1,11042.00,1217.00,7593.00,271.00,121.00,345.00,1196.00,300.00,11028.00,9044.00,1232.00,0.00,752.00,0.00,14.00,1177.00,-877.00,2068.00,1196.00,2946.00,238.00,-1988.00,177.00,-601.00,326.00,0.00,255.00,138.00,0.00,-158.00,237.00,59.00,0.00,61.00,0.00,0.00,-3.00,-35.00,36.00,2165.00,1449.00,363.00,1086.00,50.00,248.00,418.00,872.00
1961:Q2,12634.00,1510.00,8822.00,324.00,117.00,355.00,1193.00,313.00,11341.00,9298.00,1234.00,0.00,809.00,0.00,1292.00,1195.00,-793.00,3280.00,2715.00,3707.00,246.00,-1237.00,514.00,-150.00,383.00,0.00,-79.00,212.00,0.00,365.00,-171.00,18.00,0.00,69.00,0.00,0.00,82.00,19.00,-22.00,1751.00,830.00,-337.00,1167.00,113.00,243.00,565.00,565.00
1961:Q3,10459.00,816.00,7219.00,327.00,124.00,357.00,1313.00,303.00,11450.00,9367.00,1240.00,0.00,843.00,0.00,-992.00,1211.00,-800.00,1019.00,2707.00,4427.00,252.00,-1972.00,699.00,-201.00,-24.00,0.00,556.00,185.00,0.00,-156.00,358.00,-17.00,0.00,71.00,0.00,0.00,120.00,27.00,-35.00,2671.00,1768.00,392.00,1376.00,38.00,245.00,620.00,-1687.00
1961:Q4,13596.00,1012.00,10174.00,368.00,130.00,360.00,1241.00,311.00,11669.00,9529.00,1276.00,0.00,864.00,0.00,1927.00,1231.00,-821.00,3978.00,3069.00,4172.00,257.00,-1360.00,975.00,890.00,223.00,0.00,-611.00,214.00,0.00,212.00,46.00,-44.00,0.00,66.00,0.00,0.00,108.00,79.00,6.00,2335.00,1331.00,-182.00,1513.00,25.00,259.00,720.00,910.00
1962:Q1,12009.00,1346.00,8134.00,351.00,131.00,369.00,1384.00,295.00,11850.00,9655.00,1318.00,0.00,877.00,0.00,160.00,1256.00,-862.00,2277.00,1491.00,3131.00,258.00,-1897.00,524.00,-184.00,622.00,0.00,96.00,-63.00,0.00,-26.00,14.00,-51.00,0.00,65.00,0.00,0.00,8.00,-27.00,7.00,2421.00,1688.00,208.00,1480.00,85.00,258.00,390.00,786.00
1962:Q2,13583.00,1667.00,9417.00,386.00,135.00,386.00,1282.00,311.00,11982.00,9779.00,1340.00,0.00,863.00,0.00,1601.00,1280.00,-903.00,3784.00,2736.00,3887.00,262.00,-1413.00,811.00,212.00,254.00,0.00,-41.00,294.00,0.00,244.00,83.00,-33.00,0.00,65.00,0.00,0.00,58.00,23.00,-54.00,2224.00,1166.00,-166.00,1332.00,161.00,258.00,639.00,1048.00
