1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q1,714426.00,735.00,4033.00,121541.00,2739.00,9561.00,73531.00,0.00,35710.00,546279.00,28286.00,287846.00,230147.00,2426.00,39412.00,639798.00,-83073.00,685100.00,78787.00,531816.00,74497.00,1671.00,28500.00,7600.00
2008:Q2,730552.00,677.00,1986.00,127010.00,745.00,10231.00,80772.00,0.00,35262.00,560746.00,31019.00,298644.00,231083.00,2392.00,37741.00,660232.00,-73705.00,693800.00,77012.00,541151.00,75637.00,1537.00,35400.00,3200.00
2008:Q3,735147.00,1188.00,61.00,125307.00,0.00,9903.00,82385.00,0.00,33019.00,574997.00,31868.00,307035.00,236094.00,2026.00,31568.00,669973.00,-61820.00,683700.00,74523.00,539317.00,69860.00,2693.00,43500.00,1900.00
2008:Q4,740080.00,4016.00,134.00,120642.00,0.00,8847.00,82855.00,0.00,28940.00,580486.00,32093.00,312193.00,236200.00,2032.00,32770.00,676832.00,-66591.00,697400.00,75319.00,551730.00,70351.00,723.00,40600.00,4700.00
2009:Q1,765768.00,23734.00,120.00,121456.00,0.00,8373.00,91967.00,0.00,21116.00,580878.00,32556.00,313473.00,234849.00,1769.00,37811.00,720908.00,-71570.00,741232.00,80791.00,582188.00,78253.00,204.00,30300.00,20742.00
2009:Q2,779636.00,22551.00,94.00,134684.00,0.00,12530.00,100574.00,0.00,21580.00,585919.00,35859.00,315469.00,234591.00,1785.00,34603.00,734075.00,-67704.00,752150.00,80485.00,590898.00,80767.00,223.00,28500.00,20906.00
2009:Q3,780632.00,16360.00,101.00,139858.00,0.00,13110.00,105284.00,0.00,21464.00,589755.00,32373.00,317179.00,240203.00,1547.00,33011.00,730852.00,-73082.00,754822.00,79254.00,590484.00,85084.00,66.00,28300.00,20746.00
2009:Q4,800523.00,31496.00,139.00,147134.00,0.00,14205.00,110656.00,0.00,22273.00,587448.00,33379.00,316943.00,237126.00,1323.00,32983.00,747158.00,-68147.00,769442.00,86942.00,655167.00,27333.00,0.00,26500.00,19363.00
2010:Q1,809389.00,33631.00,88.00,161462.00,0.00,15783.00,123598.00,0.00,22081.00,579398.00,35240.00,316160.00,227998.00,1560.00,33250.00,747579.00,-79634.00,790449.00,88525.00,673768.00,28156.00,0.00,25400.00,11364.00
2010:Q2,813991.00,26947.00,113.00,172476.00,0.00,17325.00,133457.00,0.00,21694.00,580966.00,37828.00,317317.00,225821.00,1562.00,31927.00,749855.00,-82109.00,795001.00,88245.00,678401.00,28355.00,0.00,25000.00,11963.00
2010:Q3,818196.00,38240.00,0.00,161916.00,0.00,10748.00,136411.00,0.00,14757.00,582535.00,39948.00,317684.00,224903.00,1560.00,33945.00,757832.00,-76926.00,797175.00,88489.00,679237.00,29449.00,0.00,25200.00,12383.00
2010:Q4,875690.00,41480.00,2.00,178265.00,0.00,20120.00,151525.00,0.00,6620.00,580339.00,36908.00,316961.00,226470.00,1538.00,74066.00,810947.00,-30027.00,803777.00,92437.00,681250.00,30090.00,0.00,26105.00,11092.00
2011:Q1,910829.00,55333.00,0.00,197611.00,0.00,21659.00,166726.00,2825.00,6401.00,573213.00,38267.00,316808.00,218138.00,1676.00,82996.00,841707.00,-22893.00,829289.00,98687.00,699389.00,31213.00,0.00,23693.00,11618.00
2011:Q2,926037.00,52740.00,18845.00,202543.00,0.00,21954.00,171050.00,3308.00,6231.00,577788.00,39145.00,317790.00,220853.00,1852.00,72269.00,833072.00,-31677.00,829797.00,97087.00,701458.00,31252.00,0.00,22815.00,12137.00
2011:Q3,917444.00,51316.00,10909.00,206301.00,0.00,22670.00,173388.00,4272.00,5971.00,582024.00,39183.00,318936.00,223905.00,1837.00,65057.00,828694.00,-43300.00,836844.00,102090.00,702343.00,32411.00,0.00,23746.00,11404.00
2011:Q4,928503.00,52557.00,15893.00,209242.00,0.00,17580.00,182139.00,3220.00,6303.00,587002.00,43470.00,320502.00,223030.00,1867.00,61942.00,829951.00,-51879.00,845294.00,103127.00,708674.00,33493.00,0.00,24154.00,12382.00
2012:Q1,974939.00,67220.00,20859.00,227616.00,0.00,20342.00,195686.00,4687.00,6901.00,586938.00,42271.00,321621.00,223046.00,2109.00,70197.00,868900.00,-51830.00,884590.00,114113.00,735193.00,35284.00,0.00,22884.00,13256.00
2012:Q2,963871.00,55665.00,12940.00,231422.00,0.00,19920.00,200577.00,3889.00,7036.00,597656.00,42530.00,323953.00,231173.00,2072.00,64116.00,862949.00,-61300.00,887393.00,112700.00,738807.00,35886.00,0.00,23720.00,13136.00
2012:Q3,959779.00,47709.00,8580.00,229959.00,0.00,20931.00,198549.00,3845.00,6634.00,607800.00,44744.00,326389.00,236667.00,2179.00,63552.00,860602.00,-66498.00,888300.00,111926.00,738898.00,37476.00,0.00,24380.00,14420.00
2012:Q4,970767.00,53799.00,9657.00,227189.00,0.00,19312.00,197017.00,4208.00,6652.00,615100.00,43612.00,327848.00,243640.00,2286.00,62736.00,868710.00,-65690.00,896600.00,113868.00,743062.00,39670.00,0.00,25074.00,12726.00
2013:Q1,996904.00,67992.00,389.00,238600.00,0.00,19218.00,206232.00,5341.00,7809.00,616500.00,42980.00,327978.00,245542.00,2558.00,70865.00,902053.00,-64747.00,929300.00,124526.00,763434.00,41340.00,0.00,22217.00,15283.00
2013:Q2,1000749.00,52484.00,170.00,243868.00,0.00,20100.00,210192.00,5035.00,8541.00,630200.00,44943.00,332115.00,253142.00,2353.00,71674.00,905933.00,-61767.00,928700.00,121660.00,765688.00,41352.00,0.00,23453.00,15547.00
2013:Q3,997156.00,46437.00,50.00,239577.00,0.00,19555.00,206022.00,5421.00,8579.00,647100.00,44850.00,340375.00,261875.00,2210.00,61782.00,902420.00,-64480.00,924900.00,119312.00,762194.00,43394.00,0.00,26569.00,15431.00
2013:Q4,1003303.00,48139.00,50.00,231745.00,0.00,19112.00,199213.00,4557.00,8863.00,660100.00,48653.00,345892.00,265555.00,2151.00,61118.00,906939.00,-63461.00,929200.00,121725.00,763133.00,44342.00,0.00,26990.00,14210.00
2014:Q1,1040446.00,62008.00,200.00,236416.00,0.00,20401.00,201956.00,4537.00,9522.00,667400.00,47856.00,350385.00,269159.00,2181.00,72241.00,940077.00,-63823.00,962700.00,131890.00,784331.00,46479.00,0.00,27407.00,13793.00
2014:Q2,1044291.00,47476.00,50.00,236821.00,0.00,21301.00,201026.00,4933.00,9561.00,689500.00,48869.00,357161.00,283470.00,2139.00,68305.00,940776.00,-65124.00,959800.00,129573.00,784821.00,45406.00,0.00,29958.00,16142.00
2014:Q3,1051233.00,39004.00,30.00,233565.00,0.00,26236.00,193550.00,4977.00,8802.00,711600.00,51862.00,366474.00,293264.00,2071.00,64963.00,946798.00,-61702.00,958500.00,128439.00,783255.00,46806.00,0.00,33143.00,16857.00
2014:Q4,1065870.00,45659.00,30.00,222764.00,0.00,21591.00,187515.00,3775.00,9883.00,728900.00,53655.00,372468.00,302777.00,2084.00,66433.00,958405.00,-62795.00,970400.00,133915.00,788092.00,48393.00,0.00,35397.00,15403.00
2015:Q1,1104363.00,59552.00,40.00,228085.00,0.00,22917.00,190081.00,3940.00,11147.00,739400.00,54568.00,377094.00,307738.00,1986.00,75300.00,993315.00,-62001.00,1004500.00,142639.00,811660.00,50201.00,16.00,34903.00,15897.00
2015:Q2,1112485.00,49943.00,40.00,225261.00,0.00,23269.00,186910.00,4230.00,10852.00,763500.00,53677.00,387095.00,322728.00,2120.00,71621.00,1000483.00,-62933.00,1006800.00,139945.00,816184.00,50671.00,16.00,39923.00,16677.00
2015:Q3,1125217.00,47725.00,40.00,216203.00,0.00,22870.00,178280.00,4375.00,10678.00,787500.00,56422.00,397688.00,333390.00,2115.00,71634.00,1011255.00,-61660.00,1012300.00,140710.00,818884.00,52706.00,15.00,44872.00,15728.00
2015:Q4,1150526.00,51168.00,40.00,219931.00,0.00,29219.00,175604.00,4327.00,10781.00,804900.00,57718.00,404865.00,342317.00,1909.00,72578.00,1036434.00,-60480.00,1036300.00,153372.00,828095.00,54833.00,14.00,44650.00,15950.00
2016:Q1,1173973.00,64290.00,40.00,218167.00,0.00,28496.00,173427.00,4801.00,11443.00,809200.00,61146.00,402982.00,345072.00,1933.00,80343.00,1055638.00,-63076.00,1054800.00,156110.00,840684.00,58006.00,14.00,42918.00,20982.00
2016:Q2,1193244.00,54683.00,40.00,218943.00,0.00,23383.00,178927.00,4908.00,11725.00,831800.00,57252.00,416732.00,357816.00,1994.00,85784.00,1073642.00,-64471.00,1076500.00,156093.00,861404.00,59003.00,13.00,44463.00,17137.00
2016:Q3,1226584.00,63933.00,40.00,213515.00,0.00,23139.00,173772.00,5040.00,11564.00,868100.00,65730.00,428841.00,373529.00,1971.00,79025.00,1103907.00,-59893.00,1100200.00,167230.00,871221.00,61749.00,0.00,46354.00,17246.00
