1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q3,1251.00,561.00,716.00,8.00,-10.00,-24.00,746.00,176.00,561.00,0.00,0.00,9.00,505.00,967.00,967.00,0.00,-406.00,-406.00,0.00,0.00,176.00,176.00,129.00,47.00,8.00,8.00,0.00,18.00,10.00,-8.00,17.00,16.00,1.00,0.00,0.00,0.00,9.00,548.00,545.00,6.00,10.00,24.00,-3.00,505.00
1961:Q4,1517.00,896.00,1088.00,-270.00,-8.00,-189.00,1454.00,1033.00,896.00,0.00,0.00,-475.00,63.00,-181.00,-181.00,0.00,1077.00,1077.00,0.00,0.00,1033.00,1033.00,1000.00,33.00,-137.00,-137.00,0.00,-243.00,-267.00,-24.00,95.00,90.00,5.00,0.00,0.00,0.00,-475.00,282.00,325.00,65.00,8.00,189.00,43.00,63.00
1962:Q1,-2644.00,-390.00,-2094.00,39.00,-5.00,-194.00,-1455.00,-1327.00,-390.00,0.00,0.00,262.00,-1189.00,211.00,211.00,0.00,-601.00,-601.00,0.00,0.00,-1327.00,-1327.00,-1382.00,55.00,158.00,158.00,0.00,23.00,22.00,-1.00,-81.00,-77.00,-4.00,0.00,0.00,0.00,262.00,-1002.00,-1028.00,-38.00,5.00,194.00,-26.00,-1189.00
1962:Q2,144.00,-295.00,300.00,32.00,-3.00,110.00,135.00,417.00,-295.00,0.00,0.00,13.00,9.00,-715.00,-715.00,0.00,420.00,420.00,0.00,0.00,417.00,417.00,544.00,-127.00,-1.00,-1.00,0.00,16.00,22.00,6.00,2.00,5.00,-3.00,0.00,0.00,0.00,13.00,-111.00,-137.00,-39.00,3.00,-110.00,-26.00,9.00
1962:Q3,2727.00,984.00,1686.00,-2.00,-2.00,61.00,1858.00,898.00,984.00,0.00,0.00,-24.00,869.00,1085.00,1085.00,0.00,-101.00,-101.00,0.00,0.00,898.00,898.00,179.00,719.00,-64.00,-64.00,0.00,19.00,16.00,-3.00,-21.00,-21.00,0.00,0.00,0.00,0.00,-24.00,831.00,820.00,10.00,2.00,-61.00,-11.00,869.00
1962:Q4,-368.00,598.00,-865.00,51.00,-2.00,-150.00,778.00,537.00,598.00,0.00,0.00,-357.00,-1146.00,249.00,249.00,0.00,349.00,349.00,0.00,0.00,537.00,537.00,1262.00,-725.00,-275.00,-275.00,0.00,3.00,17.00,14.00,85.00,81.00,4.00,0.00,0.00,0.00,-357.00,-1046.00,-954.00,40.00,2.00,150.00,92.00,-1146.00
1963:Q1,-2942.00,-1353.00,-1486.00,75.00,-3.00,-175.00,-2294.00,-1523.00,-1353.00,0.00,0.00,582.00,-648.00,-309.00,-309.00,0.00,-1044.00,-1044.00,0.00,0.00,-1523.00,-1523.00,-1680.00,157.00,440.00,440.00,0.00,93.00,96.00,3.00,-49.00,-48.00,-1.00,0.00,0.00,0.00,582.00,-451.00,-483.00,-13.00,3.00,175.00,-32.00,-648.00
1963:Q2,280.00,-172.00,253.00,61.00,-2.00,140.00,9.00,317.00,-172.00,0.00,0.00,-136.00,271.00,-727.00,-727.00,0.00,555.00,555.00,0.00,0.00,317.00,317.00,415.00,-98.00,-161.00,-161.00,0.00,82.00,95.00,13.00,57.00,58.00,-1.00,0.00,0.00,0.00,-136.00,155.00,122.00,-11.00,2.00,-140.00,-33.00,271.00
1963:Q3,1594.00,723.00,782.00,36.00,-2.00,55.00,928.00,166.00,723.00,0.00,0.00,39.00,666.00,1067.00,1067.00,0.00,-344.00,-344.00,0.00,0.00,166.00,166.00,-203.00,369.00,-30.00,-30.00,0.00,54.00,57.00,3.00,-15.00,-16.00,1.00,0.00,0.00,0.00,39.00,630.00,643.00,30.00,2.00,-55.00,13.00,666.00
1963:Q4,48.00,137.00,105.00,-7.00,-3.00,-184.00,635.00,731.00,137.00,0.00,0.00,-233.00,-587.00,-291.00,-291.00,0.00,428.00,428.00,0.00,0.00,731.00,731.00,1165.00,-434.00,-100.00,-100.00,0.00,-27.00,-15.00,12.00,106.00,104.00,2.00,0.00,0.00,0.00,-233.00,-422.00,-377.00,23.00,3.00,184.00,45.00,-587.00
1964:Q1,-1509.00,-197.00,-1222.00,61.00,-3.00,-148.00,-1037.00,-1079.00,-197.00,0.00,0.00,239.00,-472.00,241.00,241.00,0.00,-438.00,-438.00,0.00,0.00,-1079.00,-1079.00,-1103.00,24.00,150.00,150.00,0.00,45.00,58.00,13.00,-44.00,-43.00,-1.00,0.00,0.00,0.00,239.00,-336.00,-329.00,-8.00,3.00,148.00,7.00,-472.00
1964:Q2,307.00,401.00,-199.00,52.00,-3.00,56.00,380.00,160.00,401.00,0.00,0.00,-181.00,-73.00,39.00,39.00,0.00,362.00,362.00,0.00,0.00,160.00,160.00,136.00,24.00,-150.00,-150.00,0.00,36.00,56.00,20.00,67.00,67.00,0.00,0.00,0.00,0.00,-181.00,-142.00,-135.00,-9.00,3.00,-56.00,7.00,-73.00
1964:Q3,1625.00,389.00,1087.00,90.00,-3.00,62.00,625.00,-52.00,389.00,0.00,0.00,288.00,1000.00,241.00,241.00,0.00,148.00,148.00,0.00,0.00,-52.00,-52.00,-66.00,14.00,59.00,59.00,0.00,151.00,182.00,31.00,-78.00,-79.00,1.00,0.00,0.00,0.00,288.00,1001.00,955.00,14.00,3.00,-62.00,-46.00,1000.00
1964:Q4,323.00,481.00,-22.00,93.00,-1.00,-228.00,1721.00,1102.00,481.00,0.00,0.00,138.00,-1398.00,-248.00,-248.00,0.00,729.00,729.00,0.00,0.00,1102.00,1102.00,1039.00,63.00,59.00,59.00,0.00,137.00,167.00,30.00,58.00,56.00,2.00,0.00,0.00,0.00,138.00,-1127.00,-1111.00,58.00,1.00,228.00,16.00,-1398.00
1965:Q1,-974.00,-459.00,-698.00,266.00,0.00,-83.00,-1328.00,-1539.00,-459.00,0.00,0.00,670.00,354.00,308.00,308.00,0.00,-767.00,-767.00,0.00,0.00,-1539.00,-1539.00,-1492.00,-47.00,385.00,385.00,0.00,225.00,261.00,36.00,-60.00,-60.00,0.00,0.00,0.00,0.00,670.00,396.00,402.00,-35.00,0.00,83.00,6.00,354.00
1965:Q2,2501.00,1090.00,987.00,230.00,3.00,191.00,2035.00,772.00,1090.00,0.00,0.00,173.00,466.00,138.00,138.00,0.00,952.00,952.00,0.00,0.00,772.00,772.00,235.00,537.00,-29.00,-29.00,0.00,229.00,261.00,32.00,27.00,27.00,0.00,0.00,0.00,0.00,173.00,271.00,280.00,8.00,-3.00,-191.00,9.00,466.00
1965:Q3,-591.00,-40.00,-211.00,-423.00,2.00,81.00,-663.00,-467.00,-40.00,0.00,0.00,-156.00,72.00,392.00,392.00,0.00,-432.00,-432.00,0.00,0.00,-467.00,-467.00,56.00,-523.00,108.00,108.00,0.00,-314.00,-346.00,-32.00,-50.00,-53.00,3.00,0.00,0.00,0.00,-156.00,95.00,51.00,62.00,-2.00,-81.00,-44.00,72.00
1965:Q4,-383.00,131.00,38.00,-319.00,2.00,-235.00,373.00,816.00,131.00,0.00,0.00,-574.00,-756.00,-519.00,-519.00,0.00,650.00,650.00,0.00,0.00,816.00,816.00,843.00,-27.00,-199.00,-199.00,0.00,-347.00,-378.00,-31.00,28.00,27.00,1.00,0.00,0.00,0.00,-574.00,-552.00,-509.00,14.00,-2.00,235.00,43.00,-756.00
1966:Q1,-95.00,113.00,27.00,-132.00,-5.00,-98.00,-58.00,-377.00,113.00,0.00,0.00,206.00,-37.00,619.00,619.00,0.00,-506.00,-506.00,0.00,0.00,-377.00,-377.00,-860.00,483.00,328.00,328.00,0.00,-134.00,-130.00,4.00,-12.00,-14.00,2.00,0.00,0.00,0.00,206.00,62.00,47.00,-19.00,5.00,98.00,-15.00,-37.00
1966:Q2,1843.00,387.00,1285.00,3.00,-9.00,177.00,785.00,277.00,387.00,0.00,0.00,121.00,1058.00,-236.00,-236.00,0.00,623.00,623.00,0.00,0.00,277.00,277.00,569.00,-292.00,82.00,82.00,0.00,24.00,79.00,55.00,-15.00,-16.00,1.00,0.00,0.00,0.00,121.00,910.00,896.00,6.00,9.00,-177.00,-14.00,1058.00
1966:Q3,3143.00,102.00,2639.00,204.00,-10.00,208.00,1891.00,382.00,102.00,0.00,0.00,1407.00,1252.00,596.00,596.00,0.00,-494.00,-494.00,0.00,0.00,382.00,382.00,-310.00,692.00,1234.00,1234.00,0.00,172.00,198.00,26.00,-1.00,-2.00,1.00,0.00,0.00,0.00,1407.00,1021.00,1075.00,21.00,10.00,-208.00,54.00,1252.00
1966:Q4,1786.00,1344.00,408.00,184.00,-8.00,-142.00,2530.00,57.00,1344.00,0.00,0.00,1129.00,-744.00,-380.00,-380.00,0.00,1724.00,1724.00,0.00,0.00,57.00,57.00,863.00,-806.00,1009.00,1009.00,0.00,149.00,156.00,7.00,29.00,29.00,0.00,0.00,0.00,0.00,1129.00,-629.00,-583.00,11.00,8.00,142.00,46.00,-744.00
1967:Q1,-4222.00,-655.00,-3163.00,-187.00,-11.00,-206.00,-2741.00,-1394.00,-655.00,0.00,0.00,-692.00,-1481.00,520.00,520.00,0.00,-1175.00,-1175.00,0.00,0.00,-1394.00,-1394.00,-1250.00,-144.00,-624.00,-624.00,0.00,-37.00,-63.00,-26.00,31.00,30.00,1.00,0.00,0.00,0.00,-692.00,-1115.00,-1068.00,196.00,11.00,206.00,47.00,-1481.00
1967:Q2,433.00,-230.00,736.00,-109.00,-13.00,49.00,-467.00,109.00,-230.00,0.00,0.00,-346.00,900.00,-1116.00,-1116.00,0.00,886.00,886.00,0.00,0.00,109.00,109.00,85.00,24.00,-246.00,-246.00,0.00,-128.00,-62.00,66.00,-28.00,-29.00,1.00,0.00,0.00,0.00,-346.00,844.00,889.00,25.00,13.00,-49.00,45.00,900.00
1967:Q3,4179.00,1932.00,2135.00,52.00,-14.00,74.00,3130.00,8.00,1932.00,0.00,0.00,1190.00,1049.00,1398.00,1398.00,0.00,534.00,534.00,0.00,0.00,8.00,8.00,-110.00,118.00,893.00,893.00,0.00,312.00,344.00,32.00,15.00,12.00,3.00,0.00,0.00,0.00,1190.00,1246.00,1187.00,198.00,14.00,-74.00,-59.00,1049.00
1967:Q4,1872.00,732.00,1253.00,98.00,-12.00,-199.00,2364.00,1218.00,732.00,0.00,0.00,414.00,-492.00,-321.00,-321.00,0.00,1053.00,1053.00,0.00,0.00,1218.00,1218.00,1248.00,-30.00,182.00,182.00,0.00,271.00,302.00,31.00,39.00,36.00,3.00,0.00,0.00,0.00,414.00,-111.00,-176.00,105.00,12.00,199.00,-65.00,-492.00
1968:Q1,-117.00,459.00,-297.00,-76.00,-5.00,-198.00,1410.00,110.00,459.00,0.00,0.00,841.00,-1527.00,319.00,319.00,0.00,140.00,140.00,0.00,0.00,110.00,110.00,-1139.00,1249.00,679.00,679.00,0.00,95.00,171.00,76.00,-67.00,-69.00,2.00,0.00,0.00,0.00,841.00,-1155.00,-1131.00,193.00,5.00,198.00,24.00,-1527.00
1968:Q2,1881.00,-830.00,2701.00,-113.00,-6.00,129.00,5.00,-504.00,-830.00,0.00,0.00,1339.00,1876.00,-1060.00,-1060.00,0.00,230.00,230.00,0.00,0.00,-504.00,-504.00,594.00,-1098.00,1282.00,1282.00,0.00,66.00,154.00,88.00,9.00,8.00,1.00,0.00,0.00,0.00,1339.00,1931.00,1958.00,205.00,6.00,-129.00,27.00,1876.00
1968:Q3,5036.00,2421.00,2224.00,89.00,-6.00,308.00,4611.00,1105.00,2421.00,0.00,0.00,1085.00,425.00,1470.00,1470.00,0.00,951.00,951.00,0.00,0.00,1105.00,1105.00,-168.00,1273.00,902.00,902.00,0.00,199.00,100.00,-99.00,16.00,17.00,-1.00,0.00,0.00,0.00,1085.00,234.00,266.00,143.00,6.00,-308.00,32.00,425.00
1968:Q4,-411.00,-19.00,-452.00,137.00,-6.00,-71.00,-804.00,335.00,-19.00,0.00,0.00,-1120.00,393.00,535.00,535.00,0.00,-554.00,-554.00,0.00,0.00,335.00,335.00,1712.00,-1377.00,-1065.00,-1065.00,0.00,-2.00,120.00,122.00,53.00,53.00,0.00,0.00,0.00,0.00,-1120.00,331.00,336.00,-134.00,6.00,71.00,5.00,393.00
1969:Q1,1766.00,-498.00,2353.00,29.00,-8.00,-110.00,2658.00,-639.00,-498.00,0.00,0.00,3795.00,-892.00,-705.00,-705.00,0.00,207.00,207.00,0.00,0.00,-639.00,-639.00,-1448.00,809.00,3582.00,3582.00,0.00,201.00,321.00,120.00,-12.00,-15.00,3.00,0.00,0.00,0.00,3795.00,-605.00,-553.00,221.00,8.00,110.00,52.00,-892.00
1969:Q2,4939.00,-1500.00,6017.00,31.00,-9.00,400.00,1891.00,-510.00,-1500.00,0.00,0.00,3901.00,3048.00,-242.00,-242.00,0.00,-1258.00,-1258.00,0.00,0.00,-510.00,-510.00,-562.00,52.00,3648.00,3648.00,0.00,226.00,280.00,54.00,-27.00,-31.00,4.00,0.00,0.00,0.00,3901.00,2848.00,2890.00,233.00,9.00,-400.00,42.00,3048.00
1969:Q3,3912.00,2392.00,1017.00,171.00,-9.00,341.00,4956.00,1318.00,2392.00,0.00,0.00,1246.00,-1044.00,692.00,692.00,0.00,1700.00,1700.00,0.00,0.00,1318.00,1318.00,841.00,477.00,1080.00,1080.00,0.00,224.00,303.00,79.00,58.00,53.00,5.00,0.00,0.00,0.00,1246.00,-1328.00,-1290.00,86.00,9.00,-341.00,38.00,-1044.00
1969:Q4,2519.00,-53.00,2325.00,407.00,-9.00,-151.00,3059.00,-216.00,-53.00,0.00,0.00,3328.00,-540.00,370.00,370.00,0.00,-423.00,-423.00,0.00,0.00,-216.00,-216.00,1127.00,-1343.00,3010.00,3043.00,33.00,341.00,303.00,-38.00,23.00,19.00,4.00,0.00,0.00,0.00,3328.00,-450.00,-405.00,-25.00,9.00,151.00,45.00,-540.00
1970:Q1,-1674.00,103.00,-924.00,-444.00,-21.00,-388.00,-1031.00,168.00,103.00,0.00,0.00,-1302.00,-643.00,-380.00,-380.00,0.00,483.00,483.00,0.00,0.00,168.00,168.00,-1203.00,1371.00,-1174.00,-1197.00,-23.00,-195.00,67.00,262.00,-67.00,-78.00,11.00,0.00,0.00,0.00,-1302.00,4.00,83.00,317.00,21.00,388.00,79.00,-643.00
1970:Q2,-976.00,-427.00,-161.00,-449.00,-29.00,90.00,-2007.00,-899.00,-427.00,0.00,0.00,-681.00,1031.00,150.00,150.00,0.00,-577.00,-577.00,0.00,0.00,-899.00,-899.00,325.00,-1224.00,-580.00,-641.00,-61.00,19.00,54.00,35.00,120.00,105.00,15.00,0.00,0.00,0.00,-681.00,1423.00,1465.00,495.00,29.00,-90.00,42.00,1031.00
1970:Q3,1563.00,2117.00,-583.00,-171.00,-30.00,230.00,1068.00,274.00,2117.00,0.00,0.00,-1323.00,495.00,170.00,170.00,0.00,1947.00,1947.00,0.00,0.00,274.00,274.00,-249.00,523.00,-1234.00,-1209.00,25.00,-64.00,54.00,118.00,25.00,9.00,16.00,0.00,0.00,0.00,-1323.00,386.00,317.00,22.00,30.00,-230.00,-69.00,495.00
1970:Q4,-2702.00,-1.00,-2385.00,219.00,-23.00,-512.00,-1653.00,1430.00,-1.00,0.00,0.00,-3082.00,-1049.00,-213.00,-213.00,0.00,212.00,212.00,0.00,0.00,1430.00,1430.00,1948.00,-518.00,-3018.00,-2959.00,59.00,-1.00,64.00,65.00,63.00,51.00,12.00,0.00,0.00,0.00,-3082.00,-746.00,-542.00,-28.00,23.00,512.00,204.00,-1049.00
1971:Q1,-2026.00,1965.00,-2519.00,-712.00,-21.00,-739.00,-2841.00,-1655.00,1965.00,0.00,0.00,-3151.00,815.00,183.00,183.00,0.00,1782.00,1782.00,0.00,0.00,-1655.00,-1655.00,-1711.00,56.00,-3037.00,-3191.00,-154.00,-40.00,32.00,72.00,74.00,64.00,10.00,0.00,0.00,0.00,-3151.00,2237.00,2000.00,425.00,21.00,739.00,-237.00,815.00
1971:Q2,-2338.00,-978.00,-218.00,-958.00,-35.00,-149.00,-2253.00,54.00,-978.00,0.00,0.00,-1329.00,-85.00,404.00,404.00,0.00,-1382.00,-1382.00,0.00,0.00,54.00,54.00,-1.00,55.00,-1351.00,-1387.00,-36.00,12.00,147.00,135.00,-10.00,-18.00,8.00,0.00,0.00,0.00,-1329.00,1061.00,1150.00,1051.00,35.00,149.00,89.00,-85.00
1971:Q3,281.00,1340.00,-1531.00,399.00,-64.00,137.00,1702.00,-86.00,1340.00,0.00,0.00,448.00,-1421.00,466.00,466.00,0.00,874.00,874.00,0.00,0.00,-86.00,-86.00,-22.00,-64.00,333.00,310.00,-23.00,184.00,290.00,106.00,69.00,61.00,8.00,0.00,0.00,0.00,448.00,-1717.00,-1415.00,79.00,64.00,-137.00,302.00,-1421.00
1971:Q4,1313.00,1805.00,-2204.00,1997.00,-7.00,-278.00,2700.00,1473.00,1805.00,0.00,0.00,-578.00,-1387.00,-559.00,-559.00,0.00,2364.00,2364.00,0.00,0.00,1473.00,1473.00,1816.00,-343.00,-826.00,-668.00,158.00,325.00,246.00,-79.00,77.00,68.00,9.00,0.00,0.00,0.00,-578.00,-2783.00,-1829.00,-727.00,7.00,278.00,954.00,-1387.00
1972:Q1,-2534.00,1192.00,-6137.00,3210.00,-47.00,-752.00,-120.00,-679.00,1192.00,0.00,0.00,-633.00,-2414.00,509.00,509.00,0.00,683.00,683.00,0.00,0.00,-679.00,-679.00,-1670.00,991.00,-157.00,-170.00,-13.00,-345.00,-224.00,121.00,131.00,122.00,9.00,0.00,0.00,0.00,-633.00,-5179.00,-2642.00,-1027.00,47.00,752.00,2537.00,-2414.00
1972:Q2,-516.00,-2240.00,806.00,646.00,-62.00,334.00,-2109.00,-274.00,-2240.00,0.00,0.00,405.00,1593.00,-1251.00,-1251.00,0.00,-989.00,-989.00,0.00,0.00,-274.00,-274.00,626.00,-900.00,137.00,135.00,-2.00,245.00,452.00,207.00,-23.00,-30.00,7.00,0.00,0.00,0.00,405.00,913.00,2411.00,1090.00,62.00,-334.00,1498.00,1593.00
1972:Q3,-73.00,1251.00,-2523.00,1139.00,-53.00,113.00,2515.00,1155.00,1251.00,0.00,0.00,109.00,-2588.00,2041.00,2041.00,0.00,-790.00,-790.00,0.00,0.00,1155.00,1155.00,443.00,712.00,-126.00,-43.00,83.00,232.00,429.00,197.00,-3.00,-14.00,11.00,0.00,0.00,0.00,109.00,-3566.00,-2118.00,530.00,53.00,-113.00,1448.00,-2588.00
1972:Q4,-2995.00,-1219.00,1495.00,-2916.00,-7.00,-348.00,-457.00,1371.00,-1219.00,0.00,0.00,-609.00,-2538.00,-174.00,-174.00,0.00,-1045.00,-1045.00,0.00,0.00,1371.00,1371.00,232.00,1139.00,-380.00,-109.00,271.00,-59.00,-200.00,-141.00,170.00,151.00,19.00,0.00,0.00,0.00,-609.00,655.00,-2926.00,-743.00,7.00,348.00,-3581.00,-2538.00
1973:Q1,-1124.00,1467.00,-2602.00,605.00,-5.00,-589.00,-2319.00,-1806.00,1467.00,0.00,0.00,-1980.00,1195.00,241.00,241.00,0.00,1226.00,1226.00,0.00,0.00,-1806.00,-1806.00,-1853.00,47.00,-349.00,-137.00,212.00,-1523.00,-1469.00,54.00,108.00,-71.00,179.00,0.00,0.00,0.00,-1980.00,-518.00,1603.00,-186.00,5.00,589.00,2121.00,1195.00
1973:Q2,-4060.00,-3278.00,-859.00,32.00,-6.00,51.00,-2479.00,-331.00,-3278.00,0.00,0.00,1130.00,-1581.00,-1223.00,-1223.00,0.00,-2055.00,-2055.00,0.00,0.00,-331.00,-331.00,-73.00,-258.00,553.00,349.00,-204.00,680.00,1234.00,554.00,103.00,119.00,-16.00,0.00,0.00,0.00,1130.00,-962.00,716.00,2342.00,6.00,-51.00,1678.00,-1581.00
1973:Q3,15283.00,8149.00,4728.00,1582.00,-138.00,962.00,11331.00,3740.00,8149.00,0.00,0.00,-558.00,3952.00,2005.00,2005.00,0.00,6144.00,6144.00,0.00,0.00,3740.00,3740.00,988.00,2752.00,-583.00,-408.00,175.00,-141.00,-16.00,125.00,-166.00,-153.00,-13.00,0.00,0.00,0.00,-558.00,1418.00,1167.00,-1961.00,138.00,-962.00,-251.00,3952.00
1973:Q4,-10309.00,-2885.00,-6345.00,-926.00,-137.00,-16.00,-7368.00,-3201.00,-2885.00,0.00,0.00,-1282.00,-2941.00,1017.00,1017.00,0.00,-3902.00,-3902.00,0.00,0.00,-3201.00,-3201.00,63.00,-3264.00,-493.00,-31.00,462.00,-501.00,-5.00,496.00,288.00,144.00,144.00,0.00,0.00,0.00,-1282.00,-2507.00,-1673.00,1115.00,137.00,16.00,834.00,-2941.00
1974:Q1,5350.00,371.00,3613.00,2364.00,119.00,-1117.00,5715.00,-102.00,371.00,0.00,0.00,5446.00,-365.00,-979.00,-979.00,0.00,1350.00,1350.00,0.00,0.00,-102.00,-102.00,-877.00,775.00,2663.00,3450.00,787.00,2523.00,2409.00,-114.00,-260.00,-139.00,-121.00,0.00,0.00,0.00,5446.00,913.00,1189.00,556.00,-119.00,1117.00,276.00,-365.00
1974:Q2,1136.00,322.00,3544.00,-2651.00,120.00,-199.00,-2950.00,1252.00,322.00,0.00,0.00,-4524.00,4086.00,-1354.00,-1354.00,0.00,1676.00,1676.00,0.00,0.00,1252.00,1252.00,75.00,1177.00,-2237.00,-1178.00,1059.00,-1560.00,659.00,2219.00,727.00,466.00,261.00,0.00,0.00,0.00,-4524.00,4995.00,8158.00,3993.00,-120.00,199.00,3163.00,4086.00
1974:Q3,9488.00,5322.00,-1429.00,4398.00,55.00,1142.00,8549.00,3406.00,5322.00,0.00,0.00,-179.00,939.00,2152.00,2152.00,0.00,3170.00,3170.00,0.00,0.00,3406.00,3406.00,1424.00,1982.00,-2106.00,-536.00,1570.00,1779.00,990.00,-789.00,-148.00,-37.00,-111.00,0.00,0.00,0.00,-179.00,-2766.00,-4501.00,-4243.00,-55.00,-1142.00,-1735.00,939.00
1974:Q4,-16692.00,-6280.00,-11045.00,1186.00,-112.00,-441.00,-13871.00,-6613.00,-6280.00,0.00,0.00,-978.00,-2821.00,1133.00,1133.00,0.00,-7413.00,-7413.00,0.00,0.00,-6613.00,-6613.00,-1720.00,-4893.00,91.00,842.00,751.00,-516.00,431.00,947.00,553.00,356.00,197.00,0.00,0.00,0.00,-978.00,-4167.00,-1097.00,1171.00,112.00,441.00,3070.00,-2821.00
1975:Q1,-1215.00,3516.00,-2865.00,-388.00,-8.00,-1470.00,-1235.00,676.00,3516.00,0.00,0.00,-5427.00,20.00,-1078.00,-1078.00,0.00,4594.00,4594.00,0.00,0.00,676.00,676.00,162.00,514.00,-4953.00,-1821.00,3132.00,-222.00,-560.00,-338.00,252.00,153.00,99.00,0.00,0.00,0.00,-5427.00,1565.00,-207.00,-1705.00,8.00,1470.00,-1772.00,20.00
1975:Q2,-13695.00,-4939.00,-6218.00,-2040.00,-8.00,-490.00,-9693.00,-624.00,-4939.00,0.00,0.00,-4130.00,-4002.00,-478.00,-478.00,0.00,-4461.00,-4461.00,0.00,0.00,-624.00,-624.00,-372.00,-252.00,-3641.00,-299.00,3342.00,0.00,101.00,101.00,489.00,350.00,139.00,0.00,0.00,0.00,-4130.00,-1603.00,-608.00,2896.00,8.00,490.00,995.00,-4002.00
1975:Q3,13531.00,4471.00,6110.00,1467.00,-47.00,1530.00,10042.00,1456.00,4471.00,0.00,0.00,4115.00,3489.00,1084.00,1084.00,0.00,3387.00,3387.00,0.00,0.00,1456.00,1456.00,615.00,841.00,2181.00,924.00,-1257.00,1067.00,1614.00,547.00,-867.00,-654.00,-213.00,0.00,0.00,0.00,4115.00,1819.00,-377.00,-2383.00,47.00,-1530.00,-2196.00,3489.00
1975:Q4,-10756.00,-2227.00,-6168.00,-2357.00,-49.00,45.00,-6535.00,109.00,-2227.00,0.00,0.00,-4417.00,-4221.00,1084.00,1084.00,0.00,-3311.00,-3311.00,0.00,0.00,109.00,109.00,1282.00,-1173.00,-726.00,397.00,1123.00,-1714.00,-297.00,1417.00,1977.00,1426.00,551.00,0.00,0.00,0.00,-4417.00,-4125.00,-2052.00,2165.00,49.00,-45.00,2073.00,-4221.00
1976:Q1,798.00,1103.00,-752.00,1436.00,24.00,-1013.00,-1301.00,-1753.00,1103.00,0.00,0.00,-651.00,2099.00,-995.00,-995.00,0.00,2098.00,2098.00,0.00,0.00,-1753.00,-1753.00,-1578.00,-175.00,-3286.00,-140.00,3146.00,866.00,279.00,-587.00,-1769.00,-1233.00,-536.00,0.00,0.00,0.00,-651.00,3054.00,2724.00,-364.00,-24.00,1013.00,-330.00,2099.00
1976:Q2,-2329.00,34.00,-3485.00,699.00,11.00,412.00,-1955.00,1727.00,34.00,0.00,0.00,-3716.00,-374.00,724.00,724.00,0.00,-690.00,-690.00,0.00,0.00,1727.00,1727.00,1467.00,260.00,-1460.00,-253.00,1207.00,144.00,1364.00,1220.00,2400.00,2250.00,150.00,0.00,0.00,0.00,-3716.00,-1502.00,-1111.00,-314.00,-11.00,-412.00,391.00,-374.00
1976:Q3,4816.00,2562.00,1470.00,-537.00,64.00,1257.00,3740.00,-754.00,2562.00,0.00,0.00,1932.00,1076.00,306.00,306.00,0.00,2256.00,2256.00,0.00,0.00,-754.00,-754.00,-766.00,12.00,-2533.00,-25.00,2508.00,2232.00,1187.00,-1045.00,-2233.00,-2106.00,-127.00,0.00,0.00,0.00,1932.00,2651.00,2723.00,2968.00,-64.00,-1257.00,72.00,1076.00
1976:Q4,-12240.00,-4724.00,-8165.00,1007.00,56.00,-414.00,-8650.00,-511.00,-4724.00,0.00,0.00,-3415.00,-3590.00,-166.00,-166.00,0.00,-4558.00,-4558.00,0.00,0.00,-511.00,-511.00,-210.00,-301.00,313.00,1076.00,763.00,-309.00,1143.00,1452.00,3419.00,3008.00,411.00,0.00,0.00,0.00,-3415.00,-4959.00,-2941.00,291.00,-56.00,414.00,2018.00,-3590.00
1977:Q1,-253.00,1728.00,674.00,-1143.00,-156.00,-1356.00,1095.00,436.00,1728.00,0.00,0.00,-1069.00,-1348.00,3.00,3.00,0.00,1725.00,1725.00,0.00,0.00,436.00,436.00,312.00,124.00,-1945.00,-701.00,1244.00,723.00,-1147.00,-1870.00,-153.00,-63.00,-90.00,0.00,0.00,0.00,-1069.00,2120.00,1816.00,1652.00,156.00,1356.00,-304.00,-1348.00
1977:Q2,-375.00,-1720.00,734.00,482.00,-193.00,322.00,-1694.00,802.00,-1720.00,0.00,0.00,-776.00,1319.00,601.00,601.00,0.00,-2321.00,-2321.00,0.00,0.00,802.00,802.00,691.00,111.00,-1814.00,-10.00,1804.00,589.00,1617.00,1028.00,-449.00,-662.00,213.00,0.00,0.00,0.00,-776.00,1084.00,2061.00,871.00,193.00,-322.00,977.00,1319.00
