1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q2,984.00,-5.00,10.00,0.00,2.00,234.00,0.00,-6.00,0.00,240.00,10.00,142.00,0.00,591.00,0.00,6.00,583.00,2.00,984.00
1954:Q3,932.00,-5.00,11.00,0.00,2.00,266.00,0.00,2.00,-6.00,270.00,11.00,147.00,0.00,500.00,0.00,8.00,488.00,4.00,932.00
1954:Q4,925.00,-1.00,11.00,0.00,3.00,308.00,0.00,21.00,-1.00,288.00,14.00,146.00,0.00,444.00,0.00,11.00,426.00,7.00,925.00
1955:Q1,926.00,10.00,11.00,0.00,5.00,296.00,0.00,45.00,1.00,250.00,17.00,143.00,0.00,444.00,0.00,13.00,418.00,13.00,927.00
1955:Q2,957.00,18.00,12.00,0.00,7.00,285.00,0.00,78.00,2.00,205.00,19.00,141.00,0.00,475.00,0.00,22.00,439.00,14.00,958.00
1955:Q3,961.00,19.00,12.00,0.00,7.00,236.00,0.00,73.00,1.00,162.00,22.00,146.00,0.00,519.00,0.00,21.00,480.00,18.00,962.00
1955:Q4,933.00,11.00,13.00,0.00,7.00,171.00,0.00,27.00,5.00,139.00,25.00,161.00,0.00,545.00,0.00,15.00,509.00,21.00,934.00
1956:Q1,914.00,4.00,13.00,0.00,8.00,197.00,0.00,-17.00,13.00,201.00,28.00,173.00,0.00,491.00,0.00,16.00,453.00,22.00,915.00
1956:Q2,970.00,-2.00,13.00,0.00,10.00,242.00,0.00,-41.00,0.00,283.00,32.00,183.00,0.00,492.00,0.00,6.00,456.00,30.00,971.00
1956:Q3,1137.00,-3.00,15.00,0.00,8.00,319.00,0.00,-58.00,6.00,371.00,34.00,194.00,0.00,570.00,0.00,7.00,534.00,29.00,1138.00
1956:Q4,1379.00,1.00,15.00,0.00,8.00,396.00,0.00,-50.00,3.00,443.00,34.00,203.00,0.00,722.00,0.00,15.00,687.00,20.00,1380.00
1957:Q1,1582.00,9.00,15.00,0.00,6.00,397.00,0.00,-55.00,14.00,438.00,33.00,212.00,0.00,910.00,0.00,9.00,883.00,18.00,1582.00
1957:Q2,1749.00,15.00,16.00,0.00,5.00,351.00,0.00,-55.00,5.00,401.00,32.00,220.00,0.00,1110.00,0.00,22.00,1079.00,9.00,1749.00
1957:Q3,1752.00,15.00,16.00,0.00,5.00,307.00,0.00,-52.00,8.00,351.00,33.00,231.00,0.00,1145.00,0.00,3.00,1128.00,14.00,1752.00
1957:Q4,1575.00,12.00,17.00,0.00,4.00,269.00,0.00,-55.00,24.00,300.00,36.00,245.00,0.00,992.00,0.00,5.00,972.00,15.00,1575.00
1958:Q1,1310.00,9.00,18.00,0.00,5.00,277.00,0.00,-38.00,23.00,292.00,36.00,256.00,0.00,709.00,0.00,15.00,685.00,9.00,1310.00
1958:Q2,1134.00,7.00,19.00,0.00,3.00,288.00,0.00,16.00,-24.00,296.00,36.00,266.00,0.00,515.00,0.00,21.00,489.00,5.00,1134.00
1958:Q3,1095.00,6.00,19.00,0.00,4.00,307.00,0.00,-1.00,4.00,304.00,40.00,281.00,0.00,438.00,0.00,26.00,408.00,4.00,1095.00
1958:Q4,1194.00,8.00,20.00,0.00,6.00,327.00,0.00,15.00,0.00,312.00,47.00,302.00,0.00,484.00,0.00,29.00,447.00,8.00,1194.00
1959:Q1,1333.00,9.00,21.00,0.00,7.00,206.00,0.00,19.00,16.00,171.00,54.00,340.00,0.00,696.00,0.00,15.00,664.00,17.00,1333.00
1959:Q2,1496.00,11.00,21.00,0.00,7.00,311.00,0.00,35.00,27.00,249.00,60.00,388.00,0.00,698.00,0.00,26.00,655.00,17.00,1496.00
1959:Q3,1560.00,11.00,22.00,0.00,9.00,282.00,0.00,48.00,13.00,221.00,65.00,304.00,0.00,867.00,0.00,10.00,832.00,25.00,1560.00
1959:Q4,1484.00,8.00,23.00,0.00,8.00,380.00,0.00,24.00,3.00,353.00,68.00,362.00,0.00,635.00,0.00,27.00,588.00,20.00,1484.00
1960:Q1,1318.00,3.00,24.00,0.00,10.00,269.00,0.00,-61.00,60.00,270.00,74.00,377.00,0.00,561.00,0.00,2.00,527.00,32.00,1318.00
1960:Q2,1145.00,-2.00,26.00,0.00,10.00,226.00,0.00,-60.00,28.00,258.00,82.00,392.00,0.00,411.00,0.00,23.00,359.00,29.00,1145.00
1960:Q3,1006.00,0.00,26.00,0.00,11.00,285.00,0.00,-37.00,-1.00,323.00,82.00,369.00,0.00,233.00,0.00,1.00,195.00,37.00,1006.00
1960:Q4,894.00,10.00,26.00,0.00,9.00,417.00,0.00,-3.00,-20.00,440.00,74.00,419.00,0.00,-62.00,0.00,40.00,-120.00,18.00,894.00
1961:Q1,785.00,22.00,28.00,0.00,9.00,104.00,0.00,2.00,-6.00,108.00,68.00,435.00,0.00,119.00,0.00,44.00,63.00,12.00,785.00
1961:Q2,703.00,33.00,29.00,0.00,7.00,318.00,0.00,17.00,-16.00,317.00,61.00,438.00,0.00,-184.00,0.00,17.00,-220.00,19.00,703.00
1961:Q3,593.00,34.00,31.00,0.00,7.00,217.00,0.00,1.00,9.00,207.00,61.00,457.00,0.00,-215.00,0.00,23.00,-255.00,17.00,593.00
1961:Q4,456.00,25.00,31.00,0.00,9.00,333.00,0.00,-4.00,22.00,315.00,69.00,477.00,0.00,-489.00,0.00,43.00,-546.00,14.00,456.00
1962:Q1,324.00,17.00,33.00,0.00,14.00,218.00,0.00,-3.00,34.00,187.00,74.00,371.00,32.00,-436.00,0.00,9.00,-490.00,45.00,324.00
1962:Q2,244.00,10.00,33.00,0.00,17.00,358.00,0.00,28.00,16.00,314.00,79.00,568.00,78.00,-900.00,0.00,-63.00,-923.00,86.00,244.00
1962:Q3,232.00,8.00,36.00,0.00,17.00,158.00,0.00,49.00,-2.00,111.00,81.00,371.00,51.00,-491.00,0.00,30.00,-572.00,51.00,232.00
1962:Q4,289.00,12.00,36.00,0.00,14.00,399.00,0.00,57.00,-21.00,363.00,82.00,448.00,18.00,-721.00,0.00,52.00,-803.00,30.00,289.00
1963:Q1,380.00,14.00,38.00,0.00,11.00,302.00,0.00,21.00,7.00,274.00,81.00,274.00,4.00,-344.00,0.00,35.00,-401.00,22.00,381.00
1963:Q2,500.00,14.00,39.00,0.00,5.00,345.00,0.00,20.00,2.00,323.00,78.00,502.00,-15.00,-468.00,0.00,31.00,-507.00,8.00,501.00
1963:Q3,612.00,17.00,41.00,0.00,8.00,357.00,0.00,-11.00,32.00,336.00,84.00,436.00,-11.00,-320.00,0.00,30.00,-365.00,15.00,613.00
1963:Q4,699.00,21.00,42.00,0.00,16.00,258.00,0.00,29.00,-5.00,234.00,101.00,524.00,7.00,-270.00,0.00,31.00,-347.00,46.00,700.00
1964:Q1,767.00,29.00,44.00,0.00,26.00,347.00,0.00,145.00,12.00,190.00,137.00,450.00,14.00,-280.00,0.00,45.00,-399.00,74.00,768.00
1964:Q2,845.00,48.00,46.00,0.00,36.00,308.00,0.00,-155.00,-10.00,473.00,149.00,454.00,37.00,-233.00,0.00,38.00,-384.00,113.00,846.00
1964:Q3,946.00,7.00,47.00,0.00,36.00,234.00,0.00,-3.00,-8.00,245.00,134.00,422.00,33.00,33.00,0.00,36.00,-121.00,118.00,947.00
1964:Q4,1063.00,35.00,49.00,0.00,30.00,538.00,0.00,40.00,89.00,409.00,138.00,445.00,38.00,-210.00,0.00,35.00,-337.00,92.00,1064.00
1965:Q1,1178.00,-140.00,52.00,0.00,23.00,425.00,0.00,146.00,-57.00,336.00,141.00,610.00,12.00,55.00,0.00,32.00,-47.00,69.00,1179.00
1965:Q2,1363.00,-24.00,53.00,0.00,17.00,216.00,0.00,-150.00,0.00,366.00,256.00,602.00,19.00,224.00,0.00,6.00,159.00,59.00,1364.00
1965:Q3,1587.00,32.00,55.00,0.00,17.00,122.00,0.00,-189.00,21.00,290.00,123.00,657.00,-12.00,593.00,0.00,70.00,491.00,32.00,1588.00
1965:Q4,1825.00,181.00,57.00,0.00,22.00,284.00,0.00,61.00,18.00,205.00,87.00,630.00,-1.00,565.00,0.00,46.00,458.00,61.00,1826.00
1966:Q1,2013.00,16.00,60.00,0.00,26.00,794.00,0.00,-45.00,9.00,830.00,123.00,554.00,17.00,423.00,0.00,23.00,316.00,84.00,2015.00
1966:Q2,2241.00,-166.00,62.00,0.00,29.00,270.00,0.00,-76.00,8.00,338.00,83.00,787.00,27.00,1149.00,0.00,-3.00,1045.00,107.00,2243.00
1966:Q3,2425.00,-72.00,64.00,0.00,31.00,318.00,0.00,-20.00,-26.00,364.00,119.00,684.00,57.00,1224.00,0.00,-34.00,1133.00,125.00,2427.00
1966:Q4,2527.00,39.00,78.00,0.00,32.00,459.00,0.00,-35.00,3.00,491.00,201.00,758.00,0.00,960.00,0.00,60.00,811.00,89.00,2529.00
1967:Q1,2527.00,66.00,64.00,0.00,33.00,205.00,0.00,-117.00,-11.00,333.00,80.00,862.00,-20.00,1237.00,0.00,104.00,1056.00,77.00,2529.00
1967:Q2,2579.00,15.00,75.00,0.00,36.00,-18.00,0.00,-112.00,-33.00,127.00,-15.00,1002.00,14.00,1470.00,0.00,27.00,1326.00,117.00,2581.00
1967:Q3,2617.00,43.00,78.00,0.00,35.00,289.00,0.00,-24.00,-21.00,334.00,83.00,874.00,0.00,1215.00,0.00,71.00,1045.00,99.00,2619.00
1967:Q4,2639.00,12.00,98.00,0.00,32.00,100.00,0.00,15.00,-20.00,105.00,24.00,912.00,25.00,1436.00,0.00,19.00,1309.00,108.00,2641.00
1968:Q1,2690.00,-23.00,65.00,0.00,30.00,488.00,0.00,165.00,17.00,306.00,8.00,795.00,78.00,1249.00,0.00,-27.00,1158.00,118.00,2692.00
1968:Q2,2872.00,79.00,89.00,0.00,28.00,13.00,0.00,-19.00,16.00,16.00,-41.00,918.00,-33.00,1819.00,0.00,123.00,1646.00,50.00,2874.00
1968:Q3,3233.00,33.00,96.00,0.00,26.00,152.00,0.00,-46.00,17.00,181.00,21.00,1007.00,8.00,1890.00,0.00,55.00,1762.00,73.00,3235.00
1968:Q4,3678.00,32.00,103.00,0.00,26.00,189.00,0.00,179.00,-3.00,13.00,-4.00,1137.00,30.00,2165.00,0.00,50.00,2041.00,74.00,3680.00
1969:Q1,4042.00,-10.00,63.00,0.00,26.00,-27.00,0.00,76.00,28.00,-131.00,12.00,1169.00,67.00,2742.00,0.00,-4.00,2654.00,92.00,4045.00
1969:Q2,4442.00,4.00,128.00,0.00,24.00,-114.00,0.00,-202.00,27.00,61.00,-10.00,954.00,69.00,3387.00,0.00,7.00,3297.00,83.00,4445.00
1969:Q3,4662.00,-5.00,96.00,0.00,23.00,471.00,0.00,-24.00,64.00,431.00,65.00,893.00,43.00,3076.00,0.00,-2.00,2992.00,86.00,4665.00
1969:Q4,4617.00,20.00,110.00,0.00,26.00,193.00,0.00,18.00,46.00,129.00,82.00,1290.00,50.00,2846.00,0.00,38.00,2732.00,76.00,4620.00
1970:Q1,4325.00,5.00,115.00,0.00,26.00,208.00,0.00,-76.00,-24.00,308.00,14.00,853.00,27.00,3077.00,0.00,10.00,2976.00,91.00,4328.00
1970:Q2,4098.00,-111.00,117.00,0.00,28.00,98.00,0.00,-73.00,64.00,107.00,-17.00,694.00,201.00,3088.00,0.00,-160.00,3087.00,161.00,4101.00
1970:Q3,3844.00,110.00,123.00,0.00,28.00,724.00,0.00,126.00,200.00,398.00,-20.00,776.00,-54.00,2157.00,0.00,170.00,1954.00,33.00,3847.00
1970:Q4,3583.00,78.00,115.00,0.00,29.00,620.00,0.00,-21.00,-10.00,651.00,-22.00,1102.00,2.00,1659.00,0.00,128.00,1476.00,55.00,3586.00
1971:Q1,3334.00,93.00,134.00,0.00,31.00,-564.00,0.00,101.00,-113.00,-552.00,-91.00,1433.00,-26.00,2324.00,0.00,146.00,2127.00,51.00,3337.00
1971:Q2,3325.00,6.00,104.00,0.00,31.00,-640.00,0.00,-193.00,-129.00,-318.00,-166.00,1770.00,82.00,2138.00,0.00,25.00,2010.00,103.00,3328.00
1971:Q3,3479.00,37.00,142.00,0.00,34.00,-342.00,0.00,32.00,-3.00,-371.00,-146.00,1841.00,105.00,1808.00,0.00,68.00,1648.00,92.00,3482.00
1971:Q4,3734.00,63.00,126.00,0.00,35.00,652.00,0.00,61.00,13.00,578.00,-110.00,1643.00,35.00,1290.00,0.00,102.00,1100.00,88.00,3737.00
1972:Q1,3982.00,108.00,129.00,0.00,153.00,595.00,185.00,311.00,197.00,-98.00,-326.00,2173.00,50.00,1100.00,0.00,151.00,461.00,488.00,3986.00
1972:Q2,4202.00,58.00,163.00,0.00,233.00,1204.00,291.00,-67.00,272.00,708.00,-199.00,2582.00,102.00,59.00,0.00,76.00,-825.00,808.00,4206.00
1972:Q3,4310.00,106.00,177.00,0.00,241.00,1848.00,317.00,129.00,416.00,986.00,-268.00,2469.00,98.00,-361.00,0.00,111.00,-1296.00,824.00,4314.00
1972:Q4,4220.00,213.00,189.00,0.00,182.00,1088.00,260.00,569.00,263.00,-4.00,-137.00,1832.00,10.00,843.00,0.00,185.00,80.00,578.00,4224.00
1973:Q1,4014.00,99.00,201.00,0.00,130.00,1637.00,209.00,258.00,406.00,764.00,-214.00,1259.00,244.00,658.00,0.00,-27.00,205.00,480.00,4018.00
1973:Q2,4048.00,127.00,181.00,0.00,88.00,916.00,167.00,214.00,148.00,387.00,-75.00,750.00,207.00,1854.00,0.00,-61.00,1573.00,342.00,4052.00
1973:Q3,4305.00,324.00,237.00,0.00,79.00,1590.00,177.00,525.00,140.00,748.00,-78.00,509.00,-79.00,1723.00,0.00,192.00,1324.00,207.00,4309.00
1973:Q4,4719.00,115.00,184.00,0.00,103.00,721.00,241.00,501.00,175.00,-196.00,15.00,534.00,238.00,2809.00,0.00,-129.00,2520.00,418.00,4723.00
1974:Q1,5040.00,149.00,221.00,0.00,115.00,849.00,285.00,548.00,47.00,-31.00,17.00,378.00,134.00,3177.00,0.00,94.00,2705.00,378.00,5042.00
1974:Q2,5352.00,236.00,228.00,0.00,120.00,1083.00,309.00,602.00,9.00,163.00,-16.00,35.00,187.00,3479.00,0.00,-73.00,3094.00,458.00,5354.00
1974:Q3,5332.00,253.00,242.00,0.00,129.00,2224.00,361.00,992.00,193.00,678.00,-9.00,163.00,501.00,1829.00,0.00,-259.00,1517.00,571.00,5334.00
1974:Q4,4931.00,273.00,332.00,0.00,147.00,2313.00,440.00,243.00,619.00,1011.00,4.00,760.00,-31.00,1133.00,0.00,211.00,479.00,443.00,4933.00
1975:Q1,4353.00,260.00,285.00,0.00,170.00,3323.00,555.00,798.00,287.00,1683.00,37.00,1326.00,-107.00,-941.00,0.00,365.00,-1771.00,465.00,4354.00
1975:Q2,4088.00,289.00,348.00,0.00,364.00,2779.00,708.00,670.00,177.00,1224.00,-31.00,1398.00,-24.00,-1036.00,0.00,401.00,-2588.00,1151.00,4088.00
1975:Q3,4202.00,268.00,361.00,0.00,467.00,2849.00,563.00,1035.00,63.00,1188.00,-12.00,1305.00,569.00,-1605.00,0.00,-5.00,-3282.00,1682.00,4203.00
1975:Q4,4668.00,217.00,330.00,0.00,304.00,2553.00,372.00,375.00,379.00,1427.00,17.00,1405.00,90.00,-248.00,0.00,234.00,-1484.00,1002.00,4669.00
1976:Q1,5231.00,217.00,339.00,0.00,39.00,2212.00,495.00,913.00,378.00,426.00,0.00,1585.00,90.00,749.00,0.00,300.00,430.00,19.00,5231.00
1976:Q2,5737.00,87.00,292.00,0.00,-245.00,2203.00,329.00,1198.00,293.00,383.00,0.00,1205.00,-57.00,2252.00,0.00,19.00,3120.00,-887.00,5737.00
1976:Q3,5970.00,-85.00,239.00,0.00,246.00,3.00,190.00,870.00,149.00,-1206.00,-10.00,883.00,193.00,4501.00,0.00,48.00,3587.00,866.00,5970.00
1976:Q4,5795.00,-109.00,288.00,0.00,350.00,113.00,117.00,1278.00,-345.00,-937.00,41.00,852.00,282.00,3978.00,0.00,98.00,2661.00,1219.00,5795.00
1977:Q1,5402.00,-11.00,350.00,0.00,583.00,651.00,112.00,-151.00,791.00,-101.00,6.00,1110.00,122.00,2591.00,0.00,10.00,489.00,2092.00,5402.00
1977:Q2,5351.00,68.00,389.00,0.00,16.00,2966.00,80.00,1563.00,422.00,901.00,119.00,1390.00,345.00,58.00,0.00,144.00,-90.00,3.00,5351.00
1977:Q3,5693.00,127.00,417.00,0.00,468.00,1137.00,22.00,92.00,764.00,259.00,-53.00,1681.00,-200.00,2116.00,0.00,64.00,393.00,1659.00,5693.00
1977:Q4,6287.00,141.00,436.00,0.00,-86.00,3227.00,3.00,921.00,-85.00,2388.00,11.00,1622.00,55.00,881.00,0.00,111.00,1125.00,-355.00,6287.00
1978:Q1,6611.00,109.00,503.00,0.00,551.00,768.00,22.00,127.00,-23.00,642.00,62.00,1788.00,40.00,2790.00,0.00,92.00,750.00,1948.00,6612.00
1978:Q2,6592.00,87.00,529.00,0.00,-132.00,3771.00,-9.00,531.00,-38.00,3287.00,88.00,1717.00,272.00,260.00,0.00,294.00,559.00,-593.00,6593.00
1978:Q3,5610.00,88.00,487.00,0.00,352.00,2126.00,-97.00,-822.00,1210.00,1835.00,59.00,1698.00,-454.00,1254.00,0.00,369.00,-235.00,1119.00,5611.00
1978:Q4,3917.00,65.00,610.00,0.00,447.00,1535.00,-7.00,1567.00,-1009.00,984.00,15.00,1822.00,-351.00,-226.00,0.00,56.00,-1869.00,1587.00,3918.00
1979:Q1,2621.00,23.00,565.00,0.00,318.00,2454.00,259.00,411.00,947.00,837.00,77.00,1893.00,600.00,-3309.00,0.00,301.00,-4633.00,1023.00,2624.00
1979:Q2,2979.00,-18.00,504.00,0.00,237.00,4697.00,543.00,901.00,655.00,2598.00,-48.00,1943.00,48.00,-4384.00,0.00,201.00,-5359.00,774.00,2982.00
1979:Q3,5942.00,-47.00,549.00,0.00,42.00,5042.00,837.00,631.00,990.00,2584.00,218.00,2622.00,235.00,-2719.00,0.00,323.00,-3061.00,19.00,5945.00
1979:Q4,11179.00,-87.00,626.00,0.00,236.00,4048.00,902.00,169.00,433.00,2544.00,171.00,2885.00,11.00,3289.00,0.00,101.00,2380.00,808.00,11182.00
1980:Q1,16756.00,-136.00,496.00,0.00,211.00,5344.00,735.00,906.00,612.00,3091.00,52.00,3039.00,322.00,7428.00,0.00,44.00,6640.00,744.00,16759.00
1980:Q2,21147.00,-198.00,460.00,0.00,210.00,6322.00,630.00,1638.00,1313.00,2741.00,72.00,2547.00,996.00,10738.00,0.00,521.00,9672.00,545.00,21150.00
1980:Q3,22828.00,-274.00,436.00,0.00,296.00,5747.00,587.00,887.00,1108.00,3165.00,208.00,3336.00,183.00,12896.00,0.00,480.00,11542.00,874.00,22831.00
1980:Q4,21041.00,-285.00,692.00,0.00,-107.00,5472.00,529.00,1234.00,1480.00,2229.00,93.00,3168.00,-99.00,12107.00,0.00,325.00,12295.00,-513.00,21044.00
1981:Q1,17014.00,-231.00,581.00,0.00,-141.00,4400.00,453.00,853.00,1529.00,1565.00,184.00,3004.00,-297.00,9514.00,0.00,131.00,9942.00,-559.00,17018.00
1981:Q2,13200.00,-191.00,426.00,0.00,118.00,4731.00,900.00,893.00,2044.00,894.00,123.00,3047.00,-452.00,5398.00,0.00,56.00,4940.00,402.00,13204.00
1981:Q3,10229.00,-169.00,654.00,0.00,170.00,4317.00,864.00,159.00,2174.00,1120.00,7.00,3569.00,-1206.00,2887.00,0.00,-153.00,2368.00,672.00,10234.00
1981:Q4,8841.00,-145.00,803.00,0.00,-267.00,6317.00,767.00,8947.00,-4301.00,904.00,35.00,3222.00,-875.00,-249.00,0.00,353.00,501.00,-1103.00,8846.00
1982:Q1,9059.00,-502.00,1648.00,0.00,-530.00,10962.00,-1518.00,7013.00,2889.00,2578.00,0.00,805.00,-143.00,-3182.00,0.00,262.00,-1430.00,-2014.00,9065.00
1982:Q2,11340.00,-106.00,1828.00,0.00,112.00,8463.00,-821.00,4504.00,2868.00,1912.00,1473.00,1550.00,536.00,-2516.00,0.00,319.00,-3111.00,276.00,11346.00
1982:Q3,15449.00,-249.00,1650.00,0.00,808.00,7250.00,-1684.00,4398.00,1651.00,2885.00,975.00,2346.00,914.00,1755.00,0.00,876.00,-1679.00,2557.00,15454.00
1982:Q4,20450.00,-310.00,1732.00,0.00,57.00,7830.00,-1558.00,5450.00,1795.00,2143.00,1409.00,11317.00,1602.00,-3187.00,0.00,461.00,-3669.00,21.00,20455.00
1983:Q1,24336.00,-146.00,2160.00,0.00,586.00,7002.00,-576.00,3419.00,961.00,3198.00,1286.00,1896.00,-127.00,11679.00,0.00,859.00,9054.00,1766.00,24344.00
1983:Q2,26921.00,133.00,2946.00,0.00,1092.00,5216.00,635.00,2491.00,945.00,1145.00,653.00,1730.00,-100.00,15251.00,0.00,1008.00,10715.00,3528.00,26928.00
1983:Q3,26065.00,339.00,92.00,0.00,-11.00,10990.00,1017.00,4540.00,1974.00,3459.00,860.00,1570.00,332.00,11893.00,0.00,130.00,11856.00,-93.00,26072.00
1983:Q4,21544.00,144.00,875.00,0.00,224.00,7191.00,150.00,3171.00,1496.00,2374.00,-445.00,314.00,341.00,12900.00,0.00,143.00,12007.00,750.00,21552.00
1984:Q1,15399.00,347.00,-374.00,0.00,-430.00,4039.00,1401.00,1268.00,322.00,1048.00,-232.00,-2068.00,-7.00,14124.00,0.00,-382.00,15899.00,-1393.00,15411.00
1984:Q2,10064.00,403.00,-78.00,0.00,-272.00,-5060.00,1519.00,-2175.00,-693.00,-3711.00,-523.00,-3333.00,-120.00,19047.00,0.00,-370.00,20249.00,-832.00,10077.00
1984:Q3,7184.00,-13.00,2573.00,0.00,699.00,13881.00,35.00,4980.00,2331.00,6535.00,-328.00,2600.00,586.00,-12815.00,0.00,930.00,-15888.00,2143.00,7197.00
1984:Q4,6993.00,-169.00,1669.00,0.00,316.00,16690.00,-1538.00,7230.00,2508.00,8490.00,694.00,260.00,678.00,-13145.00,0.00,724.00,-14718.00,849.00,7007.00
1985:Q1,8221.00,239.00,2740.00,0.00,739.00,-1177.00,-167.00,2813.00,1324.00,-5147.00,1306.00,2474.00,334.00,1566.00,0.00,848.00,-1606.00,2323.00,8240.00
1985:Q2,9991.00,245.00,3392.00,0.00,800.00,5680.00,-57.00,5464.00,2851.00,-2578.00,763.00,3168.00,331.00,-4388.00,0.00,957.00,-7842.00,2497.00,10010.00
