1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q3,14750.00,375.00,6137.00,-1052.00,5912.00,2404.00,-217.00,1191.00,24137.00,19689.00,2061.00,-948.00,858.00,1456.00,220.00,801.00,-9387.00
1986:Q4,40822.00,608.00,32582.00,1819.00,1674.00,2409.00,555.00,1175.00,-14669.00,-17715.00,1458.00,-1583.00,1830.00,1057.00,220.00,64.00,55491.00
1987:Q1,14128.00,2823.00,-49.00,3478.00,2311.00,2464.00,1155.00,1946.00,38499.00,30754.00,691.00,5275.00,591.00,1035.00,376.00,-223.00,-24371.00
1987:Q2,-904.00,620.00,-4580.00,-1113.00,1299.00,2493.00,-363.00,740.00,18734.00,16745.00,-239.00,1484.00,230.00,745.00,420.00,-651.00,-19638.00
1987:Q3,16861.00,104.00,9565.00,803.00,2447.00,2546.00,468.00,928.00,25893.00,22179.00,-107.00,1080.00,927.00,765.00,468.00,581.00,-9032.00
1987:Q4,41395.00,1136.00,39432.00,1891.00,1420.00,2586.00,-2064.00,-3006.00,-619.00,-5818.00,1085.00,139.00,2019.00,1044.00,520.00,392.00,42014.00
1988:Q1,15239.00,609.00,2666.00,3786.00,2669.00,2614.00,1472.00,1423.00,41709.00,36030.00,2264.00,1151.00,660.00,1486.00,383.00,-265.00,-26470.00
1988:Q2,12621.00,609.00,9522.00,-2296.00,2545.00,2692.00,1113.00,-1564.00,42496.00,35634.00,3423.00,116.00,871.00,1931.00,412.00,109.00,-29875.00
1988:Q3,2991.00,608.00,-3363.00,-444.00,1111.00,2721.00,-401.00,2759.00,18928.00,13071.00,3590.00,-1325.00,290.00,1928.00,442.00,932.00,-15937.00
1988:Q4,54821.00,609.00,45305.00,6003.00,1641.00,2780.00,-464.00,-1053.00,14949.00,5835.00,2765.00,132.00,2953.00,1464.00,476.00,1324.00,39872.00
1989:Q1,14112.00,3645.00,1216.00,1245.00,2638.00,2847.00,-85.00,2606.00,38040.00,31126.00,2170.00,1708.00,731.00,1029.00,300.00,976.00,-23928.00
1989:Q2,15617.00,4362.00,4456.00,-231.00,3477.00,2929.00,69.00,555.00,33934.00,28221.00,1804.00,1392.00,961.00,682.00,300.00,574.00,-18317.00
1989:Q3,6415.00,4402.00,-4359.00,1422.00,1598.00,2967.00,-316.00,701.00,11432.00,9413.00,1513.00,181.00,417.00,530.00,300.00,-922.00,-5017.00
1989:Q4,25727.00,3764.00,20257.00,107.00,906.00,3055.00,-211.00,-2151.00,-20522.00,-26684.00,1299.00,-87.00,1376.00,575.00,1025.00,1974.00,46249.00
1990:Q1,-11110.00,2960.00,-9534.00,1359.00,-2625.00,3159.00,-1910.00,-4519.00,11167.00,5714.00,1060.00,2204.00,-447.00,559.00,1648.00,429.00,-22277.00
1990:Q2,12270.00,3010.00,5120.00,-558.00,1407.00,3163.00,-229.00,357.00,40781.00,35336.00,801.00,1008.00,738.00,482.00,1959.00,457.00,-28511.00
1990:Q3,26467.00,2361.00,22649.00,-1992.00,-521.00,3225.00,-146.00,891.00,41735.00,33903.00,554.00,-998.00,1442.00,452.00,2329.00,4053.00,-15268.00
1990:Q4,16788.00,1013.00,10080.00,1139.00,-4058.00,3361.00,383.00,4870.00,-44071.00,-45767.00,322.00,-3949.00,716.00,469.00,2769.00,1369.00,60859.00
1991:Q1,-33477.00,2353.00,-38496.00,1116.00,-2758.00,3359.00,-329.00,1278.00,-18369.00,-16273.00,-101.00,-860.00,-1530.00,496.00,937.00,-1038.00,-15108.00
1991:Q2,17262.00,2354.00,12739.00,-2892.00,593.00,3380.00,695.00,393.00,30439.00,29705.00,-216.00,-918.00,1040.00,556.00,988.00,-716.00,-13177.00
1991:Q3,19570.00,2353.00,15435.00,-1367.00,324.00,3442.00,-267.00,-350.00,16352.00,15267.00,-1080.00,-566.00,1070.00,496.00,1041.00,124.00,3218.00
1991:Q4,38840.00,2354.00,33382.00,2122.00,-3683.00,3498.00,583.00,584.00,-33388.00,-34497.00,304.00,-2289.00,1820.00,316.00,1097.00,-139.00,72228.00
1992:Q1,-15600.00,1467.00,-21626.00,3087.00,-873.00,3571.00,-783.00,-443.00,18595.00,16193.00,1184.00,668.00,-705.00,108.00,876.00,271.00,-34195.00
1992:Q2,24764.00,1469.00,18914.00,-1052.00,1402.00,3581.00,430.00,20.00,43561.00,41921.00,2053.00,-2574.00,1409.00,-125.00,-83.00,960.00,-18797.00
1992:Q3,14545.00,1467.00,8497.00,587.00,-697.00,3587.00,122.00,982.00,13095.00,11918.00,2707.00,-3251.00,802.00,-132.00,849.00,202.00,1450.00
1992:Q4,35166.00,1468.00,27573.00,3691.00,-2633.00,3607.00,835.00,625.00,-38275.00,-42470.00,1144.00,-1520.00,1604.00,87.00,2643.00,237.00,73441.00
1993:Q1,-3742.00,1498.00,-16099.00,3318.00,1130.00,3661.00,712.00,2038.00,43921.00,41627.00,2460.00,-281.00,-243.00,287.00,235.00,-164.00,-47663.00
1993:Q2,8504.00,1497.00,2227.00,-2148.00,1550.00,3745.00,1830.00,-197.00,31777.00,31393.00,769.00,-1629.00,680.00,463.00,542.00,-441.00,-23273.00
1993:Q3,14835.00,1498.00,9080.00,-1138.00,2016.00,3772.00,506.00,-899.00,27242.00,25161.00,535.00,182.00,878.00,501.00,-1327.00,1312.00,-12407.00
1993:Q4,47864.00,1497.00,41329.00,1449.00,-1745.00,3820.00,-368.00,1882.00,-40881.00,-47503.00,1155.00,-660.00,2286.00,402.00,3132.00,307.00,88745.00
1994:Q1,-5935.00,1292.00,-17888.00,3780.00,513.00,3865.00,2187.00,316.00,34323.00,29494.00,3979.00,-707.00,-286.00,560.00,598.00,685.00,-40258.00
1994:Q2,31721.00,1304.00,26616.00,-1458.00,1051.00,3942.00,-2267.00,2533.00,51891.00,46974.00,3839.00,-770.00,1805.00,559.00,-1051.00,535.00,-20170.00
1994:Q3,20293.00,1316.00,14860.00,789.00,-508.00,4067.00,268.00,-499.00,22261.00,13506.00,4633.00,-406.00,1118.00,560.00,3313.00,-463.00,-1968.00
1994:Q4,61380.00,1255.00,53820.00,4306.00,-1276.00,4130.00,-1108.00,253.00,-7987.00,-18041.00,3842.00,-1896.00,2805.00,559.00,3953.00,791.00,69367.00
1995:Q1,716.00,1763.00,-9790.00,5968.00,-1542.00,4211.00,-128.00,234.00,33669.00,24884.00,5800.00,394.00,22.00,1092.00,2982.00,-1505.00,-32953.00
1995:Q2,21572.00,1811.00,12737.00,-459.00,-741.00,4310.00,309.00,3605.00,31505.00,24337.00,2616.00,-1225.00,1296.00,1092.00,3056.00,333.00,-9933.00
1995:Q3,40932.00,1859.00,33407.00,2206.00,-378.00,4323.00,667.00,-1152.00,57028.00,49612.00,4207.00,-1272.00,2073.00,1091.00,1076.00,241.00,-16096.00
1995:Q4,54560.00,2427.00,44822.00,6048.00,-1802.00,4368.00,264.00,-1567.00,-3576.00,-20869.00,2673.00,512.00,2675.00,1092.00,8663.00,1678.00,58136.00
1996:Q1,1555.00,2006.00,-13363.00,9564.00,341.00,4402.00,1352.00,-2747.00,47927.00,37360.00,6081.00,806.00,68.00,1092.00,1944.00,576.00,-46372.00
1996:Q2,40386.00,2007.00,25271.00,6961.00,1439.00,4497.00,1413.00,-1202.00,58898.00,46877.00,9702.00,-1182.00,2212.00,1084.00,-539.00,744.00,-18512.00
1996:Q3,1184.00,2006.00,-12757.00,5118.00,745.00,4587.00,1435.00,50.00,38654.00,26434.00,6593.00,594.00,195.00,135.00,2543.00,2160.00,-37470.00
1996:Q4,73038.00,2007.00,50577.00,10154.00,-1424.00,4741.00,-179.00,7162.00,-6740.00,-22549.00,7145.00,701.00,3117.00,-2417.00,5199.00,2064.00,79778.00
1997:Q1,-2523.00,2222.00,-21982.00,9212.00,-1583.00,4869.00,3381.00,1358.00,51461.00,38085.00,7394.00,786.00,-25.00,4117.00,958.00,146.00,-53984.00
1997:Q2,27158.00,2223.00,12912.00,9376.00,-978.00,4880.00,-1307.00,52.00,64893.00,54325.00,10792.00,625.00,1449.00,581.00,-1797.00,-1082.00,-37735.00
1997:Q3,41019.00,2224.00,20313.00,7121.00,-2616.00,4898.00,7273.00,1806.00,40155.00,23156.00,5609.00,-3485.00,2002.00,81.00,12162.00,630.00,864.00
1997:Q4,60180.00,2223.00,54014.00,6207.00,-3100.00,4948.00,-3691.00,-421.00,-5620.00,-27523.00,11289.00,-1166.00,2917.00,-1888.00,9554.00,1197.00,65800.00
1998:Q1,23108.00,2186.00,11740.00,6481.00,-1665.00,4975.00,-406.00,-203.00,48216.00,34264.00,7404.00,1704.00,1204.00,2705.00,2404.00,-1469.00,-25108.00
1998:Q2,6711.00,2186.00,-3242.00,5643.00,-1370.00,5129.00,1337.00,-2972.00,41005.00,37460.00,4455.00,-177.00,430.00,804.00,-328.00,-1639.00,-34294.00
1998:Q3,41766.00,2187.00,22157.00,11518.00,-571.00,5305.00,913.00,257.00,63725.00,47640.00,11134.00,2026.00,1003.00,678.00,688.00,556.00,-21959.00
1998:Q4,37389.00,2186.00,27004.00,6668.00,-3965.00,5395.00,-2850.00,2951.00,-29682.00,-32038.00,5224.00,-2051.00,4373.00,-2462.00,1236.00,-3964.00,67071.00
1999:Q1,16613.00,1047.00,2679.00,6765.00,473.00,5519.00,497.00,-367.00,57980.00,53495.00,7949.00,1593.00,2089.00,2239.00,-4990.00,-4395.00,-41367.00
1999:Q2,73435.00,1000.00,41727.00,9444.00,2436.00,5631.00,12110.00,1087.00,89130.00,80851.00,10328.00,673.00,1592.00,1860.00,-4939.00,-1235.00,-15695.00
1999:Q3,87220.00,1100.00,69111.00,9560.00,1457.00,5749.00,-1517.00,1760.00,87318.00,76710.00,11908.00,1148.00,1590.00,766.00,-4031.00,-773.00,-98.00
1999:Q4,80065.00,995.00,65023.00,8700.00,-4167.00,5930.00,837.00,2747.00,7519.00,-1896.00,9229.00,1191.00,3416.00,-2469.00,-3829.00,1877.00,72546.00
2000:Q1,73265.00,-245.00,48264.00,10068.00,6129.00,6114.00,2907.00,28.00,108766.00,82655.00,16170.00,2570.00,1742.00,2641.00,3336.00,-348.00,-35501.00
2000:Q2,110536.00,1354.00,82881.00,13216.00,1333.00,6155.00,5639.00,-42.00,136048.00,110771.00,21401.00,1460.00,865.00,1291.00,-822.00,1082.00,-25512.00
2000:Q3,103878.00,1353.00,87984.00,10261.00,1420.00,6283.00,-3493.00,70.00,109382.00,81400.00,17050.00,778.00,1640.00,1710.00,4483.00,2321.00,-5504.00
2000:Q4,106671.00,1354.00,93503.00,7968.00,-3219.00,6438.00,3.00,624.00,35476.00,6815.00,14971.00,479.00,678.00,-3919.00,9132.00,7320.00,71195.00
2001:Q1,-30826.00,-465.00,-35273.00,-392.00,2941.00,6618.00,-576.00,-3679.00,22709.00,7795.00,-37.00,3506.00,1102.00,3419.00,1847.00,5077.00,-53535.00
2001:Q2,-20752.00,-464.00,-26437.00,-1743.00,951.00,6832.00,-2018.00,2127.00,10911.00,4633.00,542.00,2176.00,2633.00,2211.00,-624.00,-660.00,-31663.00
2001:Q3,-20034.00,-465.00,-28589.00,-1687.00,2722.00,6690.00,2815.00,-1520.00,-25362.00,-42593.00,973.00,3819.00,-161.00,3176.00,6001.00,3423.00,5328.00
2001:Q4,-10362.00,-465.00,-13303.00,-931.00,-3395.00,6852.00,3075.00,-2195.00,-90827.00,-91151.00,293.00,-2177.00,2421.00,-2855.00,5326.00,-2684.00,80465.00
2002:Q1,17734.00,4777.00,3085.00,5861.00,1385.00,6978.00,-2864.00,-1488.00,50850.00,37458.00,4659.00,428.00,460.00,3338.00,-443.00,4950.00,-33116.00
2002:Q2,12749.00,4777.00,352.00,5891.00,2016.00,7040.00,-5765.00,-1562.00,32783.00,20150.00,4749.00,-1238.00,379.00,4118.00,-1881.00,6506.00,-20034.00
2002:Q3,20185.00,4777.00,778.00,6951.00,152.00,7102.00,1185.00,-760.00,-38713.00,-43027.00,4750.00,-2180.00,-194.00,122.00,-2395.00,4211.00,58898.00
2002:Q4,40459.00,4777.00,15538.00,6690.00,-2545.00,7171.00,5651.00,3177.00,-110540.00,-112963.00,4749.00,-283.00,1926.00,-3151.00,-905.00,87.00,150999.00
2003:Q1,-21600.00,1210.00,-39196.00,-3487.00,22546.00,7230.00,-8917.00,-986.00,91168.00,80356.00,-6282.00,13384.00,-76.00,4410.00,145.00,-769.00,-112768.00
2003:Q2,4238.00,1210.00,-22573.00,-8734.00,18090.00,7121.00,6752.00,2372.00,-1003.00,-1961.00,-6283.00,3154.00,3655.00,2398.00,-82.00,-1884.00,5241.00
2003:Q3,11616.00,1210.00,-4091.00,-7390.00,18487.00,7217.00,-2785.00,-1032.00,-28562.00,-14463.00,-6282.00,-311.00,-5779.00,501.00,-1112.00,-1116.00,40178.00
2003:Q4,23243.00,1210.00,11151.00,-6568.00,12553.00,7221.00,-4250.00,1926.00,-75360.00,-81675.00,-6283.00,2853.00,321.00,-3230.00,9879.00,2775.00,98603.00
2004:Q1,70871.00,4113.00,34339.00,9773.00,8684.00,7317.00,6381.00,264.00,125408.00,103419.00,6660.00,6358.00,3088.00,2994.00,-1062.00,3951.00,-54537.00
2004:Q2,25329.00,4113.00,6835.00,3254.00,5468.00,7460.00,-2522.00,721.00,76910.00,55763.00,6660.00,3332.00,706.00,2845.00,8368.00,-764.00,-51581.00
2004:Q3,46394.00,4113.00,27466.00,4302.00,3497.00,7540.00,2159.00,-2683.00,34926.00,22123.00,6659.00,-1131.00,2224.00,1179.00,4053.00,-181.00,11468.00
2004:Q4,47315.00,4112.00,29043.00,6353.00,-2255.00,7667.00,1804.00,591.00,-50277.00,-52455.00,6660.00,1932.00,2477.00,-6788.00,-1076.00,-1027.00,97592.00
2005:Q1,74926.00,3259.00,37081.00,17460.00,10650.00,7736.00,-1068.00,-192.00,135736.00,113412.00,16651.00,698.00,3818.00,1913.00,-4117.00,3361.00,-60810.00
2005:Q2,84919.00,3260.00,52917.00,10227.00,10040.00,7870.00,77.00,528.00,121802.00,87013.00,16652.00,4709.00,4420.00,2735.00,-298.00,6571.00,-36883.00
2005:Q3,105687.00,3259.00,65581.00,10243.00,9927.00,8042.00,10178.00,-1543.00,103205.00,77322.00,16651.00,2130.00,5308.00,516.00,1690.00,-412.00,2482.00
2005:Q4,70067.00,3259.00,43420.00,11723.00,3045.00,8275.00,-2148.00,2493.00,21200.00,-142.00,16652.00,1687.00,3860.00,-2852.00,-117.00,2112.00,48867.00
2006:Q1,23355.00,3317.00,6500.00,6756.00,3544.00,8316.00,-7177.00,2099.00,85217.00,53870.00,9988.00,-1524.00,1156.00,1902.00,15690.00,4135.00,-61862.00
2006:Q2,86106.00,3377.00,51295.00,1409.00,7391.00,8565.00,13036.00,1033.00,80467.00,67337.00,9988.00,2348.00,3689.00,1887.00,-8939.00,4157.00,5639.00
2006:Q3,25421.00,3436.00,15953.00,3300.00,635.00,8662.00,-5610.00,-955.00,-13299.00,-17478.00,9988.00,-708.00,1348.00,-699.00,-4692.00,-1058.00,38720.00
2006:Q4,51334.00,3498.00,35303.00,2874.00,-5366.00,8717.00,4951.00,1357.00,-110062.00,-118494.00,9988.00,-11711.00,2672.00,2601.00,6443.00,-1561.00,161396.00
2007:Q1,47257.00,3560.00,12430.00,8564.00,9614.00,8970.00,3373.00,746.00,103695.00,81037.00,13686.00,1834.00,1470.00,-115.00,3254.00,2529.00,-56438.00
2007:Q2,85656.00,3623.00,33988.00,5704.00,14166.00,9149.00,13821.00,5205.00,114892.00,85090.00,13685.00,2280.00,2778.00,2702.00,-2778.00,11135.00,-29236.00
2007:Q3,27309.00,3688.00,4502.00,6320.00,6801.00,9235.00,-3344.00,107.00,53744.00,36409.00,13686.00,2985.00,758.00,-689.00,-4164.00,4759.00,-26435.00
2007:Q4,39828.00,3754.00,34158.00,5450.00,-1261.00,9389.00,-16287.00,4625.00,-23569.00,-39975.00,13685.00,-5903.00,2773.00,-3369.00,7067.00,2153.00,63397.00
2008:Q1,1290.00,5551.00,-38982.00,9549.00,19541.00,9463.00,-2348.00,-1484.00,50151.00,32985.00,-742.00,1345.00,-2061.00,992.00,6711.00,10921.00,-48861.00
2008:Q2,-5992.00,5551.00,-40149.00,-7017.00,26033.00,9671.00,-4407.00,4326.00,10340.00,18014.00,-743.00,3087.00,-3301.00,489.00,-13116.00,5910.00,-16332.00
2008:Q3,-55907.00,5551.00,-69955.00,4573.00,1143.00,9880.00,-4725.00,-2374.00,-79074.00,-67715.00,-742.00,2413.00,-4577.00,106.00,-10594.00,2035.00,23167.00
2008:Q4,-103841.00,5551.00,-76157.00,-1303.00,-24159.00,9602.00,-13195.00,-4180.00,-172338.00,-151517.00,-742.00,-2690.00,-5422.00,-730.00,882.00,-12119.00,68497.00
2009:Q1,-48610.00,10356.00,-85663.00,5882.00,-18236.00,9578.00,26627.00,2846.00,-14800.00,7479.00,-6582.00,267.00,-5585.00,636.00,-9391.00,-1624.00,-33810.00
2009:Q2,-4057.00,10356.00,-20462.00,3107.00,-10275.00,9722.00,6719.00,-3224.00,10661.00,20457.00,-6582.00,3221.00,-1215.00,-152.00,-8486.00,3418.00,-14718.00
2009:Q3,15478.00,10356.00,-10108.00,4811.00,-10897.00,9800.00,12397.00,-881.00,-39975.00,-7162.00,-6582.00,-22514.00,-371.00,-1858.00,-9898.00,8410.00,55453.00
2009:Q4,44969.00,10356.00,33608.00,3064.00,-16822.00,9818.00,3152.00,1793.00,-69386.00,-50267.00,-6582.00,-2074.00,2567.00,-2624.00,-6503.00,-3903.00,114355.00
2010:Q1,50847.00,-7348.00,38229.00,11843.00,7521.00,9622.00,-7849.00,-1171.00,105232.00,87328.00,9258.00,1392.00,3505.00,1720.00,-6149.00,8178.00,-54385.00
2010:Q2,48702.00,-7347.00,41452.00,8223.00,3811.00,9654.00,-10222.00,3131.00,84541.00,67654.00,9258.00,-3005.00,3478.00,1827.00,-1047.00,6376.00,-35839.00
2010:Q3,35495.00,-7348.00,27795.00,5119.00,-2263.00,9629.00,3082.00,-519.00,18108.00,5680.00,9258.00,710.00,2304.00,378.00,109.00,-331.00,17387.00
2010:Q4,19873.00,-7348.00,48845.00,5071.00,-3864.00,9569.00,-37001.00,4601.00,-51827.00,-63784.00,9259.00,197.00,3774.00,-3313.00,-2369.00,4409.00,71700.00
2011:Q1,14769.00,306.00,-17234.00,12957.00,13911.00,9487.00,314.00,-4972.00,84115.00,63834.00,15245.00,1729.00,-300.00,441.00,1763.00,1403.00,-69346.00
2011:Q2,47118.00,305.00,18354.00,15326.00,3020.00,9580.00,848.00,-315.00,98405.00,74620.00,15245.00,2306.00,2358.00,3793.00,-2440.00,2523.00,-51287.00
2011:Q3,30589.00,306.00,830.00,15583.00,-1317.00,9635.00,-2930.00,8482.00,37725.00,10343.00,15245.00,1211.00,1149.00,653.00,-3606.00,12730.00,-7136.00
2011:Q4,36119.00,305.00,23239.00,10956.00,-6828.00,9670.00,-2042.00,819.00,-49191.00,-65358.00,15245.00,-485.00,2394.00,-1553.00,76.00,490.00,85310.00
2012:Q1,30189.00,1000.00,3964.00,4948.00,10328.00,9598.00,3054.00,-2703.00,75637.00,67291.00,1142.00,1337.00,452.00,3785.00,-2283.00,3913.00,-45448.00
2012:Q2,43015.00,1000.00,28562.00,2435.00,3704.00,9554.00,-3836.00,1596.00,48664.00,43520.00,1142.00,1665.00,2170.00,914.00,-2901.00,2154.00,-5649.00
2012:Q3,37763.00,1000.00,21358.00,2932.00,3656.00,9489.00,-492.00,-180.00,30766.00,18515.00,1142.00,1301.00,1700.00,2580.00,-980.00,6508.00,6997.00
2012:Q4,23886.00,1000.00,11542.00,2975.00,-4283.00,9437.00,1239.00,1976.00,-80051.00,-76762.00,1143.00,-1658.00,1017.00,-2602.00,-247.00,-942.00,103937.00
2013:Q1,49870.00,250.00,17477.00,12372.00,9699.00,9495.00,1153.00,-576.00,151038.00,134053.00,12210.00,-1622.00,2089.00,1944.00,-1042.00,3406.00,-101168.00
2013:Q2,69473.00,250.00,38257.00,7963.00,8993.00,9525.00,257.00,4228.00,139055.00,116558.00,12210.00,3288.00,3235.00,2617.00,-3895.00,5042.00,-69582.00
2013:Q3,50714.00,250.00,29537.00,8175.00,3896.00,9576.00,-2313.00,1593.00,65753.00,50029.00,12211.00,-1413.00,2640.00,1993.00,-1600.00,1893.00,-15039.00
2013:Q4,32509.00,250.00,16067.00,5512.00,-4671.00,9575.00,1216.00,4560.00,-23264.00,-39063.00,12210.00,3002.00,1511.00,-3171.00,1089.00,1158.00,55773.00
2014:Q1,46655.00,1000.00,32630.00,4477.00,5173.00,9581.00,239.00,-6445.00,95727.00,69791.00,5296.00,1840.00,2597.00,4775.00,-1434.00,12862.00,-49072.00
2014:Q2,72173.00,906.00,47167.00,3419.00,5222.00,9700.00,2985.00,2774.00,93155.00,75346.00,5296.00,665.00,3541.00,3760.00,-369.00,4916.00,-20982.00
2014:Q3,36812.00,481.00,24527.00,2826.00,-1238.00,9785.00,2098.00,-1667.00,8110.00,18666.00,5296.00,-10517.00,1915.00,-131.00,-2514.00,-4605.00,28702.00
2014:Q4,45286.00,745.00,45998.00,-783.00,-8087.00,9855.00,-1956.00,-486.00,-50381.00,-59694.00,5296.00,2858.00,3165.00,-2748.00,-71.00,813.00,95667.00
2015:Q1,20012.00,358.00,-7768.00,15230.00,2198.00,9798.00,1262.00,-1066.00,72318.00,50303.00,10118.00,1777.00,522.00,5200.00,196.00,4202.00,-52306.00
2015:Q2,65288.00,445.00,27923.00,12423.00,10697.00,10089.00,4434.00,-723.00,69481.00,44904.00,12325.00,323.00,2825.00,3298.00,631.00,5175.00,-4193.00
2015:Q3,-6259.00,243.00,-31231.00,7955.00,5121.00,10168.00,590.00,895.00,-7451.00,-20363.00,8830.00,-795.00,-1630.00,1644.00,-488.00,5351.00,1192.00
2015:Q4,-8441.00,188.00,-30071.00,15863.00,-5770.00,10071.00,2106.00,-828.00,-71435.00,-95898.00,16115.00,11402.00,-994.00,-3875.00,2374.00,-559.00,62994.00
2016:Q1,10993.00,76.00,-23299.00,13869.00,8101.00,10175.00,-1023.00,3094.00,56953.00,32782.00,12002.00,2733.00,-660.00,3977.00,1457.00,4662.00,-45960.00
2016:Q2,93832.00,-26.00,65051.00,10326.00,9067.00,10144.00,1623.00,-2353.00,125334.00,103643.00,11237.00,-1021.00,5276.00,364.00,-378.00,6213.00,-31502.00
2016:Q3,70363.00,-117.00,39962.00,13576.00,2291.00,10104.00,4540.00,8.00,55783.00,41056.00,10398.00,920.00,3748.00,4778.00,-780.00,-4337.00,14580.00
