1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,3812.00,0.00,3812.00,-2180.00,7984.00,-1992.00,3812.00,4876.00,28.00,-2180.00,8024.00,-996.00,0.00,0.00,0.00,-1064.00,-28.00,-40.00,-996.00
1984:Q1,2628.00,0.00,2628.00,904.00,800.00,924.00,2628.00,2154.00,40.00,904.00,748.00,462.00,0.00,0.00,0.00,474.00,-40.00,52.00,462.00
1984:Q2,2260.00,0.00,2260.00,1152.00,1284.00,-176.00,2260.00,2452.00,44.00,1152.00,1344.00,-88.00,0.00,0.00,0.00,-192.00,-44.00,-60.00,-88.00
1984:Q3,3196.00,0.00,3196.00,1084.00,1324.00,788.00,3196.00,2802.00,12.00,1084.00,1312.00,394.00,0.00,0.00,0.00,394.00,-12.00,12.00,394.00
1984:Q4,4436.00,0.00,4436.00,776.00,572.00,3088.00,4436.00,2968.00,0.00,776.00,648.00,1544.00,4.00,4.00,0.00,1464.00,-4.00,-76.00,1544.00
1985:Q1,932.00,0.00,932.00,1056.00,-1124.00,1000.00,932.00,340.00,12.00,1056.00,-1228.00,500.00,0.00,0.00,0.00,592.00,-12.00,104.00,500.00
1985:Q2,1424.00,0.00,1424.00,720.00,-288.00,992.00,1424.00,976.00,8.00,720.00,-248.00,496.00,0.00,0.00,0.00,448.00,-8.00,-40.00,496.00
1985:Q3,484.00,0.00,484.00,1056.00,-1552.00,980.00,484.00,-10.00,4.00,1056.00,-1560.00,490.00,0.00,0.00,0.00,494.00,-4.00,8.00,490.00
1985:Q4,12588.00,0.00,12588.00,756.00,-672.00,12504.00,12588.00,6320.00,0.00,756.00,-688.00,6252.00,0.00,0.00,0.00,6268.00,0.00,16.00,6252.00
1986:Q1,460.00,0.00,460.00,1096.00,-1376.00,740.00,460.00,74.00,0.00,1096.00,-1392.00,370.00,0.00,0.00,0.00,386.00,0.00,16.00,370.00
1986:Q2,-64.00,0.00,-64.00,416.00,-1464.00,984.00,-64.00,-476.00,24.00,416.00,-1408.00,492.00,0.00,0.00,0.00,412.00,-24.00,-56.00,492.00
1986:Q3,-1120.00,0.00,-1120.00,-652.00,-2032.00,1564.00,-1120.00,-1914.00,0.00,-652.00,-2044.00,782.00,0.00,0.00,0.00,794.00,0.00,12.00,782.00
1986:Q4,-528.00,0.00,-528.00,124.00,-1132.00,480.00,-528.00,-652.00,80.00,124.00,-1096.00,240.00,0.00,0.00,0.00,124.00,-80.00,-36.00,240.00
1987:Q1,-7824.00,0.00,-7824.00,-304.00,-2424.00,-5096.00,-7824.00,-5336.00,-68.00,-304.00,-2416.00,-2548.00,0.00,0.00,0.00,-2488.00,68.00,-8.00,-2548.00
1987:Q2,-13676.00,0.00,-13676.00,684.00,-1340.00,-13020.00,-13676.00,-7094.00,48.00,684.00,-1316.00,-6510.00,0.00,0.00,0.00,-6582.00,-48.00,-24.00,-6510.00
1987:Q3,-128.00,0.00,-128.00,840.00,-1628.00,660.00,-128.00,-498.00,-24.00,840.00,-1644.00,330.00,0.00,0.00,0.00,370.00,24.00,16.00,330.00
1987:Q4,-14968.00,0.00,-14968.00,820.00,-2888.00,-12900.00,-14968.00,-8522.00,-12.00,820.00,-2880.00,-6450.00,0.00,0.00,0.00,-6446.00,12.00,-8.00,-6450.00
1988:Q1,-6008.00,0.00,-6008.00,-620.00,-1784.00,-3604.00,-6008.00,-4162.00,60.00,-620.00,-1800.00,-1802.00,0.00,0.00,0.00,-1846.00,-60.00,16.00,-1802.00
1988:Q2,-156.00,0.00,-156.00,-720.00,-276.00,840.00,-156.00,-584.00,0.00,-720.00,-284.00,420.00,0.00,0.00,0.00,428.00,0.00,8.00,420.00
1988:Q3,29520.00,0.00,29520.00,140.00,-808.00,30188.00,29520.00,14450.00,0.00,140.00,-784.00,15094.00,4.00,4.00,0.00,15066.00,-4.00,-24.00,15094.00
1988:Q4,-7700.00,0.00,-7700.00,692.00,-1228.00,-7164.00,-7700.00,-4142.00,8.00,692.00,-1260.00,-3582.00,0.00,0.00,0.00,-3558.00,-8.00,32.00,-3582.00
1989:Q1,16000.00,0.00,16000.00,752.00,-1264.00,16512.00,16000.00,7792.00,-4.00,752.00,-1212.00,8256.00,0.00,0.00,0.00,8208.00,4.00,-52.00,8256.00
1989:Q2,48380.00,0.00,48380.00,-272.00,636.00,48016.00,48380.00,24328.00,0.00,-272.00,592.00,24008.00,-8.00,-8.00,0.00,24060.00,8.00,44.00,24008.00
1989:Q3,23984.00,0.00,23984.00,844.00,-1348.00,24488.00,23984.00,11772.00,0.00,844.00,-1316.00,12244.00,-8.00,-8.00,0.00,12220.00,8.00,-32.00,12244.00
1989:Q4,12808.00,0.00,12808.00,816.00,92.00,11900.00,12808.00,6842.00,24.00,816.00,52.00,5950.00,0.00,0.00,0.00,5966.00,-24.00,40.00,5950.00
1990:Q1,12708.00,0.00,12708.00,988.00,-936.00,12656.00,12708.00,6392.00,0.00,988.00,-924.00,6328.00,-4.00,-4.00,0.00,6320.00,4.00,-12.00,6328.00
1990:Q2,-1484.00,0.00,-1484.00,864.00,-1972.00,-376.00,-1484.00,-1304.00,0.00,864.00,-1980.00,-188.00,-20.00,-20.00,0.00,-160.00,20.00,8.00,-188.00
1990:Q3,-6956.00,0.00,-6956.00,-1452.00,-32.00,-5472.00,-6956.00,-4212.00,0.00,-1452.00,-24.00,-2736.00,8.00,8.00,0.00,-2752.00,-8.00,-8.00,-2736.00
1990:Q4,4368.00,0.00,4368.00,372.00,16.00,3980.00,4368.00,2370.00,0.00,372.00,8.00,1990.00,20.00,20.00,0.00,1978.00,-20.00,8.00,1990.00
1991:Q1,1412.00,0.00,1412.00,-124.00,1364.00,172.00,1412.00,1314.00,0.00,-124.00,1352.00,86.00,0.00,0.00,0.00,98.00,0.00,12.00,86.00
1991:Q2,-4056.00,0.00,-4056.00,760.00,-288.00,-4528.00,-4056.00,-1768.00,0.00,760.00,-264.00,-2264.00,-16.00,-16.00,0.00,-2272.00,16.00,-24.00,-2264.00
1991:Q3,-15512.00,0.00,-15512.00,-24.00,456.00,-15944.00,-15512.00,-7536.00,0.00,-24.00,460.00,-7972.00,0.00,0.00,0.00,-7976.00,0.00,-4.00,-7972.00
1991:Q4,-4904.00,0.00,-4904.00,92.00,-68.00,-4928.00,-4904.00,-2448.00,-8.00,92.00,-68.00,-2464.00,20.00,20.00,0.00,-2476.00,-12.00,0.00,-2464.00
1992:Q1,4228.00,0.00,4228.00,688.00,-444.00,3984.00,4228.00,2260.00,8.00,688.00,-428.00,1992.00,0.00,0.00,0.00,1968.00,-8.00,-16.00,1992.00
1992:Q2,-5856.00,0.00,-5856.00,672.00,-4.00,-6524.00,-5856.00,-2586.00,-4.00,672.00,8.00,-3262.00,-8.00,-8.00,0.00,-3262.00,12.00,-12.00,-3262.00
1992:Q3,-7808.00,0.00,-7808.00,692.00,472.00,-8972.00,-7808.00,-3306.00,8.00,692.00,480.00,-4486.00,0.00,0.00,0.00,-4502.00,-8.00,-8.00,-4486.00
1992:Q4,-6168.00,0.00,-6168.00,-11316.00,10740.00,-5592.00,-6168.00,-3288.00,-4.00,-11316.00,10828.00,-2796.00,12.00,12.00,0.00,-2892.00,-8.00,-88.00,-2796.00
1993:Q1,3932.00,0.00,3932.00,560.00,912.00,2460.00,3932.00,2698.00,0.00,560.00,908.00,1230.00,8.00,8.00,0.00,1226.00,-8.00,4.00,1230.00
1993:Q2,-3288.00,0.00,-3288.00,664.00,-1252.00,-2700.00,-3288.00,-1890.00,0.00,664.00,-1204.00,-1350.00,-12.00,-12.00,0.00,-1386.00,12.00,-48.00,-1350.00
1993:Q3,2176.00,0.00,2176.00,472.00,192.00,1512.00,2176.00,1396.00,0.00,472.00,168.00,756.00,0.00,0.00,0.00,780.00,0.00,24.00,756.00
1993:Q4,2692.00,0.00,2692.00,452.00,320.00,1920.00,2692.00,1744.00,0.00,452.00,332.00,960.00,16.00,16.00,0.00,932.00,-16.00,-12.00,960.00
1994:Q1,236.00,0.00,236.00,404.00,12.00,-180.00,236.00,314.00,0.00,404.00,0.00,-90.00,4.00,4.00,0.00,-82.00,-4.00,12.00,-90.00
1994:Q2,-14148.00,0.00,-14148.00,432.00,-1004.00,-13576.00,-14148.00,-7360.00,0.00,432.00,-1004.00,-6788.00,0.00,0.00,0.00,-6788.00,0.00,0.00,-6788.00
1994:Q3,660.00,0.00,660.00,444.00,-1092.00,1308.00,660.00,2.00,0.00,444.00,-1096.00,654.00,-8.00,-8.00,0.00,666.00,8.00,4.00,654.00
1994:Q4,-8132.00,0.00,-8132.00,484.00,108.00,-8724.00,-8132.00,-3770.00,0.00,484.00,108.00,-4362.00,12.00,12.00,0.00,-4374.00,-12.00,0.00,-4362.00
1995:Q1,21272.00,0.00,21272.00,3468.00,2104.00,15700.00,21272.00,13418.00,0.00,3468.00,2100.00,7850.00,-8.00,-8.00,0.00,7862.00,8.00,4.00,7850.00
1995:Q2,10888.00,0.00,10888.00,624.00,3144.00,7120.00,10888.00,7328.00,0.00,624.00,3144.00,3560.00,-4.00,-4.00,0.00,3564.00,4.00,0.00,3560.00
1995:Q3,7572.00,0.00,7572.00,-1448.00,3964.00,5056.00,7572.00,5040.00,0.00,-1448.00,3960.00,2528.00,12.00,12.00,0.00,2520.00,-12.00,4.00,2528.00
1995:Q4,-1296.00,0.00,-1296.00,588.00,644.00,-2528.00,-1296.00,-32.00,0.00,588.00,644.00,-1264.00,4.00,4.00,0.00,-1268.00,-4.00,0.00,-1264.00
1996:Q1,-68.00,0.00,-68.00,796.00,3396.00,-4260.00,-68.00,2058.00,0.00,796.00,3392.00,-2130.00,-12.00,-12.00,0.00,-2114.00,12.00,4.00,-2130.00
1996:Q2,2092.00,0.00,2092.00,532.00,880.00,680.00,2092.00,1752.00,0.00,532.00,880.00,340.00,12.00,12.00,0.00,328.00,-12.00,0.00,340.00
1996:Q3,-29956.00,0.00,-29956.00,-3392.00,732.00,-27296.00,-29956.00,-16312.00,0.00,-3392.00,728.00,-13648.00,0.00,0.00,0.00,-13644.00,0.00,4.00,-13648.00
1996:Q4,1260.00,0.00,1260.00,584.00,112.00,564.00,1260.00,982.00,4.00,584.00,112.00,282.00,4.00,4.00,0.00,274.00,-8.00,0.00,282.00
1997:Q1,-17920.00,0.00,-17920.00,-288.00,-4220.00,-13412.00,-17920.00,-11222.00,-4.00,-288.00,-4224.00,-6706.00,-4.00,-4.00,0.00,-6694.00,8.00,4.00,-6706.00
1997:Q2,944.00,0.00,944.00,532.00,-216.00,628.00,944.00,630.00,0.00,532.00,-216.00,314.00,0.00,0.00,0.00,314.00,0.00,0.00,314.00
1997:Q3,2920.00,0.00,2920.00,556.00,1852.00,512.00,2920.00,2664.00,0.00,556.00,1852.00,256.00,0.00,0.00,0.00,256.00,0.00,0.00,256.00
1997:Q4,18096.00,0.00,18096.00,600.00,16884.00,612.00,18096.00,17802.00,12.00,600.00,16884.00,306.00,0.00,0.00,0.00,294.00,-12.00,0.00,306.00
1998:Q1,1776.00,0.00,1776.00,728.00,340.00,708.00,1776.00,1398.00,-8.00,728.00,324.00,354.00,0.00,0.00,0.00,378.00,8.00,16.00,354.00
1998:Q2,7780.00,0.00,7780.00,-292.00,4128.00,3944.00,7780.00,5812.00,8.00,-292.00,4124.00,1972.00,0.00,0.00,0.00,1968.00,-8.00,4.00,1972.00
1998:Q3,8100.00,0.00,8100.00,-756.00,8312.00,544.00,8100.00,7828.00,12.00,-756.00,8300.00,272.00,0.00,0.00,0.00,272.00,-12.00,12.00,272.00
1998:Q4,9476.00,0.00,9476.00,908.00,7696.00,872.00,9476.00,9068.00,-8.00,908.00,7732.00,436.00,0.00,0.00,0.00,408.00,8.00,-36.00,436.00
1999:Q1,-16272.00,0.00,-16272.00,-2248.00,-12.00,-14012.00,-16272.00,-9162.00,-12.00,-2248.00,104.00,-7006.00,0.00,0.00,0.00,-7110.00,12.00,-116.00,-7006.00
1999:Q2,-4636.00,0.00,-4636.00,760.00,-5652.00,256.00,-4636.00,-4724.00,12.00,760.00,-5624.00,128.00,0.00,0.00,0.00,88.00,-12.00,-28.00,128.00
1999:Q3,-7804.00,0.00,-7804.00,736.00,-9072.00,532.00,-7804.00,-8130.00,-4.00,736.00,-9128.00,266.00,0.00,0.00,0.00,326.00,4.00,56.00,266.00
1999:Q4,-6276.00,0.00,-6276.00,712.00,-7200.00,212.00,-6276.00,-6354.00,-4.00,712.00,-7168.00,106.00,0.00,0.00,0.00,78.00,4.00,-32.00,106.00
2000:Q1,2216.00,0.00,2216.00,720.00,948.00,548.00,2216.00,1902.00,0.00,720.00,908.00,274.00,0.00,0.00,0.00,314.00,0.00,40.00,274.00
2000:Q2,-8080.00,0.00,-8080.00,720.00,-9312.00,512.00,-8080.00,-8328.00,8.00,720.00,-9312.00,256.00,0.00,0.00,0.00,248.00,-8.00,0.00,256.00
2000:Q3,1384.00,0.00,1384.00,728.00,-5200.00,5856.00,1384.00,-1544.00,0.00,728.00,-5200.00,2928.00,0.00,0.00,0.00,2928.00,0.00,0.00,2928.00
2000:Q4,5640.00,0.00,5640.00,720.00,4332.00,588.00,5640.00,5370.00,0.00,720.00,4356.00,294.00,0.00,0.00,0.00,270.00,0.00,-24.00,294.00
2001:Q1,-760.00,0.00,-760.00,756.00,-2296.00,780.00,-760.00,-1154.00,0.00,756.00,-2300.00,390.00,0.00,0.00,0.00,394.00,0.00,4.00,390.00
2001:Q2,5372.00,0.00,5372.00,624.00,4060.00,688.00,5372.00,5040.00,8.00,624.00,4064.00,344.00,0.00,0.00,0.00,332.00,-8.00,-4.00,344.00
2001:Q3,14236.00,0.00,14236.00,580.00,12968.00,688.00,14236.00,13868.00,-4.00,580.00,12948.00,344.00,0.00,0.00,0.00,368.00,4.00,20.00,344.00
2001:Q4,796.00,0.00,796.00,560.00,-332.00,568.00,796.00,508.00,0.00,560.00,-336.00,284.00,0.00,0.00,0.00,288.00,0.00,4.00,284.00
2002:Q1,-1560.00,0.00,-1560.00,436.00,-2608.00,612.00,-1560.00,-1934.00,4.00,436.00,-2680.00,306.00,0.00,0.00,0.00,374.00,-4.00,72.00,306.00
2002:Q2,7372.00,0.00,7372.00,428.00,6428.00,516.00,7372.00,7190.00,0.00,428.00,6504.00,258.00,0.00,0.00,0.00,182.00,0.00,-76.00,258.00
2002:Q3,5664.00,0.00,5664.00,528.00,4544.00,592.00,5664.00,5424.00,24.00,528.00,4576.00,296.00,0.00,0.00,0.00,240.00,-24.00,-32.00,296.00
2002:Q4,3248.00,0.00,3248.00,508.00,2164.00,576.00,3248.00,2824.00,-4.00,508.00,2032.00,288.00,0.00,0.00,0.00,424.00,4.00,132.00,288.00
2003:Q1,-332.00,0.00,-332.00,-3588.00,2576.00,680.00,-332.00,-560.00,4.00,-3588.00,2684.00,340.00,0.00,0.00,0.00,228.00,-4.00,-108.00,340.00
2003:Q2,680.00,0.00,680.00,408.00,-344.00,616.00,680.00,548.00,-8.00,408.00,-160.00,308.00,0.00,0.00,0.00,132.00,8.00,-184.00,308.00
2003:Q3,2444.00,0.00,2444.00,388.00,1532.00,524.00,2444.00,2026.00,4.00,388.00,1372.00,262.00,0.00,0.00,0.00,418.00,-4.00,160.00,262.00
2003:Q4,-8884.00,0.00,-8884.00,388.00,-9740.00,468.00,-8884.00,-9110.00,0.00,388.00,-9732.00,234.00,0.00,0.00,0.00,226.00,0.00,-8.00,234.00
2004:Q1,-2228.00,0.00,-2228.00,400.00,-3260.00,632.00,-2228.00,-2560.00,-8.00,400.00,-3268.00,316.00,0.00,0.00,0.00,332.00,8.00,8.00,316.00
2004:Q2,-4488.00,0.00,-4488.00,360.00,-5380.00,532.00,-4488.00,-4790.00,4.00,360.00,-5420.00,266.00,0.00,0.00,0.00,302.00,-4.00,40.00,266.00
2004:Q3,-1716.00,0.00,-1716.00,392.00,-2704.00,596.00,-1716.00,-1958.00,4.00,392.00,-2652.00,298.00,0.00,0.00,0.00,242.00,-4.00,-52.00,298.00
2004:Q4,-2788.00,0.00,-2788.00,440.00,-3960.00,732.00,-2788.00,-3150.00,-8.00,440.00,-3948.00,366.00,0.00,0.00,0.00,362.00,8.00,-12.00,366.00
2005:Q1,-21324.00,0.00,-21324.00,-6852.00,-15052.00,580.00,-21324.00,-21594.00,16.00,-6852.00,-15048.00,290.00,0.00,0.00,0.00,270.00,-16.00,-4.00,290.00
2005:Q2,3188.00,0.00,3188.00,388.00,2256.00,544.00,3188.00,2900.00,0.00,388.00,2240.00,272.00,0.00,0.00,0.00,288.00,0.00,16.00,272.00
2005:Q3,-19060.00,0.00,-19060.00,-11904.00,-7804.00,648.00,-19060.00,-19212.00,0.00,-11904.00,-7632.00,324.00,0.00,0.00,0.00,152.00,0.00,-172.00,324.00
2005:Q4,-19180.00,0.00,-19180.00,324.00,-20200.00,696.00,-19180.00,-19760.00,-8.00,324.00,-20424.00,348.00,0.00,0.00,0.00,580.00,8.00,224.00,348.00
2006:Q1,-2052.00,0.00,-2052.00,268.00,-2916.00,596.00,-2052.00,-2294.00,0.00,268.00,-2860.00,298.00,0.00,0.00,0.00,242.00,0.00,-56.00,298.00
2006:Q2,2240.00,0.00,2240.00,204.00,1404.00,632.00,2240.00,1928.00,8.00,204.00,1400.00,316.00,0.00,0.00,0.00,312.00,-8.00,4.00,316.00
2006:Q3,-4024.00,0.00,-4024.00,216.00,-5100.00,860.00,-4024.00,-4446.00,0.00,216.00,-5092.00,430.00,0.00,0.00,0.00,422.00,0.00,-8.00,430.00
2006:Q4,-5660.00,0.00,-5660.00,204.00,-6712.00,848.00,-5660.00,-6072.00,0.00,204.00,-6700.00,424.00,0.00,0.00,0.00,412.00,0.00,-12.00,424.00
2007:Q1,288.00,0.00,288.00,172.00,-848.00,964.00,288.00,-230.00,0.00,172.00,-884.00,482.00,0.00,0.00,0.00,518.00,0.00,36.00,482.00
2007:Q2,-104.00,0.00,-104.00,156.00,-1176.00,916.00,-104.00,-574.00,0.00,156.00,-1188.00,458.00,0.00,0.00,0.00,470.00,0.00,12.00,458.00
2007:Q3,216.00,0.00,216.00,148.00,-920.00,988.00,216.00,-182.00,0.00,148.00,-824.00,494.00,0.00,0.00,0.00,398.00,0.00,-96.00,494.00
2007:Q4,88.00,0.00,88.00,140.00,-1140.00,1088.00,88.00,-504.00,0.00,140.00,-1188.00,544.00,0.00,0.00,0.00,592.00,0.00,48.00,544.00
2008:Q1,1104.00,0.00,1104.00,116.00,-448.00,1436.00,1104.00,378.00,0.00,116.00,-456.00,718.00,0.00,0.00,0.00,726.00,0.00,8.00,718.00
2008:Q2,5068.00,0.00,5068.00,88.00,3820.00,1160.00,5068.00,4492.00,0.00,88.00,3824.00,580.00,0.00,0.00,0.00,576.00,0.00,-4.00,580.00
2008:Q3,716.00,0.00,716.00,120.00,-1024.00,1620.00,716.00,-286.00,0.00,120.00,-1216.00,810.00,0.00,0.00,0.00,1002.00,0.00,192.00,810.00
2008:Q4,12504.00,0.00,12504.00,100.00,11544.00,860.00,12504.00,12278.00,0.00,100.00,11748.00,430.00,0.00,0.00,0.00,226.00,0.00,-204.00,430.00
2009:Q1,3928.00,0.00,3928.00,60.00,3016.00,852.00,3928.00,3490.00,0.00,60.00,3004.00,426.00,0.00,0.00,0.00,438.00,0.00,12.00,426.00
2009:Q2,14528.00,0.00,14528.00,32.00,13940.00,556.00,14528.00,14266.00,0.00,32.00,13956.00,278.00,0.00,0.00,0.00,262.00,0.00,-16.00,278.00
2009:Q3,386476.00,190392.00,196084.00,190880.00,4392.00,812.00,386476.00,195310.00,0.00,190880.00,4024.00,406.00,190392.00,0.00,190392.00,774.00,0.00,368.00,406.00
2009:Q4,-5516.00,0.00,-5516.00,1948.00,-7920.00,456.00,-5516.00,-5380.00,0.00,1948.00,-7556.00,228.00,0.00,0.00,0.00,-136.00,0.00,-364.00,228.00
2010:Q1,3092.00,0.00,3092.00,28.00,2324.00,740.00,3092.00,2722.00,0.00,28.00,2324.00,370.00,0.00,0.00,0.00,370.00,0.00,0.00,370.00
2010:Q2,660.00,0.00,660.00,24.00,308.00,328.00,660.00,496.00,0.00,24.00,308.00,164.00,0.00,0.00,0.00,164.00,0.00,0.00,164.00
2010:Q3,4384.00,0.00,4384.00,32.00,3824.00,528.00,4384.00,4120.00,0.00,32.00,3824.00,264.00,0.00,0.00,0.00,264.00,0.00,0.00,264.00
2010:Q4,-800.00,0.00,-800.00,40.00,-1284.00,444.00,-800.00,-1022.00,0.00,40.00,-1284.00,222.00,0.00,0.00,0.00,222.00,0.00,0.00,222.00
2011:Q1,14476.00,0.00,14476.00,-7844.00,25712.00,-3392.00,14476.00,16260.00,0.00,-7844.00,25800.00,-1696.00,0.00,0.00,0.00,-1784.00,0.00,-88.00,-1696.00
2011:Q2,25068.00,0.00,25068.00,636.00,23896.00,536.00,25068.00,24800.00,0.00,636.00,23896.00,268.00,0.00,0.00,0.00,268.00,0.00,0.00,268.00
2011:Q3,16316.00,0.00,16316.00,108.00,15636.00,572.00,16316.00,15982.00,0.00,108.00,15588.00,286.00,0.00,0.00,0.00,334.00,0.00,48.00,286.00
2011:Q4,7648.00,0.00,7648.00,92.00,7072.00,484.00,7648.00,7862.00,0.00,92.00,7528.00,242.00,0.00,0.00,0.00,-214.00,0.00,-456.00,242.00
2012:Q1,4932.00,0.00,4932.00,44.00,4312.00,576.00,4932.00,4640.00,0.00,44.00,4308.00,288.00,0.00,0.00,0.00,292.00,0.00,4.00,288.00
2012:Q2,13156.00,0.00,13156.00,40.00,12716.00,400.00,13156.00,13000.00,0.00,40.00,12760.00,200.00,0.00,0.00,0.00,156.00,0.00,-44.00,200.00
2012:Q3,3332.00,0.00,3332.00,40.00,2976.00,316.00,3332.00,3094.00,0.00,40.00,2896.00,158.00,0.00,0.00,0.00,238.00,0.00,80.00,158.00
2012:Q4,-3580.00,0.00,-3580.00,24.00,-3876.00,272.00,-3580.00,-3712.00,0.00,24.00,-3872.00,136.00,0.00,0.00,0.00,132.00,0.00,-4.00,136.00
2013:Q1,3500.00,0.00,3500.00,20.00,3020.00,460.00,3500.00,3334.00,0.00,20.00,3084.00,230.00,0.00,0.00,0.00,166.00,0.00,-64.00,230.00
2013:Q2,-764.00,0.00,-764.00,24.00,-1148.00,360.00,-764.00,-992.00,0.00,24.00,-1196.00,180.00,0.00,0.00,0.00,228.00,0.00,48.00,180.00
2013:Q3,-4004.00,0.00,-4004.00,20.00,-4284.00,260.00,-4004.00,-4166.00,0.00,20.00,-4316.00,130.00,0.00,0.00,0.00,162.00,0.00,32.00,130.00
2013:Q4,-11128.00,0.00,-11128.00,24.00,-11340.00,188.00,-11128.00,-11206.00,0.00,24.00,-11324.00,94.00,0.00,0.00,0.00,78.00,0.00,-16.00,94.00
2014:Q1,-3824.00,0.00,-3824.00,32.00,-4160.00,304.00,-3824.00,-4028.00,0.00,32.00,-4212.00,152.00,0.00,0.00,0.00,204.00,0.00,52.00,152.00
2014:Q2,3092.00,0.00,3092.00,32.00,2840.00,220.00,3092.00,3026.00,0.00,32.00,2884.00,110.00,0.00,0.00,0.00,66.00,0.00,-44.00,110.00
2014:Q3,-3552.00,0.00,-3552.00,16.00,-3804.00,236.00,-3552.00,-4058.00,0.00,16.00,-4192.00,118.00,0.00,0.00,0.00,506.00,0.00,388.00,118.00
2014:Q4,-10044.00,0.00,-10044.00,12.00,-10272.00,216.00,-10044.00,-10156.00,0.00,12.00,-10276.00,108.00,0.00,0.00,0.00,112.00,0.00,4.00,108.00
2015:Q1,-16636.00,0.00,-16636.00,12.00,-16780.00,132.00,-16636.00,-16694.00,0.00,12.00,-16772.00,66.00,0.00,0.00,0.00,58.00,0.00,-8.00,66.00
2015:Q2,-3504.00,0.00,-3504.00,8.00,-3720.00,208.00,-3504.00,-3612.00,0.00,8.00,-3724.00,104.00,0.00,0.00,0.00,108.00,0.00,4.00,104.00
2015:Q3,-1064.00,0.00,-1064.00,8.00,-1256.00,184.00,-1064.00,-1220.00,0.00,8.00,-1320.00,92.00,0.00,0.00,0.00,156.00,0.00,64.00,92.00
2015:Q4,-3960.00,0.00,-3960.00,8.00,-4184.00,216.00,-3960.00,-4044.00,0.00,8.00,-4160.00,108.00,0.00,0.00,0.00,84.00,0.00,-24.00,108.00
2016:Q1,-4764.00,0.00,-4764.00,8.00,-4856.00,84.00,-4764.00,-4286.00,0.00,8.00,-4336.00,42.00,0.00,0.00,0.00,-478.00,0.00,-520.00,42.00
2016:Q2,756.00,0.00,756.00,0.00,700.00,56.00,756.00,728.00,0.00,0.00,700.00,28.00,0.00,0.00,0.00,28.00,0.00,0.00,28.00
2016:Q3,2660.00,0.00,2660.00,0.00,2600.00,60.00,2660.00,2634.00,0.00,0.00,2604.00,30.00,0.00,0.00,0.00,26.00,0.00,-4.00,30.00
