date,FU796000105.Q,FU795090005.Q,FU795019005.Q,FU645012063.Q,FU795013005.Q,FU795000005.Q,FU794090005.Q,FU713011005.Q,FU713014003.Q,FU713012003.Q,FU633091003.Q,FU794010005.Q,FU793020005.Q,FU793030005.Q,FU793034005.Q,FU792050005.Q,FU794022005.Q,FU793069175.Q,FU793061105.Q,FU793061705.Q,FU793062005.Q,FU793063005.Q,FU794023005.Q,FU793068005.Q,FU793069005.Q,FU793065005.Q,FU793066005.Q,FU793064105.Q,FU793064205.Q,FU793070005.Q,FU793040005.Q,FU793092005.Q,FU793090005.Q,FU794190005.Q,FU794110005.Q,FU793120005.Q,FU703130005.Q,FU634090005.Q,FU792150005.Q,FU794122005.Q,FU793169175.Q,FU423161705.Q,FU793163005.Q,FU794123005.Q,FU793168005.Q,FU793169005.Q,FU643165005.Q,FU793164105.Q,FU653164205.Q,FU663170003.Q,FU543140005.Q,FU153050005.Q,FU793178005.Q,FU662090205.Q,FU793192005.Q,FU793190005.Q,FU797005005.Q
1960:Q2,1211.00,1587.00,516.00,0.00,516.00,1072.00,16903.00,-110.00,0.00,14.00,0.00,-561.00,123.00,52.00,0.00,107.00,2845.00,134.00,1130.00,154.00,289.00,1138.00,9291.00,2457.00,1343.00,3490.00,2001.00,1617.00,0.00,42.00,0.00,28.00,3455.00,15831.00,-203.00,2850.00,4043.00,0.00,-431.00,1308.00,28.00,656.00,624.00,411.00,569.00,-158.00,0.00,303.00,333.00,0.00,859.00,5873.00,102.00,0.00,19.00,364.00,-376.00
1960:Q3,1200.00,1482.00,505.00,0.00,505.00,978.00,17218.00,-663.00,0.00,21.00,0.00,1025.00,-12.00,55.00,0.00,-77.00,6489.00,242.00,3951.00,162.00,757.00,1377.00,4879.00,-509.00,99.00,3955.00,1334.00,1733.00,0.00,35.00,0.00,30.00,3703.00,16240.00,1743.00,1960.00,3936.00,0.00,-335.00,885.00,155.00,114.00,616.00,164.00,-215.00,379.00,0.00,308.00,268.00,0.00,750.00,5836.00,460.00,0.00,19.00,246.00,-282.00
1960:Q4,1233.00,1852.00,498.00,0.00,498.00,1354.00,17992.00,-913.00,0.00,23.00,0.00,-858.00,247.00,58.00,0.00,-553.00,7132.00,227.00,4151.00,472.00,650.00,1632.00,7156.00,2046.00,1228.00,3369.00,513.00,1536.00,0.00,27.00,0.00,33.00,4104.00,16638.00,-1365.00,5037.00,5432.00,0.00,-991.00,1003.00,144.00,131.00,728.00,903.00,89.00,814.00,0.00,130.00,137.00,0.00,625.00,5925.00,416.00,0.00,18.00,-632.00,-619.00
1961:Q1,1274.00,944.00,486.00,0.00,486.00,458.00,4331.00,-325.00,0.00,11.00,0.00,-1816.00,-78.00,65.00,0.00,957.00,1505.00,463.00,-1431.00,382.00,1230.00,861.00,1542.00,-1859.00,199.00,2846.00,356.00,600.00,0.00,20.00,0.00,32.00,1817.00,3873.00,-2057.00,-7315.00,5545.00,0.00,1230.00,901.00,933.00,-482.00,450.00,-2824.00,-1641.00,-1183.00,0.00,-392.00,418.00,10.00,667.00,5849.00,-62.00,0.00,14.00,1889.00,331.00
1961:Q2,1234.00,1854.00,496.00,0.00,496.00,1358.00,18440.00,192.00,0.00,28.00,0.00,342.00,174.00,67.00,0.00,-1080.00,4624.00,-43.00,3097.00,90.00,-31.00,1511.00,6856.00,1198.00,1237.00,3912.00,509.00,1749.00,0.00,15.00,0.00,34.00,5439.00,17082.00,425.00,2947.00,6589.00,0.00,-1022.00,364.00,-204.00,336.00,232.00,1068.00,-1.00,1069.00,0.00,-88.00,288.00,0.00,771.00,5984.00,-573.00,0.00,8.00,321.00,-620.00
1961:Q3,1241.00,1105.00,505.00,0.00,505.00,601.00,19679.00,-195.00,0.00,125.00,0.00,737.00,145.00,69.00,0.00,1131.00,7960.00,389.00,4702.00,-95.00,1806.00,1158.00,6137.00,889.00,167.00,4674.00,407.00,1444.00,0.00,12.00,0.00,34.00,2080.00,19078.00,1251.00,3441.00,3712.00,0.00,1306.00,262.00,-200.00,542.00,-80.00,578.00,999.00,-421.00,0.00,-164.00,411.00,0.00,899.00,5999.00,-130.00,0.00,8.00,1505.00,136.00
1961:Q4,1257.00,2320.00,529.00,0.00,529.00,1792.00,24238.00,-438.00,0.00,23.00,0.00,1929.00,268.00,72.00,0.00,-1277.00,5615.00,35.00,2466.00,474.00,845.00,1795.00,12073.00,4226.00,1710.00,5144.00,993.00,1741.00,0.00,12.00,0.00,35.00,4185.00,22446.00,1517.00,6951.00,4893.00,0.00,-1348.00,425.00,-2.00,307.00,120.00,2457.00,1962.00,495.00,0.00,-279.00,554.00,0.00,1017.00,6022.00,-207.00,0.00,8.00,436.00,-1064.00
1962:Q1,1333.00,891.00,552.00,0.00,552.00,339.00,7960.00,-226.00,0.00,3.00,0.00,-1717.00,-204.00,69.00,0.00,1512.00,2974.00,443.00,-843.00,632.00,1795.00,947.00,1901.00,-1215.00,-595.00,3669.00,42.00,1685.00,36.00,42.00,0.00,37.00,1848.00,7621.00,-2644.00,-7867.00,8344.00,0.00,1419.00,1374.00,805.00,399.00,170.00,-2405.00,-1474.00,-931.00,0.00,199.00,389.00,10.00,1003.00,5858.00,316.00,0.00,11.00,1614.00,442.00
1962:Q2,1398.00,1353.00,572.00,0.00,572.00,781.00,20704.00,-11.00,0.00,10.00,0.00,122.00,108.00,71.00,0.00,-1040.00,4528.00,-301.00,1011.00,487.00,1591.00,1740.00,9962.00,1751.00,466.00,5466.00,2279.00,2416.00,88.00,58.00,0.00,37.00,4355.00,19923.00,144.00,4142.00,7457.00,0.00,-1133.00,233.00,31.00,361.00,-159.00,1162.00,-60.00,1222.00,0.00,131.00,446.00,0.00,957.00,5759.00,-98.00,0.00,10.00,713.00,45.00
1962:Q3,1410.00,989.00,575.00,0.00,575.00,414.00,17696.00,-416.00,0.00,-48.00,0.00,1882.00,119.00,75.00,0.00,752.00,2032.00,266.00,-266.00,-182.00,931.00,1283.00,8596.00,1392.00,180.00,5860.00,1164.00,1327.00,58.00,60.00,0.00,40.00,3219.00,17282.00,2727.00,-1109.00,4649.00,0.00,828.00,770.00,380.00,589.00,-199.00,931.00,506.00,425.00,0.00,-21.00,163.00,10.00,879.00,5809.00,305.00,0.00,9.00,1332.00,421.00
1962:Q4,1377.00,2187.00,557.00,0.00,557.00,1630.00,29417.00,-268.00,0.00,17.00,0.00,1135.00,300.00,76.00,0.00,-455.00,8860.00,-175.00,4679.00,924.00,1441.00,1991.00,14178.00,5281.00,1473.00,5958.00,1466.00,1696.00,22.00,48.00,0.00,39.00,3768.00,27787.00,-368.00,10206.00,8192.00,0.00,-717.00,767.00,-40.00,288.00,519.00,2573.00,2611.00,-38.00,0.00,17.00,252.00,0.00,803.00,6096.00,32.00,0.00,9.00,-75.00,-810.00
1963:Q1,1259.00,922.00,535.00,0.00,535.00,387.00,6430.00,-85.00,0.00,11.00,0.00,-2876.00,-358.00,61.00,0.00,1199.00,1532.00,412.00,-1478.00,150.00,1009.00,1439.00,3358.00,-2246.00,-56.00,4680.00,980.00,1427.00,4.00,38.00,0.00,42.00,2076.00,6043.00,-2942.00,-8398.00,8585.00,0.00,1515.00,611.00,1024.00,-825.00,412.00,-2948.00,-1357.00,-1591.00,0.00,229.00,219.00,5.00,924.00,6214.00,256.00,0.00,2.00,1771.00,338.00
1963:Q2,1192.00,729.00,543.00,0.00,543.00,186.00,25368.00,-192.00,0.00,9.00,0.00,145.00,74.00,62.00,0.00,-1099.00,4205.00,-224.00,1050.00,135.00,1430.00,1814.00,14763.00,3319.00,2374.00,6729.00,2341.00,2197.00,-20.00,31.00,0.00,41.00,5152.00,25182.00,280.00,5763.00,7431.00,0.00,-1090.00,1417.00,488.00,947.00,-18.00,2233.00,984.00,1249.00,0.00,302.00,119.00,0.00,989.00,6518.00,-530.00,0.00,-1.00,1751.00,464.00
1963:Q3,1174.00,301.00,565.00,0.00,565.00,-264.00,19350.00,-91.00,0.00,1.00,0.00,889.00,39.00,64.00,0.00,611.00,1246.00,-25.00,-1111.00,157.00,932.00,1293.00,11579.00,1455.00,995.00,7207.00,1922.00,1815.00,-14.00,29.00,0.00,44.00,3138.00,19614.00,1594.00,-1408.00,4914.00,0.00,758.00,682.00,-179.00,686.00,175.00,1983.00,1315.00,668.00,0.00,281.00,356.00,5.00,1062.00,6835.00,36.00,0.00,-2.00,2518.00,874.00
1963:Q4,1180.00,1547.00,607.00,0.00,607.00,940.00,29994.00,-45.00,0.00,-10.00,0.00,868.00,137.00,67.00,0.00,-564.00,5587.00,-48.00,2806.00,38.00,1011.00,1780.00,16316.00,5387.00,1963.00,6876.00,2090.00,2352.00,10.00,33.00,0.00,45.00,5198.00,29054.00,48.00,9229.00,8604.00,0.00,-832.00,1752.00,-70.00,840.00,982.00,2050.00,1442.00,608.00,0.00,226.00,273.00,0.00,1131.00,7090.00,-161.00,0.00,-1.00,-355.00,-367.00
1964:Q1,1173.00,1769.00,665.00,0.00,665.00,1104.00,9722.00,66.00,0.00,1.00,0.00,-1276.00,-208.00,82.00,0.00,1358.00,941.00,244.00,-1534.00,-349.00,772.00,1808.00,3630.00,-3389.00,519.00,5196.00,1304.00,1398.00,30.00,36.00,0.00,47.00,3617.00,8618.00,-1509.00,-7297.00,7466.00,0.00,1403.00,1780.00,1234.00,-545.00,1091.00,-2735.00,-3112.00,377.00,0.00,-3.00,55.00,10.00,1056.00,7355.00,354.00,0.00,2.00,681.00,-596.00
1964:Q2,1202.00,1073.00,717.00,0.00,717.00,356.00,27639.00,-128.00,0.00,-1.00,0.00,561.00,76.00,83.00,0.00,-794.00,3574.00,-232.00,262.00,480.00,658.00,2406.00,18383.00,6612.00,1634.00,7038.00,3099.00,2244.00,64.00,38.00,0.00,46.00,3493.00,27283.00,307.00,5119.00,7710.00,0.00,-892.00,1739.00,412.00,762.00,565.00,2828.00,3447.00,-619.00,0.00,29.00,390.00,0.00,1063.00,7608.00,-239.00,0.00,7.00,1614.00,129.00
1964:Q3,1249.00,1415.00,762.00,0.00,762.00,652.00,22014.00,26.00,0.00,-25.00,0.00,337.00,-11.00,88.00,0.00,828.00,5485.00,192.00,3013.00,-106.00,1351.00,1035.00,8140.00,-932.00,-130.00,7053.00,2149.00,1865.00,57.00,39.00,0.00,50.00,5136.00,21362.00,1625.00,2132.00,6029.00,0.00,484.00,983.00,267.00,131.00,585.00,-562.00,-1564.00,1002.00,0.00,-41.00,318.00,10.00,1083.00,7923.00,68.00,0.00,7.00,1303.00,-166.00
1964:Q4,1283.00,1128.00,791.00,0.00,791.00,337.00,31973.00,29.00,0.00,-148.00,0.00,1583.00,221.00,91.00,0.00,-376.00,7050.00,63.00,3336.00,856.00,797.00,1998.00,15794.00,6438.00,869.00,6719.00,1768.00,3117.00,58.00,39.00,0.00,50.00,4466.00,31636.00,323.00,8961.00,9214.00,0.00,-103.00,1146.00,82.00,164.00,900.00,1239.00,1504.00,-265.00,0.00,22.00,427.00,0.00,1110.00,8230.00,24.00,0.00,7.00,1036.00,155.00
1965:Q1,1447.00,934.00,837.00,0.00,837.00,96.00,13506.00,-799.00,0.00,-15.00,0.00,-1998.00,-382.00,109.00,0.00,777.00,1106.00,50.00,-2241.00,247.00,1377.00,1673.00,8809.00,1361.00,395.00,5602.00,1451.00,1976.00,21.00,39.00,0.00,52.00,3811.00,13410.00,-974.00,-7858.00,9672.00,0.00,775.00,1613.00,952.00,171.00,490.00,-2024.00,-1409.00,-615.00,0.00,-33.00,568.00,10.00,1067.00,8411.00,-101.00,0.00,-9.00,2293.00,513.00
1965:Q2,1499.00,1870.00,859.00,0.00,859.00,1010.00,32595.00,-600.00,0.00,22.00,0.00,1862.00,17.00,110.00,0.00,-562.00,4202.00,220.00,-63.00,141.00,1624.00,2280.00,19172.00,6422.00,1912.00,7039.00,3799.00,3032.00,25.00,38.00,0.00,53.00,5224.00,31585.00,2501.00,5444.00,7581.00,0.00,-399.00,1774.00,476.00,1232.00,66.00,4088.00,3198.00,890.00,0.00,-213.00,299.00,0.00,1199.00,8578.00,-181.00,0.00,-15.00,929.00,-370.00
1965:Q3,1566.00,1193.00,875.00,0.00,875.00,318.00,17783.00,128.00,0.00,60.00,0.00,-507.00,67.00,117.00,0.00,647.00,1740.00,311.00,-1447.00,307.00,1211.00,1358.00,8551.00,-626.00,-355.00,7398.00,2134.00,2130.00,-18.00,41.00,0.00,56.00,4772.00,17465.00,-591.00,-2100.00,6864.00,0.00,931.00,482.00,120.00,558.00,-196.00,-1180.00,-1655.00,475.00,0.00,-262.00,723.00,10.00,1239.00,9044.00,230.00,0.00,-16.00,2091.00,373.00
1965:Q4,1707.00,2212.00,891.00,0.00,891.00,1321.00,37117.00,-213.00,0.00,103.00,0.00,947.00,452.00,121.00,0.00,-50.00,7598.00,-625.00,5043.00,245.00,484.00,2451.00,18869.00,8600.00,1972.00,6750.00,1547.00,3381.00,-2.00,47.00,0.00,57.00,5807.00,35796.00,-383.00,11805.00,9053.00,0.00,-763.00,683.00,-355.00,193.00,845.00,3671.00,3031.00,640.00,0.00,-198.00,560.00,0.00,1186.00,9629.00,79.00,0.00,-17.00,491.00,-505.00
1966:Q1,1788.00,1537.00,895.00,0.00,895.00,642.00,13889.00,-220.00,0.00,161.00,0.00,-264.00,-380.00,126.00,0.00,20.00,440.00,3.00,-3909.00,691.00,868.00,2787.00,7127.00,-1481.00,1113.00,6495.00,1000.00,2354.00,21.00,55.00,0.00,59.00,4390.00,13247.00,-95.00,-8861.00,6882.00,0.00,-42.00,3142.00,1707.00,1044.00,391.00,-2477.00,-1735.00,-742.00,0.00,64.00,1048.00,10.00,1145.00,9986.00,344.00,0.00,9.00,2092.00,251.00
1966:Q2,1711.00,1532.00,897.00,0.00,897.00,635.00,35166.00,-121.00,0.00,242.00,0.00,664.00,-21.00,128.00,0.00,246.00,3942.00,-110.00,-625.00,1016.00,1217.00,2444.00,20108.00,9372.00,2303.00,6072.00,2361.00,3665.00,36.00,62.00,0.00,60.00,6155.00,34531.00,1843.00,8716.00,5988.00,0.00,-52.00,3019.00,48.00,2654.00,317.00,3434.00,2237.00,1197.00,0.00,157.00,644.00,10.00,1114.00,10252.00,-614.00,0.00,16.00,4.00,179.00
1966:Q3,1722.00,1023.00,901.00,0.00,901.00,122.00,13495.00,46.00,0.00,108.00,0.00,484.00,-3.00,128.00,0.00,478.00,2199.00,501.00,386.00,-614.00,664.00,1262.00,2550.00,-2719.00,-700.00,4741.00,1228.00,1693.00,77.00,66.00,0.00,62.00,5607.00,13373.00,3143.00,-6392.00,2273.00,0.00,260.00,1666.00,377.00,865.00,424.00,-2325.00,-3370.00,1045.00,0.00,-147.00,284.00,10.00,1131.00,10527.00,58.00,0.00,16.00,2869.00,699.00
1966:Q4,1700.00,2763.00,913.00,0.00,913.00,1850.00,33840.00,-18.00,0.00,231.00,0.00,1401.00,514.00,153.00,0.00,455.00,9378.00,202.00,6211.00,351.00,-130.00,2744.00,12487.00,6235.00,1552.00,3475.00,1225.00,4040.00,1.00,66.00,0.00,64.00,5068.00,31990.00,1786.00,10995.00,5201.00,0.00,234.00,3009.00,1601.00,940.00,468.00,2280.00,2830.00,-550.00,0.00,300.00,506.00,10.00,1197.00,10837.00,167.00,0.00,16.00,-4548.00,-1063.00
1967:Q1,1645.00,2268.00,921.00,0.00,921.00,1347.00,17351.00,-559.00,0.00,187.00,0.00,-2049.00,-99.00,127.00,0.00,508.00,9867.00,730.00,2522.00,1020.00,2991.00,2604.00,-953.00,-2885.00,-94.00,2763.00,-737.00,3083.00,-24.00,66.00,0.00,61.00,7136.00,16004.00,-4222.00,-7825.00,13351.00,0.00,775.00,1715.00,1895.00,-480.00,300.00,-3505.00,-2525.00,-980.00,0.00,23.00,518.00,10.00,1241.00,10734.00,452.00,0.00,6.00,2731.00,-623.00
1967:Q2,1705.00,1956.00,955.00,0.00,955.00,1001.00,30915.00,216.00,0.00,108.00,0.00,-121.00,154.00,165.00,0.00,680.00,5890.00,664.00,-2886.00,1270.00,3698.00,3144.00,12046.00,4642.00,119.00,5077.00,2208.00,4410.00,24.00,67.00,0.00,64.00,7212.00,29914.00,433.00,5940.00,11308.00,0.00,811.00,-852.00,-20.00,-465.00,-367.00,135.00,527.00,-392.00,0.00,-244.00,291.00,10.00,1213.00,11079.00,-808.00,0.00,1.00,597.00,-251.00
1967:Q3,1760.00,1572.00,1003.00,0.00,1003.00,569.00,32942.00,128.00,0.00,148.00,0.00,1940.00,91.00,206.00,0.00,-58.00,11856.00,519.00,6173.00,-2.00,1417.00,3749.00,7323.00,-1235.00,397.00,6447.00,1714.00,3870.00,4.00,69.00,0.00,67.00,7298.00,32373.00,4179.00,2759.00,8120.00,0.00,286.00,306.00,140.00,-42.00,208.00,1591.00,997.00,594.00,0.00,-278.00,349.00,10.00,1222.00,11558.00,178.00,0.00,1.00,2092.00,188.00
1967:Q4,1844.00,10733.00,1091.00,0.00,1091.00,9642.00,49322.00,-454.00,0.00,24.00,0.00,1950.00,193.00,284.00,0.00,-30.00,10671.00,-728.00,5056.00,956.00,2336.00,3051.00,25871.00,15646.00,2254.00,6179.00,1792.00,3249.00,38.00,76.00,0.00,70.00,7380.00,39680.00,1872.00,14446.00,7834.00,0.00,276.00,2668.00,734.00,1107.00,827.00,1970.00,1584.00,386.00,0.00,-266.00,-63.00,10.00,1209.00,11851.00,-15.00,0.00,0.00,-2112.00,-8889.00
1968:Q1,1928.00,-5677.00,1211.00,4.00,1207.00,-6888.00,11529.00,-1299.00,0.00,171.00,0.00,569.00,-260.00,76.00,0.00,710.00,7334.00,1638.00,845.00,907.00,1606.00,2338.00,-5423.00,-11235.00,945.00,4825.00,42.00,3162.00,107.00,71.00,0.00,75.00,6236.00,18417.00,-117.00,-11266.00,8791.00,0.00,725.00,3056.00,1613.00,1293.00,150.00,-3177.00,-2536.00,-681.00,40.00,135.00,1064.00,10.00,1200.00,12117.00,298.00,0.00,7.00,5574.00,7605.00
1968:Q2,1996.00,2478.00,1259.00,6.00,1253.00,1219.00,36241.00,-255.00,0.00,-91.00,0.00,-1334.00,390.00,138.00,0.00,143.00,3638.00,-796.00,624.00,424.00,1606.00,1780.00,21083.00,6796.00,3958.00,6698.00,3631.00,4912.00,-52.00,70.00,0.00,75.00,7524.00,35022.00,1881.00,7289.00,4430.00,0.00,834.00,1999.00,416.00,1584.00,-1.00,3770.00,963.00,2767.00,40.00,440.00,426.00,20.00,1192.00,12597.00,-295.00,0.00,10.00,429.00,-482.00
1968:Q3,2004.00,2211.00,1311.00,8.00,1303.00,900.00,41367.00,236.00,0.00,33.00,0.00,3526.00,431.00,256.00,0.00,1041.00,12154.00,587.00,5294.00,736.00,2976.00,2561.00,10266.00,400.00,91.00,6418.00,3357.00,4736.00,11.00,74.00,0.00,82.00,8521.00,40467.00,5036.00,3264.00,9544.00,0.00,476.00,156.00,-22.00,240.00,-62.00,2635.00,749.00,1806.00,80.00,152.00,593.00,20.00,1197.00,13214.00,238.00,0.00,9.00,3933.00,-207.00
1968:Q4,1964.00,3011.00,1368.00,12.00,1356.00,1643.00,49311.00,292.00,0.00,54.00,0.00,316.00,353.00,284.00,0.00,874.00,6895.00,-988.00,1190.00,700.00,3341.00,2652.00,24579.00,10752.00,2625.00,7570.00,3632.00,6219.00,63.00,85.00,0.00,84.00,9214.00,47668.00,-411.00,15822.00,10580.00,0.00,474.00,2138.00,978.00,650.00,510.00,3219.00,3232.00,-53.00,40.00,328.00,429.00,10.00,1214.00,14367.00,-81.00,0.00,7.00,-428.00,-1046.00
1969:Q1,2125.00,888.00,1387.00,17.00,1370.00,-500.00,15701.00,35.00,0.00,31.00,0.00,-1137.00,-177.00,-54.00,0.00,806.00,-2635.00,1414.00,-6941.00,420.00,284.00,2188.00,5529.00,-1543.00,66.00,6130.00,876.00,3842.00,144.00,96.00,0.00,90.00,9131.00,16200.00,1766.00,-13776.00,2516.00,0.00,1845.00,3256.00,2657.00,1239.00,-640.00,-4977.00,-1528.00,-3606.00,157.00,114.00,1089.00,10.00,1226.00,14545.00,405.00,0.00,12.00,8169.00,1237.00
1969:Q2,2056.00,1255.00,1372.00,1.00,1371.00,-117.00,45632.00,-124.00,0.00,-90.00,0.00,-2010.00,-299.00,338.00,0.00,501.00,1702.00,211.00,-2715.00,218.00,1552.00,2436.00,25924.00,8405.00,5291.00,7838.00,4390.00,6615.00,175.00,108.00,0.00,94.00,12698.00,45749.00,4939.00,9385.00,176.00,0.00,1855.00,4727.00,2764.00,2416.00,-453.00,4672.00,1791.00,2870.00,11.00,556.00,813.00,20.00,1233.00,15360.00,-447.00,0.00,17.00,2443.00,801.00
1969:Q3,2027.00,-146.00,1401.00,4.00,1397.00,-1547.00,28786.00,224.00,0.00,25.00,0.00,3710.00,217.00,257.00,0.00,1624.00,184.00,881.00,-2665.00,122.00,-78.00,1924.00,10401.00,-2873.00,3975.00,6963.00,2336.00,3966.00,143.00,112.00,0.00,98.00,7825.00,30333.00,3912.00,-3101.00,-5332.00,0.00,1862.00,6955.00,3168.00,2945.00,842.00,-3261.00,-1740.00,-1531.00,10.00,484.00,911.00,20.00,1247.00,16079.00,292.00,0.00,16.00,10249.00,2173.00
1969:Q4,2056.00,1740.00,1401.00,8.00,1393.00,339.00,48096.00,-548.00,0.00,87.00,0.00,-269.00,168.00,177.00,0.00,1424.00,7086.00,66.00,4008.00,863.00,-209.00,2358.00,21522.00,8925.00,4402.00,5981.00,2214.00,6754.00,148.00,106.00,0.00,103.00,11338.00,47757.00,2519.00,15556.00,1981.00,0.00,1700.00,7192.00,2765.00,3144.00,1283.00,5904.00,2065.00,3787.00,52.00,478.00,518.00,20.00,1266.00,16549.00,-64.00,0.00,16.00,-5878.00,316.00
1970:Q1,2067.00,1387.00,1394.00,2.00,1393.00,-8.00,19104.00,586.00,400.00,52.00,0.00,271.00,-311.00,196.00,0.00,1044.00,1507.00,845.00,-5072.00,1129.00,1458.00,3147.00,378.00,-6884.00,3884.00,4626.00,-1248.00,1356.00,115.00,113.00,0.00,109.00,13288.00,19111.00,-1674.00,-13384.00,4022.00,0.00,501.00,7424.00,3896.00,3928.00,-400.00,-3089.00,-2379.00,-713.00,3.00,170.00,471.00,10.00,1272.00,14087.00,668.00,0.00,13.00,8620.00,680.00
1970:Q2,2058.00,2033.00,1427.00,3.00,1424.00,607.00,40492.00,-420.00,0.00,86.00,0.00,-1326.00,-148.00,304.00,0.00,8.00,8872.00,-1590.00,2681.00,806.00,2731.00,4244.00,18218.00,5854.00,3552.00,6408.00,2404.00,2927.00,483.00,116.00,0.00,114.00,11257.00,39885.00,-976.00,8124.00,12130.00,0.00,468.00,3488.00,1444.00,1758.00,286.00,1856.00,1478.00,363.00,15.00,44.00,464.00,10.00,1264.00,14408.00,-582.00,0.00,9.00,-822.00,24.00
1970:Q3,2280.00,67.00,1489.00,10.00,1479.00,-1423.00,42969.00,-253.00,0.00,88.00,0.00,2391.00,125.00,207.00,0.00,3970.00,18435.00,3567.00,7243.00,1875.00,3392.00,2358.00,9455.00,2923.00,-2524.00,7539.00,1517.00,-382.00,-52.00,119.00,0.00,121.00,8745.00,44391.00,1563.00,1058.00,20320.00,0.00,433.00,-1621.00,-4304.00,2012.00,671.00,1898.00,1129.00,697.00,72.00,-1618.00,547.00,0.00,1305.00,14751.00,380.00,0.00,9.00,5366.00,2213.00
1970:Q4,2482.00,1377.00,1516.00,6.00,1510.00,-140.00,60680.00,-640.00,0.00,75.00,0.00,1429.00,555.00,281.00,0.00,2061.00,21604.00,-1011.00,10488.00,2951.00,4979.00,4197.00,15453.00,6598.00,-669.00,8520.00,1004.00,5335.00,-9.00,124.00,0.00,125.00,14286.00,60819.00,-2702.00,16953.00,18389.00,0.00,543.00,3352.00,-719.00,2087.00,1984.00,3995.00,2077.00,1892.00,26.00,1068.00,93.00,10.00,1394.00,15093.00,119.00,0.00,9.00,2503.00,1105.00
1971:Q1,2425.00,1865.00,1637.00,5.00,1632.00,228.00,41040.00,-210.00,0.00,121.00,0.00,310.00,-92.00,291.00,0.00,183.00,14612.00,965.00,2340.00,1631.00,5063.00,4613.00,4961.00,-4274.00,1385.00,8071.00,-221.00,4685.00,-130.00,73.00,0.00,135.00,16100.00,40812.00,-2026.00,-14165.00,29586.00,0.00,1881.00,296.00,-1460.00,171.00,1585.00,-2280.00,-305.00,-2011.00,36.00,638.00,152.00,10.00,1482.00,14980.00,456.00,0.00,19.00,9783.00,560.00
1971:Q2,2612.00,2109.00,1731.00,9.00,1722.00,378.00,49030.00,-345.00,0.00,150.00,0.00,-924.00,83.00,163.00,0.00,-90.00,9241.00,51.00,-929.00,3203.00,3744.00,3172.00,24493.00,7013.00,386.00,12851.00,4243.00,5281.00,11.00,28.00,0.00,142.00,10797.00,48652.00,-2338.00,14349.00,17570.00,0.00,1917.00,1322.00,160.00,691.00,471.00,-1289.00,1325.00,-2648.00,34.00,1094.00,-2.00,10.00,1566.00,15651.00,-628.00,0.00,20.00,-590.00,504.00
1971:Q3,2858.00,1545.00,1760.00,8.00,1751.00,-215.00,49359.00,-242.00,0.00,127.00,0.00,1254.00,382.00,279.00,0.00,2646.00,5810.00,458.00,-1653.00,1393.00,3549.00,2063.00,20774.00,981.00,775.00,14664.00,4354.00,4941.00,26.00,50.00,0.00,147.00,13165.00,49573.00,281.00,-1836.00,15099.00,0.00,1991.00,4224.00,710.00,2508.00,1006.00,-1274.00,-915.00,-376.00,17.00,1149.00,-317.00,20.00,1612.00,16398.00,236.00,0.00,20.00,11970.00,1313.00
1971:Q4,2942.00,4221.00,1774.00,12.00,1762.00,2448.00,73599.00,5.00,0.00,80.00,0.00,3278.00,359.00,228.00,0.00,2679.00,20394.00,-506.00,8748.00,2367.00,4221.00,5564.00,27834.00,7646.00,1091.00,14425.00,4672.00,4999.00,-70.00,140.00,0.00,157.00,13516.00,71151.00,1313.00,19700.00,19588.00,0.00,2221.00,5578.00,1370.00,2533.00,1675.00,4995.00,2559.00,2389.00,47.00,265.00,284.00,20.00,1621.00,17037.00,-100.00,0.00,18.00,-1389.00,-1280.00
1972:Q1,3060.00,1993.00,1770.00,17.00,1753.00,224.00,48909.00,-584.00,0.00,268.00,0.00,513.00,-350.00,150.00,0.00,1098.00,11635.00,1206.00,-468.00,3186.00,3444.00,4267.00,17115.00,1038.00,2209.00,12656.00,1212.00,3831.00,-40.00,234.00,0.00,166.00,14872.00,48685.00,-2534.00,-12872.00,24961.00,0.00,3639.00,3487.00,295.00,1456.00,1736.00,-2113.00,1283.00,-3445.00,49.00,761.00,-124.00,20.00,1639.00,18215.00,217.00,0.00,18.00,13371.00,1067.00
1972:Q2,3162.00,1315.00,1777.00,28.00,1749.00,-463.00,63652.00,125.00,0.00,171.00,0.00,-2514.00,355.00,319.00,0.00,400.00,9872.00,-74.00,-727.00,2687.00,3231.00,4755.00,35110.00,9467.00,1349.00,17513.00,6781.00,6020.00,14.00,334.00,0.00,174.00,13272.00,64114.00,-516.00,7367.00,20905.00,0.00,2995.00,3640.00,-762.00,2640.00,1762.00,2345.00,1830.00,313.00,202.00,863.00,-555.00,20.00,1667.00,19383.00,-598.00,0.00,14.00,6584.00,1847.00
1972:Q3,3114.00,2336.00,1803.00,21.00,1782.00,534.00,60294.00,-59.00,0.00,134.00,0.00,2406.00,234.00,382.00,0.00,2905.00,8954.00,2529.00,-2021.00,2102.00,2849.00,3495.00,27778.00,4162.00,246.00,18379.00,4991.00,4608.00,20.00,345.00,0.00,186.00,12401.00,59760.00,-73.00,1861.00,20688.00,0.00,1942.00,2712.00,-461.00,1735.00,1438.00,1313.00,2254.00,-1053.00,112.00,379.00,-183.00,20.00,1694.00,20041.00,336.00,0.00,14.00,9016.00,777.00
