1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q3,6762440.00,5586081.00,4905292.00,2901479.00,2003813.00,428482.00,33381.00,395101.00,81356.00,170951.00,1176359.00,168775.00,165996.00,36037.00,39608.00,36878.00,2730.00,24679.00,24679.00,0.00,263327.00,477937.00,77495.00,3026.00,397416.00,2377687.00,1662150.00,335401.00,118591.00,1208159.00,216520.00,50261.00,3930.00,444825.00,4384753.00,1825992.00,961951.00,37.91
1999:Q4,6944990.00,5719094.00,5026713.00,2973374.00,2053339.00,433927.00,33682.00,400245.00,83547.00,174907.00,1225896.00,172553.00,179509.00,40708.00,39877.00,37179.00,2698.00,24087.00,24087.00,0.00,272556.00,496606.00,77309.00,3031.00,416266.00,2464857.00,1719840.00,351696.00,121232.00,1246912.00,225220.00,52989.00,3566.00,463242.00,4480133.00,1847388.00,974800.00,38.39
2000:Q1,7091581.00,5801567.00,5097094.00,3043634.00,2053460.00,439914.00,33965.00,405949.00,86642.00,177917.00,1290014.00,179677.00,197527.00,41187.00,40310.00,37675.00,2635.00,23924.00,23924.00,0.00,288726.00,518663.00,77508.00,3046.00,438109.00,2546002.00,1762971.00,360317.00,124126.00,1278528.00,235288.00,58902.00,3289.00,485552.00,4545579.00,1881709.00,993117.00,38.78
2000:Q2,7231254.00,5871088.00,5161924.00,3109489.00,2052435.00,441939.00,34507.00,407432.00,89588.00,177637.00,1360165.00,184288.00,216045.00,41462.00,40493.00,37921.00,2572.00,23760.00,23760.00,0.00,310127.00,543990.00,77796.00,3018.00,463177.00,2643766.00,1825621.00,384670.00,126084.00,1314867.00,248504.00,61712.00,3568.00,504362.00,4587487.00,1903138.00,1006034.00,39.80
2000:Q3,7522740.00,6104229.00,5389369.00,3190788.00,2198581.00,446471.00,34751.00,411720.00,93006.00,175382.00,1418511.00,183887.00,232063.00,44994.00,41426.00,38917.00,2509.00,23597.00,23597.00,0.00,327177.00,565368.00,77922.00,3026.00,484419.00,2712323.00,1862433.00,390255.00,126431.00,1345747.00,258764.00,60513.00,3590.00,527023.00,4810417.00,1921707.00,1018195.00,38.72
2000:Q4,7743315.00,6270661.00,5536211.00,3275280.00,2260931.00,453208.00,35032.00,418176.00,96434.00,184807.00,1472654.00,180978.00,247580.00,49393.00,42608.00,40162.00,2446.00,23434.00,23434.00,0.00,342148.00,586513.00,77211.00,3065.00,506237.00,2796065.00,1912259.00,402119.00,128666.00,1381473.00,266732.00,64640.00,3251.00,549183.00,4947251.00,1941170.00,1031876.00,38.65
2001:Q1,7843942.00,6329985.00,5600084.00,3346864.00,2253220.00,445633.00,35530.00,410103.00,96435.00,187833.00,1513957.00,186196.00,250115.00,52366.00,44040.00,41329.00,2711.00,24276.00,24276.00,0.00,342111.00,614853.00,77631.00,3018.00,534204.00,2845964.00,1948751.00,414191.00,127265.00,1407294.00,266340.00,64763.00,3138.00,562973.00,4997978.00,1968044.00,1045491.00,38.99
2001:Q2,7955388.00,6398198.00,5665013.00,3409380.00,2255633.00,449871.00,35609.00,414262.00,97933.00,185381.00,1557190.00,190155.00,252399.00,53986.00,45222.00,42246.00,2976.00,25115.00,25115.00,0.00,342653.00,647660.00,78144.00,3496.00,566020.00,2904800.00,1995242.00,427553.00,130340.00,1437349.00,264596.00,65078.00,3121.00,576763.00,5050588.00,1994191.00,1059599.00,39.51
2001:Q3,8085258.00,6495275.00,5758947.00,3466041.00,2292906.00,456347.00,35950.00,420397.00,99643.00,180338.00,1589983.00,187852.00,253683.00,55664.00,45652.00,42412.00,3240.00,25956.00,25956.00,0.00,343626.00,677550.00,79853.00,3509.00,594187.00,2955613.00,2031809.00,436375.00,124915.00,1470518.00,262910.00,67078.00,3264.00,590553.00,5129645.00,2027666.00,1074041.00,39.61
2001:Q4,8149224.00,6519683.00,5769546.00,3521653.00,2247893.00,470151.00,36214.00,433937.00,105302.00,174685.00,1629541.00,181773.00,254718.00,58981.00,46334.00,42829.00,3505.00,26797.00,26797.00,0.00,343919.00,717019.00,79999.00,3517.00,633503.00,3014062.00,2075739.00,445635.00,125069.00,1505035.00,261979.00,68689.00,3312.00,604343.00,5135162.00,2040442.00,1086885.00,40.42
2002:Q1,8267646.00,6620301.00,5865715.00,3599311.00,2266404.00,470424.00,36509.00,433915.00,108156.00,176005.00,1647346.00,182469.00,258331.00,58231.00,46302.00,42831.00,3471.00,26639.00,26639.00,0.00,348578.00,726796.00,80862.00,3515.00,642418.00,3059726.00,2110063.00,449460.00,125223.00,1535379.00,267840.00,69438.00,3362.00,609023.00,5207920.00,2048327.00,1091852.00,40.52
2002:Q2,8361199.00,6693484.00,5934600.00,3685269.00,2249331.00,474004.00,36556.00,437448.00,111002.00,173879.00,1667714.00,183149.00,261945.00,59241.00,46270.00,42833.00,3437.00,26482.00,26482.00,0.00,353327.00,737301.00,82172.00,3530.00,651599.00,3112078.00,2151548.00,457797.00,126608.00,1567143.00,273731.00,69679.00,3417.00,613703.00,5249121.00,2072383.00,1102887.00,40.99
2002:Q3,8495228.00,6809597.00,6041248.00,3764398.00,2276850.00,478128.00,36651.00,441477.00,113453.00,176768.00,1685631.00,183820.00,265558.00,57595.00,46238.00,42835.00,3403.00,26326.00,26326.00,0.00,358077.00,748018.00,83685.00,3554.00,660779.00,3161190.00,2188756.00,463866.00,126024.00,1598866.00,280682.00,69919.00,3449.00,618384.00,5334038.00,2093902.00,1115328.00,41.03
2002:Q4,8667915.00,6959726.00,6175713.00,3861135.00,2314578.00,485481.00,36878.00,448603.00,115489.00,183043.00,1708189.00,184492.00,269172.00,61325.00,46206.00,42837.00,3369.00,26167.00,26167.00,0.00,362826.00,758001.00,84470.00,3570.00,669960.00,3212186.00,2227609.00,469317.00,127706.00,1630586.00,287373.00,70160.00,3980.00,623064.00,5455729.00,2142216.00,1131760.00,40.83
2003:Q1,8877479.00,7149139.00,6351432.00,3958773.00,2392659.00,493751.00,36778.00,456973.00,120025.00,183931.00,1728340.00,186025.00,280340.00,61898.00,46550.00,43351.00,3199.00,26196.00,26196.00,0.00,356544.00,770787.00,86127.00,3612.00,681048.00,3230622.00,2243837.00,469833.00,127325.00,1646678.00,283885.00,70033.00,3956.00,628911.00,5646857.00,2191468.00,1146443.00,39.74
2003:Q2,9028901.00,7280446.00,6473970.00,4046426.00,2427544.00,498409.00,36560.00,461849.00,124277.00,183790.00,1748455.00,187545.00,291507.00,62471.00,46895.00,43866.00,3029.00,26226.00,26226.00,0.00,350261.00,783549.00,87233.00,3633.00,692684.00,3247049.00,2263239.00,473866.00,126675.00,1662697.00,275152.00,69905.00,3996.00,634758.00,5781851.00,2199083.00,1146783.00,39.14
2003:Q3,9166275.00,7397711.00,6575761.00,4145157.00,2430604.00,501197.00,36873.00,464324.00,126142.00,194611.00,1768564.00,189064.00,302675.00,63045.00,47239.00,44380.00,2859.00,26256.00,26256.00,0.00,343979.00,796307.00,89026.00,3692.00,703588.00,3262544.00,2280451.00,476920.00,124829.00,1678702.00,267762.00,69778.00,3948.00,640605.00,5903732.00,2220223.00,1155564.00,38.63
2003:Q4,9302327.00,7513663.00,6689703.00,4253540.00,2436163.00,501844.00,36974.00,464870.00,125887.00,196229.00,1788664.00,190580.00,313842.00,63618.00,47584.00,44895.00,2689.00,26284.00,26284.00,0.00,337696.00,809060.00,89182.00,4165.00,715714.00,3282078.00,2301508.00,479685.00,127102.00,1694721.00,261193.00,69650.00,3275.00,646452.00,6020249.00,2267313.00,1172180.00,38.23
2004:Q1,9655613.00,7774240.00,6924346.00,4377457.00,2546889.00,516374.00,37348.00,479026.00,131434.00,202085.00,1881373.00,221119.00,306840.00,64236.00,49324.00,46220.00,3104.00,27422.00,27422.00,0.00,344356.00,868076.00,90574.00,4258.00,773244.00,3376724.00,2367099.00,492506.00,131552.00,1743041.00,270966.00,71739.00,3276.00,663644.00,6278889.00,2322735.00,1195673.00,37.70
2004:Q2,10067948.00,8093894.00,7219151.00,4557002.00,2662149.00,529431.00,37764.00,491667.00,136034.00,209278.00,1974054.00,246571.00,304767.00,65004.00,51064.00,47545.00,3519.00,28561.00,28561.00,0.00,351016.00,927071.00,91941.00,4264.00,830866.00,3461757.00,2429778.00,500461.00,128881.00,1800436.00,274221.00,73827.00,3095.00,680836.00,6606191.00,2376452.00,1222137.00,36.78
2004:Q3,10503159.00,8436401.00,7560933.00,4743273.00,2817660.00,533546.00,37982.00,495564.00,137110.00,204811.00,2066759.00,272032.00,302693.00,65772.00,52804.00,48870.00,3934.00,29698.00,29698.00,0.00,357675.00,986085.00,93471.00,4255.00,888358.00,3547386.00,2491886.00,507169.00,126840.00,1857877.00,278522.00,75915.00,3035.00,698028.00,6955773.00,2428094.00,1252113.00,35.82
2004:Q4,10858920.00,8699437.00,7821806.00,4925061.00,2896745.00,535989.00,38534.00,497455.00,135321.00,206322.00,2159482.00,297499.00,300620.00,66541.00,54544.00,50195.00,4349.00,30836.00,30836.00,0.00,364335.00,1045108.00,93755.00,4209.00,947144.00,3637371.00,2556249.00,512636.00,128283.00,1915330.00,284875.00,78004.00,3023.00,715220.00,7221549.00,2475596.00,1287756.00,35.40
2005:Q1,11208990.00,8940249.00,8033664.00,5103126.00,2930538.00,554516.00,39881.00,514635.00,141631.00,210438.00,2268741.00,316642.00,306494.00,67152.00,56063.00,51689.00,4374.00,32172.00,32172.00,0.00,380986.00,1109232.00,94645.00,4254.00,1010333.00,3769079.00,2632396.00,548794.00,123993.00,1959610.00,302335.00,80173.00,3281.00,750894.00,7439911.00,2522361.00,1322996.00,35.38
2005:Q2,11629503.00,9251480.00,8330512.00,5299080.00,3031432.00,567771.00,40742.00,527029.00,145471.00,207726.00,2378023.00,335791.00,312369.00,67763.00,57582.00,53184.00,4398.00,33509.00,33509.00,0.00,397638.00,1173371.00,95687.00,4052.00,1073632.00,3904810.00,2720114.00,590195.00,125993.00,2003926.00,312563.00,82342.00,3222.00,786569.00,7724693.00,2579075.00,1352460.00,35.21
2005:Q3,12054791.00,9567411.00,8638029.00,5522977.00,3115052.00,570099.00,41338.00,528761.00,146619.00,212664.00,2487380.00,354968.00,318243.00,68374.00,59102.00,54679.00,4423.00,34846.00,34846.00,0.00,414289.00,1237558.00,98261.00,4124.00,1135173.00,4039907.00,2807254.00,631127.00,127763.00,2048365.00,322805.00,84511.00,3093.00,822243.00,8014884.00,2644579.00,1389174.00,35.03
2005:Q4,12505034.00,9908256.00,8967741.00,5729208.00,3238533.00,574445.00,41735.00,532710.00,147638.00,218432.00,2596778.00,374158.00,324117.00,68985.00,60621.00,56174.00,4447.00,36182.00,36182.00,0.00,430941.00,1301774.00,99280.00,4125.00,1198369.00,4180473.00,2898033.00,670525.00,134646.00,2092862.00,334528.00,86680.00,3315.00,857917.00,8324561.00,2710267.00,1429414.00,34.81
2006:Q1,12793563.00,10066858.00,9116306.00,5803895.00,3312411.00,583158.00,42603.00,540555.00,154150.00,213244.00,2726705.00,392810.00,329189.00,69779.00,60989.00,56213.00,4776.00,35797.00,35797.00,0.00,440929.00,1397212.00,100271.00,4131.00,1292811.00,4325553.00,2998001.00,696840.00,137537.00,2163624.00,341284.00,88932.00,3267.00,894069.00,8468010.00,2770206.00,1468822.00,35.40
2006:Q2,13046389.00,10189704.00,9225386.00,5790711.00,3434675.00,591256.00,42909.00,548347.00,158297.00,214765.00,2856685.00,411481.00,334261.00,70573.00,61358.00,56252.00,5106.00,35411.00,35411.00,0.00,450917.00,1492683.00,101721.00,4151.00,1386811.00,4471872.00,3105238.00,727832.00,142947.00,2234459.00,342693.00,91184.00,2536.00,930221.00,8574517.00,2810925.00,1503727.00,36.21
2006:Q3,13313539.00,10326882.00,9340674.00,5777788.00,3562886.00,604446.00,43671.00,560775.00,159605.00,222157.00,2986657.00,430149.00,339333.00,71367.00,61726.00,56291.00,5435.00,35024.00,35024.00,0.00,460905.00,1588152.00,103090.00,4247.00,1480816.00,4615785.00,3207623.00,757482.00,144865.00,2305277.00,345993.00,93437.00,2358.00,966373.00,8697754.00,2834159.00,1526709.00,36.88
2006:Q4,13508429.00,10391782.00,9388934.00,5809641.00,3579293.00,620486.00,44430.00,576056.00,159523.00,222839.00,3116647.00,448825.00,344405.00,72160.00,62093.00,56329.00,5764.00,34638.00,34638.00,0.00,470893.00,1683633.00,103723.00,4297.00,1575613.00,4764088.00,3313430.00,785817.00,151486.00,2376127.00,348868.00,95689.00,3576.00,1002525.00,8744341.00,2866000.00,1559628.00,37.89
2007:Q1,13809079.00,10572546.00,9542799.00,5835450.00,3707349.00,632316.00,44703.00,587613.00,163827.00,233604.00,3236533.00,465553.00,348134.00,72703.00,62724.00,57082.00,5642.00,36499.00,36499.00,0.00,484579.00,1766341.00,104830.00,4571.00,1656940.00,4910920.00,3427283.00,819379.00,154955.00,2452949.00,357432.00,96634.00,3574.00,1025997.00,8898159.00,2891905.00,1591847.00,38.52
2007:Q2,13981244.00,10624842.00,9579915.00,5747914.00,3832001.00,644415.00,45125.00,599290.00,167225.00,233287.00,3356402.00,482276.00,351864.00,73245.00,63353.00,57834.00,5519.00,38359.00,38359.00,0.00,498264.00,1849041.00,105919.00,4878.00,1738243.00,5056512.00,3542752.00,856401.00,156606.00,2529745.00,363136.00,97580.00,3576.00,1049469.00,8924731.00,2893400.00,1607656.00,39.70
2007:Q3,14128162.00,10651882.00,9588996.00,5596627.00,3992369.00,652833.00,45340.00,607493.00,169688.00,240365.00,3476281.00,499002.00,355593.00,73788.00,63984.00,58587.00,5397.00,40220.00,40220.00,0.00,511950.00,1931744.00,107150.00,4951.00,1819643.00,5201682.00,3657432.00,891441.00,159442.00,2606549.00,369455.00,98525.00,3329.00,1072940.00,8926481.00,2902174.00,1625830.00,40.97
2007:Q4,14152414.00,10556313.00,9479503.00,5434793.00,4044710.00,659421.00,45483.00,613938.00,170100.00,247289.00,3596101.00,515709.00,359322.00,74330.00,64613.00,59339.00,5274.00,42081.00,42081.00,0.00,525635.00,2014411.00,107403.00,5006.00,1902002.00,5349513.00,3775124.00,926667.00,165180.00,2683276.00,374906.00,99471.00,3600.00,1096412.00,8802901.00,2910133.00,1647427.00,42.88
2008:Q1,13877258.00,10256719.00,9176376.00,5257743.00,3918633.00,650356.00,45520.00,604836.00,171221.00,258766.00,3620539.00,516694.00,359014.00,74591.00,62642.00,57456.00,5186.00,41337.00,41337.00,0.00,524893.00,2041367.00,109504.00,5796.00,1926067.00,5473034.00,3859101.00,953754.00,175122.00,2730225.00,384454.00,101142.00,3353.00,1124984.00,8404224.00,2919250.00,1667878.00,45.92
2008:Q2,13538544.00,9893648.00,8801525.00,5057915.00,3743610.00,646165.00,45453.00,600712.00,171566.00,274391.00,3644896.00,517652.00,358705.00,74853.00,60670.00,55572.00,5098.00,40596.00,40596.00,0.00,524150.00,2068270.00,110532.00,5900.00,1951838.00,5583819.00,3946651.00,986505.00,183110.00,2777035.00,377438.00,102812.00,3362.00,1153556.00,7954725.00,2925570.00,1682398.00,49.61
2008:Q3,13454857.00,9785683.00,8685376.00,4850509.00,3834867.00,659565.00,46377.00,613188.00,174173.00,266569.00,3669174.00,518582.00,358396.00,75114.00,58699.00,53689.00,5010.00,39853.00,39853.00,0.00,523408.00,2095121.00,112279.00,6091.00,1976751.00,5690525.00,4018331.00,1016752.00,177839.00,2823740.00,382011.00,104483.00,3572.00,1182128.00,7764332.00,2910496.00,1711864.00,51.75
2008:Q4,13118561.00,9425174.00,8307320.00,4594997.00,3712323.00,699595.00,46584.00,653011.00,178630.00,239630.00,3693387.00,519491.00,358087.00,75375.00,56728.00,51806.00,4922.00,39109.00,39109.00,0.00,522666.00,2121931.00,111637.00,6362.00,2003932.00,5795202.00,4093992.00,1046247.00,177435.00,2870309.00,380708.00,106154.00,3650.00,1210699.00,7323359.00,2881676.00,1750002.00,55.90
2009:Q1,12721070.00,9056890.00,7944914.00,4365339.00,3579575.00,699990.00,46446.00,653544.00,179884.00,232103.00,3664179.00,523230.00,356894.00,74960.00,55353.00,50390.00,4963.00,38808.00,38808.00,0.00,516084.00,2098850.00,108853.00,5771.00,1984226.00,5792092.00,4078801.00,1031753.00,175687.00,2871361.00,386590.00,104589.00,3251.00,1218861.00,6928978.00,2855946.00,1729044.00,58.87
2009:Q2,12233053.00,8598210.00,7488401.00,4226738.00,3261663.00,703631.00,46066.00,657565.00,180508.00,225670.00,3634843.00,526928.00,355701.00,74545.00,53978.00,48975.00,5003.00,38506.00,38506.00,0.00,509502.00,2075684.00,106342.00,5872.00,1963469.00,5771520.00,4048563.00,1003349.00,174729.00,2870485.00,389697.00,103024.00,3213.00,1227023.00,6461534.00,2815679.00,1682823.00,62.66
2009:Q3,11872917.00,8267412.00,7161332.00,4156642.00,3004690.00,703211.00,44831.00,658380.00,183010.00,219859.00,3605505.00,530624.00,354508.00,74130.00,52604.00,47560.00,5044.00,38204.00,38204.00,0.00,502920.00,2052516.00,104009.00,6065.00,1942441.00,5751164.00,4016193.00,974568.00,172012.00,2869613.00,394508.00,101459.00,3819.00,1235185.00,6121752.00,2795221.00,1646778.00,65.61
2009:Q4,11845114.00,8268791.00,7166738.00,4143771.00,3022967.00,696325.00,43975.00,652350.00,183190.00,222538.00,3576322.00,534373.00,353315.00,73714.00,51229.00,46145.00,5084.00,37902.00,37902.00,0.00,496338.00,2029452.00,101833.00,6340.00,1921279.00,5730979.00,3985381.00,944247.00,172126.00,2869007.00,397573.00,99893.00,4786.00,1243347.00,6114134.00,2815406.00,1661589.00,65.18
2010:Q1,11865227.00,8250984.00,7130030.00,4153995.00,2976035.00,704156.00,43464.00,660692.00,185578.00,231219.00,3614243.00,533667.00,354048.00,74492.00,51844.00,46624.00,5220.00,38945.00,38945.00,0.00,505596.00,2055651.00,109069.00,6355.00,1940226.00,5712099.00,3972430.00,937059.00,170467.00,2864905.00,409416.00,99710.00,4743.00,1225800.00,6153128.00,2826474.00,1666424.00,64.56
2010:Q2,12120204.00,8467973.00,7337767.00,4191804.00,3145963.00,710938.00,42987.00,667951.00,189547.00,229721.00,3652231.00,532986.00,354781.00,75269.00,52460.00,47104.00,5356.00,39986.00,39986.00,0.00,514854.00,2081895.00,117226.00,6433.00,1958236.00,5700777.00,3965255.00,935033.00,169401.00,2860822.00,417639.00,99527.00,4817.00,1213539.00,6419427.00,2812973.00,1670832.00,61.77
2010:Q3,12248255.00,8557963.00,7414485.00,4231451.00,3183034.00,713548.00,42792.00,670756.00,190387.00,239544.00,3690292.00,532330.00,355514.00,76047.00,53074.00,47583.00,5491.00,41027.00,41027.00,0.00,524112.00,2108188.00,124856.00,6736.00,1976596.00,5690356.00,3962144.00,931413.00,173971.00,2856759.00,422758.00,99344.00,4832.00,1201278.00,6557900.00,2817650.00,1675831.00,60.42
2010:Q4,12417335.00,8689052.00,7533163.00,4277967.00,3255196.00,709154.00,42184.00,666970.00,189865.00,256870.00,3728284.00,531649.00,356247.00,76824.00,53689.00,48062.00,5627.00,42070.00,42070.00,0.00,533371.00,2134433.00,131705.00,6717.00,1996012.00,5672164.00,3950862.00,927437.00,170753.00,2852672.00,427828.00,99161.00,5296.00,1189017.00,6745171.00,2839583.00,1680186.00,58.57
2011:Q1,12595142.00,8817607.00,7621555.00,4299447.00,3322108.00,723160.00,41896.00,681264.00,194821.00,278071.00,3777535.00,537817.00,357745.00,77035.00,53965.00,48273.00,5692.00,40618.00,40618.00,0.00,548616.00,2161739.00,129383.00,6680.00,2025676.00,5661618.00,3932583.00,917092.00,172387.00,2843103.00,440785.00,99307.00,5188.00,1183755.00,6933524.00,2841098.00,1690813.00,56.72
2011:Q2,12656987.00,8830175.00,7614932.00,4326466.00,3288466.00,737410.00,42465.00,694945.00,197908.00,279924.00,3826812.00,543993.00,359242.00,77247.00,54240.00,48484.00,5756.00,39167.00,39167.00,0.00,563861.00,2189062.00,128869.00,6810.00,2053384.00,5654323.00,3915030.00,912174.00,169246.00,2833610.00,456111.00,99453.00,5236.00,1178493.00,7002664.00,2844832.00,1709862.00,55.91
2011:Q3,12807730.00,8931715.00,7707916.00,4425346.00,3282570.00,740282.00,43541.00,696741.00,198646.00,284871.00,3876015.00,550144.00,360740.00,77458.00,54516.00,48695.00,5821.00,37715.00,37715.00,0.00,579106.00,2216336.00,127764.00,6973.00,2081600.00,5647210.00,3897432.00,906635.00,166743.00,2824053.00,471694.00,99599.00,5255.00,1173230.00,7160520.00,2837171.00,1720391.00,54.43
2011:Q4,13046691.00,9121552.00,7892856.00,4494266.00,3398590.00,740737.00,43941.00,696796.00,196630.00,291330.00,3925138.00,556268.00,362237.00,77670.00,54791.00,48906.00,5885.00,36264.00,36264.00,0.00,594351.00,2243557.00,127036.00,7004.00,2109517.00,5643034.00,3886609.00,900943.00,171334.00,2814331.00,482650.00,99745.00,6062.00,1167968.00,7403656.00,2831183.00,1730087.00,52.50
2012:Q1,13197289.00,9196703.00,7952119.00,4503109.00,3449010.00,751541.00,44524.00,707017.00,201376.00,291667.00,4000586.00,571136.00,364757.00,78423.00,55845.00,49910.00,5935.00,35661.00,35661.00,0.00,595493.00,2299271.00,129897.00,7083.00,2162291.00,5699502.00,3925634.00,914529.00,172949.00,2838155.00,485153.00,101647.00,6160.00,1180909.00,7497787.00,2828636.00,1753804.00,52.36
2012:Q2,13434202.00,9358293.00,8108670.00,4595031.00,3513639.00,756802.00,44690.00,712112.00,204286.00,288535.00,4075909.00,585963.00,367276.00,79177.00,56898.00,50914.00,5984.00,35057.00,35057.00,0.00,596635.00,2354903.00,134060.00,6997.00,2213846.00,5762659.00,3971020.00,934542.00,174649.00,2861829.00,487587.00,103549.00,6654.00,1193849.00,7671542.00,2842804.00,1774119.00,51.76
2012:Q3,13798358.00,9647209.00,8382787.00,4741178.00,3641609.00,765988.00,44390.00,721598.00,206511.00,291923.00,4151149.00,600761.00,369796.00,79930.00,57952.00,51918.00,6034.00,34453.00,34453.00,0.00,597777.00,2410480.00,137800.00,7097.00,2265583.00,5823006.00,4013551.00,951191.00,177009.00,2885351.00,490520.00,105451.00,6695.00,1206790.00,7975352.00,2871267.00,1781981.00,50.32
2012:Q4,14041710.00,9815424.00,8548724.00,4841383.00,3707341.00,772644.00,44368.00,728276.00,204734.00,289321.00,4226286.00,615524.00,372315.00,80684.00,59005.00,52922.00,6083.00,33851.00,33851.00,0.00,598920.00,2465987.00,142457.00,7150.00,2316380.00,5884253.00,4057342.00,967998.00,180553.00,2908790.00,493495.00,107353.00,6332.00,1219731.00,8157457.00,2897078.00,1780820.00,49.74
2013:Q1,14296906.00,9994442.00,8718915.00,4939708.00,3779207.00,780727.00,44156.00,736571.00,206800.00,287999.00,4302465.00,618532.00,375196.00,81190.00,59134.00,53481.00,5653.00,34101.00,34101.00,0.00,611130.00,2523182.00,135433.00,7104.00,2380645.00,5925838.00,4075289.00,967455.00,179982.00,2927852.00,505866.00,108146.00,6354.00,1230182.00,8371069.00,2933540.00,1795335.00,48.68
2013:Q2,14655030.00,10276428.00,8990679.00,5063259.00,3927420.00,790303.00,43876.00,746427.00,210620.00,284827.00,4378602.00,621526.00,378077.00,81696.00,59263.00,54041.00,5222.00,34350.00,34350.00,0.00,623340.00,2580350.00,129530.00,7368.00,2443452.00,5973415.00,4103713.00,976307.00,180452.00,2946954.00,513829.00,108940.00,6300.00,1240633.00,8681615.00,2964517.00,1818413.00,47.27
2013:Q3,15058147.00,10603499.00,9301264.00,5218424.00,4082840.00,806434.00,43576.00,762858.00,213060.00,282741.00,4454648.00,624489.00,380958.00,82202.00,59392.00,54600.00,4792.00,34599.00,34599.00,0.00,635551.00,2637457.00,123100.00,7623.00,2506734.00,6020261.00,4130702.00,983386.00,181295.00,2966021.00,522005.00,109733.00,6736.00,1251085.00,9037886.00,2997675.00,1831366.00,45.70
2013:Q4,15379971.00,10849197.00,9537339.00,5363754.00,4173585.00,810707.00,43526.00,767181.00,214340.00,286811.00,4530774.00,627481.00,383839.00,82707.00,59520.00,55159.00,4361.00,34848.00,34848.00,0.00,647761.00,2694618.00,116367.00,7737.00,2570514.00,6068735.00,4162071.00,990310.00,186620.00,2985141.00,527517.00,110527.00,7085.00,1261536.00,9311236.00,3047699.00,1852133.00,44.70
2014:Q1,15588680.00,10947311.00,9602437.00,5400421.00,4202016.00,824308.00,43505.00,780803.00,220175.00,300391.00,4641369.00,644791.00,387761.00,83440.00,59946.00,55668.00,4278.00,34753.00,34753.00,0.00,653057.00,2777621.00,118954.00,8009.00,2650658.00,6157783.00,4225268.00,1006399.00,187460.00,3031408.00,531993.00,112239.00,7270.00,1281013.00,9430897.00,3098795.00,1877309.00,44.80
2014:Q2,15877532.00,11125571.00,9766674.00,5432331.00,4334343.00,835847.00,42915.00,792932.00,223727.00,299323.00,4751962.00,662100.00,391682.00,84172.00,60373.00,56178.00,4195.00,34659.00,34659.00,0.00,658353.00,2860623.00,122760.00,8092.00,2729771.00,6253331.00,4295876.00,1030092.00,188151.00,3077634.00,535412.00,113951.00,7602.00,1300490.00,9624202.00,3095842.00,1893878.00,44.64
2014:Q3,16169694.00,11307061.00,9945531.00,5525561.00,4419970.00,839626.00,43037.00,796589.00,224562.00,297342.00,4862634.00,679436.00,395604.00,84904.00,60800.00,56688.00,4112.00,34564.00,34564.00,0.00,663649.00,2943677.00,126366.00,8270.00,2809040.00,6348419.00,4366884.00,1052816.00,190091.00,3123977.00,538238.00,115663.00,7667.00,1319967.00,9821275.00,3137442.00,1909736.00,44.46
2014:Q4,16527615.00,11554210.00,10186113.00,5648545.00,4537568.00,849125.00,42709.00,806416.00,222685.00,296287.00,4973405.00,696805.00,399525.00,85636.00,61226.00,57197.00,4029.00,34470.00,34470.00,0.00,668945.00,3026798.00,129119.00,8481.00,2889198.00,6448024.00,4443544.00,1077056.00,195959.00,3170529.00,537455.00,117374.00,10207.00,1339444.00,10079591.00,3163632.00,1919050.00,44.08
2015:Q1,16872634.00,11829777.00,10453127.00,5821176.00,4631951.00,859613.00,42682.00,816931.00,228579.00,288458.00,5042857.00,705382.00,405568.00,86931.00,62152.00,58062.00,4090.00,34992.00,34992.00,0.00,679063.00,3068769.00,125806.00,8571.00,2934392.00,6532229.00,4500670.00,1098775.00,194071.00,3207824.00,552685.00,118116.00,11003.00,1349756.00,10340405.00,3160033.00,1916572.00,43.53
2015:Q2,17122416.00,11993840.00,10610903.00,5933769.00,4677134.00,868665.00,43046.00,825619.00,231545.00,282727.00,5128576.00,716209.00,412929.00,88509.00,63280.00,59116.00,4164.00,35629.00,35629.00,0.00,691388.00,3120632.00,123730.00,8695.00,2988207.00,6636832.00,4583638.00,1127028.00,195585.00,3261024.00,565108.00,119020.00,11430.00,1357636.00,10485585.00,3154528.00,1914719.00,43.71
2015:Q3,17355443.00,12166583.00,10791579.00,6035472.00,4756107.00,872976.00,43008.00,829968.00,233187.00,268840.00,5188860.00,723583.00,418203.00,89639.00,64088.00,59871.00,4217.00,36086.00,36086.00,0.00,700218.00,3157044.00,121828.00,8840.00,3026375.00,6711636.00,4644393.00,1136612.00,197667.00,3310114.00,573063.00,119667.00,11605.00,1362908.00,10643807.00,3173945.00,1932211.00,43.63
