date,FA893065405.Q,FA103165405.Q,FA113165405.Q,FA313165403.Q,FA643165483.Q,FA893065405.Q,FA153065403.Q,FA103065403.Q,FA113065403.Q,FA313065405.Q,FA213065403.Q,FA763065403.Q,FA753065403.Q,FA543065405.Q,FA573065403.Q,FA223065443.Q,FA403065405.Q,FA413065405.Q,FA673065405.Q,FA613065403.Q,FA643065405.Q
1951:Q4,1341.00,67.00,1274.00,0.00,0.00,1341.00,260.00,0.00,0.00,20.00,0.00,643.00,0.00,416.00,6.00,10.00,0.00,0.00,0.00,-14.00,0.00
1952:Q1,712.00,36.00,676.00,0.00,0.00,712.00,472.00,0.00,0.00,20.00,0.00,-180.00,0.00,320.00,4.00,12.00,0.00,0.00,0.00,64.00,0.00
1952:Q2,868.00,43.00,825.00,0.00,0.00,868.00,268.00,0.00,0.00,12.00,0.00,312.00,0.00,236.00,8.00,12.00,0.00,0.00,0.00,20.00,0.00
1952:Q3,952.00,48.00,904.00,0.00,0.00,952.00,244.00,0.00,0.00,28.00,0.00,384.00,0.00,244.00,12.00,12.00,0.00,0.00,0.00,28.00,0.00
1952:Q4,824.00,41.00,783.00,0.00,0.00,824.00,256.00,0.00,0.00,-4.00,0.00,312.00,0.00,228.00,8.00,12.00,0.00,0.00,0.00,12.00,0.00
1953:Q1,424.00,21.00,403.00,0.00,0.00,424.00,212.00,0.00,0.00,88.00,0.00,96.00,0.00,68.00,12.00,16.00,0.00,0.00,0.00,-68.00,0.00
1953:Q2,716.00,36.00,680.00,0.00,0.00,716.00,208.00,0.00,0.00,96.00,0.00,292.00,0.00,60.00,12.00,16.00,0.00,0.00,0.00,32.00,0.00
1953:Q3,672.00,34.00,638.00,0.00,0.00,672.00,184.00,0.00,0.00,156.00,0.00,204.00,0.00,48.00,12.00,12.00,0.00,0.00,0.00,56.00,0.00
1953:Q4,748.00,37.00,711.00,0.00,0.00,748.00,308.00,0.00,0.00,100.00,0.00,208.00,0.00,124.00,12.00,20.00,0.00,0.00,0.00,-24.00,0.00
1954:Q1,212.00,11.00,201.00,0.00,0.00,212.00,252.00,0.00,0.00,-104.00,0.00,4.00,0.00,24.00,12.00,16.00,0.00,0.00,0.00,8.00,0.00
1954:Q2,552.00,28.00,524.00,0.00,0.00,552.00,276.00,0.00,0.00,100.00,0.00,108.00,0.00,28.00,8.00,20.00,0.00,0.00,0.00,12.00,0.00
1954:Q3,560.00,28.00,532.00,0.00,0.00,560.00,220.00,0.00,0.00,272.00,0.00,-36.00,0.00,36.00,12.00,20.00,0.00,0.00,0.00,36.00,0.00
1954:Q4,852.00,43.00,809.00,0.00,0.00,852.00,392.00,0.00,0.00,68.00,0.00,256.00,0.00,76.00,16.00,20.00,0.00,0.00,0.00,24.00,0.00
1955:Q1,468.00,23.00,445.00,0.00,0.00,468.00,352.00,0.00,0.00,108.00,0.00,-196.00,0.00,128.00,16.00,20.00,0.00,0.00,0.00,40.00,0.00
1955:Q2,828.00,41.00,787.00,0.00,0.00,828.00,332.00,0.00,0.00,120.00,0.00,192.00,0.00,80.00,20.00,20.00,0.00,0.00,0.00,64.00,0.00
1955:Q3,760.00,38.00,722.00,0.00,0.00,760.00,324.00,0.00,0.00,48.00,0.00,152.00,0.00,96.00,20.00,20.00,0.00,0.00,0.00,100.00,0.00
1955:Q4,1244.00,62.00,1182.00,0.00,0.00,1244.00,460.00,0.00,0.00,184.00,0.00,264.00,0.00,288.00,28.00,20.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,668.00,33.00,635.00,0.00,0.00,668.00,376.00,0.00,0.00,60.00,0.00,108.00,0.00,108.00,32.00,24.00,4.00,0.00,0.00,-44.00,0.00
1956:Q2,680.00,34.00,646.00,0.00,0.00,680.00,448.00,0.00,0.00,60.00,0.00,44.00,0.00,96.00,32.00,16.00,0.00,0.00,0.00,-16.00,0.00
1956:Q3,580.00,29.00,551.00,0.00,0.00,580.00,400.00,0.00,0.00,16.00,0.00,56.00,0.00,28.00,36.00,24.00,-4.00,0.00,0.00,24.00,0.00
1956:Q4,368.00,18.00,350.00,0.00,0.00,368.00,328.00,0.00,0.00,36.00,0.00,-36.00,0.00,20.00,36.00,28.00,0.00,0.00,0.00,-44.00,0.00
1957:Q1,84.00,4.00,80.00,0.00,0.00,84.00,304.00,0.00,0.00,72.00,0.00,-116.00,0.00,-148.00,32.00,36.00,0.00,0.00,0.00,-96.00,0.00
1957:Q2,388.00,19.00,369.00,0.00,0.00,388.00,388.00,0.00,0.00,24.00,0.00,56.00,0.00,-116.00,32.00,44.00,0.00,0.00,0.00,-40.00,0.00
1957:Q3,788.00,30.00,566.00,192.00,0.00,788.00,624.00,0.00,0.00,8.00,0.00,84.00,0.00,-8.00,36.00,48.00,0.00,0.00,0.00,-4.00,0.00
1957:Q4,928.00,37.00,699.00,192.00,0.00,928.00,572.00,0.00,0.00,68.00,0.00,196.00,0.00,16.00,36.00,52.00,0.00,0.00,0.00,-12.00,0.00
1958:Q1,1656.00,58.00,1094.00,504.00,0.00,1656.00,1012.00,0.00,0.00,64.00,4.00,440.00,0.00,-4.00,40.00,56.00,0.00,0.00,0.00,44.00,0.00
1958:Q2,1968.00,73.00,1395.00,500.00,0.00,1968.00,1204.00,0.00,0.00,60.00,8.00,560.00,0.00,-4.00,40.00,56.00,0.00,0.00,0.00,44.00,0.00
1958:Q3,2012.00,82.00,1562.00,368.00,0.00,2012.00,1064.00,0.00,0.00,52.00,8.00,740.00,0.00,-4.00,44.00,64.00,0.00,0.00,0.00,44.00,0.00
1958:Q4,2180.00,90.00,1718.00,372.00,0.00,2180.00,996.00,0.00,0.00,360.00,4.00,656.00,0.00,-4.00,52.00,72.00,0.00,0.00,0.00,44.00,0.00
1959:Q1,2268.00,104.00,1968.00,196.00,0.00,2268.00,880.00,0.00,0.00,380.00,4.00,568.00,0.00,256.00,60.00,72.00,0.00,0.00,0.00,48.00,0.00
1959:Q2,2188.00,99.00,1885.00,204.00,0.00,2188.00,1012.00,0.00,0.00,316.00,4.00,568.00,0.00,180.00,64.00,68.00,0.00,0.00,0.00,-24.00,0.00
1959:Q3,2132.00,85.00,1619.00,428.00,0.00,2132.00,1080.00,0.00,0.00,296.00,4.00,596.00,0.00,-32.00,68.00,80.00,0.00,0.00,0.00,40.00,0.00
1959:Q4,1952.00,76.00,1444.00,432.00,0.00,1952.00,1032.00,0.00,0.00,212.00,12.00,420.00,0.00,72.00,72.00,100.00,0.00,0.00,0.00,32.00,0.00
1960:Q1,1996.00,80.00,1516.00,400.00,0.00,1996.00,968.00,0.00,0.00,140.00,8.00,352.00,0.00,300.00,84.00,128.00,0.00,0.00,0.00,16.00,0.00
1960:Q2,2012.00,80.00,1524.00,408.00,0.00,2012.00,844.00,0.00,0.00,128.00,4.00,668.00,0.00,172.00,88.00,148.00,0.00,0.00,0.00,-40.00,0.00
1960:Q3,2364.00,98.00,1862.00,404.00,0.00,2364.00,896.00,0.00,0.00,100.00,12.00,848.00,0.00,224.00,88.00,156.00,4.00,0.00,0.00,36.00,0.00
1960:Q4,1972.00,78.00,1486.00,408.00,0.00,1972.00,820.00,0.00,0.00,112.00,32.00,700.00,0.00,100.00,80.00,148.00,4.00,0.00,0.00,-24.00,0.00
1961:Q1,2552.00,117.00,2219.00,216.00,0.00,2552.00,852.00,0.00,0.00,60.00,44.00,952.00,0.00,412.00,80.00,148.00,0.00,0.00,0.00,4.00,0.00
1961:Q2,2076.00,93.00,1767.00,216.00,0.00,2076.00,660.00,0.00,0.00,80.00,60.00,912.00,0.00,124.00,64.00,148.00,0.00,0.00,0.00,28.00,0.00
1961:Q3,3388.00,158.00,3002.00,228.00,0.00,3388.00,944.00,0.00,0.00,112.00,72.00,1604.00,0.00,320.00,72.00,148.00,0.00,0.00,0.00,116.00,0.00
1961:Q4,3328.00,155.00,2945.00,228.00,0.00,3328.00,1136.00,0.00,0.00,80.00,84.00,1008.00,0.00,684.00,80.00,136.00,0.00,0.00,0.00,120.00,0.00
1962:Q1,2384.00,103.00,1961.00,320.00,0.00,2384.00,164.00,0.00,0.00,8.00,96.00,1708.00,0.00,224.00,84.00,120.00,4.00,0.00,0.00,-24.00,0.00
1962:Q2,2876.00,128.00,2424.00,324.00,0.00,2876.00,380.00,0.00,0.00,148.00,108.00,1648.00,0.00,280.00,84.00,108.00,20.00,0.00,0.00,100.00,0.00
1962:Q3,3328.00,157.00,2979.00,192.00,0.00,3328.00,360.00,0.00,0.00,-32.00,124.00,2220.00,0.00,344.00,92.00,108.00,0.00,0.00,0.00,112.00,0.00
1962:Q4,3852.00,182.00,3466.00,204.00,0.00,3852.00,324.00,0.00,0.00,0.00,144.00,1996.00,0.00,1144.00,96.00,116.00,16.00,0.00,0.00,16.00,0.00
1963:Q1,2600.00,125.00,2375.00,100.00,0.00,2600.00,108.00,0.00,0.00,-132.00,164.00,1916.00,0.00,336.00,92.00,116.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,3280.00,159.00,3013.00,108.00,0.00,3280.00,-4.00,0.00,0.00,-60.00,184.00,2300.00,0.00,536.00,88.00,116.00,0.00,0.00,0.00,120.00,0.00
1963:Q3,3168.00,158.00,2994.00,16.00,0.00,3168.00,-228.00,0.00,0.00,-132.00,196.00,2340.00,0.00,632.00,92.00,120.00,-4.00,4.00,0.00,148.00,0.00
1963:Q4,4120.00,205.00,3891.00,24.00,0.00,4120.00,-20.00,0.00,0.00,-8.00,196.00,2724.00,0.00,876.00,120.00,136.00,4.00,0.00,0.00,92.00,0.00
1964:Q1,3648.00,183.00,3477.00,-12.00,0.00,3648.00,-108.00,0.00,0.00,36.00,204.00,1620.00,0.00,1624.00,160.00,140.00,-4.00,0.00,0.00,-24.00,0.00
1964:Q2,4636.00,233.00,4427.00,-24.00,0.00,4636.00,-144.00,0.00,0.00,84.00,220.00,2248.00,0.00,1756.00,176.00,148.00,0.00,0.00,0.00,148.00,0.00
1964:Q3,4872.00,240.00,4560.00,72.00,0.00,4872.00,68.00,0.00,0.00,-76.00,216.00,2376.00,0.00,1872.00,164.00,160.00,0.00,4.00,0.00,88.00,0.00
1964:Q4,5060.00,249.00,4727.00,84.00,0.00,5060.00,44.00,0.00,0.00,-96.00,204.00,2196.00,0.00,2320.00,168.00,188.00,0.00,0.00,0.00,36.00,0.00
1965:Q1,3224.00,156.00,2972.00,96.00,0.00,3224.00,-376.00,0.00,0.00,-144.00,192.00,1664.00,0.00,1484.00,164.00,204.00,0.00,0.00,0.00,36.00,0.00
1965:Q2,3664.00,178.00,3382.00,104.00,0.00,3664.00,-504.00,0.00,0.00,-188.00,188.00,2080.00,0.00,1496.00,288.00,220.00,0.00,0.00,0.00,84.00,0.00
1965:Q3,3772.00,192.00,3640.00,-60.00,0.00,3772.00,-636.00,0.00,0.00,80.00,176.00,2176.00,0.00,1428.00,144.00,236.00,0.00,4.00,0.00,164.00,0.00
1965:Q4,3880.00,197.00,3747.00,-64.00,0.00,3880.00,-488.00,0.00,0.00,244.00,164.00,1740.00,0.00,1892.00,104.00,240.00,-4.00,4.00,0.00,-16.00,0.00
1966:Q1,3896.00,198.00,3758.00,-60.00,0.00,3896.00,-76.00,0.00,0.00,520.00,140.00,1516.00,0.00,1412.00,148.00,256.00,0.00,0.00,0.00,-20.00,0.00
1966:Q2,3552.00,181.00,3431.00,-60.00,0.00,3552.00,52.00,0.00,0.00,336.00,120.00,1196.00,0.00,1508.00,96.00,276.00,0.00,-4.00,0.00,-28.00,0.00
1966:Q3,2532.00,130.00,2462.00,-60.00,0.00,2532.00,-172.00,0.00,0.00,192.00,112.00,508.00,0.00,1508.00,140.00,264.00,0.00,4.00,0.00,-24.00,0.00
1966:Q4,2268.00,117.00,2219.00,-68.00,0.00,2268.00,-84.00,0.00,0.00,160.00,124.00,280.00,0.00,1484.00,232.00,228.00,0.00,0.00,0.00,-156.00,0.00
1967:Q1,2772.00,141.00,2683.00,-52.00,0.00,2772.00,-196.00,0.00,0.00,248.00,128.00,808.00,0.00,1460.00,100.00,228.00,-4.00,4.00,0.00,-4.00,0.00
1967:Q2,3332.00,170.00,3222.00,-60.00,0.00,3332.00,-124.00,0.00,0.00,88.00,128.00,1528.00,0.00,1316.00,-12.00,224.00,0.00,0.00,0.00,184.00,0.00
1967:Q3,3788.00,193.00,3663.00,-68.00,0.00,3788.00,-32.00,0.00,0.00,184.00,132.00,1956.00,0.00,1272.00,100.00,108.00,0.00,8.00,0.00,60.00,0.00
1967:Q4,4268.00,217.00,4123.00,-72.00,0.00,4268.00,180.00,0.00,0.00,340.00,140.00,1816.00,0.00,1664.00,32.00,112.00,0.00,8.00,0.00,-24.00,0.00
1968:Q1,2648.00,133.00,2535.00,-72.00,52.00,2648.00,20.00,0.00,0.00,372.00,148.00,1352.00,0.00,628.00,8.00,188.00,8.00,4.00,0.00,-80.00,0.00
1968:Q2,3060.00,154.00,2926.00,-72.00,52.00,3060.00,-356.00,0.00,0.00,324.00,156.00,1744.00,0.00,824.00,-48.00,156.00,0.00,8.00,0.00,132.00,120.00
1968:Q3,3596.00,177.00,3367.00,-56.00,108.00,3596.00,252.00,0.00,0.00,276.00,164.00,1736.00,0.00,980.00,24.00,8.00,12.00,12.00,0.00,80.00,52.00
1968:Q4,4440.00,223.00,4229.00,-64.00,52.00,4440.00,-260.00,0.00,0.00,400.00,176.00,1980.00,0.00,1716.00,0.00,120.00,8.00,12.00,0.00,160.00,128.00
1969:Q1,3780.00,182.00,3466.00,-76.00,208.00,3780.00,244.00,0.00,0.00,252.00,152.00,1888.00,0.00,828.00,16.00,88.00,8.00,16.00,0.00,-8.00,296.00
1969:Q2,4624.00,236.00,4476.00,-100.00,12.00,4624.00,-268.00,0.00,0.00,680.00,200.00,2456.00,0.00,948.00,-4.00,116.00,8.00,16.00,0.00,208.00,264.00
1969:Q3,4640.00,234.00,4438.00,-48.00,16.00,4640.00,-352.00,0.00,0.00,768.00,444.00,1984.00,0.00,1260.00,84.00,100.00,32.00,16.00,0.00,-52.00,356.00
1969:Q4,6656.00,334.00,6354.00,-100.00,68.00,6656.00,-1260.00,0.00,0.00,1024.00,748.00,1912.00,0.00,2888.00,120.00,140.00,12.00,20.00,0.00,296.00,756.00
1970:Q1,8768.00,442.00,8390.00,-68.00,4.00,8768.00,3360.00,0.00,0.00,452.00,932.00,1456.00,0.00,1296.00,32.00,100.00,88.00,20.00,0.00,-60.00,1092.00
1970:Q2,6348.00,321.00,6103.00,-96.00,20.00,6348.00,112.00,0.00,0.00,364.00,316.00,2276.00,0.00,1620.00,0.00,148.00,388.00,20.00,0.00,600.00,504.00
1970:Q3,8456.00,423.00,8041.00,-104.00,96.00,8456.00,1148.00,0.00,0.00,596.00,432.00,2772.00,0.00,1568.00,-96.00,40.00,384.00,32.00,0.00,1052.00,528.00
1970:Q4,8644.00,432.00,8212.00,-32.00,32.00,8644.00,-56.00,0.00,0.00,612.00,608.00,3040.00,0.00,2452.00,60.00,40.00,300.00,28.00,0.00,580.00,980.00
1971:Q1,8732.00,437.00,8303.00,-56.00,48.00,8732.00,-1208.00,0.00,300.00,572.00,892.00,4908.00,0.00,836.00,-176.00,636.00,456.00,36.00,0.00,932.00,548.00
1971:Q2,10960.00,550.00,10450.00,-84.00,44.00,10960.00,-1132.00,0.00,300.00,344.00,388.00,7700.00,0.00,372.00,-524.00,544.00,600.00,40.00,0.00,1480.00,848.00
1971:Q3,9388.00,472.00,8964.00,-72.00,24.00,9388.00,-1516.00,0.00,300.00,228.00,820.00,5568.00,0.00,808.00,-124.00,212.00,892.00,36.00,0.00,1144.00,1020.00
1971:Q4,9804.00,491.00,9329.00,-76.00,60.00,9804.00,-2660.00,0.00,300.00,452.00,764.00,6740.00,0.00,1096.00,-428.00,-248.00,1328.00,104.00,0.00,1136.00,1220.00
1972:Q1,10344.00,519.00,9857.00,-100.00,68.00,10344.00,-136.00,0.00,300.00,248.00,932.00,4896.00,0.00,360.00,-716.00,-28.00,1040.00,128.00,0.00,856.00,2464.00
1972:Q2,13464.00,664.00,12608.00,-72.00,264.00,13464.00,712.00,0.00,300.00,296.00,916.00,7844.00,0.00,44.00,-444.00,-56.00,772.00,264.00,0.00,1224.00,1592.00
1972:Q3,11152.00,554.00,10534.00,-84.00,148.00,11152.00,152.00,0.00,300.00,208.00,1064.00,6548.00,0.00,508.00,-188.00,56.00,1104.00,272.00,0.00,-308.00,1436.00
1972:Q4,16168.00,806.00,15306.00,-88.00,144.00,16168.00,388.00,0.00,300.00,376.00,1000.00,6952.00,0.00,1488.00,-32.00,-176.00,1000.00,448.00,0.00,1752.00,2672.00
1973:Q1,7268.00,360.00,6836.00,-88.00,160.00,7268.00,-952.00,0.00,148.00,-68.00,616.00,4692.00,0.00,48.00,-200.00,-384.00,1020.00,440.00,0.00,768.00,1140.00
1973:Q2,13456.00,667.00,12677.00,-72.00,184.00,13456.00,-828.00,0.00,88.00,144.00,620.00,4924.00,0.00,988.00,-16.00,24.00,2296.00,176.00,0.00,1164.00,3876.00
1973:Q3,12680.00,637.00,12099.00,-64.00,8.00,12680.00,-836.00,0.00,-44.00,568.00,1080.00,4744.00,0.00,1284.00,-100.00,96.00,2132.00,208.00,0.00,920.00,2628.00
1973:Q4,8256.00,414.00,7858.00,-60.00,44.00,8256.00,-1172.00,0.00,-156.00,548.00,1352.00,2900.00,0.00,2096.00,-72.00,-24.00,1928.00,72.00,0.00,-1096.00,1880.00
1974:Q1,8656.00,432.00,8216.00,-80.00,88.00,8656.00,132.00,0.00,-24.00,248.00,928.00,1996.00,0.00,916.00,52.00,80.00,2244.00,64.00,0.00,628.00,1392.00
1974:Q2,7464.00,377.00,7163.00,-88.00,12.00,7464.00,-12.00,0.00,-40.00,340.00,1104.00,3704.00,0.00,1020.00,32.00,-56.00,2336.00,64.00,0.00,-940.00,-88.00
1974:Q3,6848.00,347.00,6589.00,-124.00,36.00,6848.00,-60.00,0.00,-64.00,1012.00,1332.00,2472.00,0.00,1096.00,24.00,136.00,2296.00,356.00,0.00,-916.00,-836.00
1974:Q4,4532.00,232.00,4400.00,-132.00,32.00,4532.00,-192.00,0.00,-100.00,1260.00,2044.00,1080.00,0.00,1664.00,12.00,188.00,1948.00,152.00,0.00,-3716.00,192.00
1975:Q1,-328.00,-16.00,-296.00,-16.00,0.00,-328.00,2252.00,-568.00,-200.00,1300.00,664.00,-652.00,0.00,700.00,248.00,-60.00,876.00,480.00,0.00,-824.00,-4544.00
1975:Q2,596.00,40.00,760.00,-168.00,-36.00,596.00,808.00,408.00,-152.00,1560.00,1196.00,1708.00,0.00,-144.00,8.00,44.00,160.00,-172.00,0.00,-536.00,-4292.00
1975:Q3,320.00,22.00,422.00,-68.00,-56.00,320.00,1628.00,276.00,-32.00,1136.00,684.00,1488.00,0.00,-244.00,-40.00,0.00,-84.00,948.00,0.00,-804.00,-4636.00
1975:Q4,-540.00,-22.00,-410.00,-108.00,0.00,-540.00,404.00,132.00,64.00,852.00,448.00,1020.00,0.00,-296.00,-40.00,624.00,12.00,344.00,0.00,-900.00,-3204.00
1976:Q1,5764.00,289.00,5483.00,-88.00,80.00,5764.00,-592.00,1616.00,92.00,284.00,-552.00,5428.00,0.00,-256.00,-20.00,-48.00,-540.00,1084.00,0.00,416.00,-1148.00
1976:Q2,5752.00,284.00,5392.00,-88.00,164.00,5752.00,-1300.00,1412.00,152.00,-356.00,420.00,7996.00,0.00,-792.00,92.00,68.00,16.00,92.00,0.00,-944.00,-1104.00
1976:Q3,5208.00,260.00,4940.00,-128.00,136.00,5208.00,-836.00,1284.00,296.00,1408.00,652.00,3768.00,0.00,-532.00,20.00,-204.00,20.00,356.00,0.00,36.00,-1060.00
1976:Q4,3944.00,187.00,3549.00,-60.00,268.00,3944.00,-840.00,976.00,432.00,-452.00,720.00,4516.00,0.00,-224.00,-12.00,60.00,264.00,404.00,0.00,-888.00,-1012.00
1977:Q1,4988.00,257.00,4891.00,-132.00,-28.00,4988.00,-672.00,1616.00,172.00,160.00,424.00,3636.00,0.00,-980.00,108.00,-52.00,4.00,1060.00,0.00,-56.00,-432.00
1977:Q2,10416.00,533.00,10123.00,-120.00,-120.00,10416.00,-1088.00,1844.00,220.00,268.00,4.00,8200.00,0.00,-104.00,104.00,-112.00,484.00,252.00,0.00,776.00,-432.00
1977:Q3,8356.00,427.00,8105.00,-100.00,-76.00,8356.00,-376.00,1616.00,344.00,-112.00,476.00,6820.00,0.00,-224.00,-16.00,-1156.00,224.00,900.00,0.00,284.00,-424.00
1977:Q4,9776.00,495.00,9409.00,-100.00,-28.00,9776.00,-492.00,1632.00,460.00,872.00,248.00,5672.00,0.00,-112.00,-96.00,720.00,-500.00,1488.00,0.00,304.00,-420.00
1978:Q1,10088.00,529.00,10059.00,-96.00,-404.00,10088.00,-920.00,1716.00,480.00,1392.00,336.00,6764.00,0.00,-700.00,12.00,140.00,-132.00,1204.00,0.00,-48.00,-156.00
1978:Q2,13780.00,685.00,13011.00,-108.00,192.00,13780.00,-128.00,2020.00,512.00,268.00,788.00,7808.00,0.00,160.00,-8.00,924.00,-776.00,2336.00,0.00,28.00,-152.00
1978:Q3,9636.00,477.00,9055.00,-104.00,208.00,9636.00,-256.00,1588.00,596.00,1624.00,-476.00,4588.00,0.00,216.00,-56.00,220.00,280.00,1068.00,0.00,436.00,-192.00
1978:Q4,9788.00,483.00,9181.00,-80.00,204.00,9788.00,-596.00,1576.00,680.00,484.00,904.00,2372.00,0.00,1032.00,-200.00,956.00,596.00,1444.00,0.00,648.00,-108.00
1979:Q1,9804.00,492.00,9340.00,-104.00,76.00,9804.00,-384.00,1672.00,640.00,840.00,856.00,4028.00,0.00,256.00,-32.00,612.00,260.00,1000.00,0.00,60.00,-4.00
1979:Q2,9072.00,463.00,8793.00,-164.00,-20.00,9072.00,-556.00,1864.00,588.00,388.00,1276.00,3408.00,0.00,48.00,-32.00,640.00,-192.00,1332.00,0.00,312.00,-4.00
1979:Q3,9972.00,506.00,9614.00,-100.00,-48.00,9972.00,-208.00,1772.00,464.00,752.00,1204.00,2640.00,0.00,-48.00,208.00,808.00,440.00,1152.00,0.00,792.00,-4.00
1979:Q4,10524.00,532.00,10116.00,-104.00,-20.00,10524.00,-636.00,2040.00,360.00,2488.00,2168.00,1876.00,0.00,604.00,-8.00,208.00,244.00,1356.00,0.00,-172.00,-4.00
1980:Q1,7916.00,401.00,7611.00,-84.00,-12.00,7916.00,-332.00,2480.00,-208.00,1740.00,1052.00,1952.00,0.00,200.00,-244.00,900.00,144.00,316.00,0.00,0.00,-84.00
1980:Q2,5524.00,283.00,5385.00,-128.00,-16.00,5524.00,-68.00,804.00,-32.00,3224.00,1532.00,-636.00,0.00,108.00,-108.00,216.00,-248.00,884.00,0.00,-68.00,-84.00
1980:Q3,7240.00,369.00,7003.00,-116.00,-16.00,7240.00,-624.00,528.00,416.00,668.00,1776.00,2440.00,0.00,184.00,-304.00,644.00,344.00,856.00,0.00,396.00,-84.00
1980:Q4,9232.00,467.00,8865.00,-88.00,-12.00,9232.00,-340.00,372.00,780.00,1800.00,1464.00,2876.00,0.00,704.00,-176.00,288.00,404.00,576.00,0.00,564.00,-80.00
1981:Q1,5688.00,290.00,5518.00,-120.00,0.00,5688.00,-352.00,-516.00,1300.00,1744.00,532.00,2396.00,0.00,52.00,-48.00,536.00,-80.00,540.00,0.00,-364.00,-52.00
1981:Q2,4016.00,206.00,3914.00,-108.00,4.00,4016.00,-444.00,-812.00,1428.00,1588.00,1532.00,-340.00,0.00,-128.00,32.00,852.00,-76.00,360.00,0.00,76.00,-52.00
1981:Q3,4348.00,223.00,4229.00,-112.00,8.00,4348.00,-392.00,-1088.00,1752.00,-1552.00,1584.00,1768.00,0.00,-216.00,-8.00,1648.00,48.00,692.00,0.00,164.00,-52.00
