date,FA893065405.Q,FA103165405.Q,FA113165405.Q,FA313165403.Q,FA643165483.Q,FA893065405.Q,FA153065403.Q,FA103065403.Q,FA113065403.Q,FA313065405.Q,FA213065403.Q,FA763065403.Q,FA753065403.Q,FA543065405.Q,FA573065403.Q,FA223065443.Q,FA403065405.Q,FA413065405.Q,FA673065405.Q,FA613065403.Q,FA643065405.Q
1981:Q4,5112.00,260.00,4932.00,-96.00,16.00,5112.00,-1080.00,-2620.00,2020.00,2052.00,1348.00,1668.00,0.00,-632.00,-24.00,652.00,-216.00,1828.00,0.00,168.00,-52.00
1982:Q1,5052.00,256.00,4872.00,-104.00,28.00,5052.00,540.00,-1656.00,1268.00,-380.00,1488.00,2432.00,0.00,-296.00,0.00,1408.00,-92.00,156.00,0.00,72.00,112.00
1982:Q2,4216.00,215.00,4085.00,-128.00,44.00,4216.00,3796.00,-4620.00,1180.00,1288.00,808.00,1556.00,0.00,-836.00,-92.00,40.00,-100.00,432.00,0.00,652.00,112.00
1982:Q3,2816.00,144.00,2744.00,-120.00,48.00,2816.00,-200.00,-1028.00,952.00,-3396.00,1500.00,3648.00,0.00,-92.00,-36.00,804.00,-152.00,420.00,0.00,284.00,112.00
1982:Q4,9688.00,489.00,9295.00,-124.00,28.00,9688.00,336.00,684.00,784.00,1256.00,1612.00,4368.00,0.00,-484.00,712.00,304.00,-140.00,436.00,0.00,-296.00,116.00
1983:Q1,4128.00,208.00,3960.00,-60.00,20.00,4128.00,1888.00,-1760.00,656.00,-1288.00,1192.00,1692.00,0.00,32.00,140.00,628.00,-40.00,1172.00,0.00,-224.00,40.00
1983:Q2,14964.00,754.00,14326.00,-128.00,12.00,14964.00,4340.00,-1224.00,820.00,152.00,2388.00,6916.00,0.00,-344.00,140.00,472.00,152.00,1092.00,0.00,20.00,40.00
1983:Q3,20092.00,1007.00,19137.00,-56.00,4.00,20092.00,4440.00,-2172.00,1212.00,-756.00,2488.00,13288.00,0.00,316.00,-76.00,200.00,-384.00,1804.00,0.00,-308.00,40.00
1983:Q4,21780.00,1093.00,20771.00,-80.00,-4.00,21780.00,4012.00,-3648.00,1540.00,504.00,3516.00,13700.00,0.00,1000.00,-32.00,1052.00,-36.00,856.00,0.00,-720.00,36.00
1984:Q1,24172.00,1210.00,22998.00,-148.00,112.00,24172.00,4.00,572.00,2188.00,-1940.00,3864.00,16832.00,0.00,-184.00,1028.00,112.00,208.00,532.00,0.00,532.00,424.00
1984:Q2,32016.00,1597.00,30335.00,-96.00,180.00,32016.00,-176.00,1008.00,2132.00,-24.00,5632.00,19312.00,0.00,-308.00,-96.00,76.00,1816.00,1952.00,0.00,296.00,396.00
1984:Q3,21668.00,1080.00,20528.00,-112.00,172.00,21668.00,-540.00,144.00,1984.00,-2036.00,4796.00,15316.00,0.00,-860.00,196.00,44.00,496.00,1708.00,0.00,0.00,420.00
1984:Q4,23084.00,1152.00,21896.00,-44.00,80.00,23084.00,-812.00,700.00,1884.00,1092.00,3712.00,14428.00,0.00,676.00,140.00,44.00,916.00,68.00,0.00,-104.00,340.00
1985:Q1,21604.00,1085.00,20607.00,-100.00,12.00,21604.00,900.00,-1436.00,1228.00,-956.00,2052.00,12800.00,0.00,260.00,1488.00,-92.00,968.00,3612.00,0.00,632.00,148.00
1985:Q2,25896.00,1298.00,24662.00,-80.00,16.00,25896.00,-184.00,-184.00,1012.00,888.00,2524.00,17036.00,0.00,232.00,628.00,108.00,2100.00,1388.00,0.00,128.00,220.00
1985:Q3,22696.00,1136.00,21592.00,-52.00,20.00,22696.00,184.00,184.00,472.00,-316.00,3216.00,16020.00,0.00,52.00,-36.00,-60.00,2136.00,632.00,0.00,-20.00,232.00
1985:Q4,43804.00,2191.00,41633.00,-44.00,24.00,43804.00,676.00,676.00,52.00,476.00,4928.00,24400.00,0.00,3280.00,4456.00,-32.00,2584.00,288.00,0.00,960.00,1060.00
1986:Q1,28236.00,1405.00,26699.00,-44.00,176.00,28236.00,-384.00,-380.00,744.00,784.00,7868.00,15336.00,0.00,552.00,-2052.00,152.00,-2340.00,7972.00,0.00,-292.00,276.00
1986:Q2,31552.00,1564.00,29724.00,-36.00,300.00,31552.00,1104.00,1100.00,836.00,264.00,6952.00,9328.00,0.00,836.00,2576.00,-40.00,5068.00,448.00,0.00,2708.00,372.00
1986:Q3,31904.00,1598.00,30370.00,-48.00,-16.00,31904.00,320.00,324.00,1068.00,788.00,5788.00,13508.00,0.00,2244.00,864.00,12.00,1204.00,4212.00,0.00,1448.00,124.00
1986:Q4,42224.00,2118.00,40242.00,-16.00,-120.00,42224.00,2944.00,2944.00,1264.00,1968.00,7500.00,21400.00,0.00,600.00,-52.00,-48.00,-2836.00,6836.00,660.00,-192.00,-764.00
1987:Q1,14036.00,698.00,13254.00,-36.00,120.00,14036.00,-7308.00,8296.00,-788.00,-120.00,12812.00,2948.00,0.00,-72.00,-4136.00,-600.00,-2124.00,7356.00,36.00,-2552.00,288.00
1987:Q2,18996.00,950.00,18050.00,-8.00,4.00,18996.00,-1800.00,2976.00,-1244.00,344.00,12576.00,-1860.00,0.00,2916.00,-556.00,-56.00,1104.00,4600.00,76.00,-48.00,-32.00
1987:Q3,17808.00,889.00,16883.00,-12.00,48.00,17808.00,956.00,-1324.00,-1152.00,188.00,2060.00,11164.00,0.00,1220.00,636.00,-312.00,-492.00,4016.00,760.00,-388.00,476.00
1987:Q4,16572.00,816.00,15512.00,-4.00,248.00,16572.00,0.00,-1884.00,-532.00,1064.00,532.00,11660.00,0.00,2224.00,-328.00,-456.00,288.00,2080.00,584.00,752.00,588.00
1988:Q1,47808.00,2391.00,45433.00,0.00,-16.00,47808.00,0.00,6224.00,17120.00,384.00,836.00,13356.00,0.00,712.00,1080.00,-228.00,684.00,5400.00,1012.00,868.00,360.00
1988:Q2,-9460.00,-474.00,-9014.00,4.00,24.00,-9460.00,0.00,9892.00,-34244.00,-944.00,804.00,6380.00,0.00,1972.00,1716.00,-124.00,1252.00,3192.00,36.00,560.00,48.00
1988:Q3,13228.00,663.00,12605.00,-8.00,-32.00,13228.00,0.00,-26724.00,25848.00,1024.00,860.00,180.00,0.00,2132.00,1028.00,-160.00,988.00,6036.00,220.00,1144.00,652.00
1988:Q4,21072.00,1035.00,19669.00,-16.00,384.00,21072.00,0.00,-1824.00,1392.00,872.00,1872.00,6228.00,0.00,3328.00,544.00,-176.00,1488.00,6288.00,484.00,-424.00,1000.00
1989:Q1,13219.00,658.00,12501.00,-4.00,64.00,13219.00,0.00,9112.00,-8972.00,1304.00,1440.00,2880.00,0.00,1764.00,-12.00,-148.00,1260.00,5807.00,-132.00,-764.00,-320.00
1989:Q2,20659.00,1032.00,19603.00,-4.00,28.00,20659.00,0.00,880.00,-1240.00,940.00,956.00,5348.00,0.00,2188.00,2792.00,-240.00,1965.00,6294.00,-60.00,916.00,-80.00
1989:Q3,3297.00,157.00,2977.00,-4.00,168.00,3297.00,0.00,-1548.00,-1332.00,-1344.00,236.00,-1656.00,0.00,2316.00,736.00,-372.00,2166.00,3700.00,140.00,440.00,-184.00
1989:Q4,4746.00,229.00,4345.00,0.00,172.00,4746.00,0.00,-384.00,-1256.00,908.00,2228.00,-6712.00,0.00,3120.00,1724.00,-292.00,4615.00,531.00,-4.00,68.00,200.00
1990:Q1,7638.00,373.00,7089.00,4.00,172.00,7638.00,0.00,8028.00,3812.00,6816.00,1352.00,-13084.00,0.00,2592.00,-11320.00,-428.00,299.00,4395.00,156.00,5112.00,-92.00
1990:Q2,-23937.00,-1205.00,-22892.00,-12.00,172.00,-23937.00,0.00,-13616.00,-164.00,11052.00,1108.00,-24572.00,0.00,1888.00,176.00,-8.00,-67.00,1338.00,-132.00,-904.00,-36.00
1990:Q3,9299.00,450.00,8550.00,-4.00,304.00,9299.00,0.00,-144.00,-228.00,20838.00,544.00,-14332.00,0.00,292.00,88.00,-260.00,2424.00,-763.00,-180.00,1048.00,-28.00
1990:Q4,2084.00,96.00,1816.00,0.00,172.00,2084.00,0.00,-1156.00,-300.00,3875.00,1048.00,-13952.00,0.00,3516.00,56.00,-36.00,2103.00,7178.00,-184.00,608.00,-672.00
1991:Q1,6129.00,302.00,5731.00,4.00,92.00,6129.00,0.00,-1268.00,-444.00,17648.00,1572.00,-6412.00,0.00,2056.00,-304.00,-120.00,-432.00,-7114.00,332.00,1180.00,-564.00
1991:Q2,4985.00,244.00,4637.00,-4.00,108.00,4985.00,0.00,348.00,-568.00,14781.00,352.00,-11108.00,0.00,2052.00,-400.00,-272.00,1108.00,932.00,-112.00,-2128.00,0.00
1991:Q3,-30187.00,-1516.00,-28799.00,0.00,128.00,-30187.00,0.00,-4048.00,-848.00,-677.00,1356.00,-25280.00,0.00,-176.00,-276.00,-312.00,404.00,-4998.00,4860.00,-192.00,0.00
1991:Q4,5806.00,276.00,5245.00,0.00,284.00,5806.00,0.00,836.00,-364.00,4026.00,584.00,-6824.00,0.00,-2480.00,-356.00,-208.00,2836.00,679.00,6568.00,508.00,0.00
1992:Q1,-720.00,-50.00,-954.00,0.00,284.00,-720.00,0.00,-424.00,24.00,7034.00,480.00,-10736.00,0.00,-1000.00,-196.00,-660.00,2015.00,-1886.00,4552.00,264.00,-188.00
1992:Q2,-15386.00,-770.00,-14636.00,-8.00,28.00,-15386.00,0.00,-320.00,-56.00,-11460.00,1328.00,-6832.00,0.00,-1700.00,-232.00,-816.00,1025.00,-2522.00,5812.00,-120.00,508.00
1992:Q3,-13960.00,-705.00,-13399.00,0.00,144.00,-13960.00,0.00,-16.00,8.00,-7660.00,276.00,-2408.00,0.00,-2520.00,-132.00,-748.00,1302.00,-2362.00,-304.00,1292.00,-688.00
1992:Q4,-22626.00,-1145.00,-21764.00,0.00,284.00,-22626.00,0.00,88.00,-156.00,-4842.00,756.00,-16052.00,0.00,-3264.00,-176.00,-508.00,2176.00,-2315.00,1128.00,120.00,420.00
1993:Q1,-8415.00,-444.00,-8428.00,0.00,456.00,-8415.00,0.00,-188.00,-2204.00,-6003.00,516.00,1188.00,0.00,-528.00,24.00,-520.00,1328.00,-2513.00,824.00,-72.00,-268.00
1993:Q2,-11370.00,-591.00,-11227.00,0.00,448.00,-11370.00,0.00,332.00,-688.00,-5296.00,748.00,-6460.00,0.00,-1068.00,-64.00,228.00,873.00,-2603.00,3048.00,40.00,-460.00
1993:Q3,-5212.00,-362.00,-6878.00,-4.00,2032.00,-5212.00,0.00,328.00,-480.00,-4055.00,464.00,-1148.00,0.00,-2112.00,96.00,-128.00,2057.00,-890.00,1100.00,-340.00,-104.00
1993:Q4,6312.00,226.00,4286.00,-4.00,1804.00,6312.00,0.00,-192.00,-1036.00,-2643.00,-180.00,60.00,0.00,5004.00,-68.00,144.00,2500.00,514.00,2212.00,288.00,-292.00
1994:Q1,-564.00,-190.00,-3614.00,0.00,3240.00,-564.00,0.00,716.00,-1356.00,-2107.00,572.00,-1360.00,0.00,64.00,112.00,176.00,1784.00,-597.00,428.00,-36.00,1040.00
1994:Q2,4373.00,14.00,267.00,0.00,4092.00,4373.00,0.00,284.00,2400.00,-2413.00,404.00,-2748.00,0.00,2460.00,204.00,80.00,800.00,-63.00,2372.00,160.00,432.00
1994:Q3,-666.00,-231.00,-4394.00,0.00,3960.00,-666.00,0.00,168.00,340.00,2735.00,788.00,-4040.00,0.00,-1884.00,200.00,316.00,328.00,-972.00,1024.00,356.00,-24.00
1994:Q4,-1050.00,-134.00,-2537.00,0.00,1620.00,-1050.00,0.00,304.00,1204.00,-8482.00,1172.00,-428.00,0.00,552.00,664.00,196.00,524.00,1571.00,1964.00,208.00,-500.00
1995:Q1,-2501.00,-180.00,-3429.00,0.00,1108.00,-2501.00,0.00,-792.00,-1032.00,-2342.00,924.00,916.00,0.00,-36.00,-4.00,204.00,972.00,-936.00,-160.00,600.00,-816.00
1995:Q2,8432.00,292.00,5548.00,0.00,2592.00,8432.00,0.00,-788.00,-468.00,-6205.00,736.00,6728.00,0.00,144.00,-4.00,244.00,-172.00,6597.00,1368.00,568.00,-316.00
1995:Q3,4448.00,148.00,2820.00,0.00,1480.00,4448.00,0.00,-792.00,-748.00,-6120.00,352.00,3948.00,0.00,1176.00,-8.00,220.00,644.00,3280.00,1392.00,1460.00,-356.00
1995:Q4,13968.00,606.00,11514.00,0.00,1848.00,13968.00,0.00,-776.00,-476.00,-2593.00,552.00,-2464.00,0.00,2200.00,-4.00,228.00,712.00,8861.00,5816.00,2740.00,-828.00
1996:Q1,3444.00,80.00,1516.00,0.00,1848.00,3444.00,0.00,1804.00,-528.00,-2892.00,896.00,-2208.00,0.00,1832.00,-4.00,236.00,692.00,3640.00,1008.00,292.00,-1324.00
1996:Q2,12932.00,517.00,9827.00,-4.00,2592.00,12932.00,0.00,204.00,-744.00,-620.00,936.00,3336.00,0.00,1740.00,-4.00,232.00,-1620.00,4540.00,2596.00,3056.00,-720.00
1996:Q3,9720.00,332.00,6304.00,-4.00,3088.00,9720.00,0.00,376.00,-252.00,-3740.00,1700.00,6748.00,0.00,-3324.00,-4.00,240.00,-972.00,7068.00,3828.00,-1816.00,-132.00
1996:Q4,22944.00,1005.00,19103.00,-8.00,2844.00,22944.00,0.00,372.00,-284.00,-4156.00,3532.00,2176.00,0.00,7896.00,20.00,248.00,-1156.00,7176.00,7756.00,-1352.00,716.00
1997:Q1,1080.00,-219.00,-4169.00,-8.00,5476.00,1080.00,0.00,696.00,-928.00,-2808.00,-176.00,272.00,0.00,-2772.00,28.00,248.00,-1488.00,5000.00,-148.00,3116.00,40.00
1997:Q2,16128.00,539.00,10241.00,0.00,5348.00,16128.00,0.00,600.00,-360.00,-636.00,760.00,4120.00,0.00,2512.00,32.00,248.00,-2152.00,5672.00,4508.00,-368.00,1192.00
1997:Q3,8724.00,326.00,6190.00,0.00,2208.00,8724.00,0.00,600.00,-504.00,228.00,416.00,1496.00,0.00,1256.00,36.00,252.00,-1200.00,4820.00,2392.00,-1780.00,712.00
1997:Q4,21680.00,752.00,14284.00,0.00,6644.00,21680.00,0.00,600.00,-388.00,-436.00,1296.00,2880.00,0.00,-2388.00,-212.00,248.00,-1108.00,5688.00,11616.00,2240.00,1644.00
1998:Q1,26428.00,1171.00,22253.00,0.00,3004.00,26428.00,0.00,-308.00,2644.00,20.00,832.00,7676.00,0.00,-32.00,-48.00,972.00,-3104.00,4804.00,14124.00,-1452.00,300.00
1998:Q2,28780.00,1111.00,21117.00,0.00,6552.00,28780.00,0.00,-308.00,2644.00,-268.00,856.00,1244.00,0.00,896.00,-44.00,2252.00,-852.00,5592.00,16052.00,448.00,268.00
1998:Q3,33616.00,1027.00,19517.00,0.00,13072.00,33616.00,0.00,-316.00,2648.00,-632.00,9328.00,-4552.00,0.00,-212.00,-40.00,916.00,744.00,16748.00,8148.00,192.00,644.00
1998:Q4,48288.00,1910.00,36282.00,0.00,10096.00,48288.00,0.00,-316.00,2644.00,-200.00,6804.00,5460.00,0.00,4768.00,-316.00,1020.00,3052.00,14700.00,12824.00,-1152.00,-1000.00
1999:Q1,38116.00,1574.00,29902.00,0.00,6640.00,38116.00,0.00,-168.00,-828.00,-68.00,1792.00,13388.00,0.00,-1912.00,240.00,428.00,3896.00,9524.00,11908.00,344.00,-428.00
1999:Q2,25708.00,1488.00,28268.00,0.00,-4048.00,25708.00,0.00,-168.00,-832.00,84.00,648.00,3024.00,0.00,1140.00,240.00,1316.00,6176.00,8344.00,6628.00,-500.00,-392.00
1999:Q3,42424.00,1967.00,37365.00,0.00,3092.00,42424.00,0.00,-168.00,-828.00,56.00,552.00,22788.00,0.00,792.00,240.00,-128.00,4680.00,8368.00,6288.00,188.00,-404.00
1999:Q4,55136.00,2626.00,49900.00,0.00,2609.00,55136.00,0.00,-168.00,-828.00,-84.00,4124.00,22016.00,0.00,3280.00,244.00,2052.00,2536.00,10656.00,9280.00,120.00,1908.00
2000:Q1,27212.00,1205.00,22887.00,0.00,3120.00,27212.00,0.00,-68.00,-228.00,268.00,616.00,13940.00,0.00,-652.00,28.00,-1592.00,5008.00,6496.00,3948.00,208.00,-760.00
2000:Q2,33708.00,1561.00,29663.00,0.00,2484.00,33708.00,0.00,-68.00,-228.00,232.00,-1200.00,18052.00,0.00,1980.00,8.00,644.00,2236.00,7708.00,4544.00,-68.00,-132.00
2000:Q3,21304.00,944.00,17936.00,0.00,2424.00,21304.00,0.00,-68.00,-232.00,248.00,240.00,9052.00,0.00,1312.00,32.00,-3268.00,3020.00,7812.00,3024.00,576.00,-444.00
2000:Q4,35100.00,1544.00,29336.00,0.00,4220.00,35100.00,0.00,-68.00,-228.00,492.00,-1688.00,7304.00,0.00,812.00,0.00,396.00,7552.00,12028.00,10148.00,-668.00,-980.00
2001:Q1,19176.00,897.00,17039.00,0.00,1240.00,19176.00,0.00,60.00,1180.00,-2436.00,-940.00,14468.00,0.00,-496.00,-1004.00,-172.00,7248.00,13100.00,-11392.00,-408.00,-32.00
2001:Q2,45300.00,2221.00,42199.00,0.00,880.00,45300.00,0.00,60.00,1176.00,176.00,1820.00,4144.00,0.00,1196.00,812.00,-1484.00,8072.00,19192.00,10212.00,-164.00,88.00
2001:Q3,37696.00,2024.00,38452.00,0.00,-2780.00,37696.00,0.00,64.00,1176.00,972.00,-3412.00,18564.00,0.00,116.00,760.00,564.00,7404.00,12984.00,-1232.00,-268.00,4.00
2001:Q4,64276.00,2881.00,54739.00,0.00,6656.00,64276.00,0.00,60.00,1176.00,508.00,1208.00,4260.00,0.00,6984.00,640.00,164.00,10184.00,17208.00,24160.00,-1076.00,-1200.00
2002:Q1,24864.00,1081.00,20539.00,0.00,3244.00,24864.00,0.00,40.00,-220.00,268.00,-2388.00,9684.00,0.00,160.00,572.00,-40.00,7332.00,11432.00,1760.00,-3420.00,-316.00
2002:Q2,40368.00,2030.00,38574.00,0.00,-236.00,40368.00,0.00,40.00,-220.00,404.00,-2564.00,19468.00,0.00,588.00,476.00,-112.00,6076.00,8640.00,8096.00,-800.00,276.00
2002:Q3,29060.00,1348.00,25604.00,0.00,2108.00,29060.00,0.00,44.00,-220.00,-2020.00,-3576.00,11404.00,0.00,412.00,448.00,1244.00,8168.00,7372.00,6436.00,-460.00,-192.00
2002:Q4,66080.00,3221.00,61191.00,0.00,1668.00,66080.00,0.00,40.00,-220.00,3444.00,-8.00,12936.00,0.00,3580.00,344.00,204.00,12448.00,24272.00,10204.00,-808.00,-356.00
2003:Q1,44796.00,2283.00,43381.00,0.00,-868.00,44796.00,0.00,40.00,40.00,-96.00,-128.00,14696.00,0.00,568.00,288.00,240.00,12580.00,14716.00,2444.00,-340.00,-252.00
2003:Q2,73000.00,3579.00,68001.00,0.00,1420.00,73000.00,0.00,40.00,44.00,656.00,6140.00,24772.00,0.00,2692.00,156.00,1800.00,14668.00,14480.00,7348.00,-20.00,224.00
2003:Q3,64588.00,3256.00,61856.00,0.00,-524.00,64588.00,0.00,40.00,40.00,12.00,-1260.00,19188.00,0.00,2040.00,272.00,-1612.00,5056.00,30620.00,10212.00,-32.00,12.00
2003:Q4,96936.00,4747.00,90189.00,0.00,2000.00,96936.00,0.00,40.00,40.00,364.00,2920.00,19896.00,0.00,1660.00,304.00,-1264.00,16292.00,46080.00,9240.00,420.00,944.00
2004:Q1,41648.00,1794.00,34082.00,0.00,5772.00,41648.00,0.00,40.00,1592.00,940.00,2684.00,25728.00,0.00,516.00,136.00,-1612.00,14520.00,-18168.00,15512.00,-208.00,-32.00
2004:Q2,70324.00,3320.00,63084.00,0.00,3920.00,70324.00,0.00,40.00,1596.00,304.00,9932.00,22208.00,0.00,992.00,-32.00,-1560.00,14784.00,12488.00,8944.00,-76.00,704.00
2004:Q3,48180.00,2291.00,43525.00,0.00,2364.00,48180.00,0.00,40.00,1592.00,-308.00,3724.00,23648.00,0.00,2124.00,64.00,-716.00,16148.00,-3704.00,5760.00,168.00,-360.00
2004:Q4,53740.00,2574.00,48906.00,0.00,2260.00,53740.00,0.00,40.00,1592.00,856.00,6808.00,23712.00,0.00,3956.00,-148.00,-2584.00,11564.00,-2628.00,10884.00,-440.00,128.00
2005:Q1,43148.00,2162.00,41074.00,0.00,-88.00,43148.00,0.00,24.00,1872.00,704.00,3904.00,24804.00,0.00,1008.00,-68.00,-1684.00,9384.00,-4996.00,8104.00,-80.00,172.00
2005:Q2,62784.00,3162.00,60078.00,0.00,-456.00,62784.00,0.00,28.00,1872.00,-680.00,3252.00,43180.00,0.00,2032.00,-12.00,-2340.00,5544.00,-5056.00,15244.00,-96.00,-184.00
2005:Q3,58780.00,2817.00,53531.00,0.00,2432.00,58780.00,0.00,24.00,1872.00,-448.00,11280.00,32024.00,0.00,1488.00,-16.00,3092.00,7960.00,-4524.00,5352.00,-20.00,696.00
2005:Q4,78404.00,4042.00,76794.00,0.00,-2432.00,78404.00,0.00,24.00,1868.00,392.00,6384.00,23188.00,0.00,3420.00,-72.00,-952.00,19148.00,-3232.00,27416.00,296.00,524.00
2006:Q1,47824.00,2372.00,45064.00,0.00,388.00,47824.00,0.00,-128.00,-540.00,-1044.00,1552.00,30472.00,0.00,2760.00,-84.00,-432.00,13024.00,-11228.00,11968.00,0.00,1504.00
2006:Q2,29020.00,1499.00,28489.00,0.00,-968.00,29020.00,0.00,-128.00,-540.00,-176.00,6204.00,13752.00,0.00,5344.00,-60.00,212.00,10524.00,-12784.00,8884.00,-1880.00,-332.00
2006:Q3,35344.00,1562.00,29674.00,0.00,4108.00,35344.00,0.00,-132.00,-540.00,172.00,10828.00,13280.00,0.00,3820.00,-72.00,1232.00,9460.00,-12952.00,9144.00,-404.00,1508.00
2006:Q4,56328.00,2930.00,55666.00,0.00,-2268.00,56328.00,0.00,-128.00,-540.00,364.00,7452.00,7668.00,0.00,2628.00,-176.00,1268.00,16608.00,-12900.00,24036.00,388.00,9660.00
2007:Q1,67416.00,3413.00,64839.00,0.00,-836.00,67416.00,0.00,-288.00,2604.00,-380.00,10232.00,-92.00,0.00,3828.00,-28.00,1292.00,23644.00,-7124.00,32472.00,-1224.00,2480.00
2007:Q2,68776.00,3557.00,67575.00,0.00,-2356.00,68776.00,0.00,-292.00,2604.00,276.00,6728.00,3576.00,0.00,5868.00,148.00,1324.00,32444.00,-5092.00,20600.00,-212.00,804.00
2007:Q3,87992.00,4734.00,89942.00,0.00,-6684.00,87992.00,0.00,-292.00,2608.00,-1084.00,7072.00,22080.00,0.00,5376.00,256.00,-120.00,27364.00,576.00,25800.00,44.00,-1688.00
2007:Q4,122660.00,6106.00,116014.00,0.00,540.00,122660.00,0.00,-292.00,2604.00,-188.00,5532.00,5496.00,0.00,7964.00,0.00,-128.00,85788.00,8840.00,6744.00,1176.00,-876.00
2008:Q1,64184.00,2964.00,56308.00,0.00,4912.00,64184.00,0.00,-92.00,-1040.00,-468.00,2604.00,25672.00,0.00,252.00,936.00,-100.00,46284.00,-1128.00,-10500.00,1816.00,-52.00
2008:Q2,65792.00,3298.00,62666.00,0.00,-172.00,65792.00,0.00,-120.00,-1040.00,16.00,-2944.00,22156.00,0.00,200.00,368.00,-136.00,41440.00,10216.00,-5556.00,1676.00,-484.00
2008:Q3,27230.00,1252.00,23793.00,0.00,2184.00,27230.00,0.00,-120.00,-1040.00,-44.00,-7388.00,9428.00,-4.00,200.00,1046.00,-1616.00,46208.00,-7800.00,-9072.00,84.00,-2652.00
2008:Q4,38535.00,1808.00,34354.00,0.00,2372.00,38535.00,0.00,-120.00,-1040.00,904.00,-2736.00,2220.00,-620.00,-980.00,-1166.00,-1532.00,36128.00,17308.00,-6504.00,-2900.00,-428.00
2009:Q1,13568.00,522.00,9910.00,0.00,3136.00,13568.00,0.00,-60.00,-424.00,-440.00,-4944.00,8660.00,12.00,-2292.00,-344.00,-1504.00,18980.00,4212.00,-6908.00,-700.00,-680.00
2009:Q2,22480.00,812.00,15424.00,0.00,6244.00,22480.00,0.00,-64.00,-420.00,-136.00,4428.00,260.00,332.00,-2124.00,380.00,-1528.00,16772.00,14916.00,-8304.00,-356.00,-1676.00
2009:Q3,12116.00,594.00,11286.00,0.00,236.00,12116.00,0.00,-64.00,-424.00,48.00,7940.00,-9452.00,996.00,-1496.00,576.00,-52.00,15660.00,13432.00,-8880.00,-744.00,-5424.00
2009:Q4,-17936.00,-869.00,-16503.00,0.00,-564.00,-17936.00,0.00,-64.00,-424.00,1072.00,3324.00,-35580.00,-2768.00,-7080.00,684.00,-52.00,5344.00,19272.00,-460.00,-816.00,-388.00
2010:Q1,-21851.00,-1046.00,-19880.00,0.00,-924.00,-21851.00,0.00,-24.00,1460.00,-828.00,1484.00,-4596.00,244.00,-2432.00,1090.00,-60.00,-19256.00,7688.00,-5504.00,-660.00,-456.00
2010:Q2,-10970.00,-544.00,-10338.00,0.00,-88.00,-10970.00,0.00,-24.00,1460.00,232.00,316.00,-16348.00,-288.00,-2088.00,1194.00,-48.00,-1928.00,16032.00,-8656.00,-796.00,-28.00
2010:Q3,11541.00,458.00,8695.00,0.00,2388.00,11541.00,0.00,-24.00,1456.00,-752.00,8512.00,-7704.00,-808.00,172.00,-415.00,-112.00,8496.00,14064.00,-10624.00,-268.00,-452.00
2010:Q4,7480.00,360.00,6832.00,0.00,288.00,7480.00,0.00,-24.00,1460.00,136.00,6936.00,-20168.00,-1072.00,-696.00,-208.00,-148.00,20500.00,12196.00,-9944.00,-1184.00,-304.00
2011:Q1,-13276.00,-541.00,-10283.00,0.00,-2452.00,-13276.00,0.00,-8.00,-2032.00,-212.00,-1308.00,-13520.00,32.00,72.00,-204.00,-180.00,-1624.00,17344.00,-9016.00,-2000.00,-620.00
2011:Q2,-4096.00,-233.00,-4419.00,0.00,556.00,-4096.00,0.00,-8.00,-2032.00,-780.00,-8.00,-4748.00,-1324.00,2688.00,-652.00,-208.00,-5756.00,23196.00,-12868.00,-1576.00,-20.00
2011:Q3,5112.00,208.00,3960.00,0.00,944.00,5112.00,0.00,-8.00,-2032.00,-108.00,224.00,-6656.00,-1140.00,3480.00,-788.00,-124.00,7112.00,15868.00,-9468.00,-1120.00,-128.00
2011:Q4,11600.00,511.00,9709.00,0.00,1380.00,11600.00,0.00,-8.00,-2032.00,-44.00,-2120.00,-1320.00,220.00,2288.00,468.00,-184.00,11356.00,20556.00,-16244.00,-1208.00,-128.00
2012:Q1,11548.00,745.00,14159.00,0.00,-3356.00,11548.00,0.00,-32.00,-844.00,20.00,-1880.00,2148.00,-5664.00,2480.00,-448.00,-192.00,8296.00,18856.00,-10488.00,-596.00,-108.00
2012:Q2,26168.00,1411.00,26817.00,0.00,-2060.00,26168.00,0.00,-28.00,-844.00,-632.00,1600.00,8356.00,-480.00,2304.00,-248.00,-156.00,-3508.00,31760.00,-11488.00,-644.00,176.00
2012:Q3,34580.00,1731.00,32889.00,0.00,-40.00,34580.00,0.00,-28.00,-848.00,-760.00,4076.00,8744.00,140.00,1764.00,-312.00,-404.00,16556.00,20912.00,-14224.00,-1044.00,8.00
2012:Q4,51256.00,2520.00,47872.00,0.00,864.00,51256.00,0.00,-32.00,-844.00,36.00,1596.00,21388.00,-88.00,172.00,-320.00,-424.00,3552.00,36032.00,-9372.00,-936.00,496.00
2013:Q1,18836.00,28.00,540.00,0.00,18268.00,18836.00,0.00,24.00,352.00,-380.00,1544.00,10540.00,-520.00,-532.00,-356.00,-452.00,-14144.00,29040.00,-6924.00,-428.00,1072.00
2013:Q2,30340.00,1642.00,31194.00,0.00,-2496.00,30340.00,0.00,24.00,348.00,-40.00,-4204.00,29888.00,-1600.00,2324.00,-368.00,-468.00,-15400.00,37348.00,-22040.00,-2168.00,6696.00
2013:Q3,40312.00,2097.00,39839.00,0.00,-1624.00,40312.00,0.00,24.00,348.00,-572.00,-388.00,33792.00,676.00,4488.00,-360.00,140.00,-25060.00,34752.00,-7276.00,-140.00,-112.00
