1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q1,44956.00,-204.00,2980.00,268.00,2856.00,24168.00,2856.00,38580.00,-12892.00,-760.00,-3616.00,364.00,25240.00,8.00,-10724.00,-11120.00,396.00,44972.00
1986:Q2,46186.00,-400.00,444.00,-56.00,3064.00,29736.00,3064.00,13916.00,4492.00,1032.00,7232.00,-812.00,19680.00,-2652.00,-2818.00,-3182.00,364.00,46200.00
1986:Q3,47655.00,1196.00,-10352.00,428.00,3500.00,51152.00,3500.00,24388.00,7524.00,-644.00,16384.00,668.00,25836.00,-3408.00,-21365.00,-21329.00,-36.00,47668.00
1986:Q4,48816.00,2332.00,-6816.00,552.00,3660.00,72868.00,3660.00,42900.00,968.00,-1304.00,26644.00,744.00,25400.00,-1588.00,-48336.00,-48460.00,124.00,48828.00
1987:Q1,48878.00,2508.00,-9952.00,128.00,3764.00,46252.00,3764.00,29944.00,7080.00,-624.00,6088.00,-868.00,34216.00,6700.00,-33870.00,-34142.00,272.00,48896.00
1987:Q2,50371.00,2368.00,-6600.00,512.00,3836.00,24336.00,3836.00,26752.00,5576.00,212.00,-12040.00,-420.00,45544.00,6164.00,-25369.00,-25349.00,-20.00,50388.00
1987:Q3,51523.00,1644.00,-2936.00,208.00,3036.00,17164.00,3036.00,23644.00,6464.00,164.00,-16144.00,720.00,32824.00,6116.00,-7253.00,-6669.00,-584.00,51540.00
1987:Q4,51863.00,528.00,788.00,312.00,1372.00,39848.00,1372.00,13808.00,136.00,644.00,23888.00,-308.00,16904.00,-3288.00,-4293.00,-4101.00,-192.00,51880.00
1988:Q1,51749.00,32.00,2180.00,388.00,-100.00,16220.00,-100.00,18816.00,-10536.00,-564.00,8604.00,468.00,24460.00,-1508.00,9609.00,9785.00,-176.00,51772.00
1988:Q2,52745.00,972.00,416.00,632.00,-1388.00,32452.00,-1388.00,-2520.00,-3036.00,300.00,39096.00,756.00,15576.00,-1224.00,4553.00,4729.00,-176.00,52768.00
1988:Q3,55265.00,-1436.00,2492.00,224.00,-1728.00,21000.00,-1728.00,23200.00,-44.00,-480.00,52.00,-204.00,36092.00,-3740.00,2565.00,2449.00,116.00,55288.00
1988:Q4,58116.00,-1304.00,2512.00,12.00,-1140.00,16324.00,-1140.00,7676.00,-16840.00,-356.00,26984.00,68.00,15276.00,-1752.00,28120.00,21700.00,6420.00,58140.00
1989:Q1,60016.00,-2900.00,4028.00,396.00,548.00,42276.00,548.00,1592.00,10292.00,-264.00,30108.00,-1884.00,7408.00,-812.00,10956.00,8492.00,2464.00,60040.00
1989:Q2,63779.00,-368.00,1180.00,684.00,132.00,42748.00,132.00,2428.00,24032.00,-256.00,16412.00,-56.00,14104.00,-232.00,5587.00,843.00,4744.00,63804.00
1989:Q3,67078.00,-1180.00,1728.00,44.00,692.00,20964.00,692.00,6136.00,13860.00,-268.00,544.00,708.00,14004.00,448.00,29670.00,24546.00,5124.00,67104.00
1989:Q4,68939.00,-508.00,840.00,724.00,-3292.00,18944.00,-3292.00,-3208.00,15240.00,-272.00,10476.00,16.00,20680.00,-1616.00,33151.00,28875.00,4276.00,68964.00
1990:Q1,68635.00,2476.00,-2324.00,552.00,1064.00,65900.00,1064.00,41472.00,12044.00,844.00,10476.00,-472.00,-4644.00,-744.00,6827.00,5467.00,1360.00,68668.00
1990:Q2,70163.00,2112.00,-2104.00,-464.00,5764.00,28940.00,5764.00,22148.00,7484.00,28.00,-6484.00,248.00,18212.00,3524.00,13931.00,9051.00,4880.00,70196.00
1990:Q3,71443.00,1592.00,-604.00,-300.00,1640.00,9688.00,1640.00,7384.00,20680.00,-964.00,-19052.00,272.00,29220.00,-3164.00,33099.00,33915.00,-816.00,71476.00
1990:Q4,71993.00,1032.00,-404.00,212.00,1652.00,-25484.00,1652.00,-7648.00,6384.00,912.00,-26784.00,3000.00,47328.00,2396.00,42261.00,41437.00,824.00,72024.00
1991:Q1,71424.00,-2432.00,27828.00,-276.00,6208.00,18348.00,6208.00,35636.00,336.00,-436.00,-23396.00,2004.00,35064.00,6104.00,-21424.00,-5740.00,-15684.00,71456.00
1991:Q2,74153.00,1096.00,-9712.00,328.00,10920.00,15736.00,10920.00,6436.00,6864.00,492.00,-8976.00,-960.00,22300.00,2640.00,31805.00,28393.00,3412.00,74184.00
1991:Q3,78304.00,-6408.00,-9312.00,808.00,17420.00,-11684.00,17420.00,-59220.00,-400.00,248.00,30268.00,1412.00,40304.00,6604.00,39160.00,38084.00,1076.00,78332.00
1991:Q4,82793.00,3076.00,-4296.00,-224.00,-8008.00,-15192.00,-8008.00,6184.00,-26052.00,280.00,12404.00,844.00,58680.00,4732.00,43181.00,44825.00,-1644.00,82820.00
1992:Q1,86547.00,612.00,-1688.00,80.00,1724.00,38752.00,1724.00,25640.00,-10520.00,-260.00,22168.00,-2852.00,8432.00,4452.00,37035.00,36567.00,468.00,86588.00
1992:Q2,90514.00,1900.00,-192.00,36.00,5544.00,20872.00,5544.00,24220.00,-24688.00,-80.00,15876.00,3572.00,20896.00,4864.00,33022.00,33010.00,12.00,90556.00
1992:Q3,93982.00,7896.00,-1792.00,444.00,11552.00,65600.00,11552.00,78872.00,-4800.00,-624.00,-19400.00,-3040.00,2624.00,792.00,9906.00,12722.00,-2816.00,94024.00
1992:Q4,94800.00,424.00,-3872.00,64.00,4428.00,25064.00,4428.00,23428.00,-33100.00,268.00,30040.00,588.00,23440.00,6944.00,37720.00,35692.00,2028.00,94844.00
1993:Q1,92602.00,-2716.00,2596.00,1360.00,2156.00,-4944.00,2156.00,5664.00,-28084.00,60.00,15260.00,-3232.00,62580.00,4892.00,29910.00,29538.00,372.00,92656.00
1993:Q2,93339.00,1172.00,4040.00,1280.00,4500.00,46928.00,4500.00,25712.00,-2648.00,628.00,18736.00,-4556.00,-2728.00,5372.00,37331.00,36979.00,352.00,93392.00
1993:Q3,94610.00,-2676.00,-188.00,92.00,-25828.00,68292.00,-25828.00,41820.00,8284.00,2420.00,41596.00,2196.00,24872.00,7268.00,20582.00,22274.00,-1692.00,94664.00
1993:Q4,95644.00,4636.00,-9296.00,1340.00,2248.00,4848.00,2248.00,-17532.00,6588.00,596.00,12948.00,-2104.00,48296.00,6744.00,38932.00,39704.00,-772.00,95700.00
1994:Q1,95049.00,-4572.00,-1444.00,1552.00,-200.00,21336.00,-200.00,27540.00,19168.00,-2620.00,-22552.00,432.00,25812.00,4284.00,47849.00,48997.00,-1148.00,95084.00
1994:Q2,97711.00,1272.00,-1396.00,1004.00,10040.00,-1976.00,10040.00,-14776.00,17704.00,516.00,-15460.00,1216.00,33104.00,5240.00,49207.00,48199.00,1008.00,97748.00
1994:Q3,100247.00,5372.00,-11536.00,176.00,8736.00,2616.00,8736.00,-13084.00,-26496.00,1036.00,32424.00,332.00,8768.00,8540.00,77243.00,75015.00,2228.00,100284.00
1994:Q4,101433.00,-1600.00,-612.00,604.00,10928.00,15712.00,10928.00,-7264.00,5928.00,32.00,6088.00,700.00,36584.00,58460.00,-19343.00,-19167.00,-176.00,101472.00
1995:Q1,100259.00,-6392.00,212.00,452.00,6776.00,81648.00,6776.00,37676.00,19172.00,-236.00,18260.00,792.00,-18200.00,15432.00,19539.00,20979.00,-1440.00,100300.00
1995:Q2,102458.00,-1808.00,232.00,1488.00,6952.00,5508.00,6952.00,-31008.00,13608.00,312.00,15644.00,644.00,24636.00,12692.00,52114.00,50698.00,1416.00,102500.00
1995:Q3,104905.00,1832.00,6460.00,684.00,-7496.00,8900.00,-7496.00,-23756.00,32500.00,972.00,6680.00,752.00,34200.00,7332.00,52241.00,51229.00,1012.00,104948.00
1995:Q4,106465.00,-3752.00,1020.00,1120.00,8376.00,25380.00,8376.00,-12352.00,27704.00,1824.00,-172.00,768.00,32024.00,7456.00,34073.00,34205.00,-132.00,106508.00
1996:Q1,106943.00,2260.00,2020.00,1744.00,-20196.00,60704.00,-20196.00,21336.00,24452.00,1764.00,33348.00,752.00,-8088.00,-1324.00,69071.00,67651.00,1420.00,106980.00
1996:Q2,108518.00,4444.00,-4392.00,1052.00,7004.00,56780.00,7004.00,30156.00,3932.00,-3896.00,19584.00,792.00,-8996.00,92.00,51742.00,50614.00,1128.00,108556.00
1996:Q3,111140.00,5212.00,-6388.00,1580.00,-2424.00,-46312.00,-2424.00,-30512.00,-20708.00,-3204.00,10536.00,808.00,91956.00,1532.00,65176.00,65856.00,-680.00,111180.00
1996:Q4,112388.00,1120.00,76.00,2416.00,2596.00,39856.00,2596.00,-2592.00,14340.00,260.00,25252.00,832.00,-2220.00,8572.00,59140.00,58136.00,1004.00,112432.00
1997:Q1,111092.00,-8452.00,10912.00,2936.00,-3308.00,78124.00,-3308.00,-6612.00,40564.00,5960.00,41520.00,848.00,2588.00,-220.00,27664.00,29996.00,-2332.00,111132.00
1997:Q2,113535.00,13868.00,-10876.00,1452.00,19352.00,66068.00,19352.00,15076.00,140.00,32.00,31468.00,856.00,-18208.00,17256.00,23767.00,22819.00,948.00,113576.00
1997:Q3,116201.00,-9260.00,2084.00,4568.00,-340.00,61548.00,-336.00,34496.00,11240.00,1632.00,14516.00,888.00,20680.00,9260.00,26773.00,26141.00,632.00,116244.00
1997:Q4,117835.00,-4764.00,-1612.00,-748.00,-14128.00,30444.00,-14132.00,-18136.00,21592.00,-3856.00,44976.00,900.00,32696.00,7656.00,67391.00,66403.00,988.00,117880.00
1998:Q1,117004.00,5408.00,-3068.00,264.00,33244.00,61132.00,33244.00,-27404.00,12440.00,2308.00,40544.00,4264.00,-55792.00,21548.00,50004.00,49256.00,748.00,117052.00
1998:Q2,120120.00,3776.00,-128.00,196.00,-4352.00,70352.00,-4352.00,4256.00,31700.00,588.00,38160.00,8032.00,-31164.00,-200.00,73608.00,73004.00,604.00,120172.00
1998:Q3,123313.00,556.00,384.00,172.00,9880.00,56772.00,9880.00,-21548.00,27116.00,-304.00,41628.00,3272.00,-18424.00,-1048.00,71749.00,72201.00,-452.00,123364.00
1998:Q4,125165.00,8896.00,1064.00,588.00,-3108.00,45332.00,-3108.00,19012.00,5136.00,4404.00,19888.00,3644.00,-7220.00,27696.00,48273.00,48237.00,36.00,125216.00
1999:Q1,124184.00,-9492.00,744.00,2388.00,14020.00,72236.00,14020.00,-4452.00,28008.00,5136.00,29524.00,1532.00,-48660.00,15404.00,76012.00,74228.00,1784.00,124236.00
1999:Q2,127247.00,7400.00,-2072.00,1688.00,-512.00,15064.00,-512.00,9308.00,7304.00,-5180.00,4144.00,4700.00,20908.00,-3924.00,83995.00,82931.00,1064.00,127296.00
1999:Q3,130284.00,-320.00,1876.00,3072.00,-6600.00,39260.00,-6600.00,-36000.00,-8372.00,-476.00,90708.00,-452.00,22024.00,-12244.00,83668.00,83484.00,184.00,130332.00
1999:Q4,131871.00,-580.00,-1712.00,192.00,4464.00,42396.00,4464.00,-23864.00,64732.00,-312.00,-2624.00,7328.00,-18908.00,9092.00,89599.00,87423.00,2176.00,131920.00
2000:Q1,132004.00,7500.00,2832.00,64.00,20100.00,54788.00,20100.00,-7696.00,-18088.00,-576.00,61048.00,-5548.00,-27904.00,14628.00,65544.00,66092.00,-548.00,132060.00
2000:Q2,133651.00,6712.00,1876.00,1228.00,-884.00,14692.00,9008.00,-8056.00,75164.00,-256.00,-61168.00,1764.00,28480.00,41684.00,38099.00,37079.00,1020.00,133712.00
2000:Q3,136952.00,-888.00,7476.00,3228.00,-13288.00,23496.00,-3388.00,-37660.00,63164.00,-2256.00,3636.00,-11840.00,176656.00,60472.00,-108360.00,-109308.00,948.00,137016.00
2000:Q4,138945.00,-10484.00,-12528.00,1224.00,-8084.00,66288.00,1808.00,-25656.00,79164.00,-2260.00,13232.00,1364.00,-130656.00,82724.00,149097.00,146109.00,2988.00,139012.00
2001:Q1,137923.00,-6488.00,-524.00,2428.00,-15284.00,-92912.00,-5392.00,-6860.00,-11236.00,944.00,-70368.00,-1040.00,178732.00,45864.00,27147.00,22611.00,4536.00,137976.00
2001:Q2,141410.00,19912.00,1876.00,2428.00,10716.00,43496.00,20608.00,23144.00,74364.00,-656.00,-73964.00,-5436.00,53516.00,10068.00,4834.00,4658.00,176.00,141464.00
2001:Q3,144832.00,312.00,-524.00,2028.00,-9288.00,-118508.00,612.00,-65260.00,-65236.00,-4256.00,15632.00,1764.00,212304.00,17160.00,39584.00,36316.00,3268.00,144888.00
2001:Q4,146550.00,-7684.00,-128.00,2024.00,-9684.00,-42908.00,208.00,-46856.00,9564.00,3744.00,-9568.00,160.00,15892.00,30188.00,158690.00,159534.00,-844.00,146596.00
2002:Q1,144895.00,2712.00,3076.00,2028.00,-6084.00,29488.00,3808.00,32744.00,4764.00,-3860.00,-7968.00,-236.00,81104.00,35288.00,-2481.00,1947.00,-4428.00,144916.00
2002:Q2,147891.00,-4488.00,276.00,2028.00,-14888.00,-85708.00,-4992.00,-37660.00,17164.00,544.00,-60764.00,-636.00,102596.00,4072.00,144639.00,140527.00,4112.00,147908.00
2002:Q3,150839.00,3820.00,-1480.00,-852.00,-1484.00,-71972.00,-2640.00,9656.00,12160.00,60.00,-91208.00,644.00,77824.00,33808.00,110531.00,108863.00,1668.00,150852.00
2002:Q4,152300.00,3864.00,-2212.00,-2940.00,-5124.00,-75056.00,-9096.00,10392.00,13196.00,84.00,-89632.00,684.00,79316.00,15580.00,138188.00,137764.00,424.00,152312.00
2003:Q1,150929.00,3940.00,-2232.00,-2860.00,-4992.00,-73104.00,-8864.00,13008.00,16372.00,72.00,-93692.00,796.00,85192.00,24196.00,119993.00,119161.00,832.00,150948.00
2003:Q2,155524.00,3284.00,-940.00,-1540.00,-2684.00,-101316.00,-4764.00,-3376.00,-3660.00,-100.00,-89416.00,5996.00,83936.00,-25204.00,193992.00,195336.00,-1344.00,155544.00
2003:Q3,161576.00,-2624.00,-164.00,-2572.00,-4480.00,132128.00,-7956.00,-23216.00,81216.00,6876.00,75208.00,-5372.00,-8496.00,-12956.00,66112.00,64328.00,1784.00,161596.00
2003:Q4,167072.00,-1336.00,-80.00,-1304.00,-2284.00,120372.00,-4048.00,-27420.00,76112.00,7264.00,68464.00,-4216.00,-18892.00,-24120.00,98932.00,96676.00,2256.00,167092.00
2004:Q1,170791.00,-1260.00,-76.00,-1232.00,-2144.00,130380.00,-3812.00,-20312.00,84736.00,8368.00,61400.00,-5376.00,-68088.00,-1372.00,119959.00,118439.00,1520.00,170920.00
2004:Q2,175699.00,-3636.00,-224.00,-3556.00,-6204.00,87940.00,-11016.00,-34440.00,67604.00,7100.00,58692.00,-5200.00,-65252.00,-1948.00,173779.00,172535.00,1244.00,175832.00
2004:Q3,181032.00,11108.00,10516.00,10320.00,-19008.00,-53548.00,-26780.00,19324.00,-49836.00,-23796.00,27540.00,-2380.00,80256.00,18416.00,125352.00,77640.00,47712.00,181172.00
2004:Q4,182739.00,-9692.00,7232.00,19608.00,-3096.00,-66800.00,2356.00,35668.00,-118264.00,940.00,12500.00,-8624.00,73720.00,-17292.00,187683.00,140567.00,47116.00,182884.00
2005:Q1,179451.00,-11568.00,8252.00,15488.00,-8384.00,21560.00,-548.00,29552.00,-92752.00,-2344.00,87652.00,-5604.00,71356.00,940.00,87411.00,69555.00,17856.00,179568.00
2005:Q2,181828.00,-7496.00,8416.00,21192.00,-3748.00,5508.00,512.00,34196.00,-92520.00,-1592.00,64912.00,-7800.00,49024.00,-12096.00,128828.00,67276.00,61552.00,181948.00
2005:Q3,184612.00,-232.00,11044.00,11276.00,-16748.00,32376.00,-20492.00,-19544.00,2052.00,-316.00,70676.00,10312.00,22640.00,-28072.00,142016.00,97980.00,44036.00,184736.00
2005:Q4,186107.00,-7808.00,9124.00,17008.00,-6620.00,66856.00,-428.00,-29096.00,-13648.00,684.00,109344.00,-3176.00,13484.00,-10888.00,108127.00,56407.00,51720.00,186240.00
2006:Q1,184151.00,-7216.00,10444.00,15328.00,-7480.00,113044.00,-2744.00,-8160.00,-5540.00,376.00,129112.00,-1440.00,24240.00,-13864.00,51095.00,4419.00,46676.00,184228.00
2006:Q2,188668.00,-5576.00,10524.00,13824.00,-9444.00,95436.00,-6140.00,-17736.00,-6172.00,296.00,125188.00,708.00,40428.00,-18068.00,60836.00,10072.00,50764.00,188752.00
2006:Q3,193566.00,744.00,6312.00,7736.00,604.00,-3092.00,6904.00,-704.00,-3728.00,-484.00,-5080.00,4100.00,-79708.00,-9060.00,265930.00,258194.00,7736.00,193656.00
2006:Q4,196531.00,764.00,6524.00,7824.00,616.00,114404.00,7112.00,15952.00,45740.00,-356.00,45956.00,4232.00,-74364.00,-8576.00,145107.00,137815.00,7292.00,196624.00
2007:Q1,194999.00,772.00,6656.00,7876.00,624.00,63100.00,7236.00,11212.00,6532.00,-364.00,38484.00,4308.00,-78156.00,-8768.00,198587.00,191575.00,7012.00,195180.00
2007:Q2,199812.00,788.00,6812.00,7828.00,628.00,128188.00,7376.00,22472.00,22000.00,-332.00,76672.00,4412.00,-66228.00,-7768.00,125152.00,118976.00,6176.00,200008.00
2007:Q3,204356.00,-248.00,-436.00,-6896.00,-324.00,-27908.00,-1428.00,-36436.00,-22552.00,-252.00,32760.00,-400.00,160524.00,-49788.00,129832.00,132060.00,-2228.00,204568.00
2007:Q4,206346.00,-244.00,-488.00,-6804.00,-320.00,-28856.00,-1456.00,-35592.00,-22996.00,136.00,31052.00,-428.00,166436.00,-51024.00,128074.00,130482.00,-2408.00,206568.00
2008:Q1,206000.00,-224.00,-348.00,-6336.00,-296.00,12268.00,-1264.00,-34028.00,-19224.00,-120.00,66904.00,-332.00,192500.00,-56916.00,65684.00,67516.00,-1832.00,206028.00
2008:Q2,207555.00,-240.00,-532.00,-6496.00,-308.00,84004.00,-1452.00,300.00,10008.00,-216.00,75364.00,-452.00,170232.00,-51192.00,12539.00,15123.00,-2584.00,207584.00
2008:Q3,211399.00,224.00,3192.00,-1108.00,84.00,44552.00,2744.00,9708.00,-34204.00,32.00,66272.00,-5384.00,27940.00,-27676.00,169575.00,203527.00,-33952.00,211428.00
2008:Q4,213034.00,120.00,2248.00,-1948.00,8.00,-207548.00,1760.00,-26464.00,-69764.00,-232.00,-112848.00,-5116.00,34480.00,-32144.00,422934.00,455210.00,-32276.00,213060.00
2009:Q1,210147.00,-40.00,788.00,-3512.00,-124.00,-78048.00,200.00,21408.00,-22692.00,-476.00,-76488.00,-5012.00,34184.00,-31096.00,293007.00,324639.00,-31632.00,210108.00
2009:Q2,214324.00,-224.00,-752.00,-5340.00,-268.00,-282944.00,-1484.00,22740.00,-31244.00,-400.00,-272556.00,-5088.00,14408.00,-18472.00,513004.00,545148.00,-32144.00,214276.00
2009:Q3,218723.00,-44.00,760.00,-3400.00,-116.00,-67440.00,184.00,3868.00,11096.00,328.00,-82916.00,-180.00,12120.00,5200.00,271823.00,261015.00,10808.00,218668.00
2009:Q4,220769.00,-40.00,844.00,-3512.00,-124.00,71484.00,244.00,23196.00,23932.00,796.00,23316.00,-172.00,11476.00,5048.00,135765.00,124241.00,11524.00,220708.00
2010:Q1,217562.00,-48.00,816.00,-3704.00,-128.00,23988.00,192.00,9028.00,13312.00,704.00,752.00,-204.00,10740.00,4932.00,181170.00,169450.00,11720.00,217504.00
2010:Q2,220814.00,-32.00,1016.00,-3748.00,-124.00,-11516.00,368.00,-11524.00,4492.00,696.00,-5548.00,-152.00,16308.00,6408.00,212654.00,199698.00,12956.00,220760.00
2010:Q3,222955.00,1036.00,9880.00,7840.00,756.00,-30784.00,10176.00,1644.00,-12028.00,280.00,-30856.00,-372.00,-171316.00,-7776.00,413691.00,395655.00,18036.00,222900.00
2010:Q4,221569.00,1072.00,10316.00,8052.00,784.00,111140.00,10596.00,33916.00,4184.00,972.00,61472.00,-496.00,-152212.00,-7300.00,250213.00,231701.00,18512.00,221516.00
2011:Q1,214846.00,1096.00,10544.00,8124.00,796.00,43908.00,10820.00,16764.00,-4204.00,616.00,19912.00,-596.00,-151044.00,-7244.00,309262.00,290586.00,18676.00,214780.00
2011:Q2,215223.00,1160.00,11200.00,8552.00,844.00,-5280.00,11480.00,636.00,-14608.00,268.00,-3056.00,-696.00,-173724.00,-7880.00,381047.00,361399.00,19648.00,215164.00
2011:Q3,215962.00,-708.00,-6048.00,-7232.00,-572.00,-28384.00,-6592.00,-9444.00,-48016.00,-1660.00,37328.00,-416.00,34868.00,-87720.00,312174.00,327194.00,-15020.00,215908.00
2011:Q4,214899.00,-780.00,-6688.00,-7996.00,-628.00,8576.00,-7284.00,20344.00,-39172.00,-1448.00,36136.00,-612.00,30856.00,-83012.00,275183.00,291983.00,-16800.00,214848.00
2012:Q1,211680.00,-784.00,-6708.00,-8016.00,-636.00,15664.00,-7304.00,34616.00,-35616.00,-1400.00,25368.00,-644.00,26256.00,-71764.00,258312.00,275196.00,-16884.00,211808.00
2012:Q2,211053.00,-732.00,-6280.00,-7508.00,-592.00,-16352.00,-6840.00,7104.00,-41604.00,-1368.00,26356.00,-524.00,38636.00,-95448.00,299853.00,315557.00,-15704.00,211188.00
2012:Q3,212580.00,84.00,736.00,880.00,72.00,-31892.00,800.00,996.00,-12452.00,1292.00,-22528.00,-1336.00,-184444.00,61492.00,366988.00,356576.00,10412.00,212712.00
2012:Q4,211549.00,84.00,700.00,840.00,64.00,22736.00,764.00,5924.00,-9116.00,1412.00,23752.00,-1416.00,-185184.00,61084.00,312641.00,301969.00,10672.00,211676.00
2013:Q1,206037.00,60.00,500.00,596.00,48.00,35060.00,544.00,3796.00,-8332.00,1440.00,37612.00,-1508.00,-145620.00,55000.00,261901.00,251669.00,10232.00,205948.00
2013:Q2,207186.00,68.00,620.00,736.00,60.00,123368.00,668.00,19528.00,-932.00,1888.00,102216.00,-1564.00,-171784.00,62456.00,193226.00,182198.00,11028.00,207096.00
2013:Q3,208413.00,476.00,4064.00,4860.00,380.00,96060.00,4432.00,16216.00,8916.00,328.00,66168.00,468.00,-209212.00,15292.00,296025.00,286817.00,9208.00,208324.00
2013:Q4,207570.00,472.00,4024.00,4812.00,380.00,104504.00,4384.00,22076.00,11708.00,232.00,66104.00,412.00,-189200.00,14508.00,267658.00,258774.00,8884.00,207480.00
2014:Q1,202477.00,480.00,4120.00,4924.00,388.00,39964.00,4488.00,2616.00,3632.00,-104.00,29332.00,412.00,-202788.00,14836.00,340141.00,331101.00,9040.00,202416.00
2014:Q2,204498.00,468.00,3992.00,4776.00,380.00,39356.00,4352.00,1472.00,4224.00,-16.00,29324.00,328.00,-181912.00,13780.00,323330.00,314898.00,8432.00,204436.00
2014:Q3,206899.00,272.00,2336.00,2788.00,220.00,26508.00,2540.00,-8720.00,-9440.00,-332.00,42460.00,780.00,-73740.00,60560.00,187175.00,174523.00,12652.00,206836.00
2014:Q4,207516.00,256.00,2208.00,2640.00,208.00,-24564.00,2408.00,-23404.00,-14960.00,-160.00,11552.00,752.00,-70260.00,60036.00,236240.00,223868.00,12372.00,207452.00
2015:Q1,204080.00,252.00,2164.00,2588.00,204.00,-39748.00,2356.00,-19452.00,-13612.00,-132.00,-8908.00,736.00,-71788.00,58120.00,251552.00,239356.00,12196.00,204036.00
2015:Q2,208011.00,268.00,2288.00,2736.00,216.00,3004.00,2492.00,6152.00,-6940.00,52.00,1248.00,776.00,-74520.00,41176.00,232067.00,219331.00,12736.00,207964.00
2015:Q3,212630.00,-264.00,-2244.00,-2688.00,-212.00,-19960.00,-2448.00,-17800.00,-7800.00,-724.00,8812.00,-1928.00,-47688.00,-948.00,288562.00,297966.00,-9404.00,212580.00
2015:Q4,215679.00,-144.00,-1248.00,-1492.00,-120.00,34096.00,-1356.00,5200.00,1528.00,-140.00,28864.00,-1312.00,-72860.00,44.00,258715.00,267287.00,-8572.00,215624.00
2016:Q1,215678.00,-812.00,-6960.00,-8320.00,-656.00,58004.00,-7584.00,3100.00,1704.00,1552.00,59232.00,-5128.00,-8580.00,-8528.00,196658.00,218102.00,-21444.00,215624.00
2016:Q2,215681.00,36.00,316.00,376.00,28.00,22088.00,348.00,-6684.00,-5664.00,12.00,34076.00,-624.00,-75172.00,30532.00,238101.00,235733.00,2368.00,215624.00
