1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q2,135.00,34.00,964.00,0.00,0.00,60.00,0.00,-4.00,64.00,0.00,0.00,1016.00,0.00,-32.00,1048.00,0.00,-112.00,868.00,-316.00,1196.00,0.00,1196.00,0.00,0.00,0.00,-12.00,5.00
1967:Q3,132.00,33.00,596.00,0.00,0.00,72.00,0.00,0.00,72.00,0.00,0.00,824.00,0.00,-12.00,836.00,0.00,-300.00,484.00,-320.00,808.00,4.00,804.00,0.00,0.00,0.00,-4.00,-13.00
1967:Q4,137.00,34.00,1088.00,0.00,0.00,104.00,0.00,12.00,92.00,0.00,0.00,748.00,0.00,-164.00,912.00,0.00,236.00,988.00,-136.00,1144.00,4.00,1140.00,0.00,0.00,0.00,-20.00,3.00
1968:Q1,137.00,42.00,1048.00,0.00,0.00,136.00,0.00,12.00,124.00,0.00,0.00,816.00,0.00,-260.00,1076.00,0.00,96.00,928.00,-292.00,1256.00,0.00,1256.00,0.00,0.00,0.00,-36.00,-25.00
1968:Q2,139.00,41.00,1564.00,0.00,0.00,132.00,0.00,0.00,132.00,0.00,0.00,1540.00,0.00,-32.00,1572.00,0.00,-108.00,1448.00,4.00,1484.00,4.00,1480.00,0.00,0.00,0.00,-40.00,-18.00
1968:Q3,147.00,42.00,1300.00,0.00,0.00,160.00,0.00,20.00,140.00,0.00,0.00,1512.00,0.00,-128.00,1640.00,0.00,-372.00,1160.00,576.00,596.00,0.00,596.00,0.00,0.00,0.00,-12.00,-35.00
1968:Q4,156.00,45.00,1976.00,0.00,0.00,224.00,0.00,72.00,152.00,0.00,0.00,1476.00,0.00,-12.00,1488.00,0.00,276.00,1860.00,384.00,1500.00,8.00,1492.00,0.00,0.00,0.00,-24.00,-5.00
1969:Q1,162.00,45.00,1896.00,0.00,0.00,268.00,0.00,132.00,136.00,0.00,0.00,1532.00,0.00,-68.00,1600.00,0.00,96.00,1756.00,76.00,1716.00,0.00,1716.00,0.00,0.00,0.00,-36.00,-23.00
1969:Q2,174.00,45.00,2612.00,0.00,0.00,308.00,0.00,204.00,104.00,0.00,0.00,2380.00,0.00,-308.00,2688.00,0.00,-76.00,2472.00,1088.00,1408.00,4.00,1404.00,0.00,0.00,0.00,-24.00,-11.00
1969:Q3,192.00,47.00,1764.00,0.00,0.00,336.00,0.00,204.00,132.00,0.00,0.00,1852.00,0.00,-380.00,2232.00,0.00,-424.00,1596.00,688.00,908.00,4.00,904.00,0.00,0.00,0.00,0.00,-23.00
1969:Q4,205.00,48.00,1876.00,0.00,0.00,352.00,0.00,140.00,212.00,0.00,0.00,1244.00,0.00,-128.00,1372.00,0.00,280.00,1736.00,68.00,1680.00,4.00,1676.00,0.00,0.00,0.00,-12.00,17.00
1970:Q1,212.00,42.00,1316.00,0.00,0.00,272.00,0.00,76.00,196.00,0.00,0.00,884.00,0.00,-1300.00,2184.00,0.00,160.00,1176.00,180.00,980.00,4.00,976.00,0.00,0.00,0.00,16.00,30.00
1970:Q2,229.00,42.00,1968.00,0.00,0.00,356.00,0.00,28.00,328.00,0.00,0.00,1476.00,0.00,56.00,1420.00,0.00,136.00,1828.00,440.00,1372.00,4.00,1368.00,0.00,0.00,0.00,16.00,47.00
1970:Q3,234.00,43.00,1056.00,0.00,0.00,388.00,0.00,8.00,380.00,0.00,0.00,1032.00,0.00,108.00,924.00,0.00,-364.00,892.00,-1060.00,1924.00,0.00,1924.00,0.00,0.00,0.00,28.00,27.00
1970:Q4,242.00,41.00,984.00,0.00,0.00,356.00,0.00,12.00,344.00,0.00,0.00,716.00,0.00,116.00,600.00,0.00,-88.00,848.00,-1880.00,2708.00,8.00,2700.00,0.00,0.00,0.00,20.00,65.00
1971:Q1,227.00,58.00,1580.00,0.00,0.00,152.00,0.00,16.00,136.00,0.00,0.00,1300.00,0.00,-16.00,1316.00,0.00,128.00,1396.00,-1088.00,2532.00,8.00,2524.00,0.00,0.00,0.00,-48.00,-15.00
1971:Q2,225.00,59.00,2308.00,0.00,0.00,148.00,0.00,16.00,132.00,0.00,0.00,2060.00,0.00,32.00,2028.00,0.00,100.00,2116.00,-532.00,2712.00,8.00,2704.00,0.00,0.00,0.00,-64.00,-26.00
